feature,BayesianRidge,lgbm,gbc,Adaboost,rf,mean
78,0.010594239197304624,0.0,0.0,0.0,9.387161688985854e-05,0.0021376221628388965
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.08688376793473708,0.03571428571428571,0.0004305803408703299,0.1058762715570564,0.3531323181497589,0.11640744473934168
81,0.012078804125412125,0.35714285714285715,0.2180021234071405,0.0,0.8584748332940737,0.2891397235938967
82,0.10007820156543515,0.17857142857142858,0.0006142360181831731,0.0,0.008363294292144288,0.057525432089438236
83,0.06255711592208639,0.03571428571428571,0.000710149923802488,0.0,0.06660920440707947,0.03311815119345081
84,0.21672588950028696,0.07142857142857142,0.04975339776788521,0.0050528474026498805,0.07117674881081028,0.08282749098204076
85,0.10743447422996955,0.0,4.7371240164499864e-05,0.0,0.5012921349230129,0.12175479607862941
86,0.09742355046445234,0.07142857142857142,0.0002443275175587672,0.0005831694870207023,0.007953232635573253,0.035526570306635294
87,0.4516992827069885,0.5,0.02475199788191213,0.01700995176800428,0.0865629188741876,0.21600483024621853
88,0.09394407749288913,0.0,0.011698555046403578,0.0,0.07203973818984698,0.03553647414582793
89,0.06491949563490386,0.07142857142857142,0.012175595347066479,0.0005487555614783313,0.006956442191609999,0.03120577203272602
90,0.14033691552837732,0.0,0.0025902307505109947,0.0,0.008640705126663026,0.03031357028111027
91,0.3553018858780541,0.5,0.006171036426063832,0.00214561353815093,0.2931275253654293,0.23134921224153962
92,0.17716748554365,0.16666666666666669,0.013949159931689575,0.0005650886398702644,0.10182121064453661,0.09203392228528262
93,0.24142169864833976,0.21428571428571427,0.017349777240209176,0.22752651382919067,0.33140388449401903,0.2063975176994946
94,0.19908632714084873,0.125,0.0040544007118556965,0.001658340644289165,0.03280580274343064,0.07252097424808485
95,0.13059467902314092,0.0,0.00013862860318800726,0.0707550746968277,0.25357540428331554,0.09101275732129444
96,0.092388595820178,0.19642857142857142,0.00041514867635890915,0.0,0.0016739595548577657,0.058181255095993215
97,0.07500802109315871,0.05714285714285715,0.004001402007720963,0.00043114786169483446,0.011116445061525653,0.029539974633391457
98,0.36814564794088706,0.5952380952380952,0.01371232695767842,0.0017860852652755404,0.039512263197938394,0.20367888371997492
99,0.1268455110674795,0.0,0.016268073794347377,0.0,0.030566071871400275,0.03473593134664543
100,0.07313188965119553,0.125,0.00037142324565205784,0.00016023046236680915,0.0029304429245131337,0.04031879725674552
101,0.09841902429557163,0.0,0.0005613615878886989,0.0009381888661575127,0.014938854045123327,0.02297148575894823
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
105,0.14331568519276033,0.4642857142857143,0.0028464305851897144,0.0006890191583548039,0.008935008774897208,0.12401437159938326
106,0.018435603256298203,0.0,0.00014192517073226082,0.0,0.15352090570575536,0.03441968682655716
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.07719446481178939,0.09999999999999999,0.0013385644360214646,0.0009036362942838427,0.009836298763939702,0.037854592861206876
109,0.11937171021714507,0.03571428571428571,0.016350185798293174,0.0,0.04628465601336444,0.04354416754861769
110,0.13305450209878628,0.14285714285714285,0.0006118525132554989,0.0003505119206982227,0.04984264605880835,0.06534333108973825
111,0.11202510491117958,0.0,0.0051021046018357025,0.0,0.004583464244404646,0.024342134751483984
112,0.08330727355239098,0.0,0.008702099206339272,0.00025522946046145433,0.01955124784183506,0.022363170012205353
113,0.11549695123180409,0.2619047619047619,0.0044190339578869175,0.003790542944701623,0.027525177424792577,0.08262729349278942
114,1.0,0.0,0.023074320464990125,0.027623542558443275,0.05069709777224346,0.22027899215913535
115,0.2625139968440621,0.0,0.002947792162777944,0.0,0.1738734835170613,0.08786705450478027
116,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
117,0.1985224792676045,0.4107142857142857,0.0009813346511183113,0.008897209036086358,0.022732983593602485,0.12836965845253948
118,0.14996135197524071,0.0,0.016389255845541937,0.1058762715570564,0.37791036010369394,0.1300274478963066
119,0.1307025227589219,0.39285714285714285,0.04351372814013781,0.00550592031123221,0.05731527936003979,0.1259789186854949
120,0.20125033719444607,0.10714285714285714,0.006907177488901418,0.0002691342027414966,0.00858467960699986,0.0648308371271892
121,0.084378031549061,0.023809523809523808,0.018044312809526578,0.0,0.025359428582120792,0.030318259350046433
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.3200999844181947,0.6428571428571429,0.013634536110858898,0.0705841810380376,0.2577113446049676,0.2609774378058403
124,0.07241184600520814,0.0,0.01627442924896842,0.0,0.040088937808106906,0.025755042612456692
125,0.09171838978791794,0.03571428571428571,0.00015673704964890952,0.10596679081737614,0.35271968235850076,0.1172551771455459
126,0.1589058283156652,0.0,0.00024236410238911684,0.2117525431141128,0.703573733058894,0.2148948937182122
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.06897044070227527,0.0,3.1404594752149446e-05,0.0005126809763703121,0.030042762832835385,0.019911457821246623
131,0.0962142038114426,0.0,0.016612283677596148,0.0,0.03566180290379799,0.029697658078567345
132,0.11750256913567948,0.0,0.0,0.0,0.0518225435375805,0.033865022534652
133,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
134,0.1335448077358763,0.09523809523809523,0.011151281352055592,0.0,0.02376641552891142,0.05274011997098771
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.1018262318256583,0.07142857142857142,4.379172353318026e-05,0.0014836922268152023,0.052024806206335907,0.045361418682182804
138,0.02692716903781406,0.0,4.903046070100921e-05,0.009728193669352353,0.007099582169479979,0.00876079506746948
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.1277271561089667,0.0,1.0,0.08665951557503497,0.702827519680413,0.38344283827288295
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0
144,0.04977335257237315,0.0,0.00706552047690785,0.0023013221959144706,0.01196018688643193,0.014220076426325482
145,0.007971365091533192,0.0,1.9358781417722983e-07,0.00028252370803660566,0.000600601241099731,0.0017709367256967408
146,0.051747192180790436,0.0,0.0,0.0,0.006330748861108819,0.011615588208379851
147,0.0868333234186568,0.0,0.016280079348591603,0.0,0.029203935442815323,0.026463467642012746
148,0.2559765146239806,0.0,0.005584946581170524,0.0032099672919745016,0.013611786054721497,0.055676642910369424
149,0.0,0.0,0.0,0.0,0.0,0.0
150,0.1146234851628936,0.2857142857142857,0.0025491849393045117,0.0005885264026222612,0.006522239292760841,0.08199954430237338
151,0.12931553510296798,0.0,3.706189227400121e-05,0.00013561430954333448,0.06403495751151413,0.03870463376325989
152,0.05308245196396787,0.08928571428571429,0.0010087704926345805,0.00023486472925225035,0.009266505652515918,0.03057566142481698
153,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
154,0.0,0.0,0.0,0.0,0.0,0.0
155,0.14307819331701657,0.07142857142857142,0.016151609704278404,0.05834589072617589,0.130225928466736,0.08384603872855564
156,0.07134025179332858,0.07142857142857142,0.0002657962640452662,0.0,0.01043455967221427,0.030693835831631905
157,0.1589058283156652,0.0,0.00024236410238911684,0.2117525431141128,0.703573733058894,0.2148948937182122
158,0.02760787830379492,0.38095238095238093,1.1922978455558928e-05,0.0014016578086292577,0.008275569301040824,0.0836498818688603
159,0.047042821235716945,0.03571428571428571,0.0012543306733512314,0.00018571859525231627,0.00434024100439366,0.017707479444599973
160,0.21888422851424338,0.35714285714285715,0.20541584051980455,0.00406233743120901,0.08915078141001918,0.17493120900362666
161,0.12990477141090329,0.0,2.7327825184940223e-05,0.0,0.01123140043179536,0.028232699933576716
162,0.0,0.0,0.0,0.0,0.0,0.0
163,0.12312109226394079,0.16666666666666669,0.0018191046624223717,0.0,0.005202313435430162,0.059361835405691996
164,0.11153901659752502,0.0,0.010938375962384771,0.0705841810380376,0.25337009435003277,0.08928633358959603
165,0.12120965969268352,0.25,0.027474943699421616,0.44926843062946475,0.8352462650209735,0.33663985980850863
166,0.1013159828507784,0.047619047619047616,0.031155346173184714,2.674787933677155e-06,0.040006101279433874,0.04401983054207566
167,0.17042203956507282,0.11904761904761905,0.006027365189202036,0.0014866785296690339,0.11316994817256523,0.08203073010082565
168,0.11678798316217974,0.047619047619047616,0.010926170563694625,0.0705841810380376,0.26050029939896946,0.1012835363563858
169,0.18247811432753194,0.17857142857142858,0.0005102543697544753,0.0,0.009355512953491088,0.07418306204444122
170,0.11893430701344668,0.047619047619047616,0.017593944769395353,0.0,0.07549544283187246,0.05192854844675242
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.09323650491897732,0.0,0.016268073794347377,0.0013865490978040072,0.03701717529093473,0.029581660620412686
174,0.023756732273191777,0.42857142857142855,0.0,0.0,0.01073036806936281,0.09261170578279662
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.03171516174915558,0.0,0.0005001100435624656,0.0,0.00314013392525765,0.00707108114359514
180,0.0715617193190364,0.0,0.011609942349358339,0.00018531013148329582,0.020850221209580057,0.020841438601891617
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.323906175743468,0.0,0.03771701370907243,0.018286443996287753,0.018898850935405307,0.0797616968768467
183,0.0,0.0,0.0,0.0,0.0,0.0
184,0.13129552204334494,0.25,0.17438134392463053,0.00044108368543612663,0.026675264042701943,0.11655864273922271
185,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
186,0.07503939169738923,0.0,0.0,0.0,0.03760660697690922,0.02252919973485969
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.011045747719700441,0.0,1.8702334397703705e-05,0.0,0.0004219350329018233,0.0022972770173999937
191,0.0,0.0,0.0,0.0,0.0,0.0
192,0.098348798405621,0.0,0.500015702297376,0.043586098275702645,0.3664351412566242,0.20167714804706477
193,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
194,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
195,0.05054658817913871,0.05357142857142857,0.00013647689259388597,0.0529381357785282,0.17809750833076776,0.06705802755049142
196,0.0825463126321415,0.31428571428571433,0.010399835390355779,0.002276779593361287,0.11792495424024857,0.1054867192283643
197,0.1261468164213166,0.0,0.010961629291802716,0.0705841810380376,0.2519809245204519,0.09193471025432176
198,0.1273681026491798,0.08928571428571429,0.008524482760738632,0.0,0.14624775494690093,0.07428521092850673
199,0.06064836007227943,0.17857142857142858,0.008354484939416224,0.00016991370305352,0.013912234450951208,0.0523312843474258
200,0.04605498346749214,0.05357142857142857,6.517491868759881e-05,0.0015226445204996905,0.014215777598364617,0.023086001815294525
201,0.14996135197524071,0.0,0.016389255845541937,0.1058762715570564,0.37791036010369394,0.1300274478963066
202,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
203,0.1589058283156652,0.0,0.00024236410238911684,0.2117525431141128,0.703573733058894,0.2148948937182122
204,0.010594239197304624,0.0,0.0,0.0,9.387161688985854e-05,0.0021376221628388965
205,0.10218098125940181,0.0,0.00012118205119455842,0.10726282065486041,0.3626805482461348,0.11444910644231832
206,0.16759114826276014,0.11904761904761905,0.0013755318036267803,0.07064972226534644,0.23900084836721458,0.11953297394931339
207,0.10499365816854574,0.0,0.016283776091723455,0.00025634048818515607,0.04114487499066464,0.03253572994782379
208,0.1355572098650678,0.0,2.9772856922251374e-05,0.00025634048818515607,0.025791129507523818,0.03232689054353981
209,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
210,0.07779436588732352,0.17857142857142858,0.00220760337448031,0.0,0.005754685948741355,0.05286561675639474
211,0.12414701296686918,0.0,0.3441787158628983,0.028886505191678322,0.25217569250770727,0.14987758530583062
212,0.06897044070227527,0.0,3.1404594752149446e-05,0.0005126809763703121,0.030042762832835385,0.019911457821246623
213,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
214,0.14117272019742752,0.26785714285714285,0.0009185242084075446,0.00015192581869215546,0.003900475100700422,0.0828001576364741
215,0.07083677513882272,0.35714285714285715,0.0006558106982983649,0.0023435539799997202,0.014542052771269924,0.08910420994624958
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0982533318219098,0.0,0.00015377285063063078,0.00031180098981135293,0.002116586041229073,0.020167098340716175
218,0.13752018825701479,0.18571428571428572,0.000284817168649654,0.0001403444302886938,0.0014394888700883426,0.06501982488806543
219,0.0311126244188879,0.21428571428571427,0.00014080155824581448,0.0,0.011497702805308542,0.05140736861363131
220,0.02851802255921844,0.0,0.0,0.0,0.00018263962961442192,0.005740132437766572
221,0.15568082186538743,0.32142857142857145,0.0008595889698041902,0.000862469928929031,0.028636128252053833,0.10149351608894919
222,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
223,0.07622170324008778,0.0,3.359101806653908e-05,0.0,0.05065012271924302,0.025381083395479464
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.12893417453064335,0.047619047619047616,0.012334278941157554,0.00014292073639516402,0.09238792707902062,0.056283669781252856
226,0.04089308157029072,0.047619047619047616,0.0003737510754737391,0.0,0.0031037495869126676,0.018397925970344953
227,0.1410168756348162,0.0,0.032536147588694754,0.0,0.0522469871484939,0.045160002074400976
228,0.12175222897986886,0.047619047619047616,0.1327794590235402,0.0,0.05623063013050763,0.07167627315059286
229,0.12563879629931599,0.028571428571428574,0.008730552927782175,0.0,0.0066800618662685406,0.03392416793295906
230,0.04595281142122671,0.0,0.00019168531146376925,0.0,0.0001439971670665521,0.009257698779951407
231,0.098348798405621,0.0,0.500015702297376,0.043586098275702645,0.3664351412566242,0.20167714804706477
232,0.04848955940848997,0.14285714285714285,0.00014377850286625125,0.00377482298425484,0.0059056134807514505,0.04023418344670107
233,0.061969123802338044,0.0,0.0,0.0,0.004159724568633158,0.01322576967419424
234,0.07050390878506549,0.0,0.10041577698286007,0.0008272122883004702,0.10998446585273305,0.05634627278179181
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.09709477611520545,0.0,0.0,0.00018871153774124193,0.005332569990396422,0.020523211528668626
237,0.035302628539326295,0.0,0.0,0.0,0.02047658275319714,0.011155842258504686
238,0.0,0.0,0.0,0.0,0.0,0.0
239,0.07593205356756155,0.0,0.016281249222729114,0.0,0.041741335397819115,0.026790927637621954
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0
242,0.12270735889069843,0.0,0.0001283467129562789,0.0,0.002796446375519211,0.025126430395834787
243,0.030718482205223475,0.14285714285714285,0.0,0.0,0.004299116586174747,0.035574948329708214
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0003258161249986605,0.0,7.368161737610407e-05,0.0,0.0004943446768063392,0.00017876848383622076
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.007510082978985534,0.21428571428571427,5.118642779217849e-05,0.0,0.003492413085934906,0.045067879355685375
250,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0
252,0.12195460619360235,0.0,0.14287613485259093,0.0017059526290561231,0.5879179786407824,0.17089093446320636
253,0.049694448086104695,0.0,0.01626769638930553,0.0027906790473266104,0.007082634099141977,0.015167091524375762
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.021309743724639136,0.0,0.00011539339579449411,0.0,0.0009272691575701375,0.004470481255600753
256,0.09549487210373407,0.10714285714285714,0.0,0.0,0.004171876308077935,0.04136192111093383
257,0.10514584498777098,0.19642857142857142,6.722579278030868e-05,0.0,0.0064349918511789166,0.06161532681206032
258,0.0,0.0,0.0,0.0,0.0,0.0
259,0.03229952713116144,0.0,0.006969964474202716,0.0,0.011171833869142977,0.010088265094901426
260,0.08899447104276859,0.03571428571428571,0.0013424171968694852,0.053203668402189444,0.17997303152207553,0.07184557477563776
261,0.0999356963844091,0.17857142857142858,5.117543019212672e-05,0.004608443227142828,0.08265922230748701,0.07316519318413192
262,0.4140791699942349,0.07142857142857142,0.002816659452946754,0.005300754596105358,0.011519290701620177,0.1010288892346957
263,0.04545613420313844,0.0,0.0,0.0027730981956080145,0.02178736343337555,0.014003319166424402
264,0.08346458949057432,0.39285714285714285,0.0002790440617262156,0.0,0.007062732525383738,0.09673270178696544
265,0.03377890318850237,0.0,0.0,0.0,0.0006495895176607793,0.006885698541232631
266,0.1589058283156652,0.0,0.00024236410238911684,0.2117525431141128,0.703573733058894,0.2148948937182122
267,0.11279408430145807,0.08928571428571429,0.00020991337765769726,0.0005813980939007558,0.021058870444487038,0.044785996100643564
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0
270,0.38321509631142636,1.0,0.006312720411256014,0.0,0.03047328173237848,0.2840002196910122
271,0.1072737172090467,0.07142857142857142,0.00854229019242171,0.0003615186490058937,0.012904266573496125,0.040102072810508364
272,0.11262323540010799,0.023809523809523808,0.0008174842578805698,0.0,0.06810604043454539,0.04107125678041155
273,0.0,0.0,0.0,0.0,0.0,0.0
274,0.09863075237066438,0.09999999999999999,0.006960676397944668,0.042745165979739076,0.16236443533492154,0.08214020601665392
275,0.05647230693602639,0.03571428571428571,0.0317808218296844,0.0029244889980301406,0.026022249953559052,0.030582830686317137
276,0.19858561892432378,0.19047619047619047,0.13003361675780986,0.07906781852451719,0.2474863097377491,0.16912991088411808
277,0.098348798405621,0.0,0.500015702297376,0.043586098275702645,0.3664351412566242,0.20167714804706477
278,0.103600551832147,0.07142857142857142,0.006753758814311629,0.000685791488124407,0.04513086642054652,0.045519907996740196
279,0.06435337533597076,0.2857142857142857,0.0009922109448231996,0.0004994921987692807,0.008618059087386545,0.0720354846562471
280,0.16872765412178165,0.35714285714285715,0.559290936520393,0.07304196979932917,0.24523429878624253,0.2806875432741207
281,0.08990296027630715,0.0,0.0009772029458599877,0.0,0.1494136939075589,0.04805877142594521
282,0.12589850449997075,0.047619047619047616,0.010929996990879189,0.0705841810380376,0.2527757163653787,0.10156148930266276
283,0.09347425839730363,0.05714285714285715,0.00012717554523676526,0.04235050862282256,0.14308177476227488,0.067235314894099
284,0.0834675067446033,0.0,0.0005674852778587392,0.000591536763372541,0.05892451200204045,0.028710208157575006
285,0.11876200631209018,0.05357142857142857,0.009265579158523975,5.8542745069917495e-05,0.013548657427105478,0.03904124284284362
286,0.10388790231304126,0.0,0.0667472339198738,0.056464812181079606,0.33123370112610007,0.11166672990801896
287,0.14158460078356402,0.05357142857142857,0.2525994672830366,0.021664878893758743,0.17841587694328162,0.1295672504950139
288,0.1008167228325953,0.1285714285714286,0.000398338208275718,0.00012956140092066726,0.016370712523315185,0.04925735270730709
289,0.09156881301233069,0.0,0.001793276940761801,0.1058762715570564,0.4001400945864947,0.1198756912193287
290,0.11597941223176604,0.03571428571428571,0.0002586600501426401,0.0,0.004098045377484324,0.03121008067473574
291,0.16648676458241526,0.14285714285714285,0.0011277842839824918,0.004103278538312917,0.0076821102149033735,0.06445141609535138
292,0.0,0.0,0.0,0.0,0.0,0.0
293,0.0,0.0,0.0,0.0,0.0,0.0
294,0.12925972238524785,0.0,0.016268073794347377,0.0,0.0520347653430372,0.03951251230452649
295,0.0,0.0,0.0,0.0,0.0,0.0
296,0.20987870332901754,0.0,0.00016907311817178778,0.0006404753758343807,0.17875476461584844,0.07788860328777443
297,0.0,0.0,0.0,0.0,0.0,0.0
298,0.12804817085227196,0.25,0.0003245492123852675,0.0012551326989766758,0.007635590396617456,0.07745268863205026
299,0.017338694736702957,0.07142857142857142,0.001878286111337201,0.0,0.006245339403956416,0.019378178336113598
300,0.10412139921776176,0.09523809523809523,0.0001303073834707492,0.0705841810380376,0.2521493619630145,0.10444466896807598
301,0.13255735670621294,0.03571428571428571,0.0009959044990290713,0.0,0.024671306290426413,0.03878777064199082
