feature,gbc,BayesianRidge,rf,xgb,et,mean
110,0.04134380433385232,0.15338885406142497,0.03186673054608891,0.00015628938854206353,0.00027327412262397505,0.04540579049050645
111,0.005595478128349036,0.06067155132970044,0.10670883077298009,0.00015181716298684478,0.002483083385793753,0.03512215215596203
112,0.1391855374467705,0.16404065478943733,0.0740882021603375,0.0226454921066761,0.08779747731598285,0.09755147276384087
113,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.5556901718890552,0.6572180758630141,0.40489244488959497,0.006095297634601593,0.1602282296568356,0.3568248439866203
123,0.03697092888238957,0.005833277022633302,0.024087785428784547,0.005725205410271883,0.0003200849677030878,0.014587456342356479
124,0.06385620672682583,0.1968325033236423,0.016666883698868443,0.008565478026866913,2.3721712033332873e-06,0.05718468878948137
125,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0
144,0.014533785641084354,0.08378905781305987,0.0242236539288176,0.0003460285079199821,0.0,0.024578505178176363
145,0.026298164444616648,0.14635766696927083,0.02603459723834237,0.0004922727821394801,0.0005111238219448832,0.039938765051262835
146,0.0,0.0,0.0,0.0,0.0,0.0
147,0.026298164444616648,0.14635766696927083,0.02603459723834237,0.0004922727821394801,0.0005111238219448832,0.039938765051262835
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0
150,0.05588714805175812,0.10569196104119576,0.09545466833424796,0.1411813646554947,0.0003377971793546802,0.07971058785241023
151,0.13940354501179156,0.2741283390761439,0.02991516759316904,0.01987238973379135,8.539816331911208e-05,0.092680967915643
152,0.0,0.0,0.0,0.0,0.0,0.0
153,0.00015729262275276714,0.1565895137591613,0.060024072120414294,0.0,2.0558817095554776e-06,0.043354586876807585
154,0.006714736514919683,0.07120648614823376,0.03740988503102288,2.1887861294089817e-05,4.770699864481692e-05,0.023080140510823046
155,0.026298164444616648,0.14635766696927083,0.02603459723834237,0.0004922727821394801,0.0005111238219448832,0.039938765051262835
156,0.0,0.0,0.0,0.0,0.0,0.0
157,0.031644678205266306,0.06659721039302154,0.04284619775287887,0.0006114401621744037,0.0003667376680353262,0.02841325283627529
158,0.11189883741883165,0.10458616306372388,0.0533527375432905,0.07093891501426697,0.03580418155527685,0.07531616691907797
159,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.023074880006988277,0.092570685672824,0.05092273192393898,0.0007250495837070048,0.018167349132141335,0.03709213926391992
163,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0
165,0.05232518804346032,0.04213442847282853,0.038702003238436894,0.0008304491057060659,0.0017508600289966108,0.027148585777885682
166,0.030086128151663227,0.03224738571365832,0.03474160756185385,0.0017001511296257377,0.04448053017379323,0.02865116054611887
167,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0
169,0.08039735853610186,0.05248837027746502,0.08434196449135863,0.0016631123144179583,0.0003011075980764341,0.043838382643483984
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.05251241780279889,0.19073015845349006,0.021591812451152236,0.00040971231646835804,0.0004440704492639745,0.05313763429463471
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0007416261968503292,0.06442545825250864,0.10293396044029471,0.0,2.846605444000001e-06,0.033620778299019535
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.02756189931755989,0.09248073667266578,0.045574042823303254,0.00013958355702925473,0.003902079704720328,0.0339316684150557
184,0.0,0.0,0.0,0.0,0.0,0.0
185,0.045281223907132524,0.03838256204633914,0.03660073021691056,0.00015389607870019972,0.0006268067042950149,0.02420904379067549
186,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0
195,0.006766379759843939,0.013855264467071892,0.01382303930810156,0.011637348681688309,0.0005146030063764431,0.009319327044616429
196,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0
198,0.002052551712410996,0.042823769676874415,0.007485367868483465,1.1017226597687113e-06,1.8977369626668145e-06,0.010472937743478263
199,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0
205,0.3372956686525017,0.13957999854077183,0.15462489341162344,1.6111698641907424e-05,0.00029981608264192873,0.12636329767723617
206,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0315983286720215,0.13804959760221988,0.0966262358792571,0.0003147222741972655,0.0012683208700463352,0.05357144105954842
210,0.0035754423856136698,0.0036778354148421667,0.02105888936307968,0.0020550705958157778,0.00047569939864175903,0.006168587431598611
211,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0
213,0.13642561298550526,0.12459636527149313,0.12325991919220079,0.03220392018556595,0.4641840526780347,0.17613397406255998
214,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.005552910148472316,0.12862368114293987,0.019974590434651954,7.577090582344681e-05,0.022585447067787374,0.035362479939934986
217,0.0,0.0,0.0,0.0,0.0,0.0
218,0.03860193023040596,0.08582119180733512,0.1226936555104069,0.9941936135292053,0.7963833461712847,0.4075387474497276
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0
222,0.026298164444616648,0.14635766696927083,0.02603459723834237,0.0004922727821394801,0.0005111238219448832,0.039938765051262835
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.026298164444616648,0.14635766696927083,0.02603459723834237,0.0004922727821394801,0.0005111238219448832,0.039938765051262835
226,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0
228,0.16693381814855437,0.039121780392760284,0.04768957326016815,0.0,0.0002196630534281048,0.05079296697098219
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0
232,0.026298164444616648,0.14635766696927083,0.02603459723834237,0.0004922727821394801,0.0005111238219448832,0.039938765051262835
233,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0
242,0.06727383070294783,0.04949575511272092,0.05426596162209024,0.0,0.021601407639513338,0.03852739101545447
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.18824029094257544,0.18495766280273865,0.05229460266237574,9.700608643470332e-06,0.0005743026483259892,0.08521531193293184
256,0.010885574403072423,0.0785493178916525,0.024487354837444287,3.182160435244441e-05,0.0001416976932124379,0.022819153285946817
257,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0
259,0.04827680250799854,0.06769353538381422,0.08654990938271244,0.001964625669643283,0.00043812420678445644,0.04098459943019059
260,0.004213450112848157,0.17048509581693938,0.008615409829337046,4.479572268678567e-09,0.00011133390180977079,0.036685058828101316
261,0.5269779269858249,0.6465861751678327,0.19983648437028675,0.013130121864378452,0.0038562015081280957,0.27807738197929016
262,0.08397098063060406,0.14159458036532122,0.02065699099745748,0.0,0.0005389572973973382,0.04935230185815602
263,0.015853507601669464,0.08126148313283678,0.016381105778293208,0.00034331169445067644,0.0006608868972472961,0.022900059020899484
264,0.30277507618620264,0.00791471350371684,0.0258061831567678,8.980531447377871e-07,0.019584059726092014,0.07121618612518481
265,0.0,0.0,0.0,0.0,0.0,0.0
266,0.03415816687491364,0.012157923576551075,0.07307475267672467,0.0005388782010413706,0.0004907547785515034,0.02408409522155645
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.3178267906155221,0.7689474134157782,0.25498885874730626,0.019241532310843468,0.11536685902835636,0.29527429082356127
270,0.025701313086806614,0.18168088041065508,0.021409677033965038,0.00036421988625079393,0.00027580443857420456,0.04588637897125035
271,0.015512671931055022,0.17357117403722136,0.1289506239846323,0.00644470751285553,0.00030442863776109766,0.06495672122070506
272,0.0,0.0,0.0,0.0,0.0,0.0
273,0.46841177199729545,0.012310441964836983,0.0171573919322743,0.0032948139123618603,5.060631900444175e-05,0.1002450052251546
274,0.00039366995716883104,0.06532219678323023,0.007067043803815649,0.0064681279473006725,7.084884660622153e-05,0.01586437746762432
275,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0
277,0.022596122329862686,0.06773556432962591,0.09284707846795127,0.0007921027718111873,0.0003931478407655089,0.03687280314800331
278,0.0,0.0,0.0,0.0,0.0,0.0
279,0.5292303647166627,0.1149071267803894,0.26829154906864955,0.5000004768371582,0.011658259526145012,0.28481755538580095
280,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0
282,0.05588714805175812,0.10569196104119576,0.09545466833424796,0.1411813646554947,0.0003377971793546802,0.07971058785241023
283,0.0,0.0,0.0,0.0,0.0,0.0
284,0.06625989263132707,0.07049031252278795,0.0649378941400193,0.006623460911214352,0.00011848995160573607,0.04168601003139088
285,0.30277507618620264,0.00791471350371684,0.0258061831567678,8.980531447377871e-07,0.019584059726092014,0.07121618612518481
286,0.012093325218287862,0.09475974005714596,0.1032663761532092,6.65085053697112e-06,0.00017843998940629362,0.04206090645371725
287,0.04923271257632614,0.07761582089954924,0.06092770202371977,0.14398229122161865,0.0001133897835193378,0.06637438330094662
288,0.05588714805175812,0.10569196104119576,0.09545466833424796,0.1411813646554947,0.0003377971793546802,0.07971058785241023
289,0.040615384566469,0.038067804519131374,0.026418114532096134,0.000166304424055852,8.53981633191139e-05,0.021070601241014293
290,0.04867765401316391,0.013695203557873452,0.04040825519905915,0.001695710700005293,0.006239284699025574,0.022143221633825476
291,0.0,0.0,0.0,0.0,0.0,0.0
292,1.0,1.0,1.0,0.020237881690263748,1.0,0.8040475763380528
293,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0
295,0.48786324834924943,0.05036320486619918,0.12673574410707816,0.0,0.00027327412262397505,0.13304709428903017
296,0.0,0.0,0.0,0.0,0.0,0.0
297,0.05341963730191463,0.31715594768485494,0.04354677668647485,0.002737481612712145,0.01470256895026223,0.08631248244724375
298,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0
301,0.7556856532471228,0.221899540057062,0.5107769149805313,1.0,0.003732459326198008,0.4984189135221828
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.06019608299703619,0.03683822361478098,0.04192017328986644,0.0,0.00028323724167720796,0.027847543428672163
304,0.02312295362724693,0.032951051510999814,0.08154884467179568,0.0007376127759926021,0.00036436549683198854,0.027744965616573403
305,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.30277507618620264,0.00791471350371684,0.0258061831567678,8.980531447377871e-07,0.019584059726092014,0.07121618612518481
309,0.00731467230122368,0.16017469383216143,0.025955534923383247,2.85358964902116e-06,0.0004681875231638578,0.038783188433916246
310,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0022981095541837623,0.04015039050916578,0.049332090511763314,0.0,1.897736962666533e-06,0.018356497662415105
316,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0,0.0
319,0.07141378297272452,0.11438575831883659,0.05101043993200991,0.0,0.00019273891027025826,0.04740054402676826
320,0.06019608299703619,0.03683822361478098,0.04192017328986644,0.0,0.00028323724167720796,0.027847543428672163
321,0.0,0.0,0.0,0.0,0.0,0.0
322,0.03034534605597927,0.12258407022611856,0.018099390292152823,0.0020404940005391836,1.2651579751110756e-06,0.03461411314655299
323,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0
326,0.2445645005771421,0.08184447188063253,0.04040354919877787,1.7110925227825646e-06,0.00019135514373555136,0.07340111757856216
327,0.0,0.0,0.0,0.0,0.0,0.0
328,0.024961794053516305,0.12725515981387372,0.038521832898879296,5.2519615564960986e-05,2.688460697111096e-06,0.03815879896850628
329,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0
332,0.010056910941400404,0.012924861314102774,0.009340772445809704,0.00023434181639458984,3.0047501908887844e-06,0.006511978253579673
333,0.0167021622031566,0.04348340667312585,0.02358078972592815,0.006152590736746788,0.00034839287739621807,0.018053468443270722
334,0.00783160418623496,0.010015793063226568,0.01689945483470239,3.596406531869434e-05,0.00034285781125507545,0.007025134792147537
335,0.0,0.0,0.0,0.0,0.0,0.0
336,0.30277507618620264,0.00791471350371684,0.0258061831567678,8.980531447377871e-07,0.019584059726092014,0.07121618612518481
337,0.0,0.0,0.0,0.0,0.0,0.0
338,0.0027799685839789926,0.07076445580609886,0.043986157354261216,0.0,0.0005617301409493074,0.023618462377057677
339,0.0,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0
349,0.004473092904058208,0.03728162804645516,0.05554294459336239,5.688333658326883e-06,0.000285372195760506,0.01951774521465892
350,0.01261321981485487,0.03700737026160855,0.12009930607201269,0.002171706175431609,0.01686078669178887,0.037750477803139317
351,0.0,0.0,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0
