	Lambda_Max	Species	Opsin_Family	Accession
S22	546.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[M130A]_84_379
S23	550.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y,I123V]_84_379
S24	543.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L122I,A115C]_84_379
S25	552.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y]_84_379
S26	554.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L112I,A115C,A116G,F120Y]_84_379
S27	551.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A]_130_152-AB007423.1_153_379
S28	551.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[Y120F]_130_152-AB007423.1_153_379
S29	549.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A,Y120F]_130_152-AB007423.1_153_379
S30	532.00000	Neosciurus_carolinensis	LWS	AF132044
S31	435.00000	Eumaeus_atala	BRh1	MN831881.1
S32	500.00000	Eumaeus_atala	BRh2	MN831882.1
S33	569.00000	Eumaeus_atala	LWRh	MN831883.1
S34	352.00000	Eumaeus_atala	UVRh	MN831884.1
S35	578.00000	Arhopala_japonica	LWRh	MN831885.1
S36	450.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F
S37	440.00000	Eumaeus_atala	BRh1	MN831881.1_A118S
S38	528.00000	Eumaeus_atala	BRh1	MN831881.1_I122F
S39	530.00000	Eumaeus_atala	BRh1	MN831881.1_G177S
S40	516.00000	Eumaeus_atala	BRh1	MN831881.1_Y179F
S41	527.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S
S42	526.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F
S43	528.00000	Eumaeus_atala	BRh1	MN831881.1_I207C_F208C
S44	475.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F
S45	508.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S_Y179F
S46	535.00000	Eumaeus_atala	BRh1	MN831881.1_I122F_I207C_F208C
S47	520.00000	Eumaeus_atala	BRh1	MN831881.1_Y179F_I207C_F208C
S48	526.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F_I207C_F208C
S49	533.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_I207C_F208C
S50	528.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F_I207C_F208C
S51	383.00000	Platynereis_dumerilii	LWS	AY692353.1
S52	491.00000	Platynereis_dumerilii	LWS	AY692353.1_K94T
S53	492.00000	Platynereis_dumerilii	LWS	AY692353.1_K94A
S54	491.00000	Platynereis_dumerilii	LWS	AY692353.1_K94S
S55	502.00000	Platynereis_dumerilii	LWS	AY692353.1_K94V
S56	489.00000	Platynereis_dumerilii	LWS	AY692353.1_K94D
S57	461.00000	Platynereis_dumerilii	LWS	AY692353.1_K94E
S58	484.00000	Platynereis_dumerilii	LWS	AY692353.1_K94H
S59	377.00000	Platynereis_dumerilii	LWS	AY692353.1_K94R
S60	480.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3
S61	485.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D96N
S62	486.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D124N
S63	486.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D147N
S64	484.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_E194Q
S65	481.00000	Drosophila_melanogaster	Inv-Rh1	NM_079683.3_D203N
S66	450.00000	Pieris_rapae	PrB	AB208675.1
S67	437.00000	Pieris_rapae	PrB	AB208675.1_S117A
S68	446.00000	Pieris_rapae	PrB	AB208675.1_F177Y
S69	425.00000	Pieris_rapae	PrB	AB208675.1_S117A_F177Y
S70	420.00000	Pieris_rapae	PrV	AB208674.1
S71	430.00000	Pieris_rapae	PrV	AB208674.1_A116S
S72	525.00000	Argopecten_irradians	Rtc	KX550908.1
S73	521.00000	Argopecten_irradians	Rtc	KX550908.1_M204L
S74	509.00000	Argopecten_irradians	Rtc	KX550908.1_Y211W
S75	510.00000	Argopecten_irradians	Rtc	KX550908.1_V216A
S76	521.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_V216A
S77	513.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W
S78	515.00000	Argopecten_irradians	Rtc	KX550908.1_Y211W_V216A
S79	513.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W_V216A
S80	496.00000	Pecten_maximus	Rtc	XM_033877948.1
S81	508.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M
S82	505.00000	Pecten_maximus	Rtc	XM_033877948.1_W211Y
S83	498.00000	Pecten_maximus	Rtc	XM_033877948.1_A216V
S84	505.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_A216V
S85	500.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y
S86	494.00000	Pecten_maximus	Rtc	XM_033877948.1_W211Y_A216V
S87	505.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y_A216V
S88	431.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2
S89	430.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_I169F
S90	429.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_K201R
S91	430.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_T273A
S92	431.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_I169F_K201R_T273A
S93	435.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_Y179F
S94	439.00000	Danaus_plexippus	IV-Rh1	AY605544
S95	431.00000	Limenitis_a.archippus	IV-Rh1	EU358777
S96	363.00000	Callosobruchus_maculatus	IV-UVS	OP722929.1
S97	511.00000	Callosobruchus_maculatus	IV-LWS	OP722946.1
S98	431.00000	Chrysochroa_rajah	inv-UVS	OP722930.1
S99	356.00000	Chrysochroa_rajah	IV-UVS	OP722931.1
S100	357.00000	Chrysochroa_mniszechii	IV-UVS	OP722932.1
S101	442.00000	Chrysochroa_mniszechii	IV-UVS	OP722933.1
S102	584.00000	Chrysochroa_rajah	IV-LWS	OP722947.1
S103	509.00000	Chrysochroa_rajah	IV-LWS	OP722948.1
S104	572.00000	Chrysochroa_mniszechii	IV-LWS	OP722949.1
S105	507.00000	Chrysochroa_mniszechii	IV-LWS	OP722950.1
S106	352.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_Q186A
S107	359.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_F261Y
S108	358.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_Q186A_F261Y
S109	507.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T
S110	511.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_V211C
S111	519.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T_V211C
S112	539.00000	Neogonodactylus_oerstedii	IV-LWS	MT112877
S113	611.00000	Neogonodactylus_oerstedii	IV-LWS	MT112883
S114	542.00000	Sympetrum_frequens	IV-LWS	LC009064
S115	557.00000	Sympetrum_frequens	IV-LWS	LC009061
S116	577.00000	Epargyreus_clarus	IV-LWS	OK930070.1
S117	532.00000	Macroglossum_stellatarum	IV-LWS	KF539444
S118	532.00000	Automeris_io	IV-LWS	OK930069.1
S119	537.00000	Anisota_stigma	IV-LWS	OK930068.1
S120	518.00000	Callophrys_sheridanii	IV-LWS	MN831887.1
S121	539.00000	Aotus_azaraiboliviensis	LWS	AB081277.2
S122	430.00000	Anopheles_stephensi	IV-SWS	LC710140
S123	500.00000	Anopheles_stephensi	IV	AB753162
S124	347.00000	Drosophila_melanogaster	IV-RH	NM_079687.3
S125	486.00000	Drosophila_melanogaster	IV	NM_079683.3_Y126F
S126	344.00000	Drosophila_melanogaster	IV	NM_079687.3_F133Y
S127	436.00000	Drosophilia_melanogaster	Rh-MWS	U67905.1
S128	434.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_H38P_R42L
S129	435.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_A53Y
S130	377.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_N104K
S131	434.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_I110Y
S132	436.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_D125Q_Y127F
S133	437.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_F147Y
S134	434.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_T173I_W176Y
S135	435.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_R243F
S136	437.00000	Drosophila_melanogaster	Rh-MWS	U67905.1_S325A
S137	420.00000	Drosophila_melanogaster	IV	NM_079687.3_K110N
S138	421.00000	Drosophila_melanogaster	IV	NM_079687.3_K110E
S139	488.00000	Drosophila_melanogaster	IV	NM_079683.3_Y126E
S140	345.00000	Drosophila_melanogaster	IV-RH	AF184224
S141	350.00000	Drosophila_melanogaster	IV-RH	AY060299
S142	450.00000	Drosophila_melanogaster	IV-RH	AY060299_K168E
S143	513.00000	Limulus_polyphemus	IV-RH	L03782.1
