feature,p_value,score,gbr,et,lgbm,xgb,rf,mean
p19_H1,1.9103829955739474e-07,28.20991988060691,0.0,8.184734740865788e-05,0.10714285714285714,5.549488e-07,0.007118782751882685,0.022868808438194985
p19_NCI,6.060428434825292e-25,123.97275434332039,0.0,4.8477510660438696e-05,0.0,0.0002824689,0.09603136502610704,0.019272462290257496
p19_H3,3.0998251724105967e-24,119.6388460491914,0.0,1.366555004966861e-05,0.0,0.0,0.0032372213103628675,0.0006501773720825072
p19_MASS,5.323083754559858e-21,100.36452313533354,4.204139669174326e-07,1.5102401963833816e-05,0.0,0.0,0.006787104253245486,0.0013605254138352473
p20_H1,0.00019398385344197267,14.179858965456113,0.0,0.0001127855422520244,0.0,2.045745e-05,0.004566971560422084,0.0009400429105076013
p20_NCI,0.36829559385649724,0.8114449970685426,0.0,0.0,0.0,0.0,0.0,0.0
p20_H3,1.3310454473571277e-08,33.826170043418706,0.0,3.807574149904619e-05,0.0,0.0,0.0028905722854125513,0.0005857296053823195
p20_MASS,1.7093899593593387e-06,23.674329881628687,1.8546441646822703e-06,6.0135867719169933e-05,0.07142857142857142,2.6729683e-06,0.008082802290935373,0.0159152074399424
p21_H1,1.0270792536447457e-07,29.508469417255554,0.0,3.4697298272541774e-05,0.0,0.0,0.017402266789734673,0.003487392817601443
p21_NCI,2.6821377867305983e-06,22.75199075227823,0.0,4.052333340246928e-07,0.0,4.2483896e-09,0.007660084895218119,0.0015320988753883568
p21_H3,1.1503366826765865e-06,24.488186176765552,0.0,2.2971673283845974e-05,0.0,0.0,0.008724480368553637,0.0017494904083674965
p21_MASS,2.6495555164383183e-07,27.527958841619622,4.297634945465026e-05,2.8175518894781156e-06,0.0,0.0,0.006403974776839807,0.001289953735636787
p22_H1,2.55012554975014e-37,206.4456512747966,0.0007939627732330178,7.648944123867513e-05,0.07142857142857142,0.00025641196,0.016818419712502634,0.017874771063923905
p22_NCI,5.112172075007336e-35,190.08825589044426,5.892242269308277e-05,3.3242369688778625e-05,0.0,1.2379319e-05,0.04434247692956793,0.008889404208156407
p22_H3,3.742564771813297e-36,198.09548262070427,0.0,5.378067583369633e-05,0.0,0.0,0.011680947172109187,0.0023469455695885764
p22_MASS,2.3723195264578374e-38,213.93332497281818,0.0,1.5693883594472804e-05,0.0,0.0,0.014943552224839531,0.002991849221686801
p23_H1,7.77151361635002e-08,30.093896527504672,0.0,0.00026571733694342217,0.03571428571428571,9.482399e-06,0.0034617881391014425,0.007890254717873444
p23_NCI,3.347017402525026e-05,17.65280328914222,0.0,6.644219871515544e-05,0.0,0.0,0.005844503562461769,0.0011821891522353848
p23_H3,0.07276256432326526,3.2385253295144776,0.0,0.0,0.0,0.0,0.0,0.0
p23_MASS,0.11110785699488095,2.5509136046798373,0.0,0.0,0.0,0.0,0.0,0.0
p24_H1,0.45791489095709936,0.5521752273581756,0.0,0.0,0.0,0.0,0.0,0.0
p24_NCI,0.3776502346472904,0.780262903572586,0.0,0.0,0.0,0.0,0.0,0.0
p24_H3,0.4232045554669308,0.6428638952890008,0.0,0.0,0.0,0.0,0.0,0.0
p24_MASS,0.4377452696211078,0.6035279328414735,0.0,0.0,0.0,0.0,0.0,0.0
p25_H1,0.6928545745939507,0.15626322108598514,0.0,0.0,0.0,0.0,0.0,0.0
p25_NCI,0.7381110278761774,0.11196663579873305,0.0,0.0,0.0,0.0,0.0,0.0
p25_H3,0.00043408792780267187,12.612502900123568,0.0,0.000571405177816062,0.0,1.4360504e-06,0.009443462221745628,0.0020032606899945443
p25_MASS,0.0032721081565720224,8.766193662958342,0.0,0.0011876530860637925,0.07142857142857142,5.3283187e-05,0.0061667157253137905,0.01576724468544956
p26_H1,0.0023454896213843065,9.390601624007244,2.9188003044362043e-05,0.0008577109704062516,0.10714285714285714,3.9596558e-05,0.0071851753335468544,0.02305090560158167
p26_NCI,0.14696208563588972,2.1125999319306885,0.0,0.0,0.0,0.0,0.0,0.0
p26_H3,0.4211639422223382,0.6485477727861556,0.0,0.0,0.0,0.0,0.0,0.0
p26_MASS,1.4061748755424314e-18,86.4637374125614,0.0,0.00028449202422254103,0.07142857142857142,0.0,0.08237588514572805,0.030817789719704402
p27_H1,0.00023621054988481004,13.79507739870921,0.0,0.00016460205317458636,0.0,7.5979113e-07,0.017388921937697557,0.003510856756401408
p27_NCI,1.6467391789453246e-06,23.750939201473983,0.0,4.216245463014553e-05,0.0,0.0,0.03637509979165198,0.007283452449256425
p27_H3,3.128557079748835e-07,27.182139813783248,0.0,0.0001674167611682553,0.0,0.0,0.004857674051353653,0.0010050181625043818
p27_MASS,7.463899838974737e-07,25.380033856860653,0.0,7.739578892552903e-05,0.0,3.1279662e-06,0.012643471365089082,0.002544799024050527
p28_H1,9.177311052147992e-07,24.953562154176208,1.1334095780293848e-07,0.0002209932272675277,0.0,2.5270181e-05,0.004408619365606149,0.0009309992229943987
p28_NCI,0.34277232447716244,0.9024148202215322,0.0,0.0,0.0,0.0,0.0,0.0
p28_H3,0.19194959597245523,1.7089992224328974,0.0,0.0,0.0,0.0,0.0,0.0
p28_MASS,0.42877244493328637,0.6275626872750791,0.0,0.0,0.0,0.0,0.0,0.0
p29_H1,0.42197513151205446,0.6462833711972017,0.0,0.0,0.0,0.0,0.0,0.0
p29_NCI,0.9645837307741997,0.0019743095670148388,0.0,0.0,0.0,0.0,0.0,0.0
p29_H3,0.16496503534032028,1.9359786212460364,0.0,0.0,0.0,0.0,0.0,0.0
p29_MASS,0.00026479332811899366,13.572359777257905,0.0,0.0002138489931003718,0.03571428571428571,0.0,0.032321005222233364,0.013649827985923891
p30_H1,0.9318513098059757,0.007323195843979182,0.0,0.0,0.0,0.0,0.0,0.0
p30_NCI,0.44714138081166843,0.5791563580726734,0.0,0.0,0.0,0.0,0.0,0.0
p30_H3,0.9244958052154921,0.00899435681638331,0.0,0.0,0.0,0.0,0.0,0.0
p30_MASS,0.07690647312878726,3.1471161219771058,0.0,0.0,0.0,0.0,0.0,0.0
p31_H1,1.8028385186770771e-06,23.56516812589665,0.0,0.001630718384158458,0.0,0.0,0.01610699072528115,0.0035475418218879214
p31_NCI,2.114945712687139e-08,32.84212123728662,0.0,0.00023475064512113933,0.0,0.0,0.01636075543141008,0.003319101215306244
p31_H3,1.3414793314433716e-08,33.80955011218605,0.0,4.282912138898419e-05,0.0,0.0,0.00966872294400325,0.0019423104130784467
p31_MASS,0.011186218082684295,6.502449933045492,0.0,2.8335879836356236e-05,0.07142857142857142,0.0,0.021209399014307764,0.018533261264543112
p32_H1,0.2963317279570975,1.0938034552085993,0.0,0.0,0.0,0.0,0.0,0.0
p32_NCI,0.18466774445750395,1.76641765967721,0.0,0.0,0.0,0.0,0.0,0.0
p32_H3,0.9107330751165742,0.01258722235300795,0.0,0.0,0.0,0.0,0.0,0.0
p32_MASS,0.10185515003296584,2.6899701305343218,0.0,0.0,0.0,0.0,0.0,0.0
p33_H1,0.8895076359856242,0.01932812523270809,0.0,0.0,0.0,0.0,0.0,0.0
p33_NCI,2.3231940634641066e-07,27.80181710054981,0.0,0.0022317086481917514,0.07142857142857142,2.1671972e-06,0.07449476709384117,0.029631442873557033
p33_H3,0.00725255914279753,7.292205901916855,0.0,2.648101750559705e-05,0.0,0.0,0.00013523914437589681,3.234403237629877e-05
p33_MASS,0.0006630242060907151,11.795320956844547,0.0008068387593576284,0.00042200586472174905,0.0,3.71959e-07,0.023214663263611355,0.004888775969338955
p34_H1,0.28964465423818786,1.1245831829666508,0.0,0.0,0.0,0.0,0.0,0.0
p34_NCI,0.0015224400793698342,10.207220649768683,0.0009137864219013666,0.0002519377724740375,0.10714285714285714,3.016987e-05,0.015033167845140654,0.02467438381031575
p34_H3,0.019899617238512978,5.469334298786412,0.0,0.0002862904990864267,0.0,0.0,0.003485561457146647,0.0007543703912466146
p34_MASS,0.8362946253282482,0.042760064145594454,0.0,0.0,0.0,0.0,0.0,0.0
p35_H1,8.01432648638549e-18,82.21658188032475,0.009601025316117435,0.004605031156290369,0.07142857142857142,0.0029471198,0.064271620309278,0.030570673594675645
p35_NCI,3.169980237105104e-05,17.76128722620308,5.298639564663998e-05,0.00012963997950765313,0.10714285714285714,1.2534458e-06,0.011309807402671639,0.023727308873299907
p35_H3,8.307186982350489e-08,29.95384096581589,0.007352172363899469,0.012158052634568811,0.0,0.0,0.04190544369095239,0.012283133737884134
p35_MASS,2.0957817019288097e-06,23.256638625522545,1.538695278795924e-06,0.0010631239154973774,0.07142857142857142,0.0,0.04015261172341764,0.022529169152553048
p36_H1,0.029685128098480697,4.765260862633823,0.0,1.6325856744394528e-05,0.03571428571428571,1.9127161e-07,0.0031612271757658437,0.0077784060036812114
p36_NCI,0.0007334795886750285,11.601247049859468,0.0,3.8679944460344445e-05,0.0,2.214521e-06,0.0006173295171459713,0.00013164479650499156
p36_H3,0.07542803531400667,3.1791053164698493,0.0,0.0,0.0,0.0,0.0,0.0
p36_MASS,0.46907907289549433,0.5252557502238796,0.0,0.0,0.0,0.0,0.0,0.0
p37_H1,0.5277267012789382,0.3995427573349135,0.0,0.0,0.0,0.0,0.0,0.0
p37_NCI,1.985856003624987e-08,32.9757672862513,0.0,0.003233380425649889,0.0,2.3930403e-07,0.017693132153126557,0.0041853503765610965
p37_H3,0.10595045292243277,2.626775338331588,0.0,0.0,0.0,0.0,0.0,0.0
p37_MASS,8.62573352990235e-11,44.73750465532373,0.0,0.000311249354571761,0.03571428571428571,0.0,0.012484935368624278,0.00970209408749635
p38_H1,2.4119095994334766e-17,79.54999481514172,0.0,6.850223915521927e-05,0.17857142857142858,1.0492024e-05,0.0016549673712162281,0.03606107804108963
p38_NCI,7.323141518927718e-07,25.419359311763316,0.0,4.895836725536809e-05,0.0,0.0,0.00207610726930187,0.00042501312731144764
p38_H3,3.99894018990517e-15,67.4036549059931,0.0,4.186227125561217e-05,0.0,0.0,0.0033015286020238246,0.0006686781746558874
p38_MASS,5.274444252629837e-16,72.17429061387732,0.0,5.498834924471122e-05,0.0,1.748183e-06,0.0026901518876950212,0.0005493776839814017
p39_H1,0.0037297834807670125,8.521865362530122,3.7787777790706044e-05,0.0014713438813225338,0.10714285714285714,3.9108614e-05,0.015106736625711051,0.02475956680836553
p39_NCI,0.2983684480273895,1.0846054809682981,0.0,0.0,0.0,0.0,0.0,0.0
p39_H3,0.503588372016395,0.4482667494407865,0.0,0.0,0.0,0.0,0.0,0.0
p39_MASS,4.699647651532463e-26,130.84336791145188,1.5072212635101622e-05,0.00015594218524778207,0.07142857142857142,6.612303e-06,0.08772415390809082,0.03186607040750268
p40_H1,0.040414612070535615,4.23089389823512,0.00021200456954123355,0.0011780377007914874,0.39285714285714285,1.477026e-05,0.017574244228021625,0.08236723992316942
p40_NCI,0.011447958503958201,6.460581373059931,7.655579205149868e-05,0.0008074101930127288,0.21428571428571427,1.9574973e-05,0.012711416318672786,0.045580134312412604
p40_H3,0.007130095055706375,7.323440388071792,0.0,1.2918737065349631e-06,0.0,0.0,4.518983287287595e-05,9.296341315882183e-06
p40_MASS,0.10718658106702314,2.608227425361983,0.0,0.0,0.0,0.0,0.0,0.0
p41_H1,2.880630745770754e-21,101.92261032563775,0.0,0.0014696279370902678,0.0,0.0,0.12040979713561574,0.0243758850145412
p41_NCI,8.446825476328041e-05,15.814468592660578,0.0,0.0005510468093071012,0.0,0.0,0.0045655898101061194,0.001023327323882644
p41_H3,1.1547108337262509e-06,24.4803750699565,0.0,0.0001056171119079334,0.07142857142857142,0.0,0.006799038595122046,0.01566664542712028
p41_MASS,2.9948483456679655e-40,227.98120857855764,0.0,0.005921080940111471,0.0,0.0,0.34541394423201416,0.07026700503442512
p42_H1,0.05226353077937951,3.7923803217761223,0.0,6.652660023943496e-05,0.07142857142857142,2.2662769e-06,0.0070661543449803115,0.01571270373012854
p42_NCI,0.016136599657611227,5.842869884428191,0.0,0.00022265523358420966,0.0,4.784235e-07,0.004337879055240262,0.000912202542462393
p42_H3,0.6297460706032415,0.2328034944052535,0.0,0.0,0.0,0.0,0.0,0.0
p42_MASS,0.060433703760506406,3.5477048341658617,0.0,5.571934865595878e-05,0.0,0.0,0.004809976908320219,0.0009731392513952355
p43_H1,0.0012443718535077748,10.590511499621941,0.0003717618105983839,0.0005815157118501551,0.0,1.5621985e-05,0.010183419682978749,0.0022304638380570008
p43_NCI,0.006334515663351184,7.540824249452816,0.00030243053365747126,0.0005964455814669909,0.03571428571428571,0.0,0.00981494663459972,0.00928562169280198
p43_H3,0.8257423984069663,0.04854341341846799,0.0,0.0,0.0,0.0,0.0,0.0
p43_MASS,2.2230098771508145e-07,27.89371641717819,0.0002826099344544174,0.0007864017321955285,0.21428571428571427,6.656794e-07,0.01109599468149983,0.045290277262654506
p44_H1,5.493291384434009e-26,130.42121108183352,0.0004460175438786824,0.014897733287721985,0.10714285714285714,0.000377894,0.37664252527554776,0.09990140545017087
p44_NCI,3.213513980383934e-10,41.85429504824194,4.7703222599480366e-05,0.01613576438022991,0.5,0.0,0.03783515069028477,0.11080372365862283
p44_H3,1.3833231183006938e-53,336.9257079288701,0.0,0.022308918659356584,0.0,0.0,0.3002367817835051,0.06450914008857234
p44_MASS,7.748193847018399e-12,50.08390147793279,5.988005201485685e-05,0.0020561001963721615,0.0,0.012847535,0.049896445770320826,0.012971992266176718
p45_H1,1.00023238369602e-10,44.41168108402025,2.154670129489189e-05,0.0005839055101933571,0.10714285714285714,1.0178567e-05,0.02444512767289783,0.026440723118890376
p45_NCI,0.5318205088454615,0.3916679688886494,0.0,0.0,0.0,0.0,0.0,0.0
p45_H3,6.423064916945714e-06,20.974219179849143,0.0,0.00029000975797263646,0.0,0.0,0.024553966159346716,0.004968795183463871
p45_MASS,1.1318923318445714e-09,39.11720478775424,0.0,0.0016401408778072893,0.03571428571428571,0.00010458012,0.016216472339044097,0.010735095809868315
p46_H1,1.1562641401965234e-11,49.19012738191846,0.00025521638633689764,0.000696324194352179,0.03571428571428571,1.175337e-05,0.02173439033466842,0.011682393999932178
p46_NCI,3.94708442397079e-43,249.95550172533646,0.00033999425029880825,0.004131335930785422,0.17857142857142858,0.00012543522,0.046476385859361986,0.04592891596729852
p46_H3,0.032379687607745684,4.613954310574731,0.0,2.9500205267965652e-05,0.0,0.0,0.002764915204710004,0.0005588830819955939
p46_MASS,9.41573452774722e-20,93.14733790575427,0.0,0.0013868087702630589,0.17857142857142858,6.009341e-05,0.039683153843856206,0.04394029691928279
p47_H1,0.9515377087633357,0.0036988589207160626,0.0,0.0,0.0,0.0,0.0,0.0
p47_NCI,0.011936819264150267,6.3849617214242835,0.009219026610422103,0.01282536988730797,0.0,2.2119193e-05,0.04352727758553419,0.013118758655270946
p47_H3,0.7922956410699071,0.06944616985462897,0.0,0.0,0.0,0.0,0.0,0.0
p47_MASS,0.7642824630719557,0.09005341629436579,0.0,0.0,0.0,0.0,0.0,0.0
p48_H1,0.24021576282103885,1.3838969264157164,0.0,0.0,0.0,0.0,0.0,0.0
p48_NCI,0.1746547393135727,1.8498258140186923,0.0,0.0,0.0,0.0,0.0,0.0
p48_H3,0.27878949528266217,1.1765295470197548,0.0,0.0,0.0,0.0,0.0,0.0
p48_MASS,0.28644482837787116,1.139634939725482,0.0,0.0,0.0,0.0,0.0,0.0
p49_H1,0.9785441118934065,0.0007243045180723329,0.0,0.0,0.0,0.0,0.0,0.0
p49_NCI,1.7409704772387953e-05,18.961571530949676,0.0022825804646315804,0.0028163154945377174,0.03571428571428571,6.650789e-05,0.008993903092940287,0.009974718531571216
p49_H3,1.9029461385085642e-06,23.45438474035646,0.0010590543608757336,0.0032459297475617133,0.0,0.043922372,0.005024539417938196,0.010650379137743544
p49_MASS,4.273983540094909e-55,350.47991680176693,0.0010622967611464097,0.16227444993990897,0.03571428571428571,0.14035864,0.4921670409866681,0.16631534302913384
p50_H1,0.12162724923095541,2.4075838034951182,0.0,0.0,0.0,0.0,0.0,0.0
p50_NCI,0.0008415056309359532,11.337700883101045,0.000590712621014731,0.0015105112913239812,0.2857142857142857,1.3690626e-05,0.014982264114100823,0.060562292873258
p50_H3,0.06612968020100937,3.397184724306162,0.0,0.0,0.0,0.0,0.0,0.0
p50_MASS,1.4105533487051152e-09,38.64111008475878,0.0003582342972282803,0.000847419047548272,0.5714285714285714,4.0749823e-05,0.020796981225555858,0.11869439116434104
p51_H1,0.4437888744632732,0.5877604914346638,0.0,0.0,0.0,0.0,0.0,0.0
p51_NCI,0.04757107616342045,3.952060311371968,1.3200381550426073e-06,0.0005420916469650269,0.17857142857142858,3.07734e-05,0.008203333791079551,0.03746978948968458
p51_H3,0.06372168714228929,3.4590555617433862,0.0,0.0,0.0,0.0,0.0,0.0
p51_MASS,0.6747531966687809,0.17638021816746363,0.0,0.0,0.0,0.0,0.0,0.0
p52_H1,7.812735611708642e-12,50.06535795337199,5.5648341305478115e-05,0.00012961436282741938,0.0,0.0,0.002943092845291774,0.0006256711098849343
p52_NCI,6.843370284206926e-15,66.14803079310927,0.0,3.4692283689766535e-05,0.0,0.0,0.03842331270898128,0.007691600998534209
p52_H3,1.8302756552031725e-12,53.32419724210459,0.0,2.4652441976200047e-05,0.0,0.0,0.02242566307941314,0.004490063104277868
p52_MASS,8.869579507917804e-14,60.21573515014568,0.0,7.104453718618518e-05,0.0,0.0,0.04221783644344345,0.008457776196125926
p53_H1,7.027141004930193e-32,168.55885677412112,0.0,0.0003532411471938675,0.07142857142857142,0.00014358333,0.005024667203457829,0.015390012620955176
p53_NCI,1.4854687185243663e-28,146.68181358787436,0.003555243174399653,0.0003460364199323089,0.0,2.9848947e-05,0.005471508404382997,0.0018805273890878092
p53_H3,4.8502797492120505e-29,149.82143220045137,0.0,9.013914076253612e-05,0.0,0.0,0.002421692925157715,0.0005023664131840502
p53_MASS,7.765381015118657e-05,15.980736597270782,0.0,0.001895858134543937,0.03571428571428571,0.0009202437,0.010919614681461258,0.009890000441594816
p54_H1,1.1127402280838438e-07,29.340508944086967,0.0,0.0002600804421296041,0.0,0.0,0.012850807446334727,0.0026221775776928665
