comp_db_id,Full_Species,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,LambdaMax
57,Pieris rapae,AB177984,,,,,,28,540
58,Papilio xuthus,AB028217,,,,,,48,460
59,Papilio xuthus,AB007425,,,,,,27,575
60,Papilio xuthus,AB007424,,,,,,26,520
61,Acipenser transmontanus,,1,,,,,,540
62,Argiope amoena,,,0,,,,,360
63,Aglais urticae,,,,0,,,,360
64,Acipenser baerii,,,,,0,,,549
65,Artemia salina,,,,,,0,,410
66,Acipenser transmontanus,,2,,,,,,464
67,Argiope amoena,,,1,,,,,490
68,Agraulis vanillae,,,,1,,,,370
69,Acipenser medirostrus,,,,,1,,,540
70,Daphnia magna,,,,,,1,,348
71,Daphnia magna,,,,,,1,,434
72,Daphnia magna,,,,,,1,,525
73,Daphnia magna,,,,,,1,,608
74,Acipenser transmontanus,,3,,,,,,531
75,Argiope amoena,,,2,,,,,540
76,Alima pacifica,,,,2,,,,467
77,Acipenser ruthenus,,,,,2,,,545
78,Acartia tonsa,,,,,,2,,485
79,Acipenser transmontanus,,4,,,,,,605
80,Argiope bruennichi,,,3,,,,,360
81,Antheraea polyphemus,,,,3,,,,355
82,Balanus amphitrite,,,,,,3,,532
83,Acipenser medirostris,,5,,,,,,540
84,Argiope bruennichi,,,4,,,,,490
85,Apodemia mormo,,,,4,,,,556
86,Scaphirhynchus albus,,,,,4,,,538
87,Acipenser medirostris,,6,,,,,,465
88,Argiope bruennichi,,,5,,,,,540
89,Archaeomysis grebnitzkii,,,,5,,,,496
90,Scaphirhynchus platorynchus,,,,,5,,,534
91,Balanus balanoides,,,,,,5,,520
92,Acipenser medirostris,,7,,,,,,538
93,Cupiennius salei,,,6,,,,,340
94,Archaeopropona demophon,,,,6,,,,554
95,Polyodon spathula,,,,,6,,,540
96,Balanus eburneus,,,,,,6,,532
97,Acipenser medirostris,,8,,,,,,614
98,Cupiennius salei,,,7,,,,,480
99,Asterocampa leilia,,,,7,,,,555
100,Albula vulpes,,,,,7,,,500
101,Cymatogaster aggregata,,9,,,,,,500
102,Cupiennius salei,,,8,,,,,520
103,Balanus amphitrite,,,,8,,,,495
104,Bellocia  koefoedi,,,,,8,,,477
105,Coronis scolopendra,,,,,,8,,494
106,Coronis scolopendra,,,,,,8,,407
107,Coronis scolopendra,,,,,,8,,436
108,Coronis scolopendra,,,,,,8,,489
109,Coronis scolopendra,,,,,,8,,518
110,Coronis scolopendra,,,,,,8,,529
111,Coronis scolopendra,,,,,,8,,533
112,Coronis scolopendra,,,,,,8,,441
113,Coronis scolopendra,,,,,,8,,468
114,Coronis scolopendra,,,,,,8,,517
115,Cymatogaster aggregata,,10,,,,,,455
116,Menemerus confusus,,,9,,,,,360
117,Balanus eburneus,,,,9,,,,495
118,Conocara macroptera,,,,,9,,,478
119,Lysiosqullia sulcata,,,,,,9,,499
120,Lysiosqullia sulcata,,,,,,9,,397
121,Lysiosqullia sulcata,,,,,,9,,434
122,Lysiosqullia sulcata,,,,,,9,,492
123,Lysiosqullia sulcata,,,,,,9,,516
124,Lysiosqullia sulcata,,,,,,9,,517
125,Lysiosqullia sulcata,,,,,,9,,538
126,Lysiosqullia sulcata,,,,,,9,,416
127,Lysiosqullia sulcata,,,,,,9,,461
128,Lysiosqullia sulcata,,,,,,9,,500
129,Cymatogaster aggregata,,11,,,,,,528
130,Menemerus confusus,,,10,,,,,490
131,Bombus terrestris,,,,10,,,,216
132,Conocara macroptera,,,,,10,,,476
133,Pullosquilla litoralis,,,,,,10,,509
134,Pullosquilla litoralis,,,,,,10,,404
135,Pullosquilla litoralis,,,,,,10,,425
136,Pullosquilla litoralis,,,,,,10,,469
137,Pullosquilla litoralis,,,,,,10,,509
138,Pullosquilla litoralis,,,,,,10,,527
139,Pullosquilla litoralis,,,,,,10,,540
140,Pullosquilla litoralis,,,,,,10,,446
141,Pullosquilla litoralis,,,,,,10,,455
142,Pullosquilla litoralis,,,,,,10,,482
143,Cymatogaster aggregata,,12,,,,,,532
144,Menemerus confusus,,,11,,,,,530
145,Bombyx mori,,,,11,,,,350
146,Conocara salmonea,,,,,11,,,476
147,Pullosquilla litoralis,,,,,,11,,446
148,Amia calva,,13,,,,,,527
149,Menemerus confusus,,,12,,,,,538
150,Calappa flammea,,,,12,,,,243.5
151,Rouleina attrita,,,,,12,,,485
152,Pullosquilla thomassini,,,,,,12,,467
153,Pullosquilla thomassini,,,,,,12,,405
154,Amia calva,,14,,,,,,457
155,Menemerus confusus,,,13,,,,,580
156,Callinectes ornatus,,,,13,,,,251.5
157,Rouleina maderensis,,,,,13,,,477
158,Pullosquilla thomassini,,,,,,13,,447
159,Amia calva,,15,,,,,,556
160,Phidippus regius,,,14,,,,,370
161,Callinectes sapidus,,,,14,,,,477
162,Talismania antillarum,,,,,14,,,476
163,Gonodactylellus affinis,,,,,,14,,500
164,Gonodactylellus affinis,,,,,,14,,400
165,Gonodactylellus affinis,,,,,,14,,424
166,Gonodactylellus affinis,,,,,,14,,496
167,Gonodactylellus affinis,,,,,,14,,521
168,Gonodactylellus affinis,,,,,,14,,546
169,Gonodactylellus affinis,,,,,,14,,541
170,Gonodactylellus affinis,,,,,,14,,454
171,Gonodactylellus affinis,,,,,,14,,474
172,Gonodactylellus affinis,,,,,,14,,509
173,Amia calva,,16,,,,,,624
174,Phidippus regius,,,15,,,,,532
175,Cambarellus shufeldtii,,,,15,,,,526
176,Xenodermichthys  copei,,,,,15,,,478
177,Gonodactylaceus falcatus,,,,,,15,,510
178,Gonodactylaceus falcatus,,,,,,15,,400
179,Gonodactylaceus falcatus,,,,,,15,,443
180,Gonodactylaceus falcatus,,,,,,15,,513
181,Gonodactylaceus falcatus,,,,,,15,,527
182,Gonodactylaceus falcatus,,,,,,15,,532
183,Gonodactylaceus falcatus,,,,,,15,,553
184,Gonodactylaceus falcatus,,,,,,15,,443
185,Gonodactylaceus falcatus,,,,,,15,,475
186,Gonodactylaceus falcatus,,,,,,15,,518
187,Plexippus validus,,,16,,,,,360
188,Cambarus ludovicianus,,,,16,,,,528
189,Barbantus curvifrons,,,,,16,,,478
190,Gonodactylaceus falcatus,,,,,,16,,499
191,Plexippus validus,,,17,,,,,520
192,Cataglyphis bicolor,,,,17,,,,347
193,Platytroctes apus,,,,,17,,,475
194,Gonodactylus smithii,,,,,,17,,517
195,Gonodactylus smithii,,,,,,17,,400
196,Gonodactylus smithii,,,,,,17,,440
197,Gonodactylus smithii,,,,,,17,,505
198,Gonodactylus smithii,,,,,,17,,528
199,Gonodactylus smithii,,,,,,17,,536
200,Gonodactylus smithii,,,,,,17,,552
201,Gonodactylus smithii,,,,,,17,,436
202,Gonodactylus smithii,,,,,,17,,469
203,Gonodactylus smithii,,,,,,17,,512
204,Gymnothorax favagineus,,19,,,,,,487
205,Daphnia magna,,,18,,,,,348
206,Clibanarius vittatus,,,,18,,,,257.5
207,Searsia koefoedi,,,,,18,,,476
208,Gonodactylopsis spongicola,,,,,,18,,506
209,Gonodactylopsis spongicola,,,,,,18,,401
210,Gonodactylopsis spongicola,,,,,,18,,444
211,Gonodactylopsis spongicola,,,,,,18,,505
212,Gonodactylopsis spongicola,,,,,,18,,525
213,Gonodactylopsis spongicola,,,,,,18,,536
214,Gonodactylopsis spongicola,,,,,,18,,474
215,Gonodactylopsis spongicola,,,,,,18,,507
216,Gonodactylopsis spongicola,,,,,,18,,448
217,Gymnothorax favagineus,,20,,,,,,501
218,Daphnia magna,,,19,,,,,434
219,Coenobita clypeatus,,,,19,,,,254
220,Searsia koefoedi,,,,,19,,,480
221,Neogonodactylus curacaoensis,,,,,,19,,467
222,Neogonodactylus curacaoensis,,,,,,19,,400
223,Gymnothorax reticularis,,21,,,,,,486
224,Daphnia magna,,,20,,,,,525
225,Coenobita rugosa,,,,20,,,,247
226,Neogonodactylus oertstedii,,,,,,20,,528
227,Neogonodactylus oertstedii,,,,,,20,,400
228,Neogonodactylus oertstedii,,,,,,20,,525
229,Neogonodactylus oertstedii,,,,,,20,,520
230,Neogonodactylus oertstedii,,,,,,20,,551
231,Neogonodactylus oertstedii,,,,,,20,,429
232,Neogonodactylus oertstedii,,,,,,20,,460
233,Neogonodactylus oertstedii,,,,,,20,,489
234,Gymnothorax reticularis,,22,,,,,,494
235,Daphnia magna,,,21,,,,,608
236,Colias erate,,,,21,,,,352
237,Anguilla anguilla,,,,,21,,,482
238,Hemisquilla ensigera,,,,,,21,,501
239,Hemisquilla ensigera,,,,,,21,,414
240,Hemisquilla ensigera,,,,,,21,,451
241,Hemisquilla ensigera,,,,,,21,,499
242,Hemisquilla ensigera,,,,,,21,,510
243,Hemisquilla ensigera,,,,,,21,,535
244,Hemisquilla ensigera,,,,,,21,,443
245,Hemisquilla ensigera,,,,,,21,,473
246,Hemisquilla ensigera,,,,,,21,,500
247,Rhinomuraena quaesita,,23,,,,,,498
248,Periplaneta americana,,,22,,,,,365
249,Deilephila elpenor,,,,22,,,,440
250,Anguilla bicolor,,,,,22,,,494
251,Haptosquilla trispinosa,,,,,,22,,499
252,Haptosquilla trispinosa,,,,,,22,,400
253,Haptosquilla trispinosa,,,,,,22,,433
254,Haptosquilla trispinosa,,,,,,22,,508
255,Haptosquilla trispinosa,,,,,,22,,537
256,Haptosquilla trispinosa,,,,,,22,,539
257,Haptosquilla trispinosa,,,,,,22,,558
258,Haptosquilla trispinosa,,,,,,22,,422
259,Haptosquilla trispinosa,,,,,,22,,462
260,Haptosquilla trispinosa,,,,,,22,,510
261,Rhinomuraena quaesita,,24,,,,,,493
262,Periplaneta americana,,,23,,,,,505
263,Engaeus cunicularius,,,,23,,,,526
264,Anguilla japonica,,,,,23,,,497
265,Pseudosquilla ciliata,,,,,,23,,498
266,Pseudosquilla ciliata,,,,,,23,,400
267,Pseudosquilla ciliata,,,,,,23,,433
268,Pseudosquilla ciliata,,,,,,23,,498
269,Pseudosquilla ciliata,,,,,,23,,517
270,Pseudosquilla ciliata,,,,,,23,,535
271,Pseudosquilla ciliata,,,,,,23,,539
272,Pseudosquilla ciliata,,,,,,23,,425
273,Pseudosquilla ciliata,,,,,,23,,452
274,Pseudosquilla ciliata,,,,,,23,,510
275,Strophidon sathete,,25,,,,,,487
276,Carabus auratus,,,24,,,,,348
277,Euphausia superba,,,,24,,,,485
278,Derichthys serpentinus,,,,,24,,,489
279,Odontodactylus brevirostris,,,,,,24,,490
280,Odontodactylus brevirostris,,,,,,24,,402
281,Odontodactylus brevirostris,,,,,,24,,457
282,Odontodactylus brevirostris,,,,,,24,,495
283,Odontodactylus brevirostris,,,,,,24,,524
284,Odontodactylus brevirostris,,,,,,24,,511
285,Odontodactylus brevirostris,,,,,,24,,535
286,Odontodactylus brevirostris,,,,,,24,,452
287,Odontodactylus brevirostris,,,,,,24,,460
288,Odontodactylus brevirostris,,,,,,24,,589
289,Strophidon sathete,,26,,,,,,509
290,Carabus auratus,,,25,,,,,430
291,Euphydryas chalcedona,,,,25,,,,370
292,Odontodactylus havanensis,,,,,,25,,475
293,Odontodactylus havanensis,,,,,,25,,407
294,Atherina boyeri,,27,,,,,,511
295,Carabus auratus,,,26,,,,,500
296,Eurypanopeus depressus,,,,26,,,,245.5
297,Odontodactylus scyllarus,,,,,,26,,503
298,Odontodactylus scyllarus,,,,,,26,,400
299,Odontodactylus scyllarus,,,,,,26,,430
300,Odontodactylus scyllarus,,,,,,26,,487
301,Odontodactylus scyllarus,,,,,,26,,509
302,Odontodactylus scyllarus,,,,,,26,,528
303,Odontodactylus scyllarus,,,,,,26,,546
304,Odontodactylus scyllarus,,,,,,26,,429
305,Odontodactylus scyllarus,,,,,,26,,451
306,Odontodactylus scyllarus,,,,,,26,,506
307,Atherina boyeri,,28,,,,,,570
308,Carabus auratus,,,27,,,,,620
309,Funchalia villosa,,,,27,,,,489
310,Squilla empusa,,,,,,27,,517
311,Atherina boyeri,,29,,,,,,435
312,Carabus nemoralis,,,28,,,,,348
313,Gecarcinus lateralis,,,,28,,,,243.5
314,Squilla empusa,,,,,,28,,507
315,Atherina boyeri,,30,,,,,,530
316,Carabus nemoralis,,,29,,,,,430
317,Gonodactylellus affinis,,,,29,,,,445
318,Histiobranchus bathybius,,,,,29,,,477
319,Squilla empusa,,,,,,29,,509
320,Melanotaenia maccullochi,,31,,,,,,509
321,Carabus nemoralis,,,30,,,,,500
322,Gonodactylus oerstedii,,,,30,,,,345
323,Histiobranchus bathybius,,,,,30,,,476
324,Cloridopsis dubia,,,,,,30,,510
325,Melanotaenia maccullochi,,32,,,,,,377
326,Carabus nemoralis,,,31,,,,,620
327,Gonostoma bathyphilum,,,,31,,,,481
328,Gnathophausia ingens,,,,,,31,,490
329,Gnathophausia ingens,,,,,,31,,520
330,Melanotaenia maccullochi,,33,,,,,,409
331,Coccinella septempunctata,,,32,,,,,360
332,Gonostoma elongatum,,,,32,,,,483
333,Synaphobranchus kaupii,,,,,32,,,478
334,Melanotaenia maccullochi,,34,,,,,,443
335,Coccinella septempunctata,,,33,,,,,520
336,Gryllus bimaculatus,,,,33,,,,348
337,Argentina silus,,,,,33,,,483
338,Bowmaniella sp.,,,,,,33,,502
339,Melanotaenia maccullochi,,35,,,,,,495
340,Coccinella septempunctata,,,34,,,,,420
341,Heliconius charithonia,,,,34,,,,549
342,Opisthoproctus grimaldii,,,,,34,,,480
343,Hemimysis anomala,,,,,,34,,393
344,Hemimysis anomala,,,,,,34,,500
345,Melanotaenia maccullochi,,36,,,,,,528
346,Bicellonycha wickershamorum,,,35,,,,,400
347,Heliconius erato,,,,35,,,,551
348,Heteromysis formosa,,,,,,35,,499
349,Bicellonycha wickershamorum,,,36,,,,,560
350,Heliconius hecale,,,,36,,,,396
351,Atherina boyeri,,,,,36,,,509
352,Photinus collustrans,,,37,,,,,425
353,Heliconius melpomene,,,,37,,,,557
354,Melanotaenia maccullochi,,39,,,,,,578
355,Photinus collustrans,,,38,,,,,560
356,Heliconius numata,,,,38,,,,400
357,Marosatherina ladigesi,,,,,38,,,507
358,Neomysis integer,,,,,,38,,530
359,Photinus macdermotti,,,39,,,,,400
360,Hemicordulia tau,,,,39,,,,220
361,Bathysaurus ferox,,,,,39,,,478
362,Neomysis mercedis,,,,,,39,,521
363,Marosatherina ladigesi,,41,,,,,,368
364,Photinus macdermotti,,,40,,,,,575
365,Hemigraspus edwardsi,,,,40,,,,513
366,Bathysaurus mollis,,,,,40,,,477
367,Mysis mixta,,,,,,40,,512.5
368,Marosatherina ladigesi,,42,,,,,,452
369,Photinus marginellus,,,41,,,,,375
370,Hemigraspus sanguineus,,,,41,,,,480
371,Ahliesaurus berryi,,,,,41,,,487
372,Mysis relicta sp.I,,,,,,41,,560
373,Marosatherina ladigesi,,43,,,,,,461
374,Photinus marginellus,,,42,,,,,565
375,Hemisquilla ensigera,,,,42,,,,414
376,Benthalbella  infans,,,,,42,,,451
377,Mysis relicta sp.II,,,,,,42,,512.5
378,Marosatherina ladigesi,,44,,,,,,481
379,Photinus pyralis,,,43,,,,,375
380,Hepatus epheliticus,,,,43,,,,246
381,Scopelarchus analis,,,,,43,,,507
382,Mysis relicta sp.IV,,,,,,43,,520
383,Marosatherina ladigesi,,45,,,,,,531
384,Photinus pyralis,,,44,,,,,570
385,Hermeuptychia hermes,,,,44,,,,515
386,Scopelarchus analis,,,,,44,,,445
387,Mysis relicta sp.IV,,,,,,44,,505
388,Mysis relicta sp.IV,,,,,,44,,520
389,Marosatherina ladigesi,,46,,,,,,557
390,Photinus scintillans,,,45,,,,,450
391,Holmesimysis costata,,,,45,,,,512
392,Scopelarchus analis,,,,,45,,,503
393,Praunus inermis,,,,,,45,,525
394,Photinus scintillans,,,46,,,,,580
395,Homarus americanus,,,,46,,,,515
396,Scopelarchus analis,,,,,46,,,479
397,Praunus flexuosus,,,,,,46,,510
398,Photuris frontalis,,,47,,,,,350
399,Inachis io,,,,47,,,,530
400,Synodus variegatus,,,,,47,,,493
401,Phronima sedenteria,,,,,,47,,470
402,Photuris frontalis,,,48,,,,,560
403,Ischnura heterosticta,,,,48,,,,360
404,Opsanus tau,,,,,48,,,503
405,Ligia exotica,,,,,,48,,340
406,Ligia exotica,,,,,,48,,460
407,Ligia exotica,,,,,,48,,520
408,Photuris lucicrescens,,,49,,,,,350
409,Janicella spinacauda,,,,49,,,,500
410,Belone belone,,,,,49,,,509
411,Talitrus saltator,,,,,,49,,450
412,Photuris lucicrescens,,,50,,,,,440
413,Junonia coenia,,,,50,,,,510
414,Melamphaes suborbitalis,,,,,50,,,482
415,Synodus variegatus,,52,,,,,,368
416,Photuris lucicrescens,,,51,,,,,550
417,Leptograspus variegatus,,,,51,,,,513
418,Poromitra capito,,,,,51,,,481
419,Euphausia superba,,,,,,51,,485
420,Synodus variegatus,,53,,,,,,482
421,Photuris potomaca,,,52,,,,,375
422,Libinia dubia,,,,52,,,,247.5
423,Poromitra megalops,,,,,52,,,487
424,Euphausia pacifica,,,,,,52,,462
425,Synodus variegatus,,54,,,,,,503
426,Photuris potomaca,,,53,,,,,560
427,Libinia emarginata,,,,53,,,,493
428,Scopelogadus beanii,,,,,53,,,482
429,Meganyctiphanes norvegica,,,,,,53,,490
430,Drosophila melanogaster,,,54,,,,,345
431,Limenitis archippus,,,,54,,,,514
432,Lipophrys pholis,,,,,54,,,515
433,Meganyctiphanes norvegica,,,,,,54,,462.5
434,Belone belone,,56,,,,,,422
435,Drosophila melanogaster,,,55,,,,,370
436,Limenitis lorquini,,,,55,,,,530
437,Lepomis macrochirus,,,,,55,,,538
438,Meganyctiphanes norvegica,,,,,,55,,462
439,Belone belone,,57,,,,,,508
440,Drosophila melanogaster,,,56,,,,,440
441,Limenitis weidemeyerii,,,,56,,,,530
442,Astyanax fasciatus,,,,,56,,,520
443,Meganyctiphanes norvegica,,,,,,56,,460
444,Meganyctiphanes norvegica,,,,,,56,,490
445,Meganyctiphanes norvegica,,,,,,56,,515
446,Drosophila melanogaster,,,57,,,,,480
447,Limulus polyphemus,,,,57,,,,520
448,Paracheirodon innesi,,,,,57,,,523
449,Meganyctiphanes norvegica,,,,,,57,,488
450,Dermogenys pusilla,,59,,,,,,507
451,Drosophila melanogaster,,,58,,,,,520
452,Lycaena rubidus,,,,58,,,,360
453,Metynnis argenteus,,,,,58,,,533
454,Nematobrachion boopis,,,,,,58,,488
455,Dermogenys pusilla,,60,,,,,,377
456,Musca domestica,,,59,,,,,335
457,Lysiosquillina maculate,,,,59,,,,501
458,Aequidens pulcher,,,,,59,,,507
459,Nematobrachion sexspinosus,,,,,,59,,478
460,Dermogenys pusilla,,61,,,,,,526
461,Musca domestica,,,60,,,,,355
462,Malacosteus niger,,,,60,,,,425
463,Aequidens pulcher,,,,,60,,,501
464,Stylocheiron maximum,,,,,,60,,479
465,Dermogenys pusilla,,62,,,,,,572
466,Musca domestica,,,61,,,,,460
467,Mamestra brassicae,,,,61,,,,350
468,Amphilophus longimanus,,,,,61,,,525
469,Stylocheiron maximum,,,,,,61,,470
470,Dermogenys pusilla,,63,,,,,,483
471,Musca domestica,,,62,,,,,490
472,Meganyctiphanes norvegica,,,,62,,,,488
473,Astatotilapia burtoni,,,,,62,,,500
474,Nematoscelis megalops,,,,,,62,,465
475,Musca domestica,,,63,,,,,530
476,Aulonocara hueseri,,,,,63,,,496
477,Thysanopoda acutifrons,,,,,,63,,480
478,Eristalis tenax,,,64,,,,,350
479,Myrmecia croslandi,,,,64,,,,370
480,Copadichromis borleyi,,,,,64,,,494
481,Thysanopoda orientalis,,,,,,64,,478
482,Dermogenys pusilla,,66,,,,,,545
483,Eristalis tenax,,,65,,,,,450
484,Myrmecia vindex,,,,65,,,,370
485,Crenicichla frenata,,,,,65,,,520
486,Thysanoessa raschii,,,,,,65,,462.5
487,Myripristis berndti,,67,,,,,,495
488,Eristalis tenax,,,66,,,,,520
489,Mysis diluviana,,,,66,,,,503
490,Cynotilapia afra,,,,,66,,,496
491,Plesiopenaeus armatus,,,,,,66,,493
492,Myripristis berndti,,68,,,,,,514
493,Notonecta glauca,,,67,,,,,350
494,Mysis relicta,,,,67,,,,520
495,Dimidiochromis compressiceps,,,,,67,,,498
496,Bentheogennema intermedia,,,,,,67,,494
497,Myripristis berndti,,69,,,,,,506
498,Notonecta glauca,,,68,,,,,420
499,Mysis salemaai,,,,68,,,,261.5
500,Haplochromis azurea,,,,,68,,,503
501,Bentheogennema pasithea,,,,,,68,,500
502,Neoniphon sammara,,70,,,,,,502
503,Notonecta glauca,,,69,,,,,567
504,Nematobrachion boopis,,,,69,,,,487
505,Haplochromis ishmaeli,,,,,69,,,507
506,Gennadas sp.,,,,,,69,,495
507,Neoniphon sammara,,71,,,,,,446
508,Notonecta insulata,,,70,,,,,375
509,Nematobrachion sexpinosum,,,,70,,,,478
510,Haplochromis nyererei,,,,,70,,,505
511,Gennadas valens,,,,,,70,,495
512,Neoniphon sammara,,72,,,,,,512
513,Notonecta insulata,,,71,,,,,475
514,Neogonodactylus oerstedii,,,,71,,,,208
515,Haplochromis piceatus,,,,,71,,,503
516,Funchalia villosa,,,,,,71,,489
517,Sargocentron xantherythrum,,73,,,,,,490
518,Notonecta insulata,,,72,,,,,520
519,Neominois ridingsii,,,,72,,,,531
520,Haplochromis pyrrhocephalus,,,,,72,,,519
521,Penaeus duororum,,,,,,72,,516
522,Sargocentron xantherythrum,,74,,,,,,447
523,Notonecta irrorata,,,73,,,,,375
524,Neomysis americana,,,,73,,,,520
525,Lethrinops parvidens,,,,,73,,,489
526,Penaeus penicillatus,,,,,,73,,480
527,Penaeus penicillatus,,,,,,73,,570
528,Sargocentron xantherythrum,,75,,,,,,516
529,Notonecta irrorata,,,74,,,,,475
530,Notostomus elegans,,,,74,,,,490
531,Melanochromis auratus,,,,,74,,,497
532,Sergestes arcticus,,,,,,74,,495
533,Sargocentron xantherythrum,,76,,,,,,509
534,Notonecta irrorata,,,75,,,,,520
535,Notostomus gibbosus,,,,75,,,,490
536,Melanochromis vermivorus,,,,,75,,,505
537,Sergestes arcticus,,,,,,75,,475
538,Neoceratodus forsteri,,77,,,,,,540
539,Notonecta undulata,,,76,,,,,375
540,Nymphalis antiopa,,,,76,,,,382
541,Metriaclima barlowi,,,,,76,,,491
542,Sergestes corniculum,,,,,,76,,500
543,Neoceratodus forsteri,,78,,,,,,479
544,Notonecta undulata,,,77,,,,,475
545,Odontodactylus brevirostris,,,,77,,,,402
546,Metriaclima livingstonii,,,,,77,,,495
547,Sergestes curvatus,,,,,,77,,493
548,Neoceratodus forsteri,,79,,,,,,558
549,Notonecta undulata,,,78,,,,,520
550,Odontodactylus scyllarus,,,,78,,,,400
551,Metriaclima melabranchion,,,,,78,,,491
552,Sergestes similis,,,,,,78,,495
553,Neoceratodus forsteri,,80,,,,,,623
554,Andrena florea,,,79,,,,,340
555,Oeneis chryxus,,,,79,,,,531
556,Mylochromis lateristriga,,,,,79,,,496
557,Andrena florea,,,80,,,,,412
558,Oplophorus sp.,,,,80,,,,405
559,Protomelas taeniolatus,,,,,80,,,496
560,Sergestes tenuiremis,,,,,,80,,495
561,Astyanax fasciatus,,82,,,,,,449
562,Andrena florea,,,81,,,,,536
563,Orconectes virilis,,,,81,,,,510
564,Pseudotropheus acei,,,,,81,,,505
565,Sergia grandis,,,,,,81,,500
566,Astyanax fasciatus,,83,,,,,,547
567,Anthophora acervorum,,,82,,,,,348
568,Pagurus annulipes,,,,82,,,,249.5
569,Pseudotropheus tropheops,,,,,82,,,510
570,Sergia maximus,,,,,,82,,495
571,Astyanax fasciatus,,84,,,,,,572
572,Anthophora acervorum,,,83,,,,,428
573,Pagurus longicarpus,,,,83,,,,261
574,Pundamilia luanso,,,,,83,,,505
575,Sergia phorcus,,,,,,83,,495
576,Anthophora acervorum,,,84,,,,,528
577,Pandalus borealis,,,,84,,,,475
578,Pundamilia pundamilia,,,,,84,,,506
579,Sergia robustus,,,,,,84,,496
580,Callonychium petuniae,,,85,,,,,360
581,Panopeus herbstii,,,,85,,,,493
582,Tramitichromis intermedius,,,,,85,,,505
583,Sergia splendens,,,,,,85,,497
584,Alosa kessleri,,87,,,,,,510
585,Callonychium petuniae,,,86,,,,,404
586,Panopeus obesus,,,,86,,,,249
587,Tyrannochromis macrostoma,,,,,86,,,494
588,Rimicaris exoculata,,,,,,86,,500
589,Alosa kessleri,,88,,,,,,509
590,Callonychium petuniae,,,87,,,,,536
591,Papilio xuthus,,,,87,,,,360
592,Chimaera monstrosa,,,,,87,,,485
593,Alosa kessleri,,89,,,,,,557
594,Callonychium petuniae,,,88,,,,,600
595,Pasiphaea multidentata,,,,88,,,,497
