comp_db_id,Full_Species,Accession,maxid,longcore_id,murwes_id,caves_id,porter2005_id,porter2006_id,LambdaMax
139,Pullosquilla litoralis,,,,,,10,,509.0
140,Pullosquilla litoralis,,,,,,10,,527.0
141,Pullosquilla litoralis,,,,,,10,,540.0
142,Pullosquilla litoralis,,,,,,10,,446.0
143,Pullosquilla litoralis,,,,,,10,,455.0
144,Pullosquilla litoralis,,,,,,10,,482.0
145,Cymatogaster aggregata,,12,,,,,,532.0
146,Menemerus confusus,,,11,,,,,530.0
147,Bombyx mori,,,,11,,,,350.0
148,Conocara salmonea,,,,,11,,,476.0
149,Pullosquilla litoralis,,,,,,11,,446.0
150,Amia calva,,13,,,,,,527.0
151,Menemerus confusus,,,12,,,,,538.0
152,Calappa flammea,,,,12,,,,485.2
153,Rouleina attrita,,,,,12,,,485.0
154,Pullosquilla thomassini,,,,,,12,,467.0
155,Pullosquilla thomassini,,,,,,12,,405.0
156,Amia calva,,14,,,,,,457.0
157,Menemerus confusus,,,13,,,,,580.0
158,Callinectes ornatus,,,,13,,,,498.5
159,Rouleina maderensis,,,,,13,,,477.0
160,Pullosquilla thomassini,,,,,,13,,447.0
161,Amia calva,,15,,,,,,556.0
162,Phidippus regius,,,14,,,,,370.0
163,Callinectes sapidus,,,,14,,,,477.0
164,Talismania antillarum,,,,,14,,,476.0
165,Gonodactylellus affinis,,,,,,14,,500.0
166,Gonodactylellus affinis,,,,,,14,,400.0
167,Gonodactylellus affinis,,,,,,14,,424.0
168,Gonodactylellus affinis,,,,,,14,,496.0
169,Gonodactylellus affinis,,,,,,14,,521.0
170,Gonodactylellus affinis,,,,,,14,,546.0
171,Gonodactylellus affinis,,,,,,14,,541.0
172,Gonodactylellus affinis,,,,,,14,,454.0
173,Gonodactylellus affinis,,,,,,14,,474.0
174,Gonodactylellus affinis,,,,,,14,,509.0
175,Amia calva,,16,,,,,,624.0
176,Phidippus regius,,,15,,,,,532.0
177,Cambarellus shufeldtii,,,,15,,,,526.0
178,Xenodermichthys  copei,,,,,15,,,478.0
179,Gonodactylaceus falcatus,,,,,,15,,510.0
180,Gonodactylaceus falcatus,,,,,,15,,400.0
181,Gonodactylaceus falcatus,,,,,,15,,443.0
182,Gonodactylaceus falcatus,,,,,,15,,513.0
183,Gonodactylaceus falcatus,,,,,,15,,527.0
184,Gonodactylaceus falcatus,,,,,,15,,532.0
185,Gonodactylaceus falcatus,,,,,,15,,553.0
186,Gonodactylaceus falcatus,,,,,,15,,443.0
187,Gonodactylaceus falcatus,,,,,,15,,475.0
188,Gonodactylaceus falcatus,,,,,,15,,518.0
189,Plexippus validus,,,16,,,,,360.0
190,Cambarus ludovicianus,,,,16,,,,528.0
191,Barbantus curvifrons,,,,,16,,,478.0
192,Gonodactylaceus falcatus,,,,,,16,,499.0
193,Plexippus validus,,,17,,,,,520.0
194,Cataglyphis bicolor,,,,17,,,,347.0
195,Platytroctes apus,,,,,17,,,475.0
196,Gonodactylus smithii,,,,,,17,,517.0
197,Gonodactylus smithii,,,,,,17,,400.0
198,Gonodactylus smithii,,,,,,17,,440.0
199,Gonodactylus smithii,,,,,,17,,505.0
200,Gonodactylus smithii,,,,,,17,,528.0
201,Gonodactylus smithii,,,,,,17,,536.0
202,Gonodactylus smithii,,,,,,17,,552.0
203,Gonodactylus smithii,,,,,,17,,436.0
204,Gonodactylus smithii,,,,,,17,,469.0
205,Gonodactylus smithii,,,,,,17,,512.0
206,Gymnothorax favagineus,,19,,,,,,487.0
207,Daphnia magna,,,18,,,,,348.0
208,Clibanarius vittatus,,,,18,,,,509.6
209,Searsia koefoedi,,,,,18,,,476.0
210,Gonodactylopsis spongicola,,,,,,18,,506.0
211,Gonodactylopsis spongicola,,,,,,18,,401.0
212,Gonodactylopsis spongicola,,,,,,18,,444.0
213,Gonodactylopsis spongicola,,,,,,18,,505.0
214,Gonodactylopsis spongicola,,,,,,18,,525.0
215,Gonodactylopsis spongicola,,,,,,18,,536.0
216,Gonodactylopsis spongicola,,,,,,18,,474.0
217,Gonodactylopsis spongicola,,,,,,18,,507.0
218,Gonodactylopsis spongicola,,,,,,18,,448.0
219,Gymnothorax favagineus,,20,,,,,,501.0
220,Daphnia magna,,,19,,,,,434.0
221,Coenobita clypeatus,,,,19,,,,506.2
222,Searsia koefoedi,,,,,19,,,480.0
223,Neogonodactylus curacaoensis,,,,,,19,,467.0
224,Neogonodactylus curacaoensis,,,,,,19,,400.0
225,Gymnothorax reticularis,,21,,,,,,486.0
226,Daphnia magna,,,20,,,,,525.0
227,Coenobita rugosa,,,,20,,,,489.5
228,Neogonodactylus oertstedii,,,,,,20,,528.0
229,Neogonodactylus oertstedii,,,,,,20,,400.0
230,Neogonodactylus oertstedii,,,,,,20,,525.0
231,Neogonodactylus oertstedii,,,,,,20,,520.0
232,Neogonodactylus oertstedii,,,,,,20,,551.0
233,Neogonodactylus oertstedii,,,,,,20,,429.0
234,Neogonodactylus oertstedii,,,,,,20,,460.0
235,Neogonodactylus oertstedii,,,,,,20,,489.0
236,Gymnothorax reticularis,,22,,,,,,494.0
237,Daphnia magna,,,21,,,,,608.0
238,Colias erate,,,,21,,,,352.0
239,Anguilla anguilla,,,,,21,,,482.0
240,Hemisquilla ensigera,,,,,,21,,501.0
241,Hemisquilla ensigera,,,,,,21,,414.0
242,Hemisquilla ensigera,,,,,,21,,451.0
243,Hemisquilla ensigera,,,,,,21,,499.0
244,Hemisquilla ensigera,,,,,,21,,510.0
245,Hemisquilla ensigera,,,,,,21,,535.0
246,Hemisquilla ensigera,,,,,,21,,443.0
247,Hemisquilla ensigera,,,,,,21,,473.0
248,Hemisquilla ensigera,,,,,,21,,500.0
249,Rhinomuraena quaesita,,23,,,,,,498.0
250,Periplaneta americana,,,22,,,,,365.0
251,Deilephila elpenor,,,,22,,,,440.0
252,Anguilla bicolor,,,,,22,,,494.0
253,Haptosquilla trispinosa,,,,,,22,,499.0
254,Haptosquilla trispinosa,,,,,,22,,400.0
255,Haptosquilla trispinosa,,,,,,22,,433.0
256,Haptosquilla trispinosa,,,,,,22,,508.0
257,Haptosquilla trispinosa,,,,,,22,,537.0
258,Haptosquilla trispinosa,,,,,,22,,539.0
259,Haptosquilla trispinosa,,,,,,22,,558.0
260,Haptosquilla trispinosa,,,,,,22,,422.0
261,Haptosquilla trispinosa,,,,,,22,,462.0
262,Haptosquilla trispinosa,,,,,,22,,510.0
263,Rhinomuraena quaesita,,24,,,,,,493.0
264,Periplaneta americana,,,23,,,,,505.0
265,Engaeus cunicularius,,,,23,,,,526.0
266,Anguilla japonica,,,,,23,,,497.0
267,Pseudosquilla ciliata,,,,,,23,,498.0
268,Pseudosquilla ciliata,,,,,,23,,400.0
269,Pseudosquilla ciliata,,,,,,23,,433.0
270,Pseudosquilla ciliata,,,,,,23,,498.0
271,Pseudosquilla ciliata,,,,,,23,,517.0
272,Pseudosquilla ciliata,,,,,,23,,535.0
273,Pseudosquilla ciliata,,,,,,23,,539.0
274,Pseudosquilla ciliata,,,,,,23,,425.0
275,Pseudosquilla ciliata,,,,,,23,,452.0
276,Pseudosquilla ciliata,,,,,,23,,510.0
277,Strophidon sathete,,25,,,,,,487.0
278,Carabus auratus,,,24,,,,,348.0
279,Euphausia superba,,,,24,,,,485.0
280,Derichthys serpentinus,,,,,24,,,489.0
281,Odontodactylus brevirostris,,,,,,24,,490.0
282,Odontodactylus brevirostris,,,,,,24,,402.0
283,Odontodactylus brevirostris,,,,,,24,,457.0
284,Odontodactylus brevirostris,,,,,,24,,495.0
285,Odontodactylus brevirostris,,,,,,24,,524.0
286,Odontodactylus brevirostris,,,,,,24,,511.0
287,Odontodactylus brevirostris,,,,,,24,,535.0
288,Odontodactylus brevirostris,,,,,,24,,452.0
289,Odontodactylus brevirostris,,,,,,24,,460.0
290,Odontodactylus brevirostris,,,,,,24,,589.0
291,Strophidon sathete,,26,,,,,,509.0
292,Carabus auratus,,,25,,,,,430.0
293,Euphydryas chalcedona,,,,25,,,,370.0
294,Odontodactylus havanensis,,,,,,25,,475.0
295,Odontodactylus havanensis,,,,,,25,,407.0
296,Atherina boyeri,,27,,,,,,511.0
297,Carabus auratus,,,26,,,,,500.0
298,Eurypanopeus depressus,,,,26,,,,490.1
299,Odontodactylus scyllarus,,,,,,26,,503.0
300,Odontodactylus scyllarus,,,,,,26,,400.0
301,Odontodactylus scyllarus,,,,,,26,,430.0
302,Odontodactylus scyllarus,,,,,,26,,487.0
303,Odontodactylus scyllarus,,,,,,26,,509.0
304,Odontodactylus scyllarus,,,,,,26,,528.0
305,Odontodactylus scyllarus,,,,,,26,,546.0
306,Odontodactylus scyllarus,,,,,,26,,429.0
307,Odontodactylus scyllarus,,,,,,26,,451.0
308,Odontodactylus scyllarus,,,,,,26,,506.0
309,Atherina boyeri,,28,,,,,,570.0
310,Carabus auratus,,,27,,,,,620.0
311,Funchalia villosa,,,,27,,,,489.0
312,Squilla empusa,,,,,,27,,517.0
313,Atherina boyeri,,29,,,,,,435.0
314,Carabus nemoralis,,,28,,,,,348.0
315,Gecarcinus lateralis,,,,28,,,,485.2
316,Squilla empusa,,,,,,28,,507.0
317,Atherina boyeri,,30,,,,,,530.0
318,Carabus nemoralis,,,29,,,,,430.0
319,Gonodactylellus affinis,,,,29,,,,445.0
320,Histiobranchus bathybius,,,,,29,,,477.0
321,Squilla empusa,,,,,,29,,509.0
322,Melanotaenia maccullochi,,31,,,,,,509.0
323,Carabus nemoralis,,,30,,,,,500.0
324,Gonodactylus oerstedii,,,,30,,,,345.0
325,Histiobranchus bathybius,,,,,30,,,476.0
326,Cloridopsis dubia,,,,,,30,,510.0
327,Melanotaenia maccullochi,,32,,,,,,377.0
328,Carabus nemoralis,,,31,,,,,620.0
329,Gonostoma bathyphilum,,,,31,,,,481.0
330,Gnathophausia ingens,,,,,,31,,490.0
331,Gnathophausia ingens,,,,,,31,,520.0
332,Melanotaenia maccullochi,,33,,,,,,409.0
333,Coccinella septempunctata,,,32,,,,,360.0
334,Gonostoma elongatum,,,,32,,,,483.0
335,Synaphobranchus kaupii,,,,,32,,,478.0
336,Melanotaenia maccullochi,,34,,,,,,443.0
337,Coccinella septempunctata,,,33,,,,,520.0
338,Gryllus bimaculatus,,,,33,,,,348.0
339,Argentina silus,,,,,33,,,483.0
340,Bowmaniella sp.,,,,,,33,,502.0
341,Melanotaenia maccullochi,,35,,,,,,495.0
342,Coccinella septempunctata,,,34,,,,,420.0
343,Heliconius charithonia,,,,34,,,,549.0
344,Opisthoproctus grimaldii,,,,,34,,,480.0
345,Hemimysis anomala,,,,,,34,,393.0
346,Hemimysis anomala,,,,,,34,,500.0
347,Melanotaenia maccullochi,,36,,,,,,528.0
348,Bicellonycha wickershamorum,,,35,,,,,400.0
349,Heliconius erato,,,,35,,,,551.0
350,Heteromysis formosa,,,,,,35,,499.0
351,Bicellonycha wickershamorum,,,36,,,,,560.0
352,Heliconius hecale,,,,36,,,,396.0
353,Atherina boyeri,,,,,36,,,509.0
354,Photinus collustrans,,,37,,,,,425.0
355,Heliconius melpomene,,,,37,,,,557.0
356,Melanotaenia maccullochi,,39,,,,,,578.0
357,Photinus collustrans,,,38,,,,,560.0
358,Heliconius numata,,,,38,,,,400.0
359,Marosatherina ladigesi,,,,,38,,,507.0
360,Neomysis integer,,,,,,38,,530.0
361,Photinus macdermotti,,,39,,,,,400.0
362,Hemicordulia tau,,,,39,,,,220.0
363,Bathysaurus ferox,,,,,39,,,478.0
364,Neomysis mercedis,,,,,,39,,521.0
365,Marosatherina ladigesi,,41,,,,,,368.0
366,Photinus macdermotti,,,40,,,,,575.0
367,Hemigraspus edwardsi,,,,40,,,,513.0
368,Bathysaurus mollis,,,,,40,,,477.0
369,Mysis mixta,,,,,,40,,512.5
370,Marosatherina ladigesi,,42,,,,,,452.0
371,Photinus marginellus,,,41,,,,,375.0
372,Hemigraspus sanguineus,,,,41,,,,480.0
373,Ahliesaurus berryi,,,,,41,,,487.0
374,Mysis relicta sp.I,,,,,,41,,560.0
375,Marosatherina ladigesi,,43,,,,,,461.0
376,Photinus marginellus,,,42,,,,,565.0
377,Hemisquilla ensigera,,,,42,,,,414.0
378,Benthalbella  infans,,,,,42,,,451.0
379,Mysis relicta sp.II,,,,,,42,,512.5
380,Marosatherina ladigesi,,44,,,,,,481.0
381,Photinus pyralis,,,43,,,,,375.0
382,Hepatus epheliticus,,,,43,,,,486.6
383,Scopelarchus analis,,,,,43,,,507.0
384,Mysis relicta sp.IV,,,,,,43,,520.0
385,Marosatherina ladigesi,,45,,,,,,531.0
386,Photinus pyralis,,,44,,,,,570.0
387,Hermeuptychia hermes,,,,44,,,,515.0
388,Scopelarchus analis,,,,,44,,,445.0
389,Mysis relicta sp.IV,,,,,,44,,505.0
390,Mysis relicta sp.IV,,,,,,44,,520.0
391,Marosatherina ladigesi,,46,,,,,,557.0
392,Photinus scintillans,,,45,,,,,450.0
393,Holmesimysis costata,,,,45,,,,512.0
394,Scopelarchus analis,,,,,45,,,503.0
395,Praunus inermis,,,,,,45,,525.0
396,Photinus scintillans,,,46,,,,,580.0
397,Homarus americanus,,,,46,,,,515.0
398,Scopelarchus analis,,,,,46,,,479.0
399,Praunus flexuosus,,,,,,46,,510.0
400,Photuris frontalis,,,47,,,,,350.0
401,Inachis io,,,,47,,,,530.0
402,Synodus variegatus,,,,,47,,,493.0
403,Phronima sedenteria,,,,,,47,,470.0
404,Photuris frontalis,,,48,,,,,560.0
405,Ischnura heterosticta,,,,48,,,,360.0
406,Opsanus tau,,,,,48,,,503.0
407,Ligia exotica,,,,,,48,,340.0
408,Ligia exotica,,,,,,48,,460.0
409,Ligia exotica,,,,,,48,,520.0
410,Photuris lucicrescens,,,49,,,,,350.0
411,Janicella spinacauda,,,,49,,,,500.0
412,Belone belone,,,,,49,,,509.0
413,Talitrus saltator,,,,,,49,,450.0
414,Photuris lucicrescens,,,50,,,,,440.0
415,Junonia coenia,,,,50,,,,510.0
416,Melamphaes suborbitalis,,,,,50,,,482.0
417,Synodus variegatus,,52,,,,,,368.0
418,Photuris lucicrescens,,,51,,,,,550.0
419,Leptograspus variegatus,,,,51,,,,513.0
420,Poromitra capito,,,,,51,,,481.0
421,Euphausia superba,,,,,,51,,485.0
422,Synodus variegatus,,53,,,,,,482.0
423,Photuris potomaca,,,52,,,,,375.0
424,Libinia dubia,,,,52,,,,488.7
425,Poromitra megalops,,,,,52,,,487.0
426,Euphausia pacifica,,,,,,52,,462.0
427,Synodus variegatus,,54,,,,,,503.0
428,Photuris potomaca,,,53,,,,,560.0
429,Libinia emarginata,,,,53,,,,493.0
430,Scopelogadus beanii,,,,,53,,,482.0
431,Meganyctiphanes norvegica,,,,,,53,,490.0
432,Drosophila melanogaster,,,54,,,,,345.0
433,Limenitis archippus,,,,54,,,,514.0
434,Lipophrys pholis,,,,,54,,,515.0
435,Meganyctiphanes norvegica,,,,,,54,,462.5
436,Belone belone,,56,,,,,,422.0
437,Drosophila melanogaster,,,55,,,,,370.0
438,Limenitis lorquini,,,,55,,,,530.0
439,Lepomis macrochirus,,,,,55,,,538.0
440,Meganyctiphanes norvegica,,,,,,55,,462.0
441,Belone belone,,57,,,,,,508.0
442,Drosophila melanogaster,,,56,,,,,440.0
443,Limenitis weidemeyerii,,,,56,,,,530.0
444,Astyanax fasciatus,,,,,56,,,520.0
445,Meganyctiphanes norvegica,,,,,,56,,460.0
446,Meganyctiphanes norvegica,,,,,,56,,490.0
447,Meganyctiphanes norvegica,,,,,,56,,515.0
448,Drosophila melanogaster,,,57,,,,,480.0
449,Limulus polyphemus,,,,57,,,,520.0
450,Paracheirodon innesi,,,,,57,,,523.0
451,Meganyctiphanes norvegica,,,,,,57,,488.0
452,Dermogenys pusilla,,59,,,,,,507.0
453,Drosophila melanogaster,,,58,,,,,520.0
454,Lycaena rubidus,,,,58,,,,360.0
455,Metynnis argenteus,,,,,58,,,533.0
456,Nematobrachion boopis,,,,,,58,,488.0
457,Dermogenys pusilla,,60,,,,,,377.0
458,Musca domestica,,,59,,,,,335.0
459,Lysiosquillina maculate,,,,59,,,,501.0
460,Aequidens pulcher,,,,,59,,,507.0
461,Nematobrachion sexspinosus,,,,,,59,,478.0
462,Dermogenys pusilla,,61,,,,,,526.0
463,Musca domestica,,,60,,,,,355.0
464,Malacosteus niger,,,,60,,,,425.0
465,Aequidens pulcher,,,,,60,,,501.0
466,Stylocheiron maximum,,,,,,60,,479.0
467,Dermogenys pusilla,,62,,,,,,572.0
468,Musca domestica,,,61,,,,,460.0
469,Mamestra brassicae,,,,61,,,,350.0
470,Amphilophus longimanus,,,,,61,,,525.0
471,Stylocheiron maximum,,,,,,61,,470.0
472,Dermogenys pusilla,,63,,,,,,483.0
473,Musca domestica,,,62,,,,,490.0
474,Meganyctiphanes norvegica,,,,62,,,,488.0
475,Astatotilapia burtoni,,,,,62,,,500.0
476,Nematoscelis megalops,,,,,,62,,465.0
477,Musca domestica,,,63,,,,,530.0
478,Aulonocara hueseri,,,,,63,,,496.0
479,Thysanopoda acutifrons,,,,,,63,,480.0
480,Eristalis tenax,,,64,,,,,350.0
481,Myrmecia croslandi,,,,64,,,,370.0
482,Copadichromis borleyi,,,,,64,,,494.0
483,Thysanopoda orientalis,,,,,,64,,478.0
484,Dermogenys pusilla,,66,,,,,,545.0
485,Eristalis tenax,,,65,,,,,450.0
486,Myrmecia vindex,,,,65,,,,370.0
487,Crenicichla frenata,,,,,65,,,520.0
488,Thysanoessa raschii,,,,,,65,,462.5
489,Myripristis berndti,,67,,,,,,495.0
490,Eristalis tenax,,,66,,,,,520.0
491,Mysis diluviana,,,,66,,,,503.0
492,Cynotilapia afra,,,,,66,,,496.0
493,Plesiopenaeus armatus,,,,,,66,,493.0
494,Myripristis berndti,,68,,,,,,514.0
495,Notonecta glauca,,,67,,,,,350.0
496,Mysis relicta,,,,67,,,,520.0
497,Dimidiochromis compressiceps,,,,,67,,,498.0
498,Bentheogennema intermedia,,,,,,67,,494.0
499,Myripristis berndti,,69,,,,,,506.0
500,Notonecta glauca,,,68,,,,,420.0
501,Mysis salemaai,,,,68,,,,521.2
502,Haplochromis azurea,,,,,68,,,503.0
503,Bentheogennema pasithea,,,,,,68,,500.0
504,Neoniphon sammara,,70,,,,,,502.0
505,Notonecta glauca,,,69,,,,,567.0
506,Nematobrachion boopis,,,,69,,,,487.0
507,Haplochromis ishmaeli,,,,,69,,,507.0
508,Gennadas sp.,,,,,,69,,495.0
509,Neoniphon sammara,,71,,,,,,446.0
510,Notonecta insulata,,,70,,,,,375.0
511,Nematobrachion sexpinosum,,,,70,,,,478.0
512,Haplochromis nyererei,,,,,70,,,505.0
513,Gennadas valens,,,,,,70,,495.0
514,Neoniphon sammara,,72,,,,,,512.0
515,Notonecta insulata,,,71,,,,,475.0
516,Neogonodactylus oerstedii,,,,71,,,,208.0
517,Haplochromis piceatus,,,,,71,,,503.0
518,Funchalia villosa,,,,,,71,,489.0
519,Sargocentron xantherythrum,,73,,,,,,490.0
520,Notonecta insulata,,,72,,,,,520.0
521,Neominois ridingsii,,,,72,,,,531.0
522,Haplochromis pyrrhocephalus,,,,,72,,,519.0
523,Penaeus duororum,,,,,,72,,516.0
524,Sargocentron xantherythrum,,74,,,,,,447.0
525,Notonecta irrorata,,,73,,,,,375.0
526,Neomysis americana,,,,73,,,,520.0
527,Lethrinops parvidens,,,,,73,,,489.0
528,Penaeus penicillatus,,,,,,73,,480.0
529,Penaeus penicillatus,,,,,,73,,570.0
530,Sargocentron xantherythrum,,75,,,,,,516.0
531,Notonecta irrorata,,,74,,,,,475.0
532,Notostomus elegans,,,,74,,,,490.0
533,Melanochromis auratus,,,,,74,,,497.0
534,Sergestes arcticus,,,,,,74,,495.0
535,Sargocentron xantherythrum,,76,,,,,,509.0
536,Notonecta irrorata,,,75,,,,,520.0
537,Notostomus gibbosus,,,,75,,,,490.0
538,Melanochromis vermivorus,,,,,75,,,505.0
539,Sergestes arcticus,,,,,,75,,475.0
540,Neoceratodus forsteri,,77,,,,,,540.0
541,Notonecta undulata,,,76,,,,,375.0
542,Nymphalis antiopa,,,,76,,,,382.0
543,Metriaclima barlowi,,,,,76,,,491.0
544,Sergestes corniculum,,,,,,76,,500.0
545,Neoceratodus forsteri,,78,,,,,,479.0
546,Notonecta undulata,,,77,,,,,475.0
547,Odontodactylus brevirostris,,,,77,,,,402.0
