feature,p_value,score,Lasso,gbc,rf,Adaboost,lgbm,mean
p6_M,0.4068435695298689,0.7071130697014013,0.0,0.0,0.0,0.0,0.0,0.0
p6_P,0.2412396985027387,1.4274657179097439,0.0,0.0,0.0,0.0,0.0,0.0
p6_Q,0.018430568637232327,6.190025431316855,0.0,0.004106664642019688,0.004878298458314931,0.0004296331248477271,0.0,0.0018829192450364688
p6_R,0.05410780183323849,4.00774757045471,0.0,0.0,0.0,0.0,0.0,0.0
p7_D,0.051027964732355685,4.1203419880429655,0.0,0.0,0.0,0.0,0.0,0.0
p7_E,0.1457322881882122,2.226915580013169,0.0,0.0,0.0,0.0,0.0,0.0
p7_G,0.2747504317458973,1.2362152007011327,0.0,0.0,0.0,0.0,0.0,0.0
p7_GAP,0.6401126987497964,0.22294417618962706,0.0,0.0,0.0,0.0,0.0,0.0
p7_I,0.7211446355838282,0.129739731508322,0.0,0.0,0.0,0.0,0.0,0.0
p7_P,0.8411877802830742,0.040829406159015515,0.0,0.0,0.0,0.0,0.0,0.0
p7_Q,0.552166474331288,0.3612796299234397,0.0,0.0,0.0,0.0,0.0,0.0
p7_S,0.047844840932239785,4.24494683456718,0.0,0.0,0.0,0.0,0.0,0.0
p8_E,0.002575781725362125,10.751146249383336,0.0,0.007470249110402467,0.004421018128920071,1.874983655173071e-05,0.0,0.002382003415174854
p8_G,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p8_GAP,0.6401126987497964,0.22294417618962706,0.0,0.0,0.0,0.0,0.0,0.0
p8_H,0.9832019928162734,0.0004505118910112204,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,0.5416547899460772,0.38085099664110456,0.0,0.0,0.0,0.0,0.0,0.0
p8_S,0.00030667019340510464,16.506606205602804,0.0,0.04226499019875406,0.12313601907845652,0.0,0.0,0.033080201855442116
p8_T,0.28864330792359444,1.1655629581268738,0.0,0.0,0.0,0.0,0.0,0.0
p8_V,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p8_Y,0.908526234426001,0.013418985364228177,0.0,0.0,0.0,0.0,0.0,0.0
p9_F,8.45116298121043e-05,20.432898390034907,0.0,0.019453318338457024,0.01753905643351411,0.033460501719389725,0.0,0.014090575298272174
p9_GAP,0.6401126987497964,0.22294417618962706,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,0.018430568637232327,6.190025431316855,0.0,0.004106664642019688,0.004878298458314931,0.0004296331248477271,0.0,0.0018829192450364688
p9_L,0.10781752798037474,2.742237149962932,0.0,0.0,0.0,0.0,0.0,0.0
p9_V,0.16928197636674563,1.980537006575998,0.0,0.0,0.0,0.0,0.0,0.0
p10_F,5.953984795664863e-05,21.560806075253378,0.0,0.09046624177679374,0.16877722889567542,0.0,0.0,0.05184869413449383
p10_GAP,0.6401126987497964,0.22294417618962706,0.0,0.0,0.0,0.0,0.0,0.0
p10_W,0.26270486260268555,1.301341958996042,0.0,0.0,0.0,0.0,0.0,0.0
p10_Y,0.0002313440552257557,17.335805242784275,0.0,0.01797918933020723,0.019594288046624875,0.0005067764532526557,0.0,0.007616050766016952
p11_GAP,0.6401126987497964,0.22294417618962706,0.0,0.0,0.0,0.0,0.0,0.0
p11_I,0.6331635070762969,0.23236260069643208,0.0,0.0,0.0,0.0,0.0,0.0
p11_L,4.038134005639845e-09,65.22640875297883,0.0,0.5887359948982144,0.7936541498511256,0.0,0.0,0.276478028949868
p11_P,0.6032628612068021,0.2757093112139036,0.0,0.0,0.0,0.0,0.0,0.0
p11_R,0.4068435695298689,0.7071130697014013,0.0,0.0,0.0,0.0,0.0,0.0
p11_T,0.0007953329100539688,13.820852990781438,0.0,0.026556096679102217,0.0062278275293196055,0.0010060622394013864,0.0,0.006757997289564642
p11_V,0.6105427279793028,0.2647230314109831,0.0,0.0,0.0,0.0,0.0,0.0
p12_L,0.9797501044864944,0.0006547369064651723,0.0,0.0,0.0,0.0,0.0,0.0
p12_P,0.9387621297563308,0.005998733475189834,0.0,0.0,0.0,0.0,0.0,0.0
p13_GAP,0.5442432855182024,0.37596532991266823,0.0,0.0,0.0,0.0,0.0,0.0
p13_I,0.26270486260268555,1.301341958996042,0.0,0.0,0.0,0.0,0.0,0.0
p13_L,0.7211446355838282,0.129739731508322,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,0.5229978575913021,0.4173872662045927,0.0,0.0,0.0,0.0,0.0,0.0
p13_Q,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p14_D,0.26270486260268555,1.301341958996042,0.0,0.0,0.0,0.0,0.0,0.0
p14_E,0.056906577214179105,3.911454058726281,0.0,0.0,0.0,0.0,0.0,0.0
p14_K,0.00011383968377776494,19.4944113939291,0.0,0.00617439327634145,0.00012652062276174896,2.251931617032782e-06,0.0,0.0012606331661440464
p14_L,0.908526234426001,0.013418985364228177,0.0,0.0,0.0,0.0,0.0,0.0
p14_P,0.6132387561294367,0.2607263008105518,0.0,0.0,0.0,0.0,0.0,0.0
p14_Q,0.056906577214179105,3.911454058726281,0.0,0.0,0.0,0.0,0.0,0.0
p14_S,0.7305834006039011,0.12073820732297919,0.0,0.0,0.0,0.0,0.0,0.0
p14_T,5.953984795664863e-05,21.560806075253378,0.0,0.09046624177679374,0.16877722889567542,0.0,0.0,0.05184869413449383
p14_V,0.6538887293606277,0.2049735158667446,0.0,0.0,0.0,0.0,0.0,0.0
p16_G,0.17621820304532396,1.9156782128002536,0.0,0.0,0.0,0.0,0.0,0.0
p16_I,1.872736219777269e-06,34.24168802316507,0.0,0.10300527689514569,0.013338645257680637,0.002032775298895412,0.0,0.023675339490344345
p16_K,0.5721018307069754,0.3260655007858241,0.0,0.0,0.0,0.0,0.0,0.0
p16_L,0.6974025563591502,0.1540262904111989,0.0,0.0,0.0,0.0,0.0,0.0
p16_Q,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p16_R,0.5898218684201744,0.2967547158393087,0.0,0.0,0.0,0.0,0.0,0.0
p16_S,0.0013654491397400873,12.376406330538165,0.0,0.038419084080000034,0.018295350789523178,0.0004982580354440827,0.0,0.011442538580993459
p16_T,0.6432228671419872,0.21880629867375018,0.0,0.0,0.0,0.0,0.0,0.0
p17_S,9.689282995844468e-08,47.64840268630114,0.0,0.32928558381720757,0.26280165648328696,0.007142408611053042,0.0,0.11984592978230953
p17_T,0.7153933691117178,0.13540482828760764,0.0,0.0,0.0,0.0,0.0,0.0
p18_G,0.5060191936678405,0.45274575325859695,0.0,0.0,0.0,0.0,0.0,0.0
p18_I,0.059090511653702535,3.8399145582951912,0.0,0.0,0.0,0.0,0.0,0.0
p18_N,0.013493762294260397,6.864368968549621,0.0,0.005242943570492678,0.011990822817398761,0.007485829253270187,0.0,0.0049439191282323255
p18_S,0.16258479762045414,2.0462499221022847,0.0,0.0,0.0,0.0,0.0,0.0
p18_V,0.592459395921926,0.2925457711412883,0.0,0.0,0.0,0.0,0.0,0.0
p19_I,0.6401126987497964,0.22294417618962706,0.0,0.0,0.0,0.0,0.0,0.0
p19_L,0.45164763354855697,0.5810879143157568,0.0,0.0,0.0,0.0,0.0,0.0
p19_T,5.953984795664863e-05,21.560806075253378,0.0,0.09046624177679374,0.16877722889567542,0.0,0.0,0.05184869413449383
p19_V,0.01309242739918573,6.9306527878045845,0.0,0.007569058108511436,0.009053545588058366,0.000782161509371956,0.0,0.003480953041188352
p20_V,0.3562699939732873,0.8769758439671456,0.0,0.0,0.0,0.0,0.0,0.0
p21_K,0.4068435695298689,0.7071130697014013,0.0,0.0,0.0,0.0,0.0,0.0
p21_R,4.0087809287134685e-06,31.196917739511083,0.0,0.06343234403990539,0.03329005199139297,0.15996258375211153,0.0,0.05133699595668197
p22_G,0.04897482372190075,4.19968577236563,0.0,0.0,0.0,0.0,0.0,0.0
p22_GAP,0.9797501044864944,0.0006547369064651723,0.0,0.0,0.0,0.0,0.0,0.0
p22_N,0.8859794362089095,0.02090298421908726,0.0,0.0,0.0,0.0,0.0,0.0
p22_S,0.7791822108949599,0.07999651067398955,0.0,0.0,0.0,0.0,0.0,0.0
p23_P,0.9797501044864944,0.0006547369064649076,0.0,0.0,0.0,0.0,0.0,0.0
p24_GAP,0.9797501044864944,0.0006547369064651723,0.0,0.0,0.0,0.0,0.0,0.0
p24_W,4.038134005639845e-09,65.22640875297883,0.0,0.5887359948982144,0.7936541498511256,0.0,0.0,0.276478028949868
p24_Y,0.9196395381293448,0.010345535818862198,0.0,0.0,0.0,0.0,0.0,0.0
p25_E,2.0521094094371193e-06,33.86764373615483,0.0,0.06989270625194603,0.004549708583072142,0.0,0.0,0.014888482967003635
p25_K,0.592459395921926,0.2925457711412883,0.0,0.0,0.0,0.0,0.0,0.0
p25_L,0.2412396985027387,1.4274657179097439,0.0,0.0,0.0,0.0,0.0,0.0
p25_N,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p26_V,0.45066339531698685,0.5836442452935175,0.0,0.0,0.0,0.0,0.0,0.0
p26_Y,0.3562699939732873,0.8769758439671456,0.0,0.0,0.0,0.0,0.0,0.0
p27_T,0.9832019928162734,0.0004505118910112204,0.0,0.0,0.0,0.0,0.0,0.0
p28_N,5.953984795664863e-05,21.560806075253378,0.0,0.09046624177679374,0.16877722889567542,0.0,0.0,0.05184869413449383
p28_P,0.592459395921926,0.2925457711412883,0.0,0.0,0.0,0.0,0.0,0.0
p28_Q,0.0002545853509651263,17.05237069724875,0.0,0.03788367227242149,0.0066415268412513715,0.0,0.0,0.008905039822734571
p29_E,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p29_H,0.6401126987497964,0.22294417618962706,0.0,0.0,0.0,0.0,0.0,0.0
p29_T,0.6132387561294367,0.2607263008105518,0.0,0.0,0.0,0.0,0.0,0.0
p29_Y,0.7524996654676996,0.10122360231038957,0.0,0.0,0.0,0.0,0.0,0.0
p30_H,0.35938500146553853,0.8655281703987522,0.0,0.0,0.0,0.0,0.0,0.0
p30_L,0.9832019928162734,0.0004505118910112204,0.0,0.0,0.0,0.0,0.0,0.0
p30_M,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.3562699939732873,0.8769758439671456,0.0,0.0,0.0,0.0,0.0,0.0
p31_L,0.6320656195172676,0.2338726625752714,0.0,0.0,0.0,0.0,0.0,0.0
p31_M,0.5898218684201744,0.2967547158393087,0.0,0.0,0.0,0.0,0.0,0.0
p31_V,0.963543024640354,0.00212325383755914,0.0,0.0,0.0,0.0,0.0,0.0
p32_D,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p32_G,0.2412396985027387,1.4274657179097439,0.0,0.0,0.0,0.0,0.0,0.0
p32_H,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p32_S,0.9832019928162734,0.0004505118910112204,0.0,0.0,0.0,0.0,0.0,0.0
p32_V,0.5020003023760126,0.4614233178022491,0.0,0.0,0.0,0.0,0.0,0.0
p33_D,0.6596590730674405,0.1977169732161402,0.0,0.0,0.0,0.0,0.0,0.0
p33_E,0.9078329640200026,0.013624117971024403,0.0,0.0,0.0,0.0,0.0,0.0
p33_N,0.8253225077745019,0.04954180916556678,0.0,0.0,0.0,0.0,0.0,0.0
p33_P,0.706123894262366,0.1448271836856721,0.0,0.0,0.0,0.0,0.0,0.0
p33_S,0.6998246457615673,0.15143870617879518,0.0,0.0,0.0,0.0,0.0,0.0
p34_L,0.26270486260268555,1.301341958996042,0.0,0.0,0.0,0.0,0.0,0.0
p34_M,0.059090511653702535,3.8399145582951912,0.0,0.0,0.0,0.0,0.0,0.0
p34_P,0.9250469685884248,0.008995911411680102,0.0,0.0,0.0,0.0,0.0,0.0
p34_R,5.953984795664863e-05,21.560806075253378,0.0,0.09046624177679374,0.16877722889567542,0.0,0.0,0.05184869413449383
p34_V,0.00010356203527555915,19.79043818776457,0.0,0.006221464490847256,0.19100946260514104,0.0007675775310996623,0.0,0.03959970092541759
p34_Y,0.9832019928162734,0.0004505118910112204,0.0,0.0,0.0,0.0,0.0,0.0
p35_E,0.9711551981027634,0.0013287922349263766,0.0,0.0,0.0,0.0,0.0,0.0
p35_G,0.2412396985027387,1.4274657179097439,0.0,0.0,0.0,0.0,0.0,0.0
p35_I,0.5898218684201744,0.2967547158393087,0.0,0.0,0.0,0.0,0.0,0.0
p35_V,0.908526234426001,0.013418985364228177,0.0,0.0,0.0,0.0,0.0,0.0
p35_W,0.9557434844193421,0.003130008133213418,0.0,0.0,0.0,0.0,0.0,0.0
p36_K,0.7926405752857144,0.07031047473760423,0.0,0.0,0.0,0.0,0.0,0.0
p36_L,0.26270486260268555,1.301341958996042,0.0,0.0,0.0,0.0,0.0,0.0
p36_M,0.5898218684201744,0.2967547158393087,0.0,0.0,0.0,0.0,0.0,0.0
p36_N,0.9832019928162734,0.0004505118910112204,0.0,0.0,0.0,0.0,0.0,0.0
p36_Q,0.627211435759436,0.24062217947795744,0.0,0.0,0.0,0.0,0.0,0.0
p36_R,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p36_V,0.00033336393907393205,16.26416874075232,0.0,0.06397949033333146,0.08766002414837033,0.0019074887664119646,0.0,0.030709400649622753
p36_Y,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p37_F,0.00011938670196033568,19.346283690662755,0.0,0.02584945225685065,0.0025209089906926586,0.0003450893363310746,0.0,0.005743090116774876
p37_H,0.963543024640354,0.00212325383755914,0.0,0.0,0.0,0.0,0.0,0.0
p37_Y,0.0001620370129282712,18.406634172447248,0.0,0.0039031666321156953,0.0007686330053291968,0.000993664148002809,0.0,0.0011330927570895402
p38_F,0.908526234426001,0.013418985364228177,0.0,0.0,0.0,0.0,0.0,0.0
p38_H,0.018430568637232327,6.190025431316855,0.0,0.004106664642019688,0.004878298458314931,0.0004296331248477271,0.0,0.0018829192450364688
p38_K,0.6017344278973089,0.2780523058823367,0.0,0.0,0.0,0.0,0.0,0.0
p38_N,0.013493762294260397,6.864368968549621,0.0,0.005242943570492678,0.011990822817398761,0.007485829253270187,0.0,0.0049439191282323255
p38_R,0.008013671798078716,8.032291698950242,0.0,0.007643471530325898,0.011198748663763424,0.006237590055629884,0.0,0.005015962049943841
p38_S,0.7034575968675958,0.14760491318795227,0.0,0.0,0.0,0.0,0.0,0.0
p38_T,0.9711551981027634,0.0013287922349263766,0.0,0.0,0.0,0.0,0.0,0.0
p38_Y,1.894032860610446e-05,25.44058567822054,0.0,0.07777696945900084,0.046737810162092906,0.5760458342301862,0.0,0.14011212277025598
p39_G,0.38363866763363386,0.7809983800033347,0.0,0.0,0.0,0.0,0.0,0.0
p39_I,0.774291913159621,0.08368375100651913,0.0,0.0,0.0,0.0,0.0,0.0
p39_L,0.9780816891449506,0.0007671003870638101,0.0,0.0,0.0,0.0,0.0,0.0
p39_S,0.26270486260268555,1.301341958996042,0.0,0.0,0.0,0.0,0.0,0.0
p40_M,0.2412396985027387,1.4274657179097439,0.0,0.0,0.0,0.0,0.0,0.0
p40_Q,4.038134005639845e-09,65.22640875297883,0.0,0.5887359948982144,0.7936541498511256,0.0,0.0,0.276478028949868
p40_T,5.953984795664863e-05,21.560806075253378,0.0,0.09046624177679374,0.16877722889567542,0.0,0.0,0.05184869413449383
p41_G,0.4393162262945398,0.6137712516754638,0.0,0.0,0.0,0.0,0.0,0.0
p41_S,0.0010182341215336118,13.153602339486874,0.0,0.07164961689299981,0.03330616012303775,0.01054111835298469,0.0,0.02309937907380445
p41_T,0.021728877471413045,5.841460164477397,0.0,0.006860906374674745,0.007074528819233738,0.004033557092192296,0.0,0.0035937984572201554
p42_F,0.7195920893049508,0.13125547397699727,0.0,0.0,0.0,0.0,0.0,0.0
p42_L,0.28864330792359444,1.1655629581268738,0.0,0.0,0.0,0.0,0.0,0.0
p42_T,0.6762604955403,0.17770658016581634,0.0,0.0,0.0,0.0,0.0,0.0
p42_V,0.032591915484691446,5.00569502531318,0.0,0.0,0.0,0.0,0.0,0.0
p43_I,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p43_L,0.26270486260268555,1.301341958996042,0.0,0.0,0.0,0.0,0.0,0.0
p43_T,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p43_W,5.953984795664863e-05,21.560806075253378,0.0,0.09046624177679374,0.16877722889567542,0.0,0.0,0.05184869413449383
p43_Y,0.3657650745909252,0.8425150791774442,0.0,0.0,0.0,0.0,0.0,0.0
p44_M,0.963543024640354,0.002123253837558571,0.0,0.0,0.0,0.0,0.0,0.0
p44_Y,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p45_G,2.4648508703562017e-06,33.124958228744866,0.0,0.09203050547640795,0.11424779085646918,0.0777384014980148,0.0,0.05680333956617839
p45_I,0.0018029435176279529,11.655315624761215,0.0,0.01742552108379959,0.022973421235869807,0.003576523269000859,0.0,0.008795093117734052
p45_L,0.6132387561294367,0.2607263008105518,0.0,0.0,0.0,0.0,0.0,0.0
p45_T,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p45_V,0.15398218916469517,2.135548476876637,0.0,0.0,0.0,0.0,0.0,0.0
p46_F,0.8533278153905759,0.03475346948400508,0.0,0.0,0.0,0.0,0.0,0.0
p46_I,0.4068435695298689,0.7071130697014013,0.0,0.0,0.0,0.0,0.0,0.0
p46_L,0.9270569300073775,0.008518509236702134,0.0,0.0,0.0,0.0,0.0,0.0
p46_M,0.8347981239927883,0.04423238123555127,0.0,0.0,0.0,0.0,0.0,0.0
p46_T,0.44671794282830235,0.593981772263116,0.0,0.0,0.0,0.0,0.0,0.0
p46_V,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,0.7153933691117178,0.13540482828760764,0.0,0.0,0.0,0.0,0.0,0.0
p47_V,0.7198185297088456,0.13103377935644006,0.0,0.0,0.0,0.0,0.0,0.0
p48_G,0.592459395921926,0.2925457711412883,0.0,0.0,0.0,0.0,0.0,0.0
p48_I,0.5066066473327061,0.451487403653834,0.0,0.0,0.0,0.0,0.0,0.0
p48_M,0.7298845176587558,0.12139222511340006,0.0,0.0,0.0,0.0,0.0,0.0
p48_V,5.953984795664863e-05,21.560806075253378,0.0,0.09046624177679374,0.16877722889567542,0.0,0.0,0.05184869413449383
p49_C,0.5191040564845341,0.42531394508579695,0.0,0.0,0.0,0.0,0.0,0.0
p49_F,0.0004967133007815071,15.125079473016111,0.0,0.024917020799511403,0.01606536869274481,0.022788805936284025,0.0,0.012754239085708047
p49_I,0.03343735656780034,4.954002303671301,0.0,0.0,0.0,0.0,0.0,0.0
p49_L,0.9902398583648705,0.00015207519376207352,0.0,0.0,0.0,0.0,0.0,0.0
p49_M,0.17621820304532396,1.9156782128002536,0.0,0.0,0.0,0.0,0.0,0.0
p49_T,0.2295921945498042,1.502009741890172,0.0,0.0,0.0,0.0,0.0,0.0
p49_V,0.38678919623771546,0.7705848402746416,0.0,0.0,0.0,0.0,0.0,0.0
p50_I,0.869895360582272,0.02727571880317649,0.0,0.0,0.0,0.0,0.0,0.0
p50_L,0.5536806635704086,0.3585186157882697,0.0,0.0,0.0,0.0,0.0,0.0
p50_T,0.638526400353142,0.22507299601316735,0.0,0.0,0.0,0.0,0.0,0.0
p50_V,0.01067702249951201,7.382855593121875,0.0,0.011140583747564454,0.0010756038143151692,0.026656787247887545,0.0,0.007774594961953434
p51_G,0.00026982057273815507,16.881200350441443,0.0,0.011991438124167626,0.04821081447242103,0.00025437169094575843,0.0,0.012091324857506882
p51_S,0.0002545853509651214,17.052370697248804,0.0,0.03788367227242149,0.0066415268412513715,0.0,0.0,0.008905039822734571
p52_F,0.7907314673884387,0.07164358945028709,0.0,0.0,0.0,0.0,0.0,0.0
p52_G,0.6132387561294367,0.2607263008105518,0.0,0.0,0.0,0.0,0.0,0.0
p52_I,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p52_L,0.4118320921136438,0.6920455891712485,0.0,0.0,0.0,0.0,0.0,0.0
p52_T,6.365110376787513e-05,21.34371346019949,0.0,0.018633652622465684,0.014519031225159048,0.0,0.0,0.006630536769524946
p52_V,0.007932375132993105,8.055651764368418,0.0,0.07454010639006499,0.07338378359078353,0.001242986309272566,0.0,0.029833375258024215
p52_W,0.9832019928162734,0.0004505118910112204,0.0,0.0,0.0,0.0,0.0,0.0
p53_C,0.9832019928162734,0.0004505118910112204,0.0,0.0,0.0,0.0,0.0,0.0
p53_F,5.953984795664863e-05,21.560806075253378,0.0,0.09046624177679374,0.16877722889567542,0.0,0.0,0.05184869413449383
p53_L,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p53_P,0.0021110682358154906,11.252476119355475,0.0,0.025736012273872122,0.023840262862947423,0.007394035368411519,0.0,0.011394062101046213
p53_S,0.44243701919015566,0.6053636276531573,0.0,0.0,0.0,0.0,0.0,0.0
p54_I,0.8301463833839494,0.04679946058547309,0.0,0.0,0.0,0.0,0.0,0.0
p54_L,4.038134005639845e-09,65.22640875297883,0.0,0.5887359948982144,0.7936541498511256,0.0,0.0,0.276478028949868
p54_S,0.4068435695298689,0.7071130697014013,0.0,0.0,0.0,0.0,0.0,0.0
p54_T,0.0001866157664561093,17.978789236288826,0.0,0.08328381346037556,0.19594993577871303,0.0015645238958688767,0.0,0.0561596546269915
p54_V,0.8395388472691987,0.04169398551619798,0.0,0.0,0.0,0.0,0.0,0.0
p56_F,0.5310984160091095,0.40123429787551523,0.0,0.0,0.0,0.0,0.0,0.0
p56_G,6.958753977147485e-05,21.055321787218823,0.0,0.05432994536279683,0.04735543896510063,0.0011268102444708895,0.0,0.020562438914473673
p56_V,0.26270486260268555,1.301341958996042,0.0,0.0,0.0,0.0,0.0,0.0
p57_L,2.2393101497828944e-05,24.85457738059827,0.0,0.01632121398822176,0.12649789056290955,0.0005797994168439242,0.0,0.028679780793595046
p57_M,0.9725669975210861,0.001201848372643182,0.0,0.0,0.0,0.0,0.0,0.0
p57_T,0.056906577214179105,3.911454058726281,0.0,0.0,0.0,0.0,0.0,0.0
p57_V,0.9832019928162734,0.0004505118910112204,0.0,0.0,0.0,0.0,0.0,0.0
p58_V,0.7308445490988091,0.12049433302491373,0.0,0.0,0.0,0.0,0.0,0.0
p59_L,0.45066339531698396,0.5836442452935247,0.0,0.0,0.0,0.0,0.0,0.0
p60_F,0.7605051884878606,0.09456773158634711,0.0,0.0,0.0,0.0,0.0,0.0
p60_I,0.059090511653702535,3.8399145582951912,0.0,0.0,0.0,0.0,0.0,0.0
p60_V,0.1772690146278079,1.9061198593336919,0.0,0.0,0.0,0.0,0.0,0.0
p60_W,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p60_Y,0.36250360887927324,0.8542072874676803,0.0,0.0,0.0,0.0,0.0,0.0
p61_C,0.2412396985027387,1.4274657179097439,0.0,0.0,0.0,0.0,0.0,0.0
p61_I,0.9797501044864944,0.0006547369064651723,0.0,0.0,0.0,0.0,0.0,0.0
p61_V,0.7159192214324435,0.1348811328990651,0.0,0.0,0.0,0.0,0.0,0.0
p62_T,0.9797501044864944,0.0006547369064649076,0.0,0.0,0.0,0.0,0.0,0.0
p63_I,0.6668211094576517,0.18892803642409708,0.0,0.0,0.0,0.0,0.0,0.0
p63_L,0.00010356203527555915,19.79043818776457,0.0,0.006221464490847256,0.19100946260514104,0.0007675775310996623,0.0,0.03959970092541759
p63_M,0.010247217608253308,7.4749053062662325,0.0,0.023803108886999002,0.008596664724939312,0.00994228087887831,0.0,0.008468410898163324
p63_S,0.481677667423541,0.5072041973060222,0.0,0.0,0.0,0.0,0.0,0.0
p63_V,0.4666772620658518,0.5431364300017884,0.0,0.0,0.0,0.0,0.0,0.0
