feature,p_value,score,lgbm,xgb,gbc,BayesianRidge,rf,mean
p5_Q,0.01669133516415506,5.802791634814749,0.0,0.0,0.0017705072489567408,0.07809449095767927,0.005446813006773126,0.017062362242681827
p5_R,0.2689677118604883,1.2272025950561347,0.0,0.0,0.0,0.0,0.0,0.0
p5_S,8.173963660354646e-05,16.01766353823623,0.0,4.038863e-07,5.065436679892352e-05,0.06170570544835489,0.001314940540325788,0.012614340848356711
p6_G,7.558253175487463e-11,46.08095047505844,0.0,5.0416055e-08,0.00010850333673147302,0.006564844396715791,0.010094673847845653,0.0033536143994696496
p6_GAP,2.421541810632317e-43,280.890641477581,0.0,6.000035e-05,0.0215186858653518,0.1750440045181062,0.1487515644463323,0.0690748510362317
p6_P,0.0881302917886829,2.9300105532277514,0.0,0.0,0.0,0.0,0.0,0.0
p6_Q,2.1662133687184438e-08,33.357745525641526,0.0,0.0,2.2705187971953104e-05,0.022160400261940612,0.001965338262999828,0.0048296887425824785
p6_REHMNF,0.0006664574605683999,11.863317585787016,0.0,2.0775882e-07,1.0415161257170897e-05,0.10417206941038695,0.0001292926579528461,0.02086239699768267
p7_D,2.7214357887248016e-06,22.999349841864053,0.0,2.2835038e-06,0.0006981470665846821,0.04039979440050745,0.004642213844307074,0.009148487763043448
p7_E,7.282787526617667e-25,130.98253363709895,0.11538461538461539,1.2095202e-06,0.0006527583386529231,0.17956499781742108,0.007296424780219265,0.06058000116821738
p7_GAP,0.6810579060351727,0.16931477409623974,0.0,0.0,0.0,0.0,0.0,0.0
p7_I,0.19244637678140045,1.7075731188421794,0.0,0.0,0.0,0.0,0.0,0.0
p7_K,0.03809715185890221,4.344510530085339,0.0,0.0,0.0014437723992444045,0.06494531703616405,0.005095327723622357,0.014296883431806162
p7_P,2.5610656879233283e-10,43.28366194981345,0.038461538461538464,1.4935891e-06,0.000320047563679749,0.04211528609829994,0.0039699455200346975,0.016973662246538287
p7_QGNLTM,0.001774827074162803,9.97267922412414,0.0,1.5700565e-05,0.003341460917035948,0.007804332937551229,0.002021581178994015,0.0026366151197562285
p7_S,0.0002406946210103783,13.863287264966486,0.0,1.5522252e-06,2.4726760178038335e-05,0.030048326791076246,0.0007514048060116955,0.0061652021164874974
p8_E,4.2177067324879084e-07,26.937151946260087,0.0,1.1375767e-07,0.0025445037189748138,0.11524124124219955,0.002202910785660751,0.023997753900901368
p8_FWHA,0.839082664531788,0.04131823310467253,0.0,0.0,0.0,0.0,0.0,0.0
p8_G,1.915577531097085e-05,18.96082840085757,0.0,0.0,0.009114515203089806,0.09108122491593136,0.003041885397205706,0.020647525103245374
p8_GAP,0.6810579060351727,0.16931477409623974,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,1.963670612946224e-08,33.57309616825157,0.038461538461538464,2.827971e-05,3.1672083388136077e-06,0.06364451085672095,0.017147609849382794,0.02385702121720073
p8_S,3.5511860867528205e-13,58.71208982167698,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p8_Y,0.10439274313042679,2.6555188665804415,0.0,0.0,0.0,0.0,0.0,0.0
p9_F,1.4114996248881082e-10,44.64564068453765,0.0,0.0003212407,0.0010407136509089957,0.05212463289380519,0.000497136211628485,0.010796744688910233
p9_GAP,0.6810579060351727,0.16931477409623974,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,1.9205061451693043e-08,33.621883002827985,0.0,7.6130655e-06,9.331827676447595e-07,0.02734514162647438,0.0037494266943715582,0.006220622913815392
p9_LVTMP,0.03989195262225222,4.264868959865642,0.0,8.176372e-08,1.3919488138479508e-06,0.0708956457227076,0.00035776766701680517,0.014250977420452232
p10_F,1.4817938090980982e-09,39.310966447963395,0.0,5.821109e-06,2.7193948607761805e-06,0.06304326112115018,0.04783894497876942,0.022178149320750247
p10_GAP,0.01385424600983087,6.138986778419759,0.07692307692307693,3.133544e-06,6.9048929229889255e-06,0.018440671382271356,0.0017550908638220343,0.019425775521206994
p10_WTHVL,0.38217369275994195,0.766274929556731,0.0,0.0,0.0,0.0,0.0,0.0
p10_Y,5.347336924542714e-10,41.61027762687761,0.0,1.07043995e-07,1.1911872637416678e-06,0.050973749160781366,0.00019493906280022497,0.010233997290968067
p11_I,0.14569530824484958,2.1293986699134844,0.0,0.0,0.0,0.0,0.0,0.0
p11_L,1.3182764244307805e-58,447.4277709720473,0.07692307692307693,0.28724784,0.7540317436793896,0.09877104542982643,1.0,0.4433947405244213
p11_T,1.0608558651835317e-10,45.30094535605805,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p11_V,1.3500856921880937e-05,19.678307379128952,0.07692307692307693,4.1878407e-06,0.00026872179846432307,0.06760689513273202,0.0012563017413656243,0.02921183668725961
p12_P,3.2066278202275363e-07,27.522254759743298,0.0,0.0,0.008978146362947708,0.002363747170988292,0.027821495836377615,0.007832677874062723
p13_GAP,1.6931487487559693e-08,33.89863268446496,0.0,0.0,0.03690874325621204,0.02103509992149752,0.06087285868073801,0.023763340371689513
p13_I,0.07263082797124228,3.2486657896669016,0.0,0.0,0.0,0.0,0.0,0.0
p13_L,0.1459632245570053,2.1265577322806553,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,2.016693811894831e-06,23.627240604235997,0.11538461538461539,6.5782656e-06,0.0004910661930140563,0.083310797111545,0.0012846253710857096,0.04009553646516879
p13_V,0.36913462058459623,0.809363484186555,0.0,0.0,0.0,0.0,0.0,0.0
p14_GAP,7.857335983947098e-14,62.3678390506629,0.07692307692307693,0.010339075,0.10958944819109138,0.05485329882783131,0.05854973833440313,0.062050927408905755
p14_PVIADQ,0.08711575420377411,2.9489370935575967,0.0,0.0,0.0,0.0,0.0,0.0
p14_T,0.13889723618239025,2.20352931325493,0.0,0.0,0.0,0.0,0.0,0.0
p14_Y,6.349153719647166e-11,46.482886984576105,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p15_GAP,0.020278631096302322,5.4540135158497565,0.0,0.0,1.540974013589974e-05,0.062489510513798335,0.01886150465059844,0.016273284980906536
p15_K,6.838471056867822e-30,167.03978106206492,0.11538461538461539,0.0,0.0014874895973135322,0.0751891506439862,0.004578629523472262,0.039327977029877476
p15_N,0.5222548463761252,0.4105414162234627,0.0,0.0,0.0,0.0,0.0,0.0
p15_Q,2.060364795659143e-08,33.46762342468903,0.0,0.0,0.0018524829731497894,0.07826530958422381,0.0008099017633514254,0.016185538864145005
p15_S,2.7984435167638056e-09,37.886963617603264,0.0,4.6151463e-06,8.170636837878466e-05,0.06129089988132964,0.013386229490422995,0.014952690177282513
p15_T,4.604065424927696e-11,47.225467509323664,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p15_V,0.02349131220795955,5.192371762509253,0.0,2.3030868e-06,8.848061806481216e-05,0.0651957954370464,0.0003457892910447796,0.013126473686597315
p16_N,4.749031596961673e-06,21.838170026151282,0.0,0.0,0.00030751012596439927,0.14008833466286594,0.013491172921729801,0.030777403542112024
p16_PST,0.010707698166181655,6.6075554847581754,0.0,0.00034683855,0.00014746076593489475,0.19241074306988973,0.012374173122212513,0.04105584310257404
p17_G,0.00826671330848112,7.082084144041634,0.0,0.0,0.0006451552794733396,0.12569181058222562,0.007434864578494637,0.026754366088038717
p17_I,9.561731731353379e-35,205.04493286358843,0.0,3.3937944e-05,0.0055960817530373574,0.008643924470262741,0.009469675757170969,0.004748723984884971
p17_K,0.00043999267619977814,12.674758713088648,0.0,3.2680822e-07,7.442317874977663e-05,2.9593977053609354e-05,0.0001827757578850825,5.7423944381613155e-05
p17_L,0.3161326727907886,1.0087353847170233,0.0,0.0,0.0,0.0,0.0,0.0
p17_R,0.011667471185047826,6.450975757851111,0.0,0.0,4.304754891627985e-05,0.010355155145631078,0.0008214555820257613,0.002243931655314624
p17_S,3.304749863473448e-11,47.99371785738789,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p17_T,0.006340107950499784,7.572573866470777,0.0,1.7802836e-06,0.0005637092914791795,0.10512298588163384,0.0006955791767003722,0.021276810926679234
p17_V,0.03960124043730375,4.277509055119535,0.0,4.6475184e-06,1.0826720845579664e-06,0.03949898929182484,0.001699862634208245,0.008240916423299691
p17_W,2.4529446313586358e-05,18.45551138279692,0.0,0.0,0.0025617460063198424,0.12269813512771562,0.0569129353025092,0.03643456328730894
p17_YQEHM,0.1140649430261862,2.5137267992544547,0.0,0.0,0.0,0.0,0.0,0.0
p18_N,2.1381698971721454e-13,59.93664181114888,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p18_S,1.3718617458219135e-60,472.5321514595179,0.23076923076923078,0.0005455347,0.018177928622590968,0.33422544489405204,0.4269135158345242,0.2021263309666252
p18_T,2.1117947692901695e-12,54.44886126230279,0.0,0.0,9.492721870942435e-06,0.23237288742653278,0.0018617642615618812,0.04684882888199312
p19_DTEKVLH,0.20282600557355213,1.630054002868882,0.0,0.0,0.0,0.0,0.0,0.0
p19_G,7.958913388367253e-20,97.94742582043214,0.0,1.5997106e-06,0.007845038849271744,0.13104486185479866,0.10251004673566656,0.0482803094300618
p19_N,4.038147117346865e-06,22.175628618962,0.0,1.8116274e-05,0.005648531535991792,0.1583215064820556,0.0025663140528317833,0.0333108936689913
p19_S,4.8145022595526785e-09,36.678086870761604,0.4230769230769231,1.0846163e-05,0.0021968621321802116,0.02782351661101777,0.005889669791991336,0.09179956355496151
p20_I,0.07302782825386006,3.2396158207774746,0.0,0.0,0.0,0.0,0.0,0.0
p20_K,0.011098557687666075,6.542105438174429,0.0,0.0,0.0021178857990090086,0.04567691564981492,0.005890354442642755,0.010737031178293338
p20_L,0.856425283616067,0.03279897313773802,0.0,0.0,0.0,0.0,0.0,0.0
p20_Q,0.006141747991621369,7.631578999925016,0.0,2.6880176e-08,0.04459630617698449,0.060992429679360714,0.0003487372055074738,0.021187499988405797
p20_T,1.5711872200608124e-12,55.15166701292346,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p20_V,7.20163716860927e-11,46.192332425454865,0.038461538461538464,2.1718647e-07,9.535366832646982e-05,0.050659721392499135,0.014884032433028608,0.02082017262837212
p21_RFMAGLI,0.31871869129628616,0.9979916940453395,0.0,0.0,0.0,0.0,0.0,0.0
p21_V,9.669947737769625e-12,50.859744141248555,0.0,0.0,0.0001560249040550107,0.038674957449685736,0.03756127740528269,0.015278451951804689
p22_GAP,9.98295697138927e-33,188.84280668016345,0.07692307692307693,2.3069695e-06,0.08004376687869066,0.07253492158378641,0.0028452552696610132,0.04646986552493569
p22_R,2.695657746752574e-32,185.45479636435536,0.0,0.0,5.6408785076209804e-05,0.09765204546748558,0.1304256879908322,0.045626828448678804
p23_G,2.968948283659056e-13,59.1437450847084,0.0,1.3113677e-07,0.0029998668758379914,0.032103318330206354,0.039568947184145116,0.014934452705392403
p23_S,1.2570646135371556e-07,29.53321912551139,0.038461538461538464,0.0,0.00019059581502127795,0.032045686277023186,0.022396336677933455,0.018618831446303274
p23_TMA,0.06505546201142476,3.4323533587866604,0.0,0.0010050102,0.000677046544198034,0.17866638785369351,0.0009193582648834716,0.03625356057529559
p24_P,0.00039631541518445686,12.879943492566214,0.0,3.2783593e-08,2.8262704395735088e-05,0.0327717855194826,0.004114593535763274,0.0073829349086468685
p25_F,4.5551725742835827e-07,26.773112184734043,0.19230769230769232,4.90146e-06,0.0008874753715567163,0.05577537359881928,0.008596026074145535,0.051514293762485876
p25_W,4.458993742845842e-47,317.60068226100503,0.07692307692307693,0.28724784,0.7540317436793896,0.09877104542982643,1.0,0.4433947405244213
p25_Y,0.0009845703720141302,11.1059649035128,0.0,0.0,0.0004357239413242563,0.12695786956741528,0.004981283283868502,0.026474975358521613
p26_D,6.296706833896286e-28,152.56777779165412,0.15384615384615385,5.657094e-05,0.0010063715072402297,0.10801198883027993,0.09282841836903753,0.07114990069884713
p26_E,4.264701579701386e-22,112.46845279981869,0.07692307692307693,0.0,0.0005303617488273628,0.08072853577123464,0.007368891632403142,0.03311017321510841
p26_GNSP,0.6263639888946881,0.23758419787949814,0.0,0.0,0.0,0.0,0.0,0.0
p26_L,0.011620774893317554,6.458280838540008,0.0,0.0,0.02677158141574181,0.004369524422485614,0.05192833542143849,0.016613888251933183
p27_F,0.17404809637472518,1.8578093244139429,0.0,0.0,0.0,0.0,0.0,0.0
p27_G,2.590580003533902e-16,76.62779357965837,0.0,0.0,0.09694922751645073,0.047534948750491385,0.012377077827298563,0.03137225081884813
p27_STRNL,0.6448662554101101,0.21292631531739187,0.0,0.0,0.0,0.0,0.0,0.0
p27_V,0.04316071046881593,4.1290964700976795,0.0,0.0,0.02677158141574181,0.004369524422485614,0.05192833542143849,0.016613888251933183
p27_Y,1.1926022421219923e-11,50.368611511018244,0.0,4.2331197e-07,2.6526305947437445e-05,0.09960027633595306,0.004436227616559179,0.02081269071408672
p28_P,0.00017931755875409954,14.447231873003215,0.0,3.5603465e-05,5.976480270551379e-05,0.03939754531069927,0.0010964832961207135,0.008117879374949372
p28_T,0.5245446147342645,0.4060363064742893,0.0,0.0,0.0,0.0,0.0,0.0
p29_LYEVFRS,0.5845444836229329,0.29968739658021193,0.0,0.0,0.0,0.0,0.0,0.0
p29_N,1.5711872200608124e-12,55.15166701292346,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p29_Q,1.7228751476475569e-13,60.459432572763035,0.0,0.0,0.00011377213842079923,0.039603579280260086,0.017838196550033037,0.011511109593742786
p30_FTANWVP,0.12718576848415494,2.3413627030369275,0.0,0.0,0.0,0.0,0.0,0.0
p30_GAP,1.0564478291429084e-06,24.988496573400695,0.0,0.0,4.904474982752834e-05,0.15659726299050128,0.04168554961021699,0.039666371470109166
p30_H,0.060902023556315625,3.5430941625659442,0.0,6.9180163e-07,4.251571054128831e-05,0.006393479600100952,6.956670115151424e-06,0.0012887287564776967
p30_K,0.7312745993533937,0.11819646885357014,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.051303553386189395,3.8333551094957516,0.0,0.00014768128,0.00011603233881175985,0.07165889806254248,0.1087790006081395,0.036140322457068406
p31_H,4.605698141141645e-21,105.7871414249744,0.0,3.6486297e-06,0.006839213509248448,0.2062172511513474,0.00033406752801290435,0.042678836163656184
p31_L,0.0001259019880436293,15.15206133858643,0.0,3.301761e-06,0.00038432243087113926,0.032711675159101214,0.0032554146124850448,0.0072709427926711725
p31_Y,1.9582017390156348e-10,43.89638135952562,0.0,0.0,0.0001560249040550107,0.038674957449685736,0.03756127740528269,0.015278451951804689
p32_L,0.5469790530631216,0.36370204928865124,0.0,0.0,0.0,0.0,0.0,0.0
p32_M,0.0009152359122543744,11.247287645741372,0.0,2.8244974e-06,0.00012390755988859464,0.0594467785820485,0.005904536582716797,0.013095609444413703
p32_V,0.20741494947389885,1.597262116946553,0.0,0.0,0.0,0.0,0.0,0.0
p33_D,6.8415767524899105e-06,21.080600114923627,0.0,0.0,0.0025617460063198424,0.12269813512771562,0.0569129353025092,0.03643456328730894
p33_G,0.001247302586382805,10.649507720687279,0.0,6.4270887e-07,0.04513071959758278,0.08136543973174508,0.012090735985606779,0.02771750760476078
p33_H,0.7110802418725845,0.1374985060508251,0.0,0.0,0.0,0.0,0.0,0.0
p33_V,2.454134342926733e-05,18.45452192808139,0.0,0.0,5.439904667008155e-05,0.03638841854925321,0.0002580742164810921,0.007340178362480877
p33_YFPSQ,0.7140576144001727,0.13454879195247063,0.0,0.0,0.0,0.0,0.0,0.0
p34_E,0.0022530348654465943,9.517615364570474,0.038461538461538464,2.0951943e-06,3.125225508667558e-05,0.055436761957068856,0.00024886045386505724,0.018836101664372665
p34_HAY,0.5089197189353736,0.43748577286614665,0.0,0.0,0.0,0.0,0.0,0.0
p34_N,0.33007035744681723,0.9521592964014018,0.0,0.0,0.0,0.0,0.0,0.0
p34_P,5.775478871653464e-10,41.43581141659578,0.038461538461538464,0.00020286062,1.5020152946094275e-08,0.03860806007184664,0.15631253005583257,0.04671700084687314
p34_S,0.10693501158728708,2.616885931141853,0.0,0.0,0.0,0.0,0.0,0.0
p35_H,0.09815024794700396,2.7549499388654657,0.0,0.0,0.0,0.0,0.0,0.0
p35_K,7.932210391144283e-18,85.65078268815157,0.038461538461538464,1.9148702e-07,0.0003126414857468914,0.07752311400039325,0.0012895001385378765,0.023517397114646944
p35_M,9.035376276297416e-07,25.319037796944762,0.0,7.384462e-06,0.00029925924008915105,0.06983023267635477,0.000608842045034289,0.014149143684725862
p35_P,1.3441144403539975e-08,34.40651564183857,0.038461538461538464,0.0003922983,4.4040315500128524e-05,0.13153639108543938,0.009048279052340605,0.035896509443253524
p35_R,3.8940123386722115e-12,52.999980003069815,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p35_SYQLI,0.5885216506383089,0.2933820448025842,0.0,0.0,0.0,0.0,0.0,0.0
p35_V,2.243926125067026e-11,48.893395383653576,0.0,2.9726081e-05,0.0032828583678979873,0.07943025648338468,0.0013223156801673948,0.016813031322543182
p36_FVSTM,0.9725824300048799,0.001183528107321748,0.0,0.0,0.0,0.0,0.0,0.0
p36_G,0.1998150573784868,1.6520506263996826,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.003010850594457651,8.967703857832865,0.0,4.9908465e-07,4.546308229555592e-06,0.01697702907104995,0.0013235865901469917,0.0036611322108151315
p36_W,0.00631975617765783,7.578539836203135,0.07692307692307693,0.0,0.009146799417404648,0.0037972950334139743,0.032221616758847965,0.024417757626548704
p37_I,0.1915626926452083,1.71439910565996,0.0,0.0,0.0,0.0,0.0,0.0
p37_K,0.10646001766501789,2.624026609405888,0.0,0.0,0.0,0.0,0.0,0.0
p37_L,0.002057967060145221,9.690083038013807,0.0,0.00015721179,0.008372514167035102,0.16591580909375644,0.07252890598431878,0.0493948882071806
p37_M,0.0032219125809984624,8.839719357546375,0.0,4.9908465e-07,4.546308229555592e-06,0.01697702907104995,0.0013235865901469917,0.0036611322108151315
p37_Q,0.004962037684479255,8.028824528902916,0.07692307692307693,1.3704769e-07,0.00012812809438936292,0.0391101943001745,0.0021405437540508872,0.023660416023876796
p37_R,0.8674668058621915,0.027902624427302597,0.0,0.0,0.0,0.0,0.0,0.0
p37_T,0.8636700755815144,0.029540318112239745,0.0,0.0,0.0,0.0,0.0,0.0
p37_V,1.2631053548628938e-10,44.90034259739537,0.0,0.0,0.00031339149351726763,0.060345509014094655,0.003305702127589216,0.012792920527040227
p37_Y,1.300515350046568e-06,24.54989695414189,0.0,0.0,0.0025617460063198424,0.12269813512771562,0.0569129353025092,0.03643456328730894
p38_H,0.08057384349653479,3.0770440871348357,0.0,0.0,0.0,0.0,0.0,0.0
p38_Y,3.629974163387831e-23,119.51784952713284,0.15384615384615385,9.193068e-05,0.002950270163006316,0.18293620930225915,0.018905635333749136,0.07174603986437715
p39_G,1.300515350046568e-06,24.54989695414189,0.0,0.0,0.0025617460063198424,0.12269813512771562,0.0569129353025092,0.03643456328730894
p39_H,0.0005053047585317572,12.403661784361836,0.0,4.835295e-05,0.00021793006425372826,0.07317042985156558,0.0009355640186309017,0.014874455377115185
p39_K,0.004356183008615225,8.272439170642944,0.0,2.7826556e-05,4.0933885180834615e-07,0.11766075351873856,0.0034886756617450885,0.024235533015088382
p39_M,0.21724717678999994,1.529818622682521,0.0,0.0,0.0,0.0,0.0,0.0
p39_N,0.0014072426708280341,10.417468331361265,0.0,1.3644721e-07,1.5656904826012607e-06,0.07775384182419286,0.0007713426506757146,0.015705377322512763
p39_R,0.00019795630182251883,14.250786201536144,0.0,2.8830977e-06,0.00023107778723374818,0.06318629617455677,0.0011159970379029252,0.012907250819488663
p39_S,0.00013801642148014476,14.968629169419147,0.0,2.2361188e-07,3.814974365177919e-05,0.05328621343396099,0.00026356949005153365,0.010717631255908352
p39_TFLI,0.026415865391749605,4.984817261473565,0.0,2.5661106e-07,0.0010492787190732715,0.16823466263277556,0.00534185824086923,0.03492521124075551
p39_Y,1.65460100006527e-27,149.54117130412783,0.0,4.9428177e-06,0.0012069619344439119,0.03706935807167926,0.061377127423700294,0.019931678049498303
p40_G,0.7009528803517882,0.14780588005629008,0.0,0.0,0.0,0.0,0.0,0.0
p40_I,0.00011294202561997087,15.369260220013949,0.0,1.3781277e-08,0.0009898965366868656,0.00910470855423338,0.010133579064949013,0.0040456395874291645
p40_L,2.195170568658635e-11,48.94453374332943,0.0,9.014811e-07,0.032431598077301275,0.015401693061537967,0.06714708812806529,0.02299625614959833
p40_M,0.003801842243894035,8.52792143341795,0.11538461538461539,2.0146567e-07,0.0022467609551736828,0.029877322973222487,0.0029159690533208486,0.03008497396639993
p40_SCF,0.3727617816252572,0.797164622228019,0.0,0.0,0.0,0.0,0.0,0.0
p40_V,0.05597681231945609,3.6853960564097923,0.0,5.5877363e-06,0.00027310921826399195,0.09670999504852573,0.001643186896431503,0.019726375779897918
p41_L,4.0997806248021434e-14,63.958248757410864,0.038461538461538464,2.1913449e-07,0.009473965731514032,0.13481780124283285,0.0051090282425133825,0.037572510562578126
p41_M,0.04316071046881593,4.1290964700976795,0.0,0.0,0.02677158141574181,0.004369524422485614,0.05192833542143849,0.016613888251933183
p41_Q,1.0352127603182525e-59,461.31057712411626,0.07692307692307693,0.28724784,0.7540317436793896,0.09877104542982643,1.0,0.4433947405244213
p41_T,8.856070602530207e-12,51.06591369693011,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p41_V,0.04877486683382209,3.9195218423471383,0.0,1.735138e-07,4.7525589021126785e-06,0.07957852634564642,0.002795804211126989,0.016475851325894526
p42_C,0.15269004061650202,2.0571067372844682,0.0,0.0,0.0,0.0,0.0,0.0
p42_G,2.3859968115423622e-05,18.51198748926646,0.038461538461538464,2.552082e-05,0.00021617471280339811,0.05142530007221921,0.02018126964631631,0.022061960742513563
p42_S,1.056179892434393e-05,20.183544116903423,0.038461538461538464,3.7626621e-06,0.0015456091515500651,0.04770657912835677,0.012459349097146181,0.02003536770014187
p42_T,1.8823252406923601e-06,23.77197861881921,0.19230769230769232,0.000112587535,0.0010788212089184,0.21948109330457619,0.002115868542343012,0.08301921257972869
p43_C,0.16073394997066742,1.978495999334769,0.0,0.0,0.0,0.0,0.0,0.0
p43_F,4.0230313105482125e-08,32.00414709470891,0.11538461538461539,9.073196e-05,0.019583499901011343,0.14373913854174827,0.0011336736713730997,0.05598633189228971
p43_I,0.04054537394481144,4.236809840194131,0.0,5.7054217e-07,0.001493216889180903,0.04006839118348891,0.006948676804568295,0.009702171083881612
p43_L,0.25416190229277685,1.3060080762856898,0.0,0.0,0.0,0.0,0.0,0.0
p43_TSG,0.6586664945954959,0.19559321592360246,0.0,0.0,0.0,0.0,0.0,0.0
p43_V,8.478952520989419e-05,15.944059406875411,0.0,9.113882e-07,0.0003651021143971233,0.13861251425699306,0.017213346765489832,0.031238374905018584
p44_F,1.2227476112405074e-62,499.42597103752803,0.0,0.0,0.12998101498246836,0.11518471138256922,0.877160715440431,0.22446528836109372
p44_I,0.7312745993533937,0.11819646885357014,0.0,0.0,0.0,0.0,0.0,0.0
p44_L,0.0168650621691087,5.784174192464855,0.0,0.0,0.00035565180666497376,0.12787345126903715,0.04901612296291733,0.03544904520772389
p44_T,7.826930356430012e-06,20.802163519045322,0.0,0.00041522604,0.004210041433727089,0.17784565416199696,0.00837459562353808,0.038169103451282105
p44_W,1.5711872200608124e-12,55.15166701292346,0.0,0.0,0.050485286729038584,0.06328023820959204,0.015182837300321161,0.025789672447790356
p44_Y,4.5747906656069676e-14,63.68963982326364,0.0,0.0,0.0001560249040550107,0.038674957449685736,0.03756127740528269,0.015278451951804689
p45_LFT,0.8727320213864824,0.025710864299959158,0.0,0.0,0.0,0.0,0.0,0.0
p45_M,0.0025394820173530895,9.290198726633895,0.5384615384615384,3.4485688e-06,1.6011762686861847e-05,0.08305837856373023,0.0043049811926663675,0.1251688717098853
p45_Y,0.5225848009512744,0.40989007002054034,0.0,0.0,0.0,0.0,0.0,0.0
p46_F,2.1243958653494542e-11,49.02084279169715,0.15384615384615385,0.0,0.0012571476121443455,0.04344478166051162,0.006753081743188922,0.04106023297239975
p46_G,4.027220486724693e-45,298.07612147594216,0.0,2.7966786e-07,0.1380990736813278,0.13516042776662132,0.2675315524186645,0.10815826670689446
p46_I,0.007349633350915224,7.298983889603271,0.0,0.0,0.0001675560527294124,0.04010307842973166,0.006932918150983913,0.009440710526688998
