Name	!color
KAF0306802.1	#00ff65
KAF0300607.1	#00ff87
KAF0290247.1	#610061
KAF0287453.1	#00ff81
XP_033778260.1	#b8ff00
XP_033782390.1	#00f5ff
AAV53959.1	#00e2ff
AAX99142.1	#610061
XP_008069734.1	#acff00
XP_008061781.1	#6000c2
XP_008046011.1	#00ff94
APP17987.1	#6000c2
APP17986.1	#6000c2
ABC75819.1	#610061
ABC75817.1	#a3ff00
AVR48193.1	#00ff17
AIY31989.1	#4fff00
AHA48198.1	#610061
AHA48186.1	#58ff00
AHA48177.1	#0500fe
AGH28027.1	#83ff00
ADW20311.1	#610061
NP_001269192.1	#3bff00
XP_021578081.1	#000cff
XP_005333841.1	#00ff83
XP_005319487.1	#1200fa
XP_073456345.1	#3100eb
XP_073456344.1	#bfff00
XP_073447859.1	#00ff89
XP_073475389.1	#690070
XP_029453475.1	#00efff
XP_029465665.1	#b1ff00
BAP11265.1	#83ff00
BAP11264.1	#0049ff
BAP11263.1	#610061
XP_043108868.1	#cfff00
XP_043108418.1	#001cff
XP_043107194.1	#00ff98
XP_043089278.1	#00ff96
XP_043087652.1	#21ff00
AVR48104.1	#00ffa8
CAD23115.1	#0054ff
XP_008069734.1	#acff00
XP_008061781.1	#6000c2
XP_008046011.1	#00ff94
APP17987.1	#6000c2
APP17986.1	#6000c2
XP_079190798.1	#610061
XP_079220841.1	#00ff20
XP_079215884.1	#00f0ff
XP_079196936.1	#00feff
XP_079196935.1	#00c8ff
XP_079196933.1	#25ff00
XP_079196932.1	#28ff00
XP_079196660.1	#0010ff
XP_079196658.1	#98ff00
AAY26027.1	#00ff95
AAX11203.1	#b6ff00
ADB98066.1	#4fff00
AAY26066.1	#27ff00
ADA77664.1	#00daff
AJD38714.1	#5700cd
AJD38713.1	#0056ff
XP_026737245.1	#610061
AAU93395.1	#90ff00
AAY16525.1	#610061
AAY16526.1	#0019ff
XP_079091102.1	#31ff00
XP_079081814.1	#00ff7d
XP_079073982.1	#0072ff
XP_079073981.1	#5600cd
XP_079073980.1	#caff00
XP_079073902.1	#28ff00
XP_079073901.1	#24ff00
CAD23115.1	#0054ff
CAD23114.1	#004eff
CAD23112.1	#003eff
CAD23111.1	#007dff
XP_015176771.1	#610061
XP_015175605.1	#1fff00
XP_015173428.1	#6f009f
XP_012520226.1	#6f009d
XP_012517499.1	#a7ff00
XP_012510626.1	#00ff96
XP_079604514.1	#2b00ee
XP_079604513.1	#0023ff
XP_079604356.1	#1bff00
XP_079596947.1	#00ffc0
XP_012670449.3	#00ffec
XP_012670450.2	#00fff2
XP_031424171.1	#00ffb9
XP_031424169.1	#00ffb9
XP_031423339.1	#00ffa2
XP_031423222.1	#c9ff00
XP_012681595.2	#00ff8e
XP_012694208.2	#00ff77
XXQ17499.1	#0089ff
XXQ17498.1	#00d9ff
QCB20394.1	#00ffe5
QCB20379.1	#5a00c9
QCB20360.1	#1700f8
QCB20337.1	#b7ff00
QCB20310.1	#15ff00
QCB20259.1	#00beff
QCB20245.1	#005bff
P22329.1	#dcff00
P28683.1	#00ff17
NP_990769.1	#6500bb
P28682.1	#005cff
NP_001384426.1	#00ff6d
NP_990771.2	#d9ff00
BAA00610.1	#00ff6d
AWC68270.1	#610061
AWC68208.1	#78ff00
AWC68089.1	#00e3ff
AMD82566.1	#610061
NP_001267052.1	#610061
XP_003494923.1	#3a00e5
XP_012237087.1	#8cff00
XP_012237085.1	#36ff00
ABP88810.1	#00ff73
ABP88809.1	#00cfff
ABP88808.1	#00f2ff
AAC05633.1	#7aff00
WWQ50564.1	#00ff6a
WWQ50528.1	#00bdff
WWQ50493.1	#5f00c3
WWQ50421.1	#630064
XP_079434825.1	#00b9ff
XP_079434824.1	#24ff00
XP_079434714.1	#0058ff
XP_079429681.1	#9dff00
XP_079413899.1	#00ff90
XP_079408389.1	#00ff78
CAA77257.1	#00ff87
XP_017323575.1	#00ff64
XP_017323342.1	#00ff7d
XP_017352009.1	#00ff4d
XP_017352008.1	#bdff00
AHH38144.1	#00ff4d
P51471.1	#00ffe1
P41592.1	#ccff00
NP_001278316.1	#00ffe3
XP_062839456.1	#610061
XP_008102120.2	#00c6ff
XP_003216951.2	#1000fa
AAD32621.1	#610061
AAA62614.1	#00ffe3
AAD42779.1	#1000fa
QSG73683.1	#c9ff00
QSG73671.1	#2bff00
QSG73659.1	#0024ff
XP_060148294.1	#56ff00
XP_030709585.2	#6600b7
XP_030696821.1	#00f0ff
AAP13015.1	#56ff00
AAC12762.1	#00f5ff
BAM72016.1	#00ffa6
BAM72015.1	#cdff00
BAM72014.1	#00ffde
BAM72013.1	#00ffc9
XP_024083078.1	#610061
XP_024081978.1	#00b3ff
XP_014244895.1	#3600e7
XP_014244894.1	#4600dd
XP_063828999.1	#00e9ff
QWV42696.1	#61ff00
QWV42695.1	#610061
NP_001301067.1	#0002ff
NP_001301089.1	#1aff00
XP_022251239.1	#00b5ff
XP_022247174.1	#00ff77
XP_022240090.1	#610061
XP_022241099.1	#006aff
ANF89422.1	#610061
AAA02498.1	#1fff00
QDR50941.1	#70ff00
QDR50940.1	#0018ff
QDR50939.1	#610061
QDR50938.1	#610061
ART30047.1	#610061
ART30045.1	#70ff00
ART30039.1	#610061
ART30038.1	#0018ff
ART30033.1	#70ff00
ADN96774.1	#610061
ADN96766.1	#0005ff
ADN96753.1	#0018ff
ACC77726.1	#70ff00
AAY16530.1	#0018ff
XP_069687170.1	#610061
XP_069687169.1	#610061
XP_069687168.1	#610061
XP_069685090.1	#00ff9f
XP_069685089.1	#6500b9
XP_069676605.1	#79ff00
XP_048714452.2	#00ffb8
XP_048682653.1	#00ffc0
XP_048692751.1	#610061
ART30095.1	#610061
ART30094.1	#610061
ART30093.1	#000eff
ART30092.1	#6fff00
ART30090.1	#610061
ART30089.1	#000eff
ART30082.1	#6aff00
ART30073.1	#610061
ACJ72020.1	#610061
ADA69285.1	#00eaff
ADA69284.1	#00eaff
ADA69283.1	#00eaff
ACB45448.1	#00fff3
AVR48137.1	#00ffd6
KAM6947200.1	#0027ff
KAM6947083.1	#00ffdb
KAM6929547.1	#00ffdf
O13227.1	#00f5ff
XP_061077045.1	#000fff
XP_061077044.1	#0013ff
XP_061071715.1	#1fff00
XP_061113489.1	#00ff87
XP_061112894.1	#00ffc8
XP_061112527.1	#00feff
Q25158.1	#007bff
Q25157.1	#0087ff
BCN28588.1	#00e2ff
BCN28587.1	#4b00d8
BCN28586.1	#610061
XP_033977647.1	#9bff00
XP_033995327.1	#00e2ff
XP_033982463.1	#00ffa2
QGW08865.1	#b2ff00
QGW08854.1	#00ffcd
QGW08843.1	#00ff7e
XP_050840470.1	#c1ff00
XP_018779998.1	#00ff72
XP_009097607.1	#00ff72
XP_009096609.1	#00ff50
NP_001289029.1	#610061
ACB45447.1	#00faff
AHA48200.1	#610061
AHA48188.1	#6fff00
AHA48170.1	#0094ff
Q25158.1	#007bff
Q25157.1	#0087ff
XP_004741871.2	#6b00ad
XP_004780768.1	#acff00
XP_004738634.1	#00ff94
XP_031681296.1	#00ff20
XP_020339289.2	#00ffdf
XP_031681294.1	#00ffeb
XP_031681293.1	#00fdff
XP_031652556.1	#9dff00
XP_031652469.1	#b8ff00
XP_031671337.1	#c9ff00
XP_020314953.1	#00ff7d
XP_020339290.1	#00ff38
XP_020347991.1	#4d00d7
AAP58340.1	#5f00c3
AAP58339.1	#610061
AAP58338.1	#00ff38
AAP58337.1	#00ff7d
AAP58336.1	#b8ff00
ABC25003.1	#00ffeb
P22269.1	#00ffe5
XP_065361768.1	#610061
XP_065358973.1	#610061
XP_065356544.1	#0033ff
XP_065355107.1	#12ff00
XP_065371719.1	#00ff46
XP_065369707.1	#79ff00
CAI47590.1	#79ff00
CAI47589.1	#003dff
CAI47588.1	#610061
XP_077329554.1	#610061
XP_077307726.1	#00ff95
XP_077335241.1	#b7ff00
XP_077335237.1	#3100eb
AAB24265.1	#00ff95
Q95170.1	#a8ff00
XP_017922189.1	#00ff99
XP_005679502.1	#2c00ed
XP_058873367.1	#70ff00
XP_033858485.3	#002eff
XP_034767254.2	#00ff17
XP_033911878.3	#00ff5c
XP_058844578.1	#00ff04
XP_058841824.1	#610061
XP_033888787.2	#610061
RXM92748.1	#00d4ff
RXM91125.1	#00ff04
RXM31678.1	#00ff17
RXM30475.1	#610061
XP_071893658.1	#6a00b0
XP_027300704.1	#00ff45
XP_005012111.1	#00ff7c
KAM8757031.1	#27ff00
KAM8757030.1	#2aff00
KAM8756644.1	#6300be
KAM8756643.1	#0b00fc
KAM8756642.1	#0034ff
KAM8756641.1	#d3ff00
KAM8754479.1	#00ff94
KAM8743075.1	#19ff00
KAM8739662.1	#610061
XP_074133748.1	#60ff00
XP_074124098.1	#610061
XP_074139959.1	#00ff88
AAN86046.2	#00ff88
QPF71149.1	#610061
QPF71148.1	#10ff00
ADA77672.1	#3e00e2
ADA77669.1	#005aff
ADA77662.1	#2bff00
ADA77650.1	#55ff00
ADA77667.1	#610061
ADA77658.1	#00ff95
ADA77656.1	#00daff
ADA77648.1	#b6ff00
XP_052120366.1	#64ff00
XP_026279762.1	#690071
KAE8750304.1	#dfff00
KAE8750303.1	#98ff00
KAE8740356.1	#1100fa
KAE8736982.1	#2100f3
O18910.2	#0fff00
NP_001075818.1	#00ff91
XP_069922406.1	#13ff00
XP_069927406.1	#0300ff
QGW08860.1	#9aff00
QGW08849.1	#00fffe
QGW08839.1	#00ff84
XP_015256495.1	#2dff00
XP_015256494.1	#00ff4f
XP_015256493.1	#00e0ff
XP_015250230.1	#00ff92
XP_015243230.1	#610061
XP_015239256.1	#00ff96
XP_015254461.1	#bfff00
XP_015254357.1	#6c00aa
NP_001274761.1	#00ff95
NP_001273254.1	#b6ff00
NP_001273246.1	#2bff00
XP_005941617.1	#00ffad
XP_005938994.1	#00ff95
XP_005927576.1	#52ff00
XP_005927575.1	#00e0ff
XP_005915344.1	#4600dd
NP_001273231.1	#0056ff
NP_001298010.1	#610061
XP_033927774.1	#00ccff
XP_033927629.1	#b3ff00
XP_012983668.1	#00ff68
XP_005145855.1	#00ff68
XP_005142888.1	#00ff79
QGW08864.1	#c1ff00
QGW08859.1	#610061
QGW08853.1	#22ff00
AJD38755.1	#5500cf
AJD38754.1	#3700e7
KAL2807162.1	#00ff88
KAL2777651.1	#610061
KAL2767968.1	#7fff00
ABR53751.1	#610061
ABR53750.1	#610061
ADB98075.1	#52ff00
AAW34329.1	#00ff89
AAV93297.1	#00ff89
ADB98087.1	#00e0ff
XP_062248717.1	#00ff23
XP_062238255.1	#610061
XP_062258971.1	#00acff
XP_062258959.1	#00ffeb
XP_062258949.1	#00fffb
XP_062258940.1	#00ffeb
XP_062258931.1	#00f4ff
XP_062258918.1	#29ff00
XP_062251796.1	#00acff
XP_062251782.1	#005fff
XP_062251772.1	#6000c2
XP_062251759.1	#8bff00
XP_062268214.1	#16ff00
CAD23112.1	#003eff
P51472.1	#0021ff
P22332.2	#b4ff00
QGW08861.1	#90ff00
QGW08850.1	#00ffd0
QGW08840.1	#00ff85
O18913.2	#acff00
NP_001009242.1	#00ff94
XP_019678889.1	#aaff00
XP_019678887.1	#003bff
XP_003983068.1	#3c00e4
XP_044207687.1	#00fffa
XP_044204674.1	#5900cb
XP_044203741.1	#008cff
XP_044203739.1	#00ffe1
XP_044203738.1	#00ff83
XP_044203737.1	#00ff76
XP_044203734.1	#23ff00
XP_044190493.1	#00fff7
APY20564.1	#610061
APY20563.1	#5fff00
BAJ22054.1	#cfff00
BAJ22053.1	#8dff00
BAJ22052.1	#000fff
BAJ22051.1	#6f008a
QPZ85632.1	#13ff00
QPZ85628.1	#1fff00
QPZ85623.1	#0063ff
QPZ85611.1	#00ffee
XP_064289254.1	#00ff72
XP_064255228.1	#00ff50
AJD38782.1	#4e00d6
NP_001298010.1	#610061
XP_033927774.1	#00ccff
XP_033927629.1	#b3ff00
XP_012983668.1	#00ff68
XP_005145855.1	#00ff68
XP_005142888.1	#00ff79
BAB55453.1	#abff00
BAB55452.1	#00ff65
BAB79499.1	#610061
BAB39378.1	#00abff
P35358.1	#95ff00
P35357.1	#0099ff
AAG61163.1	#610061
XP_047439382.1	#00c2ff
XP_047439381.1	#2aff00
XP_047439380.1	#27ff00
XP_047439379.1	#27ff00
XP_047439079.1	#d0ff00
XP_047440995.1	#00ffb6
CAA77250.1	#00ffb6
XP_021484930.1	#00ff4b
XP_021517546.1	#610061
XP_021496704.1	#00ffa0
KPI94663.1	#00c2ff
XP_013168193.1	#00c0ff
XP_013165248.1	#610061
XP_013165247.1	#610061
BAA31723.1	#e2ff00
BAA31722.1	#88ff00
BAA31721.1	#8dff00
KAL2807162.1	#00ff88
KAL2777651.1	#610061
KAL2767968.1	#7fff00
ABR53751.1	#610061
ABR53750.1	#610061
AZT81967.1	#abff00
AZT81921.1	#00ff91
BAD14290.1	#5f00c3
BAM66995.1	#1b00f6
BAH57295.1	#a3ff00
BAH57294.1	#00b8ff
BAH57293.1	#00ff57
BAH57292.1	#610061
AVR48193.1	#00ff17
QCB20396.1	#00ffe5
QCB20361.1	#1700f8
QCB20338.1	#bcff00
QCB20312.1	#15ff00
QCB20261.1	#00bfff
QCB20246.1	#0055ff
QCB20395.1	#00ffe5
QCB20311.1	#15ff00
QCB20260.1	#00bfff
AUS89454.1	#0059ff
AUS89453.1	#1700f8
AUS89450.1	#00ffc6
AUS89449.1	#b0ff00
AJD38900.1	#1700f8
XP_014881004.1	#610061
XP_014916209.1	#0900fd
XP_014916208.1	#6a00af
XP_014905008.1	#40ff00
XP_014904171.1	#d0ff00
XP_014902744.1	#00ff82
XP_014897888.1	#00c1ff
XP_014897886.1	#2aff00
XP_014882994.1	#00ffb2
AEQ53951.1	#2aff00
AEQ53935.1	#54ff00
AJD38881.1	#2000f4
YDB82717.1	#33ff00
YDB82716.1	#6000c2
YDB82715.1	#0066ff
YDB82714.1	#6300bd
XP_022175109.1	#6c00ab
AAY26030.1	#00ff95
AAX11204.1	#c1ff00
ADB98069.1	#54ff00
AAY26067.1	#2bff00
ADA77663.1	#00dcff
Q90309.1	#610061
P32310.1	#0017ff
XP_026116811.1	#00ff0f
XP_026069166.1	#00ff68
XP_026069165.1	#00fff8
XP_026069164.1	#00fff6
XP_026131432.1	#c0ff00
XP_026117029.1	#a6ff00
XP_026117008.1	#0059ff
XP_026107414.1	#00ff83
XP_026107403.1	#00ff87
P32313.1	#c0ff00
AAA49191.1	#00ffd5
ACZ97946.1	#a6ff00
XP_040264312.1	#00ff8e
XP_040261019.1	#a1ff00
XP_040260821.1	#4500dd
XP_040269468.1	#6f009f
KAM9536585.1	#aeff00
KAM9536584.1	#96ff00
KAM9536581.1	#4d00d7
KAM9525380.1	#00ff22
KAM9523150.1	#00ff38
KAM9523145.1	#00ffe8
KAM9522752.1	#00fffb
KAM9505088.1	#00ff87
XP_071226711.1	#b5ff00
XP_071187826.1	#c5ff00
XP_032827541.1	#79ff00
XP_032827379.1	#00ffa3
XP_014088321.1	#610061
XP_014088320.1	#610061
XP_014087806.1	#4aff00
XP_014085801.1	#00ff27
XP_014103404.1	#00e5ff
XP_025762987.1	#54ff00
XP_003448804.1	#610061
XP_003448394.1	#00b2ff
XP_003448392.1	#2bff00
XP_003442679.1	#005aff
XP_003442678.1	#4b00d8
XP_003442677.1	#c0ff00
XP_003439053.1	#00ff9d
ADW80529.1	#4b00d8
ADW80526.1	#2bff00
ADW80524.1	#00d4ff
BAO03865.1	#650068
BAO03864.1	#71ff00
XP_018545448.2	#610061
XP_018553461.1	#00ff92
XP_018542041.1	#2dff00
XP_018541506.1	#00ff90
XP_018541321.1	#00fff5
XP_018541320.1	#00baff
XP_018540731.1	#00ffbb
XP_018535504.1	#1100fa
XP_018535500.1	#0d00fb
XP_018535499.1	#6000c2
XP_018535498.1	#c4ff00
XP_018535497.1	#cfff00
BAE66717.1	#00ffc1
NP_001041646.1	#5fff00
P03999.2	#5000d3
P04000.2	#baff00
NP_000530.1	#00ffa0
KAI4015720.1	#5000d3
KAI4001550.1	#c5ff00
KAI2601336.1	#69ff00
KAI2601331.1	#97ff00
ALC78883.1	#00ffa0
AKR04379.1	#00ffa0
CAA92342.1	#c5ff00
AAI71754.1	#5fff00
AIK20539.1	#00ffa0
AAL31362.1	#5000d3
XP_061760219.1	#00ffbe
XP_061730826.1	#006aff
XP_061730825.1	#3900e5
XP_061730824.1	#ceff00
XP_061730401.1	#00ffd7
XP_061730400.1	#27ff00
ACS49827.1	#00ffbb
UJY64326.1	#0080ff
QIW86051.1	#00aaff
QIW86050.1	#6cff00
QIW86049.1	#70ff00
QIW86048.1	#61ff00
QIW86047.1	#ff9d00
QIW86046.1	#ebff00
QIW86045.1	#77ff00
QIW86043.1	#79ff00
QIW86042.1	#75ff00
QIW86041.1	#7cff00
QIW86037.1	#81ff00
QIW86036.1	#81ff00
QIW86035.1	#66ff00
QIW86034.1	#0070ff
QIW86033.1	#0070ff
QIW86032.1	#0073ff
QIW86031.1	#00a9ff
QIW86030.1	#0093ff
QIW86029.1	#7aff00
QIW86028.1	#007fff
QIW86027.1	#009cff
QIW86026.1	#0081ff
QIW86025.1	#55ff00
QIW86023.1	#76ff00
AUC64078.1	#00a9ff
AUC64077.1	#ff9d00
ABG37007.1	#8eff00
ABG37009.1	#96ff00
ABG37008.1	#ffae00
AVR48096.1	#00ffbf
AVR48095.1	#00ffc5
AVR48093.1	#00ffb6
AAU29518.2	#610061
AAW69833.1	#a9ff00
NP_001267588.1	#00f6ff
XP_019789203.1	#56ff00
XP_004311163.2	#6900b1
AHA48203.1	#610061
AHA48192.1	#80ff00
AHA48180.1	#001cff
BAM64745.1	#2bff00
BAM64744.1	#2bff00
BAM64743.1	#2bff00
BAM64735.1	#2bff00
BAM64733.1	#2bff00
BAM64732.1	#2bff00
BAM64563.1	#00ff89
BAM64176.1	#a7ff00
BAM64175.1	#3e00e2
BAM64174.1	#0056ff
BAM64170.1	#3e00e2
BAM64155.1	#005aff
BAM64153.1	#0056ff
BAM63838.1	#2bff00
BAM63837.1	#2bff00
BAM63833.1	#2bff00
BAM63832.1	#28ff00
BAM63831.1	#2bff00
BAM63828.1	#2bff00
BAM63827.1	#2bff00
BAM63826.1	#2bff00
BAM63824.1	#2bff00
BAM63774.1	#52ff00
BAM63771.1	#52ff00
BAM63769.1	#52ff00
AAC47083.1	#6aff00
AAC05092.1	#610061
O18912.2	#91ff00
XP_001502785.2	#6300bc
XP_070093338.1	#00ffa7
XP_023475702.2	#00ffa0
QDR51015.1	#62ff00
QDR51014.1	#0030ff
QDR51013.1	#610061
AAD11965.1	#610061
AAD11964.1	#62ff00
AAD11966.1	#0030ff
CAK7307223.1	#6e00a4
CAK7313563.1	#a8ff00
XP_041619878.1	#00ff96
XP_052329676.1	#00e5ff
XP_052329675.1	#00fcff
XP_035633247.2	#9dff00
XP_052363545.1	#c9ff00
XP_035597251.1	#3aff00
XP_035594035.1	#00ff7d
XP_035653299.1	#00ffc4
XP_035633248.1	#4d00d7
XP_035633246.1	#c0ff00
AAP58335.1	#4d00d7
AAP58334.1	#610061
AAP58333.1	#00ff38
AAP58331.1	#c0ff00
XP_059703677.1	#610061
XP_059728382.1	#0007ff
XP_059728321.1	#c1ff00
XP_059723505.1	#00ff50
XP_059712882.1	#00ff72
BAU71684.1	#610061
BAU71683.1	#41ff00
BBA85529.1	#610061
BBA85528.1	#00ffa5
BBA85527.1	#00ffb6
BBA85526.1	#00ffd7
BBA85525.1	#98ff00
BBA85524.1	#00ff9d
BBA85523.1	#00ffa5
BBA85521.1	#00ffd7
BBA85441.1	#98ff00
XP_071893658.1	#6a00b0
XP_027300704.1	#00ff45
XP_005012111.1	#00ff7c
XP_080029008.1	#00cdff
XP_080028139.1	#00ecff
XP_080028138.1	#00ff89
XP_080027994.1	#00d5ff
XP_080027699.1	#00b3ff
XP_080027698.1	#00b3ff
XP_080027697.1	#00c7ff
XP_080027470.1	#00ff68
XP_080027469.1	#00ffbc
XP_080026868.1	#00ddff
XP_080026867.1	#00e0ff
XP_080026866.1	#00d7ff
XP_080026846.1	#00ceff
XP_080034707.1	#00edff
XP_080031439.1	#00ff30
XP_080029482.1	#00e5ff
XP_080029481.1	#00d6ff
XP_080029480.1	#00ffd9
XP_080029479.1	#00fdff
NP_001284385.1	#0004ff
XP_008422777.1	#00ff49
NP_001315989.1	#23ff00
NP_001315988.1	#d7ff00
NP_001284381.1	#c5ff00
NP_001284379.1	#91ff00
NP_001299581.1	#00ff65
NP_001284419.1	#610061
ACB99445.1	#c5ff00
ACB99436.1	#91ff00
ACB99435.1	#91ff00
ACB99434.1	#91ff00
ACB99432.1	#91ff00
NP_001284387.1	#1eff00
NP_001284383.1	#6a00af
NP_001284389.1	#00bcff
CAA72034.1	#00ff60
AQZ42172.1	#00ff65
BAU59423.1	#610061
BAU59422.1	#6a00af
BAU59421.1	#0004ff
BAU59417.1	#44ff00
BAM74446.1	#6a00af
BAM74443.1	#44ff00
BAM74442.1	#45ff00
BAM74441.1	#d8ff00
AEL89379.1	#91ff00
ABI33106.1	#00ff60
ABA56304.1	#ccff00
ABA56303.1	#44ff00
ABA56302.1	#c5ff00
P35358.1	#95ff00
P35357.1	#0099ff
AAG61163.1	#610061
ART29965.1	#610061
ART29964.1	#610061
ART29963.1	#000fff
ART29962.1	#6fff00
ART29960.1	#0200ff
AAY16538.2	#610061
AAY16540.1	#6fff00
AAY16539.1	#000fff
AAY16537.1	#610061
AZT82013.1	#610061
AZT81975.1	#93ff00
AZT81929.1	#00ff91
AKS10573.1	#00ffbc
ARO86048.1	#610061
ARO86021.1	#b9ff00
ARO85994.1	#00c8ff
XP_044736045.1	#610061
XP_044727952.1	#6cff00
XP_044733194.1	#6f0087
AAV53958.1	#00feff
AAX99140.1	#610061
AJD38852.1	#1200fa
AAT91642.1	#610061
AAT91645.1	#96ff00
AAT91644.1	#f9ff00
AAT91643.1	#00c3ff
XP_013189733.2	#0070ff
CAA44275.1	#00ffa3
CAZ86757.1	#00ffb0
CAZ86755.1	#00ffb0
CAZ86750.1	#00ffa3
CAZ86749.1	#00ffab
CAZ86748.1	#00ffa3
CAZ86747.1	#00ffa3
CAZ86746.1	#00ffa3
CAZ86744.1	#00ffa3
CAZ86743.1	#00ffa3
UVC66209.1	#0041ff
UVC66205.1	#00ffc2
UVC66200.1	#00ffbc
UVC66199.1	#2bff00
UVC66198.1	#29ff00
XP_069580247.1	#610061
XP_069569879.1	#00ff84
XP_069546767.1	#2bff00
XP_069546765.1	#3fff00
XP_069580166.1	#00ffa5
XP_069580158.1	#00ffa4
XP_069570301.1	#0019ff
XP_069570289.1	#5900cb
XP_069570004.1	#90ff00
KAM9830909.1	#00ffc5
KAM9799185.1	#27ff00
KAM9799156.1	#4e00d5
KAM9799155.1	#0064ff
KAM9799154.1	#d2ff00
XP_061149618.1	#00e0ff
XP_061148188.1	#5800cc
QPZ85621.1	#006cff
QPZ85617.1	#02ff00
QPZ85609.1	#00ffa8
AHE80983.1	#b6ff00
AHE80982.1	#610061
XP_035239401.1	#00ff8f
XP_035237351.1	#00d1ff
XP_035237343.1	#07ff00
ACT34385.1	#2f00ec
ACT34384.1	#07ff00
2206482A	#00ff8f
XP_032253397.1	#a6ff00
XP_032268123.1	#00ff94
XP_032257510.1	#6d00a7
AAP13017.1	#a6ff00
AAD16998.1	#a6ff00
AVR48184.1	#00ff17
XP_006088441.1	#610061
XP_006087726.1	#b3ff00
XP_006083873.1	#00ffb4
XP_074033217.1	#610061
XP_074027146.1	#00ff00
XP_074027145.1	#00ff00
XP_074036764.1	#6a0074
XP_023018922.2	#610061
APY20620.1	#0bff00
APY20619.1	#610061
BFM47289.1	#00ff77
BAD14290.1	#5f00c3
XP_031353294.1	#610061
XP_031335339.1	#3200ea
APY20649.1	#50ff00
AXY64822.1	#610061
AXY64804.1	#610061
AXY64777.1	#610061
AXY64749.1	#610061
AXY64727.1	#610061
AXY64724.1	#610061
AXY64715.1	#610061
AXY64697.1	#610061
AXY64664.1	#610061
AXY64659.1	#610061
AXY64578.1	#50ff00
AXY64576.1	#50ff00
AXY64503.1	#50ff00
ALB48826.1	#50ff00
BCK34770.1	#610061
BCK34760.1	#0030ff
BCK34750.1	#5dff00
XP_074882855.1	#70008c
XP_074882852.1	#6f009b
XP_074912215.1	#00ff8b
XP_074909660.1	#00ff92
AVR48164.1	#00ff17
AVR48162.1	#00ff23
P22329.1	#dcff00
P28683.1	#00ff17
NP_990769.1	#6500bb
P28682.1	#005cff
NP_001384426.1	#00ff6d
NP_990771.2	#d9ff00
BAA00610.1	#00ff6d
XP_021702394.1	#009bff
XP_021698798.1	#610061
XP_001652725.2	#64ff00
WIF22033.1	#610061
Q95YI3.1	#4cff00
QPZ85635.1	#29ff00
QPZ85634.1	#2bff00
QPZ85630.1	#2bff00
