feature,Adaboost,et,rf,BayesianRidge,xgb,mean
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.38764509200197517,0.5,0.6595859619888106,0.599535060541919,0.5021486878395081,0.5297829604744425
61,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.32810881698681515,0.4201112745652411,0.4831357311175958,0.4894213078833148,0.011911422945559025,0.3465377106997052
65,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.32810881698681515,0.4201112745652411,0.4831357311175958,0.4894213078833148,0.011911422945559025,0.3465377106997052
70,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0
87,0.32810881698681515,0.4201112745652411,0.4831357311175958,0.4894213078833148,0.011911422945559025,0.3465377106997052
88,0.0004892873518423773,4.5768819543962716e-05,0.08703966543572063,0.34822342217222746,5.921210686210543e-07,0.08715974718008061
89,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0
93,0.012695772080610172,0.0,0.319171923977621,0.5844782366863098,0.0042974562384188175,0.18412867779659198
94,0.2387972396901049,5.6944926641907116e-05,0.3958001613340435,1.0,1.1961720502995377e-09,0.3269308694293925
95,0.0,0.0,0.0,0.0,0.0,0.0
96,0.032062633293383554,0.0013336488514645289,0.24681717039270962,0.25748035762320615,0.0005114099476486444,0.10764104402168248
97,0.0,0.0,0.0,0.0,0.0,0.0
98,0.14742101332029076,5.242126424512011e-05,0.22941404809612626,0.11002189318560303,5.949851038167253e-05,0.09739377487532937
99,0.0,0.0,0.0,0.0,0.0,0.0
100,0.28345302833846003,0.21008410974594152,0.43946794622581964,0.7447106539416574,0.0059557119384408,0.3367342900380639
101,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0986124503492721,2.2884409771981358e-05,0.2907116594732316,0.19877256738857405,5.144354942032692e-10,0.11762391242705703
105,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.1401563503020647,4.9494188576610854e-05,0.38816478960802153,0.2675415147878039,0.010201619006693363,0.161222753578632
109,0.32810881698681515,0.4201112745652411,0.4831357311175958,0.4894213078833148,0.011911422945559025,0.3465377106997052
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.13980361985875145,4.5768819543962716e-05,0.342468896120209,0.1166854753875763,1.0288709884065383e-09,0.11980075224299033
112,0.1280938204934991,0.022434527111648964,0.39939948376460205,0.11249829340749265,1.824260031924041e-08,0.1324852286039686
113,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.027114519115539946,0.10348830961721042,0.25400794839991786,0.02556862447743926,0.0005361689254641533,0.08214311410711432
123,0.0,0.0,0.0,0.0,0.0,0.0
124,0.022378956518300172,6.120249125064784e-05,0.20270229355102468,0.4359582020800858,0.005186942405998707,0.133257519409332
125,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0
133,0.025720270675483284,0.0,0.2577589021183015,0.3164997321882217,0.0010765399783849716,0.12021108899207829
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0
150,0.32810881698681515,0.4201112745652411,0.4831357311175958,0.4894213078833148,0.011911422945559025,0.3465377106997052
151,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0
153,0.089435671352768,5.002638415270345e-05,0.361314538375833,0.2921635269453735,0.002247197786346078,0.14904219216889464
154,0.014409027194552095,0.0026672977029290577,0.25449264818609074,0.15671607991494063,0.001022410811856389,0.08586149276207379
155,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0210987424314856,0.0,0.09779008043716059,0.07218342232763549,8.744106162339449e-05,0.038231937251581014
158,0.32810881698681515,0.4201112745652411,0.4831357311175958,0.4894213078833148,0.011911422945559025,0.3465377106997052
159,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.028393142049892364,0.024447734276753827,0.18796499709132247,0.4622098847246916,0.0008550861966796219,0.14077416886786798
163,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0
166,0.017817927959877057,0.0,0.12810862144090346,0.12914246306974916,2.666152795427479e-05,0.05501913479969679
167,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0
169,0.005250877046884937,0.0,0.08834702686401989,0.056651733171313653,0.0007234789663925767,0.030194623209722216
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.08850983032757337,5.747712221799971e-05,0.15868595409938108,0.24786214793941713,0.01036380510777235,0.10109584291927239
184,0.0,0.0,0.0,0.0,0.0,0.0
185,0.09501115548578097,5.055857972879603e-05,0.21657094128134718,0.2691541297988175,0.001858799485489726,0.11652911692623284
186,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0
209,0.28523292372103676,0.0,0.5039453804221662,0.7900699359553349,0.0,0.3158496480197076
210,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0
213,0.014409027194552095,0.0026672977029290577,0.25449264818609074,0.15671607991494063,0.001022410811856389,0.08586149276207379
214,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0
218,0.6640544084934076,0.21005563728262056,0.6816570530716122,0.5603998377940594,0.10769560933113098,0.4447725091945661
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0
228,0.2339562184227833,0.21007852169239255,0.41280231361890235,0.30305339163544553,0.0059557119384408,0.2331692314615929
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.09819627180890532,0.00013304889402314892,0.20213392726371343,0.23840129390684905,5.543929091800237e-06,0.10777401716051656
256,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0004892873518423773,4.5768819543962716e-05,0.08703966543572063,0.34822342217222746,5.921210686210543e-07,0.08715974718008061
264,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0
271,0.13980361985875145,4.5768819543962716e-05,0.342468896120209,0.1166854753875763,1.0288709884065383e-09,0.11980075224299033
272,0.0,0.0,0.0,0.0,0.0,0.0
273,0.014409027194552095,0.0026672977029290577,0.25449264818609074,0.15671607991494063,0.001022410811856389,0.08586149276207379
274,0.0,0.0,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0
277,0.5453516144550776,0.7100556372826206,0.741567865558798,0.5520065961404215,0.505955696105957,0.6109874819085749
278,0.0,0.0,0.0,0.0,0.0,0.0
279,1.0,0.0,0.8801783750256283,0.6313783677048042,0.2034797966480255,0.5430073078756916
280,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0
282,0.32810881698681515,0.4201112745652411,0.4831357311175958,0.4894213078833148,0.011911422945559025,0.3465377106997052
283,0.0,0.0,0.0,0.0,0.0,0.0
284,0.17040229453371267,0.21005563728262056,0.4011538275476084,0.5369497722848123,0.008104439824819565,0.2653331942947147
285,0.0,0.0,0.0,0.0,0.0,0.0
286,0.08142955742312073,2.2884409771981358e-05,0.24617516661559669,0.062370026790465674,0.0003132845158688724,0.07806218395096479
287,0.2339562184227833,0.21007852169239255,0.41280231361890235,0.30305339163544553,0.0059557119384408,0.2331692314615929
288,0.0873264756731672,0.0,0.36048906963047084,0.16325499264002938,0.034406598657369614,0.1290954273202074
289,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0
292,0.14542538084609238,0.09519974941908847,0.41692962813897255,0.9595362887483324,0.0022643927950412035,0.32387108798950537
293,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0
295,0.012695772080610172,0.0,0.319171923977621,0.5844782366863098,0.0042974562384188175,0.18412867779659198
296,0.0,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0
301,0.7625944119233402,1.0,1.0,0.6145918843975281,1.0,0.8754372592641737
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0873264756731672,0.0,0.36048906963047084,0.16325499264002938,0.034406598657369614,0.1290954273202074
304,0.0076530505681446275,0.0,0.19220478279536116,0.0029182211133515776,0.00014102531713433564,0.040583415958798344
305,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0
318,0.0,0.0,0.0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.0,0.0,0.0
320,0.32810881698681515,0.4201112745652411,0.4831357311175958,0.4894213078833148,0.011911422945559025,0.3465377106997052
321,0.0,0.0,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0,0.0,0.0
323,0.0,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0
326,0.0,0.0,0.0,0.0,0.0,0.0
327,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0
350,0.0,0.0,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0
