feature,p_value,score,rf,lgbm,gbc,LassoLars,Lasso,mean
p15_GEPI,0.00016637424286984785,14.585127005825392,0.00015271813886736583,0.0,0.00011457651515364433,0.0,0.0,5.345893080420203e-05
p15_K,4.644870035735844e-30,167.1207951151399,0.004966860847016726,0.0,0.0003790325271648699,0.0,0.01683166887943418,0.004435512450723155
p15_N,0.765071647477263,0.0894788993537456,0.0,0.0,0.0,0.0,0.0,0.0
p15_Q,1.504108512764703e-09,39.202406507554436,0.002876461133307943,0.0,0.0,0.0,0.0,0.0005752922266615886
p15_S,7.534163953554747e-13,56.752846502417206,0.002766861561978826,0.19444444444444445,0.0003621351372737664,0.0,0.053880866106271706,0.05029086144999375
p15_T,1.6071160313636386e-12,54.954031380621,0.028852476990709742,0.0,0.01522888681812571,0.0,0.0,0.00881627276176709
p15_V,0.0062693296162233516,7.59019160975555,0.0002596325197927579,0.027777777777777776,0.0,0.0,0.0,0.005607482059514107
p17_G,0.0018860363316742365,9.85128322201564,0.001835249196338969,0.0,0.002890109920124717,0.0,0.0,0.0009450718232927372
p17_I,1.1730563841154562e-41,262.412921769329,0.13746402848806005,0.0,0.02661575441499817,0.0,0.0,0.03281595658061164
p17_K,8.476120327135032e-07,25.421812663322658,0.0009607633698986098,0.1388888888888889,7.930126059379107e-05,0.0,0.0,0.027985790703876263
p17_L,0.03423830701299988,4.528792406164688,0.0006695147311274658,0.0,0.0,0.11213402432255909,0.0,0.02256070781073731
p17_Q,0.00020176824775797306,14.202360431614396,0.00013078493028592016,0.0,6.41126420322102e-05,0.0,0.0,3.897951446362607e-05
p17_R,0.0029206449486096214,9.020777268499312,0.0014800289601436705,0.0,0.00020514790638858797,0.0,0.0,0.0003370353733064517
p17_S,1.945998650829684e-15,71.28449878349542,0.016453423759975647,0.0,0.000360460143883796,0.0,0.0,0.0033627767807718886
p17_T,0.0005126134427277505,12.367459730799427,0.000637841107064625,0.0,0.00024109104979050028,0.0,0.00897865004350924,0.001971516440072873
p18_S,4.0041627862887285e-86,866.9150832687169,0.2781843634505391,0.16666666666666666,0.7103726322165274,0.048084925895639875,0.20916145759032273,0.28249400916393913
p18_T,1.0905660763291917e-19,96.66827986756938,0.011946055884159376,0.05555555555555555,0.03966651996790377,0.0,0.0,0.02143362628152374
p19_G,2.849943759726241e-22,113.04370629451101,0.03155332985121279,0.0,0.005770179277988196,0.0,0.005895587992202835,0.008643819424280764
p19_KVLHQEI,0.0019668937872144698,9.771230663573206,0.0016652499255880476,0.0,0.000385459604259401,0.039875500818340556,0.11917127145476712,0.03221949636059103
p19_N,0.0010859564711854504,10.910196158720108,0.002835565427392943,0.0,0.0005499770623039514,0.0,0.0,0.0006771084979393788
p19_S,5.3370137042934035e-09,36.384254691552336,0.002513674794807409,0.1111111111111111,0.0017073172409702209,0.08310164423143526,0.08413473724131965,0.05651369692392873
p19_T,0.6974623440971321,0.1514490125878357,0.0,0.0,0.0,0.0,0.0,0.0
p20_L,0.19287314241387005,1.7040610096561954,0.0,0.0,0.0,0.0,0.0,0.0
p20_T,9.430996309261029e-18,84.86643850238586,0.06895240417226567,0.0,0.12995428957454194,0.0,0.0,0.039781338749361524
p20_V,6.777152810327639e-15,68.1849790119154,0.030904348469142535,0.05555555555555555,6.26547852566769e-05,0.0,0.0,0.01730451176199095
p20_Y,0.055038383357109574,3.713157055228595,0.005958988693095006,0.0,0.0,0.0,0.0,0.0011917977386190011
p21_V,1.2018677173487164e-21,109.01283716132824,0.03155332985121279,0.0,0.005770179277988196,0.0,0.005895587992202835,0.008643819424280764
p22_R,3.8025656402077806e-88,906.8875158607281,0.5570875505708047,0.08333333333333333,0.18552092347182894,0.0,0.0,0.1651883614751934
p23_G,2.327534611234429e-16,76.62917699780087,0.002077927156902541,0.1111111111111111,0.0001137878677890859,0.0,0.02206639811089043,0.02707384484933863
p23_S,6.566518263539111e-11,46.30181468971345,0.031489917094466614,0.1388888888888889,0.009538774101485029,0.0,0.0,0.03598351601696811
p25_W,5.2926874771988425e-62,483.1106710776343,0.13717402872970885,0.0,0.10845776905742481,0.0,0.5207860610889018,0.1532835717752071
p25_Y,5.258206961050526e-06,21.60281974610868,0.001141265489222098,0.027777777777777776,0.0,0.0,0.0,0.005783808653399975
p26_E,2.031108270393751e-53,380.54102478142494,0.17647489174745487,0.08333333333333333,0.0029617028879839976,0.007798957104322133,0.14748906912256862,0.08361159083913258
p26_L,0.04415685689662012,4.088844386614736,0.01749201281679367,0.0,0.05071667004068026,0.0,0.0,0.013641736571494787
p27_G,1.9788199002592558e-16,77.0413201136549,0.007148340947701058,0.0,1.7072071700796903e-05,0.0,0.0,0.001433082603880371
p27_V,0.04415685689662012,4.088844386614736,0.01749201281679367,0.0,0.05071667004068026,0.0,0.0,0.013641736571494787
p27_Y,1.6888553215548516e-15,71.63845732039937,0.004880695686043267,0.08333333333333333,0.0908108315498756,0.0,0.07972612795420313,0.05175019770469107
p28_T,0.4098144502521499,0.6814642872468135,0.0,0.0,0.0,0.0,0.0,0.0
p29_Q,9.43099630926272e-18,84.86643850238531,0.06895240417226567,0.0,0.12995428957454194,0.0,0.0,0.039781338749361524
p30_H,0.06056508812644979,3.5516293001037202,2.8411978363428287e-05,0.0,0.0,0.0,0.0,5.6823956726856575e-06
p30_T,0.37160412116016317,0.8009682812667669,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.4794471012216711,0.5015179193344722,0.0,0.0,0.0,0.0,0.0,0.0
p31_Y,4.696062915857663e-22,111.63990586157753,0.03155332985121279,0.0,0.005770179277988196,0.0,0.005895587992202835,0.008643819424280764
p32_L,0.004989253600632507,8.01504725986866,0.03491750249091457,0.1388888888888889,0.0,0.0020215376444936983,0.016797677365271255,0.03852512127791369
p32_M,0.001787001441738061,9.954245128294312,0.0002667523834262781,0.0,2.3546236391828615e-05,0.0,0.0,5.805972396362135e-05
p33_G,0.005114632459902004,7.9687529761462,0.010795580000968813,0.0,0.021046633935562654,0.0,0.18183142474021272,0.04273472773534884
p33_V,5.699417175112903e-07,26.261666798816016,0.00013975700966603895,0.0,0.0,0.058225242674230245,0.09517060344762782,0.030707120626304818
p34_E,1.0745772207804736e-07,29.82760958336947,0.0002614752618513841,0.0,0.0001614080525072098,0.0,0.0,8.457666287171879e-05
p34_HAY,0.5769135491573263,0.31201079954078786,0.0,0.0,0.0,0.0,0.0,0.0
p34_N,0.1505130224713633,2.0788787973215097,0.0,0.0,0.0,0.0,0.0,0.0
p34_P,8.120316374057128e-16,73.47353894574486,0.007148340947701058,0.0,1.7072071700796903e-05,0.0,0.0,0.001433082603880371
p34_S,0.2963140505250406,1.0949605575348043,0.0,0.0,0.0,0.0,0.0,0.0
p35_M,4.588668749128876e-12,52.48090296610831,0.003594118492910516,0.027777777777777776,0.0003463488609376816,0.0,0.0,0.0063436490263251944
p35_P,7.373695743431648e-16,73.71602538096215,0.0063940909609678685,0.0,0.006958171472340299,0.0,0.011242734126193274,0.004918999311900288
p35_QLI,0.10085277609152575,2.710575634924817,0.0,0.0,0.0,0.0,0.0,0.0
p35_R,1.424857630773395e-17,83.79473356427143,0.06895240417226567,0.0,0.12995428957454194,0.0,0.0,0.039781338749361524
p35_S,0.20107780265593794,1.642562740576575,0.0,0.0,0.0,0.0,0.0,0.0
p35_V,9.2187006193457e-15,67.42533656357989,0.0024545095665604597,0.027777777777777776,0.001446655919778493,0.0,0.0,0.006335788652823346
p36_G,0.10135910094810406,2.7025017299884304,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.0017017538892647353,10.047647623861328,0.0002667523834262781,0.0,2.3546236391828615e-05,0.0,0.0,5.805972396362135e-05
p36_SVMFE,0.8383475756022223,0.041699754073496395,0.0,0.0,0.0,0.0,0.0,0.0
p36_W,0.0035538273761645247,8.650747070779646,0.0029220911884653023,0.0,6.626504282460205e-05,0.0,0.0,0.0005976712462579809
p37_I,0.6048172795537157,0.2684232641142147,0.0,0.0,0.0,0.0,0.0,0.0
p37_K,0.0054999454732848245,7.833445674672389,0.001080614512764285,0.0,0.0001651515777787012,0.11915445926842336,0.0,0.024080045071793267
p37_LTF,0.6063825947632685,0.26610167558575,0.0,0.0,0.0,0.0,0.0,0.0
p37_M,0.004830999592956271,8.075214074039526,0.0002667523834262781,0.0,2.3546236391828615e-05,0.0,0.0,5.805972396362135e-05
p37_Q,0.0003487907012811209,13.12202425830659,0.0003199288513866479,0.05555555555555555,0.00012826932731332637,0.0,0.05537678788896897,0.0222761083246449
p37_V,1.9575958312212505e-12,54.48740391766504,0.008723083067359428,0.0,0.0006773246755432442,0.0,0.0,0.0018800815485805345
p38_Y,3.602937261013714e-39,240.34393842177855,0.09852283461919398,0.05555555555555555,0.0175504973182124,0.03514589329952465,0.02917927889151692,0.0471908119368007
p39_H,0.0002366338993033058,13.886848079513701,0.005375027479953954,0.0,4.957277512169175e-05,0.0,0.0,0.0010849200510151293
p39_K,0.00041977325054378664,12.758437033293891,0.0006749674223575249,0.0,0.00029976720292256026,0.0,0.0,0.00019494692505601704
p39_M,0.05960561630200988,3.578512021584174,0.0006211210496351199,0.0,0.0024002597137815817,0.0,0.0,0.0006042761526833403
p39_N,6.478910394936933e-06,21.17063777256316,0.0014661984159824839,0.0,0.002646087554376373,0.5860899145626567,0.44153314292360946,0.206347068691325
p39_R,4.4513230008156016e-07,26.786338341759098,0.0007727041845856274,0.0,0.0006216874477354872,0.06398438451255471,0.06734963419142441,0.026545682067260046
p39_S,2.4032240893563973e-06,23.232355240323812,0.0001584455992919731,0.0,0.0025645659042838956,0.0,0.0,0.0005446023007151737
p39_TFDG,0.36877070239419274,0.8105237835731133,0.0,0.0,0.0,0.0,0.0,0.0
p39_Y,5.2515325459967874e-30,166.72525856256587,0.05356715094597148,0.25,0.0,0.0,0.0,0.0607134301891943
p40_CFS,0.7823898469609898,0.07644254606034986,0.0,0.0,0.0,0.0,0.0,0.0
p40_G,0.07981085401140056,3.0920894882821366,0.0,0.0,0.0,0.0,0.0,0.0
p40_I,0.0004088637186400856,12.810057537516734,0.00037190003905231123,0.0,0.0008287450777853514,0.0,0.0,0.00024012902336753252
p40_L,1.924407163519182e-13,60.02110734794121,0.0029029024100455606,0.027777777777777776,0.0011593189674556459,0.0,0.00030257030673544477,0.0064285138924028845
p40_M,0.00382966717588049,8.510224734386487,8.981390531863927e-05,0.0,0.003449775708413953,0.0,0.0,0.0007079179227465185
p40_V,0.001825762551648053,9.913269536071818,0.005450900548305796,0.1111111111111111,0.0007892968811185179,0.07151638812355256,0.011057351245015837,0.03998500958182076
p41_M,0.04390983680820511,4.098478060993794,0.01749201281679367,0.0,0.05071667004068026,0.0,0.0,0.013641736571494787
p41_Q,2.081447082009599e-83,815.369775957957,0.13717402872970885,0.0,0.10845776905742481,0.0,0.5207860610889018,0.1532835717752071
p41_T,1.45915057740345e-14,66.29497670942959,0.002313881628162503,0.0,0.0016686055979435815,0.0,0.0,0.0007964974452212171
p41_V,0.05108098600556313,3.839835513851035,0.00025626173259335185,0.0,0.0,0.0,0.0,5.125234651867037e-05
p42_C,0.04256733855646014,4.151858436185984,0.000576968534101176,0.0,0.0005515069384274624,0.0,0.0,0.0002256950945057277
p42_G,0.001056851226928749,10.962597782314319,0.00018119939708364613,0.0,0.001747493349307649,0.08087924316713563,0.0,0.016561587182705385
p42_S,1.6838450493943734e-07,28.862082639702994,0.0011013167996761278,0.0,9.03480364218049e-05,0.0,0.0,0.00023833296721958655
p42_T,5.06206666516459e-09,36.501332032208076,0.0008281973036145609,0.2777777777777778,0.0,0.0,0.0,0.055721195016278466
p43_C,0.03239128675632225,4.625489320898389,2.8339837020074827e-05,0.0,0.0005651723443768627,0.0,0.0,0.00011870243627938751
p43_F,0.004991087607589686,8.014361516603097,0.0014586474916148406,0.0,0.0,0.19583688643561573,0.054204876313305436,0.050300082048107195
p43_I,3.0556724230988565e-05,17.99112568576628,0.001434091357275796,0.0,0.00037682332918096827,0.03842175451650836,0.05616075948587368,0.01927868573776776
p43_L,0.02078962439391926,5.4079106584667604,0.002478640541303102,0.0,0.00014432150050780763,0.0,0.0,0.0005245924083621819
p43_V,0.0005165076959978619,12.352675411789418,0.00011562033839877761,0.1111111111111111,0.0006259857847575336,0.0,0.0,0.022370543446853484
p44_W,9.430996309261029e-18,84.86643850238586,0.06895240417226567,0.0,0.12995428957454194,0.0,0.0,0.039781338749361524
p44_Y,1.86593960730576e-21,107.78953909228247,0.03155332985121279,0.0,0.005770179277988196,0.0,0.005895587992202835,0.008643819424280764
p45_M,0.04988004979173542,3.8803532718991938,0.00013772705018657398,0.0,0.0,0.0,0.08136398595950917,0.016300342601939147
p46_G,1.4381656624574275e-73,647.4764855672796,0.13717402872970885,0.0,0.10845776905742481,0.0,0.5207860610889018,0.1532835717752071
p46_I,2.2292040693720427e-10,43.508591605978616,0.0001428589099146517,0.0,0.0023129357872347035,0.0,0.0,0.0004911589394298711
p46_L,0.6860016179762074,0.16380197577720915,0.0,0.0,0.0,0.0,0.0,0.0
p46_VCAM,0.023060163407040268,5.223630131399956,0.001015101414478428,0.0,0.0006240431710945723,0.1173190021588808,0.032209669000901095,0.03023356314907098
p47_I,0.6666547360354025,0.18594955041378858,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,0.05978092016555674,3.573565903929633,0.004004919970073182,0.1388888888888889,6.644554697476174e-05,0.0676406718075027,0.0449517524598298,0.05111053573465387
p47_M,0.16830359633957356,1.9082545885724804,0.0,0.0,0.0,0.0,0.0,0.0
p47_TVAS,0.04751621425736741,3.963223955620546,0.001843036075529332,0.0,0.0003038218900023653,0.24987174301155168,0.23660593019131637,0.09772490623367995
p48_L,2.714867189320704e-17,82.1272599440287,0.0255091522792774,0.0,0.0,0.0,0.0,0.00510183045585548
p48_V,1.8188542465397663e-16,77.25556788393783,0.007148340947701058,0.0,1.7072071700796903e-05,0.0,0.0,0.001433082603880371
p49_I,2.7627301207987475e-20,100.3834654024582,0.004199822336654882,0.0,0.0,0.0,0.0,0.0008399644673309763
p49_V,8.217519611702533e-16,73.4436353557317,0.020008667632210965,0.027777777777777776,0.0,0.02705059804972067,0.03879377917645141,0.022726164527232164
p50_C,0.0016670797181590291,10.087012186828002,0.001402613110453503,0.027777777777777776,0.0002439681933229391,0.0,0.0,0.005884871816310843
p50_F,1.6253292240089463e-19,95.59592141943955,0.012503572443227518,0.1111111111111111,0.015043126638385569,0.09360307426124642,0.11924235967475888,0.0703006488257459
p50_I,0.00023328589036012432,13.915024282515079,0.000793178526443809,0.05555555555555555,0.0017285701760636981,0.0,0.0,0.011615460851612611
p50_L,0.011749840529942164,6.435799937093273,0.009988715589576487,0.027777777777777776,0.012173953633708478,0.12903468457571854,0.16325878701437618,0.0684467837182315
p50_M,0.005497374724684205,7.8343157990697,0.0007430101003243494,0.0,0.003433300161869335,0.0,0.0,0.0008352620524387369
p50_V,0.06366681468825174,3.467745344625374,0.003577834181459106,0.0,0.003854666198247578,0.14721840914336345,0.14350866632531056,0.05963191516967614
p51_F,0.191404162418191,1.7153963603592672,0.0,0.0,0.0,0.0,0.0,0.0
p51_GM,0.7065375317071447,0.1420612602411427,0.0,0.0,0.0,0.0,0.0,0.0
p51_I,0.010047130685224063,6.72142402134519,0.005295478882946837,0.0,0.000654843346008576,0.016938207404237987,0.0,0.0045777059266386795
p51_L,0.00012032823098643323,15.230472824800813,0.0006269770665381329,0.027777777777777776,0.024426935036359076,0.0,0.0,0.010566337976134998
p51_T,0.00011142666484510169,15.383971402543008,0.010551091117439008,0.0,0.00010401171330244163,0.0,0.008147038987398174,0.003760428363627925
p51_V,4.513691264251131e-17,80.8181596095831,0.001535122538496145,0.4722222222222222,0.00013023233650808633,0.03519146977576493,0.0011231609045275705,0.10204044155550378
p52_S,9.430996309261029e-18,84.86643850238586,0.06895240417226567,0.0,0.12995428957454194,0.0,0.0,0.039781338749361524
p53_F,4.625083374237286e-10,41.85417500557482,0.003974024521894529,0.16666666666666666,0.01085102775180383,0.0,0.011578011142361991,0.0386139460165454
p53_L,0.018378172828218176,5.6281314892488865,0.0005306329029053673,0.0,0.004285470756156815,0.0,0.0,0.0009632207318124364
p53_T,2.692135128515703e-39,241.44420394642256,0.004388430039126045,0.027777777777777776,0.000227287124056586,0.036582192192047495,0.041710143841598483,0.022137166194921277
p53_V,1.0173273991240067e-09,40.07872127204304,0.00020344328451361022,0.0,0.0004246965424762319,0.0,0.0,0.00012562796539796844
p54_F,4.435032733084731e-15,69.23487371515112,0.009188959792963367,0.0,0.03608480816310802,0.0,0.0,0.009054753591214278
p54_P,1.4373718343392146e-08,34.201222573064356,0.0010572315588242324,0.0,0.0006190941834686513,0.0,0.0,0.0003352651484585767
p54_S,0.4039624960806326,0.6987006334510607,0.0,0.0,0.0,0.0,0.0,0.0
p55_L,2.9761211337171703e-74,658.257396178181,0.13717402872970885,0.0,0.10845776905742481,0.0,0.5207860610889018,0.1532835717752071
p55_T,9.430996309261029e-18,84.86643850238586,0.06895240417226567,0.0,0.12995428957454194,0.0,0.0,0.039781338749361524
p55_V,0.03257342927806016,4.615699361189317,0.0005550870286206745,0.0,5.870328862650283e-05,0.0,0.0,0.00012275806344943548
p57_F,7.303592798627868e-10,40.82369956520465,0.004795126948696555,0.08333333333333333,0.0002210219020399454,0.0,0.0,0.017669896436813964
p57_G,9.194943523220587e-20,97.12784550646803,0.023730191424328192,0.0,0.011669474361702428,0.0,0.0,0.007079933157206124
p57_I,0.8574272865383616,0.032336138593039916,0.0,0.0,0.0,0.0,0.0,0.0
p57_V,0.18244780902435223,1.7867848754561573,0.0,0.0,0.0,0.0,0.0,0.0
p58_L,5.106137249395422e-66,536.525901663496,0.13717402872970885,0.0,0.10845776905742481,0.0,0.5207860610889018,0.1532835717752071
p58_MV,0.03772278660243874,4.360463945674269,0.0005079036410614125,0.0,0.0004926838761139124,0.059418489295870604,0.07672910474752948,0.02742963631211508
p58_T,0.00039849382556872583,12.860438464450722,0.0006142735800798405,0.0,0.0017645761828557285,0.0,0.0,0.0004757699525871138
p59_V,8.865101875254859e-15,67.52180022887349,0.007148340947701058,0.0,1.7072071700796903e-05,0.0,0.0,0.001433082603880371
p60_L,0.055505571209334956,3.698846303733797,0.01749201281679367,0.0,0.05071667004068026,0.0,0.0,0.013641736571494787
p60_V,0.7072482198256811,0.1413405929917331,0.0,0.0,0.0,0.0,0.0,0.0
p61_F,0.1072502957234138,2.611697675089272,0.0,0.0,0.0,0.0,0.0,0.0
p61_I,3.790109384576706e-19,93.33123447115125,0.012061770717389212,0.2222222222222222,0.001004711115759924,0.0,0.05723421786907316,0.058504584384888904
p61_L,0.9936539578493994,6.337853962647107e-05,0.0,0.0,0.0,0.0,0.0,0.0
p61_V,0.022767845862918554,5.246267271843901,0.0068529226404572974,0.3333333333333333,0.0002062358107306421,0.23182073632059297,0.19781216545658611,0.15400507871234007
p61_Y,2.4066600040563683e-12,53.99969573788797,0.0020859447437544237,0.08333333333333333,0.00017183550633894732,0.06221873174768811,0.014065558933478673,0.032375080852918695
p62_C,0.07217756968495491,3.258375978648659,0.01749201281679367,0.0,0.05071667004068026,0.0,0.0,0.013641736571494787
p62_V,0.5937266343203313,0.28524242891329954,0.0,0.0,0.0,0.0,0.0,0.0
p64_F,0.19541932576839693,1.684651504694002,0.0,0.0,0.0,0.0,0.0,0.0
p64_I,0.24398474774720172,1.3633899486149563,0.0,0.0,0.0,0.0,0.0,0.0
p64_L,5.920644604339516e-09,36.15469236818663,0.001983390519628814,0.0,0.00018284709500602283,0.0,0.000587151464212783,0.000550677815769524
p64_M,1.5808774611263397e-06,24.10950333511584,0.004906330249096664,0.0,0.00035489291318430074,0.0,0.0,0.0010522446324561928
