	Lambda_Max	Species	Opsin_Family	Accession
S49	499.00000	Bos_taurus	Rh1	NM_001014890_E134L
S50	497.50000	Bos_taurus	Rh1	NM_001014890_E134Q
S51	501.00000	Bos_taurus	Rh1	NM_001014890_R135L
S52	495.00000	Bos_taurus	Rh1	NM_001014890_H211C
S53	495.50000	Bos_taurus	Rh1	NM_001014890_H211F
S54	498.50000	Bos_taurus	Rh1	NM_001014890_E122I_D83G
S55	493.00000	Bos_taurus	Rh1	NM_001014890_E122I_M86E
S56	499.50000	Bos_taurus	Rh1	NM_001014890_E134L_R135L
S57	498.00000	Bos_taurus	Rh1	NM_001014890_E134R_R135E
S58	500.00000	Bos_taurus	Rh1	NM_001014890_T97S
S59	500.00000	Bos_taurus	Rh1	NM_001014890_F116S
S60	493.00000	Bos_taurus	Rh1	NM_001014890_E122M
S61	500.00000	Bos_taurus	Rh1	NM_001014890_A164G
S62	500.00000	Cyprichromis_leptosoma	Rh1	AB458118.1
S63	491.00000	Paracyprichromis_brieni	Rh1	AB458120.1
S64	497.00000	Xenotilapia_papilio	Rh1	AB457996.1
S65	494.00000	Paracyprichromis_brieni	Rh1	AB458121.1
S66	493.00000	Neolamprologus_ventralis	Rh1	AB458138.1
S67	492.00000	Paracyprichromis_nigripinnis	Rh1	AB458122.1
S68	489.00000	Cyprichromis_pavo	Rh1	AB458119.1
S69	498.00000	Cyphotilapia_frontosa	Rh1	AB084929_S292A
S70	500.00000	Trematocara_macrostoma	Rh1	AB084945_S292A
S71	491.00000	Oreochromis_niloticus	Rh1	AB084938_A292S
S72	500.00000	Baileychromis_centropomoides	Rh1	AB185217_N83D
S73	503.00000	Pallidochromis_tokolosh	Rh1	AB185229_N83D
S74	502.00000	Diplotaxodon_macrops	Rh1	AB185220_N83D
S75	494.00000	Limnochromis_staneri	Rh1	AB185225_D83N
S76	501.00000	Rod_ancestor_pigmenta	Rh1	pigmenta
S77	501.00000	Rod_ancestor_pigmentb	Rh1	pigmentb
S78	501.00000	Rod_ancestor_pigmentc	Rh1	pigmentc
S79	501.00000	Rod_ancestor_pigmentd	Rh1	pigmentd
S80	482.00000	Rod_ancestor_pigmente	Rh1	pigmente
S81	502.00000	Rod_ancestor_pigmentf	Rh1	pigmentf
S82	501.00000	Rod_ancestor_pigmentg	Rh1	pigmentg
S83	502.00000	Rod_ancestor_pigmenth	Rh1	pigmenth
S84	496.00000	Rod_ancestor_pigmenti	Rh1	pigmenti
S85	485.00000	Rod_ancestor_pigmentj	Rh1	pigmentj
S86	486.00000	Rod_ancestor_pigmenti	Rh1	pigmentk
S87	486.00000	Conger_myriaster	Rh1	AB043817.1
S88	485.00000	Latimeria_chalumnae	Rh1	AH007712.2
S89	496.00000	Loxodonta_africana	Rh1	AY686752.1
S90	483.00000	Sebastolobus_altivelis	Rh1	DQ490124
S91	526.00000	Aristostomias_scintillans	Rh1	EU407248.1
S92	489.00000	Chauliodus_macouni	Rh1	EU407250.1
S93	492.00000	Stenobrachius_leucopsarus	Rh1	EU407251.1
S94	507.00000	Lepidopus_fitchi	Rh1	EU407252.1
S95	486.00000	Lepidopus_fitchi	Rh1	EU407253.1
S96	491.00000	Anolis_carolinensis	Rh1	L31503
S97	479.00000	Anguilla_japonica	Rh1	LC464070.1
S98	504.00000	Astyanax_mexicanus	Rh1	U12328.1
S99	489.00000	Rod_ancestor_pigmentc_A292S	Rh1	pigmentc_A292S
S100	502.00000	Rod_ancestor_pigmentd_A292S	Rh1	pigmentd_A292S
S101	491.00000	Rod_ancestor_pigmentg_A292S	Rh1	pigmentg_A292S
S102	498.00000	Rod_ancestor_pigmenta_D83N	Rh1	pigmenta_D83N
S103	479.00000	Rod_ancestor_pigmente_D83N	Rh1	pigmente_D83N
S104	488.00000	Rod_ancestor_pigmenta_D83N_A292S	Rh1	pigmenta_D83N_A292S
S105	486.00000	Rod_ancestor_pigmentg_D83N_A292S	Rh1	pigmentg_D83N_A292S
S106	482.00000	Rod_ancestor_pigmenth_D83N_A292S	Rh1	pigmenth_D83N_A292S
S107	482.00000	Rod_ancestor_pigmenti_D83N_A292S	Rh1	pigmenti_D83N_A292S
S108	497.00000	Rod_ancestor_pigmenta_D83N_I214T	Rh1	pigmenta_D83N_I214T
S109	526.00000	Rod_ancestor_pigmentf_D83N_M183F_M253L_F261Y_T289G_A292I_M317I	Rh1	pigmentf_D83N_M183F_M253L_F261Y_T289G_A292I_M317I
S110	501.00000	Rod_ancestor_pigmentb_E122I	Rh1	pigmentb_E122I
S111	507.00000	Rod_ancestor_pigmentb_E122I_F261Y	Rh1	pigmentb_E122I_F261Y
S112	484.00000	Rod_ancestor_pigmentf_E122M_A292S	Rh1	pigmentf_E122M_A292S
S113	504.00000	Rod_ancestor_pigmentf_E122M_F261Y	Rh1	pigmentf_E122M_F261Y
S114	490.00000	Rod_ancestor_pigmentf_E122M_F261Y_A292S	Rh1	pigmentf_E122M_F261Y_A292S
S115	489.00000	Rod_ancestor_pigmentf_E122Q	Rh1	pigmentf_E122Q
S116	478.00000	Rod_ancestor_pigmenta_E122Q_A292S	Rh1	pigmenta_E122Q_A292S
S117	511.00000	Rod_ancestor_pigmentb_F261Y	Rh1	pigmentb_F261Y
S118	503.00000	Rod_ancestor_pigmenti_F261Y	Rh1	pigmenti_F261Y
S119	488.00000	Rod_ancestor_pigmentd_N195A_A292S	Rh1	pigmentd_N195A_A292S
S120	488.00000	Rod_ancestor_pigmentd_P194R_A292S	Rh1	pigmentd_P194R_A292S
S121	501.00000	Rod_ancestor_pigmentd_P194R_N195A	Rh1	pigmentd_P194R_N195A
S122	488.00000	Rod_ancestor_pigmentd_P194R_N195A_A292S	Rh1	pigmentd_P194R_N195A_A292S
S123	494.00000	Rod_ancestor_pigmenth_Y96V_Y102F	Rh1	pigmenth_Y96V_Y102F
S124	491.00000	Sebastolobus_altivelis	Rh1	DQ490124_N83D
S125	492.00000	Chauliodus_macouni	Rh1	EU407250.1_N83D
S126	490.00000	Lepidopus_fitchi	Rh1	EU407253.1_N83D
S127	501.00000	Sebastolobus_altivelis	Rh1	DQ490124_N83D_S292A
S128	504.00000	Chauliodus_macouni	Rh1	EU407250.1_N83D_S292A
S129	495.00000	Lepidopus_fitchi	Rh1	EU407253.1_N83D_S292A
S130	499.00000	Stenobrachius_leucopsarus	Rh1	EU407251_Q122E
S131	498.00000	Conger_myriaster	Rh1	AB043817.1_S292A
S132	494.00000	Sebastolobus_altivelis	Rh1	DQ490124_S292A
S133	501.00000	Chauliodus_macouni	Rh1	EU407250.1_S292A
S134	490.00000	Lepidopus_fitchi	Rh1	EU407253.1_S292A
S135	502.00000	Lepidopus_fitchi	Rh1	EU407252.1_Y261F
S136	483.00000	Sebastolobus_altivelis	Rh1	DQ490124.1
S137	500.00000	Bos_taurus	Rh1	P02699.1
S138	489.00000	Tursiops_truncatus	Rh1	NM_001280659.1
S139	524.00000	Tursiops_truncatus	LWS	XM_019933644.2
S140	552.00000	Tursiops_truncatus	LWS	XM_019933644.2_S292A
S141	489.00000	Bos_taurus	Rh1	NM_001014890_A292S
S142	501.00000	Bos_taurus	Rh1	NM_001014890_A299S
S143	485.00000	Bos_taurus	Rh1	NM_001014890_D83N_A292S
S144	489.00000	Bos_taurus	Rh1	NM_001014890_D83N_A292S_A299S
S145	492.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_277-NM_001014890_278_348
S146	501.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_277-DQ490124.1[S292A]_278_306-NM_001014890_307_348
S147	499.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_306-DQ490124.1_307_348
S148	494.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1[S292A]_1_306-NM_001014890_307_348
S149	491.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_277-NM_001014890_278_306-DQ490124.1_307_348
S150	501.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_277-DQ490124.1[S292A]_278_348
S151	482.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_277-NM_001014890[A292S]_278_348
S152	494.00000	Sebastolobus_altivelis	Rh1	DQ490124.1_S292A
S153	488.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_277-DQ490124.1_278_306-NM_001014890_307_348
S154	488.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890[A292S]_1_306-DQ490124.1_307_348
S155	482.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_306-NM_001014890_307_348
S156	482.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_277-NM_001014890[A292S]_278_306-DQ490124.1_307_348
S157	490.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_277-DQ490124.1_278_348
S158	467.00000	Gekko_gekko	Rh2	M92035
S159	496.00000	Anolis_carolinensis	Rh2	NM_001291394.1_F49A
S160	496.00000	Anolis_carolinensis	Rh2	NM_001291394.1_L52M
S161	492.00000	Anolis_carolinensis	Rh2	NM_001291394.1_F49A_L52M
S162	496.00000	Anolis_carolinensis	Rh2	NM_001291394.1_D83N
S163	488.00000	Anolis_carolinensis	Rh2	NM_001291394.1_T97A
S164	481.00000	Anolis_carolinensis	Rh2	NM_001291394.1_D83N_M86T_T97A
S165	495.00000	Anolis_carolinensis	Rh2	NM_001291394.1_S164A
S166	512.00000	Anolis_carolinensis	Rh2	NM_001291394.1_Q122E
S167	511.00000	Anolis_carolinensis	Rh2	NM_001291394.1_F49S_Q122E_S164A
S168	467.00000	Gekko_gekko	Rh2	M92035_A164S
S169	480.00000	Gekko_gekko	Rh2	M92035_Q122E
S170	452.00000	Oryzias_latipes	Rh2	AB223053.1
S171	459.00000	Oryzias_latipes	Rh2	AB223053.1_S292A
S172	469.00000	Oryzias_latipes	Rh2	AB223053.1_Q122E_S292A
S173	496.00000	Anolis_carolinensis	Rh2	NM_001291394.1
S174	491.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_33-M92035.1_34_64-AH007735.2_65_348
S175	482.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_70-M92035.1_71_100-AH007735.2_101_348
S176	492.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_105-M92035.1_106_139-AH007735.2_140_149-M92035.1_150_172-AH007735.2_173_348
S177	494.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_199-M92035.1_200_225-AH007735.2_226_348
S178	493.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_243-M92035.1_244_273-AH007735.2_274_348
S179	492.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_284-M92035.1_285_309-AH007735.2_310_348
S180	471.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_33-M92035.1_34_64-AH007735.2_65_70-M92035.1_71_100-AH007735.2_101_105-M92035.1_106_139-AH007735.2_140-149-M92035.1_150_172-AH007735.2_173_348
S181	489.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_199-M92035.1_200_225-AH007735.2_226_243-M92035.1_244_273-AH007735.2_274_284-M92035.1_285_309-AH007735.2_310_348
S182	467.00000	Danio_rerio	Rh2	AB087805.2
S183	467.00000	Danio_rerio	Rh2	AB087806.2
S184	488.00000	Danio_rerio	Rh2	AB087807.1
S185	505.00000	Danio_rerio	Rh2	AB087808.2
S186	464.00000	Danio_rerio	Rh2	AB087805.2_K36Q
S187	464.00000	Danio_rerio	Rh2	AB087805.2_L46F
S188	463.00000	Danio_rerio	Rh2	AB087805.2_I49C
S189	465.00000	Danio_rerio	Rh2	AB087805.2_V60L
S190	467.00000	Danio_rerio	Rh2	AB087805.2_S94T
S191	465.00000	Danio_rerio	Rh2	AB087805.2_L108T
S192	468.00000	Danio_rerio	Rh2	AB087805.2_V111A
S193	466.00000	Danio_rerio	Rh2	AB087805.2_M112I
S194	470.00000	Danio_rerio	Rh2	AB087805.2_V111A_M112I
S195	471.00000	Danio_rerio	Rh2	AB087805.2_S94T_V111A_M112I
S196	472.00000	Danio_rerio	Rh2	AB087805.2_L46F_I49C_S94T_V111A_M112I
S197	536.00000	Petromyzon_marinus	Rh1	EU571209.1
S198	501.00000	Petromyzon_marinus	LWS	AH005459.2
S199	554.00000	Petromyzon_marinus	Rh1	EU571209.1_P164S
S200	562.80000	Carassius_auratus	LWS	L11867.1
S201	544.00000	Carassius_auratus	LWS	L11867.1_S164P
S202	463.00000	Cottus_gobio	SWS2	AJ430489.1
S203	458.00000	Cottus_gobio	SWS2	AJ430489.1_T118A
S204	452.00000	Cottus_gobio	SWS2	AJ430489.1_T118G
S205	465.00000	Cottus_gobio	SWS2	AJ430489.1_P215G
S206	453.00000	Cottus_gobio	SWS2	AJ430489.1_T269A
S207	499.00000	Bos_taurus	Rh1	NM_001014890_E181A
S208	500.00000	Bos_taurus	Rh1	NM_001014890_E181N
S209	497.00000	Bos_taurus	Rh1	NM_001014890_E181D
S210	499.00000	Bos_taurus	Rh1	NM_001014890_E181C
S211	508.00000	Bos_taurus	Rh1	NM_001014890_E181Q
S212	500.00000	Bos_taurus	Rh1	NM_001014890_E181G
S213	497.00000	Bos_taurus	Rh1	NM_001014890_E181H
S214	501.00000	Bos_taurus	Rh1	NM_001014890_E181I
S215	502.00000	Bos_taurus	Rh1	NM_001014890_E181L
S216	500.00000	Bos_taurus	Rh1	NM_001014890_E181M
S217	501.00000	Bos_taurus	Rh1	NM_001014890_E181F
S218	500.00000	Bos_taurus	Rh1	NM_001014890_E181S
S219	502.00000	Bos_taurus	Rh1	NM_001014890_E181T
S220	502.00000	Bos_taurus	Rh1	NM_001014890_E181W
S221	501.00000	Bos_taurus	Rh1	NM_001014890_E181Y
S222	498.00000	Bos_taurus	Rh1	NM_001014890_E181V
S223	499.00000	Bos_taurus	Rh1	NM_001014890_E113Q
S224	500.00000	Bos_taurus	Rh1	NM_001014890_E113Q_E181D
S225	359.00000	Carassius_auratus	SWS1	D85863.1
S226	355.00000	Danio_rerio	SWS1	AB087810.1
S227	423.00000	Xenopus_laevis	SWS1	NM_001085652.1
S228	356.00000	Ambystoma_tigrinum	SWS1	AF038948.1
S229	358.00000	Anolis_carolinensis	SWS1	AH007736.2
S230	360.00000	Gekko_gecko	SWS1	AY024356.1
S231	393.00000	Columba_livia	SWS1	AH007798.2
S232	359.00000	Taeniopygia_guttata	SWS1	AF222331.1
S233	415.00000	Gallus_gallus	SWS1	M92039.1
S234	365.00000	Melopsittacus_undulatus	SWS1	Y11787.1
S235	414.00000	Homo_sapiens	SWS1	AH003620.2
S236	359.00000	Mus_musculus	SWS1	NP_031564.1
S237	358.00000	Rattus_norvegicus	SWS1	U63972.1
S238	420.00000	Cavia_porcellus	SWS1	AY552608.1
S239	419.00000	Loxodonta_africana	SWS1	AY686753.1
S240	420.00000	Notamacropus_eugenii	SWS1	AY286017.1
S241	489.00000	Delphinus_delphis	Rh1	AF055314
S242	488.00000	Globicephala_melas	Rh1	AF055315
S243	484.00000	Mesoplodon_bidens	Rh1	AF055316
S244	501.00000	Phoca_vitulina	Rh1	AF055317
S245	498.00000	Phoca_groenlandicus	Rh1	AF055318
S246	502.00000	Trichechus_manatus	Rh1	AF055319
S247	465.00000	Cottus_gobio	SWS2	AJ430489_P215G
S248	453.00000	Cottus_gobio	SWS2	AJ430489_T269A
S249	452.00000	Cottus_gobio	SWS2	AJ430489_T118G
S250	458.00000	Cottus_gobio	SWS2	AJ430489_T118A
S251	571.00000	Papilio_xuthus	Rh3	AB007425.1
S252	540.00000	Papilio_xuthus	Rh1	AB007423.1
S253	538.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_379
S254	542.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_379
S255	547.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_379
S256	561.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S257	565.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_379
S258	569.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_379
S259	542.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_379
S260	558.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1_130_152-AB007423.1_153_379
S261	560.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S262	561.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S263	566.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S264	556.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S265	550.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S266	543.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F]_84_379
S267	545.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[L112I]_84-379
S268	543.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A115C]_84_379
S269	550.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G]_84-379
S270	547.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[F120Y]_84_379
S271	548.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[I123V]_84_379
S272	546.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[M130A]_84_379
S273	550.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y,I123V]_84_379
S274	543.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L122I,A115C]_84_379
S275	552.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y]_84_379
S276	554.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L112I,A115C,A116G,F120Y]_84_379
S277	551.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A]_130_152-AB007423.1_153_379
S278	551.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[Y120F]_130_152-AB007423.1_153_379
S279	549.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A,Y120F]_130_152-AB007423.1_153_379
S280	463.00000	Cottus_gobio	SWS2	AJ430489
S281	502.00000	Bos_taurus	Rh1	NM_001014890.2_A164S
S282	510.00000	Bos_taurus	Rh1	NM_001014890.2_F261Y
S283	514.00000	Bos_taurus	Rh1	NM_001014890.2_A269T
S284	520.00000	Bos_taurus	Rh1	NM_001014890.2_F261Y_A269T
S285	512.00000	Bos_taurus	Rh1	NM_001014890.2_A164S_F261Y
S286	514.00000	Bos_taurus	Rh1	NM_001014890.2_A164S_A269T
S287	492.00000	Carassius_auratus	Rh1	L11863.1
S288	505.00000	Gambusia_holbrooki	Rh1	Y11146.1
S289	502.00000	Xenopus_laevis	Rh1	L07770.1
S290	502.00000	Lithobates_pipiens	Rh1	S49004
S291	500.00000	Lithobates_catesbeianus	Rh1	S79840
S292	506.00000	Ambystoma_tigrinum	Rh1	U36574
S293	502.00000	Columba_livia	Rh1	AH007730.2
S294	502.00000	Taeniopygia_guttata	Rh1	AF222329
S295	503.00000	Gallus_gallus	Rh1	D00702
S296	511.00000	Carassius_auratus	Rh2	L11865
S297	506.00000	Carassius_auratus	Rh2	L11866
S298	495.00000	Anolis_carolinensis	Rh2	AH007735.2
S299	467.00000	Gekko_gecko	Rh2	M92035.1
S300	503.00000	Columba_livia	Rh2	AH007731.2
S301	505.00000	Taeniopygia_guttata	Rh2	AF222330
S302	508.00000	Gallus_gallus	Rh2	M92038
S303	359.00000	Carassius_auratus	SWS1	D85863
S304	415.00000	Gallus_gallus	SWS1	M92039
S305	443.00000	Carassius_auratus	SWS2	L11864
S306	437.00000	Anolis_carolinensis	SWS2	AF133907
S307	448.00000	Columba_livia	SWS2	AH007799.2
S308	441.00000	Taeniopygia_guttata	SWS2	AF222332
S309	455.00000	Gallus_gallus	SWS2	M92037
S310	559.00000	Carassius_auratus	LWS	L11867
S311	561.00000	Anolis_carolinensis	LWS	U08131
S312	558.00000	Columba_livia	LWS	AH007800.2
S313	560.00000	Taeniopygia_guttata	LWS	AF222333.1
S314	571.00000	Gallus_gallus	LWS	M62903.1
S315	530.00000	Homo_sapiens	LWS	AH005296.2
S316	560.00000	Homo_sapiens	LWS	AH005298.2
S317	553.00000	Capra_hircus	LWS	AH006594.2
S318	509.00000	Oryctolagus_cuniculus	MWS	AH006945.2
S319	508.00000	Mus_musculus	MWS	AF011389.1
S320	509.00000	Rattus_norvegicus	MWS	AH006946.2
S321	524.00000	Tursiops_truncatus	LWS	AF055457
S322	553.00000	Felis_catus	LWS	AF132040
S323	545.00000	Equus_caballus	LWS	AF132043
S324	531.00000	Odocoileus_virginianus	LWS	AF132041
S325	516.00000	Cavia_porcellus	MWS	AF132042.1
S326	532.00000	Neosciurus_carolinensis	LWS	AF132044
S327	482.00000	Anolis_carolinensis	MWS	AH007737.2
S328	481.00000	Columba_livia	MWS	U50598.1
S329	359.00000	Taeniopygia_guttata	SWS	AF222331
S330	359.00000	Taeniopygia_guttata	SWS	AF222331_I85V
S331	397.00000	Taeniopygia_guttata	SWS	AF222331_C84S
S332	397.00000	Taeniopygia_guttata	SWS	AF222331_C84S_I85V
S333	382.00000	Taeniopygia_guttata	SWS	AF222331_C84G
S334	363.00000	Taeniopygia_guttata	SWS	AF222331_C84G_I85F
S335	405.00000	Gallus_gallus	SWS	M92039_V85I
S336	369.00000	Gallus_gallus	SWS	M92039_S84C
S337	371.00000	Gallus_gallus	SWS	M92039_S84C_V85I
S338	389.00000	Columba_livia	SWS1	AH007798.2_V85I
S339	358.00000	Columba_livia	SWS1	AH007798.2_S84C
S340	359.00000	Columba_livia	SWS1	AH007798.2_S84C_V85I
S341	435.00000	Eumaeus_atala	BRh1	MN831881.1
