feature,rf,LassoLars,Lasso,xgb,Adaboost,mean
114,0.0348697497889251,0.0,0.0,0.003882939461618662,0.004138051260787573,0.008578148102266267
115,0.0668490769552423,0.0,0.0,0.0014261326286941767,0.0009480459522512685,0.013844651107237548
116,0.09623886271636407,0.11967172299815386,0.11818515483061853,0.03587326407432556,0.00973647620272772,0.07594109616443795
117,0.03507524099751568,0.2455105362989911,0.14015927821276095,2.86492158920737e-05,0.008926209522925388,0.08593998284961704
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.1541163074806779,0.0,0.0,0.0,0.0,0.030823261496135578
120,0.14312504906718565,0.0,0.0,1.1056409121579236e-08,0.009748757166658325,0.03057476345805062
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.905304948837213,0.0,0.2036303091154529,0.0,0.0,0.2217870515905332
123,0.02724933155584979,0.0,0.0028827268739429744,2.160274380003102e-05,0.0,0.006030732234718559
124,0.905304948837213,0.0,0.2036303091154529,0.0,0.0,0.2217870515905332
125,0.3751793891619929,0.03568837338215991,0.0332187599674217,0.0,0.11970647154043264,0.11275859881040143
126,0.13132528841375374,0.0,0.6773164936533095,4.995487188352854e-07,0.0,0.1617284563231564
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0364825061525953,0.0,0.0,2.2833811286204764e-08,0.0,0.007296505797281317
129,0.02888043351472735,0.0,0.06228038792284989,2.826880773909579e-08,0.0,0.018232169941276997
130,0.194033308821883,0.0,0.0,0.0013760739238932729,0.006499171444438883,0.040381710838043025
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.26552573438809607,0.0,0.0,0.0,0.01949751433331665,0.05700464974428254
133,0.26552573438809607,0.0,0.0,0.0,0.01949751433331665,0.05700464974428254
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.02341847265103443,0.0,0.0,0.00011294402065686882,0.0,0.00470628333433826
137,0.004917710095384049,0.0,0.0,0.0008609741344116628,0.0,0.0011557368459591425
138,0.09306937490957144,0.0,0.0,0.0,0.005042366336513024,0.01962234824921689
139,0.1966702544370043,0.0,0.0,0.0,0.0,0.039334050887400863
140,0.02348147802351267,0.0,0.0,1.1056409121579236e-08,0.0,0.0046962978159843585
141,0.1416990883281589,0.0867439898801587,0.09143421793503993,0.0,0.0006527969107057408,0.06410601861081265
142,0.020724363746275173,0.0,0.0,2.2112818243158472e-08,0.0,0.004144877171818683
143,0.02114475224892625,0.0,0.023601237482245623,4.291647928766906e-05,0.0,0.008957781242091909
144,0.0033028153736357952,0.0,0.0,0.0,0.0,0.000660563074727159
145,0.05224064855891542,0.0,0.0,2.3554802552894216e-08,0.0,0.010448134422743595
146,0.022292270370020194,0.0,0.0,0.0,0.0005292370542955795,0.004564301484863155
147,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.03938078738485643,0.0,0.04141316376695718,6.845530009513823e-08,0.0,0.016158803921422743
150,0.03614852716334215,0.1527445172183757,0.03850060471014415,0.02694762498140335,0.00016689834702527257,0.05090163448405812
151,0.0,0.0,0.0,0.0,0.0,0.0
152,0.04302080944141667,0.0,0.0,0.0,0.0,0.008604161888283333
153,0.0,0.0,0.0,0.0,0.0,0.0
154,0.09369619933196699,0.038797054160572476,0.0,8.153188900905661e-06,0.0,0.026500281336288074
155,0.0,0.0,0.0,0.0,0.0,0.0
156,0.12883660922734047,0.059519076359427256,0.020303518461525196,0.0,0.011509596868285945,0.04403376018331578
157,0.020271601654857346,0.11621651832460646,0.10448093930338963,5.969453195575625e-05,0.0006406992864628632,0.048333890620254415
158,0.0,0.0,0.0,0.0,0.0,0.0
159,0.04839467226183632,0.0036424799243515477,0.02961973898719114,0.0020833397284150124,0.0015773512826451623,0.01706351643688784
160,0.12175249247362488,0.11796512318875922,0.0883949540364962,0.0007337710703723133,0.01859409865057299,0.06948808788396513
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0868655189857275,0.01634804590309185,0.07471297958746917,0.0005486245499923825,0.0028472856447607988,0.036264490934208346
163,0.34198122668247,0.0,0.0847420809114002,0.0,0.0017783282449359886,0.08570032716776124
164,0.2545907698992005,0.0,0.0,5.454951860883739e-06,0.00020114752660601318,0.05095947447553347
165,0.15922921292678388,0.007432452270172414,0.0,2.1413554263105539e-10,0.0019753210903988394,0.03372739730029813
166,0.12392495687855214,0.17659747748794888,0.2001021240824624,3.084862692048773e-05,0.0006049155746232061,0.10025206453010141
167,0.09850643628119182,0.0,0.0,0.05940818414092064,0.12001535196982795,0.05558599447838808
168,0.06239046937349649,0.1044240754139294,0.08467788858915506,0.000724836194422096,0.0015993470901832572,0.050763323332237265
169,0.0197597187218865,0.0,0.0,2.1212618150912022e-07,0.0002775946987207656,0.004007505109357755
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.4006918625083428,0.0,0.06787676970515097,0.0,0.007025770039754507,0.09511888045064966
173,0.0007010458630344256,0.0,0.0,0.0,0.0,0.0001402091726068851
174,0.05224064855891542,0.0,0.0,2.3554802552894216e-08,0.0,0.010448134422743595
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0952579736033436,0.3997503988915119,0.43508971270438085,0.0036190960090607405,0.008196978681892998,0.188382831978038
179,0.26552573438809607,0.0,0.0,0.0,0.01949751433331665,0.05700464974428254
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.08413232890560154,0.0,0.0,0.0,0.0,0.01682646578112031
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.019159438846520882,0.0,0.0,1.1056409121579236e-08,0.001078025937654063,0.004047495168116813
184,0.11283024889776225,0.0,0.0,1.522253967323195e-08,0.006499171444438883,0.02386588711294816
185,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.01759451394676659,0.0,0.0,0.0,0.002156051875308126,0.003950113164414943
189,0.020724363746275173,0.0,0.0,2.2112818243158472e-08,0.0,0.004144877171818683
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.2769232416287819,0.0,0.0,0.0,0.07734301500311067,0.07085325132637851
192,0.039178329629458906,0.0,0.0,0.0,0.07532007892722235,0.022899681711336252
193,0.12884812224892475,0.0,0.0,0.0,0.050707957232925954,0.03591121589637014
194,0.20719842133882327,0.0,0.0,0.0,0.0,0.041439684267764655
195,0.11059188008311484,0.0,0.0,5.494808306139021e-07,0.0,0.02211848591278909
196,0.04686583070199753,0.0,0.0,0.0,0.0,0.009373166140399505
197,0.08337257630095866,0.0,0.0010423077639791314,1.3425189848703667e-08,2.214623456943284e-05,0.016887408744939415
198,0.10404248754991852,0.03211778645716661,0.0016057087729049269,3.286333958385512e-05,0.011517482595220377,0.029863265742958854
199,0.092206760908799,0.0,0.0,0.0,0.006770034480753253,0.019795359077910447
200,0.230707130295896,0.0051100460780850315,0.0,0.0,0.008319572362633624,0.04882734974732293
201,0.06410741291688495,0.0,0.0,9.990061698772479e-06,0.0,0.012823480595716743
202,0.03589242184453326,0.0,0.0,3.4897915611509234e-05,0.0,0.0071854639520289535
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.5854153416126545,0.0,0.10181515455772645,0.0,0.009748757166658325,0.13939585066740787
205,0.045887437678801525,0.005468551610780178,0.0,0.0001966538984561339,0.0037152063273695737,0.011053569903081482
206,0.15629899887786378,0.008506672651347056,0.05138324840611599,0.0,0.019399881912063145,0.047117760369478
207,0.01627120306852658,0.0,0.0,1.1056409121579236e-08,0.0,0.0032542428249871407
208,0.14312504906718565,0.0,0.0,1.1056409121579236e-08,0.009748757166658325,0.03057476345805062
209,0.0,0.0,0.0,0.0,0.0,0.0
210,0.16116917202585276,0.1791971088227278,0.08690972100436874,3.32656163664069e-05,0.0028928414116748905,0.08604042177619811
211,0.032029345474846704,0.0,0.0,1.1777401276447108e-08,0.0,0.0064058714504495965
212,0.12246612717496809,0.0,0.0,3.8607776531307536e-08,0.17363599796282994,0.05922043274911491
213,0.05551230102990499,0.5857508501693315,0.3773691421093938,1.5044776091599488e-07,0.0,0.20372648875127825
214,0.05270709147712103,0.11895088666079241,0.10106724112742199,0.0011053485795855522,0.0,0.0547661135689842
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.12451917102765064,0.0,0.0,0.0021752940956503153,0.012531393278681706,0.027845171680396536
218,0.04595931867776661,0.0,0.03296739872366077,0.0,0.0039081761493791585,0.016566978710161308
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.06987156332777122,0.0,0.0036387885099839513,0.0,0.006379608876696507,0.015977992142890335
221,0.26552573438809607,0.0,0.0,0.0,0.01949751433331665,0.05700464974428254
222,0.05790040232339424,0.0,0.0,0.0012923122849315405,0.00021162195941532914,0.011880867313548222
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.40345440035143687,0.008072024724968539,0.0014807341247622984,0.11859829723834991,1.0,0.3063210912879035
225,0.022767946408999373,0.0,0.0,0.00040195343899540603,0.0007265923355467268,0.004779298436708301
226,0.17476788864734102,0.0,0.00796274315146759,0.0,0.07331432836140755,0.05120899203204323
227,0.0934896709520141,0.0,0.0,1.4370285725817666e-06,0.006722557714166542,0.020042733138950646
228,0.06481252769797428,0.0,0.0,6.613435834879056e-05,0.0009037122852788232,0.01315647486832038
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.24599289814718606,0.0,0.0,0.0,0.05383197725075796,0.0599649750795888
231,0.02315735137654602,0.0,0.0,0.0020641109440475702,0.001078025937654063,0.005259897651649531
232,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0016438348840229,0.0,0.14933812862260293,0.0002503613068256527,0.0,0.030246464962690296
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.020724363746275173,0.0,0.0,2.2112818243158472e-08,0.0,0.004144877171818683
238,0.07949394681875571,0.0,0.16630712656617724,0.0,0.00893133332924522,0.05094648134283564
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.3352596131909085,0.013549265909624637,0.0,0.0,0.0,0.06976177582010663
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.07377476527464125,0.21413432038523308,0.0,0.017413189634680748,0.0004333025357295003,0.061151115566056916
244,0.0285166398680488,0.0,0.029601093428043682,0.003938175737857819,0.001078025937654063,0.012626786994320873
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.028248780684705363,0.0,0.0,1.1056409121579236e-08,1.2034232486708359e-05,0.005652165194720239
250,0.020724363746275173,0.0,0.0,2.2112818243158472e-08,0.0,0.004144877171818683
251,0.01872598855856345,0.0,0.009819824325448144,6.566986954226195e-09,0.0011153998932218248,0.005932243868844075
252,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.05186113426643937,0.0,0.0,0.0,0.01382211770803458,0.013136650394894788
255,0.0,0.0,0.0,0.0,0.0,0.0
256,0.087504348352972,0.07226549262869997,0.006631717257306001,1.9228093151468784e-05,0.0019754435616607152,0.03367924597875803
257,0.020724363746275173,0.0,0.0,2.2112818243158472e-08,0.0,0.004144877171818683
258,0.24685669028692128,0.3112433675169854,0.3083601237039211,0.14987193048000336,0.04157361189118446,0.21158114477580314
259,1.0,0.43028483230251313,0.09677310123321578,1.0,0.10545786232716998,0.5265031591725797
260,0.13669372438740757,0.0,0.0,1.0874598046939354e-05,0.0006956716035974433,0.027480054117810387
261,0.03813889321978826,0.03238015595329889,0.03753447105676149,0.0013722471194341779,0.0,0.021885153469856568
262,0.027655255087718916,0.541856203605558,0.33881884424395375,0.0,0.0,0.18166606058744614
263,0.032001185960909964,0.0,0.0,3.751122468198531e-10,0.0,0.006400237267204442
264,0.15927238878331443,0.5327395806956083,0.36560900135493923,0.0,0.0,0.2115241941667724
265,0.905304948837213,0.0,0.2036303091154529,0.0,0.0,0.2217870515905332
266,0.05713806435960057,0.01166798959984028,0.0031364531052171483,0.0004939521895721555,0.0035275582653977716,0.015192803503925587
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.09565038133246856,0.0,0.0,7.370939414386157e-09,0.006499171444438883,0.020429912029569373
270,0.06277809911357599,0.0,0.03562738936112924,4.525692020251881e-06,0.0005419043183494388,0.019790383697014986
271,0.02668844792715877,0.0,0.0,0.0,0.0009219399001017022,0.005522077565452094
272,0.010444601080043676,0.0,0.0,0.053300052881240845,2.85572290811208e-05,0.01275464223807313
273,0.13669435942632216,0.0,0.0,3.74698117866501e-07,0.019379537343425124,0.03121485429357303
274,0.09152685075139226,0.0422465972189859,0.009721115060918953,1.327571771980729e-05,0.008506054193110228,0.03040277858842543
275,0.07638865787562489,0.02861149715163017,0.0,0.015670815482735634,0.018615324691924427,0.027857259040383026
276,0.13985699876673677,0.0,0.0,0.008731772191822529,0.0,0.02971775419171186
277,0.02709083006480861,0.0,0.0,0.0,1.3568235433977311e-05,0.0054208796600485176
278,0.20264063929807757,0.0,0.0,0.0,0.0,0.040528127859615515
279,0.11420811984846424,0.0,0.0,1.7591299250607761e-10,0.029965317764240017,0.02883468755772345
280,0.04653381632661326,0.0,0.0,0.02132001705467701,0.0003340068546807514,0.013637568047194206
281,0.27540155617515355,0.0,0.0,0.0,0.009748757166658325,0.05703006266836238
282,0.08475207269217012,0.02021052387149523,0.02159035297667106,7.370939414386157e-09,0.0,0.025310591382255165
283,0.26812791615106657,0.0,0.0,0.0,0.02252821982163059,0.058131227194539434
284,0.26552573438809607,0.0,0.0,0.0,0.01949751433331665,0.05700464974428254
285,0.019232653118496364,0.0,0.0,2.934251369879348e-06,9.045490289318207e-06,0.0038489265720311125
286,0.40170699204024907,0.0,0.0,0.0636993870139122,0.03056488427783077,0.0991942526663984
287,0.004507302386023184,0.0,0.012899949079022964,0.001655979547649622,0.0,0.003812646202539154
288,0.45856149561399556,0.0,0.10181515455772645,0.0,0.0,0.1120753300343444
289,0.028875857754552543,0.0,0.0,0.00012892002996522933,0.0,0.0058009555569035545
290,0.01711408996301274,0.10742769185238607,0.04949877567780842,6.661412044195458e-05,0.0,0.03482143432272984
291,0.079896703669449,0.0,0.0,0.0,0.003455079131742468,0.01667035656023829
292,0.0,0.0,0.0,0.0,0.0,0.0
293,0.26552573438809607,0.0,0.0,0.0,0.01949751433331665,0.05700464974428254
294,0.13892220936351718,0.0,0.0,0.0,0.004555218719936822,0.028695485616690802
295,0.10581783205303531,0.0,0.0,0.0,0.0018897813851252146,0.021541522687632104
296,0.0,0.0,0.0,0.0,0.0,0.0
297,0.02623859230075017,0.0,0.0,0.0,0.0,0.005247718460150034
298,0.047149147553386846,0.06870530345291881,0.0809059388015942,4.252133294357918e-05,0.002579056156777244,0.03987639345952414
299,0.5271719129203352,0.0,0.14938974040695524,4.785850705957273e-06,0.020361232872539655,0.1393855344101072
300,0.13559128839779705,0.003392231508603819,0.06700426664005303,0.00010857886081794277,0.0,0.041219273081454365
301,8.213024668884229e-05,0.0,0.0,0.0,0.0,1.6426049337768458e-05
302,0.05224064855891542,0.0,0.0,2.3554802552894216e-08,0.0,0.010448134422743595
303,0.0,0.0,0.0,0.0,0.0,0.0
304,0.03954051855258324,0.0,0.0,0.0,0.0,0.007908103710516649
305,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.03142683180398175,0.0,0.0,1.7917245713761076e-06,0.0011516930439141558,0.006516063314493456
308,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0
311,0.26552573438809607,0.0,0.0,0.0,0.01949751433331665,0.05700464974428254
312,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.03815316364899587,0.0,0.0,0.00712744053453207,0.00175715059863085,0.009407550956431757
315,0.06018459861483033,0.15155853036557448,0.1055410667700647,0.00023002650414127856,0.0011945507320243152,0.06374175459732702
316,0.05224064855891542,0.0,0.0,2.3554802552894216e-08,0.0,0.010448134422743595
317,0.0,0.0,0.0,0.0,0.0,0.0
318,0.02170686333619418,0.008731280942760551,0.0,1.1996085049759131e-05,0.0006962989947576464,0.006229287871752427
319,0.41416204321644295,0.0,0.06787676970515097,2.760942408031042e-08,0.006499171444438883,0.09770760239509138
320,0.14965428905423078,0.0,0.040739121256817064,0.0001253330265171826,0.01173880364985623,0.04045150939748425
321,0.905304948837213,0.0,0.2036303091154529,0.0,0.0,0.2217870515905332
322,0.0,0.0,0.0,0.0,0.0,0.0
323,0.06315054834875775,0.0,0.0,7.700317183889638e-08,1.3568235433977311e-05,0.012632838717472714
324,0.0,0.0,0.0,0.0,0.0,0.0
325,0.04048041868262043,0.0,0.0,0.002064122585579753,0.0,0.008508908253640037
326,0.0,0.0,0.0,0.0,0.0,0.0
327,0.005923795702726736,0.0,0.0,0.0,0.0,0.0011847591405453471
328,0.3101073745969231,0.0,0.0,0.0,0.009748757166658325,0.06397122635271629
329,0.11143647275968177,0.0,0.1733499490417832,0.00025578815257176757,0.007831740644736155,0.05857479011975457
330,0.09387186203572419,0.0,0.0,0.0,6.172136802807385e-05,0.01878671668075045
331,0.036324049618383335,0.0,0.0,1.0692408977774903e-05,0.0,0.007266948405472222
332,0.0,0.0,0.0,0.0,0.0,0.0
333,0.045925760915538384,0.0,0.10180808779236707,0.0006412755465134978,0.001002026568407151,0.02987543016456522
334,0.08130882186752163,0.17580835252009663,0.08255385331771913,0.08144490420818329,0.04142677612541632,0.0925085416077874
