feature,p_value,score,BayesianRidge,gbc,xgb,Adaboost,lgbm,mean
p13_I,0.01090364976312313,6.606357750179099,0.20357124166889617,0.00015428935456430709,0.00065386086,0.0,0.0,0.040875878376234145
p13_L,0.4280500605937988,0.6307248604243151,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,0.012585082011852378,6.342852160803493,0.3403454458654608,0.0009433001603605315,1.2464318e-05,4.1254309012873465e-05,0.15384615384615385,0.09903772369987522
p13_Q,0.0030105355203927475,9.025088111996505,0.042546913840445476,0.00019168264345962248,0.00017907233,0.0,0.0,0.008583533763317996
p13_VDR,0.8164133494708053,0.05404361905601982,0.0,0.0,0.0,0.0,0.0,0.0
p14_EGPDQ,3.662702091847697e-05,17.848297847231233,0.6347571953002348,0.0040699119224213475,4.1286694e-05,0.0008856900036953356,0.0,0.12795081678404746
p14_GAP,0.02725411629449387,4.948502351616137,0.4011354002126935,0.0012520348274648056,1.774216e-08,0.002333804390761683,0.0,0.08094425143461595
p14_K,1.385434274561954e-15,75.61159863654161,0.04209672886949749,0.20204157700938227,2.1012038e-07,0.0,0.0,0.04882770319985119
p14_N,0.02588338713786167,5.0401581039419305,0.08388241403562205,0.04963483511713947,0.00017609251,0.0,0.0,0.026738668332132252
p14_S,0.0002070576587887701,14.29836884811828,0.030625388907892914,0.0023228782134875722,1.4161355e-06,0.0,0.15384615384615385,0.03735916742061619
p14_T,4.054391351186e-11,48.95067006160199,0.19528207473391718,0.001350310456356353,1.2505798e-05,0.0,0.0,0.0393289781975973
p14_V,0.166743590238156,1.9262627061553204,0.0,0.0,0.0,0.0,0.0,0.0
p15_N,0.0013120965256181584,10.629925401102474,0.05858734901024524,0.019618906448953203,0.0,0.0006732648691906534,0.0,0.01577590406567782
p16_EMYVH,0.026812621994368242,4.9774856137257455,0.047843055659802604,0.0017322772976456615,0.0,0.005121954215667282,0.0,0.01093945743462311
p16_G,0.00045256698708761033,12.729146517068672,0.12187934982113521,0.0018975878684158324,1.0428262e-08,0.0005478253246407323,0.0,0.024864954688490717
p16_GAP,0.0013120965256182308,10.629925401102362,0.05858734901024524,0.019618906448953203,0.0,0.0006732648691906534,0.0,0.01577590406567782
p16_I,4.27833394973076e-15,72.5442021276961,0.11766974629672305,0.0014419030434328814,2.27401e-05,0.0005110172372619089,0.0,0.02392908133541685
p16_K,0.07889166533663133,3.120036991060745,0.0,0.0,0.0,0.0,0.0,0.0
p16_L,0.04892655218888864,3.9265741014958135,0.17299167796280007,2.4721204903901505e-11,3.2248332e-07,0.0,0.0,0.03459840009416755
p16_Q,0.42573849550002063,0.6370735853129377,0.0,0.0,0.0,0.0,0.0,0.0
p16_R,0.41036814345304395,0.6806436012259454,0.0,0.0,0.0,0.0,0.0,0.0
p16_S,3.2381740034491493e-12,55.23306551912019,0.05552793231285944,0.0,0.0,0.0,0.0,0.011105586462571888
p16_T,0.09663488189502907,2.7868904236136864,0.0,0.0,0.0,0.0,0.0,0.0
p17_N,8.288098650354344e-13,58.69243938611816,0.05552793231285944,0.0,0.0,0.0,0.0,0.011105586462571888
p17_S,1.8815687379964026e-23,130.17413355680114,0.2902578779169835,0.008124210549600526,0.0,0.02714885785729265,0.3076923076923077,0.1266446508032369
p17_T,2.705744593520846e-05,18.478681124729018,0.1761425965938788,0.01099964209438265,4.3276823e-06,0.015391670062917553,0.0,0.04050764728669395
p18_G,0.0012888354109183444,10.664824231002832,0.012754699404149823,0.0028579411823946013,0.0,0.006882893799717841,0.23076923076923078,0.05065295303109861
p18_GAP,0.0013120965256182308,10.629925401102362,0.05858734901024524,0.019618906448953203,0.0,0.0006732648691906534,0.0,0.01577590406567782
p18_KHIELD,0.0037818977477929775,8.589923824689597,0.7167769471827038,0.006608586821091307,5.1603344e-09,0.01138059412900948,0.0,0.1469532266586278
p18_N,0.00014282892798838723,15.05109706148486,0.04687066558681934,0.0033948866409151957,1.1484931e-06,0.0,0.0,0.010053340144163658
p18_S,7.258867233867501e-05,16.434881557904042,0.37419631143861815,0.00024843344271318664,1.5619997e-05,0.0,0.0,0.07489207297560672
p18_T,0.702362663539684,0.14645333678392508,0.0,0.0,0.0,0.0,0.0,0.0
p18_V,0.0010080357605026793,11.145614874889054,0.38092758347175465,0.013004652802929345,0.0009054517,0.0,0.0,0.07896753759774904
p19_I,0.2140372871046175,1.5539752338583661,0.0,0.0,0.0,0.0,0.0,0.0
p19_L,0.2651069242224104,1.2490243504365075,0.0,0.0,0.0,0.0,0.0,0.0
p19_T,8.288098650354344e-13,58.69243938611816,0.05552793231285944,0.0,0.0,0.0,0.0,0.011105586462571888
p19_V,0.09642875941934433,2.7903642451985466,0.0,0.0,0.0,0.0,0.0,0.0
p19_YGPF,0.00014405033077260858,15.033784436447512,0.2970231186223901,8.897264293917896e-05,9.902574e-07,6.573205734564726e-05,0.0,0.059435762716010296
p20_GAP,0.002586497158395767,9.316101668457312,0.012754699404149823,0.0028579411823946013,0.0,0.006882893799717841,0.23076923076923078,0.05065295303109861
p20_V,0.002248563501777986,9.585454155203806,0.012754699404149823,0.0028579411823946013,0.0,0.006882893799717841,0.23076923076923078,0.05065295303109861
p21_R,7.238555640179719e-19,97.13224023931828,0.15103272978091462,0.0005005779715823414,4.8810716e-07,0.011518872788759377,0.3076923076923077,0.09414899526814517
p22_G,0.003777884657575908,8.591943254468783,0.1949012437021107,0.0014149644655022592,0.0,0.0,0.0,0.03926324163352259
p22_GAP,0.5299431750604291,0.3959073213861286,0.0,0.0,0.0,0.0,0.0,0.0
p22_NTA,0.4039569493603534,0.6995396583773732,0.0,0.0,0.0,0.0,0.0,0.0
p22_S,0.3454120341671789,0.8945491303570048,0.0,0.0,0.0,0.0,0.0,0.0
p23_P,0.5721839791250147,0.3201178700524651,0.0,0.0,0.0,0.0,0.0,0.0
p24_GAP,0.5721839791250017,0.32011787005247827,0.0,0.0,0.0,0.0,0.0,0.0
p24_W,4.009963137321806e-23,127.68414731137689,0.1029849177085495,0.003881207985645056,0.0,0.0,0.0,0.021373225138838912
p24_Y,0.2555507566562173,1.3002954427300235,0.0,0.0,0.0,0.0,0.0,0.0
p25_E,3.169057962982056e-15,73.35712075483691,0.3814843275791367,0.0049878141257120616,0.00038302154,0.01012727310397718,0.6923076923076923,0.21785802573186414
p25_K,0.0006364068002560764,12.052018952843722,0.030555705134960604,0.23992495229925492,0.0,0.0,0.0,0.0540961314868431
p25_L,0.0052409935048029505,7.9720500830827765,0.10444510951466782,4.7369056758006945e-05,0.0,0.0,0.0,0.020898495714285165
p25_N,0.00013498963491564606,15.165929366207344,0.20477381523507843,0.0,1.8803337e-06,0.0,0.0,0.04095513911375255
p25_TGSM,0.4210419551543697,0.6501341576838833,0.0,0.0,0.0,0.0,0.0,0.0
p26_IALSEM,0.1853028091464172,1.7669689952332144,0.0,0.0,0.0,0.0,0.0,0.0
p26_V,0.45372037173453383,0.5635833544577593,0.0,0.0,0.0,0.0,0.0,0.0
p26_Y,0.0020364851659953036,9.776578574181098,0.012754699404149823,0.0028579411823946013,0.0,0.006882893799717841,0.23076923076923078,0.05065295303109861
p27_P,0.08309007043198002,3.0343074670657084,0.0,0.0,0.0,0.0,0.0,0.0
p27_T,0.8152768545443572,0.05472724525907649,0.0,0.0,0.0,0.0,0.0,0.0
p28_N,6.125285438686921e-12,53.63234787195578,0.05552793231285944,0.0,0.0,0.0,0.0,0.011105586462571888
p28_P,0.03927638776381753,4.306331653782886,0.015859632854090883,0.052472885352238575,0.00011932631,0.0004483348624840007,0.0,0.013780035875518109
p28_Q,5.788046744934859e-09,37.11524803602466,0.006692053092768569,0.49335605856952547,0.0,0.0055373297851274905,0.0,0.10111708828948429
p29_E,0.901764775762943,0.015275044837239703,0.0,0.0,0.0,0.0,0.0,0.0
p29_F,0.5504536277526189,0.3577416894562643,0.0,0.0,0.0,0.0,0.0,0.0
p29_H,0.2675492926632612,1.2362896868136926,0.0,0.0,0.0,0.0,0.0,0.0
p29_TWVAS,0.06406800597218233,3.467883537383329,0.0,0.0,0.0,0.0,0.0,0.0
p29_Y,0.4300232200319293,0.6253465044243991,0.0,0.0,0.0,0.0,0.0,0.0
p30_L,0.08087793907424333,3.0788755913778374,0.0,0.0,0.0,0.0,0.0,0.0
p30_MFKAGD,0.20774863359923107,1.5975730036442262,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.014865849412515893,6.038565125426876,0.012754699404149823,0.0028579411823946013,0.0,0.006882893799717841,0.23076923076923078,0.05065295303109861
p31_L,0.962903522476704,0.0021687456750836684,0.0,0.0,0.0,0.0,0.0,0.0
p31_M,0.08362153355075183,3.023792244343,0.0,0.0,0.0,0.0,0.0,0.0
p31_V,0.4245759684535676,0.6402861846742197,0.0,0.0,0.0,0.0,0.0,0.0
p32_D,1.3364960076642921e-05,19.957712413822648,0.33143458144850174,0.0021751470708426365,0.0,0.0007400770415052691,0.0,0.06686996111216993
p32_G,0.0030203028114143943,9.01889099591521,0.10018526723322944,0.12083927658176369,0.0,0.00043308982288300224,0.0,0.044291526727575234
p32_H,0.3084989783748894,1.0425015825690258,0.0,0.0,0.0,0.0,0.0,0.0
p32_PQYSFM,0.001867258457859346,9.94431339797106,0.07144375071242345,0.07882377649733746,0.003983051,0.005877891336780805,0.0,0.03202569391939922
p32_V,0.016952653289300665,5.7999546260832915,0.03073666169584628,0.00023701854006749032,4.0533564e-06,0.0,0.15384615384615385,0.036964777487694736
p33_D,0.6472525531890593,0.21002879167100616,0.0,0.0,0.0,0.0,0.0,0.0
p33_E,0.6788358046121651,0.17195256077841706,0.0,0.0,0.0,0.0,0.0,0.0
p33_N,0.5440825465957861,0.36931282545620037,0.0,0.0,0.0,0.0,0.0,0.0
p33_P,0.25196461446766144,1.320154030304695,0.0,0.0,0.0,0.0,0.0,0.0
p33_S,0.25090447119082726,1.3260916976287311,0.0,0.0,0.0,0.0,0.0,0.0
p34_KLAQYI,2.4218132254729695e-06,23.599874220285876,0.6140482927060615,0.023842421852128273,0.00026201308,0.0025629346512512047,0.0,0.12814313245859954
p34_M,2.4053335245753138e-09,39.162457736984926,0.09096003994716106,0.0007083902456043706,2.2469137e-06,0.0,0.0,0.01833413542129495
p34_P,0.16809972256832226,1.9139419045779014,0.0,0.0,0.0,0.0,0.0,0.0
p34_R,3.385769485927259e-12,55.12077602413282,0.05552793231285944,0.0,0.0,0.0,0.0,0.011105586462571888
p34_S,0.2744377012884653,1.2011452954216144,0.0,0.0,0.0,0.0,0.0,0.0
p34_V,0.0006189565395815333,12.107078020958546,0.2557085636910258,0.0008373596236656062,4.3213516e-10,0.0,0.0,0.051309184749365314
p35_G,0.02916764334684776,4.828331538310193,0.08605140234294238,0.006464609593241681,0.0,0.0,0.0,0.018503202387236812
p35_I,0.1155783299234156,2.498346077425872,0.0,0.0,0.0,0.0,0.0,0.0
p35_VMFSE,0.35506267237870526,0.8593430959348354,0.0,0.0,0.0,0.0,0.0,0.0
p35_W,0.8081321306966294,0.05912905789807995,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.3226554310065375,0.9831069338467967,0.0,0.0,0.0,0.0,0.0,0.0
p36_K,0.2871207808432035,1.1392641589640609,0.0,0.0,0.0,0.0,0.0,0.0
p36_L,1.1216316855824963e-05,20.327536287473677,0.47549980896184624,0.08492330946791143,0.0,0.0007937174242007039,0.0,0.11224336717079168
p36_M,0.3420610005016468,0.9070890424832954,0.0,0.0,0.0,0.0,0.0,0.0
p36_Q,0.724364435200569,0.1247065019388528,0.0,0.0,0.0,0.0,0.0,0.0
p36_R,0.1821019517095062,1.7930821939023955,0.0,0.0,0.0,0.0,0.0,0.0
p36_T,0.020950092405808154,5.418058863370994,0.14584801124725472,6.662410683266518e-05,0.00021830128,0.0002841063612696475,0.0,0.02928340859985023
p36_V,5.101765789873395e-11,48.388005973098565,0.05552793231285944,0.0,0.0,0.0,0.0,0.011105586462571888
p36_Y,6.6646255810512786e-06,21.431243267955647,0.33143458144850174,0.0021751470708426365,0.0,0.0007400770415052691,0.0,0.06686996111216993
p37_H,0.6837373398798199,0.1664435961402729,0.0,0.0,0.0,0.0,0.0,0.0
p37_Y,1.4802707434633375e-17,88.33334966094485,0.4555105429092468,0.053559617990347655,1.0314884e-05,0.0011051868300653636,0.15384615384615385,0.13280636329198142
p38_FMLTI,0.002396056276823511,9.463119529903643,0.3350325618432271,0.0004851253399222631,2.1217364e-05,0.0002520260456497431,0.0,0.06715818611848183
p38_G,3.7421258372767774e-05,17.803747136558037,1.0,0.007018915655595156,0.0024933058,0.018207754069448998,0.0,0.2055439951110658
p38_H,0.00034206802793121616,13.28839162392714,0.23796732362864825,0.007269615210122443,0.00025425557,0.0009728435884695133,0.0,0.049292807600240796
p38_K,0.2880728194695332,1.1347599118978997,0.0,0.0,0.0,0.0,0.0,0.0
p38_N,6.6468788534763155e-06,21.43691690480315,0.09860010605752825,0.0,0.0,0.0,0.0,0.01972002121150565
p38_R,0.10408727632070536,2.666489212122979,0.0,0.0,0.0,0.0,0.0,0.0
p38_S,0.0782080762925363,3.1344637607295613,0.0,0.0,0.0,0.0,0.0,0.0
p38_Y,8.841547756033075e-26,148.38071269113868,0.3512308425433197,0.137303264994882,0.0,0.04453686652511749,0.23076923076923078,0.15276804096650998
p39_C,0.7544269735601203,0.09812295936967418,0.0,0.0,0.0,0.0,0.0,0.0
p39_F,0.0015604119934784237,10.292467325876194,0.09279238289339532,0.0013316885282709087,0.0027514587,0.0,0.0,0.019375106018149513
p39_G,0.07365328568720693,3.2342223691445495,0.0,0.0,0.0,0.0,0.0,0.0
p39_I,0.010550151237276125,6.667101710264861,0.18076367372355157,0.000728608518870306,3.1365915e-05,0.0,0.23076923076923078,0.08245857578528354
p39_L,0.19049650927751824,1.72570046898822,0.0,0.0,0.0,0.0,0.0,0.0
p39_M,0.9744973844117932,0.0010245809697444176,0.0,0.0,0.0,0.0,0.0,0.0
p39_S,0.11965064772761834,2.443169587587532,0.0,0.0,0.0,0.0,0.0,0.0
p39_V,0.04186022678914624,4.195681522830177,0.21291731419568227,0.008840829790406849,4.9128772e-05,0.0009540597579263563,0.07692307692307693,0.05993688188780533
p40_M,0.006711080924441019,7.507641833197995,0.03954877846317335,6.348433704243799e-05,9.4396637e-07,0.0,0.0,0.00792264135331715
p40_Q,5.405394712101424e-29,175.2222153114737,0.1029849177085495,0.003881207985645056,0.0,0.0,0.0,0.021373225138838912
p40_SACIF,0.20759897322266335,1.5986296566598155,0.0,0.0,0.0,0.0,0.0,0.0
p40_T,1.7257811605273903e-10,45.42750036573311,0.08898522280424397,4.077865940337939e-06,0.0,0.0,0.0,0.01779786013403686
p40_V,0.3413308253806522,0.9098435529287534,0.0,0.0,0.0,0.0,0.0,0.0
p41_C,0.4619417532323282,0.5433193638058641,0.0,0.0,0.0,0.0,0.0,0.0
p41_G,0.1368727870919395,2.231017822851177,0.0,0.0,0.0,0.0,0.0,0.0
p41_S,2.2546987700756568e-05,18.85964825310104,0.3355033325014821,0.0009511221161711878,2.252769e-06,0.000814454093411072,0.07692307692307693,0.08283884768063551
p41_T,4.745746272818958e-08,32.29319605366679,0.21934346825430082,0.003055954379817651,3.6718375e-05,0.0,0.0,0.04448722820177539
p42_C,0.3049180340779688,1.0580939603030703,0.0,0.0,0.0,0.0,0.0,0.0
p42_F,0.000417831820216249,12.888393885904641,0.977756716347668,0.004055496794548451,5.7700795e-06,0.0007221947672102231,0.8461538461538461,0.3657388048285539
p42_I,0.03135829240631898,4.700530554739895,0.0651995959132033,0.0005099468706183875,9.791135e-06,0.0,0.0,0.013143866783804062
p42_L,0.9146402625259622,0.011518836537412105,0.0,0.0,0.0,0.0,0.0,0.0
p42_TGSM,0.2731946431114858,1.2074046902342859,0.0,0.0,0.0,0.0,0.0,0.0
p42_V,0.0015786348059097617,10.269907894109195,0.37150175062560675,0.001181008214299783,8.114481e-06,0.0,0.0,0.07453817466414259
p43_I,0.9769823125371628,0.0008345888390851524,0.0,0.0,0.0,0.0,0.0,0.0
p43_L,0.0007365660388185736,11.763063330197726,0.3226000319192051,3.84266774484508e-06,0.0010467253,0.00021254670409982538,0.0,0.06477262932140458
p43_T,0.011569003078512453,6.4973634544497605,0.1848167054731566,0.006435916412919115,0.0,0.0032800307421601213,0.0,0.03890653052564717
p43_V,0.3970689741602883,0.7203363468356578,0.0,0.0,0.0,0.0,0.0,0.0
p43_W,8.288098650354344e-13,58.69243938611816,0.05552793231285944,0.0,0.0,0.0,0.0,0.011105586462571888
p43_Y,0.003036989452129525,9.008351098457032,0.10681026123139646,0.011078230700931918,0.0027007756,0.04179176721495747,0.07692307692307693,0.04786082233985445
p44_LTF,0.17741721763899662,1.8322814225394963,0.0,0.0,0.0,0.0,0.0,0.0
p44_M,0.9752030741557155,0.0009686444279212197,0.0,0.0,0.0,0.0,0.0,0.0
p44_Y,0.00034198646934352326,13.28886923655851,0.034469385793066895,3.439725758760644e-05,0.0,0.0,0.0,0.006900756610130901
p45_F,0.05212598514858572,3.8180506178303726,0.3150312107447673,0.00019420396806980354,0.0009877431,0.0,0.0,0.06324263157135214
p45_G,2.2914186681058313e-21,114.6965498921933,0.2104634291619377,0.08489895533810464,0.00027833,0.0,0.0,0.05912814290012508
p45_I,0.015522015931778554,5.959969126032108,0.11035476447619921,1.6563929214046698e-05,5.6938376e-08,0.0,0.0,0.02207427706875781
p45_L,0.7674859541724497,0.08766064956986432,0.0,0.0,0.0,0.0,0.0,0.0
p45_S,0.005323467717491975,7.942623333240798,0.32829168461558983,0.023246039063061226,0.00013668214,0.00041531312723279683,0.0,0.07041794378876945
p45_T,0.5377862664020308,0.3809975258299946,0.0,0.0,0.0,0.0,0.0,0.0
p45_V,0.011169431712912556,6.562014105879829,0.3727004044099637,0.0016671626545511386,0.00011052843,0.0,0.0,0.07489561909926953
p46_I,0.38148643219403244,0.7693681495543843,0.0,0.0,0.0,0.0,0.0,0.0
p46_L,0.7166903291345221,0.13206678928324297,0.0,0.0,0.0,0.0,0.0,0.0
p46_M,0.34345657795051354,0.9018464733752146,0.0,0.0,0.0,0.0,0.0,0.0
p46_TCAG,0.16180588576610064,1.972117917002394,0.0,0.0,0.0,0.0,0.0,0.0
p46_V,0.10402068538263165,2.667522530117456,0.0,0.0,0.0,0.0,0.0,0.0
p47_I,0.7078409113536703,0.1408523902860379,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,0.01489395658171321,6.035125153788268,0.1820436331605453,0.002951459594070933,1.5249852e-06,0.006529904740489433,0.07692307692307693,0.05368991988068387
