feature,p_value,score,rf,gbc,lgbm,mean
p10_Q,2.34332224214714e-06,22.591192137856,0.0032426447692411827,0.005201870153956144,0.00684931506849315,0.005097943330563492
p10_STNI,0.0539356106176077,3.7247532972005275,0.007896897743322197,0.00025803630786967914,0.00684931506849315,0.005001416373228342
p11_D,0.16222213839799998,1.9567010798827507,0.0,0.0,0.0,0.0
p11_E,0.00023865056843093543,13.612200056335071,0.0129995661476583,0.0022896345182032607,0.00684931506849315,0.007379505244784903
p11_GAP,2.2489864487699162e-08,31.852599031253312,0.054698132282729614,0.010096707679722997,0.0136986301369863,0.026164490033146304
p11_MLNRGKF,0.0008593742216201217,11.18590632473471,0.0036417510260555942,0.0053161487649626285,0.00684931506849315,0.005269071619837124
p11_Q,0.0188362271229669,5.537326271776725,0.002298933508096503,0.002178115886566395,0.0,0.0014923497982209661
p11_S,0.294507589573236,1.1002239313741886,0.0,0.0,0.0,0.0
p11_T,0.2782466480633103,1.1771018551219465,0.0,0.0,0.0,0.0
p11_V,4.029789253983396e-55,282.4506229819693,0.15275006406718036,0.005605880316372486,0.00684931506849315,0.05506841981734867
p12_E,3.148383563321437e-75,411.39196595205266,0.21713377366879397,0.013644500709986981,0.0136986301369863,0.08149230150525576
p12_F,0.06687585332270606,3.3664907331719136,0.0007224039300415796,0.003553030819088442,0.0,0.001425144916376674
p12_GAP,3.083234736753629e-22,99.36402185773582,0.02689193095483648,0.03690991878954436,0.0273972602739726,0.030399703339451148
p12_L,0.888434269050968,0.019691585235782183,0.0,0.0,0.0,0.0
p12_SPIVTQ,0.5381270787683696,0.37932192201603243,0.0,0.0,0.0,0.0
p13_G,2.396571313735022e-81,453.44092427009855,0.3648295385188652,0.5549249120462311,0.0273972602739726,0.3157172369463563
p13_GAP,1.5259176818757871e-31,147.89206158349648,0.02488415473170323,0.11228169605709185,0.0136986301369863,0.05028816030859379
p13_V,0.0005342732507998234,12.081877489227264,0.00042122634006918876,0.0006021499007130827,0.0,0.0003411254135940905
p14_GAP,0.27639642167215567,1.1862093002327814,0.0,0.0,0.0,0.0
p14_L,0.6842863352987609,0.1654512025272002,0.0,0.0,0.0,0.0
p15_G,0.2203306067176883,1.5043743325290873,0.0,0.0,0.0,0.0
p15_GAP,6.746343919020528e-10,38.95967454565174,0.0011845366184780432,0.00106709778858307,0.0136986301369863,0.005316754848015804
p15_L,0.0011981495840751658,10.562669792878859,0.0005403350973889316,0.0006195672526388837,0.0,0.00038663411667593845
p16_GAP,4.286492214573603e-10,39.88537297446552,0.0011845366184780432,0.00106709778858307,0.0136986301369863,0.005316754848015804
p17_GAP,4.286492214573603e-10,39.88537297446552,0.0011845366184780432,0.00106709778858307,0.0136986301369863,0.005316754848015804
p17_N,5.3967511038602115e-05,16.466258574520513,0.00044050760893549044,0.006871921128976414,0.0,0.002437476245970635
p17_PEAVYDL,5.673404955926716e-06,20.85255279759053,0.0025933502950649993,0.0002724980548971786,0.0,0.000955282783320726
p17_S,0.7224262863149209,0.1262613331539091,0.0,0.0,0.0,0.0
p18_GAP,0.013132398458778081,6.176483931956033,0.006741084319305609,0.006329650493777206,0.0136986301369863,0.00892312165002304
p18_T,0.6031595446111118,0.2704537605972936,0.0,0.0,0.0,0.0
p19_EMPITK,0.0005791303318426617,11.929539088854813,0.0003696597022979391,0.00075862497025182,0.0,0.0003760948908499197
p19_G,0.061912605453887444,3.494375719554711,6.032899053794866e-05,0.008341307785933018,0.0,0.0028005455921569886
p19_GAP,0.00011775220823502366,14.96378097365329,0.006317633029887512,0.05045613943852579,0.0273972602739726,0.028057010914128638
p19_L,0.02451065935922925,5.075745988369714,0.0007224039300415796,0.003553030819088442,0.0,0.001425144916376674
p19_S,0.8798540869980254,0.022860992876595106,0.0,0.0,0.0,0.0
p19_V,3.9513667939446665e-29,135.0651719803585,0.06952332555203432,0.0051617439498856535,0.0,0.024895023167306657
p20_GAP,2.022401119221155e-11,46.15461871118995,0.02286393299471649,0.009558852867906073,0.0,0.010807595287540855
p20_L,0.17799812220808542,1.817190597871132,0.0,0.0,0.0,0.0
p20_N,8.040244568284113e-09,33.92776685520945,0.004209689303217646,0.009621974421048302,0.0,0.0046105545747553165
p20_S,4.336901923625638e-74,403.71326018505147,0.21713377366879397,0.013644500709986981,0.0136986301369863,0.08149230150525576
p20_VYATEFQR,0.37921344499819665,0.7740370284237599,0.0,0.0,0.0,0.0
p21_D,0.015315269618808707,5.903095157786233,0.001117750267493697,2.2898197099096962e-05,0.0,0.00038021615486426465
p21_F,5.820647633907295e-05,16.320227507821794,0.00044050760893549044,0.006871921128976414,0.0,0.002437476245970635
p21_GAP,1.688365988542138e-06,23.237913824154738,0.006317633029887512,0.05045613943852579,0.0273972602739726,0.028057010914128638
p21_GETSYVHRL,0.09473997605670699,2.7980117911184337,0.0,0.0,0.0,0.0
p21_I,0.001603842696836446,10.018146474714415,0.00541847518488759,0.005160486531429275,0.0,0.0035263205721056214
p21_N,3.335554101039016e-19,84.08490437350609,0.017634136621883623,0.0005474786550159229,0.0,0.006060538425633182
p21_P,0.5800404673898636,0.30639864958484947,0.0,0.0,0.0,0.0
p21_Q,1.8350397529321864e-74,406.22616749895695,0.28277478755035484,0.0012171703993262312,0.0136986301369863,0.09923019602888912
p22_E,1.0366940590425356e-06,24.202181570525124,0.0006362067679574676,0.0013355296414946614,0.0,0.0006572454698173764
p22_G,3.54999101328051e-18,78.974037640607,0.10167726656099277,0.1673283295594419,0.0,0.0896685320401449
p22_GAP,7.653928931426868e-06,20.265795252261317,0.006317633029887512,0.05045613943852579,0.0273972602739726,0.028057010914128638
p22_LDQTNP,0.22327512300078792,1.4853102921401802,0.0,0.0,0.0,0.0
p22_S,0.32753555774962384,0.9596945374178794,0.0,0.0,0.0,0.0
p22_V,0.09198378632784615,2.8455695046899816,0.0,0.0,0.0,0.0
p23_E,0.2626975136483803,1.256108687233129,0.0,0.0,0.0,0.0
p23_GAP,1.3761053048698027e-05,19.11938166091925,0.006317633029887512,0.05045613943852579,0.0273972602739726,0.028057010914128638
p23_LGHTCA,0.07071518962535675,3.2743459262297914,0.003907674395175837,0.0012777337989325977,0.0,0.001728469398036145
p23_N,7.052813339504304e-05,15.949787907411288,0.009142884609139978,0.00236056099191564,0.0,0.0038344818670185397
p23_Q,4.616776832857211e-75,410.2683578639408,0.21713377366879397,0.013644500709986981,0.0136986301369863,0.08149230150525576
p23_S,5.341426436382776e-19,83.06484440861931,0.10167726656099277,0.1673283295594419,0.0,0.0896685320401449
p24_G,0.0954575075828547,2.7858780075976726,0.0,0.0,0.0,0.0
p24_GAP,0.7449095281755582,0.10592550174253322,0.0,0.0,0.0,0.0
p24_I,7.76716664222024e-67,355.8943275087106,0.21713377366879397,0.013644500709986981,0.0136986301369863,0.08149230150525576
p24_L,0.5290665001805404,0.39650155149698263,0.0,0.0,0.0,0.0
p24_M,1.7413626538155625e-12,51.23261487910882,0.003922825135009741,1.292909198946312e-05,0.0,0.0013119180756664013
p24_V,0.007080878782455426,7.286771028441544,0.00882826726743743,0.00018153819111904333,0.0,0.003003268486185491
p24_Y,0.5254277851803534,0.4035508418152888,0.0,0.0,0.0,0.0
p25_GAP,0.8158685997124109,0.05425748020265026,0.0,0.0,0.0,0.0
p25_I,2.3440997281909697e-09,36.42500074820818,0.005826495738071899,0.010064066711499285,0.02054794520547945,0.012146169218350211
p25_L,0.0015742009398068764,10.052908853003295,0.0072552088331105215,0.000766110186477145,0.0,0.0026737730065292224
p25_S,0.6934309124473125,0.15549927192965834,0.0,0.0,0.0,0.0
p25_T,4.194061786661362e-38,183.63251647405238,0.01154269513532631,0.04298496693841164,0.0,0.01817588735791265
p25_V,3.202159886485905e-10,40.48139477833624,0.013846511917688273,0.0186316972394263,0.18493150684931506,0.07246990533547655
p26_GAP,0.0048884180966334975,7.960921664556815,0.005074752989424223,0.014854506360323901,0.0,0.006643086449916041
p26_Q,0.0006464874837721056,11.721870102677052,0.0002717475353406478,0.0,0.0,9.058251178021594e-05
p27_GAP,0.03084293900701086,4.676853064176232,0.01806670352919831,0.006460988860209109,0.04794520547945205,0.024157632622953156
p27_IFGPS,3.23589006691983e-05,17.45629234199579,0.004241977839914964,0.0011338712795241981,0.0,0.0017919497064797206
p27_L,9.573904626690932e-12,47.69918835548209,0.020969546847896533,0.0611791461345689,0.0,0.027382897660821814
p27_R,2.474006501428551e-66,352.6450438968574,0.2041085623540784,0.5121467224160082,0.0136986301369863,0.24331797163569094
p27_V,0.0021743838819753454,9.45242584081483,0.009496114157510647,0.02138910655414863,0.0136986301369863,0.014861283616215193
p28_GAP,5.449136716158333e-10,39.395357197528476,0.006893926895720579,0.004395954684892421,0.0136986301369863,0.008329503905866434
p28_P,5.422760304962326e-20,88.03193721867517,0.10167726656099277,0.1673283295594419,0.0,0.0896685320401449
p28_QAVDI,0.005908916315890229,7.615275185503005,9.52130149449127e-05,0.00467654107177181,0.0,0.001590584695572241
p28_S,0.15534835392247914,2.022431618980597,0.0,0.0,0.0,0.0
p28_T,9.899970465368915e-05,15.296990790016167,0.00044050760893549044,0.006871921128976414,0.0,0.002437476245970635
p29_E,7.744923989092066e-12,48.13770965550196,0.0034797347452328897,0.0011908900563577334,0.0684931506849315,0.024387925162174043
p29_GAP,1.0084746332985728e-10,42.84831416354932,0.0090823659957091,0.00028764754795163673,0.00684931506849315,0.005406442870717963
p29_NSPGKHQ,4.4011103177525615e-05,16.86054509794363,0.007913382398433937,0.00683313896097494,0.0136986301369863,0.009481717165465059
p30_G,5.3967511038602115e-05,16.466258574520513,0.00044050760893549044,0.006871921128976414,0.0,0.002437476245970635
p30_GAP,5.093112305878785e-13,53.792451259773024,0.0059204583278830375,0.0018979559626215164,0.0,0.0026061380968348514
p30_S,0.5805960068121131,0.3055006940551342,0.0,0.0,0.0,0.0
p31_GAP,7.678367705780307e-05,15.786024165282395,0.009142884609139978,0.00236056099191564,0.0,0.0038344818670185397
p31_L,0.539712299178188,0.37637013527242974,0.0,0.0,0.0,0.0
p32_S,7.781407584537162e-05,15.760346021773119,0.00044050760893549044,0.006871921128976414,0.0,0.002437476245970635
p32_T,1.6040807216999356e-06,23.339046311194892,0.0008739198489595086,0.006977371038437738,0.03424657534246575,0.014032622076621001
p33_GAP,2.004869096971544e-16,70.32861275062221,0.0059204583278830375,0.0018979559626215164,0.0,0.0026061380968348514
p33_N,2.041425050703439e-21,95.2035958840401,0.10167726656099277,0.1673283295594419,0.0,0.0896685320401449
p33_PCDATFSQHL,0.010254657116451004,6.618885830039262,0.007068868158162297,0.0060884281484184,0.0,0.004385765435526899
p33_V,0.02658918468980413,4.934016155838009,0.002298933508096503,0.002178115886566395,0.0,0.0014923497982209661
p33_Y,0.6580727808895293,0.19600747629659165,0.0,0.0,0.0,0.0
p34_G,0.0028244430066939855,8.968459178258268,0.009043403479269988,0.00027238028154170127,0.0,0.0031052612536038963
p34_GAP,2.004869096971544e-16,70.32861275062221,0.0059204583278830375,0.0018979559626215164,0.0,0.0026061380968348514
p34_I,2.2969484989803275e-06,22.630593644215853,0.005826495738071899,0.010064066711499285,0.02054794520547945,0.012146169218350211
p34_M,0.35378984638022315,0.8607348631861299,0.0,0.0,0.0,0.0
p35_E,1.242068826719174e-07,28.423837929557322,0.0034397215826204967,8.347104960951635e-05,0.0,0.001174397544076671
p35_GAP,3.810635562289515e-12,49.60681194276935,0.012099638958117729,0.02438102809942273,0.0,0.012160222352513487
p35_L,0.0012907813206141444,10.423401939636353,0.0002717475353406478,0.0,0.0,9.058251178021594e-05
p35_Q,0.585725816310821,0.29728995163196115,0.0,0.0,0.0,0.0
p36_GAP,9.657932758474063e-10,38.228395255758436,0.012099638958117729,0.02438102809942273,0.0,0.012160222352513487
p36_KQAWGHLRMS,1.2618654280443122e-10,42.38841359086604,0.0021293138585983884,0.00015608622876438037,0.0,0.000761800029120923
p36_Y,7.140564643362579e-06,20.40174994303635,0.0006362067679574676,0.0013355296414946614,0.0,0.0006572454698173764
p37_GAP,9.657932758474063e-10,38.228395255758436,0.012099638958117729,0.02438102809942273,0.0,0.012160222352513487
p37_LASWIKDHV,0.03647185754630682,4.38841913602023,0.0058048322128964195,6.450481444620515e-06,0.02054794520547945,0.008786409299940163
p37_N,0.7213942782781716,0.12724291766877738,0.0,0.0,0.0,0.0
p37_Q,7.057292822508927e-05,15.948563925080606,0.00044050760893549044,0.006871921128976414,0.0,0.002437476245970635
p37_T,6.6495427633427605e-12,48.453304636852174,0.0001140883546415866,0.001667218882452737,0.0,0.0005937690790314412
p38_F,0.00108105511483345,10.755234391511994,0.006033049458517348,0.0008881243737069647,0.02054794520547945,0.009156373012567921
p38_GAP,4.118618258717107e-09,35.28167872967728,0.012099638958117729,0.02438102809942273,0.0,0.012160222352513487
p38_L,0.9973089774719706,1.1381649755783418e-05,0.0,0.0,0.0,0.0
p38_M,0.43087727649173335,0.621034527660874,0.0,0.0,0.0,0.0
p39_G,0.021722216083833484,5.286881348830409,0.002298933508096503,0.002178115886566395,0.0,0.0014923497982209661
p39_GAP,8.81768952179253e-10,38.41382991163126,0.012099638958117729,0.02438102809942273,0.0,0.012160222352513487
p39_T,8.942429511576783e-05,15.492623002866019,0.00044050760893549044,0.006871921128976414,0.0,0.002437476245970635
p39_V,0.007437364543726613,7.197831522822645,0.031397914578695604,0.017225519771280978,0.03424657534246575,0.027623336564147446
p40_GAP,0.003555228870889352,8.544534290935697,0.02043039921970921,0.000691969671845604,0.0,0.007040789630518272
p40_I,0.8208623304943681,0.05130417965696409,0.0,0.0,0.0,0.0
p40_L,0.07829715467252292,3.107199211496576,0.0,0.0,0.0,0.0
p40_N,1.0628662388025518e-19,86.56766854216069,0.10167726656099277,0.1673283295594419,0.0,0.0896685320401449
p40_P,2.6337468016554e-63,333.27792651814644,0.12728338934064176,0.061502170110839645,0.0,0.06292851981716047
p40_S,0.00028409027018225214,13.280137138932579,0.004558738364556232,0.0005620761106284012,0.00684931506849315,0.003990043181225928
p40_T,1.8634656504299907e-06,23.043119246658573,0.009264951123664615,0.0005725157430428275,0.0,0.0032791556222358143
p40_VQDRFH,0.9669527775191511,0.001717464276056651,0.0,0.0,0.0,0.0
p40_Y,0.7213942782781716,0.12724291766877738,0.0,0.0,0.0,0.0
p41_GAP,0.003555228870889352,8.544534290935697,0.02043039921970921,0.000691969671845604,0.0,0.007040789630518272
p41_H,7.442312273774202e-05,15.846184750817702,0.00044050760893549044,0.006871921128976414,0.0,0.002437476245970635
p41_L,0.021722216083833484,5.286881348830409,0.002298933508096503,0.002178115886566395,0.0,0.0014923497982209661
p41_N,0.6886934946411429,0.16061022029344554,0.0,0.0,0.0,0.0
p41_S,1.1564970409153653e-06,23.98576135226689,0.011814056235270518,0.0002505663604628483,0.0,0.004021540865244456
p41_T,3.432645555170389e-08,31.001935603434692,0.009588202238909525,0.0,0.00684931506849315,0.005479172435800892
p41_VIQKADYFGR,4.016243705465263e-11,44.74079252073726,0.003165688257809938,0.0009265594779924504,0.02054794520547945,0.008213397647093947
p42_GAP,0.004239867904539066,8.221320895304293,0.02043039921970921,0.000691969671845604,0.0,0.007040789630518272
p42_I,9.284775738322496e-07,24.420478210235448,0.014553045526415807,0.04501727433593811,0.02054794520547945,0.026706088355944457
p42_L,5.966258300289708e-33,155.45388149947868,0.11302915036121458,0.007738612294991221,0.0410958904109589,0.05395455102238824
p42_S,0.01101499106100722,6.4906386930869155,0.0005312390928259873,0.0010689133772706343,0.00684931506849315,0.002816489179529924
p42_T,0.34848913549725447,0.8798987879060384,0.0,0.0,0.0,0.0
p42_V,0.2410909129607078,1.3760765776675783,0.0,0.0,0.0,0.0
p42_W,1.2695508585494312e-68,367.5028104282159,0.21713377366879397,0.013644500709986981,0.0136986301369863,0.08149230150525576
p43_I,1.0565411925688516e-56,292.0990845748825,0.25392776666763983,0.0010564094004861743,0.0,0.08499472535604201
p43_L,0.0010898252605820126,10.740095382576026,0.007063906259411732,0.005984483856907779,0.00684931506849315,0.006632568394937553
p43_Q,1.920265826866346e-21,95.33795523089083,0.051350980008439205,0.0022892012443555564,0.0,0.017880060417598254
p43_V,0.9502617516012717,0.003893265127220834,0.0,0.0,0.0,0.0
p44_M,0.0197287012551928,5.455855631142942,0.002298933508096503,0.002178115886566395,0.0,0.0014923497982209661
p44_S,0.6886934946411429,0.16061022029344554,0.0,0.0,0.0,0.0
p44_T,5.343178978211434e-05,16.485531888892226,0.00044050760893549044,0.006871921128976414,0.0,0.002437476245970635
p44_W,0.002885455031759943,8.929012609556466,0.0146980362796743,0.00019878734322219577,0.00684931506849315,0.007248712897129882
p44_Y,0.0007256035318588477,11.50426182958112,0.005888277705328823,0.0002705177042012481,0.0,0.0020529318031766905
p45_H,0.06312982451297788,3.462024141396338,0.0,0.0,0.00684931506849315,0.00228310502283105
p45_I,0.5798815929003529,0.306655765687127,0.0,0.0,0.0,0.0
p45_L,0.35345279167762156,0.8619417345250664,0.0,0.0,0.0,0.0
p45_V,0.7895826789769066,0.07125404635370614,0.0,0.0,0.0,0.0
p46_G,0.00031758406805931425,13.06810901868905,0.0015895669650338288,0.001004243783013895,0.00684931506849315,0.0031477086055136244
p46_N,1.8322155354894698e-07,27.64730026431086,0.011814056235270518,0.0002505663604628483,0.0,0.004021540865244456
p46_S,0.021722216083833484,5.286881348830409,0.002298933508096503,0.002178115886566395,0.0,0.0014923497982209661
p46_T,0.0004482021972289436,12.41429868958007,0.0009052055761131441,0.0019276637706045411,0.0,0.0009442897822392284
p46_V,0.0036369282896731164,8.502775370237455,0.0007224039300415796,0.003553030819088442,0.0,0.001425144916376674
p46_Y,0.8697187214237265,0.026917020873643466,0.0,0.0,0.0,0.0
p47_F,0.00017958414341223952,14.155184230550072,0.0015777636449856374,0.00013612225359395356,0.0,0.0005712952995265303
p47_GAP,1.4965102555104044e-12,51.54764014281422,0.003922825135009741,1.292909198946312e-05,0.0,0.0013119180756664013
p47_I,0.08386265017385504,2.99525262667649,0.0,0.0,0.0,0.0
p47_T,9.612007655129177e-19,81.79376308075375,0.0004499725784535237,0.0007435698629457664,0.0,0.00039784748046643004
p47_V,0.1580714256766514,1.9960031355078944,0.0,0.0,0.0,0.0
p47_Y,2.2028241856243085e-06,22.713086538007374,0.0006362067679574676,0.0013355296414946614,0.0,0.0006572454698173764
p48_G,1.2991250887741486e-11,47.068322961848445,0.0001140883546415866,0.001667218882452737,0.0,0.0005937690790314412
p48_GAP,1.4965102555104044e-12,51.54764014281422,0.003922825135009741,1.292909198946312e-05,0.0,0.0013119180756664013
p48_I,0.006416962160054356,7.465352017395135,0.0017344733379644813,0.00035272655730756027,0.00684931506849315,0.002978838321255064
p48_L,0.8506775271194874,0.03546062387538141,0.0,0.0,0.0,0.0
p48_VMSF,0.11112676849809688,2.5432808336346526,0.0,0.0,0.0,0.0
p49_FIST,8.130838766031727e-14,57.630021885541346,0.0017182132152263876,0.010013285361410109,0.02054794520547945,0.01075981459403865
p49_G,0.008329498346903833,6.993107032849152,0.005722613034043471,0.0019072004630751637,0.00684931506849315,0.004826376188537262
p49_GAP,1.4965102555104044e-12,51.54764014281422,0.003922825135009741,1.292909198946312e-05,0.0,0.0013119180756664013
p49_L,1.5572497353427015e-51,260.86467022559424,0.0508053462989939,0.000174135575408471,0.0,0.01699316062480079
p49_V,0.0003137275787265515,13.091340213519318,0.0069345833468835855,0.0017215069322579267,0.0,0.002885363426380504
p50_H,0.02519494950708646,5.027748133176639,0.002298933508096503,0.002178115886566395,0.0,0.0014923497982209661
p50_L,0.5893007391834394,0.29165353495034757,0.0,0.0,0.0,0.0
p50_M,0.0026721885194664926,9.070808077184644,0.010558561595023613,0.005880958150887201,0.07534246575342465,0.03059399516644516
p50_S,1.473760441755538e-23,106.0977408416741,0.10167726656099277,0.1673283295594419,0.0,0.0896685320401449
p51_F,0.9911239705578426,0.00012382955545911948,0.0,0.0,0.0,0.0
p51_G,1.4085610152091768e-81,455.0540508607464,0.2512150620728225,0.024253766686009138,0.00684931506849315,0.0941060479424416
p51_I,9.470888619939502e-08,28.966230090733866,0.0037059530002642106,0.0006504288239833306,0.03424657534246575,0.01286765238890443
p51_L,1.9043562806698267e-24,110.65764581308952,0.032286203817858815,0.06324591022191785,0.06164383561643835,0.052391983218738336
p51_T,0.13980798622963042,2.184052002560786,0.0,0.0,0.0,0.0
p52_I,0.6314937150922755,0.2302029341799829,0.0,0.0,0.0,0.0
p52_L,3.4354545650574347e-22,99.12541261333999,0.014067507084037452,0.0007624702870781263,0.0,0.004943325790371859
p52_V,6.794592167533309e-07,25.03940841180995,0.005188282977694082,0.007741978133144138,0.0,0.004310087036946073
p53_CLQVHT,3.3006997399271805e-20,89.1138081875415,0.02059675660377151,0.17559848366157918,0.0,0.06539841342178355
p53_F,0.003267433246407987,8.699842927376897,0.002298933508096503,0.002178115886566395,0.0,0.0014923497982209661
p53_G,1.8717470022163376e-05,18.51994715581065,0.007044596025146892,0.0005655461624301306,0.0,0.002536714062525674
p53_S,0.73213203581756,0.11723809193129009,0.0,0.0,0.0,0.0
p54_I,6.230161927858524e-06,20.66899781594448,0.026709747446362765,0.002659417426738738,0.02054794520547945,0.016639036692860317
p54_L,4.786697432127334e-16,68.47548995041426,0.0013623781949416642,0.007231129600576409,0.0,0.0028645025985060244
p54_MSFQGC,0.15357163510254865,2.039960989483028,0.0,0.0,0.0,0.0
p54_T,1.9268982819793744e-09,36.82311980782688,0.006242402405419467,0.0012416275344312715,0.0136986301369863,0.007060886692279013
p54_V,0.7614939285625826,0.09218184531466621,0.0,0.0,0.0,0.0
p55_L,5.709279489834646e-07,25.38478424688931,0.005456710812770958,0.0003976395381904011,0.0136986301369863,0.006517660162649219
p55_M,5.572457832162595e-22,98.05924489580879,0.10167726656099277,0.1673283295594419,0.0,0.0896685320401449
p55_PACITG,0.054615928443135606,3.703734592179055,0.006057871512832572,0.08172132067543052,0.00684931506849315,0.03154283575225208
p55_V,0.004827570289710797,7.983805938072735,0.003843560962960922,0.007013680334915574,0.00684931506849315,0.005902185455456549
p56_F,7.5634198215825334e-06,20.28908565324244,0.000456084814138108,0.007540015220286073,0.0,0.002665366678141394
p56_H,0.06312982451297788,3.462024141396338,0.0,0.0,0.00684931506849315,0.00228310502283105
p56_L,4.53373625083584e-06,21.292655830905673,0.024749720445182265,0.08991720876625912,0.0273972602739726,0.04735472982847133
p56_VPIRGW,0.05309973496304428,3.750966636555497,0.00277660686068784,0.00025809378839973697,0.03424657534246575,0.012427091997184442
p56_Y,5.7492456711465525e-08,29.96637925469128,0.008719229326041087,0.0015970086620729113,0.06164383561643835,0.02398669120151745
p57_F,3.5944082497188705e-07,26.304450784356874,0.0020038176739518715,9.000140226453778e-05,0.00684931506849315,0.002981044714903186
p57_Y,6.395017324107993e-22,97.75599159526591,0.10167726656099277,0.1673283295594419,0.0,0.0896685320401449
p58_F,0.19468964527061636,1.684357456315358,0.0,0.0,0.0,0.0
p58_GMYST,5.848770413979701e-06,20.79285135016636,0.001866187868413908,0.00026102230339134674,0.00684931506849315,0.0029921750800994684
p58_I,1.244663908777038e-05,19.31527156506772,0.005862878462593644,0.0007516743538855857,0.0136986301369863,0.00677106098448851
p58_L,1.5635709455250544e-42,208.48541718889007,0.05362273153832093,0.0027822368597189015,0.03424657534246575,0.03021718124683519
p58_V,6.517179306772594e-06,20.58072156196915,0.0016973046256735787,0.0011142195847425515,0.0,0.0009371747368053766
p58_W,0.6124772983010563,0.25676818962421977,0.0,0.0,0.0,0.0
p59_F,0.010304197045716506,6.610236662630512,0.0010621518696517197,0.003969308900256974,0.0,0.0016771535899695645
