feature,p_value,score,lgbm,rf,BayesianRidge,gbc,Adaboost,mean
p5_R,0.34823815319389473,0.884780730702421,0.0,0.0,0.0,0.0,0.0,0.0
p6_GAP,1.6577197202951867e-40,315.6150748769749,0.0,0.08503657922673509,0.14689096082311484,1.0,0.0,0.24638550800997
p6_H,0.841985102304313,0.03986484699403167,0.0,0.0,0.0,0.0,0.0,0.0
p6_P,0.655499654667782,0.19974415712194263,0.0,0.0,0.0,0.0,0.0,0.0
p6_Q,3.3880855763293666e-06,23.09388494946952,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p7_D,0.002171011334558152,9.694608366932648,0.0,0.0007799923856696139,0.06289894034998798,0.0035395271336249013,0.0005015893781316394,0.013544009849482827
p7_E,2.962133481016576e-26,160.20516999263972,0.043478260869565216,0.002712936519396683,0.030221438972783256,9.946912312064033e-07,0.0,0.01528272621059527
p7_GAP,0.07729093630789047,3.159367633564127,0.0,0.0,0.0,0.0,0.0,0.0
p7_I,0.015903242958929423,5.932466617837146,0.0,0.00038735296482849665,0.08039286580497333,0.00041045354222391195,0.0,0.01623813446240515
p7_K,0.1913056243160646,1.7212958983436026,0.0,0.0,0.0,0.0,0.0,0.0
p7_NGVML,0.11067959888393297,2.5713863200039215,0.0,0.0,0.0,0.0,0.0,0.0
p7_P,3.4955423175588405e-06,23.02563573960032,0.08695652173913043,0.00013163872206806363,0.049331371786600846,2.5460459739621986e-06,0.0,0.02728441565875466
p7_Q,0.1274342796106984,2.346501799514569,0.0,0.0,0.0,0.0,0.0,0.0
p7_S,0.00011732463642723642,15.553461545468078,0.0,0.00488026904750179,0.05679677151053901,3.820488738695724e-06,0.0,0.012336172209355898
p8_E,3.5514092109405746e-08,33.388194041873554,0.0,0.03661472754043186,0.10755325705607244,0.0009648504508667844,0.0,0.029026567009474213
p8_FWGMH,0.2937254517417794,1.1093564209226645,0.0,0.0,0.0,0.0,0.0,0.0
p8_GAP,0.07729093630789047,3.159367633564127,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,4.925012990503488e-10,43.63952308325955,0.043478260869565216,0.00032912710016436624,0.09305040448088166,1.451177914078991e-06,0.0,0.027371848725705066
p8_S,7.810153744268122e-08,31.56185053139847,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p8_Y,0.09732226491337469,2.7796302471946563,0.0,0.0,0.0,0.0,0.0,0.0
p9_GAP,0.07729093630789047,3.159367633564127,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,8.453289507360685e-06,21.10852530386304,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p9_LVT,0.45448703477708896,0.5620269353225147,0.0,0.0,0.0,0.0,0.0,0.0
p10_GAP,0.07729093630789047,3.159367633564127,0.0,0.0,0.0,0.0,0.0,0.0
p10_WHL,0.059630231582952185,3.595852969042246,0.0,0.007346671893241147,0.07781698202810505,0.0030981007593194948,0.00028183286579670026,0.017708717509292475
p10_Y,5.5371751223598677e-05,17.114693510279423,0.0,0.015666284109754947,0.09636656368762758,2.155322840242226e-05,0.0,0.02241088020515699
p11_I,0.07141745588426854,3.2913930991790354,0.13043478260869565,0.03128751733380231,0.006471276035677095,6.122378843451268e-05,0.00010674403044100508,0.033672308759410116
p11_L,1.2612841192274176e-57,602.8371871996544,0.34782608695652173,1.0,0.1839244612650486,0.0017855506386899589,0.4138314063073827,0.38947350103352857
p11_T,7.810153744268122e-08,31.56185053139847,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p11_V,4.251844830098934e-08,32.969331742907265,0.043478260869565216,0.00061690460050462,0.046229850459575575,0.0001714631298792485,0.0,0.01809929581190493
p12_P,1.7784908758014406e-14,70.51339473905837,0.08695652173913043,0.010656859076975635,0.020210328968503354,0.0005342100762094347,0.0023572853908705852,0.02414304105033789
p13_GAP,2.2023652370533115e-19,104.3737747867581,0.08695652173913043,0.02141426452793316,0.07256241210730746,0.0005202273036584452,0.0002860015336144905,0.036347885442328795
p13_I,0.3785670137538769,0.7794384815932264,0.0,0.0,0.0,0.0,0.0,0.0
p13_L,0.031085907995843164,4.7268492949492815,0.0,0.0014083178185456257,0.026836842076106465,9.987093677407176e-05,0.0,0.005669006166285233
p13_M,2.8462552700245915e-07,28.606877161860783,0.13043478260869565,0.0010109400488727068,0.05407651850951133,0.00040264310100059244,0.0,0.03718497685361606
p14_GAP,3.502949326035713e-21,117.98263682357002,0.0,0.02561667853261472,0.04354234551498534,0.09045535606007252,0.0,0.03192287602153452
p14_ITVA,0.34058095242545827,0.913392605588729,0.0,0.0,0.0,0.0,0.0,0.0
p14_Y,1.8186652202856027e-06,24.460364881630852,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p15_G,0.00010458837133768923,15.791069476829994,0.0,0.030121788710190188,0.07280648854510305,9.243277365523526e-08,0.0,0.02058567393761338
p15_K,1.7101187814935945e-23,136.49302391268256,0.0,0.01549577200770561,0.08172121933498655,5.716078732099647e-05,0.0,0.019454830426002632
p15_N,0.7097421639795712,0.13900219711964767,0.0,0.0,0.0,0.0,0.0,0.0
p15_Q,2.573966171649701e-07,28.834783693512914,0.0,0.0008596457815753641,0.05853619076929953,0.0005358285221803076,0.0,0.01198633301461104
p15_S,2.517334741424551e-13,63.22186421505247,0.08695652173913043,0.004800448150602735,0.09626493889252981,0.0004178710863746786,0.00017549348920538243,0.037723054671568605
p15_T,5.880386148610284e-07,26.97169081448384,0.0,0.008418841738339074,0.12991014571706244,0.003084696342402433,8.751584520188957e-05,0.028300239928601166
p15_V,0.027617224462426943,4.936880144581926,0.0,0.0007641208678716829,0.1249801914061522,0.0006374356351864605,0.0,0.025276349581842068
p17_G,0.0001720899370001545,14.764891701306796,0.0,0.0010541203182684589,0.0936994633934939,4.123213143815261e-05,0.0,0.018958963168640104
p17_I,1.2539767169444805e-32,222.29240233332976,0.0,0.004917913977868781,0.117774187846805,0.12741255610165295,0.00011766742482733128,0.05004446507023082
p17_K,2.6720973821971315e-06,23.61383189081081,0.0,0.003461101190015158,0.15813197059705605,0.0010143561568297052,0.0,0.03252148558878019
p17_L,0.10723825268085169,2.6222693946109814,0.0,0.0,0.0,0.0,0.0,0.0
p17_R,0.016717698334740683,5.841371507032315,0.0,0.0008277706392174906,0.033399847339882244,0.041494044668691984,0.0,0.015144332529558343
p17_S,2.9611256248189615e-07,28.517290828378727,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p17_T,0.019460392882576442,5.565473419704111,0.0,2.2483747117056844e-05,0.03700881521130121,0.00010198443002623903,0.0,0.007426656677688902
p18_S,2.286041586011908e-69,893.414383012822,0.34782608695652173,0.2671496117028008,0.24754562339426986,0.30364908160535586,1.0,0.43323408073178965
p18_T,1.1227324511061152e-20,114.08644680399615,0.0,0.02561667853261472,0.04354234551498534,0.09045535606007252,0.0,0.03192287602153452
p19_G,3.502949326035713e-21,117.98263682357002,0.0,0.02561667853261472,0.04354234551498534,0.09045535606007252,0.0,0.03192287602153452
p19_KITVL,4.559195781553267e-05,17.5220346203186,0.0,0.0008007972933757573,0.09728244668077181,0.004279716781085838,0.0,0.02047259215104668
p19_N,0.0006720248103508744,12.006448636278721,0.0,0.0005906809458152853,0.04534712244846823,0.0005961567713147805,0.0,0.00930679203311966
p19_S,2.3711000127716666e-07,29.021080825046067,0.0,0.0016131559177452709,0.0005388704160040014,0.001864062466208853,0.0,0.000803217759991625
p20_L,0.04555839734630523,4.057614725086596,0.0,0.0013593735282554675,0.01006289381977821,6.649635715244273e-05,4.607606492686608e-05,0.0023069679540225975
p20_T,7.810153744268122e-08,31.56185053139847,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p20_V,8.398910434685711e-08,31.39439587412618,0.13043478260869565,0.0006699344617562709,0.06963154090324261,2.680175382940953e-05,0.0,0.04015261194550479
p20_Y,0.3785670137538769,0.7794384815932264,0.0,0.0,0.0,0.0,0.0,0.0
p21_V,7.98280415783904e-21,115.22170936322333,0.0,0.02561667853261472,0.04354234551498534,0.09045535606007252,0.0,0.03192287602153452
p22_R,1.0536937060788282e-63,741.6466484143465,0.08695652173913043,0.5601790744042374,0.1702229773695964,0.010332600823836455,0.2413740490633214,0.21381304468002443
p23_S,1.5616085929760478e-12,58.33622841652438,0.391304347826087,0.01146810966485266,0.07479864314133754,0.002995959301272909,0.0,0.09611341198671002
p25_W,3.835950577602191e-39,297.9841833531291,0.34782608695652173,1.0,0.1839244612650486,0.0017855506386899589,0.4138314063073827,0.38947350103352857
p25_Y,0.00011252424516692334,15.639787281556169,0.0,0.0003397766407513384,0.05883159099191158,1.933587182001147e-05,0.00041772963010704996,0.011921686626917996
p26_E,6.079314077544286e-26,157.43293145308022,0.043478260869565216,0.019185340882177767,0.19762746443803697,4.1435229025533156e-05,0.0,0.0520665002837611
p26_L,0.34058095242545827,0.913392605588729,0.0,0.0,0.0,0.0,0.0,0.0
p27_G,4.496301921578012e-19,102.09579274017885,0.08695652173913043,0.02141426452793316,0.07256241210730746,0.0005202273036584452,0.0002860015336144905,0.036347885442328795
p27_V,0.34058095242545827,0.913392605588729,0.0,0.0,0.0,0.0,0.0,0.0
p27_Y,3.7674770132062155e-11,50.07461011792563,0.08695652173913043,0.03527729165227263,0.029793332330688635,0.00011444710491587454,0.0,0.030428318565401513
p29_Q,7.810153744268557e-08,31.561850531398335,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p30_FTW,0.7695357775295992,0.08611481065101423,0.0,0.0,0.0,0.0,0.0,0.0
p30_H,0.05258370062461268,3.8105354962249605,0.0,0.0002056705181533491,0.016085502753848423,1.9809805169949038e-05,0.0,0.0032621966154343443
p30_Y,0.5010301747994343,0.4547054600136591,0.0,0.0,0.0,0.0,0.0,0.0
p31_Y,8.119642329740408e-17,86.08771329922912,0.0,0.02561667853261472,0.04354234551498534,0.09045535606007252,0.0,0.03192287602153452
p32_L,0.005976498706204392,7.752227869341923,0.21739130434782608,0.013396776680284855,0.10256082337196559,0.0004746251126488855,0.0064998350035795965,0.068064672903261
p32_M,0.017850775113234397,5.722049740906309,0.0,0.001818204742608579,0.04342761065359182,0.018996657320182495,0.0,0.012848494543276578
p33_G,0.0696977178499243,3.332284338305707,0.0,0.01455844952549074,0.0689949426112066,9.817801953734226e-07,0.01379581840403466,0.019470038464185473
p33_V,0.00012596681408794444,15.406742606094236,0.0,0.0008030059096970714,0.09965871529995776,0.00034270159541932674,0.0,0.020160884561014832
p34_E,5.2703559281386914e-08,32.47095734133914,0.0,0.0007685668460440779,0.035784671653336,0.00020242363245540957,0.0,0.007351132426367098
p34_N,0.18998292551657234,1.7316467252583816,0.0,0.0,0.0,0.0,0.0,0.0
p34_P,5.293610846701218e-18,94.37430486877253,0.08695652173913043,0.02141426452793316,0.07256241210730746,0.0005202273036584452,0.0002860015336144905,0.036347885442328795
p34_S,0.11131483857880675,2.5621856930349964,0.0,0.0,0.0,0.0,0.0,0.0
p35_M,0.00017624459580858342,14.715965260408595,0.0,0.0008823031032225007,0.08094994286679864,0.00033818633735011543,5.685499946938007e-05,0.016445457461368128
p35_P,3.333704004607884e-13,62.462800678589154,0.0,0.007599257411053847,0.10847219843941859,0.004462799848950764,0.0,0.024106851139884637
p35_QS,0.5045319563847541,0.4473010807600129,0.0,0.0,0.0,0.0,0.0,0.0
p35_R,1.1242816843500162e-07,30.7241146589307,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p35_V,2.018100143713492e-11,51.66902577031304,0.0,0.002735964598187395,0.02591054852906487,0.0009406137959248695,0.0,0.005917425384635427
p36_G,0.5911668414163225,0.2896283706201832,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.017850775113234397,5.722049740906309,0.0,0.001818204742608579,0.04342761065359182,0.018996657320182495,0.0,0.012848494543276578
p36_W,0.0010963134399548954,11.034071143243336,0.0,0.005598790479324955,0.13488520987157088,1.9467250820460252e-05,0.0,0.02810069352034326
p37_I,0.4040115051324882,0.6998617363312764,0.0,0.0,0.0,0.0,0.0,0.0
p37_K,0.0049969654953598485,8.09153230816742,0.0,0.00012076340623646926,0.006006315438905302,0.0001284273689206428,0.0,0.0012511012428124827
p37_M,0.01840364436072918,5.666664696853069,0.0,0.0042366077823747066,0.17323385217133677,0.0006264986739211783,0.0,0.03561939172552653
p37_Q,0.0001964097160876324,14.494056389087685,0.0,0.00014499874913240885,0.025245900139194186,2.9870837128909724e-05,0.0,0.005084153945091101
p37_V,1.3930556743953382e-06,25.049708454510924,0.0,0.006416332752786569,0.07215045193482172,2.9066592989910426e-05,0.0,0.01571917025611964
p38_Y,2.7777999831937868e-18,96.37149799228436,0.08695652173913043,0.05483805871488754,0.21241177547340948,0.010327285099384676,0.0,0.07290672820536243
p39_H,0.0013167866164909003,10.672716643635123,0.0,0.004806680341688893,0.04238251088941464,2.57116896329129e-05,0.0,0.009442980584147288
p39_K,0.0027938664101778195,9.20576583675548,0.0,0.0005991979269585402,0.08446505856610975,0.004636233747918349,0.0,0.01794009804819733
p39_M,0.33112201873227753,0.9499619033791986,0.0,0.0,0.0,0.0,0.0,0.0
p39_R,0.0008411391992780475,11.559195694614445,0.0,0.004429960408986804,0.10265863796965972,0.001546986133574519,0.0,0.021727116902444207
p39_S,4.906184457064961e-07,27.378310699760558,0.0,0.003465041184353384,0.1792948905061488,0.02996604327186696,0.0,0.042545194992473834
p39_T,0.014658477105940008,6.081523358983558,0.0,0.0013250100482154073,0.1778074335127205,0.004773210768691052,0.0,0.036781130865925396
p39_Y,3.679080967068265e-23,133.75551371502337,0.0,0.02369852706052805,0.0796633277224166,0.35979496432242175,0.0,0.09263136382107329
p40_GCS,0.884091461909915,0.0213174546298625,0.0,0.0,0.0,0.0,0.0,0.0
p40_I,0.004526548186040185,8.279723664737588,0.0,0.0006147306396359267,0.022958645562101015,2.4069486122322284e-06,0.0,0.004715156630069835
p40_L,2.3925685014689067e-16,82.88262871099941,0.08695652173913043,0.06259553239540742,0.14294478262402358,0.00022679211852415254,0.0006702242001127004,0.058678770615439656
p40_M,0.0007659402021114747,11.74554309868207,0.13043478260869565,2.5948004422872756e-05,0.026552363180239208,3.2615417770709054e-06,0.0,0.031403271067026964
p40_V,0.012488494822643,6.375926938675831,0.0,0.002046908567795085,0.06288602954699792,0.00026901558219268127,0.0,0.013040390739397136
p41_M,0.25796451420579525,1.288322769694106,0.0,0.0,0.0,0.0,0.0,0.0
p41_Q,3.435256114019899e-69,888.3117556709243,0.34782608695652173,1.0,0.1839244612650486,0.0017855506386899589,0.4138314063073827,0.38947350103352857
p41_T,7.810153744268122e-08,31.56185053139847,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p41_V,0.021108074063462826,5.418616812969942,0.0,0.00039856548979781697,0.03971241557375954,0.0001888528618071063,0.0,0.008059966785072894
p42_C,0.016812616691527282,5.8310570551958305,0.0,0.00039856548979781697,0.03971241557375954,0.0001888528618071063,0.0,0.008059966785072894
p42_G,0.011667207689307306,6.5014784477710075,0.0,0.001197274299251039,0.0029429041351929377,6.650804617024089e-06,0.0,0.0008293658478122003
p42_S,6.187008991186901e-05,16.88269801315514,0.0,0.009628869611900456,0.02662691079754551,0.001093266848648894,0.0007420454561993255,0.007618218542858837
p42_T,2.938292606064289e-08,33.830266071479464,0.0,0.0007232396995509915,0.012749520526695245,0.0004344731124227992,8.88162534851709e-05,0.0027992099184308413
p43_C,0.021733697020611873,5.36597101227454,0.0,0.00039856548979781697,0.03971241557375954,0.0001888528618071063,0.0,0.008059966785072894
p43_F,0.018060023459331685,5.700880031775745,0.0,0.0005863994454692691,0.06082315643404781,8.462815725650469e-06,0.0,0.012283603739048545
p43_I,0.017660423280179288,5.741533665093502,0.0,0.0023297447135509383,0.19329770294088353,0.011291293726511617,0.0008340054413069305,0.0415505493644506
p43_V,0.002713421325728609,9.262225231442295,0.043478260869565216,0.005063809892654745,0.06953967456392737,0.0009257095388560354,0.0,0.023801490973000675
p44_W,7.810153744268122e-08,31.56185053139847,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p44_Y,1.2829819575657328e-21,121.38640577193163,0.0,0.02561667853261472,0.04354234551498534,0.09045535606007252,0.0,0.03192287602153452
p45_M,0.020332343587603646,5.486206656812347,0.0,0.00039856548979781697,0.03971241557375954,0.0001888528618071063,0.0,0.008059966785072894
p46_G,1.6816873552427333e-58,621.4326787981313,0.34782608695652173,1.0,0.1839244612650486,0.0017855506386899589,0.4138314063073827,0.38947350103352857
p46_I,9.66657292373546e-06,20.819594222040784,0.0,0.005668399692990323,0.1657457042930652,0.000568208621226003,3.4067705721646436e-05,0.034403276062600636
p46_LVMAT,0.22581685038823857,1.4777847207671422,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,0.00022044309437265115,14.258080272840257,0.30434782608695654,0.004160433468195631,0.05358182787816877,0.003622280903691845,0.0006466698375703358,0.07327180763491661
p47_M,0.1246855946753694,2.3810475290569415,0.0,0.0,0.0,0.0,0.0,0.0
p47_TISA,0.42867120783960055,0.6294456392498395,0.0,0.0,0.0,0.0,0.0,0.0
p48_L,2.4058062573306283e-19,104.09071919245304,0.0,0.02561667853261472,0.04354234551498534,0.09045535606007252,0.0,0.03192287602153452
p48_V,1.2412139974399207e-18,98.88836308428795,0.08695652173913043,0.02141426452793316,0.07256241210730746,0.0005202273036584452,0.0002860015336144905,0.036347885442328795
p49_I,1.9111164091727132e-20,112.32510887708364,0.0,0.02561667853261472,0.04354234551498534,0.09045535606007252,0.0,0.03192287602153452
p49_V,6.314357335422858e-07,26.812124706273995,0.0,0.019388029899302228,0.2320577333988849,0.009851105281372919,0.0,0.05225937371591201
p50_C,0.017029568486958482,5.807707682841599,0.0,0.0034826808236687705,0.08213178855134859,0.0030089881780280625,0.0,0.017724691510609087
p50_F,8.662352133158419e-17,85.89464242440508,0.0,0.007277132686469451,0.29231928795528905,0.003508761149568375,3.9520408602140656e-06,0.060621826766437424
p50_I,0.0023362157143167537,9.5521467759147,0.0,0.01291970871966136,0.058880673151975114,0.0002375449799537718,0.0,0.014407585370318051
p50_L,0.41812425527405317,0.6588038899737266,0.0,0.0,0.0,0.0,0.0,0.0
p50_M,0.017233514561032528,5.78603898061614,0.08695652173913043,0.000101259868521403,0.1029865953440372,0.0001995662293228997,0.00023076795487371885,0.03809494222717713
p50_S,0.0824155833863303,3.0527793173507933,0.0,0.0,0.0,0.0,0.0,0.0
p50_V,0.4162202615582169,0.6642223933058191,0.0,0.0,0.0,0.0,0.0,0.0
p51_G,0.7839929771151626,0.07538080364955475,0.0,0.0,0.0,0.0,0.0,0.0
p51_I,0.000900003319908312,11.424840986503021,0.0,0.00187780563117185,0.0771043245767911,0.0004699628868294258,0.00020446118918673588,0.015931310856795822
p51_L,3.8549710365104386e-05,17.874776666282283,0.391304347826087,0.0004039728557157318,0.07947450834076904,0.000382328296585139,0.0,0.09431303146383138
p51_T,0.00048550442146822744,12.657997915897225,0.0,0.00040331627368199403,0.012301215754408347,0.0,0.0,0.0025409064056180685
p51_V,8.881722539248258e-16,79.04843502695905,0.043478260869565216,0.009479384956150605,0.03357961710141476,0.00012740606815349827,0.0,0.017332933799056812
p52_S,7.176204830103132e-08,31.757107464324637,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p53_F,5.124772204241818e-08,32.535885208539604,0.08695652173913043,0.0048257455798819395,0.0566609488847651,0.0011961855533234834,0.00034166763829625204,0.029996213879079442
p53_L,0.023691256838923598,5.210940083109061,0.0,0.00027426318115394445,0.0513297907095728,2.95234779799985e-07,0.0,0.010320869825101308
p53_T,2.0360665236806684e-33,230.7645944228226,0.13043478260869565,0.09789133513448701,0.26013446209011143,0.23082022608742003,0.0007097488118680374,0.14399811094651643
p53_V,1.6025615737942e-06,24.739717692127584,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p54_P,1.2115290969279346e-05,20.33451021785254,0.2608695652173913,0.012789662672489276,0.2353782275536627,6.804365834342913e-06,0.00019441964338949252,0.10184773589055343
p54_S,0.7103889089329594,0.13835393847582073,0.0,0.0,0.0,0.0,0.0,0.0
p55_L,1.0921334538703034e-54,543.5618280965246,0.34782608695652173,1.0,0.1839244612650486,0.0017855506386899589,0.4138314063073827,0.38947350103352857
p55_MF,0.18356306483739201,1.78311504802532,0.0,0.0,0.0,0.0,0.0,0.0
p55_T,7.810153744268122e-08,31.56185053139847,0.0,0.016072386429612433,0.12668063185461115,0.042378246792826355,0.0,0.03702625301540998
p55_V,0.10067657976660288,2.7244945160407004,0.0,0.0,0.0,0.0,0.0,0.0
p57_F,1.1051053445616749e-05,20.531830170001438,0.08695652173913043,0.001969766059517926,0.20178703054866584,0.0004224276896217941,4.7736158500787756e-05,0.058236696439087354
p57_G,3.4694707837886503e-09,38.89087801350551,0.30434782608695654,0.008740159600570391,0.2510476464936937,0.011907866461309589,0.00011827435767904192,0.11523235460004186
p57_I,0.3866956216143621,0.7532001256023118,0.0,0.0,0.0,0.0,0.0,0.0
p57_L,0.0824155833863303,3.0527793173507933,0.0,0.0,0.0,0.0,0.0,0.0
p58_L,3.625132658835736e-52,496.3407502640527,0.34782608695652173,1.0,0.1839244612650486,0.0017855506386899589,0.4138314063073827,0.38947350103352857
p58_MPVT,0.09586649385917431,2.8042132090266927,0.0,0.0,0.0,0.0,0.0,0.0
p59_V,4.496301921578012e-19,102.09579274017885,0.08695652173913043,0.02141426452793316,0.07256241210730746,0.0005202273036584452,0.0002860015336144905,0.036347885442328795
p60_L,0.4255385077766999,0.6380511735305605,0.0,0.0,0.0,0.0,0.0,0.0
p61_F,0.015324591053682687,6.000189543706289,0.0,0.0006169051301185135,0.017561439762879372,3.975837017911205e-06,0.0,0.003636464146003159
p61_I,7.380981504200059e-09,37.08650689495897,0.0,0.001948087496397125,0.13896604800576,0.0021004605530571107,0.00026055263033231206,0.02865502973710931
p61_L,0.44724794210758356,0.5803219435681581,0.0,0.0,0.0,0.0,0.0,0.0
p61_V,2.1467766084567418e-08,34.56484296162116,0.4782608695652174,0.007461211832584212,0.20194663178330832,0.004858795593661142,0.00038786937128676863,0.13858307562921154
p61_Y,1.0885671493045677e-11,53.25795031369328,0.0,0.0031108573438745515,0.09820027756526102,0.0006552010155600642,0.0,0.020393267184939126
p62_C,0.34058095242545827,0.913392605588729,0.0,0.0,0.0,0.0,0.0,0.0
p62_V,0.11175701368868439,2.555815688528659,0.0,0.0,0.0,0.0,0.0,0.0
p64_F,0.02738483511558573,4.95192969828456,0.0,0.00039856548979781697,0.03971241557375954,0.0001888528618071063,0.0,0.008059966785072894
p64_I,0.9491567190266683,0.0040781726114630145,0.0,0.0,0.0,0.0,0.0,0.0
p64_L,3.791577936114889e-07,27.958645688621882,0.0,0.0008059041576609814,0.015558263679735255,0.008352007257378799,0.0,0.004943235018955007
p64_M,0.003056651122780026,9.032322094412212,0.0,0.029591471047321214,0.11244422641560473,0.0002787161475610499,0.0,0.028462882722097398
p64_V,0.14729010826393646,2.1194902694227853,0.0,0.0,0.0,0.0,0.0,0.0
p65_H,2.7313269743067854e-06,23.565739060684184,0.0,0.003910498085037653,0.07802367063449998,0.0003478117963764613,0.00011797049053095251,0.016479990201289013
p65_K,0.0004458842556953301,12.8293244221565,0.6956521739130435,0.006178606486843836,0.021554079650762822,0.0009692590532246674,0.0002958717305220232,0.14492999816687938
p65_Q,0.0013487115936984915,10.62558862686947,0.0,0.005269668545860887,0.11238354190820332,2.4379899364914934e-05,0.0,0.023535518070685827
p65_R,0.11806378752135605,2.467895135759347,0.0,0.0,0.0,0.0,0.0,0.0
p65_T,0.017850775113234397,5.722049740906309,0.0,0.001818204742608579,0.04342761065359182,0.018996657320182495,0.0,0.012848494543276578
p66_H,3.946026106010289e-15,74.76246635037973,0.13043478260869565,0.030357783093633513,0.052509544270326634,8.779833147158948e-06,0.0018807791417184748,0.043038333789504286
p66_N,0.05402674444635249,3.764157982446,0.0,0.003671785652205123,0.0031357136875024383,6.725486470619623e-05,0.0006264403331344302,0.0015002389075096376
p66_Y,2.712971230690096e-64,756.367680441129,0.21739130434782608,0.6324940015272748,0.1743740109150641,0.18688952570975076,0.09268791154811336,0.26076735080960584
p70_R,0.01933327962560494,5.577337909984591,0.0,0.015638673019922684,0.10738586051143555,0.0026383078599522274,0.0,0.02513256827826209
p71_Q,9.674433869901194e-20,107.02367718867457,0.0,0.012187598852159958,0.1794999977099843,0.0005648307011305707,0.0009377873066319112,0.03863804291398134
p71_S,0.41550947702810426,0.6662546710940653,0.0,0.0,0.0,0.0,0.0,0.0
p71_T,2.30861728512842e-09,39.87189761455257,0.0,0.003419684489334954,0.01148923847095408,3.216676433918427e-05,0.0,0.0029882179449256434
p72_H,0.34058095242545827,0.913392605588729,0.0,0.0,0.0,0.0,0.0,0.0
p72_P,0.9581249366339041,0.0027651475277513304,0.0,0.0,0.0,0.0,0.0,0.0
