feature,lgbm,rf,gbc,BayesianRidge,xgb,mean
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.030303030303030304,0.33273719145384184,0.00510450946109456,0.1609282808960152,2.0555690483092803e-08,0.10581460653393449
81,0.09090909090909091,0.6508507811192754,0.004903667346947481,0.28510811260642605,0.01537184789776802,0.20942869997590158
82,0.06060606060606061,0.010645881341899378,0.0008614235484041261,0.14009324434844073,0.00023670261725783348,0.04248866249241253
83,0.06060606060606061,0.1785315553069362,0.00254828627500257,0.14106535710481494,0.00012315950880292803,0.07657488376032344
84,0.09090909090909091,0.14030200747091753,0.06630188549403636,0.34104308144550755,0.0,0.12771121306391048
85,0.0,0.0014117834715430984,0.0007359908166042448,0.05926732217156878,7.934585823932139e-07,0.012283177983659703
86,0.09090909090909091,0.017066656116311526,0.004742028610813755,0.1575221960020872,4.6155259042279795e-05,0.05405722537946913
87,0.2181818181818182,0.10887436074018643,0.272320242680602,0.6875559430192045,0.0006296852952800691,0.25751240998341823
88,0.03787878787878788,0.09180747593644256,0.07330087600850467,0.11529768348778026,4.805861863133032e-06,0.0636579258346757
89,0.045454545454545456,0.003932132395750778,0.000707037684604347,0.1658070852879574,6.0439022490754724e-05,0.043192247969069744
90,0.0404040404040404,0.054445745104777926,0.005140112976591605,0.13755713380694215,0.0,0.04750940645847042
91,0.31313131313131315,0.10819270541174156,0.0834297553285204,0.6395848730811627,0.0002126278996001929,0.22891025497046763
92,0.0202020202020202,0.0958104970088264,0.03993603755880616,0.10205060459305881,5.38806380063761e-05,0.05161060800014359
93,0.07575757575757576,0.3741789823373739,0.022678593206039044,0.351898932139589,0.0007234216900542378,0.1650475010261264
94,0.29292929292929293,0.0436793240695503,0.010668203129779005,0.46177909261987027,0.00027151883114129305,0.16186548631592676
95,0.0,0.24794596844646272,0.005539717973289835,0.14968051498120533,4.942355371895246e-05,0.08064312499093537
96,0.15151515151515152,0.01716243988145134,0.01542925091882248,0.1995542688920492,5.448941374197602e-05,0.0767431201242433
97,0.022727272727272728,0.01640678371628269,0.0019940586511995088,0.20578088689233442,0.00022046497906558216,0.04942589339323099
98,0.31313131313131315,0.06894393032327324,0.011544296152076153,0.5197983130027745,0.0002069986512651667,0.18272497025214043
99,0.09090909090909091,0.07121462303445329,0.00501581015174349,0.12858498720408323,0.0,0.05914490225987419
100,0.015151515151515152,0.011643244851759394,0.0005024177209711493,0.08802378263910063,1.9564276954042725e-05,0.023068104928060072
101,0.00505050505050505,0.01678859701356315,0.0008602697816011715,0.1273035120657976,3.9099095374695025e-06,0.030001358764200885
102,0.0,0.0033925416034429534,0.0,0.003996972628928194,1.6371128367609344e-05,0.0014811770721477513
103,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0
105,0.08333333333333333,0.019088873669704923,0.0008372657359653156,0.08400201547742907,0.00013333128299564123,0.037478963899885656
106,0.21212121212121213,0.004438111501138186,0.001634193764333162,0.1565172808449377,0.0,0.07494215964632424
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.05303030303030303,0.03638430568095209,0.00427674990162618,0.11779912812853253,1.13030710053863e-05,0.042300357962483846
109,0.0808080808080808,0.04393875038550369,0.005007898714269171,0.2355146419550046,7.2570423981233034e-06,0.07305532578105127
110,0.17424242424242425,0.019840563320180256,0.011293783555454276,0.26960773726605447,0.0008738945471122861,0.0951716805862451
111,0.0,0.0014281366453447384,0.0008253948355275709,0.11933706922189956,5.6186458095908165e-05,0.024329357432173553
112,0.0,0.028076845525049812,0.00366702571357478,0.14435497150459825,1.0196339644608088e-05,0.03522180781657349
113,0.12121212121212122,0.018500509466855098,0.0013460639275373976,0.2988967452237283,0.0001080321817426011,0.08801269440239692
114,0.0,0.06783279327716503,0.022246999074001475,1.0,0.00023887456336524338,0.21806373338290636
115,0.12121212121212122,0.4690847837757014,0.02408361632066315,0.258484852129578,0.00012730222078971565,0.1745985351317707
116,0.21212121212121213,0.001972914133224562,0.0016264831395553876,0.4198357362531678,1.918326006489224e-06,0.12711165279463327
117,0.13333333333333333,0.015822440993815714,0.009170427824605467,0.1720256470749748,0.00012499936565291137,0.06609536971847645
118,0.06060606060606061,0.39363115192125403,0.006537148766915339,0.22294311504670516,2.0555690483092803e-08,0.13674349937932512
119,1.0,0.09185210970062796,0.028777722161437227,0.7656044640241272,0.00027648263494484127,0.3773021557042274
120,0.06818181818181818,0.06142184965405856,0.006037467811286514,0.28882514374686113,0.002318306127563119,0.0853569171043175
121,0.0404040404040404,0.06231514504721716,0.006271433137020593,0.15013578598527744,0.003522161627188325,0.05252971324014879
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.2803030303030303,0.19313765495980412,0.03832866062774686,0.3945350090873884,9.740293899085373e-05,0.18128035158339212
124,0.07070707070707072,0.13949359298303476,0.24105521071630967,0.1557356353636666,4.2598303480190225e-06,0.12139915392008596
125,0.015151515151515152,0.3410322234497669,0.0028555252780797244,0.1273964680569966,9.490139927947894e-05,0.09730612666712757
126,0.0,0.6638284978689715,5.6325344732308136e-05,0.2092375307801161,4.1111380966185607e-08,0.17462447902104017
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0400755829588504,0.00010129780221677574,0.16775457144926742,0.00019975188479293138,0.04162624081902551
131,0.0,0.007159238064861444,0.0003422492991707996,0.07970791565893919,0.0,0.017441880604594288
132,0.015151515151515152,0.024496505233658348,0.00026884920514804107,0.09449042583831962,0.0,0.026881459085728233
133,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
134,0.07070707070707072,0.043731861111944326,0.010546705061842026,0.10117037079013669,0.0001255529496120289,0.04525631212412116
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.030303030303030304,0.0218312699836559,4.107283392472164e-06,0.29652827148031696,0.0,0.06973333581007912
138,0.030303030303030304,0.007486636522061454,0.00014668365430580042,0.11617142700781631,6.337548984447494e-05,0.030834230595411672
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,1.0,0.0004195596145514002,0.2068396644689175,0.0,0.24145184481669374
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0
144,0.06060606060606061,0.033416666740971906,3.097998781674767e-05,0.0723027931252614,0.0,0.03327130009202213
145,0.0,0.029399044414417215,0.0005324166071958719,0.051879127906630476,0.0,0.01636211778564871
146,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.02185806813638663,0.0005196353615772326,0.14151407763039744,4.443587749847211e-05,0.03278724340117196
148,0.0,0.017504455939896833,0.006409958383731832,0.16913920914216599,1.5578996226395248e-07,0.03861075585115138
149,0.0,0.0,0.0,0.0,0.0,0.0
150,0.06060606060606061,0.017001805296242418,0.0030371026769704618,0.09503931220317834,0.0001953961473191157,0.03517593538595419
151,0.007575757575757576,0.010755655542698314,0.003116768839764817,0.22513125653151844,0.0,0.04931588769794783
152,0.01818181818181818,0.026053974166686145,0.0008187414491751507,0.14004791113253856,2.362176928727422e-06,0.037020961421429355
153,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
154,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0202020202020202,0.26348342192118185,0.0007622134577111398,0.09685220760950701,3.768570240936242e-05,0.07626750977856592
156,0.0,0.0034258611341426,0.0024017452847014506,0.166314525395628,2.1390214044458844e-07,0.034428469143322496
157,0.0,0.709334774486625,1.0,0.19912099321663995,0.2317928671836853,0.4280497269773901
158,0.06060606060606061,0.004896785539562792,0.011810510623573186,0.06277706598751827,8.736856216273736e-06,0.028019831922586225
159,0.03787878787878788,0.0026051646279543115,0.0008675641857136572,0.03275415528211215,0.0004652532807085663,0.014914185051055313
160,0.21212121212121213,0.09592802303000285,0.11510017924568966,0.18358709323450045,0.0003933388215955347,0.12142596929060012
161,0.12121212121212122,0.08793849429873186,0.02818224649484148,0.19888427386740234,0.00016787965432740748,0.08727700310548485
162,0.0,0.0,0.0,0.0,0.0,0.0
163,0.10101010101010101,0.004283956863068081,0.004252036806533586,0.14905087111998674,0.0016714698867872357,0.052053687137295336
164,0.050505050505050504,0.28632757578221635,0.004533574703435527,0.14888693435995556,6.485918788712297e-07,0.09805075678850736
165,0.10606060606060606,0.2505696567277064,0.0009958886140854421,0.3234387926637116,1.568170773680322e-05,0.13621612515476927
166,0.06666666666666667,0.0032591510060967165,0.0011825652345222142,0.06667337349755406,0.0003048533690162003,0.027617321954771172
167,0.07070707070707072,0.20630205783512134,0.0020330611752603645,0.24167293995211978,9.002864680951461e-05,0.10416103166327635
168,0.0404040404040404,0.28784882141507534,0.004373947065615255,0.20343604434349843,1.3703793655395202e-08,0.10721257338640462
169,0.0101010101010101,0.005985973146137114,0.0001671864606134123,0.06594420113139676,1.0697721108954283e-06,0.01643988812225366
170,0.08333333333333333,0.13127972948040229,0.002004772324144475,0.24148030503644047,1.7023580767272506e-06,0.09161996850647945
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.06060606060606061,0.07274488243431108,0.08374777008349601,0.1538873839728643,0.0,0.0741972194193464
174,0.030303030303030304,0.0015158386225716854,0.0014920548644404502,0.06380076441276945,2.2559825083590113e-06,0.01942278883706405
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.030303030303030304,0.00444234863820291,0.010513472254995816,0.23074821174577437,0.00024160489556379616,0.055249733567513434
180,0.0404040404040404,0.044288545852546234,0.004855680519725522,0.12567286302132039,0.000166517318575643,0.04307752942324163
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.2878787878787879,0.07096383633448611,0.02892040930292167,0.5572444616640182,0.0013990842271596193,0.1892813158814747
183,0.0,0.0,0.0,0.0,0.0,0.0
184,0.18181818181818182,0.04756724899118411,0.0012492858441090482,0.13572484450901315,3.478013240965083e-05,0.07327886825897956
185,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
186,0.0,0.00910629904856595,0.009944781537778453,0.12765303318342508,0.0,0.0293408227539539
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.030303030303030304,0.016019458679746364,0.0002847028956002978,0.04029390907134332,4.205411642033141e-06,0.017381061272272465
191,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.5381420802013589,0.00023355163878324283,0.18563078370300123,0.0,0.14480128310862866
193,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
194,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
195,0.024242424242424242,0.14899399189067244,4.09243195801403e-05,0.10183349591695112,3.2311188533640234e-06,0.05502281349769626
196,0.007575757575757576,0.183329056740055,0.0012845007960536265,0.11946588106882423,5.3954181566950865e-06,0.062332118319769425
197,0.08333333333333333,0.21605428062917648,0.0034328794763346803,0.16108860245077175,9.955221321433783e-05,0.09280172962056613
198,0.030303030303030304,0.28349190188027396,0.0033754228955884726,0.15011142189972573,0.0,0.09345635539572368
199,0.05303030303030303,0.060208417628795724,0.0034306791988124043,0.10724300761371243,6.86725543346256e-05,0.044796216005191646
200,0.10606060606060606,0.03557294483243973,0.0006315132462336631,0.06663983334083819,8.953244832810014e-05,0.04179888598568915
201,0.06060606060606061,0.39363115192125403,0.006537148766915339,0.22294311504670516,2.0555690483092803e-08,0.13674349937932512
202,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
203,0.030303030303030304,0.5563771952482004,0.020239946013134287,0.0018723897247949453,9.259842045139521e-06,0.12176036422624101
204,0.030303030303030304,0.004438331009812528,0.003654034046422942,0.06240906686565579,0.00026387855177745223,0.020213668155339804
205,0.0,0.37230655156538195,0.00025850387690263247,0.1798926973614608,2.0555690483092803e-08,0.11049155467188716
206,0.0,0.3327889737901427,2.8162672366154068e-05,0.12970521622178433,2.433971076243324e-06,0.09250495733107389
207,0.06060606060606061,0.09985898318812723,0.006532757926056729,0.20053530112518964,0.0,0.07350662056908684
208,0.0,0.07628416040271788,4.754366301508543e-05,0.164421902937085,0.0,0.04815072140056359
209,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
210,0.19696969696969696,0.03318014193534019,0.0020502353293369267,0.059548042087232425,1.8411588825983927e-05,0.0583533055820865
211,0.1111111111111111,0.25632292049287164,0.1856904582918216,0.13948356256205827,0.00041740198503248394,0.13860509088857903
212,0.0,0.07628416040271788,4.754366301508543e-05,0.164421902937085,0.0,0.04815072140056359
213,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
214,0.13636363636363635,0.00921750114950702,0.0012142394618464482,0.19916598523239865,9.177748324873392e-06,0.06919410799114267
215,0.15151515151515152,0.0413242069639241,0.001333535633334654,0.09227235976320022,1.1305470252409577e-05,0.05729131186917258
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.07575757575757576,0.0470841168849497,0.00974581383593673,0.2535761297695585,3.243372077577078e-07,0.07723279211704569
218,0.048484848484848485,0.0029508114206978284,0.0010106950494415522,0.14965332604772552,5.7834269682643935e-05,0.040431503054479206
219,0.030303030303030304,0.131429458385457,0.0005343393020835384,0.027474181560170827,2.1626501620630734e-05,0.037952527210472466
220,0.0,0.00022681436119094983,0.0,0.021780558294328213,0.0,0.004401474531103833
221,0.11363636363636363,0.008778887218091983,0.0003944874111228369,0.13900758592856807,3.488892616587691e-05,0.052370442624062485
222,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
223,0.015151515151515152,0.15928941991502446,0.0004830001313915198,0.10755636802305164,0.0,0.05649606064419656
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0404040404040404,0.3158511361238797,0.034490808448414054,0.20320782752924643,8.951070049079135e-05,0.11880866464121427
226,0.1111111111111111,0.0055733667157475105,0.0008621920137402651,0.17262821730225383,0.0014156149700284004,0.05831810042257622
227,0.12121212121212122,0.12343380597353658,0.013017972189098372,0.23664869931329424,0.0,0.0988625197376101
228,0.0404040404040404,0.11204189564247628,0.0049380019368208666,0.2382673448502645,0.0,0.07913025656672042
229,0.0101010101010101,0.008501218602997756,0.005527445003852943,0.12122999048916307,3.556525143721956e-06,0.02907264414443352
230,0.0,0.000717801127531699,8.370153021932761e-05,0.029212965003259445,8.396837074542418e-06,0.006004572899617003
231,0.0,0.5381420802013589,0.00023355163878324283,0.18563078370300123,0.0,0.14480128310862866
232,0.12121212121212122,0.007280125265664475,0.00019077148387268913,0.11921592139165856,3.76878858787677e-07,0.04957986324643514
233,0.0,0.0010296404638985522,0.001509770673788598,0.11301738232262752,0.0,0.023111358692062933
234,0.0,0.1087876695898108,0.0,0.08920478063301308,0.0,0.039598490044564776
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0028171245944691114,0.0006062494654980691,0.07292280020510848,1.3002425021113595e-06,0.015269494901515555
237,0.0,0.0003403874051823726,1.3548344882276546e-05,0.0553369666942599,0.0,0.01113818048886491
238,0.0,0.0,0.0,0.0,0.0,0.0
239,0.07575757575757576,0.07801515468231134,0.02464758130892969,0.16595729243367088,0.0,0.06887552083649753
240,0.12121212121212122,0.006613415036047354,0.0003186330330065684,0.05247712980822071,0.0,0.036124259817879166
241,0.0,0.0,0.0,0.0,0.0,0.0
242,0.06060606060606061,0.011992978264520723,0.0014256382531355617,0.16761285531546397,0.0,0.04832750648783617
243,0.0,0.0024852859619704346,0.0013852545208949646,0.005029770162502091,0.0,0.001780062129073498
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,3.4835052119571436e-05,9.506833346358346e-06,0.12073366151558834,0.0,0.024155600680210852
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.2727272727272727,0.00435269403493007,0.1995275950632691,0.18848279098250037,1.862275348685216e-05,0.13302179511229179
250,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0
252,0.06060606060606061,0.24008686776444563,0.00029768587155118263,0.19894906915495084,0.0,0.09998793667940165
253,0.015151515151515152,0.0023611787557598963,0.00012120276412288912,0.06463299466488608,0.0,0.0164533782672568
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.36363636363636365,0.0015640795829548733,0.0076210075980904434,0.14375360933288203,0.0007743775495328009,0.10346988753996475
256,0.0,0.0026855551365213095,0.0011771545026124438,0.07338684224882329,0.00015659489145036787,0.015481229355881481
257,0.0,0.02581006349108992,6.375683315418234e-05,0.09131000870714437,4.455545422388241e-05,0.02344567689712247
258,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.06881388658141685,0.011189219094846159,0.4690256016814761,0.0,0.10980574147154783
260,0.12121212121212122,0.1708488671172855,0.0033636456712194808,0.11769945203081948,0.00015914002142380923,0.0826566452105739
261,0.07575757575757576,0.10614766168713706,0.03650801212118516,0.12837512928790074,1.317807232226187e-06,0.06935793933220619
262,0.42424242424242425,0.022943405897875867,0.011573714178315602,0.7812511367426537,0.00040534985600970685,0.24808320618345583
263,0.0,0.08078460526179239,0.00046068240907295684,0.15054786394280548,0.0,0.046358630322734164
264,0.2196969696969697,0.007182855816595205,0.0009826177575676103,0.3029550692758089,2.1592193661490455e-05,0.10616782094812058
265,0.0,0.0014394533553420792,0.01854673115404504,0.10619990057929694,0.0,0.02523721701773681
266,0.0,0.6638284978689715,5.6325344732308136e-05,0.2092375307801161,4.1111380966185607e-08,0.17462447902104017
267,0.06060606060606061,0.03841398821453484,0.0017821565953425223,0.16696742462317618,0.0,0.05355392600782283
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0
270,0.5454545454545454,0.06618644114388145,0.005222171858792324,0.8259968798342043,0.0006953043048270047,0.2887110685192501
271,0.08333333333333333,0.03262431614892295,0.0033501835001304736,0.1509588597935107,3.6361703678267077e-05,0.05406061089591514
272,0.0202020202020202,0.014514380884375325,0.00263103043467245,0.13183819994169824,5.6312575907213613e-05,0.033848388807734685
273,0.0,0.0,0.0,0.0,0.0,0.0
274,0.0202020202020202,0.038674355751145854,0.0022973124797030903,0.12555493092360598,1.2460374819056597e-05,0.03734821594625883
275,0.015151515151515152,0.015078811282229607,0.03391868312425593,0.032915288683760986,0.0,0.01941285964835233
276,0.1717171717171717,0.06979048645379594,0.011397855160315903,0.1409555073807262,0.0,0.07877220414240195
277,0.0,0.5381420802013589,0.00023355163878324283,0.18563078370300123,0.0,0.14480128310862866
278,0.03787878787878788,0.05217017601169051,0.0006323634662834831,0.1264869949798303,1.542376230645459e-05,0.043436749219779726
279,0.09090909090909091,0.0039970672583789285,0.0016244228190612714,0.13653418201686882,4.419335255079204e-06,0.046613836467731
280,0.1616161616161616,0.4914036085821174,0.048583136859722674,0.23323460168066282,0.10282204300165176,0.20753191034806323
281,0.0,0.4955357442313292,0.9397864440835351,0.24145986546634024,0.0,0.3353564107562409
282,0.04242424242424242,0.15787731632872415,0.0027412768965533385,0.15938097287588032,1.8342663679504767e-05,0.07248843023781595
283,0.13333333333333333,0.14146047033288767,0.008264560333805229,0.12298499802637312,0.0001809782552300021,0.08124486805632587
