feature,p_value,score,rf,xgb,gbc,lgbm,BayesianRidge,mean
p7_NVMT,0.5082614462729437,0.4399663401371058,0.0,0.0,0.0,0.0,0.0,0.0
p7_P,0.05009844474350914,3.907341466532565,0.0,0.0,0.0,0.0,0.0,0.0
p7_Q,0.1901226577134306,1.733943460232654,0.0,0.0,0.0,0.0,0.0,0.0
p7_S,0.0015968147301943002,10.376705078507996,0.005217121913505073,4.9718663e-05,0.0011122620956967471,0.0,0.32814614235578127,0.06690504900558097
p8_D,2.2807606502213994e-07,29.715787762654433,0.007713225744748365,8.2535025e-06,0.000315170697800892,0.0,0.15760221599453586,0.03312777318792273
p8_E,4.607392311452416e-05,17.72757822715913,0.003282480116087275,0.00048343735,7.293758325516962e-05,0.0,0.11246847227884724,0.023261465466433522
p8_F,0.5204622502104899,0.41513018373546623,0.0,0.0,0.0,0.0,0.0,0.0
p8_GAP,0.36743137500354317,0.8177723917246174,0.0,0.0,0.0,0.0,0.0,0.0
p8_MVGLWIHTQ,0.085066041397173,3.009057395440938,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,0.0934019376006288,2.854637448189975,0.0,0.0,0.0,0.0,0.0,0.0
p8_S,5.7641455291769585e-09,38.67237983511308,0.04020230225798065,0.00027519235,0.00021569370604499944,0.0,0.2069800045227164,0.04953463856649348
p8_Y,0.5990600810807305,0.2777169336662432,0.0,0.0,0.0,0.0,0.0,0.0
p9_F,0.00010828315861884746,15.904469942207319,0.04211203315401447,1.2963326e-06,0.0015380040097756407,0.13333333333333333,0.05301834347552399,0.04600060206104636
p9_GAP,0.11137999418753547,2.5677914452581345,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,0.0007038567588880538,12.023082761516031,0.0027300955479425495,2.377205e-06,0.00023220383250940215,0.0,0.2559874187380112,0.05179041906468551
p9_L,0.4383943711294247,0.6040297831452643,0.0,0.0,0.0,0.0,0.0,0.0
p9_V,0.0003610562334188009,13.38892958139699,0.003377777004844543,1.006321e-05,0.0015011481438950318,0.0,0.015326231331123345,0.004043043937898414
p9_YPTMQ,0.5685658244379768,0.32667691590003073,0.0,0.0,0.0,0.0,0.0,0.0
p10_F,9.436016985823353e-10,43.27583021757753,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p10_GAP,0.2807929693285485,1.1725551676646913,0.0,0.0,0.0,0.0,0.0,0.0
p10_HSTNR,0.03858057107091436,4.363498970527093,0.01859329247383663,0.012042217,7.488780522907137e-06,0.0,0.28574599741191575,0.06327779912457815
p10_L,0.5768185628783875,0.31291238097524154,0.0,0.0,0.0,0.0,0.0,0.0
p10_W,0.0886598718874129,2.9405344420197808,0.0,0.0,0.0,0.0,0.0,0.0
p10_Y,0.00012155937775821928,15.660115073585033,0.04916877144954604,0.010637008,0.012953187123948386,0.0,0.23394626451048578,0.06134104614753868
p11_GAP,0.020470285563300526,5.499331595880711,0.029422767764308723,1.40580005e-05,0.03073590930525292,0.0,0.21569737769669653,0.055174022553349265
p11_I,0.3643354752455138,0.8284360171672513,0.0,0.0,0.0,0.0,0.0,0.0
p11_L,4.7034912495448174e-17,92.7313457601637,0.12025729200641959,0.0,5.564241685568394e-05,0.0,0.20606878507255685,0.06527634389916642
p11_P,0.0007842885997240248,11.803699190407526,0.041706571510970424,0.0,0.0,0.0,0.17554588217704306,0.043450490737602696
p11_T,2.9076538294488006e-09,40.39770959148085,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p11_V,0.06298312775569928,3.514381838515954,0.0,0.0,0.0,0.0,0.0,0.0
p12_L,0.14216445076786383,2.1795785092968845,0.0,0.0,0.0,0.0,0.0,0.0
p12_MFEIQYN,0.3080662025260327,1.046780407476921,0.0,0.0,0.0,0.0,0.0,0.0
p12_P,0.3626436301211875,0.8343170212285437,0.0,0.0,0.0,0.0,0.0,0.0
p13_GAP,0.038119265694321634,4.38468546711867,0.03880156178353767,1.8315069e-08,0.00015674322324367085,0.4666666666666667,0.27403517080836237,0.1559320321593758
p13_I,0.03485192533740231,4.542998617650909,0.0340002449824108,0.00023794518,0.0,0.0,0.43684408886650283,0.09421645580502179
p13_L,0.5252076072599762,0.405745557113037,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,0.028190538771125862,4.921003338400541,0.010923475343024626,8.6067175e-06,0.0001994488559499554,0.0,0.1657774791258523,0.03538180200847116
p13_VQ,0.2923671082552766,1.117334583920051,0.0,0.0,0.0,0.0,0.0,0.0
p14_E,2.978708938406757e-05,18.669973542214837,0.022887857188737808,0.0029105123,0.00014639297080959153,0.0,0.2544056801471901,0.056070088514683626
p14_GAP,0.102549545894282,2.701725413192424,0.0,0.0,0.0,0.0,0.0,0.0
p14_K,1.30188737238307e-07,31.046881271526296,0.014255913549003723,0.0001987414,0.012844871944159926,0.0,0.21401501948028714,0.04826290927465006
p14_N,0.07215155750263438,3.2842965448832295,0.0,0.0,0.0,0.0,0.0,0.0
p14_S,0.002655464565268946,9.372158491412192,0.011894197623471565,1.1419141e-06,0.05469427820841989,0.2,0.19171484105726586,0.0916608917606595
p14_T,3.6553980755338746e-09,39.81862101167709,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p14_V,0.31011986162125327,1.037897501587027,0.0,0.0,0.0,0.0,0.0,0.0
p15_N,0.006925260748139882,7.519510538609177,0.004261610242477163,2.9320177e-07,9.108559173036893e-05,0.0,0.07731269522554796,0.016333136852304114
p16_G,0.014123777798820413,6.181050805415109,0.002052909046103083,9.0292204e-11,0.0001741634879587325,0.0,0.06740332887854511,0.013926080300579827
p16_GAP,0.0069252607481394965,7.519510538609279,0.004261610242477163,2.9320177e-07,9.108559173036893e-05,0.0,0.07731269522554796,0.016333136852304114
p16_I,9.296476212422617e-11,49.363998101496904,0.03229770955593906,1.3071337e-05,0.0,0.0,0.05038478261506036,0.016539112701595866
p16_K,0.13965259224163248,2.2075327243263607,0.0,0.0,0.0,0.0,0.0,0.0
p16_L,0.08321077413633855,3.0456818609400034,0.0,0.0,0.0,0.0,0.0,0.0
p16_QMYVHE,0.668968053605357,0.18360867935684458,0.0,0.0,0.0,0.0,0.0,0.0
p16_R,0.371453057578206,0.8041062881316359,0.0,0.0,0.0,0.0,0.0,0.0
p16_S,1.2109701901748432e-10,48.65838731050208,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p16_T,0.28860457940813694,1.1349740274336082,0.0,0.0,0.0,0.0,0.0,0.0
p17_N,1.2109701901748432e-10,48.65838731050208,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p17_S,6.076553612305667e-15,77.12183791518804,0.19549645945684624,1.9912291e-05,0.0013682823186669205,0.0,0.0036272900455422744,0.040102388822503825
p17_T,0.0028713563542172547,9.219042408394937,0.02741195788207303,7.019832e-05,0.13860817113922805,0.0,0.1029236204823754,0.05380278956526456
p18_G,0.007778443126628229,7.29888644876321,0.06438071863388395,0.0009518993,0.17136116253452738,0.06666666666666667,0.0035012868165242954,0.06137234678507779
p18_GAP,0.0069252607481394965,7.519510538609279,0.004261610242477163,2.9320177e-07,9.108559173036893e-05,0.0,0.07731269522554796,0.016333136852304114
p18_N,0.0007194010264513416,11.978747159306128,0.004282208122291991,0.00010285718,0.0009378513548514727,0.0,0.1560996132651646,0.03228450598420509
p18_S,0.00015676608650929864,15.124758750536971,0.017888730072446533,0.00052161043,0.006135281859280376,0.0,0.4099269990858953,0.08689452429007846
p18_T,0.8834835713640763,0.021559074291654372,0.0,0.0,0.0,0.0,0.0,0.0
p18_V,0.021842226274118186,5.381352870837268,0.015269592720489332,0.0,0.032377841383745706,0.0,0.2174693185343112,0.05302335052770925
p19_I,0.558036957783274,0.344814391786074,0.0,0.0,0.0,0.0,0.0,0.0
p19_L,0.269083207106293,1.2314518022819554,0.0,0.0,0.0,0.0,0.0,0.0
p19_PY,0.038503893452022195,4.367001881359999,0.011745347186876328,0.0,0.0,0.0,0.03826904675516223,0.010002878788407712
p19_T,1.2109701901748432e-10,48.65838731050208,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p19_V,0.07727437215794074,3.169150746193596,0.0,0.0,0.0,0.0,0.0,0.0
p20_V,0.011833646987541689,6.509871156432597,0.06438071863388395,0.0009518993,0.17136116253452738,0.06666666666666667,0.0035012868165242954,0.06137234678507779
p21_KD,0.32133070722177126,0.9907340139102242,0.0,0.0,0.0,0.0,0.0,0.0
p21_R,7.978783877633464e-13,62.56426625922651,0.1736003264241397,3.392857e-07,0.0002702971599463113,0.13333333333333333,0.9099560459191951,0.24343206842446108
p22_G,0.027782585118242546,4.947141689443038,0.06823774376900808,1.1997226e-07,0.0019036967091602126,0.0,0.319974447151595,0.07802320152040389
p22_GAP,0.8989770179055867,0.016177574946027923,0.0,0.0,0.0,0.0,0.0,0.0
p22_S,0.7646854113407061,0.08996042885068029,0.0,0.0,0.0,0.0,0.0,0.0
p23_P,0.8238204438082299,0.04975751264602989,0.0,0.0,0.0,0.0,0.0,0.0
p24_GAP,0.8238204438082299,0.04975751264603662,0.0,0.0,0.0,0.0,0.0,0.0
p24_W,7.92562641012572e-14,69.32324671165662,0.12025729200641959,0.0,5.564241685568394e-05,0.0,0.20606878507255685,0.06527634389916642
p24_Y,0.44482277584805474,0.5872236658920639,0.0,0.0,0.0,0.0,0.0,0.0
p25_E,6.360525705796597e-11,50.38199330921892,0.00950569635804247,0.000636811,0.0022247963260774665,0.2,0.5573959177350962,0.1539526442876275
p25_K,0.02032483139156916,5.512322837725738,0.013793316535466301,0.0019274733,0.0,0.0,0.11685949957956257,0.02651605789290512
p25_L,0.040468006742172685,4.279528866672495,0.0032822001400113167,1.2189613e-10,0.00015986658818554738,0.0,0.12469946033234518,0.025628305436487635
p25_N,0.00017564099259767437,14.886387520943988,0.18166242838838786,0.0,0.24359361332756477,0.0,0.177705551914511,0.12059231872609273
p25_TSG,0.13752125281091834,2.2317030101023723,0.0,0.0,0.0,0.0,0.0,0.0
p26_IASELM,0.5759070661785106,0.3144134733810047,0.0,0.0,0.0,0.0,0.0,0.0
p26_V,0.1712833901510544,1.891594713916739,0.0,0.0,0.0,0.0,0.0,0.0
p26_Y,0.01424552118252205,6.165159340085755,0.03517586722231608,5.5356613e-05,6.6744812336489604e-06,0.0,0.16110505703125422,0.03926859106962122
p27_T,0.5252076072599762,0.405745557113037,0.0,0.0,0.0,0.0,0.0,0.0
p28_E,0.35987005364627167,0.8440412186537954,0.0,0.0,0.0,0.0,0.0,0.0
p28_N,8.518739956354951e-10,43.53988853143915,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p28_P,0.6314020448359665,0.23120821180771595,0.0,0.0,0.0,0.0,0.0,0.0
p28_Q,6.047627980850547e-06,22.18094268333188,0.0474146527831163,0.0,0.0,0.0,0.11051173338675818,0.0315852772339749
p29_E,0.349069848462924,0.8829170408788622,0.0,0.0,0.0,0.0,0.0,0.0
p29_F,0.9668825481061495,0.00173014553934771,0.0,0.0,0.0,0.0,0.0,0.0
p29_H,0.3487747712484368,0.8840023256678271,0.0,0.0,0.0,0.0,0.0,0.0
p29_TWVAS,0.067310463212241,3.4015658960616633,0.0,0.0,0.0,0.0,0.0,0.0
p29_Y,0.37742173544383306,0.7842034302642196,0.0,0.0,0.0,0.0,0.0,0.0
p30_H,0.004213631618695242,8.4728472607046,0.28904925192942293,3.6000665e-07,0.2478490831400404,0.0,0.1474014365059345,0.13686002631640998
p30_L,0.1304848002083227,2.314613691484278,0.0,0.0,0.0,0.0,0.0,0.0
p30_M,0.49809153669680095,0.4614716116057592,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.09094618656129774,2.8985069811558497,0.0,0.0,0.0,0.0,0.0,0.0
p31_L,0.7973671792415996,0.06618251481918544,0.0,0.0,0.0,0.0,0.0,0.0
p31_M,0.10233040163023262,2.7052099492527946,0.0,0.0,0.0,0.0,0.0,0.0
p31_V,0.6884345407306416,0.16147322521029597,0.0,0.0,0.0,0.0,0.0,0.0
p32_D,0.001840852843307227,10.094400723735788,0.001262964150555166,0.0,0.009579238318903767,0.0,0.19307462078508753,0.040783364650909294
p32_G,0.02101276745393669,5.451718459803916,0.022843234856215967,1.2723697e-08,0.010203844730639093,0.0,0.13966601497313308,0.03454262145673698
p32_H,0.35714999729826347,0.8536792206017781,0.0,0.0,0.0,0.0,0.0,0.0
p32_PQYFM,0.010260180941410842,6.776758963138808,0.010537076314725929,1.3661211e-08,5.273106049202355e-05,0.0,0.12033991681086255,0.026185947569458266
p32_V,0.04289568106973682,4.177443520996541,0.003934523322600774,2.8063647e-05,0.0001962725180100788,0.0,0.19101934824914882,0.03903564154731659
p33_D,0.6492658008294714,0.20774722157410463,0.0,0.0,0.0,0.0,0.0,0.0
p33_E,0.5831738144523566,0.3025767158775768,0.0,0.0,0.0,0.0,0.0,0.0
p33_N,0.4174755568168542,0.6614343295143368,0.0,0.0,0.0,0.0,0.0,0.0
p33_P,0.6757882996682567,0.17566314386931883,0.0,0.0,0.0,0.0,0.0,0.0
p33_S,0.17311589581143605,1.875391991081306,0.0,0.0,0.0,0.0,0.0,0.0
p34_KLSQAYI,0.00033885914166238647,13.519837562892265,0.013493566845595472,1.1225421e-05,0.002133320916952934,0.0,0.3502004707614275,0.07316771678901043
p34_M,6.207109808757293e-07,27.369536108993206,0.004236701077696019,3.2645863e-07,0.00010854377476133185,0.0,0.04080823637857764,0.009030761537933512
p34_P,0.15814878579725422,2.013931641577225,0.0,0.0,0.0,0.0,0.0,0.0
p34_R,2.393760420083837e-10,46.8528366378063,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p34_V,0.0017364295192152856,10.210191008686506,0.013921390226333593,0.0,0.02734139422283764,0.0,0.17969051233200323,0.04419065935623489
p35_FVSE,0.19724751929515738,1.6790355990747865,0.0,0.0,0.0,0.0,0.0,0.0
p35_G,0.09903228530878891,2.7586706699591756,0.0,0.0,0.0,0.0,0.0,0.0
p35_I,0.11011049619242921,2.5863061830078955,0.0,0.0,0.0,0.0,0.0,0.0
p35_W,0.8558123884152868,0.033143211053948095,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.4639644408523579,0.5393551646062915,0.0,0.0,0.0,0.0,0.0,0.0
p36_K,0.37670625866833907,0.7865656957623526,0.0,0.0,0.0,0.0,0.0,0.0
p36_L,0.00018749452020894807,14.749713327491556,0.08294877997729797,0.020228712,1.3493308046083173e-05,0.0,0.1674549506080158,0.054129187156310786
p36_M,0.2477677379418564,1.3473936107184044,0.0,0.0,0.0,0.0,0.0,0.0
p36_Q,0.7690997998308096,0.08651801371131088,0.0,0.0,0.0,0.0,0.0,0.0
p36_R,0.21140050712233793,1.576624912275431,0.0,0.0,0.0,0.0,0.0,0.0
p36_T,0.13105351405666243,2.3077270992564167,0.0,0.0,0.0,0.0,0.0,0.0
p36_V,1.2109701901748432e-10,48.65838731050208,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p36_Y,0.000828802742983456,11.691989772424966,0.004458458797479278,0.0,0.018602603092548763,0.0,0.19507563171769066,0.04362733872154374
p37_H,0.26433660192572656,1.2562540914067222,0.0,0.0,0.0,0.0,0.0,0.0
p37_Y,2.0219208242691456e-14,73.43380869292034,0.12769935417994002,1.5350832e-05,0.11450823475126966,0.06666666666666667,0.23168108049627056,0.10811413738517843
p38_FLMTI,0.00771977239887244,7.313236630873773,0.020845982857420453,0.00013091197,0.0146768096625058,0.0,0.2688081035058277,0.06089236159892704
p38_G,0.004889341956302026,8.185841796877767,0.031440571818203755,0.003910724,0.0,0.0,0.17519146524052487,0.042108552226475415
p38_H,0.007139116232211597,7.461669360998588,0.038259752429374724,9.1702284e-05,0.0030573147105512313,0.0,0.17665214555413497,0.04361218299569375
p38_K,0.3217819068763009,0.9888814948772877,0.0,0.0,0.0,0.0,0.0,0.0
p38_N,2.5670637560864495e-05,18.993110833735912,0.03174599966624089,0.0,0.16507079139067038,0.0,0.09295655549399164,0.05795466931018058
p38_R,0.07411631568253577,3.2391151661769735,0.0,0.0,0.0,0.0,0.0,0.0
p38_S,0.08075909680281229,3.095471563418832,0.0,0.0,0.0,0.0,0.0,0.0
p38_Y,3.742259783693141e-16,85.93284801958801,0.11935604355204926,1.776612e-05,0.02668889634275943,0.0,0.22698612777682764,0.07460976675841449
p39_CST,0.2608493898055483,1.274834202468381,0.0,0.0,0.0,0.0,0.0,0.0
p39_F,0.006795262333693744,7.555581419701264,0.010323627829517167,0.0022744017,0.0011044099027091893,0.0,0.1003288219853086,0.02280625228725711
p39_G,0.19851036021082497,1.6695480019945137,0.0,0.0,0.0,0.0,0.0,0.0
p39_I,0.08053331597236062,3.1001395120045254,0.0,0.0,0.0,0.0,0.0,0.0
p39_L,0.3665424448472242,0.8208213730333238,0.0,0.0,0.0,0.0,0.0,0.0
p39_M,0.7665228313206456,0.08851869248370052,0.0,0.0,0.0,0.0,0.0,0.0
p39_V,0.03281158596517248,4.650044326963531,0.026615297595046005,0.0003534186,0.006431600558101008,0.0,0.11422802938797198,0.02952566923037524
p40_M,0.04500090519844269,4.093774913423586,0.0,0.0,0.0,0.0,0.0,0.0
p40_Q,5.492666952940046e-19,108.0477605812941,0.12025729200641959,0.0,5.564241685568394e-05,0.0,0.20606878507255685,0.06527634389916642
p40_SACIF,0.17071777441158198,1.8966364509737443,0.0,0.0,0.0,0.0,0.0,0.0
p40_T,4.267344852794427e-08,33.73145974267366,0.0028499757899694642,0.0,0.0002680350824942744,0.0,0.009557764618932487,0.0025351550982792453
p40_V,0.4239228040290268,0.6432855167176827,0.0,0.0,0.0,0.0,0.0,0.0
p41_C,0.6582530679169337,0.19651498048413366,0.0,0.0,0.0,0.0,0.0,0.0
p41_G,0.5226024958243292,0.41087877698901765,0.0,0.0,0.0,0.0,0.0,0.0
p41_S,3.913437735995621e-05,18.07936395523935,0.007134605185473403,5.6687804e-05,9.89490561009396e-07,0.0,0.014728085762766525,0.004384073648623654
p41_T,0.0008877376615104047,11.553194749137338,0.001902312491332965,6.8433886e-10,0.00021587940892055485,0.0,0.12299123968633367,0.02502188645418521
p42_CTGM,0.41285694660867045,0.6746953731238733,0.0,0.0,0.0,0.0,0.0,0.0
p42_F,0.008280495912125442,7.180488659397228,0.0170198775739616,1.3923767e-05,0.03333061914698179,0.26666666666666666,0.015852780271880907,0.06657677348534932
p42_I,0.1544357201357716,2.0506479868860996,0.0,0.0,0.0,0.0,0.0,0.0
p42_L,0.6570287841037459,0.19802304188716952,0.0,0.0,0.0,0.0,0.0,0.0
p42_V,0.004684220045602482,8.268405261848805,0.013638967865667534,0.0002825535,0.0009881688741170097,0.0,0.3153071253591167,0.06604336311783052
p43_I,0.19600203062857072,1.6884634814557757,0.0,0.0,0.0,0.0,0.0,0.0
p43_L,0.0037451182798752657,8.701251355592731,0.007120104133001532,0.0,4.873749220101831e-05,0.0,0.23518192447829497,0.0484701532206995
p43_T,0.037098464691713906,4.432550911632883,0.002353600587616563,0.0,9.694374541284532e-05,0.0,0.14753370979778738,0.02999685082616336
p43_V,0.8221180895129641,0.05074035959907358,0.0,0.0,0.0,0.0,0.0,0.0
p43_W,1.2109701901748432e-10,48.65838731050208,0.2816620021232886,0.00051273813,2.053433173137154e-05,0.0,0.029238215302369332,0.06228669797748894
p43_Y,0.015813041170440727,5.972335558485366,0.06848673297450308,3.334024e-06,0.07185830734666099,0.06666666666666667,0.1989612728681117,0.08119526277600571
p44_LTF,0.20825301760569348,1.5986795761011732,0.0,0.0,0.0,0.0,0.0,0.0
p44_M,0.3351261892983317,0.9356106527200833,0.0,0.0,0.0,0.0,0.0,0.0
p44_Y,0.0033063331069742123,8.943613960822109,0.03874066607527033,0.0,0.0001251733430503188,0.0,0.13195117310397775,0.03416340250445968
p45_F,0.13157604480966778,2.3014293652320976,0.0,0.0,0.0,0.0,0.0,0.0
p45_G,6.823197868005112e-15,76.76340800454946,0.10731201275290617,0.006618838,0.017449611858718832,0.06666666666666667,0.14751743950605836,0.06911291372206078
p45_I,0.04651942334916383,4.035972706237162,0.0,0.0,0.0,0.0,0.0,0.0
p45_T,0.9214678047584139,0.009755142817672176,0.0,0.0,0.0,0.0,0.0,0.0
p45_V,0.014317661729860112,6.155809296461695,0.0030639936308032574,7.426783e-05,0.00035836848076059233,0.0,0.2055053578429556,0.0418003975571486
p46_I,0.6783328767798802,0.17275165371281873,0.0,0.0,0.0,0.0,0.0,0.0
p46_L,0.9203384477770706,0.010038688497101834,0.0,0.0,0.0,0.0,0.0,0.0
p46_M,0.3428358545752699,0.9061156011463654,0.0,0.0,0.0,0.0,0.0,0.0
p46_V,0.204418918654371,1.626088954055371,0.0,0.0,0.0,0.0,0.0,0.0
p47_I,0.30336814753034835,1.0673956640688906,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,0.0778383455403163,3.15698389831833,0.0,0.0,0.0,0.0,0.0,0.0
p47_V,0.2528239276778239,1.318797083985645,0.0,0.0,0.0,0.0,0.0,0.0
p48_G,0.00063066339178467,12.246292433045452,0.1151094434814633,0.0,7.837199731936466e-08,0.0,0.39063524159406426,0.101148952689505
p48_I,0.01422017839466257,6.168455702979581,0.02302088062283368,4.8529357e-05,0.0008535604222416013,0.0,0.2881978949056931,0.06242417306149729
p48_LAT,0.24228791499589053,1.3792107711405064,0.0,0.0,0.0,0.0,0.0,0.0
p48_M,0.1597026556455332,1.9988590069378902,0.0,0.0,0.0,0.0,0.0,0.0
p48_V,1.3884676306899974e-08,36.4831350511873,0.10703825576452349,0.000607812,0.018895098495009335,0.06666666666666667,0.1216074129343773,0.06296304917620776
p49_C,0.303004109939601,1.0690104367062623,0.0,0.0,0.0,0.0,0.0,0.0
p49_F,2.2040690430232052e-05,19.325294778666336,0.02246560846267329,0.00027388273,0.012993454758479453,0.0,0.5408416776352782,0.1153149247175987
p49_I,0.0005117062237987116,12.672795938358284,0.010117432995870985,0.0007088653,7.00483200039247e-05,0.13333333333333333,0.008895559103319947,0.030625047809072835
p49_L,0.4327003035905925,0.6192364685124866,0.0,0.0,0.0,0.0,0.0,0.0
p49_SMN,0.5458768982323872,0.36659193806885165,0.0,0.0,0.0,0.0,0.0,0.0
p49_V,0.8933414155447575,0.0180441420591802,0.0,0.0,0.0,0.0,0.0,0.0
p50_F,0.4530980753279218,0.5661378109749836,0.0,0.0,0.0,0.0,0.0,0.0
p50_I,0.2699376560008261,1.2270454770477126,0.0,0.0,0.0,0.0,0.0,0.0
p50_L,0.07748552979460205,3.1645840678481965,0.0,0.0,0.0,0.0,0.0,0.0
p50_M,0.0032843701018942686,8.956602140371256,0.018204344848101336,5.7715694e-09,0.00018920233607023392,0.0,0.006352933219516353,0.004949297235051474
p50_T,0.33105938091181364,0.9515404975240322,0.0,0.0,0.0,0.0,0.0,0.0
