feature,BayesianRidge,rf,Adaboost,gbc,xgb,mean
61,0.12195640226325077,0.028892367893738276,0.005135446334036596,0.0032965481200837405,0.0,0.031856152922221874
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.2903711257961579,0.0049568915071490065,0.002628592836693114,0.0029370648708349455,0.00014834388275630772,0.06020840377871826
64,0.3570124736566997,0.012740784890945626,0.016412567594752653,0.008076069868930629,7.374760753009468e-05,0.07886312872377173
65,0.12542032248663199,0.19610767924056147,0.13080600965757125,0.012216502484389184,1.4386033475588533e-09,0.09291010306155144
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.12539583886070735,0.0035777446672496313,0.0,5.241349494935879e-05,9.554072022410764e-08,0.025805218512725315
70,0.16112424846873072,0.049810404204237206,0.043190529936161265,0.021976625046295807,8.427102571317846e-09,0.055220363216505516
71,0.06397281816914129,0.01656530352915874,0.0023628235607661766,6.09291239701657e-08,0.0,0.01658020123763803
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.13229374325124058,0.01962033970213822,0.0019324649886902183,0.03864010429905616,0.0,0.03849733044822503
75,0.18800838685012705,0.007019049237096236,0.0,0.0018678296897619597,1.3098816475931585e-10,0.03937905318159468
76,0.06451290604746185,0.024683175211236877,0.0,0.0009943357611241106,0.0,0.018038083403964567
77,0.27824101307832716,0.016364405895811802,0.0,0.01283343316225572,0.00010817912698257715,0.061509406252675446
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.049538141934369236,0.18580265424723127,0.0,0.24723686500474454,0.0,0.09651553223726901
80,0.048640695527667824,0.3692325925145535,0.0,0.49405830073185225,0.0,0.1823863177548147
81,0.3892854881511843,0.01924318520280882,0.0026075767769505745,0.0010886585936480137,5.8353492931928486e-05,0.08245665244350472
82,0.12932279022134918,4.06514380415462e-07,0.0016059646467358815,0.00013988387373519302,1.0523049986943533e-08,0.02621381115585013
83,0.26731378508648385,0.09219742823732109,0.0,0.0002566133489625092,1.3221460903878324e-06,0.07195382976377156
84,0.22603234472691155,0.005099755718790987,0.0009384772741032576,0.005448494564892448,2.3317798802935386e-09,0.047503814923295626
85,0.3695032587224391,0.010813222527670556,0.0002534844419201469,0.004336540295865709,0.00014542086864821613,0.07701038537130875
86,0.2797277786575925,0.04303970119496519,0.012141971694596165,0.03418306357331086,0.0013610292226076126,0.07409070886861448
87,0.1463176666073873,0.019168633857964947,0.0,1.1702487866744478e-06,0.0,0.03309749414282778
88,0.26895019194217573,0.003995884315851496,0.0003574837234043702,0.0010677643560959183,0.0001347197830909863,0.05490120882412371
89,0.21605580030564803,0.004992225417625182,0.005674588363402143,0.0031554506237063584,1.8839548374671722e-06,0.045975989733043836
90,0.14412585402638506,0.03289260586518631,0.0,0.08605236476514191,0.0,0.052614164931342654
91,0.23759913636516297,0.030572862015060747,0.0010005110875006037,0.04418443266055612,0.00044577111839316785,0.06276054264933471
92,0.15485574981040362,0.014961893562451142,0.0017675988936117846,0.00010190762215428017,3.0731887818546966e-05,0.034343576355287876
93,0.2218683143209942,0.05564550159172827,0.016686916501934376,0.01274531346667776,0.022493617609143257,0.06588793269809556
94,0.25109587024155366,0.1789113876665731,0.002897270916486564,0.01558115414561424,0.00021880943677388132,0.0897408984814003
95,0.47245345409416095,0.08619758548044673,0.7641039472114763,0.002022278047600529,6.035758360667387e-06,0.26495666011840907
96,0.31965911915060125,0.004048681845320073,3.120240819951014e-05,0.023848003540080952,2.665724423422944e-07,0.06951745470332883
97,0.0028729051097093014,0.0922935953700351,0.0,0.060656886456396546,0.0,0.03116467738722819
98,0.09569197645668939,0.02610922786153608,0.002129322223231874,0.03731879016307025,9.087006147545651e-11,0.032249863359079534
99,0.12769241274969323,0.032315898911861984,0.0015374687052202068,0.008635125278379726,3.0652350346827006e-07,0.034036242433731725
100,0.3101026637960608,0.055794427295162624,0.0015993742326928348,0.011624692368975535,9.447800408679541e-08,0.07582425043417916
101,0.018914785556482332,0.014486215023541804,0.0002196391646883876,0.00031530340586473935,0.0037826569750905037,0.007543720025133554
102,0.05625102624909601,6.112452849534408e-06,0.0002781789301408806,2.79905965106553e-05,0.0,0.011312661645719414
103,0.32802462067738963,0.029645920471805077,9.216655865216732e-06,0.009472116991815655,2.3002670786809176e-05,0.07343497549353248
104,0.3654800419886463,0.010867395585561686,0.0017043436743735944,0.00954185140436909,3.7120908018550836e-06,0.07751946894875052
105,0.059739640934558656,0.005472263646209982,1.714342684655461e-05,0.0006991772391669649,0.0008444002596661448,0.01335452510128966
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.14734740547137112,0.02132802019290081,0.00019390326746677626,0.040353195904230185,0.0003457810671534389,0.041913661180624465
108,0.0851771094065022,0.208412575590815,0.0,0.03732498073477407,0.0,0.06618293314641825
109,0.18437372328677815,0.0221463476435996,0.0029712144724487626,0.005389195319129672,0.002441315446048975,0.043464359233601035
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.08932138022530478,0.03632835159700142,0.00516053981438984,1.93836120690686e-05,0.0,0.026165931049753028
112,0.07344241058013032,0.007085423177246167,0.0,0.005519264923336154,7.564683619420975e-05,0.01722454910338137
113,0.0,0.0,0.0,0.0,0.0,0.0
114,0.09167989145366895,0.028932851889541412,0.003574472740229262,0.09974992043196576,5.967893290659276e-09,0.04478742849665973
115,0.13683945166955264,0.006259171038295814,0.0001796620828472798,0.00023254868421199057,1.2730087291856762e-05,0.028704712712439916
116,0.2169626707776959,0.017363014266571317,0.004226631509612872,0.005177683901216715,0.00011127435573143885,0.04876825496216565
117,0.23119751039643463,0.008823198838014175,0.0,1.090280317138629e-06,0.0,0.04800435990295319
118,0.4224551994870827,0.005973700501591212,0.010584633950955834,0.00017142836306077665,0.0,0.08783699246053811
119,0.1267817922759535,0.02522339509986086,0.01104048278038622,0.0023054154336147126,7.704833842581138e-05,0.03308562678564821
120,0.10566873041538556,0.02456237119307644,0.0,0.059329681731041584,0.0,0.037912156667900716
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.2548081576258087,0.10407601341669769,0.00791841159443583,0.13163507007681663,0.00040346020250581205,0.09976822258325294
123,0.21855020561437022,0.00800971646981044,0.00020884108660729035,0.0009517336904377422,6.256220331124496e-06,0.04554535061631136
124,0.09480759336660068,0.18738388174883316,0.0010220085906841674,0.24732593937029831,8.508194696332794e-06,0.10610958625422254
125,0.13397154409175446,0.1280694351278172,0.0,0.1660684274941822,0.0,0.08562188134275078
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.16672376105098743,0.00039393644249582677,0.0,0.004146981750694326,0.0,0.03425293584883552
129,0.24546733990687059,0.01529220342703525,1.1137098878212025e-05,0.04717005048154317,1.2276905181352049e-05,0.06159060156390171
130,0.10407390314839393,0.19422061248615338,0.0,0.24706864626234945,3.804318637889992e-08,0.10907263998801664
131,0.066845723278851,0.0639140171282103,0.011328143385137051,0.02602642982704107,0.0,0.03362286272384788
132,0.19218907365713866,0.04912437929690549,0.0,0.11173811267494979,0.0,0.0706103131257988
133,0.04168430732782911,0.0840495643081131,0.012551221375116764,0.25478691946167364,2.4672935569625132e-11,0.07861440249948111
134,0.04519529783393175,0.004776927167669706,0.0,8.272739239516708e-05,0.0,0.010010990478799326
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.2810715014860886,0.00254064041135171,0.0,0.0010233875940995213,1.9067273342443514e-06,0.05692748724377482
137,0.16672376105098743,0.00039393644249582677,0.0,0.004146981750694326,0.0,0.03425293584883552
138,0.0,0.0,0.0,0.0,0.0,0.0
139,0.027171609722649516,0.042354355945688885,0.0,1.1593296915550003e-05,3.8484399738081265e-06,0.013908281481045554
140,0.16672376105098743,0.00039393644249582677,0.0,0.004146981750694326,0.0,0.03425293584883552
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.16672376105098743,0.00039393644249582677,0.0,0.004146981750694326,0.0,0.03425293584883552
143,0.0,0.0,0.0,0.0,0.0,0.0
144,0.19282368000702635,0.023193147561909048,0.0,0.0021310065187889245,3.8275125007203314e-06,0.043630332320045005
145,0.0,0.0,0.0,0.0,0.0,0.0
146,0.11869218574553521,0.0269506532322876,0.0,0.05591042003367248,0.0,0.040310651802299056
147,0.17578766149027714,0.012453947705023156,0.006873549237812668,0.003188893190692876,0.019118409603834152,0.04348449224552799
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.18501719207617828,0.006091196171377851,0.0001493174753810002,2.0148003579504058e-05,7.920356779322901e-07,0.03825572915243891
150,0.19922629356548383,0.06663051678721407,0.0011471819932224352,0.2806559702134731,7.754029502393678e-05,0.10954750057088347
151,0.09010146893904335,0.009411133161872873,0.000281579150601294,0.0003837871477725256,0.0,0.02003559367985801
152,0.10823883474736007,0.030454165306236812,0.001299823958228768,0.02386995770742402,9.488537955348875e-08,0.03277257532092585
153,0.0,0.0,0.0,0.0,0.0,0.0
154,0.28617084555873823,0.02653517781408383,0.008510727100762032,0.005541260489122865,5.2650073484983295e-05,0.06536213220723838
155,0.058629932879217604,0.012609432216272693,0.0002926772929863552,0.00046278620415440814,1.3625764040625654e-05,0.014401690871334336
156,0.18203037968096364,0.19632071159575779,0.04762654865450805,0.16588313476126662,0.0,0.11837215493849922
157,0.13031480741042714,0.014512209666896847,0.008025154567026125,0.001205558543667079,0.0002511894563212991,0.0308617839288677
158,0.11531435950884979,0.009225686532281716,0.0,5.864689652777757e-05,1.3749529898632318e-05,0.024922488493511582
159,0.09540625949500156,0.031445442602246916,0.01489515033543835,0.0006393000953194354,1.818222699512262e-06,0.02847759415014115
160,0.12129951480541196,0.020783086534794416,0.00014077104900852067,0.0028371680074231985,2.323487706235028e-06,0.029012572776868868
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.021054986036538353,0.014687065349402981,0.002026779753104174,0.009372386548702275,4.853372593061067e-05,0.009437950282735679
163,0.18051012657450144,0.13387526443267123,0.0007514101096569377,0.17487365566740382,0.0,0.09800209135684669
164,0.37818939594592815,0.450025193635474,0.05194120519304916,0.0005136633631895331,1.3351893812796334e-06,0.17613415866540444
165,0.2517660867841827,0.016931214627703486,0.0034258290777306956,0.00287817988425207,4.7973466280382127e-05,0.05500985676802987
166,0.45691931044435447,0.13305700487543073,0.00457050349927307,0.060765363662638655,0.0,0.13106243649633936
167,0.2824164104244442,0.18181672800620347,0.24705569920633502,0.22212962592031643,0.0929788276553154,0.2052794582425229
168,0.10357959400872162,0.021602500710240613,0.0,0.003155103598093522,1.5776808140799403e-05,0.025670595025039312
169,0.7574558423634185,0.014132828486882108,0.01610026568926066,0.0011189406586038949,0.0015171802369877696,0.1580650114870306
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.12308673362914464,0.11963470658301438,0.0003267951714125168,0.07655397656495626,0.0,0.06392044238970555
173,0.0,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.35413892760640986,0.08017735833495049,0.005518901567473707,0.057390122750904826,1.417327268882218e-07,0.09944509039849316
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.23287147929636642,0.03942987691502604,0.000657106189968384,0.06892426954801965,2.5859901597868884e-06,0.06837706358790806
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.2983030794841399,0.020453150903433723,0.020422125605015065,0.0030246418738904155,0.0006214456516318023,0.06856488870362218
184,0.1393840843820179,0.01757039587771839,1.3463557077060513e-05,0.052019943036811726,0.0,0.04179757737072502
185,0.10302120082495271,0.004305245545033978,0.0,0.00042048915725663953,0.008051455020904541,0.023159678109629572
186,0.10962905853107743,0.0008461886635485469,0.0,0.0004686953500446814,0.0,0.022188788508934132
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.3560399295984163,0.04856299047899855,0.05263475402027708,0.1510239535616272,0.0,0.12165232553186382
189,0.12800778007659383,0.03526832966340297,0.0,0.002205985589802822,3.827091404673411e-06,0.03309718448424086
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.12425123795752638,0.21486258334338976,0.13508579171149374,0.011377427474986474,1.4386033475588533e-09,0.09711540838519994
192,0.0028729051097093014,0.0922935953700351,0.0,0.060656886456396546,0.0,0.03116467738722819
193,0.2252468339516348,0.09922456844726474,0.35100413417697607,0.14453354185295492,0.019434727728366852,0.16788876123143948
194,0.056306756848404554,0.19289894802185611,0.0011814117803830883,0.2470291808304881,0.0,0.09948325949622638
195,0.11971017415234424,0.1897306503995978,0.007265399585242117,0.020604861318071776,0.00010819680755957961,0.0674838564525631
196,0.06279225905964361,0.028260851270168533,0.0,0.0010191252869237986,4.962041888489921e-10,0.018414447222588025
197,0.020516084886856654,0.056753963945863545,0.06354053388425267,9.496371579034745e-06,0.0,0.028164015817710386
198,0.2424451026166155,0.03157024019731996,6.029900529027038e-05,0.03756299766847507,5.647438683809014e-06,0.062328857385276916
199,0.11978156430934966,0.04157932269936859,0.00029414590165132066,0.03744747958136591,0.0,0.0398205024983471
200,0.11357881061340876,0.052177698295569744,0.0001487473820749396,0.05587026697555784,0.0,0.04435510465332225
201,0.04168430732782911,0.0840495643081131,0.012551221375116764,0.25478691946167364,2.4672935569625132e-11,0.07861440249948111
202,0.125491360460216,0.2116888473307414,0.0,0.24711137727768914,0.0,0.11685831701372931
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.12041488459240325,0.20917848590572946,0.0,0.30289820670340106,0.0,0.12649831544030676
205,0.04642121752875819,0.12951746574429684,0.0071945231007460465,0.16728466435452413,2.6452549718669616e-05,0.07008886465560878
206,0.12804085411106775,0.23821825357837276,0.16707562606776388,0.693916142310995,0.0,0.24545017521363985
207,0.13745111061877663,0.02434667972265578,0.03853787987115437,0.002626573341386358,0.0,0.04059244871079463
208,0.19218907365713866,0.04912437929690549,0.0,0.11173811267494979,0.0,0.0706103131257988
209,0.2870458080924705,0.012873920141705238,0.004564854178528563,0.008945894213598473,2.166363083233591e-05,0.06269042805142702
210,0.2547963155573265,0.01248879292037977,0.00044660187305456986,0.0002228632740192911,4.3238534999545664e-05,0.053599562431955926
211,0.08124397881256619,0.034742358077319124,0.10705407550561816,0.0012639065415758406,0.0,0.04486086378741587
212,0.024034101471820526,0.0485352612688524,0.0,0.030369806924395858,0.0,0.020587833933013756
213,0.5313982608834698,0.058054213164837394,0.032537516945313365,0.0012934097859987927,0.000499820220284164,0.1247566441999807
214,0.44031240312083053,0.021177196121273216,0.00414963237411821,0.0047586217558437645,7.882675708970055e-05,0.09409533602583108
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.3737269757773116,0.04132844625231648,0.03579640124483172,0.02667481002305138,0.0009632441797293723,0.09569797549544812
218,0.12380633743068259,0.020086275388247695,3.521950702361816e-05,0.0015380321837965734,2.1826490410603583e-05,0.02909753820003222
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0008369222208676257,0.010040398037282221,0.0,0.00023693390457330606,2.9289476515259594e-06,0.002223436622074936
221,0.17945641735406306,0.02475915786970066,0.0,0.057942547212822056,0.0,0.052431624487317155
222,0.10915192556052539,0.043476899426067174,0.00016945266381286953,0.0038562917739404516,0.0,0.03133091388486918
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.17377003103282423,0.14047817185740766,0.08307399704820877,0.23337139910926843,0.02515454776585102,0.13116962936271204
225,0.13051675080503247,0.0010873184860359052,3.0403275889071906e-05,2.3839709181606931e-07,7.325462014762252e-09,0.02632694365790226
226,0.15829522099195173,0.08867097013462412,0.06907769120809192,0.055880347901174694,0.0,0.0743848460471685
227,0.15410547490577506,0.02403858563291581,0.011946111010932436,0.1152731976221549,3.874882895615883e-05,0.06108042360014687
228,0.2670432672955582,0.015947190205345144,0.00015853492867616824,0.001691275589987169,3.5061264043179108e-06,0.0569687548291942
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.12425123795752638,0.21486258334338976,0.13508579171149374,0.011377427474986474,1.4386033475588533e-09,0.09711540838519994
231,0.2598552662418148,0.009216278868184304,1.6819450732212258e-05,0.0062807913665333765,3.6923709103575675e-06,0.05507456965963502
232,0.20776697354206122,0.006897727325594784,0.0,0.018717527787099602,0.0014425578992813826,0.046964957310807395
233,0.17277442665788006,0.041446478191329315,0.0,0.0003143812006424135,0.0,0.04290705720997036
234,0.04519529783393175,0.004776927167669706,0.0,8.272739239516708e-05,0.0,0.010010990478799326
235,0.13114275336919534,0.005789041384782077,0.0013019398787234705,0.0013481881650729492,0.0,0.02791638455955477
236,0.04801820812667678,0.01229344247312549,0.0,8.715431879847994e-07,1.163774676626872e-08,0.012062506756147406
237,0.0534030741191662,0.017175022858387366,0.0,0.0021231490842405576,0.0,0.014540249212358827
238,0.17655881826681322,0.01699778335238716,0.00027948904780153325,0.0021920180421097033,0.001178116537630558,0.039441245049348435
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.04519529783393175,0.004776927167669706,0.0,8.272739239516708e-05,0.0,0.010010990478799326
241,0.2752386841160709,0.0007449689355097863,0.0,3.9110482102747816e-05,0.0,0.05520455270673669
242,0.1731103793689273,0.00849168843212669,0.00023815389857115074,0.0009365571952148321,2.725442209339235e-05,0.036560806663386666
243,1.0,0.07180281068458293,0.06204829880599835,0.016364356550363363,0.0,0.2300430932081889
244,1.0,0.07180281068458293,0.06204829880599835,0.016364356550363363,0.0,0.2300430932081889
245,0.04519529783393175,0.004776927167669706,0.0,8.272739239516708e-05,0.0,0.010010990478799326
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.09998857436542943,0.005909793711710358,0.00020891929784913176,0.007283296336248541,2.3180620701168664e-05,0.022682752866387726
249,0.06161085040440065,0.029573118549105028,0.0,0.004163570776085948,0.0,0.019069507945918322
250,0.1059595294424596,0.002585431805082766,0.0,0.002114854571544746,0.0,0.02213196316381742
251,0.18684662980148115,0.03528286538977892,0.0,3.961219364676319e-05,7.610769898747094e-06,0.04443534363096112
252,0.0,0.0,0.0,0.0,0.0,0.0
253,0.04519529783393175,0.004776927167669706,0.0,8.272739239516708e-05,0.0,0.010010990478799326
254,0.07330911892088542,0.012429848822159527,0.0036198624692889893,0.004158489189318477,0.0008259470341727138,0.018868653287165024
255,0.27152538663241826,0.014639653606054842,0.004612914387897997,0.0004613349962838592,0.00011944175639655441,0.05827174627581031
256,0.13983578978191133,0.022669887831133988,0.004279782053922475,0.0013522675192289026,1.7609366977922036e-06,0.0336278976245789
257,0.1059595294424596,0.002585431805082766,0.0,0.002114854571544746,0.0,0.02213196316381742
258,0.4858148403901173,0.19551237795834905,0.33546707092946004,0.01800773032297243,0.04248258098959923,0.21545692011809964
259,0.16425981349008684,0.14458947946789916,0.003742455850380299,0.16530923408676423,7.828492925909813e-06,0.0955817622776113
260,0.15902987940598684,0.02990878611190685,0.0,0.0,0.00010050211858469993,0.03780783352729568
261,0.22249923107149266,0.003105424388548606,0.0004324385668033137,0.00597971346624083,2.224628303792997e-07,0.04640340599118316
262,0.2692842594033323,0.0071259631205522825,0.0,0.006461930050213828,0.0,0.05657443051481968
263,0.1351521508490485,0.01003682637218799,0.00544997848594764,0.00232690125093971,9.077465445983535e-10,0.030593171573174077
264,0.0,0.0,0.0,0.0,0.0,0.0
265,0.3988195711959078,1.0,1.0,0.00016140563580222312,1.0,0.6797961953663421
266,0.2300045214860029,0.024575794727548794,0.003765731114923145,0.003034447751010685,0.0007105369004420936,0.052418206395985524
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.3888393107802359,0.06155726456144813,0.003729325984640155,0.0019449844075214318,9.854599358760652e-10,0.09121417734386111
270,0.22314467974628116,0.12425520005079063,0.0,0.003921090361126828,0.0,0.07026419403163972
271,0.048640695527667824,0.3692325925145535,0.0,0.49405830073185225,0.0,0.1823863177548147
272,0.06161085040440065,0.029573118549105028,0.0,0.004163570776085948,0.0,0.019069507945918322
273,0.20483834175077922,0.06411201033461573,0.176412579139434,0.044376930609131435,5.729059449066654e-10,0.09794797248137327
274,0.07763877654521613,0.013145418883494202,2.210014242164888e-05,0.0008836591899622579,2.3580538254464045e-05,0.01834270705986974
275,0.11628044260462368,0.10325068769821977,0.011487045458685617,0.12511000540189932,0.005189412739127874,0.07226351878051125
276,0.2297543691127971,0.05069480890806645,0.0002854589746653977,0.0001898763244015106,3.5061125913671276e-07,0.05618497278623792
277,0.1858812914774594,0.19734480859165152,0.0,7.031521764590759e-06,7.936078105785782e-08,0.07664664219033132
278,0.3560399295984163,0.04856299047899855,0.05263475402027708,0.1510239535616272,0.0,0.12165232553186382
279,0.13460389192757347,0.2768321802653077,0.1669737361760095,0.10333747644695443,0.018385399132966995,0.14002653678976243
280,0.3467457017245703,0.013484893073801449,8.485675410299866e-08,0.003233005626920104,0.00040269250166602433,0.0727732755567424
281,0.12041488459240325,0.20917848590572946,0.0,0.30289820670340106,0.0,0.12649831544030676
282,0.055125772966034235,0.19940285553182927,0.0,0.24911093575396911,0.0,0.10072791285036653
283,0.36623209770915693,0.005353320371064135,0.008756813196497182,0.008688410255949013,7.827868557797046e-07,0.0778062848639046
284,0.19218907365713866,0.04912437929690549,0.0,0.11173811267494979,0.0,0.0706103131257988
