	Lambda_Max	Species	Opsin_Family	Accession
S22	546.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[M130A]_84_379
S23	550.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y,I123V]_84_379
S24	543.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L122I,A115C]_84_379
S25	552.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y]_84_379
S26	554.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L112I,A115C,A116G,F120Y]_84_379
S27	551.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A]_130_152-AB007423.1_153_379
S28	551.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[Y120F]_130_152-AB007423.1_153_379
S29	549.00000	Papilio_xuthus	Rh1,Rh3	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A,Y120F]_130_152-AB007423.1_153_379
S30	435.00000	Eumaeus_atala	BRh1	MN831881.1
S31	500.00000	Eumaeus_atala	BRh2	MN831882.1
S32	450.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F
S33	440.00000	Eumaeus_atala	BRh1	MN831881.1_A118S
S34	528.00000	Eumaeus_atala	BRh1	MN831881.1_I122F
S35	530.00000	Eumaeus_atala	BRh1	MN831881.1_G177S
S36	516.00000	Eumaeus_atala	BRh1	MN831881.1_Y179F
S37	527.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S
S38	526.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F
S39	528.00000	Eumaeus_atala	BRh1	MN831881.1_I207C_F208C
S40	475.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F
S41	508.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_G177S_Y179F
S42	535.00000	Eumaeus_atala	BRh1	MN831881.1_I122F_I207C_F208C
S43	520.00000	Eumaeus_atala	BRh1	MN831881.1_Y179F_I207C_F208C
S44	526.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_Y179F_I207C_F208C
S45	533.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_I207C_F208C
S46	528.00000	Eumaeus_atala	BRh1	MN831881.1_A118S_I122F_Y179F_I207C_F208C
S47	450.00000	Pieris_rapae	PrB	AB208675.1
S48	437.00000	Pieris_rapae	PrB	AB208675.1_S117A
S49	446.00000	Pieris_rapae	PrB	AB208675.1_F177Y
S50	425.00000	Pieris_rapae	PrB	AB208675.1_S117A_F177Y
S51	420.00000	Pieris_rapae	PrV	AB208674.1
S52	430.00000	Pieris_rapae	PrV	AB208674.1_A116S
S53	525.00000	Argopecten_irradians	Rtc	KX550908.1
S54	521.00000	Argopecten_irradians	Rtc	KX550908.1_M204L
S55	509.00000	Argopecten_irradians	Rtc	KX550908.1_Y211W
S56	510.00000	Argopecten_irradians	Rtc	KX550908.1_V216A
S57	521.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_V216A
S58	513.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W
S59	515.00000	Argopecten_irradians	Rtc	KX550908.1_Y211W_V216A
S60	513.00000	Argopecten_irradians	Rtc	KX550908.1_M204L_Y211W_V216A
S61	496.00000	Pecten_maximus	Rtc	XM_033877948.1
S62	508.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M
S63	505.00000	Pecten_maximus	Rtc	XM_033877948.1_W211Y
S64	498.00000	Pecten_maximus	Rtc	XM_033877948.1_A216V
S65	505.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_A216V
S66	500.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y
S67	494.00000	Pecten_maximus	Rtc	XM_033877948.1_W211Y_A216V
S68	505.00000	Pecten_maximus	Rtc	XM_033877948.1_L204M_W211Y_A216V
S69	431.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2
S70	430.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_I169F
S71	429.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_K201R
S72	430.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_T273A
S73	431.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_I169F_K201R_T273A
S74	435.00000	Limenitis_a.astyanax	IV-Rh1	AY918902.2_Y179F
S75	439.00000	Danaus_plexippus	IV-Rh1	AY605544
S76	431.00000	Limenitis_a.archippus	IV-Rh1	EU358777
S77	363.00000	Callosobruchus_maculatus	IV-UVS	OP722929.1
S78	511.00000	Callosobruchus_maculatus	IV-LWS	OP722946.1
S79	431.00000	Chrysochroa_rajah	inv-UVS	OP722930.1
S80	356.00000	Chrysochroa_rajah	IV-UVS	OP722931.1
S81	357.00000	Chrysochroa_mniszechii	IV-UVS	OP722932.1
S82	442.00000	Chrysochroa_mniszechii	IV-UVS	OP722933.1
S83	584.00000	Chrysochroa_rajah	IV-LWS	OP722947.1
S84	509.00000	Chrysochroa_rajah	IV-LWS	OP722948.1
S85	572.00000	Chrysochroa_mniszechii	IV-LWS	OP722949.1
S86	507.00000	Chrysochroa_mniszechii	IV-LWS	OP722950.1
S87	559.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_F261Y
S88	358.00000	Chrysochroa_rajah	IV-UVS	OP722931.1_Q118A_F261Y
S89	507.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T
S90	511.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_V211C
S91	519.00000	Chrysochroa_rajah	IV-LWS	OP722948.1_C122T_V211C
S92	539.00000	Neogonodactylus_oerstedii	IV-LWS	MT112877
S93	611.00000	Neogonodactylus_oerstedii	IV-LWS	MT112883
S94	542.00000	Sympetrum_frequens	IV-LWS	LC009064
S95	557.00000	Sympetrum_frequens	IV-LWS	LC009061
S96	577.00000	Epargyreus_clarus	IV-LWS	OK930070.1
S97	532.00000	Macroglossum_stellatarum	IV-LWS	KF539444
S98	532.00000	Automeris_io	IV-LWS	OK930069.1
S99	537.00000	Anisota_stigma	IV-LWS	OK930068.1
S100	518.00000	Callophrys_sheridanii	IV-LWS	MN831887.1
