feature,BayesianRidge,xgb,LassoLars,Lasso,lgbm,mean
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.1774049055914956,0.5001615881919861,0.0,0.0,0.375,0.21051329875669636
81,0.3365634108874136,0.0,0.7616431261422475,0.8684764113224527,0.0,0.39333658967042273
82,0.4320572670080319,0.00012374858488328755,0.4201650452545582,0.21209762042204025,0.5,0.3128887362539027
83,0.06413144561756406,1.1955781701544765e-05,0.0,0.013551560784030511,0.0625,0.02803899243665923
84,0.27118381416528553,0.0,0.0,0.015137292324764096,0.25,0.10726422129800992
85,0.01388463234968346,2.2425200540965307e-07,0.0,0.0185943703347707,0.0,0.006495845387291914
86,0.3836380285434872,9.442947339266539e-05,0.5444127228905091,0.5343169190096272,0.1875,0.3299924199834033
87,1.0,0.0007268046610988677,1.0,1.0,0.2916666666666667,0.658478694265553
88,0.08840318717821971,7.0457977230375946e-09,0.0,0.006644138931196122,0.0,0.019009466631042714
89,0.2005159776146008,1.903607426356757e-06,0.2538232148362233,0.21581881827034552,0.0,0.1340319828657192
90,0.06700512717517884,1.6308452366331494e-09,0.0,0.0,0.0,0.013401025761204815
91,0.5519527346982291,9.534053242532536e-05,0.4373701586300402,0.47384693973744435,0.84375,0.46140303471962785
92,0.08884862119516322,8.136824547477772e-10,0.00952703980123418,0.0,0.0,0.01967513236201597
93,0.22726848234906735,5.343928819456778e-07,0.022359867684194245,0.06975847062175743,0.25,0.11387747100958019
94,0.6801408460482526,0.00034353992668911815,0.21478055137846958,0.40339503352449646,0.7916666666666666,0.4180653275089149
95,0.10891401899093105,0.2500004470348358,0.0,0.0,0.1875,0.10928289320515336
96,0.20735634247815787,7.076858310028911e-06,0.046038996230220335,0.013044358466521855,0.0625,0.06578935480664203
97,0.24597022678399597,3.599614501581527e-05,0.0,0.040582194624176726,0.0,0.05731768351063771
98,0.09855614892054963,1.1424201602494577e-06,0.0009817836833615652,0.0,0.20833333333333334,0.06157448167148096
99,0.11293523510947358,8.230129606090486e-05,0.0,0.06085662600784539,0.041666666666666664,0.043108165816009306
100,0.09790889231853343,3.265303803345887e-06,0.0015152663835567468,0.0,0.0,0.019885484801178705
101,0.23443846735034218,1.1483664820843842e-05,0.0,0.08426906381014515,0.40625,0.14499380296506165
102,0.15966301596615717,5.291101388138486e-07,0.0,0.3067863544430535,0.0,0.0932899799038699
103,0.18854060338213174,0.0,0.0,0.0,0.3125,0.10020812067642634
104,0.5873856318564848,0.03183620050549507,0.14049221431811068,0.2649359634382609,0.0,0.20493000202367032
105,0.4559842410399673,6.488009967142716e-05,0.9189147137614591,0.839287854471522,0.20833333333333334,0.4845170045411907
106,0.35178364105198673,0.0,0.0,0.2023871832182765,0.25,0.16083416485405264
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.3136554908310311,2.864991984097287e-06,0.343410916360241,0.26344867249043086,0.4166666666666667,0.26743692226807075
109,0.19402959400468495,1.1838123725738114e-07,0.005058519303274001,0.08352338285736696,0.0,0.056522322909312625
110,0.38314978872826083,4.274599996278994e-05,0.37689014012329036,0.4465809699424178,0.0625,0.2538327289587864
111,0.0,0.0,0.0,0.0,0.0,0.0
112,0.13568153680074851,1.4477451770744665e-07,0.0,0.0,0.08333333333333333,0.04380300298171991
113,0.4399159537547952,9.27494875213597e-06,0.020195676995786435,0.10514661371275508,0.375,0.18805350388241776
114,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
115,0.5019430584478887,9.557892190059647e-05,0.5692507572514334,0.5306117041696955,0.25,0.3703802197581836
116,0.2112885447313222,4.187736521998886e-06,0.05165717154286341,0.09736708769402072,0.16666666666666666,0.10539673167427899
117,0.12643433651420805,8.4006751421839e-06,0.12676885949490266,0.12829135963979296,0.0,0.07630059126480918
118,0.19015772918950552,0.0,0.0,0.0,0.125,0.0630315458379011
119,0.19128910654246178,4.298124258639291e-05,0.0,0.0,0.0,0.03826641755700964
120,0.16040382490143112,8.128622721415013e-05,0.0,0.04922918157241199,0.041666666666666664,0.05027619187354478
121,0.08234686816991334,8.680873406774481e-07,0.0009556130917186229,0.009367201534168864,0.0,0.018534110176628302
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.30970838599340883,0.3333432078361511,0.03261028959594611,0.004945622157588384,0.25,0.1861215011166189
124,0.10120971935348601,3.231341167975188e-07,0.0,0.00013415122127344807,0.125,0.04526883874177525
125,0.18641129235861056,0.3333810865879059,0.0,0.1273778760946544,0.2916666666666667,0.18776738434156753
126,0.29784105075638734,0.3333333432674408,0.0,0.0,0.3333333333333333,0.1929015454714323
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.16056651837579408,5.217368743615225e-05,0.0,0.0,0.25,0.08212373841264604
129,0.3639326474169239,0.0,0.0,0.0,0.0,0.07278652948338478
130,0.24005093085374712,5.091445700600161e-07,0.0,0.0,0.0,0.048010287999663434
131,0.27466835664751815,2.867949297069572e-05,0.034049358444471434,0.0,0.34375,0.13049927891699203
132,0.16311658583930524,0.0,0.0,0.0,0.125,0.057623317167861045
133,0.4914709112026793,0.0,0.0,0.40145697128583635,0.0,0.17858557649770312
134,0.1808811614643319,3.805248979915632e-06,0.005624530871059256,0.009168376870039855,0.041666666666666664,0.04746890822421552
135,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.15412105863407205,0.0,0.0,0.0,0.0,0.03082421172681441
138,0.05294822248738654,2.8618521241696726e-07,0.0,0.0,0.0625,0.02308970173451979
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.11437172917552545,0.0,0.0,0.0,0.0,0.02287434583510509
141,0.3639326474169239,0.0,0.0,0.0,0.0,0.07278652948338478
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.3639326474169239,0.0,0.0,0.0,0.0,0.07278652948338478
144,0.2591886489726985,0.0,0.0,0.0,0.0,0.0518377297945397
145,0.09872404737400596,4.679156336351298e-05,0.0,0.0,0.0,0.019754167787473895
146,0.0,0.0,0.0,0.0,0.0,0.0
147,0.1395940114283989,0.00017283589113503695,0.0,0.0,0.16666666666666666,0.06128670279724011
148,0.1386461085664783,0.0007463400834240019,0.12244691341553599,0.4078757978208838,0.0,0.1339430319772644
149,0.3639326474169239,0.0,0.0,0.0,0.0,0.07278652948338478
150,0.1896447761356509,3.402568836463615e-05,0.05666356320903403,0.0,0.0625,0.06176847300660991
151,0.1856076728755537,1.2387433343974408e-05,0.029479655401806745,0.022380889198513897,0.09375,0.06624612098184365
152,0.1590258832461509,0.0,0.0,0.022838624766050836,0.0625,0.04887290160244035
153,0.12819600342972692,0.0,0.0,0.0,0.0,0.025639200685945385
154,0.0,0.0,0.0,0.0,0.0,0.0
155,0.1765153633524404,4.745372280012816e-05,0.0,0.0,0.041666666666666664,0.04364589674838144
156,0.0,0.0,0.0,0.0,0.0,0.0
157,0.18857204817695689,0.0,0.0,0.16002138440111865,0.0,0.06971868651561511
158,0.1515299012026707,9.94305173662724e-06,0.009333048554289987,0.02405724743961909,0.25,0.0869860280496633
159,0.18008497092987252,1.7077735492421198e-07,0.07441342424332044,0.0191930278706669,0.4583333333333333,0.1464049854309096
160,0.11537760423972258,3.0910987902643683e-07,0.0,0.0,0.625,0.14807558266992032
161,0.3075301624449664,2.953416014861432e-06,0.0,0.0,0.125,0.08650662317219625
162,0.0,0.0,0.0,0.0,0.0,0.0
163,0.22367449983994472,2.0292030967539176e-05,0.0,0.0,0.09375,0.06348895837418245
164,0.19269251475035928,0.2500000298023224,0.0,0.024408431168159526,0.1875,0.13092019514416825
165,0.49971645815603927,0.5037139654159546,0.26516849647579643,0.27864155321220957,0.8125,0.47194809465199994
166,0.23489326255891932,5.679913010681048e-05,0.12002626608647021,0.14106825834427061,0.175,0.1342089172239534
167,0.21949647864187147,3.587659648474073e-06,0.0,0.0,0.0,0.04390001326030399
168,0.1397174027777465,0.0,0.0,0.0,0.0,0.0279434805555493
169,0.17492120060953117,3.33755747305986e-06,0.0,0.0014196129421193884,0.25,0.08526883022182472
170,0.250246424708318,0.0001229332119692117,0.0,0.011456939046613705,0.0,0.05236525939338018
171,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.15639039634499952,0.2500154674053192,0.0,0.01947718528993448,0.3125,0.14767660980805064
174,0.38397331126639933,5.7639077567728236e-05,0.19723517392289422,0.1487068282868924,0.9375,0.33349459051075075
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.1527087108011087,0.0,0.0,0.0,0.25,0.08054174216022174
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.5191696615659265,7.982568786246702e-05,0.7993297957015979,0.6181740114027714,0.0,0.38735065887163167
180,0.13604173309403284,0.0,0.0,0.0,0.0,0.027208346618806566
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.43503275184279117,0.00017105932056438178,0.48222902258918404,0.5118004006378304,0.0,0.285846646878074
183,0.0,0.0,0.0,0.0,0.0,0.0
184,0.25375315030577833,6.667954494332662e-06,0.0,0.0,0.03125,0.05700196365205453
185,0.22307876162248158,0.0,0.0,0.0,0.0,0.04461575232449631
186,0.1341120028659434,0.0,0.0,0.0,0.0,0.02682240057318868
187,0.206933237455901,0.0,0.0,0.0,0.0,0.0413866474911802
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.15036109193236796,1.0097414815390948e-05,0.0,0.0,0.0,0.030074237869436672
191,0.0,0.0,0.0,0.0,0.0,0.0
192,0.1420025064793715,0.0,0.0,0.0,0.0,0.0284005012958743
193,0.2614429438396411,0.0,0.0,0.0,0.0,0.052288588767928225
194,0.4709234701920581,0.03732306510210037,0.3075402449271577,0.19814329145466938,0.125,0.22778601433519713
195,0.17449161405824376,0.20000800490379333,0.0,0.0,0.275,0.12989992379240742
196,0.17837537325078243,4.851709309150465e-05,0.0,0.0,0.1,0.05568477806877479
197,0.20763160835269276,0.20000270009040833,0.0,0.10597438537530436,0.15,0.1327217387636811
198,0.0751262407852315,2.642969398891637e-08,0.0,0.0,0.0,0.015025253442985099
199,0.13086105040453808,2.5696288503240794e-05,0.0,0.0,0.0,0.026177349338608262
200,0.18098509236280585,8.125667955027893e-05,0.04915010439017205,0.0284513638205952,0.0,0.05173356345062467
201,0.1645210983791929,1.6273792425636202e-05,0.0,0.0,0.0,0.03290747443432371
202,0.5142518586398113,0.0,0.6697264913230252,0.3054152768364947,0.0,0.29787872535986626
203,0.16487628751524422,0.0,0.0,0.0,0.3125,0.09547525750304883
204,0.296261089866718,0.0,0.0,0.0,0.0,0.0592522179733436
205,0.14176229544250202,0.3333333730697632,0.0,0.0,0.25,0.14501913370245303
206,0.1547140282835568,0.5000000596046448,0.0,0.0,0.375,0.20594281757764032
207,0.18482551082497875,0.18548983335494995,0.0,0.07651589693517687,0.041666666666666664,0.09769958155635446
208,0.29865416966727265,7.816439392627217e-06,0.0,0.0,0.0,0.059732397221333056
209,0.5357175687465137,0.001541145145893097,0.510946844452228,0.5679625323898392,0.5,0.42323361814689486
210,0.09364776576610079,2.6452409656485543e-05,0.0,0.002458428813570789,0.6875,0.15672652939786563
211,0.25803408510157055,0.0,0.18919324645124494,0.0,0.25,0.1394454663105631
212,0.06773649437816764,0.0,0.0,0.0,0.0,0.013547298875633529
213,0.36161231821718876,0.0,0.0,0.0,0.3125,0.13482246364343775
214,0.42757633556642755,0.006504170596599579,0.18792003472459726,0.1594376756975197,0.375,0.23128764331702883
215,0.23021031777936693,0.0003919871523976326,0.08309194560477803,0.15234372237393565,0.0,0.09320759458209564
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0
218,0.1349655995691548,0.0,0.07339617213495414,0.0,0.08333333333333333,0.05833902100748846
219,0.17001952680735738,7.477421490875713e-07,0.00685696022090815,0.019529654419761924,0.03125,0.045531377838035306
220,0.0,0.0,0.0,0.0,0.0,0.0
221,0.29515990297968286,6.717297651448462e-08,0.0,0.02536407965351603,0.3333333333333333,0.13077147662790173
222,0.07908218752259255,0.0,0.0,0.0,0.0,0.01581643750451851
223,0.09525379358956282,0.0,0.0,0.0,0.0,0.019050758717912564
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.309170728773699,0.05708054453134537,0.12486059304921704,0.03681739973025653,0.25,0.1555858532169036
226,0.5606989879659299,0.0,0.041630020520222244,0.0,0.1875,0.15796580169723043
227,0.1310639098544355,0.0,0.0,0.07320337531338217,0.0,0.04085345703356354
228,0.08536521559547165,0.0,0.0,0.0078003663522730774,0.03125,0.024883116389548945
229,0.388584672868333,1.3599886187876109e-05,0.0,0.0,0.625,0.20271965455090415
230,0.37554789595150534,0.0,0.0,0.0,0.0,0.07510957919030106
231,0.21163351581247322,0.2782341241836548,0.0,0.028254038670997985,0.0625,0.1161243357334252
232,0.14696309059596663,2.2116273612482473e-05,0.179197896837785,0.22153238774816159,0.0625,0.12204309829110516
233,0.11589011134580547,0.0,0.0,0.0,0.0,0.023178022269161096
234,0.27198472573975213,0.0,0.0,0.0,0.375,0.12939694514795042
235,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
236,0.32481843728610466,2.1225402235813817e-07,0.3401835988687894,0.30915476795052355,1.0,0.394831403271888
237,0.024299248503812786,3.594548161345301e-06,0.0,0.0,0.0,0.004860568610394826
238,0.3287620495435481,0.0,0.0,0.0,0.25,0.11575240990870964
239,0.11603146165026577,6.820469167223564e-08,0.0,0.0,0.0,0.02320630597099149
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
242,0.13952448580941948,0.0,0.0,0.0,0.0,0.027904897161883897
243,0.13590059841540222,0.0,0.0,0.0,0.0,0.027180119683080445
244,0.3102614231369158,0.0,0.0,0.0,0.25,0.11205228462738318
245,0.3287620495435481,0.0,0.0,0.0,0.25,0.11575240990870964
246,0.18346760243229301,0.0,0.0,0.0,0.25,0.08669352048645859
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.04430154490809464,2.0099896573810838e-05,0.0,0.0,0.0625,0.02136432896093369
250,0.3639326474169239,0.0,0.0,0.0,0.0,0.07278652948338478
251,0.3287620495435481,0.0,0.0,0.0,0.25,0.11575240990870964
252,0.032649229846401,0.0,0.0,0.0,0.0,0.0065298459692802
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.25207020900507254,0.0,0.0,0.0,0.25,0.10041404180101451
255,0.0779535918326151,1.2404895777251568e-08,0.0,0.0,0.0,0.015590720847502177
256,0.3331755940713527,2.5660722258180613e-06,0.08501859266399729,0.07583651930403848,0.375,0.17380665442232285
257,0.08603201494100234,7.034579425635457e-07,0.0,3.936138837913564e-05,0.0,0.017214415957464806
258,0.3287620495435481,0.0,0.0,0.0,0.25,0.11575240990870964
259,0.35433186816196555,9.385977136844303e-06,0.0,0.03439773956136298,0.25,0.12774779874009307
260,0.18768913843860466,0.0,0.023640627256420854,0.0,0.041666666666666664,0.05059928647233843
261,0.285940356040295,5.679657277823935e-08,0.0,0.0,0.25,0.10718808256737355
262,0.18623927285336683,4.343386990512954e-06,0.0,0.0,0.0,0.03724872324807147
263,0.048308371828182366,0.0,0.0,0.0,0.0,0.009661674365636473
264,0.17575391475549162,4.696449195762398e-06,0.0,0.0,0.0625,0.04765172224093748
265,0.05835880992497176,0.0,0.0,0.0,0.125,0.036671761984994354
266,0.2774938965474339,1.0,0.0,0.0,0.75,0.40549877930948675
267,0.14064399802253394,8.468218766211066e-06,0.0,0.0,0.08333333333333333,0.0447971599149267
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0
270,0.45797773198777203,2.6815014280145988e-06,0.0423121687679845,0.03785146135962346,0.0,0.1076288087233616
271,0.13138036882617765,5.900484029552899e-05,0.04767923555824989,0.07201073251905366,0.16666666666666666,0.08355920168208868
272,0.26827783442035624,3.14614298986271e-05,0.0,0.0,0.0,0.05366185917005097
273,0.3639326474169239,0.0,0.0,0.0,0.0,0.07278652948338478
274,0.11771708125605562,0.0,0.0,0.002173603271687715,0.05,0.03397813690554867
275,0.21556640983740205,0.0006974444258958101,0.0,0.0,0.0,0.04325277085265957
276,0.29098487377804966,0.3333333432674408,0.17262654132911373,0.08700999373013185,0.4166666666666667,0.26012428375428054
277,0.15578583340622748,0.0,0.0321896635428202,0.041951510780624965,0.0,0.045985401545934536
278,0.23502330242385272,0.0002720010816119611,0.11168397378326204,0.05612591319849399,0.375,0.15562103809744415
279,0.0629563415688797,7.402255732813501e-07,0.05403358847002104,0.0007997920688836728,0.125,0.048558092466671546
280,0.22714035283604522,4.845110652240692e-06,0.0,0.0,0.0625,0.057929039589339495
281,0.1334497403107826,0.0,0.0,0.005793325415978795,0.08333333333333333,0.04451527981201895
282,0.19635307150080264,0.20000000298023224,0.0,0.0,0.15,0.10927061489620697
283,0.2211071684242124,0.25,0.0,0.012773685585376211,0.1875,0.13427617080191773
284,0.2756711854289955,0.0,0.15208665394368917,0.3304098832205126,0.0,0.15163354451863947
285,0.17993319480871586,0.0,0.0,0.0,0.0,0.03598663896174317
286,0.24220984691303582,0.2782341241836548,0.0,0.028254038670997985,0.0625,0.12223960195353771
287,0.3260480589398683,0.13913044333457947,0.026593765402529616,0.02018339225128053,0.3125,0.16489113198565158
288,0.11612403069413575,1.3663815252584754e-06,0.0,0.0,0.0,0.023225079415132202
289,0.24959156516501002,0.3333333432674408,0.0,0.12031419226123607,0.25,0.19064782013873738
290,0.26437679922603396,0.0,0.0,0.2649359634382609,0.0,0.10586255253285896
291,0.29903248845617836,3.0007047371327644e-06,0.0,0.0,0.0,0.0598070978321831
292,0.3639326474169239,0.0,0.0,0.0,0.0,0.07278652948338478
293,0.4773035082384747,0.0003184858651366085,0.6172620463416838,0.4638646967698817,0.875,0.4867497474430353
294,0.2665331848884548,0.0,0.23576576229314222,0.01378539623243803,0.5416666666666666,0.21155020201614033
295,0.3774020252907525,0.0,0.0,0.0,0.0,0.0754804050581505
296,0.14510886116070842,0.0711887776851654,0.0,0.0,0.0,0.043259527769174765
297,0.0,0.0,0.0,0.0,0.0,0.0
298,0.13043218114707697,0.0002257063752040267,0.0013352846607955979,0.0,0.1875,0.06389863443661532
299,0.19345512537646392,4.170953360471685e-08,0.0,0.0,0.0,0.038691033417199504
300,0.25599531515958324,0.5,0.0,0.0,0.375,0.22619906303191667
301,0.20899986234042914,3.314028163003968e-07,0.059345308166427045,9.343995880916237e-05,0.08333333333333333,0.070354455040363
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0
305,0.319890974620656,4.256803265434428e-08,0.0,0.0,0.25,0.11397820343773772
306,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.16313264723310125,0.0,0.0,0.0,0.0,0.03262652944662025
309,0.06393435090810572,1.3412494809017517e-05,0.0,0.0,0.0,0.012789552680582947
310,0.15118894085015533,4.883925157628255e-06,0.21674882714485638,0.12688978916671956,0.625,0.2239664882173778
311,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
312,0.21481659238210263,0.0,0.0,0.0,0.25,0.09296331847642052
313,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
314,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
315,0.0,0.0,0.0,0.0,0.0,0.0
316,0.12601770688432865,0.0,0.0,0.0,0.0,0.02520354137686573
317,0.29359145167017237,0.0,0.0,0.0,0.5,0.15871829033403445
318,0.18404277668769242,0.0,0.0,0.0,0.25,0.08680855533753848
319,0.1684538755855527,0.0,0.0,0.0,0.03125,0.03994077511711054
320,0.19236099291841424,0.20003648102283478,0.0,0.0,0.25,0.1284794947882498
321,0.16647372407947938,5.40543032556684e-09,0.0,0.0,0.16666666666666666,0.06662807923031527
322,0.2754286409187101,5.114523446536623e-06,0.0,0.0,0.0625,0.06758675108843133
323,0.37331524358479257,5.821264858241193e-05,0.1568654941545499,0.11175037581340734,0.375,0.20339786524026646
324,0.38784589630846045,0.0,0.0,0.0,0.0,0.07756917926169209
325,0.3453035189106819,2.9043974336673273e-07,0.0,0.0,0.0,0.06906076187008506
326,0.2551912039294186,0.0,0.08144939312645597,0.021989957507139488,0.0,0.07172611091260281
327,0.28316661925374986,1.1604643077589571e-05,0.01894142097949559,0.07407989643508847,0.0,0.0752399082622823
328,0.011173501338615518,0.0,0.0,0.0,0.0625,0.014734700267723102
329,0.18049062683698064,0.25,0.0006749021660002173,0.0502444929651543,0.21875,0.14003200439362704
