feature,p_value,score,lgbm,BayesianRidge,Adaboost,rf,xgb,mean
p12_M,0.0041694223835795465,8.4407653041058,0.0,0.04125812402747049,0.0,0.01060082048120564,1.3723941e-07,0.010371816349617416
p12_P,0.6257861650962795,0.2387072793421099,0.0,0.0,0.0,0.0,0.0,0.0
p13_GAP,0.013618282041253904,6.218931421143076,0.17647058823529413,0.34509939579764504,0.03153531976767316,0.02853237074712304,1.6050056e-09,0.1163275352305482
p13_I,0.009940401311348901,6.801157593266644,0.0,0.18427339343997814,6.0506452982581586e-05,0.021447405990125505,0.00042569247,0.04124139967123176
p13_L,0.47021908023896053,0.5238585706825516,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,0.03734606443265729,4.405040068919756,0.35294117647058826,0.3149935518942906,0.0,0.008548939957746686,3.5353594e-06,0.1352974407364017
p13_QVDR,0.015022021306739537,6.038921332387913,0.0,0.24746600152608625,0.000293408011624626,0.004986213520833865,0.0002996968,0.05060906397381766
p14_GAP,0.06886380530302616,3.353284606970373,0.0,0.0,0.0,0.0,0.0,0.0
p14_K,9.789277927875516e-12,53.67502092647698,0.0,0.011807853180004978,0.0,0.05339030986729364,0.0,0.013039632609459723
p14_N,0.03324345135344475,4.609683563610835,0.0,0.07063908445590662,0.0,0.058929277734424204,0.00018140342,0.02594995312177361
p14_S,0.0012112729256367179,10.843980638274743,0.0,0.08333572270353962,0.00042690600698838053,0.011743001447529502,1.1435687e-05,0.01910341316904277
p14_T,2.0830666735353045e-10,45.87634142442625,0.0,0.03418381025188572,0.0,0.0149887295223902,0.0,0.009834507954855184
p14_V,0.28119627590164986,1.1688964100916421,0.0,0.0,0.0,0.0,0.0,0.0
p15_N,0.00442460889388065,8.327254184919012,0.0,0.030701428678942214,0.0,0.04677091608383189,7.635685e-08,0.015494484223924413
p16_EMYVH,0.045129518107437094,4.075091566543478,0.0,0.059180092227018664,0.0,0.009594193662868527,6.915273e-09,0.013754858561031999
p16_G,0.0015013477176864642,10.421242298776548,0.0,0.11181306727530077,0.0002981510272889254,0.0016869940957824879,2.0833721e-09,0.022759642896348867
p16_GAP,0.004424608893880924,8.3272541849189,0.0,0.030701428678942214,0.0,0.04677091608383189,7.635685e-08,0.015494484223924413
p16_I,1.413684931763124e-12,58.76900683140439,0.0,0.18593092435796224,0.0,0.006362468928831208,8.835075e-05,0.038476348807913896
p16_K,0.1431716680887572,2.163977313416849,0.0,0.0,0.0,0.0,0.0,0.0
p16_L,0.05513700627001757,3.7303076207594286,0.0,0.0,0.0,0.0,0.0,0.0
p16_Q,0.40520578071626345,0.6963689236900454,0.0,0.0,0.0,0.0,0.0,0.0
p16_R,0.4552993422404734,0.5600493363942575,0.0,0.0,0.0,0.0,0.0,0.0
p16_S,2.744178792575744e-11,51.012009672698156,0.0,0.03418381025188572,0.0,0.0149887295223902,0.0,0.009834507954855184
p16_T,0.1672300037136908,1.9244190284219125,0.0,0.0,0.0,0.0,0.0,0.0
p17_N,7.084049153543845e-12,54.51782619928827,0.0,0.03418381025188572,0.0,0.0149887295223902,0.0,0.009834507954855184
p17_S,5.842967735923696e-21,116.87156868870359,0.0,0.21561440697155806,0.012769124280878731,0.20437425499876366,2.4209498e-06,0.0865520414402082
p17_T,0.00034358492470062236,13.365695634810455,0.11764705882352941,0.15072916804073058,0.002998930805142997,0.045292165031625295,8.975124e-08,0.06333348249045354
p18_G,0.010842027355367918,6.63990203927128,0.23529411764705882,0.039656921353040865,0.014483525214568312,0.06741155353174356,3.8704124e-09,0.0713692243233648
p18_GAP,0.004424608893880924,8.3272541849189,0.0,0.030701428678942214,0.0,0.04677091608383189,7.635685e-08,0.015494484223924413
p18_HKELI,0.14409223538065877,2.153988277115855,0.0,0.0,0.0,0.0,0.0,0.0
p18_N,0.0006370603350080073,12.121558646618777,0.0,0.036757151416231044,0.0,0.003001075730256506,8.6249054e-07,0.007951817927405042
p18_S,3.727700520086043e-05,17.963118376868316,0.0,0.3717661889492611,0.0,0.01135428447567294,8.3730134e-05,0.07664084071179986
p18_T,0.7433794712016275,0.1075366585648935,0.0,0.0,0.0,0.0,0.0,0.0
p18_V,0.0013387468634562737,10.646688424512442,0.0,0.35609617796337456,0.0007316602470778042,0.010777610853263363,0.0,0.07352108981274315
p19_I,0.5078681311207665,0.44036241893624534,0.0,0.0,0.0,0.0,0.0,0.0
p19_L,0.18140227746642199,1.801183013874726,0.0,0.0,0.0,0.0,0.0,0.0
p19_T,7.084049153543845e-12,54.51782619928827,0.0,0.03418381025188572,0.0,0.0149887295223902,0.0,0.009834507954855184
p19_V,0.11880204969074354,2.4584000362327982,0.0,0.0,0.0,0.0,0.0,0.0
p19_YPG,0.0019959585506378465,9.863872306610544,0.0,0.23765764989010704,0.0,0.004910604016266412,0.00065644755,0.048644940290865406
p20_V,0.014854264985326897,6.059491717507956,0.23529411764705882,0.039656921353040865,0.014483525214568312,0.06741155353174356,3.8704124e-09,0.0713692243233648
p21_R,1.4724763322121607e-15,77.87371249873902,0.058823529411764705,0.1240765734598849,0.0,0.09481236486082656,4.886976e-06,0.05554347094170675
p22_G,0.020357358075692136,5.485873061433303,0.0,0.2294263583421206,0.0,0.01499483432432597,1.8838955e-06,0.0488846153123879
p22_GAP,0.3815009231142723,0.7699492437411456,0.0,0.0,0.0,0.0,0.0,0.0
p22_S,0.9856281805732132,0.0003254609493610322,0.0,0.0,0.0,0.0,0.0,0.0
p23_P,0.41329652775612513,0.6726753732532416,0.0,0.0,0.0,0.0,0.0,0.0
p24_GAP,0.4132965277561188,0.6726753732532674,0.0,0.0,0.0,0.0,0.0,0.0
p24_W,8.924328017033668e-19,100.38545334317458,0.0,0.042521182068702396,0.0,0.1915339516062379,0.0,0.04681102673498806
p24_Y,0.46541553476289066,0.5353076318909855,0.0,0.0,0.0,0.0,0.0,0.0
p25_E,2.754800844000951e-12,56.9987441022979,0.35294117647058826,0.6364804263442657,0.006949549169908787,0.1501059575850228,2.2055965e-05,0.22929983310696084
p25_K,0.0005550119309767473,12.3980111353928,0.0,0.055371681958700486,6.334378358646082e-05,0.007966750757693822,0.0,0.012680355299996154
p25_L,0.009755477084587882,6.836101003881215,0.0,0.10813987602262191,0.0,0.008601271627861985,0.0,0.02334822953009678
p25_N,0.00011971824062941279,15.52510142443907,0.0,0.23640642779651852,0.0,0.02767516990014836,1.9075975e-08,0.052816323354528294
p25_TSMG,0.10315148059010355,2.6856239807317395,0.0,0.0,0.0,0.0,0.0,0.0
p26_IASELM,0.46908963071348664,0.5265335585576969,0.0,0.0,0.0,0.0,0.0,0.0
p26_V,0.46201614092560406,0.5435253332956231,0.0,0.0,0.0,0.0,0.0,0.0
p26_Y,0.01821118472298982,5.687762843025846,0.23529411764705882,0.039656921353040865,0.014483525214568312,0.06741155353174356,3.8704124e-09,0.0713692243233648
p27_P,0.04447484698265518,4.100424171547516,0.0,0.10784908560983261,0.0007681944058044737,0.013310869417617353,4.4767753e-06,0.024386525241711383
p27_T,0.6411040256586631,0.21809975897824024,0.0,0.0,0.0,0.0,0.0,0.0
p28_N,4.9271334435579174e-11,49.51541180223649,0.0,0.03418381025188572,0.0,0.0149887295223902,0.0,0.009834507954855184
p28_P,0.05609259264842675,3.700946610872334,0.0,0.0,0.0,0.0,0.0,0.0
p28_Q,5.540867385613391e-09,37.84322682942803,0.0,0.1420379273754862,0.0,0.028135202527352802,0.0,0.0340346259805678
p29_E,0.677021469590126,0.17411266544130635,0.0,0.0,0.0,0.0,0.0,0.0
p29_F,0.8627873153649753,0.0299620199581006,0.0,0.0,0.0,0.0,0.0,0.0
p29_H,0.35857538331669525,0.8475744811965418,0.0,0.0,0.0,0.0,0.0,0.0
p29_TWVAS,0.053494838394416565,3.782059563161723,0.0,0.0,0.0,0.0,0.0,0.0
p29_Y,0.7091495860132226,0.13960618635405467,0.0,0.0,0.0,0.0,0.0,0.0
p30_L,0.08450916212050338,3.011937817348549,0.0,0.0,0.0,0.0,0.0,0.0
p30_MFKGD,0.07980654205868312,3.1067951837368155,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.09688600139650175,2.7875175271384816,0.0,0.0,0.0,0.0,0.0,0.0
p31_L,0.5113426763219078,0.4331835675875299,0.0,0.0,0.0,0.0,0.0,0.0
p31_M,0.09353170131245382,2.84509212010769,0.0,0.0,0.0,0.0,0.0,0.0
p31_V,0.7902720928563056,0.07096181406338053,0.0,0.0,0.0,0.0,0.0,0.0
p32_D,2.4587892927157196e-05,18.844338482284503,0.0,0.31541262450975643,0.0,0.0536333100448304,0.0,0.07380918691091737
p32_G,0.005761250093953555,7.825252871462043,0.0,0.07030679618493667,0.0004344663098121269,0.013197643681474856,0.0,0.01678778123524473
p32_H,0.2892807622977901,1.1301812011797527,0.0,0.0,0.0,0.0,0.0,0.0
p32_PQYFM,0.007549652161601255,7.315361744438923,0.0,0.08399819529178583,1.6361255624080277e-06,0.004256908396445204,0.0,0.017651347962758687
p32_V,0.04630811021731694,4.0304556831518115,0.23529411764705882,0.2741629371369731,0.00011863369221452564,0.0015370986149193246,1.2985132e-06,0.10222281712087548
p33_D,0.6865283162784153,0.16344111523343452,0.0,0.0,0.0,0.0,0.0,0.0
p33_E,0.5728245602284405,0.3192449220523177,0.0,0.0,0.0,0.0,0.0,0.0
p33_N,0.3846701057019911,0.7597357735389888,0.0,0.0,0.0,0.0,0.0,0.0
p33_P,0.4587101166201545,0.5516104624559601,0.0,0.0,0.0,0.0,0.0,0.0
p33_S,0.287153750928532,1.140231911504962,0.0,0.0,0.0,0.0,0.0,0.0
p34_KLQAYI,8.64748755640148e-05,16.199844337691072,0.0,0.38792332130574353,0.002741590232970093,0.007600127173584157,9.41924e-07,0.07965319612725674
p34_M,2.0646092696407995e-09,40.224280685648566,0.0,0.05938206369039507,0.0,0.0066596112167505135,8.038313e-06,0.01320994264409984
p34_P,0.2911753438819656,1.121308205893954,0.0,0.0,0.0,0.0,0.0,0.0
p34_R,1.4133420607867834e-11,52.72222589721269,0.0,0.03418381025188572,0.0,0.0149887295223902,0.0,0.009834507954855184
p34_S,0.2630086893637775,1.2613960988539472,0.0,0.0,0.0,0.0,0.0,0.0
p34_V,0.0005861723534877277,12.288388412856712,0.0,0.14860221876399007,0.0,0.0029610281515462934,2.2116146e-07,0.0303126936153987
p35_FVSME,0.30643623639535544,1.0524494105928623,0.0,0.0,0.0,0.0,0.0,0.0
p35_G,0.025601044748902294,5.073751712190621,0.0,0.0671089044226215,1.816914481101317e-05,0.0005547162341470405,0.0,0.013536357960315912
p35_I,0.12752954294383542,2.345738323085625,0.0,0.0,0.0,0.0,0.0,0.0
p35_W,0.9089674797017966,0.0131138209706127,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.48482424241293465,0.4901863671978954,0.0,0.0,0.0,0.0,0.0,0.0
p36_K,0.38189367780775263,0.7686769446859302,0.0,0.0,0.0,0.0,0.0,0.0
p36_L,0.0001447091628743724,15.133658044843138,0.0,0.25713075075112146,0.0,0.06641315324833368,8.872333e-08,0.06470879854455756
p36_M,0.36082334691794615,0.839659866165129,0.0,0.0,0.0,0.0,0.0,0.0
p36_Q,0.9529610193829872,0.0034902133056827073,0.0,0.0,0.0,0.0,0.0,0.0
p36_R,0.1731870657322148,1.8711960116443995,0.0,0.0,0.0,0.0,0.0,0.0
p36_T,0.10578522536843546,2.644813234308523,0.0,0.0,0.0,0.0,0.0,0.0
p36_V,9.041173423738034e-11,47.974943997706156,0.0,0.03418381025188572,0.0,0.0149887295223902,0.0,0.009834507954855184
p36_Y,1.3390742604715925e-05,20.14197968642212,0.0,0.31541262450975643,0.0,0.0536333100448304,0.0,0.07380918691091737
p37_H,0.9021555591207232,0.01516023320782602,0.0,0.0,0.0,0.0,0.0,0.0
p37_Y,6.256778256040324e-16,80.37083534915008,0.058823529411764705,0.36455351676868125,0.002680048747574304,0.3257383752714374,1.4570636e-06,0.15035938545261235
p38_G,6.052147257215259e-05,16.944518322504372,0.0,0.29613636658119435,0.0017079891206446323,0.0012873794649330976,0.0008260346,0.05999155394905337
p38_H,0.000537604721111155,12.462019205962733,0.0,0.18964830500538232,0.0009630720255748513,0.0016119851240501552,4.6030393e-05,0.0384538785095406
p38_K,0.32803851284225316,0.9622883909444776,0.0,0.0,0.0,0.0,0.0,0.0
p38_MFLTI,0.0028492603502192886,9.172765466885844,0.0,0.4186311491420401,0.0,0.0059889611147360584,0.0004704394,0.08501810993308982
p38_N,3.5450182994699513e-05,18.069207681167665,0.0,0.09339950826708242,0.0,0.002958605916979275,0.0,0.019271622836812337
p38_R,0.1206045475428351,2.4343893667239076,0.0,0.0,0.0,0.0,0.0,0.0
p38_S,0.1429782507542968,2.166085341527809,0.0,0.0,0.0,0.0,0.0,0.0
p38_Y,2.3315041271148163e-21,119.99427468358662,0.0,0.4644003921311837,0.0,0.22546396731905635,0.00018645237,0.13801016236316738
p39_G,0.08472589993149438,3.0077055720439567,0.0,0.0,0.0,0.0,0.0,0.0
p39_I,0.017108636066637938,5.801367132699778,0.0,0.04400426393997233,0.00043869192382512735,0.009510048206490896,2.1811007e-05,0.01079496301549223
p39_L,0.2737522891643921,1.2058172596090362,0.0,0.0,0.0,0.0,0.0,0.0
p39_MCFST,0.016632392069645084,5.852820041814871,0.0,0.14871243150114885,0.002370632722488318,0.005057562784770347,1.1496232e-05,0.031230424648125234
p39_V,0.04493565125937059,4.082552344417154,0.23529411764705882,0.3977190956986656,0.0006062241841372868,0.011999610259122247,2.8315088e-05,0.1291294725753063
p40_M,0.012801406120888115,6.332791905559565,0.0,0.07944115439286474,0.0,0.018861346735108992,3.772653e-06,0.019661254756178182
p40_Q,2.0330980057322232e-24,145.13473065489242,0.0,0.042521182068702396,0.0,0.1915339516062379,0.0,0.04681102673498806
p40_SACIF,0.2361901731426866,1.4134031750059093,0.0,0.0,0.0,0.0,0.0,0.0
p40_T,1.3750596405237243e-09,41.21358449733615,0.0,0.06291246238556371,0.0,0.05186281977361983,0.0,0.022955056431836707
p40_V,0.37846410454948864,0.7798500107464238,0.0,0.0,0.0,0.0,0.0,0.0
p41_C,0.542793380764738,0.37192013550474806,0.0,0.0,0.0,0.0,0.0,0.0
p41_G,0.31731556704913627,1.0060302976783333,0.0,0.0,0.0,0.0,0.0,0.0
p41_S,1.977777716354512e-05,19.30774264977065,0.058823529411764705,0.19757560865260063,0.0,0.0034103299597185227,8.294531e-08,0.051961910193879336
p41_T,1.5637340214587084e-06,24.826725423694544,0.0,0.08115965571858433,0.0,0.0022051170944750063,6.159552e-06,0.01667418647300352
p42_C,0.3553963123967083,0.8588851457210118,0.0,0.0,0.0,0.0,0.0,0.0
p42_F,0.00041072236073306975,13.004440720372804,0.0,0.44177074118620907,0.0007586417872504695,0.02642168017675303,5.3593365e-05,0.09380093130304448
p42_I,0.02897336429058191,4.853136756033788,0.0,0.07301938962360299,0.0,0.010154946079424094,3.2102875e-05,0.0166412877155422
p42_L,0.9395294052017497,0.005772405169053186,0.0,0.0,0.0,0.0,0.0,0.0
p42_TGM,0.10280301103025459,2.6911097320830217,0.0,0.0,0.0,0.0,0.0,0.0
p42_V,0.0018571180673129062,10.00462553926222,0.0,0.3811068616561759,0.0010182399362146043,0.0018780113347392302,8.296324e-06,0.07680228185027946
p43_I,0.9324139012800882,0.007214278186200338,0.0,0.0,0.0,0.0,0.0,0.0
p43_L,0.003014238234070755,9.064060824663072,0.0,0.32329355294686385,0.0,0.0009077946070469853,7.136975e-07,0.0648404122502799
p43_T,0.014671066761734823,6.082233498540352,0.0,0.14683585988796014,0.0,0.004437122377524405,8.358941e-08,0.030254613170979456
p43_V,0.5683727119482476,0.32671545174875805,0.0,0.0,0.0,0.0,0.0,0.0
p43_W,7.084049153543845e-12,54.51782619928827,0.0,0.03418381025188572,0.0,0.0149887295223902,0.0,0.009834507954855184
p43_Y,0.027897035674511544,4.920482295188248,0.17647058823529413,0.08776094119933399,0.02411460587437282,0.03131752950021958,0.0,0.06393273296184411
p44_LTF,0.1672800918973492,1.9239624288291466,0.0,0.0,0.0,0.0,0.0,0.0
p44_M,0.8823887479616006,0.021954231891549342,0.0,0.0,0.0,0.0,0.0,0.0
p44_Y,0.002237573720359595,9.641314457664988,0.0,0.10353401396051051,0.0,0.08878860966451886,0.0,0.038464524725005875
p45_G,3.7108476733987555e-18,95.89479154980114,0.0,0.22158623681395426,0.0,0.07966406400530056,0.0016990707,0.06058987429965573
p45_I,0.008667020900443204,7.056773450280523,0.0,0.014640057173137528,0.0,0.03175460062299641,2.4591347e-06,0.009279423386176443
p45_LCAM,0.0705411221182858,3.312856696115511,0.0,0.0,0.0,0.0,0.0,0.0
p45_S,0.007962031717395656,7.215581422959568,0.0,0.20589389587114607,0.004076632834912165,0.007591285689627293,0.00045867695,0.043604098269152056
p45_T,0.5796891778743389,0.30794784364099215,0.0,0.0,0.0,0.0,0.0,0.0
p45_V,0.0143139948959597,6.127420996599519,0.0,0.2558695188270799,0.0,0.0020904554165744483,2.0044039e-05,0.05159600365654031
p46_I,0.5126494634687095,0.4305054595698272,0.0,0.0,0.0,0.0,0.0,0.0
p46_L,0.5537652039763934,0.3520452337609819,0.0,0.0,0.0,0.0,0.0,0.0
p46_M,0.3733346149633394,0.7968314225506213,0.0,0.0,0.0,0.0,0.0,0.0
p46_TCG,0.19202342074673545,1.7159628346389553,0.0,0.0,0.0,0.0,0.0,0.0
p46_V,0.12312808670857746,2.401439060926345,0.0,0.0,0.0,0.0,0.0,0.0
p47_I,0.9123568648537849,0.01215155982432211,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,0.07514952809816176,3.2069217903865,0.0,0.0,0.0,0.0,0.0,0.0
p47_V,0.11673305130816415,2.486466766149084,0.0,0.0,0.0,0.0,0.0,0.0
p48_F,3.867628796048588e-30,198.31586437345,0.0,0.03658021735194485,0.12373431865768071,0.7770489104389278,6.5861803e-07,0.1874728210133176
p48_G,0.00023483672050677627,14.140168531097403,0.0,0.5678481726181751,0.0039053210027697924,0.10890717638268466,5.612802e-06,0.13613325656111436
p48_I,0.019788920210331035,5.5371004762354685,0.058823529411764705,0.16951148762609616,0.00010689480450538109,0.02597044665695071,4.0674393e-05,0.05089060657845316
p48_M,0.1832734931887311,1.7857517139524979,0.0,0.0,0.0,0.0,0.0,0.0
p48_V,6.418676268193184e-10,43.082199513897656,0.0,0.3565437568193261,0.0,0.011622482861061373,8.626542e-06,0.07363497324443448
p49_C,0.30921881133167706,1.0403736331141464,0.0,0.0,0.0,0.0,0.0,0.0
p49_F,4.601700147234878e-05,17.519373227198262,0.0,0.7502730342662888,0.0003770017008628385,0.020795389926495773,0.00013028567,0.15431514231252982
p49_I,2.0607578330664128e-05,19.22012893566151,0.11764705882352941,0.04732218366262545,0.0,0.011411257291930406,1.5743228e-05,0.035279248601172535
p49_L,0.23063056480344876,1.4475750866505903,0.0,0.0,0.0,0.0,0.0,0.0
p49_S,0.2774877038319543,1.1871334198822596,0.0,0.0,0.0,0.0,0.0,0.0
p49_V,0.3452892329841716,0.8957882328871347,0.0,0.0,0.0,0.0,0.0,0.0
p50_F,0.48543615962169284,0.4888120440217059,0.0,0.0,0.0,0.0,0.0,0.0
p50_I,0.10363272027658095,2.6780816551653066,0.0,0.0,0.0,0.0,0.0,0.0
p50_L,0.16973397575596888,1.9017844045571437,0.0,0.0,0.0,0.0,0.0,0.0
