Dataset,Props_Used,Model,R2,MAE,MAPE,MSE,RMSE,Mut_R2,Mut_MAE
wt_mut,P2_,gbr,0.8856735075313843,10.500375409339384,0.022807026051449377,342.51183880370866,17.723262858167665,0.9229692762680703,10.668694979981062
wt_mut,P2_,xgb,0.8524753235133804,10.178798054646444,0.022522913984478074,445.0099489888112,19.996695646391156,0.9163712207391964,10.29526837501691
wt_mut,P2_,BayesianRidge,0.8480807093560052,13.43913212465674,0.02915207882724482,450.7254034673965,20.588350878410598,0.9106683924764006,12.972426994934402
wt_mut,V_,gbr,0.905814844155256,9.762455433451333,0.021160068556304742,282.5468985007657,16.175161912629502,0.9206721524941005,10.561256216948165
wt_mut,V_,rf,0.8970490762143687,10.06292531245531,0.022118634169425153,313.8730917950396,16.94897412085156,0.9205223225954775,11.038463484567377
wt_mut,V_,et,0.8906357118068341,9.582170795795795,0.021126171846225558,336.1372375162913,17.376297638227946,0.9233756851451038,10.264024399842578
wt_mut,V_,xgb,0.8797029565849133,9.642698108569997,0.021249995971846885,362.4055142666955,17.895201981222446,0.9134645764920383,10.76992515855209
wt_mut,V_,BayesianRidge,0.8520749965370987,13.134302560770246,0.028600881541617863,434.8233645397487,20.337296994778693,0.9093542682206847,13.408981492420207
wt_mut,NCI_,gbr,0.9073698049266736,10.3466155101865,0.022341847523297133,267.85703696599927,16.157920799121026,0.9208301187233628,10.942157381855116
wt_mut,NCI_,et,0.9048445069203682,9.402832282282285,0.020593689831873967,289.0891047978979,16.329900217132142,0.9240227184109786,10.396846123573393
wt_mut,NCI_,rf,0.8926999841477627,10.495647247247245,0.023052289830222953,314.8514664395145,17.421647824595944,0.9230864156811834,11.062285939169051
wt_mut,NCI_,xgb,0.8690485835283429,10.883748621210321,0.023448770388167676,367.6962436918566,18.474049535054473,0.9036062349858172,11.698007887923215
wt_mut,NCI_,BayesianRidge,0.8608916165597476,13.022919676815496,0.028513023179615744,419.9599272853454,19.908537274515062,0.9052472084166412,13.098404199925193
wt_mut,MASS_,et,0.9004907868247708,9.372323423423424,0.02058415854966122,300.0148816591592,16.489277437825542,0.9060557422510791,11.566768201495474
wt_mut,MASS_,rf,0.8970892533282523,10.085213719791222,0.02221259482421255,311.51763887731965,16.985546563696413,0.913719761645764,11.26628419632316
wt_mut,MASS_,gbr,0.8932128548139966,10.770516261964705,0.02356693453855917,317.7827592031982,17.128903787068438,0.9090785725135907,11.764695325533108
wt_mut,MASS_,xgb,0.8774943182446426,9.995813865776176,0.02199378120048353,370.5365770112901,18.362637408712907,0.8823670644054111,12.606738552677497
wt_mut,MASS_,BayesianRidge,0.8504479521845637,12.991052814773756,0.02829210827869824,438.08417617960197,20.242378824835804,0.896359318050162,14.487145741301715
wt_mut,SASA_,gbr,0.9088853542951869,9.502804082967149,0.020584175010817607,275.4505643788769,15.934921929084776,0.9223354729536475,10.775944253338979
wt_mut,SASA_,et,0.906977905149805,8.906221396396397,0.01955283281910574,287.1513780862612,16.028152972154885,0.9237859805795624,10.200695001967727
wt_mut,SASA_,rf,0.896051733132316,9.707351995566997,0.021323824541712878,316.61166530346384,17.009931597978813,0.9197147540002454,11.123463383369874
wt_mut,SASA_,xgb,0.858536522641586,9.562340261556724,0.021278964430557084,425.41579563017723,19.361133894464622,0.9068008404925478,11.06992181494967
wt_mut,SASA_,BayesianRidge,0.8556090415766849,13.111367254359005,0.02830046729212214,421.2931957144527,20.009130160329597,0.898776293040577,14.348159504643846
wt_mut,SCT_,et,0.9112468715188136,8.851534697197197,0.01928108896628472,264.07074364324956,15.701554917225703,0.913756611451512,10.997859307359308
wt_mut,SCT_,gbr,0.900947685269824,9.913175108242424,0.021565004282950266,294.56665881477136,16.630772838321345,0.9248696621627265,10.822971441549061
wt_mut,SCT_,rf,0.8955538143149315,9.885953544899795,0.02171303060871636,309.45653309867305,17.084812861763073,0.9223956029256832,10.548563321271406
wt_mut,SCT_,xgb,0.8811154389356883,9.516886502285976,0.020770958164839454,356.9432391701892,18.333054355057183,0.9080557853988304,10.959284530573594
wt_mut,SCT_,BayesianRidge,0.8785239766115132,11.888336476200962,0.02613558127262815,350.16702460016984,18.42644109013169,0.9105610311489567,13.27869495143473
wt_mut,PKA_,et,0.9298616692838957,7.679159084084086,0.016565068937017265,213.54547970908402,14.031057228233683,0.9049322090514555,10.9988862652499
wt_mut,PKA_,BayesianRidge,0.9181215529278628,10.526484205200976,0.02254672925409177,238.42173522939183,15.020106780363406,0.9196411523731997,10.821464996895731
wt_mut,PKA_,gbr,0.9161611756383554,8.919352825072153,0.01926043954673585,241.54579484360337,15.058860158418904,0.9190480464824116,10.47844498073708
wt_mut,PKA_,xgb,0.9062644150781697,8.861423564372478,0.01902367940464586,262.51483197986147,15.474696035227774,0.912641338002994,10.781434212796851
wt_mut,PKA_,rf,0.8934045412040417,9.543031578006579,0.020782253579786775,308.2118274698002,16.8166572891277,0.9150050806082284,10.68835272952156
wt_mut,PKB_,et,0.9127671045391889,8.936364864864865,0.019451586094042565,261.11019885375373,15.92490748393933,0.9045962002116618,11.395866194411647
wt_mut,PKB_,gbr,0.9048103146144145,9.955409778795072,0.021434622424833183,276.5743744867118,16.406234799034465,0.9245479489210305,10.262047751293506
wt_mut,PKB_,xgb,0.8862853990743238,9.660941664778793,0.0212193710170407,328.1521637241108,17.7456017438956,0.9058402741017574,11.276079714556278
wt_mut,PKB_,BayesianRidge,0.8840812118931408,12.025814213958917,0.02583313396309042,342.3738731277874,18.04150071670735,0.9067767605821687,13.109922509314334
wt_mut,PKB_,rf,0.8828464415479813,10.061247901472901,0.022220289884409196,334.0987151568525,17.722248460773905,0.9167758621541452,10.979488390397478
wt_mut,H1_H2_,rf,0.9128982777124015,9.068828551766051,0.01973915356079457,265.273635369554,15.693911581587296,0.9279377848522754,10.420617866981498
wt_mut,H1_H2_,et,0.9121608623376813,8.59331478978979,0.018672238773274473,267.560082391967,15.624702464480952,0.9284182461077602,10.13527941755214
wt_mut,H1_H2_,gbr,0.9113697521648445,9.13603464351248,0.019660590686353566,273.4660397003677,15.795136164308511,0.9270261368343735,10.01579688546347
wt_mut,H1_H2_,BayesianRidge,0.9035154581692193,10.903765624523473,0.023780058720986062,281.4268618051154,16.5741919100793,0.9126378799424769,11.775279336754071
wt_mut,H1_H2_,xgb,0.8882444980270705,9.454491887822883,0.02053907605429681,339.644538074924,17.808386858345273,0.9143538750651817,10.961325103267354
wt_mut,H1_H3_,et,0.9237513090673861,8.205501276276276,0.017913085472105718,233.40782245998494,14.582393340424641,0.9210262861846503,10.804548602912234
wt_mut,H1_H3_,BayesianRidge,0.9199927617349946,10.362407950286137,0.022514488444349216,235.5340998413169,15.072687292661715,0.9139701614170981,11.732468139403947
wt_mut,H1_H3_,rf,0.911467492008138,9.093573966823968,0.019898833243619938,271.7054419005314,15.809510339767957,0.9261161315241183,10.487589138134593
wt_mut,H1_H3_,gbr,0.90914109342793,9.323623857684108,0.020152186118537536,279.6124800892916,16.002464540816213,0.9249173837722684,10.118593736140053
wt_mut,H1_H3_,xgb,0.8823743971707309,9.80389806890631,0.021543092005184165,362.9149071866685,18.330589334328142,0.9034051784785093,11.410035949971252
wt_mut,H1_P1_,et,0.9148824768521966,8.38831298798799,0.018332198589120892,259.57500239421927,15.542647047527106,0.9205714864854383,10.692493112947654
wt_mut,H1_P1_,BayesianRidge,0.9142971537669675,10.737510794919382,0.02345644079446188,248.51529883656212,15.624404895635811,0.9105183795608767,12.261509499286944
wt_mut,H1_P1_,rf,0.9023587736523748,9.434770620620624,0.02048488429515767,297.42588765245875,16.59545436035342,0.9228605507871519,11.049779417552141
wt_mut,H1_P1_,gbr,0.8945948854412699,10.059937204688234,0.021852448536472047,325.38781762915625,17.392994185785074,0.9338775643734725,9.819213524627319
wt_mut,H1_P1_,xgb,0.8526976258299734,10.537765214249893,0.02328140561295415,446.4218488272192,20.243718176336863,0.9117168281389545,10.904173620494976
wt_mut,H1_P2_,BayesianRidge,0.9209304003081871,10.304692625188487,0.022310091822055685,230.8098211628474,15.097037638638358,0.9129205499658326,11.790766531027105
wt_mut,H1_P2_,et,0.9075174849004629,8.79119752252252,0.01921133164869366,280.6462280455705,16.08716817510845,0.9267338193822933,9.985372687918138
wt_mut,H1_P2_,rf,0.906029243020383,9.29342556127556,0.020222806868580093,284.8153454410083,16.131439670074972,0.9238337982626037,10.700213301849665
wt_mut,H1_P2_,gbr,0.90045295051785,9.32277527660798,0.02012171374818032,303.8462161169381,16.581498995790888,0.9262247102161408,10.246335825226026
wt_mut,H1_P2_,xgb,0.8946236279838546,9.303342903297585,0.020135604959587397,318.89091663653335,17.294961648335764,0.886598932586111,12.074059832804508
wt_mut,H1_V_,BayesianRidge,0.9151055759261087,10.491529876323373,0.022705385044167144,247.9238620903906,15.636669144363918,0.9110343529063992,11.974228609567879
wt_mut,H1_V_,gbr,0.9117097217627024,8.910853700059112,0.01914391679980009,272.77977791434193,15.620502552391411,0.9255225590143693,10.238666556114568
wt_mut,H1_V_,et,0.9094759480296318,8.808042492492493,0.019279593505742147,275.1725841174174,15.975921161823255,0.926034556260543,10.293264069264065
wt_mut,H1_V_,rf,0.9064691971067974,9.244728237165736,0.02005548197376457,284.4747008295224,16.10338897946143,0.9253524577794847,10.508741243604872
wt_mut,H1_V_,xgb,0.8987275051521735,9.064569264088306,0.01965128776186195,308.71130258979235,16.87786975449732,0.9070368455570641,10.963910363687864
wt_mut,H1_NCI_,et,0.9193984171387017,8.547087687687693,0.018579628482022402,243.45704042657658,15.20974366721891,0.9266081371595165,10.337835497835494
wt_mut,H1_NCI_,BayesianRidge,0.9126150073805317,10.479754753657625,0.02265635963564046,258.50236711287977,15.773350401465814,0.915519300431975,11.356048320775487
wt_mut,H1_NCI_,rf,0.9093340827102209,9.255364119476617,0.02009444146684319,274.155448397537,16.186681687208445,0.9236919045411878,10.723155844155846
wt_mut,H1_NCI_,gbr,0.9011848696687007,9.710633964330588,0.02087403190098603,298.2505908391714,16.9051193956451,0.9241163430296163,10.388569855935614
wt_mut,H1_NCI_,xgb,0.854010259431773,9.94000891149939,0.021528569347888597,434.74764563823163,19.991282663348702,0.9003103673557916,11.654184234991453
wt_mut,H1_MASS_,BayesianRidge,0.9201396140591533,10.389148009333212,0.02245697006784272,231.59062661020167,15.131372122530383,0.9115200845222012,12.038926511534166
wt_mut,H1_MASS_,et,0.9116860417013093,8.8178259009009,0.019392818224339546,269.18877108581074,15.786816301687733,0.9216941180911471,10.635332546241633
wt_mut,H1_MASS_,rf,0.9080800980076708,9.154098148148146,0.01995731378162704,278.1695251006444,15.970824548687503,0.9282808167278213,10.28423711137347
wt_mut,H1_MASS_,gbr,0.9008246745288405,9.635278968453491,0.020780555952500813,300.49572757255277,16.687992391129644,0.9260645435379918,10.19845313574519
wt_mut,H1_MASS_,xgb,0.881056444739553,9.800464439964866,0.021415109111611867,359.2923657520387,18.549531022426446,0.8969243250357946,11.466231587607764
wt_mut,H1_SASA_,BayesianRidge,0.9219365696775663,10.241742829582545,0.02213015125642017,227.12527900113446,14.993807176907774,0.9118483306141411,11.99159983698897
wt_mut,H1_SASA_,gbr,0.9128773369578648,9.01516685884921,0.01934007620695808,266.1925712141388,15.459841736236019,0.923936821816031,10.594769847110147
wt_mut,H1_SASA_,et,0.9122424082901871,8.447546546546544,0.01856415322291561,268.3464225719219,15.640728423431586,0.9244515575389287,10.372959464777644
wt_mut,H1_SASA_,rf,0.9078729571816494,9.132432416344916,0.01982405569729431,280.65350555498213,15.977516358543344,0.9216682083708946,10.778692640692638
wt_mut,H1_SASA_,xgb,0.8930875401277829,8.98324547844964,0.019440395759718898,328.16676583067465,17.194152848893967,0.8860936667689376,12.106813336957492
wt_mut,H1_SCT_,et,0.9217397239992783,8.265341441441441,0.01806578123577639,234.2501291831831,14.92115495537567,0.9277192925293882,10.26713183785911
wt_mut,H1_SCT_,rf,0.9116779692407289,9.187507385957383,0.01987145549940058,262.94551026106876,15.653390022635339,0.9310402284781214,10.200500983864618
wt_mut,H1_SCT_,gbr,0.9114507190457231,9.49472856324799,0.020459560373973767,268.233949548968,15.734984778307055,0.9338767383806553,9.900764179206279
wt_mut,H1_SCT_,BayesianRidge,0.893297459378419,11.134868948606547,0.024454287700312258,305.3067982937664,17.18600476186448,0.9134572061112941,12.360988133875559
wt_mut,H1_SCT_,xgb,0.8861558602809986,9.507331609869144,0.020518736321940415,327.72998846498814,17.13240494132284,0.9171517063805456,10.56981453863667
wt_mut,H1_PKA_,et,0.926600723037286,7.790636336336339,0.016810491969789395,222.65716871921927,14.337858612931603,0.9091168322240134,11.164175521448245
wt_mut,H1_PKA_,BayesianRidge,0.9263329406574897,9.684168683452095,0.020872926140423107,217.25537819433475,14.438742585694797,0.9160904269949193,11.251805139214587
wt_mut,H1_PKA_,gbr,0.9132712107665615,9.059573120468242,0.01965953004695352,251.11725923999106,15.432225323138407,0.9243781941397237,10.34922360385146
wt_mut,H1_PKA_,rf,0.8945213405864001,9.345787487487481,0.020442137358396756,307.3102205642475,16.830369354630868,0.9245907463652542,10.363922865013773
wt_mut,H1_PKA_,xgb,0.8842454476219439,9.897353243899417,0.021759795370837186,340.7413300427339,17.83876469210872,0.901128043942062,11.448620848072085
wt_mut,H1_PKB_,BayesianRidge,0.9131510075530285,10.32958769034099,0.022069317312747843,252.63862322199898,15.57755585476983,0.9136003550111144,11.545669165763623
wt_mut,H1_PKB_,et,0.910969268826571,9.014425375375378,0.019706329716213413,266.5306726726727,16.058420499510305,0.9209957052561937,10.634430539157808
wt_mut,H1_PKB_,gbr,0.9053761655359225,9.723476135083047,0.02112131171460026,277.4390333906332,16.334352514192403,0.9295938987322886,9.828454442231646
wt_mut,H1_PKB_,xgb,0.8991598583795165,9.350223089911202,0.020226792191950893,289.3460805593312,16.58989267127992,0.8919770878751674,12.079171775748813
wt_mut,H1_PKB_,rf,0.89086177906985,9.627677772415273,0.021034331564443245,315.13924514304665,17.066151251279088,0.9258156917878699,10.488202676111765
wt_mut,H2_H3_,gbr,0.9127860285231619,9.079709576538017,0.019570643604390085,270.1322993199841,15.242622469201498,0.927560614107932,9.63894734498813
wt_mut,H2_H3_,et,0.9100962625493599,8.677418468468465,0.018947525872083516,275.2523898427927,15.738117567319346,0.9213382344691444,10.556817788272333
wt_mut,H2_H3_,rf,0.9072809036694679,9.08938930859431,0.01980429326463713,284.66273356909795,15.842784874290214,0.927216726033252,10.129305768257712
wt_mut,H2_H3_,xgb,0.8942048169294061,8.738136926141227,0.019100173863232865,325.8881910239209,16.694397330692816,0.9052203832389623,11.424151090091254
wt_mut,H2_H3_,BayesianRidge,0.8826325529321141,10.974183601382716,0.023878737140251963,351.620762995439,17.935751710779552,0.910605122761742,11.804063250607074
wt_mut,H2_P1_,et,0.9110326763139964,8.902427102102108,0.019263873206518806,270.36102432034534,15.666174392134176,0.9303766387746479,10.062149547422273
wt_mut,H2_P1_,gbr,0.9048134554136344,9.553154215688277,0.020682181531325762,292.18839884981344,16.34186684517035,0.9290677395133633,9.858133331164087
wt_mut,H2_P1_,rf,0.9042255339400521,9.633925089375092,0.02089196126995475,291.5809187382135,16.438840490903015,0.925651388446221,10.432995277449827
wt_mut,H2_P1_,BayesianRidge,0.8876142305366634,11.466697505189485,0.02489129264258721,335.59697301584237,17.854301408447313,0.8968462328324026,13.825852370181527
wt_mut,H2_P1_,xgb,0.8568498809288639,9.820412236577397,0.02188163492039116,437.9373735442212,19.15981869891528,0.9218190914848836,10.467352422228576
wt_mut,H2_P2_,rf,0.9039384673502925,9.52951591234091,0.020718020119924813,291.31587551472967,16.37872082421712,0.9254569523932228,10.288786878057008
wt_mut,H2_P2_,gbr,0.8980471661722728,9.631906646063943,0.02078556191276184,306.02023723956216,16.591863028676485,0.9232406798886228,10.303053969408726
wt_mut,H2_P2_,et,0.8917440837435964,9.62955367867868,0.020955279868144893,333.59766693310814,17.154644308682578,0.9271325811766129,9.915086973632425
wt_mut,H2_P2_,xgb,0.8649672561041774,10.10194239115214,0.022072217308558264,402.3925913852791,19.14258118448754,0.9117685948470623,10.534084392429008
wt_mut,H2_P2_,BayesianRidge,0.8634223528195527,12.087168029246623,0.02631617770685974,410.48778917743664,19.355219390722603,0.8972580085546592,13.300212868481532
wt_mut,H2_V_,gbr,0.9101982500453006,9.153943521696494,0.01962451495438899,274.2266791446781,15.614488175332161,0.9286995570553819,10.150147608593922
wt_mut,H2_V_,rf,0.9059533664815997,9.540017070284568,0.02074590929987329,286.72828208372374,16.202778760370673,0.9252555290260933,10.440317220441896
wt_mut,H2_V_,et,0.8932998495076705,9.5561978978979,0.020895372385264243,328.0577945693694,17.007939955118324,0.9278806241424193,9.828019677292403
wt_mut,H2_V_,xgb,0.8707161469016501,9.89201491530593,0.021703282839629873,387.2558890591175,18.705496272425528,0.9085732481763414,11.018243744484979
wt_mut,H2_V_,BayesianRidge,0.8610549062603308,12.246609059564898,0.026638964470293985,414.7960903602273,19.63380087248985,0.8982837729535526,13.314346954967693
wt_mut,H2_NCI_,gbr,0.9216081949910961,8.958448667942706,0.01924190136447091,235.42966387316233,14.827135110561144,0.9305521451953654,9.84237485327521
wt_mut,H2_NCI_,et,0.9046735699777377,9.377740390390391,0.020317805700623574,288.99704889774773,16.249050472867548,0.9268737979622427,10.252392758756393
wt_mut,H2_NCI_,rf,0.9034187171136342,9.646829179179178,0.021038404335509235,287.4515255839382,16.47271429606661,0.9247672755531132,10.62246359700905
wt_mut,H2_NCI_,xgb,0.885876761286106,9.403307581262904,0.020573626080666173,341.5955135522303,17.488918235378513,0.9047956953697033,11.867827502013848
wt_mut,H2_NCI_,BayesianRidge,0.8807472435428412,11.85408955051149,0.025781667091301717,355.59616151766824,18.503115213868046,0.9135556296684515,12.412931172335918
wt_mut,H2_MASS_,rf,0.9083416627263432,9.299720627413127,0.020295289966950632,278.21179051552684,15.977198040365773,0.9195392476948671,10.853400494743354
wt_mut,H2_MASS_,gbr,0.9031799305187453,9.447520647122232,0.02044687298105622,294.3735888103041,16.38370449868325,0.922827012845856,10.567676245170894
wt_mut,H2_MASS_,et,0.9014652939965085,9.299408333333334,0.02028144957675354,301.84264928866367,16.312402824532136,0.925171820732293,10.306370326643053
wt_mut,H2_MASS_,xgb,0.8857498919494556,9.431105421828075,0.020572644359834438,334.7260943109657,17.519247544990833,0.8970642421912727,11.860802564504626
wt_mut,H2_MASS_,BayesianRidge,0.8674241816776387,11.874739946137623,0.02581028684428665,397.8869183483069,19.121126258595822,0.8982079425939323,13.198690630973468
wt_mut,H2_SASA_,gbr,0.9127286027036157,9.097199557208523,0.019388984321567965,263.0751971316405,15.514302857785031,0.9233192903349691,10.318536242502175
wt_mut,H2_SASA_,rf,0.9058659038415108,9.218813416988418,0.0200708303783056,287.9960006902202,16.132372271290443,0.924789097076915,10.376837645471412
wt_mut,H2_SASA_,et,0.8966870525437096,9.124528528528526,0.020044339218748226,319.5765205513514,16.745394901541953,0.9287005970549838,9.899679653679652
wt_mut,H2_SASA_,xgb,0.8737219340556646,9.40135351415869,0.020594529897768922,379.252074415065,18.272378387914657,0.9076660751012026,11.063308861142112
wt_mut,H2_SASA_,BayesianRidge,0.8633674171249168,12.230371613644193,0.026564837516487187,411.73061841918945,19.536886818296175,0.8952737368673427,13.532987893209338
wt_mut,H2_SCT_,gbr,0.9181285496730609,9.100956876943702,0.019578173860236248,246.85997816184454,15.115088892172611,0.9288919255000373,10.282007587853524
wt_mut,H2_SCT_,rf,0.9100906839940446,9.170762227942229,0.01979998393008845,269.0326149845035,15.64335329545599,0.9290435127996095,10.043199437791646
wt_mut,H2_SCT_,et,0.9057337150457526,8.940532807807807,0.01939935171383701,284.13182897890385,16.093395284368313,0.9198712449692242,10.763545060999604
wt_mut,H2_SCT_,xgb,0.9054946666148277,8.920798025045308,0.01933804459016925,281.74714081084596,16.338288634999476,0.9273552982467662,9.84043444108419
wt_mut,H2_SCT_,BayesianRidge,0.888866884045739,11.286073231178491,0.02482532149632704,320.25293775387615,17.657313478934178,0.908745713803101,12.98685310786563
wt_mut,H2_PKA_,et,0.9176335856007173,8.16888888888889,0.01763450679326632,250.9066699686186,15.13445545311026,0.9116152606756418,10.847692640692639
wt_mut,H2_PKA_,gbr,0.9166731956482277,8.959070209789306,0.019223769636506873,238.6756863035604,15.120607117802027,0.9210080916474968,10.024392859692433
wt_mut,H2_PKA_,BayesianRidge,0.9111441096370247,10.323922844658064,0.02225963373605129,262.50877907913025,15.88048793262711,0.9144645905678521,11.765257710213465
wt_mut,H2_PKA_,rf,0.9009775362993162,9.244490165165166,0.020168750957325263,287.8540825296547,16.32175968646877,0.9206535964714017,10.488477764659581
wt_mut,H2_PKA_,xgb,0.8984030938522289,9.376883885380744,0.020383572776905334,290.63614413132984,16.652987974173325,0.9050076442374734,10.881989236386543
wt_mut,H2_PKB_,gbr,0.9114739715582131,9.56076866890532,0.020659128453804826,259.99095376201154,15.831910015099547,0.9214475629000973,10.258164203543794
wt_mut,H2_PKB_,BayesianRidge,0.908997878088283,10.685583426372368,0.02304896426137626,264.35990076620527,16.0751967654492,0.9139020597126652,12.027010827784155
wt_mut,H2_PKB_,et,0.903944105337926,9.048315465465468,0.019776142052406222,288.5916745935436,16.52910403349781,0.9174268565031335,10.81832782369146
wt_mut,H2_PKB_,rf,0.8926756240715864,9.575800341412844,0.020940370102436014,310.47848997311996,17.051363525299074,0.9189039201242272,10.751853600944505
wt_mut,H2_PKB_,xgb,0.8854561202325257,9.750022800663212,0.02145415012196934,337.1876291842277,18.050994841078413,0.922715830427302,10.283447529846457
wt_mut,H3_P1_,et,0.9072915615751193,9.075639414414415,0.01966531474854648,279.6328251859609,16.082322399182086,0.9199768049257463,10.729809523809521
wt_mut,H3_P1_,rf,0.9010557495975956,9.57341046582297,0.02086641412597439,305.76415402481433,16.738535392010014,0.9177375091343636,11.006904452690163
wt_mut,H3_P1_,gbr,0.8906096205390153,10.120357529688755,0.0222583716000102,340.8660594529654,17.694867280299,0.9314138870282089,10.236302873754967
wt_mut,H3_P1_,BayesianRidge,0.8880791576257969,11.167739659345699,0.02449296043304911,326.813105787949,17.474240171180142,0.906360843655517,12.038747065469714
wt_mut,H3_P1_,xgb,0.8373134636296564,10.421130739962376,0.0232679113180927,503.2391702557296,21.12295665900353,0.9068398727215238,11.107456814684488
wt_mut,H3_P2_,et,0.9043644479434251,8.975203978978978,0.019594516784454463,287.4525225138888,16.221414102742166,0.9211426144105934,10.400146005509638
wt_mut,H3_P2_,gbr,0.892344119973097,10.016959733280968,0.021870761614077843,322.486336069219,17.09462419252436,0.9250156841246084,10.449413153536414
wt_mut,H3_P2_,rf,0.8922007993284161,9.869186434648935,0.021701472708281655,324.68571690127175,17.228643796548862,0.9221080518137473,10.774882481587673
wt_mut,H3_P2_,BayesianRidge,0.8783306668829995,11.604553388870812,0.025277644067432582,366.2134893556159,18.352355579511578,0.9105788995819266,11.95057539714883
wt_mut,H3_P2_,xgb,0.8705681605681113,9.893901462955876,0.021902764413174874,390.53458935743805,18.888743512939882,0.9036134818431346,11.206116743511876
wt_mut,H3_V_,et,0.911542988938017,8.477498123123121,0.018406567933120933,269.37873457274765,15.546193529453424,0.9140533181011522,10.907352617079887
wt_mut,H3_V_,gbr,0.9004807895160891,9.645208322023903,0.020938925517717383,296.9841689945061,16.50342813650277,0.9239269219839688,10.398840096232856
wt_mut,H3_V_,rf,0.898478134509341,9.63927615079365,0.021208473360767238,309.8159859103765,16.76551779661394,0.9206264066279523,10.768664817001179
wt_mut,H3_V_,xgb,0.8978708275436459,8.871730302690386,0.019312433607355444,315.2817761071178,16.572279483785543,0.9046434164298889,10.944434556957306
wt_mut,H3_V_,BayesianRidge,0.8629691037819223,11.890876674279856,0.02603858552961962,410.9263716533128,19.40213770552893,0.9129587246192779,11.687117669545016
wt_mut,H3_NCI_,gbr,0.9107739569135008,10.009514056164903,0.021583223758353868,255.2912770610344,15.715735752009678,0.9259825419553469,10.541807724645928
wt_mut,H3_NCI_,et,0.9067311265341056,8.887835435435438,0.019249521147831555,280.7846500561561,16.162080023445263,0.9157057483929115,11.172600550964182
wt_mut,H3_NCI_,rf,0.8966746946720194,10.065493144930645,0.02214870124698727,309.0503652914968,17.00412409336837,0.9230555149343721,10.802481587676391
wt_mut,H3_NCI_,BayesianRidge,0.8711392586514272,12.008328000228087,0.026268507916831496,383.5920412035352,18.982567128339277,0.9050783849736381,11.771008259445578
