feature,p_value,score,BayesianRidge,lgbm,xgb,gbc,rf,mean
p13_M,2.750097046357777e-13,55.6335939006747,0.0010798500955545233,0.29411764705882354,3.9436887e-05,1.6433730476346786e-05,0.0008007722098848659,0.05921082799638063
p13_V,0.2620750596832967,1.2599100005413177,0.0,0.0,0.0,0.0,0.0,0.0
p14_GAP,8.310544038778928e-28,131.02213876363996,0.0391242700087917,0.0196078431372549,0.0,0.030726523275121778,0.09382174197992295,0.03665607568021827
p14_IAQLD,0.6847890262356005,0.16492974441098288,0.0,0.0,0.0,0.0,0.0,0.0
p14_P,2.1252289973920304e-12,51.29191995020857,0.10683900649872584,0.0,7.759681e-06,0.0006437517152754844,0.00038454280683594835,0.02157501214027881
p14_T,0.11133756750932461,2.541914675289839,0.0,0.0,0.0,0.0,0.0,0.0
p14_V,0.007679502878285436,7.15043688146871,0.028589252893591682,0.0,0.0,3.658375277638402e-06,0.002425924079503239,0.0062037670696745125
p14_Y,6.551765211662555e-23,104.68019859425463,0.05756511926462602,0.0,0.0,0.00025257667012837756,0.07498912453119093,0.026561364093189065
p15_DGPELIH,2.4680562595717485e-06,22.584596120226408,0.0879402086384959,0.09803921568627451,0.00021544039,0.00025905977462224,0.005180979951619985,0.03832698088858495
p15_GAP,3.0855730718706106e-05,17.60754306125057,0.0017906982455834078,0.0,0.0,0.0,0.004495427321060138,0.0012572251133287093
p15_K,1.5495578579356383e-61,339.6619213956484,0.0677897966363973,0.0784313725490196,2.1615511e-05,0.0004282565482827421,0.09208163991527128,0.04775053623205151
p15_N,0.1523764216225835,2.0530224245215707,0.0,0.0,0.0,0.0,0.0,0.0
p15_Q,3.9450215792060165e-18,79.86743694948935,0.004552202341515031,0.0196078431372549,3.3229214e-06,7.747884603955146e-05,0.0010164139779130488,0.00505145224483042
p15_S,7.289635773111071e-17,73.44048318861756,0.00947362072721406,0.0392156862745098,0.00011672152,0.0006514777423889215,0.0037302436929975776,0.010637549992067506
p15_T,1.482274235496771e-21,97.55831173691666,0.020755323990293114,0.0,7.862283e-06,0.05602046861973095,0.11475309658723051,0.03830735029612743
p15_V,0.0009333455000296635,11.054889203504342,0.026070542315549113,0.0392156862745098,6.38657e-07,1.3600421381653451e-05,0.0003990549873121624,0.013139904531153246
p16_N,7.877885465394243e-15,63.25302534863694,0.10683900649872584,0.0,7.759681e-06,0.0006437517152754844,0.00038454280683594835,0.02157501214027881
p17_G,1.0485615618044874e-07,28.91725251176965,0.045072130199882376,0.0,2.4527304e-05,0.000245143419264455,0.0016166554303127952,0.009391691270701748
p17_I,7.053308468331786e-55,294.46395137581374,0.04949757195506931,0.13725490196078433,8.567126e-06,2.5168435520855826e-05,0.08636314455902104,0.05462987080734212
p17_K,2.729511473306292e-10,41.11539966257313,0.0012245595051662587,0.0392156862745098,0.0,3.196198694239977e-05,0.00039451235617309,0.00817334402455831
p17_L,0.29836444990373356,1.0831923474307883,0.0,0.0,0.0,0.0,0.0,0.0
p17_R,0.0014770329674400624,10.192341626634986,0.008350275478752328,0.0,1.072061e-05,0.00048005917830455707,0.0009259573200208739,0.0019534025173515504
p17_S,4.430807348727862e-23,105.57837422458284,0.05756511926462602,0.0,0.0,0.00025257667012837756,0.07498912453119093,0.026561364093189065
p17_T,4.597538474864422e-05,16.830132665302333,0.017091454405729914,0.0,1.4591767e-06,3.7171162579631645e-06,0.0004410578864261997,0.003507537717023064
p17_V,2.5041923643700853e-05,18.01551495836239,0.1359747105125752,0.0,0.0004852175,0.0007967948617974475,0.0006999715913282486,0.027591338891093747
p17_W,5.6290042869283985e-14,59.023816975083214,0.10683900649872584,0.0,7.759681e-06,0.0006437517152754844,0.00038454280683594835,0.02157501214027881
p17_YQEFMHN,7.759355189384321e-06,20.316864349896758,0.1048952545782337,0.0196078431372549,0.000191761,0.0003147012654337048,0.00193643499062066,0.025389198995535694
p18_N,1.1805142938690842e-27,130.18789287011947,0.05756511926462602,0.0,0.0,0.00025257667012837756,0.07498912453119093,0.026561364093189065
p18_S,9.729128064546096e-150,1186.319359740319,0.19494797458534685,0.1568627450980392,0.100239955,0.0014876309482315232,0.3590754791914303,0.1625227569423737
p18_T,1.641337772858981e-28,134.88910440880858,0.005795823364449149,0.09803921568627451,0.040104285,0.0023234685719962346,0.07703982569623583,0.04466052364030024
p19_D,0.11895310820618764,2.4373634191535096,0.0,0.0,0.0,0.0,0.0,0.0
p19_G,6.841389673010344e-54,287.94309071454984,0.08038948613825733,0.0,9.3539643e-07,4.797013348920516e-05,0.051656393950086296,0.02641895712365232
p19_N,1.0778916332490147e-05,19.66930530628754,0.11200309479761718,0.0196078431372549,1.2147142e-06,0.000792944734957214,0.004037791463583435,0.027288577769520306
p19_S,9.991560820139729e-25,114.34389490416801,0.1248762248605662,0.058823529411764705,1.7471462e-05,0.00019033265041438493,0.01331657538583122,0.03944482675418383
p19_TVKELHIYQRFM,2.5426364789913835e-08,31.791664101981155,0.14331054548349076,0.09803921568627451,9.725596e-05,0.00015846776815020807,0.013551765787293477,0.05103145013651601
p20_I,0.0011598335555592716,10.645917018367495,0.02912227860394541,0.0196078431372549,6.002475e-06,3.019962236009143e-06,0.0005002459941632817,0.009847878034509382
p20_K,3.901714869621779e-06,21.675903278243748,0.032551092133481854,0.0,0.0,0.0,0.0022248076545382067,0.006955179957604011
p20_L,0.36255723342855817,0.8301623459037519,0.0,0.0,0.0,0.0,0.0,0.0
p20_QSPGFANHE,0.3090857754557108,1.036169970746066,0.0,0.0,0.0,0.0,0.0,0.0
p20_T,4.097404608113565e-26,121.80911812687741,0.05756511926462602,0.0,0.0,0.00025257667012837756,0.07498912453119093,0.026561364093189065
p20_V,3.1656681829246267e-21,95.83647578563524,0.0416861492516394,0.09803921568627451,1.1590979e-05,0.00016808669193393145,0.008605193884305121,0.029702047298596428
p20_Y,0.0061829746959038935,7.54451288236983,0.018542663566502166,0.0,0.0,0.0,6.522445477029401e-06,0.003709837202395839
p21_GAP,1.5898580694628757e-24,113.2645145839628,0.006712881035860176,0.0196078431372549,0.0,0.053784880975734396,0.028203985602858445,0.02166191815034158
p21_ILGAMRHE,0.5126685904300189,0.42907933262983344,0.0,0.0,0.0,0.0,0.0,0.0
p21_V,4.7832267824239105e-27,126.8716039987652,0.019468371416811743,0.0,0.0,3.539612164170509e-05,0.02114753039605815,0.00813025958690232
p22_R,3.744278469666177e-68,386.71404143845734,0.0010922575050504768,0.0196078431372549,0.0,0.0008858899413504854,0.21857458530789364,0.0480321151783099
p23_G,1.230895326637556e-31,152.28152119657528,0.028539820506862584,0.11764705882352941,0.00018063532,0.0011154210601685738,0.014239864302760408,0.03234456000362334
p23_GAP,3.564376699858251e-06,21.855113522271676,0.00013153154301980412,0.0,0.0,4.068831800058519e-06,0.007173447559112635,0.0014618095867864995
p23_NTAMY,0.07287041967890323,3.2274211527707615,0.1116365971234376,0.13725490196078433,0.0006041508,0.0021210455863134264,0.005802103198694164,0.05148375973720555
p23_S,5.060713643740121e-10,39.83528428148897,0.18052186219643027,0.0,3.4333156e-05,0.00456826887755918,0.03268443358108067,0.04356177956217032
p24_P,1.4675496505671686e-08,32.911922336985675,0.14005156484814915,0.0,0.0,0.00016752641178722458,0.018171207764224765,0.03167805980483222
p24_TASMDV,0.3223340854634251,0.9809181802198673,0.0,0.0,0.0,0.0,0.0,0.0
p25_F,3.288037788056202e-13,55.25297794024822,0.024668489680941465,0.13725490196078433,1.858171e-05,0.000215756816787567,0.013855869013205856,0.03520271983630583
p25_TIQGALMNS,0.31409699474742214,1.0149121258394038,0.0,0.0,0.0,0.0,0.0,0.0
p25_V,0.3980787667590554,0.7150475017372632,0.0,0.0,0.0,0.0,0.0,0.0
p25_W,4.4193286218733066e-100,646.9573888116325,0.10456155056872153,0.0196078431372549,0.0,0.0025652645840080882,0.4629607430000982,0.11793908025801654
p25_Y,7.79153027064399e-08,29.51809916354142,0.15012510610717641,0.0196078431372549,0.0,0.0018784954399190103,0.001995704656293913,0.03472142986812885
p26_D,6.31317939476648e-60,328.53855245390383,0.03784038623316642,0.0,9.3300725e-05,6.661577336584491e-05,0.0961744232382852,0.026834945193960326
p26_E,8.346695914515298e-47,242.41647538462541,0.002269128026943689,0.058823529411764705,1.5636952e-06,0.00048121505183523213,0.01664224875653021,0.01564353698844482
p26_GNSPY,0.06991956670569772,3.2955643456752255,0.052640775160758956,0.0,0.0036722913,0.0004466404509722109,0.006222798451068929,0.012596501070935545
p26_L,6.70243352255967e-05,16.097640302785848,0.010634455999523802,0.0,0.0,0.002022696017431995,0.010482521069513123,0.004627934617293784
p27_G,2.981445849917443e-37,184.52863888995543,0.04682366936033957,0.0,0.0,5.50915904691318e-06,0.03775230489191103,0.016916296682259503
p27_TFSLREN,0.3948111289368208,0.7250167766944794,0.0,0.0,0.0,0.0,0.0,0.0
p27_V,0.000856535666382521,11.21689531494775,0.011487085106132708,0.0,0.0,0.0,0.020492982205163022,0.006396013462259145
p27_Y,9.98008210395265e-31,147.18263058515367,0.09557017858857121,0.11764705882352941,3.2577111e-06,1.3221552011024399e-05,0.0022690159477841377,0.043100546524602004
p28_G,2.488418310452961e-15,65.74498700679203,0.10683900649872584,0.0,7.759681e-06,0.0006437517152754844,0.00038454280683594835,0.02157501214027881
p28_P,3.568386716580683e-11,45.35651492728421,0.05214857688006727,0.0,0.0,0.00011852044041042266,0.00877813548504795,0.012209046561105129
p28_T,0.6137681017885368,0.2549657298967042,0.0,0.0,0.0,0.0,0.0,0.0
p29_L,0.6393472589455143,0.21979926260977,0.0,0.0,0.0,0.0,0.0,0.0
p29_N,1.2503055686012549e-27,130.05146780164205,0.05756511926462602,0.0,0.0,0.00025257667012837756,0.07498912453119093,0.026561364093189065
p29_Q,4.007486473422041e-26,121.86124485948136,0.04654173421917138,0.0,0.0,4.954839453213492e-07,0.0033105631984944846,0.009970558580322237
p29_VEFYRPIM,3.371431127612207e-05,17.434606368830742,0.12249367296086608,0.0196078431372549,0.0,0.0023470060779380375,0.04773425391655469,0.038436555218522746
p30_GAP,4.782580222887317e-18,79.44126339110791,0.11350448497109496,0.0,0.0,0.006745154969433994,0.04190390587832302,0.032430709163770395
p30_H,0.005193546722155727,7.863006869961823,0.0004969092194452293,0.0196078431372549,0.0,1.0641688131346962e-05,9.01989656405528e-05,0.004041118602094406
p30_K,0.5178171653529202,0.4186871264390209,0.0,0.0,0.0,0.0,0.0,0.0
p30_TANFWSQLVP,7.938709189689888e-06,20.27179735634177,0.09275962030870777,0.0,3.9303888e-08,0.04910702740116352,0.08456090610100438,0.045285518622952756
p30_Y,0.023436844792853233,5.159714325962703,0.013928831450113227,0.0,0.0,5.417315049119305e-05,0.002445773073612595,0.0032857555348434027
p31_H,1.318418631676648e-52,279.51921719408165,0.15426135938412938,0.058823529411764705,5.603202e-05,0.00013630608219058818,0.10552876380291805,0.06376119813992447
p31_L,1.8930129875634718e-08,32.39266939779891,0.004904106255290153,0.0392156862745098,1.9719715e-05,5.705011106775258e-05,0.011991658664594283,0.011237644204103508
p31_Y,2.1259692028121043e-24,112.59006440633445,0.019468371416811743,0.0,0.0,3.539612164170509e-05,0.02114753039605815,0.00813025958690232
p32_L,0.06878440593852528,3.3226045770920396,0.030513825348844108,0.21568627450980393,9.980475e-05,0.0005385283735569194,0.017330641305830917,0.05283381485703742
p32_M,3.935302425103067e-06,21.65892129159928,0.036082805486184644,0.0,0.0,0.0,0.000614737072213396,0.007339508511679608
p32_V,0.8712746041117028,0.026277219323405075,0.0,0.0,0.0,0.0,0.0,0.0
p33_D,2.097669185098714e-16,71.12684274799678,0.10683900649872584,0.0,7.759681e-06,0.0006437517152754844,0.00038454280683594835,0.02157501214027881
p33_G,5.386881048130348e-06,21.037511354828734,0.04095984287521431,0.0,0.0,4.346129193654527e-06,0.020256609072023743,0.01224415961528634
p33_H,0.8337000060698834,0.04411737986564231,0.0,0.0,0.0,0.0,0.0,0.0
p33_PFSYQNM,0.13603772969726646,2.2276335795478475,0.0,0.0,0.0,0.0,0.0,0.0
p33_V,1.0620791537253695e-09,38.302519363664665,0.027916898526083925,0.0392156862745098,0.0,2.444520565938181e-05,0.00042156319318103965,0.013515718639886829
p34_D,0.0015970707364085651,10.046103797674139,0.0038437674253691836,0.0196078431372549,3.84577e-06,1.3295220782507403e-05,0.0003317893784152673,0.004760108186394794
p34_E,1.677555192884031e-06,23.35263669332051,0.070894484648714,0.0,8.605652e-05,0.0005338696350776404,0.014735062728587479,0.017249894706405623
p34_N,0.13689243469829102,2.21792608346626,0.0,0.0,0.0,0.0,0.0,0.0
p34_P,5.069675666593154e-19,84.42607060806229,0.14081418232683215,0.0,0.00045798803,0.01955574882769189,0.041097720568919964,0.0403851279513496
p34_S,0.0013596757371135422,10.347480750021871,0.21487139569246694,0.058823529411764705,0.00034829258,8.522146251509997e-05,0.001120999648186593,0.05504988775942721
p35_K,2.514981718470419e-28,133.86979776080435,0.07603417456419861,0.058823529411764705,0.0,0.0016825145834053535,0.0009637841936031487,0.02750080055059436
p35_M,3.0424786046681026e-19,85.56532617152453,0.024076289545581955,0.0196078431372549,7.871953e-06,0.00048315482789733745,0.0013032124136332095,0.009095674375499529
p35_P,1.9591392027183782e-16,71.276146667201,0.02824049477967474,0.0,0.0,0.0001685934516504983,0.003958640773326975,0.0064735458009304424
p35_QAYLIF,0.2869451619080118,1.1357289192099371,0.0,0.0,0.0,0.0,0.0,0.0
p35_R,3.5055894448376446e-27,127.60690001055275,0.05756511926462602,0.0,0.0,0.00025257667012837756,0.07498912453119093,0.026561364093189065
p35_S,0.048170213035525315,3.9185376312833493,0.0002697605726991814,0.0,2.5659265e-05,0.0003070894868417681,0.000840611406607344,0.00028862414618824295
p35_V,1.304924541126938e-21,97.84789354846693,0.06020659733048824,0.0392156862745098,0.00032591823,0.0016937154947854252,0.004546360420955275,0.021197655549494883
p36_G,0.007396642172209673,7.218517742969262,0.046648538975428165,0.058823529411764705,0.0,5.472401413063035e-05,0.009722866542086983,0.023049931788682095
p36_I,0.0001842785144583893,14.144500622413876,0.02035413979271116,0.0,4.955838e-06,1.0611797807778431e-05,8.267958433388327e-05,0.004090477402569405
p36_SVFMET,0.7833065647661004,0.07569339723292262,0.0,0.0,0.0,0.0,0.0,0.0
p36_W,0.002157712434705645,9.484693563773057,0.04118945594403706,0.0,0.0,0.0,0.0005221436249353842,0.008342319913794489
p37_ETNF,0.1109668392937507,2.5472044057640306,0.0,0.0,0.0,0.0,0.0,0.0
p37_I,0.20751840781839342,1.5917656848184882,0.0,0.0,0.0,0.0,0.0,0.0
p37_K,0.001217019440639353,10.555490982144233,0.09020930468561254,0.0392156862745098,1.0276737e-05,3.4516952928144386e-05,0.0002404938960661896,0.025942055709254785
p37_L,1.6629621093578023e-07,27.98592831270196,0.09532241564668717,0.0,0.00018896877,0.04588338269231788,0.11612569760023131,0.05150409294186518
p37_M,0.0006428497868850584,11.759627539871655,0.0313848247265411,0.0,0.0,0.0005763240644636831,0.00010709131854473041,0.006413648021909901
p37_Q,3.198887002919962e-06,22.069654101657168,0.06905546133598661,0.09803921568627451,3.6980964e-06,0.00018444267102893063,0.0001243402667000359,0.03348143161127939
p37_R,0.8098046447152971,0.0579722336953685,0.0,0.0,0.0,0.0,0.0,0.0
p37_V,1.6196451177064014e-17,76.74741768513519,0.056610631229490824,0.0,0.0,0.0,0.046815585762162486,0.02068524339833066
p37_Y,1.0532897244710818e-17,77.6964248465207,0.10683900649872584,0.0,7.759681e-06,0.0006437517152754844,0.00038454280683594835,0.02157501214027881
p38_H,0.004476595676028092,8.135294838387932,0.03854979248713053,0.0,0.0,0.005539572199715123,0.014585849264110025,0.011735042790191136
p38_Y,5.193006541396587e-47,243.70880024191112,0.13661049408073106,0.17647058823529413,1.2755303e-05,0.0030156959417218902,0.00482154852594717,0.06418621641734534
p39_G,1.787720932674314e-16,71.47629563745112,0.18030939664171203,0.21568627450980393,7.5236545e-05,0.003337476549006719,0.049671560199686084,0.08981598888903063
p39_H,4.403986125011658e-07,26.026473538166673,0.0445414816697438,0.0,0.0,0.0004240542512483874,0.0027470079024041355,0.009542508764679266
p39_K,6.382173287777501e-05,16.192650611786167,0.060747913984594996,0.0196078431372549,2.001262e-06,0.00043211445259415675,0.003460880483179857,0.01685015066390855
p39_M,0.004376402529531497,8.176860059175148,0.005870384294296471,0.0,0.0,5.421245139062867e-05,6.366742112834052e-06,0.0011861926975599867
p39_N,5.800154301908086e-08,30.116147106402302,0.10840037201047956,0.0,0.0,0.0,0.0017917242839255523,0.022038419258881024
p39_R,1.4184118892681542e-08,32.981432273227334,0.02959749105465673,0.0,5.1825796e-06,2.7240339814285275e-05,0.0011443570287848774,0.006154854200565344
p39_S,1.197357052031072e-10,42.828921013724205,0.02268728306205694,0.0196078431372549,1.4025727e-05,6.48065245695916e-05,0.00032882299615337625,0.008540556289420692
p39_TLFID,1.200085604378772e-06,24.020361428103833,0.2581702102821785,0.09803921568627451,5.675589e-05,0.0005852692995963274,0.025073508480824066,0.07638499192759282
p39_Y,5.985297464522721e-51,268.7671839854576,0.0234231632992935,0.09803921568627451,8.8949695e-05,0.00029178143774196146,0.1185419325549384,0.04807700853466066
p40_C,0.5594165992259086,0.34106060032263313,0.0,0.0,0.0,0.0,0.0,0.0
p40_FST,0.19821484686137217,1.6588043830470358,0.0,0.0,0.0,0.0,0.0,0.0
p40_G,0.19865599947748425,1.6555424840370843,0.0,0.0,0.0,0.0,0.0,0.0
p40_I,1.7702256474326407e-05,18.69477341411587,0.18230997556833956,0.1568627450980392,5.2117903e-05,0.0009634229843440879,0.0037344015980644582,0.0687845326302913
p40_L,1.760364770533891e-20,91.95863410986361,0.010159252635829593,0.0784313725490196,0.0002070927,0.006835612269659764,0.03587974918022574,0.026302615867005597
p40_M,0.00038278593876148073,12.745051913425451,0.03729280259524308,0.0784313725490196,9.096446e-06,4.8684434036562025e-05,0.0033770703497441167,0.023831805274781674
p40_V,0.0001642117356436579,14.366192477996579,0.13526716973261094,0.0392156862745098,2.9654233e-05,0.0001659982919946,0.003532190572208689,0.03564213982086548
p41_L,1.808168154479595e-37,185.80180172561393,0.04871687621103941,0.0,0.0,0.001693008032655109,0.002572962340574566,0.010596569316853818
p41_M,0.00036773871080926946,12.821532368187667,0.011487085106132708,0.0,0.0,0.0,0.020492982205163022,0.006396013462259145
p41_Q,1.8524282701652352e-133,988.5888114418315,0.10456155056872153,0.0196078431372549,0.0,0.0025652645840080882,0.4629607430000982,0.11793908025801654
p41_T,3.508897247780167e-24,111.42851815678159,0.05756511926462602,0.0,0.0,0.00025257667012837756,0.07498912453119093,0.026561364093189065
p41_V,0.0008353624080902497,11.264149124126764,0.026061045131326187,0.0,0.0,1.7070514670064356e-05,0.006765337629492231,0.006568690655097696
