feature,BayesianRidge,gbc,xgb,rf,lgbm,mean
39,0.07984478693975827,0.008671292781287886,0.0015524363843724132,0.02427816522021453,0.175,0.05786933626512662
40,0.0,0.0,0.0,0.0,0.0,0.0
41,0.21287822183687163,0.020067309739506205,0.0016612466424703598,0.038777374437916824,0.275,0.10967683053135299
42,0.15205582767008236,0.0068488229302243134,0.0005032491171732545,0.02591929120571349,0.0,0.037065438184638685
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.08144917153064982,0.003928408905987451,0.0012924453476443887,0.01795636541713252,0.1,0.04092527824028284
50,0.015405403340020453,0.00984792477856742,0.0001336654822807759,0.025093191153598947,0.075,0.02509603695089352
51,0.17864608491300393,0.03035467704502266,1.5506782801821828e-05,0.01735290486527544,0.0,0.04527383472122077
52,0.15698555158422262,0.05234060098591297,0.0,0.11306156076201979,0.0,0.06447754266643108
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.044827047594286164,0.013293282510399955,0.0016795708797872066,0.0723651183016802,0.008333333333333333,0.028099670523897374
57,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.06636522857084037,0.0013300071955569294,0.0017626560293138027,0.1890352513014951,0.3125,0.11419862861944123
61,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.12883060216276837,0.01653385296678216,0.00486854650080204,0.032082266086151605,0.125,0.06146305354330084
64,0.14575302449170582,0.09881199886761607,0.00031904259230941534,0.10019885925823686,0.125,0.09401658504197363
65,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.06463444448223718,0.03928852565825233,0.002080378122627735,0.07360513796795153,0.05,0.045921697246213755
70,0.2153647798186642,0.004338544435077176,0.19878292083740234,0.035701511982862935,0.125,0.11583755141480134
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.2153647798186642,0.004338544435077176,0.19878292083740234,0.035701511982862935,0.125,0.11583755141480134
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0
81,0.014830737997373366,0.0014216892799919988,0.0007937927730381489,0.014373947021662253,0.1125,0.028784033414413157
82,0.0,0.0,0.0,0.0,0.0,0.0
83,0.17382710231125614,0.07679148933347897,0.0015910755610093474,0.16431229713515377,0.5,0.18330439286817962
84,0.0309789531132746,0.003574249541899369,6.279469380388036e-05,0.023338176067509122,0.0,0.011590834683297394
85,0.029629557141241776,0.0,1.8987439034390263e-05,0.050976893125105345,0.0,0.0161250875410763
86,0.0,0.0,0.0,0.0,0.0,0.0
87,0.22833080164363118,0.07646411154245965,0.0018391938647255301,0.08088011512576714,0.175,0.1125028444353167
88,0.05304881398751068,0.01155757743172582,0.0004347835492808372,0.018411234678747612,0.13333333333333333,0.04335714859611965
89,0.2153647798186642,0.004338544435077176,0.19878292083740234,0.035701511982862935,0.125,0.11583755141480134
90,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0
93,0.15837622866487,0.06524516488404342,0.09940430521965027,0.09344397932312506,0.0625,0.09579393561833775
94,0.0332293825651994,0.3219582967828744,0.00017797837790567428,0.052358617661422635,0.0,0.08154485507748042
95,0.3354580416405272,0.01959517591283545,0.0022973711602389812,0.061421611950111345,0.375,0.1587544401327426
96,0.15870023842469513,0.2534057329524482,0.004120837431401014,0.11794364215007459,0.0625,0.11933409019172378
97,0.10103738210298716,0.06316756256199248,0.0005330792628228664,0.11286392100906767,0.15,0.08552038898737405
98,0.16225784491393713,0.0199311652495689,0.0014071654295548797,0.03381046568239287,0.225,0.08848132825509077
99,0.0,0.0,0.0,0.0,0.0,0.0
100,0.2935809307975568,0.06858631031224006,0.008745604194700718,0.2825328811092157,0.3125,0.19318914528274264
101,0.05810196870006591,0.11835476074529162,0.00011310900299577042,0.06874563003852989,0.0,0.04906309369737664
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.030950465297446262,0.00019450364119756404,0.0,0.08950564144306167,0.0,0.024130122076341097
104,0.07053293428090354,0.2225097593003457,0.00047157067456282675,0.10797842038124085,0.0375,0.08779853692741058
105,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.007129803204984291,0.0185546075352367,0.0008018570952117443,0.00744851939568235,0.0,0.0067869574462230174
108,0.09669035392647865,0.017469356754685285,0.00023005962430033833,0.02187122255006121,0.14166666666666666,0.05558553190443842
109,0.15698555158422262,0.05234060098591297,0.0,0.11306156076201979,0.0,0.06447754266643108
110,0.18447324223250075,0.003758500983337019,0.0012780666584149003,0.04736328375621894,0.0,0.04737461872609432
111,0.0884294110461053,0.2055748321227614,0.0005713909631595016,0.07692709550655052,0.016666666666666666,0.07763387926104867
112,0.05082917047746935,0.11597475257019071,0.007419577334076166,0.03360205665779542,0.14166666666666666,0.06989844474123966
113,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.02424322655853549,0.16747913022981992,0.0003115496947430074,0.07017839556398171,0.075,0.06744246040941602
120,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.502848582979245,0.28306470998624517,0.006172378081828356,0.23826384909038034,0.5125,0.30856990402753975
123,0.06683818232103936,0.0539587036922579,0.006417842116206884,0.028082747268011538,0.225,0.07605949507950313
124,0.12137247899968132,0.0780887131040977,0.00425975164398551,0.03390769955381395,0.1,0.0675257286603157
125,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0
133,0.023878952715807592,0.010764039830097815,0.00047111514140851796,0.0591974968370541,0.4,0.09886232090487361
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.057692097359532596,0.0013234406795236036,0.0060945902951061726,0.007933713732529225,0.175,0.04960876841333832
138,0.0,0.0,0.0,0.0,0.0,0.0
139,0.10838189839123452,0.010104658942635625,0.0011795531027019024,0.033411744387778074,0.0,0.030615570964870026
140,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0061641536364004336,0.00048821907515285217,0.0008929528412409127,0.00494862494967894,0.0,0.002498790100494628
144,0.17328039339901108,0.002473698274717294,0.09939146041870117,0.02303011101582223,0.0625,0.07213513262165036
145,0.029629557141241776,0.0,1.8987439034390263e-05,0.050976893125105345,0.0,0.0161250875410763
146,0.0,0.0,0.0,0.0,0.0,0.0
147,0.029629557141241776,0.0,1.8987439034390263e-05,0.050976893125105345,0.0,0.0161250875410763
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.014262821124773855,0.0013351854509639602,5.9062645050289575e-06,0.017169314882045546,0.0,0.006554645544457678
150,0.1861751657014434,0.028339572710495076,0.09939146041870117,0.07438153637244137,0.0625,0.09015754704061621
151,0.0,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,0.0,0.0
153,0.12460414994901123,0.0,0.0,0.072190624096836,0.0,0.03935895480916944
154,0.0993718523526238,0.010654535161498738,0.02594119869172573,0.02130659084016553,0.0,0.031454835409202755
155,0.029629557141241776,0.0,1.8987439034390263e-05,0.050976893125105345,0.0,0.0161250875410763
156,0.0,0.0,0.0,0.0,0.0,0.0
157,0.02546827325588183,0.07409419878008765,0.0017712550470605493,0.026882943180441397,0.1375,0.053143334052694294
158,0.14921481892234595,0.031203327208719323,0.001054237480275333,0.06844558252181845,0.0,0.04998359322663181
159,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0018394722559557498,0.0004114720088044928,0.00010029911936726421,0.01953258856686376,0.5,0.10437676639019826
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.02580268017786827,0.03255786709424092,0.0032804436050355434,0.04439384058192025,0.175,0.05620696629181299
163,0.03447557273886914,0.0034497286564075676,0.0007429050747305155,0.01667719055599218,0.0,0.01106907940519988
164,0.0,0.0,0.0,0.0,0.0,0.0
165,0.16936728582815608,0.0075311663668946125,0.0009378828690387309,0.04039152879742809,0.175,0.0786455727723035
166,0.021709906621157866,0.0029496440889522396,0.0005565333412960172,0.05034074550005694,0.25,0.06511136591029261
167,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0
169,0.06741395194016998,0.008604651763725225,0.002155184280127287,0.05167185083575367,0.08333333333333334,0.042635794430621904
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.01938793508812287,0.007314247825900347,0.000648185086902231,0.018358731696747742,0.15,0.03914181993953464
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0631811069390073,0.00018572514707041317,0.00019483781943563372,0.007642072824497541,0.0,0.014240748546002177
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.21852975979836634,0.03665863257743275,0.0040413932874798775,0.04101539324801115,0.0,0.06004903578225802
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.000843004212496196,0.018302500006037673,0.00013141569797880948,0.014098588790522584,0.075,0.021675101741407053
184,0.0,0.0,0.0,0.0,0.0,0.0
185,0.11140248492717784,0.009459460878481141,0.00019039666221942753,0.08174710143549513,0.05,0.05055988878067471
186,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.2153647798186642,0.004338544435077176,0.19878292083740234,0.035701511982862935,0.125,0.11583755141480134
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0
195,0.11223862269022743,0.005233101396006292,0.0015863426961004734,0.05510517566494896,0.075,0.049832648489456635
196,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0
198,0.1703413924640536,0.003208577216419829,0.0017350780544802547,0.02394105341835985,0.075,0.054845220230662704
199,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0
205,0.05686623364038346,0.15281472758334744,0.0007416048902086914,0.05105395912598251,0.0375,0.059795305047984415
206,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0
209,0.10823804596957652,0.016631326538346862,0.0007361596217378974,0.06641646491528883,0.125,0.06340439940899002
210,0.059847688462716576,0.0178095361024169,0.0005217273719608784,0.044329094603590455,0.1125,0.04700160930813696
211,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0
213,0.06843586384037001,0.11517341847025234,0.01505108829587698,0.16089434737568337,0.35,0.14191094359643652
214,0.058502768915811305,0.005439129999183379,0.00017117790412157774,0.027463056198659696,0.15833333333333333,0.04998189327022186
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.2153647798186642,0.004338544435077176,0.19878292083740234,0.035701511982862935,0.125,0.11583755141480134
217,0.09957174029161973,0.005445801587777986,0.001415646867826581,0.02789496124063518,0.5,0.1268656299975719
218,0.06213067012419902,0.2183808715525836,9.996510198106989e-05,0.19677695201715242,0.06666666666666667,0.10881102509251654
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0
222,0.029629557141241776,0.0,1.8987439034390263e-05,0.050976893125105345,0.0,0.0161250875410763
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.036918117439487926,0.07055371679971924,0.004653713200241327,0.08797973667551086,0.025,0.04502105682299187
226,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0
228,0.11775812232301039,0.02634804040808209,0.030992062762379646,0.06562119880887936,0.0,0.0481438848604703
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0
232,0.029629557141241776,0.0,1.8987439034390263e-05,0.050976893125105345,0.0,0.0161250875410763
233,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0
242,0.2153647798186642,0.004338544435077176,0.19878292083740234,0.035701511982862935,0.125,0.11583755141480134
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.05919217482158335,0.009528455639781356,0.0007247229805216193,0.02320316756457041,0.4,0.09852970420129134
249,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.10366310942941898,0.16582289477661175,0.00017828060663305223,0.02501239982093517,0.075,0.0739353369267198
256,0.18482219388666513,0.013169284075605579,0.007413441315293312,0.014855148066741824,0.1,0.06405201346886116
257,0.0,0.0,0.0,0.0,0.0,0.0
258,0.16842727878990715,0.00623739747772251,0.0,0.0025059035411296175,0.0,0.035434115961751854
259,0.04341093064550283,0.004898688204730939,0.00036248486139811575,0.06071763854344595,0.058333333333333334,0.03354461511768223
260,0.06379644089409657,0.0023901673298952625,0.0,0.007554179754794965,0.025,0.01974815759575736
261,0.9123360733864322,0.3164193564361083,0.014167056418955326,0.2372164296260655,0.0,0.29602778317351225
262,0.0,0.0,0.0,0.0,0.0,0.0
263,0.061622031647231346,0.006242975592050943,0.00038068066351115704,0.030048623881119608,0.08333333333333334,0.03632552902344928
264,0.2153647798186642,0.004338544435077176,0.19878292083740234,0.035701511982862935,0.125,0.11583755141480134
265,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.03955189041909228,0.005966837978629331,0.00023620361753273755,0.008517299738355294,0.0,0.01085444635072193
270,0.05897735707245244,0.018907889218711206,0.0009420820279046893,0.036465622043080625,0.75,0.1730585900724298
271,0.13574818092360766,0.18273141187701447,0.019020037725567818,0.08740825975204401,0.016666666666666666,0.08831491138898012
272,0.0,0.0,0.0,0.0,0.0,0.0
273,0.07544844199849596,0.06872804020267602,0.00021211139392107725,0.038455739620026165,0.0125,0.03906886664302384
274,0.028521902724478274,0.02639525069013301,0.0018949155928567052,0.029569443460134865,0.05,0.02727630249352057
275,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0
277,0.09556855367032206,0.04655481111217615,0.0007047387189231813,0.10027464870068545,0.14166666666666666,0.0769538837737547
278,0.0,0.0,0.0,0.0,0.0,0.0
279,0.22149942728363853,0.21419653917134718,1.0,0.39133596333255477,0.175,0.4004063859575081
280,0.0,0.0,0.0,0.0,0.0,0.0
281,0.06889049188802178,0.0035431531387566362,0.021878305822610855,0.018729642604504528,0.2875,0.08010831869077875
282,0.13040882659133352,0.027878213077215698,0.00040113969589583576,0.0768390980410042,0.125,0.07210545548108985
283,0.0,0.0,0.0,0.0,0.0,0.0
284,0.1714532096595292,0.2957304774880906,0.03428461775183678,0.09456406866905154,0.1625,0.15170647471370163
285,0.2153647798186642,0.004338544435077176,0.19878292083740234,0.035701511982862935,0.125,0.11583755141480134
286,0.09203045140933655,0.008259662837694708,0.002319111954420805,0.04025777751909842,0.008333333333333333,0.030240067410776762
287,0.11790489671215341,0.024584366565977817,0.0024512086529284716,0.08571759622280606,0.04166666666666667,0.05446494696410649
288,0.15698555158422262,0.05234060098591297,0.0,0.11306156076201979,0.0,0.06447754266643108
289,0.14121119538246432,0.009354337056000007,0.003712182864546776,0.027648020035967225,0.05,0.04638514706779566
290,0.1490976664547244,0.007995091596681724,0.0013068504631519318,0.03349474481861626,0.15,0.06837887066663487
291,0.0,0.0,0.0,0.0,0.0,0.0
292,1.0,1.0,0.023160265758633614,1.0,1.0,0.8046320531517267
293,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0
295,0.19606639907081355,0.0005323031477002683,0.003091259626671672,0.10615541420058257,0.0,0.061169075209153614
296,0.0,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0
301,0.05933418463075774,0.18082358736916082,0.0,0.5229373482019898,0.05,0.16261902404038167
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.15698555158422262,0.05234060098591297,0.0,0.11306156076201979,0.0,0.06447754266643108
304,0.03645711912981779,0.00522978075111239,0.00286298175342381,0.07799584239477177,0.75,0.17450914480582516
305,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0
308,0.06000957938916522,0.033305016593679286,0.0008720657206140459,0.033392708088932424,0.075,0.0405158739584782
309,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,0.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0971636153024484,0.0015858254000856353,3.798592297243886e-05,0.050456367792776305,0.1,0.04984875888365656
316,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0
318,0.06238042842089917,0.0022145152534352886,0.0021794349886476994,0.05773828349926278,0.125,0.049902532432448986
319,0.09194677179413585,0.17805078364208807,0.0,0.145493212671643,0.0125,0.08559815362157339
320,0.15698555158422262,0.05234060098591297,0.0,0.11306156076201979,0.0,0.06447754266643108
321,0.0,0.0,0.0,0.0,0.0,0.0
322,0.08491731336390237,0.009129790589213812,0.003333366708829999,0.016052466638092493,0.2625,0.07518658746000774
323,0.07144089157438896,0.01151827878016204,0.0009668975253589451,0.015863965041006612,0.25,0.0699580065841833
324,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0
326,0.10009299894983095,0.06509704561516727,0.0,0.08047169874558455,0.0,0.049132348662116555
327,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0
329,0.07144089157438896,0.01151827878016204,0.0009668975253589451,0.015863965041006612,0.25,0.0699580065841833
330,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0
332,0.03465791347942293,0.0005097848342853291,4.5023602979199495e-06,0.007564063085915256,0.0,0.008547252751984287
333,0.03888954903670952,0.007145816158043947,0.00020981520356144756,0.010312390570637061,0.175,0.04631151419379039
334,0.0534416967695321,0.009023411064607237,0.00018305142293684185,0.019357944175570786,0.0,0.01640122068652939
335,0.0,0.0,0.0,0.0,0.0,0.0
336,0.13500301841305723,0.006893876651643096,0.09990298002958298,0.028777485992551182,0.15,0.0841154722173669
337,0.07059329725669279,0.003114253598270635,0.00025375460973009467,0.03040407309092993,0.1625,0.05337307571112469
338,0.1250862152881724,0.024181046066165963,0.0019215383799746633,0.061318318307176316,0.18333333333333332,0.07916809027496455
339,0.0,0.0,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.0,0.0,0.0
342,0.0,0.0,0.0,0.0,0.0,0.0
343,0.15783222115630932,0.0025808315932552236,0.09978295117616653,0.023823820234061484,0.1,0.0768039648319585
344,0.16009146361911608,0.016319599554023935,0.00016814106493256986,0.018040102385796643,0.3,0.09892386132477385
345,0.10327289952570871,0.005031995386167294,7.824553904356435e-05,0.015823849480215535,0.15,0.054841397986227024
346,0.0,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0
348,0.058900910608349004,0.00932783949484301,0.0012344992719590664,0.019873546224340934,0.0875,0.0353673591198984
349,0.2341060660054804,9.384060050585374e-05,0.0037478290032595396,0.07629703173638873,0.05,0.0728489534691269
350,0.0,0.0,0.0,0.0,0.0,0.0
351,0.0,0.0,0.0,0.0,0.0,0.0
352,0.0,0.0,0.0,0.0,0.0,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0
