feature,p_value,score,gbc,Adaboost,rf,et,BayesianRidge,mean
p8_F,0.4267406461445291,0.6392104515560622,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,0.0007216592271811635,12.531109907083897,3.7284092996310215e-05,0.001153725703540934,0.0014083784709133995,2.1627467082234016e-06,0.09560955778138702,0.019642221759109176
p8_S,7.563795588789833e-06,23.450704396851403,0.33250144670847137,0.0010546874557634796,0.01574599365171944,4.2720907125774486e-07,0.23049688753773676,0.11595988851255246
p8_W,0.01373630431692769,6.394749088761225,0.03812085379320675,0.0,0.0007714613021135306,5.406867751788665e-07,0.2244120793201505,0.05266098702044919
p8_Y,0.26729883243280006,1.2506920094496332,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,3.769934838434386e-05,19.411478366035524,0.009744169723904938,0.004720290681000415,0.010759959310157977,1.7438813471811868e-06,0.12268629714500252,0.029582492148282607
p9_MAT,0.23226063106358036,1.4523975907298297,0.0,0.0,0.0,0.0,0.0,0.0
p10_Y,0.000835364321058415,12.20849280183797,1.1274809149641811e-05,0.001172118478968735,0.013229003161092023,5.837745562950163e-05,0.2728571587339137,0.057465586527750724
p11_L,3.792940524319578e-17,125.0672220988558,1.0,0.04540416056090553,0.5702244568818037,4.030367155615367e-05,0.0730027131856859,0.3377343268599902
p11_Q,0.01373630431692769,6.394749088761225,0.03812085379320675,0.0,0.0007714613021135306,5.406867751788665e-07,0.2244120793201505,0.05266098702044919
p11_T,3.769934838434386e-05,19.411478366035524,0.009744169723904938,0.004720290681000415,0.010759959310157977,1.7438813471811868e-06,0.12268629714500252,0.029582492148282607
p11_V,5.872710149450016e-05,18.333537046016385,6.891541600137358e-05,0.0014568931191389842,0.0012171858060310865,2.7234587712448238e-06,0.15561457224108963,0.03167205800820646
p12_P,0.00018933605837106053,15.562669986967617,0.01872319856567066,0.0016793639232682504,0.027576714112055544,5.7367013729180446e-05,0.034134815544212826,0.01643429183178729
p13_GAP,8.285216802470702e-05,17.507489016694134,0.01872319856567066,0.0016793639232682504,0.027576714112055544,5.7367013729180446e-05,0.034134815544212826,0.01643429183178729
p13_I,0.6349961354316962,0.22735844763433502,0.0,0.0,0.0,0.0,0.0,0.0
p13_L,0.31310893905674964,1.0325562616903932,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,0.009626414497666906,7.092407573296401,0.0006086560963684607,0.0,0.03154652198861518,2.106007373274967e-06,0.08566850862250773,0.02356515854297293
p13_V,0.6943446642153797,0.1557204673345408,0.0,0.0,0.0,0.0,0.0,0.0
p14_GAP,8.20361553515562e-06,23.241473033042503,0.0330610768229557,0.0007693976736433098,0.01880350659411175,0.003988034458607097,0.09304046523726213,0.029932496157315996
p14_I,0.6349961354316962,0.22735844763433502,0.0,0.0,0.0,0.0,0.0,0.0
p14_T,0.8225126414817109,0.05070149089968462,0.0,0.0,0.0,0.0,0.0,0.0
p14_V,0.5774695399991459,0.31330866398784774,0.0,0.0,0.0,0.0,0.0,0.0
p14_Y,7.563795588789833e-06,23.450704396851403,0.33250144670847137,0.0010546874557634796,0.01574599365171944,4.2720907125774486e-07,0.23049688753773676,0.11595988851255246
p15_D,0.9406302606338697,0.0055874979797995925,0.0,0.0,0.0,0.0,0.0,0.0
p15_G,0.01373630431692769,6.394749088761225,0.03812085379320675,0.0,0.0007714613021135306,5.406867751788665e-07,0.2244120793201505,0.05266098702044919
p15_K,8.762482682601809e-11,58.5061902050444,0.00010588803917160975,0.0001501271616182353,0.1143358877894316,0.00010770928056000453,0.07147158439818643,0.03723423933379357
p15_N,0.8610580694483577,0.030864286868782575,0.0,0.0,0.0,0.0,0.0,0.0
p15_Q,0.014224360204128489,6.326946180031354,3.627363623927552e-06,0.0,0.0002428259566827193,0.0,0.051665697900550776,0.010382430244171485
p15_S,0.0009150183188159332,12.008571295357013,0.0019123751711091334,0.0005659938819852174,0.0044369101213186475,4.645900254775261e-06,0.03879569525110481,0.009143124065154516
p15_T,0.000987581657602944,11.841583631991412,0.0008732752233957356,0.009135001436607426,0.022505530353533067,4.090529097108606e-05,0.2806314566507879,0.06263723379105904
p15_V,0.17468546050389888,1.8808117531258308,0.0,0.0,0.0,0.0,0.0,0.0
p17_G,0.10871345833240244,2.640756023068048,0.0,0.0,0.0,0.0,0.0,0.0
p17_I,4.884513662185192e-08,37.53391982346922,0.00011494302604629546,0.0,0.01420541086793468,0.00010496581117358046,0.004082745736481488,0.0037016130883272087
p17_K,0.005358617573456764,8.269281614120288,1.663843438102209e-05,0.0005709041980331747,0.001382942629645143,1.0680233758794081e-07,0.08651984845473266,0.017698088103825917
p17_L,0.17543435009909183,1.874205594977016,0.0,0.0,0.0,0.0,0.0,0.0
p17_Q,0.007461405090697024,7.600159307695875,0.0019462215938185938,0.0,8.56049170099767e-06,3.395972662874306e-07,0.11200040782086926,0.022791105900731027
p17_R,0.4985697044304661,0.4628539116076292,0.0,0.0,0.0,0.0,0.0,0.0
p17_S,3.8867716314609407e-05,19.3367484227723,0.001088358050824904,0.008633118807451474,0.014814854757267728,9.044822637647651e-07,0.14530522771664786,0.03396849276289114
p17_T,0.12878317205963727,2.3634174318879193,0.0,0.0,0.0,0.0,0.0,0.0
p17_VN,0.6005611253962828,0.27669680352408266,0.0,0.0,0.0,0.0,0.0,0.0
p18_S,4.699650543950759e-19,151.21250469317138,0.25256981088410274,0.12756320825605275,0.36945231201982554,0.00011409489361686477,0.22362352815223335,0.19466459084116625
p18_T,0.00015629488537817005,16.009064982744412,0.0013357389246604348,0.0011140035274266357,0.0006375586997517831,9.625641223324286e-05,0.006873359385503326,0.0020113833899150844
p19_G,8.20361553515562e-06,23.241473033042503,0.0330610768229557,0.0007693976736433098,0.01880350659411175,0.003988034458607097,0.09304046523726213,0.029932496157315996
p19_K,0.01373630431692769,6.394749088761225,0.03812085379320675,0.0,0.0007714613021135306,5.406867751788665e-07,0.2244120793201505,0.05266098702044919
p19_N,0.08610702293792145,3.0317489751036732,0.0,0.0,0.0,0.0,0.0,0.0
p19_S,0.04698628669718838,4.091131019047506,0.10248885917741526,0.0,0.021773414275576494,0.00017102511528473068,0.1416349520752971,0.05321365012871472
p19_T,0.5774695399991459,0.31330866398784774,0.0,0.0,0.0,0.0,0.0,0.0
p19_V,0.10871345833240244,2.640756023068048,0.0,0.0,0.0,0.0,0.0,0.0
p20_L,0.6995686894021307,0.15016692722354977,0.0,0.0,0.0,0.0,0.0,0.0
p20_P,0.10871345833240244,2.640756023068048,0.0,0.0,0.0,0.0,0.0,0.0
p20_T,7.563795588789833e-06,23.450704396851403,0.33250144670847137,0.0010546874557634796,0.01574599365171944,4.2720907125774486e-07,0.23049688753773676,0.11595988851255246
p20_V,0.001454237323392614,11.002342367677167,0.00044840443664554206,0.0017171957850909913,0.006106657917823172,8.906643731181128e-05,0.04554638981435739,0.010781542878245782
p20_Y,0.6349961354316962,0.22735844763433502,0.0,0.0,0.0,0.0,0.0,0.0
p21_V,8.20361553515562e-06,23.241473033042503,0.0330610768229557,0.0007693976736433098,0.01880350659411175,0.003988034458607097,0.09304046523726213,0.029932496157315996
p22_R,2.6657901041335174e-22,204.16360793397868,0.04857838907173927,0.3427884402488501,0.635306838552755,0.003987500775987744,0.323537352774999,0.2708397042848662
p23_G,0.0002069025254684169,15.357153303013943,0.0002490605253417734,1.1000219041394988e-05,0.055119626420461414,0.00011741703780278353,0.06264872684359969,0.02362916620924941
p23_S,0.0037428481079877112,9.006185067975393,0.00015113960853238725,0.003909294637268641,0.040594427424182705,1.2983153363207645e-06,0.13035352337022357,0.03500193667110872
p25_W,9.134674737992158e-17,120.22288618333774,1.0,0.04540416056090553,0.5702244568818037,4.030367155615367e-05,0.0730027131856859,0.3377343268599902
p25_Y,0.07450085804769423,3.2795584745148543,0.0,0.0,0.0,0.0,0.0,0.0
p26_E,2.571846084141812e-12,72.02965997446779,0.428655901705114,0.024420220232731712,0.15408041954648413,5.465272816114177e-07,0.17831382254368253,0.1570941821110588
p26_L,0.4925509881362402,0.47600617405894413,0.0,0.0,0.0,0.0,0.0,0.0
p27_G,8.285216802470702e-05,17.507489016694134,0.01872319856567066,0.0016793639232682504,0.027576714112055544,5.7367013729180446e-05,0.034134815544212826,0.01643429183178729
p27_V,0.4925509881362402,0.47600617405894413,0.0,0.0,0.0,0.0,0.0,0.0
p27_Y,0.0005743997303695339,13.037868915252623,0.00017277487153161058,0.0,0.007255846992860022,7.476163631359844e-07,0.13909431137246472,0.029304736170643896
p28_TE,0.22695605036990998,1.486214412783095,0.0,0.0,0.0,0.0,0.0,0.0
p29_Q,7.563795588790036e-06,23.450704396851332,0.33250144670847137,0.0010546874557634796,0.01574599365171944,4.2720907125774486e-07,0.23049688753773676,0.11595988851255246
p30_H,0.3550140238958238,0.8670712835030273,0.0,0.0,0.0,0.0,0.0,0.0
p30_T,0.5101550947783653,0.43828783872943156,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.8349606427653751,0.043736595397307,0.0,0.0,0.0,0.0,0.0,0.0
p31_Y,8.20361553515562e-06,23.241473033042503,0.0330610768229557,0.0007693976736433098,0.01880350659411175,0.003988034458607097,0.09304046523726213,0.029932496157315996
p32_L,0.008234250854705472,7.402975182243521,0.0007054631221959504,0.01220605287293598,0.019858780946692748,5.7283600468790156e-05,0.03072176121542915,0.012709868351544524
p33_G,0.4089301890885553,0.6902939245577295,0.0,0.0,0.0,0.0,0.0,0.0
p33_V,0.057514371700776,3.731154207398311,0.0,0.0,0.0,0.0,0.0,0.0
p34_E,0.0021140524556944235,10.203065925453823,0.003693331772407737,0.0,0.0011139363376005084,9.345201050123889e-08,0.022468372671251655,0.00545514684665408
p34_N,0.7721883715650064,0.08447929931029287,0.0,0.0,0.0,0.0,0.0,0.0
p34_P,0.0001792929614257689,15.689231358957022,0.01872319856567066,0.0016793639232682504,0.027576714112055544,5.7367013729180446e-05,0.034134815544212826,0.01643429183178729
p34_S,0.6303533507252016,0.23366032027990435,0.0,0.0,0.0,0.0,0.0,0.0
p35_M,2.060179368989985e-06,26.87595338426828,0.08353169147698035,0.0007743321987193203,0.0036836146135025938,3.957025398203371e-05,0.01394588201132217,0.020395018110901296
p35_P,0.00046960218318701423,13.488701618618855,0.0060120245325399595,0.002465850511558299,0.03626357710292899,0.0036103879906439432,0.0607495865075056,0.02182028532903536
p35_Q,0.6349961354316962,0.22735844763433502,0.0,0.0,0.0,0.0,0.0,0.0
p35_R,7.563795588789833e-06,23.450704396851403,0.33250144670847137,0.0010546874557634796,0.01574599365171944,4.2720907125774486e-07,0.23049688753773676,0.11595988851255246
p35_S,0.9406302606338697,0.0055874979797995925,0.0,0.0,0.0,0.0,0.0,0.0
p35_V,0.0016800300270355386,10.692576598449241,2.874292003508071e-06,0.0,0.0015094321254651133,2.2528612198144653e-07,0.1651837073878884,0.0333392478182958
p36_G,0.648331960935679,0.20984037314071502,0.0,0.0,0.0,0.0,0.0,0.0
p36_S,0.5774695399991459,0.31330866398784774,0.0,0.0,0.0,0.0,0.0,0.0
p36_W,0.46007939209655135,0.5518626358775556,0.0,0.0,0.0,0.0,0.0,0.0
p37_I,0.648331960935679,0.20984037314071502,0.0,0.0,0.0,0.0,0.0,0.0
p37_K,0.18966145361827408,1.754668794954772,0.0,0.0,0.0,0.0,0.0,0.0
p37_L,0.5774695399991459,0.31330866398784774,0.0,0.0,0.0,0.0,0.0,0.0
p37_MF,0.3737953829735746,0.8013732567333703,0.0,0.0,0.0,0.0,0.0,0.0
p37_Q,0.03429951773936262,4.662909184882385,0.0002321850894510562,0.0,0.00018443552292167047,1.4685321418341864e-07,0.004572286443567952,0.0009978107818309726
p37_V,7.563795588789833e-06,23.450704396851403,0.33250144670847137,0.0010546874557634796,0.01574599365171944,4.2720907125774486e-07,0.23049688753773676,0.11595988851255246
p38_Y,6.294494805458536e-11,59.715277050129,0.004179301122236616,0.08723799683430859,0.02759203154142569,2.019231134674766e-06,0.45431360069813853,0.11466498988544882
p39_H,3.769934838434386e-05,19.411478366035524,0.009744169723904938,0.004720290681000415,0.010759959310157977,1.7438813471811868e-06,0.12268629714500252,0.029582492148282607
p39_K,0.3367034236709834,0.9359382812945319,0.0,0.0,0.0,0.0,0.0,0.0
p39_M,0.4586038231814896,0.5555164213783049,0.0,0.0,0.0,0.0,0.0,0.0
p39_NT,0.6087732985855853,0.2643748138218777,0.0,0.0,0.0,0.0,0.0,0.0
p39_R,0.26112692340685695,1.2837376154298805,0.0,0.0,0.0,0.0,0.0,0.0
p39_S,0.0068092003133866565,7.784001073710486,0.0006227394600707235,0.0,0.00036638413879860464,1.7522253604813318e-06,0.0707817433410954,0.014354523833065042
p39_Y,4.9667014823814763e-14,88.91143083774607,0.17324408347012585,7.732943825814872e-05,0.1366669274003049,3.923983496313513e-05,0.18632527472171767,0.09927057097307393
p40_FC,0.46189284688730237,0.5473978068314875,0.0,0.0,0.0,0.0,0.0,0.0
p40_G,0.5774695399991459,0.31330866398784774,0.0,0.0,0.0,0.0,0.0,0.0
p40_I,0.2530589106512353,1.3284485478455406,0.0,0.0,0.0,0.0,0.0,0.0
p40_L,0.0002251690932725855,15.161772357291193,0.01722624842482497,0.0037980044737479426,0.05267611485644109,4.2175232680124254e-05,0.00560536467640534,0.015869581532819893
p40_M,0.0755134276450618,3.256299091739666,0.0,0.0,0.0,0.0,0.0,0.0
p40_V,0.2078415214462931,1.61655843882026,0.0,0.0,0.0,0.0,0.0,0.0
p41_M,0.4925509881362402,0.47600617405894413,0.0,0.0,0.0,0.0,0.0,0.0
p41_Q,2.0336713921369534e-24,245.4398745822379,1.0,0.04540416056090553,0.5702244568818037,4.030367155615367e-05,0.0730027131856859,0.3377343268599902
p41_T,3.769934838434386e-05,19.411478366035524,0.009744169723904938,0.004720290681000415,0.010759959310157977,1.7438813471811868e-06,0.12268629714500252,0.029582492148282607
p41_V,0.3192368616801966,1.0065473840463128,0.0,0.0,0.0,0.0,0.0,0.0
p42_C,0.3192368616801966,1.0065473840463128,0.0,0.0,0.0,0.0,0.0,0.0
p42_G,0.09575146869312999,2.852413430362396,0.0,0.0,0.0,0.0,0.0,0.0
p42_S,0.0005085020517732793,13.310192847387848,0.00023254889566506914,9.302759105626504e-05,0.015765598479224707,5.544624378832578e-05,0.06609782235093005,0.016448888712132882
p42_T,1.0338646582411112e-05,22.648405591637037,0.00020643052093125878,0.0021043341988686137,0.013478074643534465,1.474369656646642e-06,0.14399927749446334,0.031957918245490866
p43_C,0.3192368616801966,1.0065473840463128,0.0,0.0,0.0,0.0,0.0,0.0
p43_F,0.40736102859168255,0.694954064307268,0.0,0.0,0.0,0.0,0.0,0.0
p43_I,0.00762032713261154,7.557914476794002,6.0280416560424865e-05,0.0,0.0019762836323858612,9.56212991029064e-07,0.08485975683904189,0.017379455420195842
p43_V,0.0040323389212404736,8.85223443575808,0.0005237745576290483,0.0010674372687721875,0.012546769853732,1.5394554928590502e-06,0.14279185958514146,0.031386276144153506
p44_W,7.563795588789833e-06,23.450704396851403,0.33250144670847137,0.0010546874557634796,0.01574599365171944,4.2720907125774486e-07,0.23049688753773676,0.11595988851255246
p44_Y,8.20361553515562e-06,23.241473033042503,0.0330610768229557,0.0007693976736433098,0.01880350659411175,0.003988034458607097,0.09304046523726213,0.029932496157315996
p45_M,0.30048230878908266,1.0883324948500224,0.0,0.0,0.0,0.0,0.0,0.0
p46_G,2.0336713921369534e-24,245.4398745822379,1.0,0.04540416056090553,0.5702244568818037,4.030367155615367e-05,0.0730027131856859,0.3377343268599902
p46_I,0.0007259356102726567,12.518048123930953,0.0006595701230476677,0.0,0.008278949632957928,1.5744995388927816e-06,0.005001081040170081,0.002788235059142914
p46_L,0.9406302606338697,0.0055874979797995925,0.0,0.0,0.0,0.0,0.0,0.0
p46_V,0.047394811196153276,4.075595741325942,0.0007770085319855008,0.0,0.0002740002069019489,5.106485719407185e-07,0.1276873781851725,0.02574777951452638
p47_I,0.529014265589773,0.4003220517612822,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,0.5159577634116526,0.4263447231265929,0.0,0.0,0.0,0.0,0.0,0.0
p47_MS,0.8471725090660756,0.03742408760494066,0.0,0.0,0.0,0.0,0.0,0.0
p48_L,3.9323234126582795e-05,19.30823982598427,0.014938489398928136,0.0015734881199725341,0.036552972213297556,0.0037893935516034477,0.010615017394454463,0.013493872135651227
p48_V,8.285216802470702e-05,17.507489016694134,0.01872319856567066,0.0016793639232682504,0.027576714112055544,5.7367013729180446e-05,0.034134815544212826,0.01643429183178729
p49_I,3.869017458712551e-05,19.347953457850178,0.0008292352112716436,0.0004483761585234867,0.024333342331428358,3.244119948949734e-06,0.0025394382125363316,0.005630727206741753
p49_V,3.7853992514953875e-05,19.401450872873045,0.0023629631925102374,0.0077967966714146885,0.012149377368834592,3.3342349795037865e-06,0.24365134314472756,0.05319276292249332
p50_C,0.2870096047373145,1.1513284664029504,0.0,0.0,0.0,0.0,0.0,0.0
p50_F,6.601584077656321e-05,18.05166074065156,0.0049648718678310545,0.0010521470731393095,0.014284195233656273,0.0002516128843164034,0.20197941854380125,0.04450644912054886
p50_I,0.040795722094796906,4.346142292429826,0.001830055784495262,0.0,0.005975374433473238,4.1519394019913785e-06,0.14519004397029953,0.030599925225534
p50_L,0.1162774539032292,2.5299211352427595,0.0,0.0,0.0,0.0,0.0,0.0
p50_M,0.10594512023509671,2.683502570671733,0.0,0.0,0.0,0.0,0.0,0.0
p50_S,0.3192368616801966,1.0065473840463128,0.0,0.0,0.0,0.0,0.0,0.0
p50_V,0.012734488499464973,6.54225631305276,0.004811614063297116,0.002749795441657184,0.002548283929122535,0.00027072545100035824,0.21111451933773004,0.04429898764456145
p51_F,0.40736102859168255,0.694954064307268,0.0,0.0,0.0,0.0,0.0,0.0
p51_G,0.6349961354316962,0.22735844763433502,0.0,0.0,0.0,0.0,0.0,0.0
p51_I,0.2100525818676558,1.6007531804740247,0.0,0.0,0.0,0.0,0.0,0.0
p51_L,0.08376316065968098,3.078702879050979,0.0,0.0,0.0,0.0,0.0,0.0
p51_T,0.17458762179600956,1.8816772694256219,0.0,0.0,0.0,0.0,0.0,0.0
p51_V,2.3869590438311915e-05,20.539498272033068,0.0007017206518885137,0.0002601516817204194,0.0038214817139439333,5.681965934810456e-05,0.06260411475651394,0.013488857692682982
p52_S,7.563795588789833e-06,23.450704396851403,0.33250144670847137,0.0010546874557634796,0.01574599365171944,4.2720907125774486e-07,0.23049688753773676,0.11595988851255246
p53_F,0.00036009005851624803,14.088039060546725,0.004749671557039778,0.0,0.0016164524908817864,0.0,0.08912803796781958,0.01909883240314823
p53_L,0.22568754911829694,1.494444606850669,0.0,0.0,0.0,0.0,0.0,0.0
p53_T,1.0160542890561298e-14,96.26666342946639,0.0007761329225225754,0.0,0.001990046927653098,0.00010650941668589103,0.05494735841582922,0.011564009536538158
p53_V,0.0005099925223932073,13.303637758725133,3.3955451412579847e-06,0.0022201197387688126,0.01947344704222702,5.940874315545932e-07,0.052603060037780314,0.014860123290269792
p54_P,0.00073112537668563,12.502303302076445,0.00011459966513974464,0.0038101064750116352,0.00017181071164598454,0.003065253811124341,0.286799775111382,0.05879230915486074
p54_S,0.6349961354316962,0.22735844763433502,0.0,0.0,0.0,0.0,0.0,0.0
p55_L,2.9547078446183515e-18,139.8575973378565,0.30810710509710243,0.03379639435244653,0.2649253267451698,5.056420503977097e-05,0.1453035729709862,0.15043659267414894
p55_T,7.563795588789833e-06,23.450704396851403,0.33250144670847137,0.0010546874557634796,0.01574599365171944,4.2720907125774486e-07,0.23049688753773676,0.11595988851255246
p55_V,0.1645552397239417,1.9735722675172618,0.0,0.0,0.0,0.0,0.0,0.0
p57_F,0.0006770316294995072,12.672417711673651,0.00013595780813707505,0.0,0.05296756364349169,1.2015252512180535e-07,0.06737298385559087,0.024095325091948956
p57_G,0.00011609420642370485,16.707026605332754,5.2790902259507654e-05,0.004640529848021327,0.004283358691980929,1.226557722896946e-06,0.03179786681374375,0.008155154562745681
p57_I,0.6349961354316962,0.22735844763433502,0.0,0.0,0.0,0.0,0.0,0.0
p57_L,0.3192368616801966,1.0065473840463128,0.0,0.0,0.0,0.0,0.0,0.0
p57_V,0.6770114172728359,0.17499263748219934,0.0,0.0,0.0,0.0,0.0,0.0
p58_L,1.070488737155028e-18,146.05309240779098,0.002072512418756287,0.3760171902895112,0.6520704694962639,3.642876678985035e-05,0.2835870232030379,0.26275672483487184
p58_M,0.6983560054099953,0.15144573504067718,0.0,0.0,0.0,0.0,0.0,0.0
p58_V,0.10871345833240244,2.640756023068048,0.0,0.0,0.0,0.0,0.0,0.0
p59_V,8.285216802470702e-05,17.507489016694134,0.01872319856567066,0.0016793639232682504,0.027576714112055544,5.7367013729180446e-05,0.034134815544212826,0.01643429183178729
p60_L,0.4925509881362331,0.4760061740589493,0.0,0.0,0.0,0.0,0.0,0.0
p60_V,0.8225126414817109,0.05070149089968462,0.0,0.0,0.0,0.0,0.0,0.0
p61_F,0.07171153749314739,3.345469462990246,0.0,0.0,0.0,0.0,0.0,0.0
p61_I,5.189832741548173e-09,44.5223694494867,0.000267741710974172,0.0009604162320734143,0.003147873398557148,5.9665770586202085e-05,0.014905774107323777,0.003868294243902943
p61_L,0.9635293416042148,0.0021060238512168312,0.0,0.0,0.0,0.0,0.0,0.0
p61_V,0.9980788452642323,5.839724749879825e-06,0.0,0.0,0.0,0.0,0.0,0.0
p61_W,0.10871345833240244,2.640756023068048,0.0,0.0,0.0,0.0,0.0,0.0
p61_Y,7.612466575694651e-05,17.7098695551873,0.0010382856544908683,0.0005191575111045349,0.00013426589886108537,2.3059950586640755e-05,0.07343896567109238,0.015030746937227103
p62_C,0.4925509881362402,0.47600617405894413,0.0,0.0,0.0,0.0,0.0,0.0
p62_V,0.18268125314676595,1.81194314482579,0.0,0.0,0.0,0.0,0.0,0.0
p64_F,0.6737708329546281,0.1787425144562003,0.0,0.0,0.0,0.0,0.0,0.0
p64_I,0.7297221797161237,0.12033965521608908,0.0,0.0,0.0,0.0,0.0,0.0
p64_L,0.15847292171486457,2.032526121391913,0.0,0.0,0.0,0.0,0.0,0.0
p64_M,0.011697092635611393,6.708484321402983,0.005178455850308978,0.00145799670250782,0.03153174513699828,1.9182696480531186e-06,0.10172578217514813,0.02797917962692225
p64_V,0.016219936154031958,6.073155362581123,6.563125138955992e-05,0.0008397562535720765,0.01437717480354712,3.566779641890956e-05,0.18744040955100147,0.040551727931185826
p65_H,0.014224360204128489,6.326946180031354,3.627363623927552e-06,0.0,0.0002428259566827193,0.0,0.051665697900550776,0.010382430244171485
p65_K,0.019104858432331874,5.759333366773067,0.0031314998642612887,0.01575599244369224,0.023221581130164717,0.0002225731502367863,0.011498869146138202,0.010766103146898647
p65_Q,0.0445679239720107,4.18618637783165,0.020016287523710295,0.0,0.0042734911127018495,1.735537636921945e-07,0.015993570819547893,0.008056704601944745
p65_R,0.4864548132059441,0.4896075114680568,0.0,0.0,0.0,0.0,0.0,0.0
