feature,rf,BayesianRidge,gbc,lgbm,xgb,mean
65,0.12616685354046442,0.1302535138830533,0.14643492878895845,0.05263157894736842,1.68242684139841e-06,0.0910977115173372
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0028070343465912465,1.0,0.10447773650327356,0.0,0.00015491334488615394,0.22148793683895024
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.187414168377942,0.5571274251706038,0.021004358456445466,0.0,5.8338194719453895e-08,0.15310920206863718
70,0.11456998281043913,0.16980752937832802,0.04493143710285259,0.0,7.629470246683923e-07,0.06586194244772889
71,0.05615835359651625,0.1054502821445029,0.024306291924203527,0.0,0.0041943881660699844,0.03802186316625853
72,0.0,0.1728185298626375,0.18161862388428107,0.21052631578947367,0.0,0.11299269390727844
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.04982967563067147,0.075408512939455,0.04370008865847504,0.0,6.236889021238312e-05,0.033800129223762784
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.03751743134043196,0.5039841306381021,0.004662285695484658,0.0,0.0012593261199072003,0.10948463475878518
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.24576104633047746,0.258594698353617,0.10028427935743116,0.0,0.0,0.12092800480830512
80,0.5248109323915656,0.24177864166392946,0.021782508932232526,0.0,9.211229553329758e-06,0.1576762588434562
81,0.06411575231011536,0.2335099348650325,0.009639968383289026,0.03508771929824561,0.0038693498354405165,0.06924454493842461
82,0.014032015004530596,0.2864796929736939,0.00041082589090656014,0.0,0.00045560585567727685,0.06027562794496168
83,0.07063689629589642,0.23572425029960284,3.396535082131051e-05,0.0,0.0,0.061279022389264116
84,0.191505833777876,0.4645167315710558,0.1698511536697366,0.7894736842105263,0.00048478555982001126,0.32316643775780296
85,0.013354819147092372,0.27363376853313176,0.10995221436742637,0.10526315789473684,0.0046943179331719875,0.10137965557511186
86,0.151084299853601,0.7759972066805376,0.06256731677372328,0.0,0.03920936957001686,0.20577163857557576
87,0.05040080014939792,0.20429189831321723,0.014813698461484838,0.03508771929824561,0.0,0.06091882324446912
88,0.042446587952264137,0.3240061909856953,0.024979826290816687,0.3157894736842105,0.004360580816864967,0.14231653194597033
89,0.07355422911622768,0.390003950491823,0.043600750907336595,0.017543859649122806,0.12498445808887482,0.12993744965067697
90,0.16162403800362254,0.2731541286271159,0.14226414984921812,0.02631578947368421,0.0,0.12067162119072813
91,0.33177718064345196,0.21423607516319837,0.2894561868584759,0.0,0.0,0.16709388853302526
92,0.07132890195295664,0.321877831126007,0.05877463160993218,0.15789473684210525,3.623554079013047e-08,0.12197522755330836
93,0.09289782193713045,0.06224481920089026,9.19767227716469e-05,0.10526315789473684,2.3227794372360222e-05,0.05210420070998031
94,0.07913247866661234,0.34044673840603173,0.23090347381099882,0.07017543859649122,0.0024680180940777063,0.14462522951484236
95,0.21459803835896898,0.6478859719259291,0.2698038513561413,0.8421052631578947,0.052202850580215454,0.40531919507582986
96,0.00029240678491399767,0.26688547393846657,1.725468895028554e-06,0.0,0.0,0.05343592123845512
97,0.030056969383116458,0.510216326778688,0.0018756073892684693,0.07017543859649122,0.00550210103392601,0.12356528863629804
98,0.10757516049718907,0.36776645618741244,0.003287083210212798,0.10526315789473684,0.0010632743360474706,0.11699102642511972
99,0.018458427490222466,0.18898939862652472,0.0040266509383442796,0.22807017543859648,0.00924146082252264,0.08975722266324213
100,0.12622030719464672,0.23439572197948838,0.31295013699733776,0.0,0.0804617777466774,0.15080558878363007
101,0.06949586956676408,0.19213404384804741,0.0007309513078929182,0.07894736842105263,3.3523443221383786e-07,0.06826171367563785
102,0.12968684204789468,0.38812021066595176,0.11960783881646699,0.0,0.3749474585056305,0.20247247000718877
103,0.10093533650592583,0.47153001319125437,0.03892481624524427,0.0,0.032752037048339844,0.12882844059815285
104,0.040144357162039686,0.5929721459022651,0.02663129682871383,0.5263157894736842,0.000421542878029868,0.23729702644894654
105,0.02040431009333125,0.2852980456601444,0.0050038550475341404,0.21052631578947367,8.787401020526886e-05,0.10426408012013774
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.03936517008705653,0.15994917493323957,0.0030076593540215584,0.0,4.7569824346282985e-06,0.04046535227135046
108,0.10290726591885989,0.2840739525202715,0.0029263130343138944,0.0,0.0,0.07798150629468906
109,0.0411432789953937,0.39804415857691056,0.015046967148510634,0.0,9.648106060922146e-05,0.09086617715628482
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.047091072041004885,0.20196929400423388,0.004414882031938291,0.0,4.2257347843133175e-08,0.050695058066904976
112,0.036919353225321125,0.6414312295651589,0.026720684113769322,0.10526315789473684,0.009561490267515182,0.16397918301330028
113,0.10570539199581282,0.31913821918513635,4.136447562193898e-09,0.0,0.0,0.08496872306347934
114,0.016016978717786925,0.27507203587808804,0.003194690020449898,0.21052631578947367,0.0,0.10096200408115971
115,0.11375013770658927,0.42270576061424936,0.04768298938241936,0.0,0.0030008074827492237,0.11742793903720143
116,0.044743085700627606,0.4528846456086355,0.06004546730153763,0.06315789473684211,0.007138004060834646,0.1255938194816955
117,0.14135094469598286,0.5473915831345886,0.0485610066384878,0.0,0.004120735451579094,0.14828485398412766
118,0.0034432972023621744,0.0006849787632329514,3.832664237238122e-06,0.0,0.0,0.0008264217259664726
119,0.031150843394960864,0.2908249324038206,0.03748486932343705,0.0,0.0006475973641499877,0.0720216484972737
120,0.08115020605604564,0.23897266981802878,0.00035060765817359246,0.0,0.0,0.0640946967064496
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.6556595859538913,0.6556809397834932,0.6581886670289219,0.42105263157894735,0.002004314912483096,0.4785172278515473
123,0.04724654593438031,0.17591213842693088,0.004590808840154425,0.02631578947368421,0.0005870470777153969,0.050930465950573045
124,0.2522397302882868,0.33839650251712083,0.10257231392701097,0.0,0.00012604729272425175,0.13866691880502854
125,0.5047357773440878,0.20793320297326226,0.6275989400780037,0.38596491228070173,1.0,0.5452465665352111
126,0.12945899365559096,0.44595202574082204,0.3079750184973004,0.0,0.004371169954538345,0.17755144156965036
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.18660077979766948,0.2279872085019017,0.046520548518480635,0.0,0.0,0.09222170736361038
129,0.01406199723324844,0.1977668078628352,0.10671810109002138,0.0,2.4627643142594025e-06,0.06370987379008386
130,0.18688836832490985,0.15509101049685858,0.00044653700351719895,0.0,1.995791762965382e-06,0.06848558232340972
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.08731143013646858,0.24359002206013253,0.3533100133752248,0.0,0.0,0.1368422931143652
133,0.05894678619548523,0.252116389723225,0.04293138109759351,0.08421052631578947,5.541476275539026e-05,0.0876520996189697
134,0.0,0.1728185298626375,0.18161862388428107,0.21052631578947367,0.0,0.11299269390727844
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.026829013481222356,0.05606944574793123,0.009166616438892885,0.0,3.521271878526022e-07,0.018413085559046867
137,0.011611274502624882,0.03718480426653194,0.009650281369789734,0.0,0.0,0.01168927202778931
138,0.014870335299380784,0.27371482513975937,0.00011040410402269642,0.0,0.0,0.057739112908632574
139,0.7621092731360961,0.4249611007826132,4.949531224761725e-05,0.10526315789473684,7.20802418072708e-05,0.2584910214735002
140,0.05303854206772901,0.18347716890936502,4.001130397747535e-05,0.0,0.0,0.0473111444562143
141,0.1194835672951303,0.2648461319450194,0.13501827223290508,0.0,0.0,0.10386959429461096
142,0.06573022884328586,0.30906856237085045,0.00018392903059955565,0.0,0.0,0.07499654404894716
143,0.0969134235515219,0.2237689461750759,0.0003138392596673827,0.10526315789473684,5.435558705357835e-07,0.08525198208737451
144,0.005546434857522253,0.18301971717515225,0.047434676943942634,0.0,6.180460331961513e-05,0.04721252671598735
145,0.3074713307520531,0.14690585463295297,0.0928571680063617,0.0,0.0,0.10944687067827355
146,0.014811174203602024,0.1250704930313457,4.267210641640103e-06,0.0,0.0,0.027977186889117878
147,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.01211688886703638,0.2592344377738154,0.02733563306242311,0.21052631578947367,2.784073330985848e-05,0.10184822324521167
150,0.0195371743139939,0.2830820097417167,0.02242407222603137,0.0,8.851594429870602e-06,0.06501042157523437
151,0.03417452742476221,0.4095604116402955,0.0010047062373570114,0.10526315789473684,0.00028242470580153167,0.11005704558059062
152,0.11236607763447237,0.33216582237319214,0.029676282763093212,0.03508771929824561,0.003072775434702635,0.1024737355007412
153,0.0,0.0,0.0,0.0,0.0,0.0
154,0.012289299208732824,0.5056035110290473,0.010930177098944458,0.3157894736842105,0.00070123904151842,0.16906274001249072
155,0.023580887268802638,0.23685747588981385,0.010868783931882316,0.0,6.930371000635205e-06,0.05426281549229989
156,0.18145147413210094,0.21938455665071652,0.1433058037019953,0.02631578947368421,0.0,0.1140915247916994
157,0.02733340491985994,0.4614133716776675,0.03166907958161119,0.10526315789473684,0.00018427948816679418,0.12517265871240843
158,0.0061529522512333195,0.2639845559484146,0.0001268115783069065,0.0,0.0,0.05405286395559096
159,0.10191432525024736,0.26639196524211184,0.06747156208156127,0.0,0.0006036616396158934,0.08727630284270727
160,0.02376214482435463,0.18985628636733987,0.011467757517933023,0.0,2.4822102204780094e-06,0.0450177341839696
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.022898431225710527,0.38418379578289774,0.02321098603099491,0.18421052631578946,0.00014767317043151706,0.12293028250516483
163,0.0573655398108986,0.25516828409259623,0.009063470543476395,0.0,0.024780606850981712,0.06927558025959059
164,0.307167233182414,0.17414710939766304,0.012825972592092639,0.0,0.0005018086521886289,0.09892842476487165
165,0.014079892403798212,0.20141851535124444,0.00011622587474476303,0.0,0.007602417375892401,0.044643410201135963
166,0.10951491866970989,0.49777606109426564,0.034942339937071874,0.0,8.626803173683584e-05,0.12846391754655684
167,0.16065238595408515,0.28756579909657815,0.07785080378575818,0.23684210526315788,0.0,0.15258221881991588
168,0.033219462049644696,0.20067988862524527,0.01362138183112689,0.05263157894736842,0.002575238235294819,0.06054550993773602
169,0.030246883623206516,0.5314734815338481,0.008050688217501763,0.0,0.009021623060107231,0.11575853528693272
170,0.023227292943181873,0.2146980795480826,1.1963605027055886e-06,0.0,0.0,0.04758531377035343
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.09172032493600371,0.22772949444733254,0.07758099762220773,0.0,0.005852470640093088,0.08057665752912742
173,0.00553344089781817,0.27710485757108777,0.00233522066749958,0.10526315789473684,0.00019049474212806672,0.07808543435465408
174,0.1537567640093123,0.24708048085205958,0.04642860287080333,0.0,0.0,0.08945316954643504
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.03897597567908301,0.16730497153653562,1.6657352900369158e-05,0.0,0.0,0.0412595209137038
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0341344064011388,0.8230119539772802,0.028730727211186,0.0,0.0005389362340793014,0.17728320476473686
179,0.16413733260105376,0.6556731510647896,0.009516889391054205,1.0,0.0023939725942909718,0.3663442691302377
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.029504862765214693,0.4415113112738517,0.09009070819350613,0.0,0.0003164490917697549,0.11228466626486847
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0434671060909216,0.31354156237101094,0.00021394585285913572,0.14035087719298245,5.048088860348798e-05,0.09952479447927551
184,0.16990980426841581,0.2386819597095115,0.01694194970678454,0.0,0.0,0.08510674273694237
185,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.11913834229408247,0.23340968116753627,0.009058959440037916,0.0,8.47652614766048e-09,0.07232139827563656
189,0.014491412986338263,0.3318056180594084,0.026625024128268924,0.7368421052631579,1.5267625713022426e-05,0.2219558856125773
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.3756479828558145,0.11766588579383055,0.8821066229536146,0.0,7.277453732967842e-07,0.27508424386972663
192,0.010100581954659007,0.4073277544877427,0.09121996888125229,0.15789473684210525,0.004609163384884596,0.13423044111012877
193,0.38584409336874287,0.1917999913366434,0.09301966942475959,0.0,0.22135916352272034,0.17840458353057326
194,0.024774843887165155,0.08714509305213018,0.0458854899750307,0.13157894736842105,1.61339830384577e-08,0.05787687808334603
195,0.051544225716748375,0.2190169559292566,0.22544131503134682,0.05263157894736842,0.0012841084972023964,0.1099836368243845
196,0.06853685934711157,0.1855692303402867,0.010243800419846993,0.06315789473684211,1.725874244584702e-05,0.06550500871730665
197,0.03996919237741833,0.3056580898208496,0.018175235762381097,0.042105263157894736,0.0,0.08118155622370875
198,0.14930993777057258,0.37628259896245864,0.005797090825048682,0.2456140350877193,0.00222857017070055,0.15584644656329993
199,0.059708484702802475,0.0879530310954896,0.0012385089959072522,0.0,0.00018810067558661103,0.029817625093957183
200,0.06465293156027449,0.3165520979315683,0.03508272184795784,0.18421052631578946,0.0,0.12009965553111801
201,4.5634023904493196e-05,0.16966274265200176,0.011196720752821096,0.0,0.0,0.03618101948574547
202,0.11252536566157562,0.20780401880294344,0.023848268493470954,0.0,7.985503316376708e-07,0.06883569030166434
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.13770733160163104,0.15452087270781645,0.03770233443764783,0.0,0.0,0.06598610774941907
205,0.026901591226322786,0.4982850811244578,0.015282913552901345,0.03508771929824561,0.0001545686536701396,0.11514237477111952
206,0.09541169571445957,0.22884876398383316,1.0,0.0,0.0,0.26485209193965853
207,0.07176326710637264,0.31772119185899067,0.0013652743173351246,0.0,2.534169198042946e-06,0.0781704534903793
208,0.07790760045522208,0.17413006293024083,0.001370541844650131,0.0,0.0,0.05068164104602261
209,0.0681898818921623,0.6675678095737465,0.03777167774435122,0.0,2.1317478626770026e-07,0.15470591647700924
210,0.08455879973519248,0.2575974292072861,0.010963465770633769,0.2456140350877193,2.7373755074222572e-05,0.11975222071118119
211,0.1643614166339457,0.05929078677627178,0.031027782975640072,0.0,0.0,0.050935997277171505
212,0.2658893005311038,0.378520157954577,0.3967950688169777,0.0,0.0,0.2082409054605317
213,0.1554983733864244,0.5954756213403318,0.014136314135086944,0.0,0.0031717466190457344,0.15365641109617778
214,0.08400138549174688,0.6203115139046048,0.010563641781671854,0.14035087719298245,0.00011858257494168356,0.17106920018918953
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.02080346175511735,0.1663375658216289,0.004727613926357444,0.03508771929824561,2.090069131099881e-07,0.04539131396165248
217,0.04620557790705311,0.3949248531048151,0.005142595901684477,0.3157894736842105,0.0020511015318334103,0.15282272042591932
218,0.0171598801075233,0.1345749373015509,0.01953891756051338,0.39473684210526316,0.0013987612910568714,0.11348186767318151
219,0.0029411190843428516,0.39197341512204426,0.0013975805533874204,0.0,2.328929667783086e-06,0.07926288873788846
220,0.005248781298073794,0.20355240380571332,0.0010680635942814638,0.05263157894736842,7.648705832252745e-06,0.052501695270253855
221,0.14128327157551182,0.14389310836853605,0.0007409127702096585,0.0,0.0,0.057183458542851506
222,0.001055662931164877,0.17054184367187727,0.017650055585489266,0.14035087719298245,0.0,0.06591968787630278
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.645585950983895,0.4980206681227757,0.049473781870673396,0.34210526315789475,0.21368493139743805,0.3497741191065354
225,0.036861658768346385,0.17137038083628994,0.004490187620612265,0.03508771929824561,2.3794076753347326e-07,0.049562036892852344
226,0.1332593533540895,0.21734235469765562,0.00039458544410257896,0.0,0.0,0.07019925869916954
227,0.06102302091061591,0.41073953447549516,0.020357998299716993,0.07017543859649122,0.0,0.11245919845646386
228,0.05959119421129768,0.3516335665314471,0.013904357606210848,0.0,0.0036305179819464684,0.08575192726618042
229,0.02601814717999348,0.07664348315756568,0.006921786343739341,0.0,0.0,0.0219166833362597
230,0.16238762717342287,0.18569842022953517,0.21889485658236016,0.0,7.277453732967842e-07,0.1133963263461383
231,0.02693210618157042,0.3582798096825794,0.03991492343878824,0.0,0.0,0.0850253678605876
232,0.026877467604051977,0.3043838436479077,0.007439531531484787,0.0,0.002558034146204591,0.06825177538592982
233,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.004349662737636469,0.21662328713426296,0.00316127701502122,0.0,3.243858736823313e-05,0.04483333309485778
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.01453192933493232,0.2043670174919456,0.0020001709190906034,0.0,0.0,0.04417982354919371
238,0.03660397687946955,0.17432389463989093,0.04427118137902751,0.0,0.0,0.0510398105796776
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.1503260990077203,0.028847846082323877,0.01692516479730299,0.0,0.0,0.039219821977469434
242,0.006816405663384305,0.19132147828085008,0.001027913979249577,0.10526315789473684,0.0005065129953436553,0.0609870937627129
243,0.15005123303185974,0.361606240789143,1.2140876445334985e-08,0.0,0.0,0.10233149719237582
244,0.0737635115108839,0.6942723456966888,0.012659592513517854,0.0,4.573560363496654e-05,0.15614823706494513
245,0.0014501227694754294,0.035700930352842476,0.0001324230943261849,0.21052631578947367,3.347127176311915e-06,0.049562627826658816
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.030229961374240433,0.24057239105688122,0.0011262122179061774,0.0,0.007497332990169525,0.05588517952783947
249,0.0720338269238857,0.15795682122253715,0.05792459930318581,0.0,0.0,0.05758304948992173
250,0.00018584606982260197,0.11031732424811559,0.09084932117789422,0.10526315789473684,0.0,0.06132312987811385
251,0.0713081638730363,0.2346301434107607,0.0012180553927355015,0.0,9.117109584622085e-05,0.06144950675447575
252,0.01525078081567111,0.08813510186482347,0.005814503473408712,0.21052631578947367,0.0,0.06394534038867539
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0023132740801318223,0.22253253047561647,0.0016566432851050398,0.0,0.000557058840058744,0.04541190133618241
256,0.15611768307854523,0.41990438418391024,0.04002943186901808,0.5263157894736842,0.0004926081164740026,0.22857197934432633
257,0.06573022884328586,0.30906856237085045,0.00018392903059955565,0.0,0.0,0.07499654404894716
258,0.6020117888359582,0.558428705280215,0.15966921716811458,0.42105263157894735,0.11763312667608261,0.37175909390786355
259,0.16486794920617734,0.17567091534067114,0.22814264314628677,0.2631578947368421,0.0004741763696074486,0.16646271575991695
260,0.0012650405118851493,0.2527847058184802,0.0912176908314947,0.10526315789473684,4.4454871385823935e-05,0.09011500998559654
261,0.031079840903604307,0.4367660878410035,0.22846090532326555,0.0,0.000935141637455672,0.13944839514106583
262,0.06721044175988752,0.3931285072307519,0.006277203651975579,0.0,3.3886078654177254e-07,0.09332329830068031
263,0.02961911976958748,0.07724002982718509,0.006207032081315774,0.0,1.2144943184466683e-06,0.022613479234481357
264,0.30011740997128156,0.595851658948918,0.09429495035867963,0.0,0.0,0.19805280385577584
265,1.0,0.5911120026744945,0.020405600444692397,0.0,0.0,0.3223035206238374
266,0.01863701550261989,0.07966369305052085,0.00721735623051208,0.0,0.00020533852512016892,0.021144680661754598
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.06919629655825439,0.5399685712688176,0.0017894815501580377,0.0,0.00099960807710886,0.12239079149086778
270,0.0560260013168391,0.5307404298667184,0.000772668061052644,0.0,0.0010202513076364994,0.11771187011044934
271,0.051348795627062745,0.26010982990619774,0.012155750744732624,0.05263157894736842,0.00045871592010371387,0.07534093422909305
272,0.01674593266804597,0.14265466466375748,0.0010001022287741133,0.0,0.0,0.032080139912115516
273,0.31878722333853104,0.29167297715253043,0.0018756491346569456,0.0,1.2957657702372671e-07,0.1224671958404591
274,0.08152431348659779,0.14376941315407077,0.0016498059412955873,0.0,7.663872025887031e-08,0.04538872184413688
275,0.0735293594035723,0.3306201465437326,0.07137431236516374,0.10526315789473684,0.0024009174667298794,0.11663757873478708
276,0.07093991731932708,0.13604574863516627,0.00012333269007804297,0.0,1.922310548252426e-05,0.04142564435001079
277,0.24461096151467954,0.057442774487831305,0.001019134978806371,0.15789473684210525,5.816782868350856e-05,0.09220515513042118
278,0.1212580566227174,0.40269068026182336,0.13589255550611315,0.3157894736842105,6.100370342210226e-08,0.19512616541571356
279,0.1777197355049165,0.2658159281784849,0.36021010657173064,0.0,0.015122892335057259,0.16377373251803787
280,0.0822039991511206,0.37378683194953943,0.005566173349037701,0.09022556390977443,0.007119522430002689,0.11178041815789497
281,0.06060833512574496,0.24979910274060896,0.003317258386349729,0.0,0.0,0.06274493925054073
282,0.04447728343042202,0.1838759344963786,0.09416529788614458,0.06315789473684211,5.825334301334806e-05,0.07714693277856013
283,0.010545753283119986,0.30763954123928955,0.012598666838885303,0.0,0.0,0.06615679227225897
284,0.0752449460839452,0.048466988301060526,0.013928021572761323,0.18421052631578946,0.0004870533593930304,0.06446750712658991
285,0.16714932936860896,0.1370726462227615,0.004066926592761825,0.07017543859649122,0.0,0.07569286815612469
286,0.35922897122482306,0.6284126992789923,0.29176062028535965,0.21052631578947367,0.022954363375902176,0.3025765939909102
287,0.01663030545335516,0.25229489689169676,0.0016607606406058304,0.10526315789473684,0.0004918222548440099,0.07526818862704772
