feature,rf,Adaboost,BayesianRidge,gbc,Lasso,mean
32,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.06173126209565749,0.0,0.2297897662666286,0.17143575182547438,0.0,0.0925913560375521
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.2701551408942527,0.011367638219271474,0.36550550894183986,0.26912036217911134,0.19793096640107344,0.22281592332710973
37,0.02580988693590998,0.0036555377471635462,0.4426216158215874,0.005897867181714107,0.3051039366479938,0.15661776886687376
38,0.08867414052534672,0.0076074282317305205,0.47127066778594884,0.7784318883385746,0.33344798980971363,0.3358864229382629
39,0.07696821481081355,0.0,0.4466308952854767,0.0030607775064142874,0.5036915803535286,0.20607029359124662
40,0.4620982034061689,0.0,0.1902790973520288,0.00029547645910199636,0.0,0.13053455544345993
41,0.08389451385189796,0.0010640269890629063,0.25957996022225704,0.0020083967088162943,0.030812594497187425,0.07547189845384433
42,0.11891720369913995,0.009644173216984513,0.4809642568309895,0.008963903626944164,0.0,0.12369790747481164
43,0.11731885114610692,3.304523322811695e-05,0.23263121672731918,0.3846918475820696,0.0,0.14693499213774475
44,0.06997770023683991,0.0,0.2151098257134751,4.506818395672143e-08,0.0,0.05701751420369979
45,0.24167670813918585,0.0,0.36165602709408945,0.010704569707165714,0.05955682028219872,0.13471882504452798
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.6959679135270097,0.09141816943986344,0.22917546752372292,0.08500851796508592,0.0,0.2203140136911364
49,0.05980253539797708,0.0029705595557718107,0.17743663454224562,0.002246778150711733,0.12350040905117272,0.07319138333957578
50,0.0576314203881011,0.0,0.3959145159162309,0.005778658261288117,0.0,0.09186491891312401
51,0.09876663794626353,0.10397638854121026,0.2453574254080787,0.009028483909121823,0.0,0.09142578716093486
52,0.0972033727905126,0.0005360870049081236,0.11558603537695679,0.026234891287047,0.0,0.0479120772918849
53,0.27204072288976355,0.0,0.25330709096732384,0.012054749479069335,0.0,0.10748051266723135
54,0.47750717812748694,0.07970464849379617,0.3115154238580319,0.2964811261320707,0.1284605876907133,0.25873379286041975
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.13583629558371785,0.06119623726405978,0.23942032087559878,0.01728705222355477,0.0,0.09074798118938623
57,0.049893692972423145,0.00878413811290517,0.12775581681411796,0.00028498540864464066,0.0,0.037343726661618185
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.09864037221363242,0.00695596542919119,0.32231418677068463,0.04893056875705576,0.10735941678555826,0.11684010199122445
61,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0
65,0.33559278778550017,0.0,0.2126067672343768,0.24099225608639205,0.0,0.1578383622212538
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.06546061980503984,0.0,0.12631112706399214,5.800629221575337e-05,0.0,0.03836595063224955
70,0.14255358630645856,7.536784777137885e-05,0.11496905342907561,0.0004422350855322119,0.0,0.05160804853376755
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.1271588189689376,0.0,0.14864257181327126,0.17748531628465894,0.0,0.09065734141337356
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.6880182670866264,0.0,0.26104512849941697,5.314703418043156e-05,0.0,0.18982330852404478
80,0.31858337972975387,0.002514451782865807,0.329127094710794,0.06686545436287768,0.0,0.14341807611725826
81,0.14709446063726714,0.00913873331492044,0.3899649296698108,0.009691588037016802,0.007372322661044766,0.11265240686401198
82,0.050392200738459,0.002697858667667308,0.2946707948673191,0.002986783010714553,0.0,0.07014952745683199
83,0.4917428867518729,0.00047919515116456754,0.32487202862997955,0.4491833531877158,0.0,0.25325549274414655
84,0.026328695796308393,0.01879183365551282,0.03195389564300849,0.055024860043737626,0.0,0.02641985702771347
85,0.23335420355556458,0.013749395669494405,0.35292471275090315,0.005333677487542822,0.0,0.12107239789270101
86,0.07023060760017102,0.0047896077450525765,0.2948038963105631,0.23807955126976857,0.006495148507802704,0.12287976228667159
87,0.06488678271789,4.123743818876708e-06,0.06293674716075524,0.23688710747509448,0.0,0.07294295221951172
88,0.0,0.0,0.0,0.0,0.0,0.0
89,0.12671971971337886,0.0013341666373829796,0.27751199654256314,0.004450242061769682,0.029605671171843734,0.08792435922538769
90,0.08098861034552665,0.0021610705500857063,0.26791624048926926,0.005129101101127165,0.0,0.07123900449720176
91,0.40791719187340303,0.0045028982556756195,0.1553166872264378,0.020990974952388566,0.0,0.117745550461581
92,0.05370067283827199,1.1557879904184636e-05,0.19612277483699855,0.01767870504481447,0.0,0.05350274211999784
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.08319068197319257,1.4807181604663212e-05,0.21529496350809313,0.007179130874856809,0.0,0.06113591670754944
95,0.6445801369998386,0.039884714890454,0.442862029679205,0.01040851196324518,0.0,0.22754707870654856
96,0.048282995919080224,0.0,0.16471094298820177,0.01578320127361815,0.0,0.04575542803618003
97,0.14699344874805564,0.0,0.18096142711763005,0.39057672967827056,0.0,0.14370632110879128
98,0.10433490227896035,0.00042029332721720474,0.30584962354647105,0.23635663449443722,0.0,0.12939229072941716
99,0.1699481992618517,0.007589585513032898,0.23422176545190945,0.029950463369237044,0.020250852944925218,0.09239217330819127
100,0.07834953095753919,0.012836452682803947,0.33679302371108233,0.0219607712719537,0.11412050359464274,0.1128120564436044
101,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
102,0.0,0.0,0.0,0.0,0.0,0.0
103,0.30029972025201784,0.0,0.2876577689959202,5.506191747859439e-05,0.0,0.11760251023308332
104,0.07186468554482807,0.0007984568193472189,0.42565110616930346,0.004425115872706844,0.18875978350722888,0.1382998295826829
105,0.18553530284506456,0.005992165001878504,0.2006421647305313,0.009855553490523226,0.0,0.08040503721359953
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.006096406396959944,0.0,0.19487115497802,1.5355484532981345e-05,0.0,0.040196583371902586
108,0.28706216333593526,0.0,0.06481880052354026,0.2354714744956489,0.0,0.11747048767102489
109,0.06534135988637609,0.012100278886580695,0.43327105870668203,0.0021054185860644578,0.2620046917826139,0.15496456156966343
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.3065929023122459,0.0,0.16546804475877974,0.0010437091377966938,0.0,0.09462093124176446
112,0.021302639484857944,0.0,0.40117437236577047,1.042045202350169e-06,0.0,0.08449561077916615
113,0.0576314203881011,0.0,0.3959145159162309,0.005778658261288117,0.0,0.09186491891312401
114,0.04278674860900891,0.0006414364132133187,0.024917276627629072,0.00010368766692171434,0.0,0.013689829863354605
115,0.06488515288387343,0.0016300805623726048,0.213948111362642,0.002336546722747958,0.0,0.0565599783063272
116,0.04520962821211721,0.0051000022341554435,0.3260450446945343,0.12704974288194268,0.03480774932194656,0.10764243346893924
117,0.37179145849193634,0.0063156306697294785,0.425168652638098,0.05062921161644296,0.05741300619486635,0.1822635919222146
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.017274667722841478,0.0002416683634653974,0.13462949516653352,0.001390134412184577,0.0,0.030707193133004997
120,0.3011257058287624,0.0,0.19803562641555245,0.2728161299648547,0.0,0.1543954924418339
121,0.0,0.0,0.0,0.0,0.0,0.0
122,1.0,0.47030848797493197,0.4616932240952682,0.11233127780307012,0.0,0.4088665979746541
123,0.1345591579421677,0.0,0.2503842145231657,0.00906156550683824,0.0,0.07880098759443432
124,0.6880182670866264,0.0,0.26104512849941697,5.314703418043156e-05,0.0,0.18982330852404478
125,0.7405631929242593,1.0,0.44458756474146366,0.034897359563000066,0.013168994520383179,0.44664342234982135
126,0.08671666012533613,0.0,0.6894407849173787,0.1485250109728228,0.289511228393314,0.24283873688177032
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.277684496037513,0.0,0.2555677339341606,0.037347960457372376,0.0,0.11412003808580917
129,0.23316834174164472,2.6283809860880285e-05,0.3009834153849135,0.0007540024963315505,0.011936702045804862,0.10937374909571111
130,0.1548867721798917,0.0,0.054246500816436664,0.0038728089350709375,0.0,0.04260121638627986
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.3997590319012166,0.0,0.1521296460218324,0.023363614720177738,0.0,0.11505045852864534
133,0.7337107155009015,0.031366707597482134,0.26976012576711306,0.12659234971114441,0.08242707558410049,0.24877139483214833
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.09743829381823907,0.0,0.20050152326239062,0.0014589196047566414,0.0,0.05987974733707726
137,0.10225437861597776,0.000948501310060148,0.035998679377609456,0.0011309380291008708,0.0,0.028066499466549644
138,0.0,0.0,0.0,0.0,0.0,0.0
139,0.9980858586296598,0.0,0.10874919708508056,0.0014020906328583494,0.0,0.22164742926951977
140,0.2715113561131436,0.0,0.3459700790355385,0.040237267053924455,0.0,0.13154374044052133
141,0.38276235671349246,0.007232601581336503,0.45662049636940616,0.22633445202276406,0.04416443825217725,0.2234228689878353
142,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
143,0.027897175994871723,0.0,0.24095578602498974,0.0033977920547666623,0.08594037587824083,0.07163822599057379
144,0.0,0.0,0.0,0.0,0.0,0.0
145,0.06997770023683991,0.0,0.2151098257134751,4.506818395672143e-08,0.0,0.05701751420369979
146,0.03261971627298076,0.001164016148545989,0.09544666017834617,0.0008046289531388202,0.0,0.02600700431060235
147,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.04320697398584868,0.015936732345356364,0.3424185252785756,0.010379539371604735,0.19915292083151193,0.12221893836257944
150,0.12890550027078382,0.005965194755301296,0.3178871235388901,0.02801549537697216,0.10475592780252994,0.11710584834889545
151,0.04909942764363653,0.0,0.46688064269346424,0.09180318485116794,0.0,0.12155665103765374
152,0.08922855818089367,0.0003611982699022348,0.3144018152054908,0.0034496488847270772,0.0,0.08148824410820277
153,0.0,0.0,0.0,0.0,0.0,0.0
154,0.2081270586924033,0.0029869817745808804,0.5093506999957966,0.0009383340933488408,0.03634895146538493,0.15155040520430293
155,0.0,0.0,0.0,0.0,0.0,0.0
156,0.13901772559979506,0.0,0.25305210932848327,0.00676040639761373,0.01294113826046416,0.08235427591727124
157,0.030109950110306715,0.0,0.2964510084186761,0.002556662847312446,0.07076884635286837,0.07997729354583272
158,0.0,0.0,0.0,0.0,0.0,0.0
159,0.05829272441368514,0.0,0.20740800883803712,0.07133065938162923,0.0,0.0674062785266703
160,0.11190157155847573,0.010371095816464152,0.20856538408997466,0.10354778022305335,0.03791259205673113,0.0944596847489398
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.09384529968698693,0.0029889055168352196,0.494423970388521,0.11269531657026124,0.046568960120523396,0.15010449045662555
163,0.4149789086478825,0.000549601346659678,0.36212466851498015,0.02822789742383434,0.18683312135868546,0.19854283945840842
164,0.10204077326449115,0.0006367025623873804,0.3315515774918858,0.0033715456252263643,0.09211480805908986,0.1059430814006161
165,0.16235258275289208,5.2062034840640854e-05,0.2640958067520376,0.003389707674798482,0.0,0.08597803184291376
166,0.20811777513185728,0.0006451458218795329,0.38520358682077915,0.00814406713250314,0.1379197473414696,0.14800606444969774
167,0.22480065776093658,0.6213905952579301,0.0651798129401842,0.1047085574609611,0.0,0.2032159246840024
168,0.03984229141347179,0.0013475607266518917,0.23760838589830946,0.002861666577319549,0.0014169799936345543,0.056615376921877444
169,0.049927194454017984,0.001324515980487237,0.47498199030673177,0.017766317724716138,0.0602955580610153,0.12085911530539369
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.2766103176955832,0.018695977118122216,0.22657244050592013,0.06263806142290738,0.0,0.11690335934850657
173,0.0999455439778766,0.0,0.5319864536928525,0.035096507452751634,0.7643168418283011,0.28626906939035635
174,0.21352640504136308,0.02018806835278677,0.6848316280786702,0.10284083383672958,0.08984380066889448,0.22224614719568878
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.12791473286456115,0.02191351359906467,0.5441526635410067,0.01520030675234068,0.658040440481756,0.2734443314477458
179,0.11686011981933872,0.0,0.10004561067625879,0.4709363840831486,0.0,0.13756842291574922
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.22356732460289708,0.0,0.38265321339299274,0.004051621742419721,0.0,0.1220544319476619
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.3302187347243015,0.0,0.34851434433981376,0.04979909482586246,0.0,0.14570643477799555
184,0.22407637063145494,0.0,0.20372702618152666,0.1818774349992978,0.0,0.12193616636245588
185,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.17504617761041702,0.0,0.40100304652478147,0.02490231380516412,0.0,0.12019030758807252
189,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.26249443249445414,0.02022316341978918,0.3736182824386189,0.21650015715272855,0.0,0.17456720710111814
192,0.14699344874805564,0.0,0.18096142711763005,0.39057672967827056,0.0,0.14370632110879128
193,0.2879770558505149,0.01402105562704427,0.09196661863785048,0.11986652813523742,0.0,0.10276625165012943
194,0.34561746747824645,0.0,0.162607298919569,0.33314053258139503,0.4789873956053193,0.2640705389169059
195,0.17215220694120226,0.00256902459051726,0.18818361730878744,0.0012636067695695227,0.0,0.07283369112201529
196,0.20611182162072492,0.00024079884660148986,0.2856607130682832,0.0008105975765409324,0.0,0.09856478622243012
197,0.2681202701654072,0.0,0.251728027186358,0.0024980417914127967,0.0,0.1044692678286356
198,0.23361601666851997,3.1196609691376444e-05,0.19664443494033365,0.03189937133405748,0.007122000994284154,0.09386260410937733
199,0.135966036354577,0.0,0.0929403163017512,0.15840070373892653,0.0,0.07746141127905096
200,0.06724566060526939,0.003004045195684431,0.19328711347784241,0.22000316615822088,0.0,0.09670799708740344
201,0.20570854226831378,0.0,0.08071280282941092,0.0007697310071088978,0.0,0.057438215220966725
202,0.2710799118663915,0.002005990160928174,0.24585112095072112,0.024577084682422982,0.13450750420317792,0.13560432237272835
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.40243919345298257,0.0,0.18054536958783787,0.2354947655586645,0.0,0.16369586571989697
205,0.16997852258249266,0.004996023629475983,0.2116963801193559,0.011299602450984034,0.06351615573675745,0.09229733690381321
206,0.3388386171686939,0.027929577725249444,0.26328234018512275,0.1286407468050374,0.0,0.15173825637682073
207,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
208,0.3011257058287624,0.0,0.19803562641555245,0.2728161299648547,0.0,0.1543954924418339
209,0.0,0.0,0.0,0.0,0.0,0.0
210,0.16119819035560537,0.004527420091067724,0.19369344225876503,0.00015933591117137504,0.0,0.0719156777233219
211,0.06997770023683991,0.0,0.2151098257134751,4.506818395672143e-08,0.0,0.05701751420369979
212,0.22455518719838086,0.022710764831198733,0.517157644826084,0.00021818546746136047,0.0,0.15292835646462496
213,0.14577134499076352,0.00147530752771174,0.6937537156977539,0.01563504086477231,0.2891810555807287,0.22916329293234602
214,0.16395901790780665,0.0004675009881851577,0.41466017587520837,0.04223029746286767,0.06127219930713314,0.13651783830824019
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.027926802316055432,0.003268647929870506,0.1378666075631651,0.005227366807231777,0.0,0.03485788492326456
218,0.17504617761041702,0.0,0.40100304652478147,0.02490231380516412,0.0,0.12019030758807252
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.030292027724671756,0.011864781508839888,0.5251045789850345,0.001590960981787885,0.0,0.1137704698400668
221,0.11686011981933872,0.0,0.10004561067625879,0.4709363840831486,0.0,0.13756842291574922
222,0.04791849678438399,0.0001361492559514506,0.1414770526961753,5.6250467154492736e-06,0.0,0.037907464756645234
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.6245647196291617,0.7553550691054517,0.3592739801127097,0.3759802753662304,0.0,0.42303480884271066
225,0.4016569293678643,0.0,0.20722535790490798,0.03951095249388114,0.0,0.12967864795333067
226,0.1688824379792017,0.04998799492333121,0.12422646700583126,0.2857764983055612,0.0,0.12577467964278505
227,0.07652201756077712,0.000555093231802831,0.26886035373559275,0.1645672583325185,0.0,0.10210094457213822
228,0.28884867226066535,0.00190396701194878,0.23640280232771332,0.018964333156246956,0.0,0.10922395495131487
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.4045269516989755,0.0,0.2417490488720255,0.1773445083294668,0.0,0.16472410178009356
231,0.06546061980503984,0.0,0.12631112706399214,5.800629221575337e-05,0.0,0.03836595063224955
232,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.002802667277545886,0.0,0.24885401769371454,0.00028206648836800156,0.5755610462387837,0.1654999595396824
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
238,0.28377461755148725,0.0339882905322674,0.3844310664734813,0.000195575398895037,0.0,0.14047790999122617
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.015709420768596567,0.0,0.25702651516616987,0.0039546994778820255,0.0,0.055338127082529685
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0
244,0.2629945480381198,0.0027139005024830673,0.7853587808078177,0.03089843707054758,0.29047344283636667,0.27448782185106696
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
250,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
251,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0
256,0.06905808571011415,0.0,0.46068440517111153,0.08343741211144114,0.08451207824169905,0.1395383962468732
257,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
258,0.4877593197690296,0.17496574993699376,0.6206637127323996,0.10544222000393313,0.1430897087759394,0.30638414224365906
259,0.6449907514046211,0.06080628146223823,0.5171278757919151,1.0,0.00485957453036127,0.4455568966378271
260,0.05320210293542899,7.501968291628782e-05,0.06356771245351792,0.16857443732704225,0.0,0.05708385447978108
261,0.3214170836674792,0.0038870776122514375,0.2857771544028156,0.04460314502940423,0.0,0.13113689214239008
262,0.0,0.0,0.0,0.0,0.0,0.0
263,0.007607635338069649,0.0003339748612812126,0.024418784398090258,0.01233806728622264,0.0,0.008939692376732752
264,0.4580665133574883,0.0,0.6899201586872209,0.0007211354435511481,0.0,0.22974156149765207
265,0.4610092556031133,0.24984733837493323,0.49749392036622375,0.04564315407880852,0.0,0.2507987336846157
266,0.1178746402034592,0.0001110951018837322,0.3785566835053012,0.010818920669646414,0.0,0.1014722678960581
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.3011257058287624,0.0,0.19803562641555245,0.2728161299648547,0.0,0.1543954924418339
270,0.1587235319880063,0.0,0.24141443429747117,0.01044547071905339,0.0,0.08211668740090618
271,0.1784110424189123,0.005760044351678787,0.3993440592670658,0.13126415837200625,0.0,0.14295586088193263
272,0.24803853673255832,0.0,0.3152651496354103,0.037416802912875434,0.0,0.1201440978561688
273,0.259776434184799,0.06051448948835478,0.18934260854304388,0.1227519854820886,0.0009727547978826218,0.12667165449923376
274,0.05668446256770049,0.0027214581504901216,0.16085618800541404,0.0005549475446222294,0.0,0.04416341125364538
275,0.04675658406243667,0.0,0.36494695510789915,0.0391907833450288,0.0,0.09017886450307291
276,0.1280788142625727,0.002276709090473994,0.17027236335274132,0.05520929364720131,0.0,0.07116743607059786
277,0.5197600697725417,0.0,0.07522925308080038,0.00010629993091794129,0.0,0.11901912455685201
278,0.2825996584340147,0.0,0.36367388596375305,0.40430335027639,0.0,0.21011537893483156
279,0.37129269861135733,0.02122879762409341,0.23255680010694615,0.028498441180664236,0.0,0.13071534750461222
280,0.27814270154941195,1.4935530477643956e-06,0.21738530819516066,0.025291808394293243,0.0,0.10416426233838272
281,0.23123879364879255,0.0,0.13132645479791388,0.4020384583322718,0.23949369780265964,0.2008194809163276
282,0.4021155396907722,0.000549601346659678,0.3343705057469746,0.16005081113815017,0.34649558656045853,0.24871640889660301
283,0.34276123798034264,0.10295419339273759,0.2142018604661523,0.07029841038703345,0.0,0.14604314044525318
284,0.05197301131505987,0.0,0.10060248491959257,0.02481198276480002,0.0,0.03547749579989049
285,0.33995856512892964,0.0,0.085451113441242,9.360589637997784e-05,0.0,0.08510065689331033
286,0.30489869742719256,8.192468238080642e-06,0.36582090899624936,0.09425716597712748,0.03329040976244504,0.1596550749262505
287,0.20247496938711806,0.0,0.08577892957062246,0.023413949923841205,0.019014399262005478,0.06613644962871744
288,0.7726510158601947,0.001551141292697113,0.3626292218656987,0.000341306780128583,0.08607857335576553,0.24465025183089692
289,0.277684496037513,0.0,0.2555677339341606,0.037347960457372376,0.0,0.11412003808580917
290,0.2725068211921144,0.0,0.3575348078632434,0.040032060067150654,0.017433321498736342,0.13750140212424894
291,0.4853912918381861,0.0,0.29602564215484606,0.07469587584656079,0.0,0.17122256196791857
292,0.0,0.0,0.0,0.0,0.0,0.0
293,0.11686011981933872,0.0,0.10004561067625879,0.4709363840831486,0.0,0.13756842291574922
294,0.6930048412675684,0.01479197247928248,0.5023345974292978,0.033884183963274556,0.0,0.24880311902788468
295,0.10889424043670932,0.0,0.24579374485895725,0.002929785061565066,0.0,0.07152355407144632
296,0.0,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0
298,0.2357669060913606,0.00826664321955539,0.19359864166285676,0.03935793801591289,0.023284260664973865,0.1000548779309319
299,0.37371277078177195,0.07040476868367411,0.38197492804161604,0.0752478130287231,0.00028093343767475525,0.180324242794692
300,0.2233073789637951,0.0014500175305125387,0.07548744557747199,0.012349147144469582,0.0,0.06251879784324985
301,0.12978709269368502,0.0,0.22019835632202553,0.0002326467513134179,0.0,0.07004361915340479
302,0.06997770023683991,0.0,0.2151098257134751,4.506818395672143e-08,0.0,0.05701751420369979
303,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.2219205669407043,0.00014179531173793677,0.25234231679529406,0.02493849995418033,0.012531011895661191,0.10237483817951556
308,0.0,0.0,0.0,0.0,0.0,0.0
309,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0
311,0.11686011981933872,0.0,0.10004561067625879,0.4709363840831486,0.0,0.13756842291574922
312,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0787604296291236,0.000909436306652858,0.3293056061032809,0.01033745639967664,0.25278375026794236,0.1344193357413353
316,0.06997770023683991,0.0,0.2151098257134751,4.506818395672143e-08,0.0,0.05701751420369979
317,0.0,0.0,0.0,0.0,0.0,0.0
318,0.1064163188477781,6.561767021295185e-05,0.3719359236485462,0.0874723490546095,0.0,0.11317804184422935
319,0.3452940905088668,2.7837418871457986e-06,0.19320937200844154,0.27133391054492373,0.0,0.16196803136082386
320,0.09654014702950699,0.03473320380685074,0.2268925514156709,0.006325412297505116,0.0,0.07289826290990674
321,0.0054493140786784754,0.0,0.06326343056333106,0.40838798415442173,0.0,0.09542014575928626
322,0.0,0.0,0.0,0.0,0.0,0.0
