	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S50	553.00000	lwsanc_pigmenty_sp.	LWS	Chordata	lwsanc_pigmenty_I320V
S51	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_T58A
S52	533.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_H294N
S53	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_V76A
S54	551.00000	Hydrophis_ornatus	LWS	Chordata	LC543597
S55	539.00000	Aotus_azaraiboliviensis	LWS	Chordata	AB081277.2
S56	532.00000	Saimiri_sciureus	LWS	Chordata	AH006283
S57	532.00000	Saimiri_sciureus	LWS	Chordata	AH006283_I232F
S58	533.00000	Saimiri_sciureus	LWS	Chordata	AH006283_S236G
S59	533.00000	Saimiri_sciureus	LWS	Chordata	AH006283_I232F_S236G
S60	545.00000	Saimiri_sciureus	LWS	Chordata	AH006282
S61	545.00000	Saimiri_sciureus	LWS	Chordata	AH006282_I232F
S62	546.00000	Saimiri_sciureus	LWS	Chordata	AH006282_S236G
S63	546.00000	Saimiri_sciureus	LWS	Chordata	AH006282_I232F_S236G
S64	558.00000	Saimiri_sciureus	LWS	Chordata	AH006281
S65	559.00000	Saimiri_sciureus	LWS	Chordata	AH006281_F232I
S66	556.00000	Saimiri_sciureus	LWS	Chordata	AH006281_G236S
S67	559.00000	Saimiri_sciureus	LWS	Chordata	AH006281_F232I_G236S
S68	555.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A
S69	536.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y
S70	550.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_Y277F
S71	543.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_T285A
S72	527.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_A308S
S73	533.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_H197Y
S74	545.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_ S180A_Y277F
S75	536.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_T285A
S76	525.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_ S180A_A308S
S77	522.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y_T285A
S78	516.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y_A308S
S79	534.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_Y277F_T285A
S80	512.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_H197Y_A308S
S81	532.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_Y277F_T285A
S82	517.00000	Oreochromis_niloticus	LWS	Chordata	DQ235682.1
S83	528.00000	Oreochromis_niloticus	LWS	Chordata	DQ235683.1
S84	560.00000	Oreochromis_niloticus	LWS	Chordata	DQ235684.1
S85	561.00000	Oryzias_latipes	LWS	Chordata	AB223051.1
S86	562.00000	Oryzias_latipes	LWS	Chordata	AB223052.1
S87	550.00000	Xenopeltis_unicolor	LWS	Chordata	FJ497235.1
S88	533.00000	Sminthopsis_crassicaudata	LWS	Chordata	EU232013
S89	555.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y,A285T
S90	554.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y,A285T,P298A,F309Y
S91	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,V236M,V274I,L275F,F277Y,F279V,A285T
S92	554.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,V274I,L275F,F277Y,F279V,A285T
S93	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,V236M,F277Y,A285T
S94	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,S233A,V236M,F277Y,A285T
S95	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,V236M,F277Y,A285T
S96	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,F277Y,A285T
S97	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,F277Y,A285T
S98	560.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,S233A,F277Y,A285T
S99	560.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,F277Y,A285T,F309Y
S100	558.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,F277Y,A285T,F309Y
S101	561.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,F277Y,A285T,F309Y
S102	563.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,S233A,F277Y,A285T,F309Y
S103	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_I65T
S104	534.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S
S105	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_T230I
S106	533.00000	Homo_sapiens	LWS	Chordata	AH005296.2_S233A
S107	538.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F277Y
S108	542.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A285T
S109	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F309Y
S110	541.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y
S111	546.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,A285T
S112	550.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F277Y,A285T
S113	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I
S114	556.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A
S115	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I230T
S116	560.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A233S
S117	553.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F
S118	547.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T285A
S119	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y309F
S120	547.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,Y277F
S121	540.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,T285A
S122	536.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F,T285A
S123	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S124	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P
S125	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A
S126	543.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F
S127	543.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F
S128	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L
S129	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V
S130	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V
S131	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S
S132	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T
S133	555.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A
S134	559.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M
S135	559.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y
S136	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V
S137	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S138	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S139	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S140	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S141	534.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S142	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S143	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S144	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S145	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_F275L,Y277F,V279F,T285A,A298P,Y309F
S146	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F,V279F,T285A,A298P,Y309F
S147	546.00000	Homo_sapiens	LWS	Chordata	AH005298.2_V279F,T285A,A298P,Y309F
S148	546.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T285A,A298P,Y309F
S149	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A298P,Y309F
S150	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R9A,R13A
S151	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R9A
S152	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R13A
S153	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R50A
S154	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H46Y,H54S
S155	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K80Q,H86T
S156	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H123P
S157	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K167N
S158	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197E,K200Q
S159	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197E
S160	523.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K200Q
S161	508.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197A
S162	523.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K200A
S163	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197A,K200A
S164	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K251A,K254Q
S165	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H300G
S166	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K339C,K340G
S167	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K352T
S168	526.00000	Homo_sapiens	LWS	Chordata	AH005298.2_H197Y
S169	508.00000	Homo_sapiens	LWS	Chordata	AH005298.2_H197Y,A308S
