feature,p_value,score,BayesianRidge,rf,lgbm,gbc,xgb,mean
p6_Q,0.0009204945045127714,11.299115568210304,0.18385791125130982,0.0014047534245252976,0.0,8.706679744902811e-05,8.4365155e-08,0.0370699631676878
p6_R,5.1163575264798375e-06,21.906270743816233,0.13851518909378843,0.0019007221075379264,0.0,0.00013766971812942107,4.715505e-07,0.02811081049398973
p7_D,0.01736715299767142,5.749212465111716,0.398650560206529,0.009081820347527409,0.0,0.005739534567571495,4.852514e-05,0.0827040880523857
p7_E,4.905046224116914e-14,65.30970484130222,0.3255716691550655,0.009752420593076383,0.0,0.08406727248530423,3.6004053e-06,0.08387899252775068
p7_GAP,0.6717050416002659,0.1801170846399404,0.0,0.0,0.0,0.0,0.0,0.0
p7_GNLVMT,0.42481299070757295,0.6394399097250707,0.0,0.0,0.0,0.0,0.0,0.0
p7_I,0.36231272845833906,0.8334709843943482,0.0,0.0,0.0,0.0,0.0,0.0
p7_K,0.6534872374551407,0.20210663999156386,0.0,0.0,0.0,0.0,0.0,0.0
p7_P,0.004618602817648365,8.19723344137832,0.2143603373341361,0.01374705993253012,0.21428571428571427,0.0009129675838623514,2.4026e-06,0.08866169634726914
p7_Q,0.10871054226020059,2.5947901129883806,0.0,0.0,0.0,0.0,0.0,0.0
p7_S,0.0019472099577936457,9.844063483147506,0.01872073436813228,0.0024431586911548295,0.0,0.0005704710494899957,9.512397e-07,0.0043470630696979765
p8_D,7.559032929849856e-11,47.042941210544605,0.01473717242418456,0.005913665279262369,0.14285714285714285,0.0004145346926939758,7.2064613e-06,0.03278594434291776
p8_E,7.280783362916949e-10,41.67581914601684,0.09869269473073848,0.0030808490011134124,0.0,2.9935623296836355e-05,4.3498932e-07,0.020360782868893236
p8_F,0.3458827854767751,0.8924943586879177,0.0,0.0,0.0,0.0,0.0,0.0
p8_G,0.28032173939077293,1.1715336466226658,0.0,0.0,0.0,0.0,0.0,0.0
p8_GAP,0.09953640591306218,2.7369846611671726,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,0.03893540927882785,4.317357976498318,0.21400680856390086,0.007951233044859505,0.0,0.00015417749908657534,1.1629093e-05,0.044424769640174125
p8_S,6.188275197505856e-15,70.70787113518827,0.680658143391493,0.2425200867653356,0.07142857142857142,0.03639848908593273,6.0025474e-07,0.20620117818521386
p8_Y,0.3785885174125724,0.778551806219101,0.0,0.0,0.0,0.0,0.0,0.0
p9_F,3.901742237121916e-05,17.658589695370015,0.26602634644005985,0.004355870058196135,0.35714285714285715,0.0021293954519140245,5.014816e-06,0.12593189678180486
p9_GAP,0.09953640591306218,2.7369846611671726,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,6.031040851139496e-07,26.497179041891258,0.2948565353135382,0.0017782879139236442,0.0,0.00021148245339117045,2.2413237e-08,0.0593692656188181
p9_L,0.6765682397757258,0.17449957413114395,0.0,0.0,0.0,0.0,0.0,0.0
p9_V,0.0004096429924371948,12.895897406460461,0.21174831370551395,0.0014699026160009915,0.0,0.0003371189618789745,7.0062924e-05,0.042725079641548994
p9_YTPM,0.012151000279849498,6.398688416171049,0.1056051566504584,0.013097465848200573,0.0,0.00013730129878176896,3.1114238e-09,0.023767985381772903
p10_F,5.497224271743493e-10,42.334798692619934,0.039429989253233474,0.023797824958429973,0.0,0.004441248614524509,1.5159729e-06,0.013534115759825605
p10_GAP,0.1506327828510273,2.080922505085968,0.0,0.0,0.0,0.0,0.0,0.0
p10_VLSTHR,0.023391999729693677,5.214721673721513,0.009362489129950115,0.019652656770899578,0.0,0.020175409257606497,0.00022323002,0.00988275703520763
p10_W,0.006333365360389445,7.60437229925212,0.01939617731964746,0.004154438631790582,0.0,1.6055092079356628e-08,0.0,0.004710126401306023
p10_Y,3.083141526457671e-05,18.14493649130846,0.08778380572247062,0.010623847942789108,0.0,0.00013683537300163335,0.0,0.01970889780765227
p11_GAP,0.006035919451251201,7.694353093283027,0.25538513162641396,0.0064759174254064855,0.0,0.2100087001303353,3.9165917e-07,0.09437402816826532
p11_I,0.2239152148444083,1.4878292237773958,0.0,0.0,0.0,0.0,0.0,0.0
p11_L,9.240275544332537e-27,152.79985778221763,0.0427946104214756,0.19469854250808435,0.0,0.00023164878535868264,0.0,0.047544960342983736
p11_P,0.0012741586193385824,10.664890203830748,0.018924997855284363,0.01210524526858988,0.0,0.006693763615362428,0.0,0.007544801347847334
p11_T,4.54599260278147e-09,37.427867954073385,0.3684596939840191,0.011189810452840667,0.2857142857142857,0.00013090715602039044,1.7634838e-08,0.1330989429884007
p11_V,0.014938596295056644,6.022051286261277,0.09616674335722065,0.002265705021518917,0.2857142857142857,0.0005746133988299065,7.613148e-06,0.07694579212792556
p12_LMAQEIYN,0.13745708796200667,2.2230566034973442,0.0,0.0,0.0,0.0,0.0,0.0
p12_P,0.2990629578243482,1.0836986384923888,0.0,0.0,0.0,0.0,0.0,0.0
p13_GAP,0.0012610041907359045,10.68506854226269,0.16702687636556807,0.0775243900108665,0.21428571428571427,2.7094967521945268e-06,4.5188026e-05,0.09177697563697598
p13_I,0.003404619777731271,8.774686285287084,0.09466401185984714,0.009816843567697991,0.0,0.0017984179744460844,5.107185e-10,0.02125585478254195
p13_L,0.44703408919359233,0.5803288655087915,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,0.0014950191034823115,10.354628180719056,0.11771221173223216,0.0023212191492146283,0.07142857142857142,0.0007405233260613142,2.6759039e-05,0.038445856934919746
p13_VQP,0.36797524559407124,0.8139788657741504,0.0,0.0,0.0,0.0,0.0,0.0
p14_DEPQLH,2.555412961167693e-06,23.383737834177268,0.34319943717030915,0.0028620794035885432,0.0,0.0037706616320401422,0.0007932583,0.07012508730324671
p14_G,0.311533886229592,1.0290918636295048,0.0,0.0,0.0,0.0,0.0,0.0
p14_GAP,0.017309623630135322,5.7552049269705705,0.23614682291451355,0.0010227677797933366,0.0,0.0029868205582420067,0.00023211229,0.048077704708181505
p14_K,1.7022793386685603e-13,62.11792966620727,0.07946331342326397,0.11107960628713895,0.0,8.965644875425267e-05,0.00019433297,0.03816538182579956
p14_N,0.04088986630898929,4.232363532631335,0.01318021595031066,0.016424191053920192,0.0,0.053577378588853974,7.003335e-05,0.01665036378813364
p14_S,0.00027653575478447516,13.679342578578026,0.02397853547918586,0.008052932322749323,0.14285714285714285,0.0026645124467433254,6.951479e-05,0.035524527579181106
p14_T,2.5532989955458765e-10,44.14305649402894,0.1860125025231974,0.09477117737545146,0.0,0.0012094731542685098,4.29614e-05,0.05640722289079346
p14_V,0.34016120490707713,0.9139551519827153,0.0,0.0,0.0,0.0,0.0,0.0
p15_N,0.0018110297130205183,9.98384630624038,0.23614682291451355,0.0010227677797933366,0.0,0.0029868205582420067,0.00023211229,0.048077704708181505
p16_G,0.00014241377053409983,15.014201697593883,0.13650440416766782,0.006104776985166206,0.0,0.0008951372947526172,1.2002719e-05,0.028703264233298154
p16_GAP,0.0018110297130206222,9.983846306240217,0.23614682291451355,0.0010227677797933366,0.0,0.0029868205582420067,0.00023211229,0.048077704708181505
p16_I,2.496550352071671e-19,98.72344293426956,0.0014473625617799702,0.11503263213444513,0.2857142857142857,0.07865994002004809,2.0709342e-06,0.09617125827295483
p16_K,0.0675473250087089,3.3762834432781856,0.0,0.0,0.0,0.0,0.0,0.0
p16_L,0.02588936630701125,5.034262835927114,0.054637585957431005,0.004588894597415047,0.0,7.597596448174863e-05,5.0167437e-05,0.011870524791207858
p16_MHEVQNYD,0.050041082169246694,3.884502187052941,0.18170724470148922,0.022189261337999838,0.0,0.00011084997113715663,0.0002877794,0.040859027082755635
p16_R,0.22104446056833377,1.5064809311838359,0.0,0.0,0.0,0.0,0.0,0.0
p16_S,1.44666476224789e-11,51.04058888143692,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p16_T,0.056256491581696995,3.6848870803549785,0.21155724856285577,0.000911886016201246,0.07142857142857142,0.0006439876216262373,7.000314e-06,0.05690973878862528
p17_N,4.849546299003882e-13,59.46285333177101,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p17_S,1.3022507692310244e-26,151.62615952185263,0.5098582475411304,0.09986713978468954,0.21428571428571427,0.00013823296133689484,5.0820023e-07,0.1648299685546203
p17_T,2.314048975016381e-05,18.739774751070048,0.4308966818118695,0.005688730595743925,0.07142857142857142,0.0024493632160288376,1.5638371e-09,0.10209266972321016
p18_G,4.9001034061536246e-05,17.189575068118327,0.008662379098907104,0.036454598668857245,0.14285714285714285,0.002094555157530589,0.0,0.03801373515648756
p18_GAP,0.0018110297130206222,9.983846306240217,0.23614682291451355,0.0010227677797933366,0.0,0.0029868205582420067,0.00023211229,0.048077704708181505
p18_KTIEQHDL,9.687733863532947e-05,15.795743718653089,0.5127330821966183,0.010463043599577011,0.0,0.0020133428876243408,0.00037614233,0.10511712220248495
p18_N,0.0008537801162737524,11.446470066086594,0.19663021521923787,0.006054969402971259,0.0,4.2444606741702306e-05,6.4630865e-07,0.04054565510752002
p18_S,0.0025896897372544685,9.296551861841882,0.04395507691204913,0.003196917508474482,0.0,0.002385934114780977,3.8433755e-05,0.009915272457966041
p18_V,0.05187294559951341,3.823037328262668,0.1920606509360547,0.021349747619785427,0.0,0.006137740751761972,7.430184e-07,0.04390977646520124
p19_I,0.043151805224925156,4.1392078319449315,0.4489794969781386,0.002138151193149483,0.35714285714285715,0.002711270312410546,1.126987e-05,0.1621966090992914
p19_L,0.1748794276846184,1.8530636890501175,0.0,0.0,0.0,0.0,0.0,0.0
p19_PYGFS,3.0411781742576073e-06,23.01215674501543,0.34196181693157707,0.020916716182097658,0.0,0.018703013558970964,1.3519369e-06,0.07631657972191522
p19_T,4.849546299003882e-13,59.46285333177101,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p19_V,0.05257937860705993,3.799949915081212,0.11667525102630304,0.008687251601488352,0.14285714285714285,0.0005396975485824696,8.451477e-05,0.05376877156137022
p20_V,0.0004135901303897183,12.876845352043482,0.008662379098907104,0.036454598668857245,0.14285714285714285,0.002094555157530589,0.0,0.03801373515648756
p21_R,5.123159804967965e-23,124.44809634524171,0.18436615587143781,0.5614505852300861,0.07142857142857142,0.0006899225315167327,3.7744247e-10,0.1635870470878109
p22_G,0.009275632263130676,6.895255480471331,0.4088007405706036,0.01142091100213114,0.0,0.00027734060863745516,0.0,0.08409979843627444
p22_GAP,0.7129897403731924,0.13567362865659466,0.0,0.0,0.0,0.0,0.0,0.0
p22_NTA,0.5513383589813664,0.35606702995731554,0.0,0.0,0.0,0.0,0.0,0.0
p22_S,0.42041575137916254,0.6516968132757855,0.0,0.0,0.0,0.0,0.0,0.0
p23_P,0.7687720329482544,0.08664794791407121,0.0,0.0,0.0,0.0,0.0,0.0
p24_GAP,0.7687720329482239,0.08664794791408097,0.0,0.0,0.0,0.0,0.0,0.0
p24_W,1.4054769038822995e-22,121.2796075919013,0.0427946104214756,0.19469854250808435,0.0,0.00023164878535868264,0.0,0.047544960342983736
p24_Y,0.3704674343645533,0.8055320862953262,0.0,0.0,0.0,0.0,0.0,0.0
p25_E,1.0492899578875463e-18,94.57824626853235,0.07884549322937406,0.09714425385059,0.21428571428571427,0.0006703544339943864,2.221122e-05,0.07819360540381502
p25_GSQT,0.8025052183474706,0.0627108321386093,0.0,0.0,0.0,0.0,0.0,0.0
p25_K,0.01896298125139221,5.59074223974929,0.006672311650308999,0.010013593229073862,0.0,6.898673440102076e-05,2.2415195e-07,0.003351023153146132
p25_L,0.0008776416488337155,11.39245851997622,0.04732784315445668,0.03169044317646915,0.0,4.8048625182733334e-06,0.0,0.01580461823868882
p25_N,0.0001264840240137953,15.25431771670153,0.0855806094701768,0.0275773046203894,0.0,0.012374985922445679,0.0,0.025106580002602373
p26_G,0.030592655654096763,4.739187308986166,0.13353546602858168,0.08740356822500758,0.07142857142857142,0.0023380511927289095,0.0,0.05894113137497792
p26_V,0.04127147785152092,4.216270276158699,0.18414710275026108,0.018885245131701187,0.0,0.061320609552827865,9.918135e-06,0.052872575114001986
p26_Y,0.00045058365424466144,12.706785844489382,0.008662379098907104,0.036454598668857245,0.14285714285714285,0.002094555157530589,0.0,0.03801373515648756
p27_P,0.8421948317413623,0.039733334794769204,0.0,0.0,0.0,0.0,0.0,0.0
p27_T,0.5309103876281193,0.3939474437179936,0.0,0.0,0.0,0.0,0.0,0.0
p28_N,2.5742913992959893e-11,49.63956545916012,0.2961187275832134,0.018986810925946594,0.0,0.03521341419274851,0.0,0.0700637905403817
p28_P,0.01074222182416822,6.624740478499053,0.31226806758071535,0.14089062081668446,0.0,0.12054263903584106,0.0,0.11474026548664817
p28_Q,8.239972112341842e-08,30.87669400182562,0.48425295016310915,0.007962188189039847,0.07142857142857142,0.004869310151500149,0.0,0.11370260398644412
p29_E,0.6037141092247325,0.2702424759210873,0.0,0.0,0.0,0.0,0.0,0.0
p29_F,0.5377675333389739,0.38093722443118544,0.0,0.0,0.0,0.0,0.0,0.0
p29_H,0.125338657290669,2.3680660661026818,0.0,0.0,0.0,0.0,0.0,0.0
p29_TSWVA,0.00406525540976314,8.438319252097983,0.03917259056762532,0.005979908323353566,0.0,0.00011321237664043661,0.0,0.009053142253523865
p29_Y,0.2419544516804529,1.3768900945235034,0.0,0.0,0.0,0.0,0.0,0.0
p30_KFMAGD,0.5760805654070587,0.3135883348722715,0.0,0.0,0.0,0.0,0.0,0.0
p30_L,0.024167827372428268,5.156584092456727,0.3037036362087796,0.010268962467230346,0.0,3.2222216298445264e-05,9.749891e-06,0.06280291415674825
p30_Y,0.0001133949642872478,15.475837719165314,0.008662379098907104,0.036454598668857245,0.14285714285714285,0.002094555157530589,0.0,0.03801373515648756
p31_L,0.3681857005949606,0.8132624813118706,0.0,0.0,0.0,0.0,0.0,0.0
p31_M,0.0924082291626896,2.8578041868900557,0.0,0.0,0.0,0.0,0.0,0.0
p31_V,0.12248490935151445,2.4045059027998987,0.0,0.0,0.0,0.0,0.0,0.0
p32_D,0.0005950434176584345,12.156562618722687,0.20441199820585054,0.08108068467768188,0.0,3.1675022037600226e-09,0.0,0.057098537210206926
p32_G,0.0007416420751728487,11.722826635501276,0.09046452773568157,0.023734983066070393,0.0,0.0998047048677877,0.0,0.04280084313390793
p32_H,0.8354413104213722,0.043257751138869996,0.0,0.0,0.0,0.0,0.0,0.0
p32_PYSFMN,0.00022848507867505367,14.061792333429608,0.2831682491966042,0.0024568439797199295,0.0,0.001339044623979729,0.0,0.05739282756006077
p32_V,0.01224138243642047,6.385125331390679,0.13000869826626113,0.0007445441255579542,0.0,6.0693274325774746e-05,1.0162997e-05,0.026164819732560844
p33_D,0.725672141841647,0.12345079631363669,0.0,0.0,0.0,0.0,0.0,0.0
p33_E,0.7004934985382789,0.14836213491843903,0.0,0.0,0.0,0.0,0.0,0.0
p33_N,0.9703181104118802,0.0013878225454474007,0.0,0.0,0.0,0.0,0.0,0.0
p33_P,0.09012346610903699,2.8987036177445415,0.0,0.0,0.0,0.0,0.0,0.0
p33_S,0.3493056902983146,0.8798848462150866,0.0,0.0,0.0,0.0,0.0,0.0
p34_K,5.596319491531937e-07,26.659960934746874,0.2236214621895547,0.02000983048581329,0.0,0.06394170655568962,0.00024685968,0.061563971782104376
p34_M,2.017171624975716e-07,28.894522598005054,0.09403472357761958,0.0009544314121641474,0.0,0.00020781798670675266,1.1404379e-05,0.01904167547104024
p34_P,0.032987112651899075,4.606784701091726,0.044529136381029545,0.024375119544565674,0.7142857142857143,0.009434103922301389,0.00036661472,0.15859813777153092
p34_R,1.9657123058282954e-12,55.95654552001177,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p34_SLAYQIF,5.218154164524054e-05,17.060386948908924,0.4238467786565448,0.05895909218782781,0.0,0.000765853237175477,0.0,0.09671434481630961
p34_V,4.240483521785418e-05,17.487025887879746,0.07006127110936668,0.002224391448334056,0.0,9.00680250734931e-05,0.0,0.014475146116554847
p35_G,0.006709945551442837,7.4964977538047926,0.03264675053038732,0.00015916390785937257,0.0,0.001227084535673492,0.0,0.006806599794784038
p35_I,0.09970324020749506,2.734271773775141,0.0,0.0,0.0,0.0,0.0,0.0
p35_VFSEM,0.26033075877394213,1.27383133209795,0.0,0.0,0.0,0.0,0.0,0.0
p35_W,0.7789726536653958,0.07897061107519501,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.3010974677254156,1.0745901602686814,0.0,0.0,0.0,0.0,0.0,0.0
p36_K,0.3258659654399326,0.9697677502918173,0.0,0.0,0.0,0.0,0.0,0.0
p36_L,2.614812680635508e-07,28.323760362234367,0.3533483516942055,0.20773355774093705,0.0,0.0003056626745547653,0.0,0.11227751442193945
p36_M,0.3276300648642667,0.9627046319593022,0.0,0.0,0.0,0.0,0.0,0.0
p36_Q,0.28773355522023336,1.1359227608588072,0.0,0.0,0.0,0.0,0.0,0.0
p36_RFNE,0.5736102957297736,0.31766913750271725,0.0,0.0,0.0,0.0,0.0,0.0
p36_T,0.014273977856545422,6.104795561083709,0.20913601011575508,3.549920304561709e-06,0.0,8.051082974574134e-06,7.116683e-07,0.041829664557465306
p36_V,1.1857131009390623e-10,45.966188946549394,0.3109279481943981,0.004157356471732875,0.0,4.211162146842712e-05,0.0,0.06302548325751989
p36_Y,2.026652660885232e-05,19.015475422631795,0.31226806758071535,0.14089062081668446,0.0,0.12054263903584106,0.0,0.11474026548664817
p37_H,0.6774982794535709,0.1734371920863933,0.0,0.0,0.0,0.0,0.0,0.0
p37_Y,1.2193405861928323e-16,81.25427334279527,0.16048781377125126,0.08738035790227809,0.5714285714285714,0.009392721348031418,1.2077285e-05,0.16574030834697379
p38_F,0.629019032674738,0.23407677876157126,0.0,0.0,0.0,0.0,0.0,0.0
p38_G,0.0016146621168225438,10.205580043829093,0.5083642111352563,0.013574756677887927,0.0,0.002219371610381668,0.00019580507,0.10487082889884296
p38_H,9.636487533973823e-05,15.806534806722656,0.09196945644669204,0.0011852579902447257,0.0,0.0023966541172455035,5.2344356e-09,0.019110274757723564
p38_K,0.27500979524759606,1.1977990621953039,0.0,0.0,0.0,0.0,0.0,0.0
p38_N,0.00010156514561902643,15.699639000027936,0.020274868219461558,0.0009947179855789813,0.0,0.00023566610515487438,1.0928413e-06,0.004301269030305146
p38_R,0.2921496008203984,1.1152574145251872,0.0,0.0,0.0,0.0,0.0,0.0
p38_S,0.021662007518811317,5.351963036654493,0.1111771780218964,0.005182120822023995,0.0,0.0001705505391016301,1.1109893e-05,0.02330819185528865
p38_TMLDI,0.0009077203672328764,11.326468823504689,0.18296448221880954,0.037310740942355376,0.0,0.03229990454904391,0.0011708351,0.05074919256374102
p38_Y,1.2645155224470797e-28,167.80977148284865,0.3410043464962907,0.160507418190742,0.0,0.003913033784774279,0.0,0.10108495969436138
p39_F,0.001152677759761544,10.859897251429238,0.0922686459187123,0.003556641446190355,0.0,0.0017900894700743403,0.0006653986,0.019656155088122105
p39_G,0.03054370706344829,4.742006339152585,0.1896584460504454,0.009054688903350526,0.0,0.0009793502841823315,7.396684e-08,0.03993851184096325
p39_I,0.01603934678903118,5.893074370646933,0.15583214743442922,0.0063104493976418605,0.21428571428571427,0.0039340622529291415,0.000109380126,0.07609435069927294
p39_L,0.1709278713369277,1.8876245516473782,0.0,0.0,0.0,0.0,0.0,0.0
p39_M,0.4610667457305805,0.5452958844071921,0.0,0.0,0.0,0.0,0.0,0.0
p39_S,0.03991202332780712,4.2743372697499105,0.10233564085695121,0.005947978817368651,0.0,0.004010472677308805,0.0,0.022458818470325735
p39_V,0.10833191562578783,2.600392507626397,0.0,0.0,0.0,0.0,0.0,0.0
p40_L,0.0010573965010389466,11.028134126294052,0.2516993527628073,0.015433992442482888,0.0,4.492196380905698e-05,0.0,0.053435653433819855
p40_M,0.00010863795754880546,15.56284601820323,0.17948414660187986,0.014264533503417927,0.0,0.05439103640668248,0.0,0.049627943302396046
p40_Q,3.703250046439247e-24,132.84173634680133,0.0427946104214756,0.19469854250808435,0.0,0.00023164878535868264,0.0,0.047544960342983736
p40_T,4.558552475975301e-12,53.87278308390651,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p40_V,0.2689276725602175,1.2286702176484,0.0,0.0,0.0,0.0,0.0,0.0
p41_C,0.36514149727080714,0.8236809005469763,0.0,0.0,0.0,0.0,0.0,0.0
p41_G,0.05651987857220443,3.676955821757354,0.041539171783292396,0.008905185589633541,0.14285714285714285,0.00020025214725848578,4.767797e-05,0.03870988606975581
p41_S,1.3748037554576981e-05,19.8251364774411,0.050416238575422934,0.00444005751525239,0.07142857142857142,0.0001102126591348118,5.6402173e-06,0.025280144079135487
p41_T,2.186954145128119e-07,28.716591129852887,0.16095088820640266,0.00826144785917847,0.0,0.011564297070731498,0.0,0.03615532662726252
p42_C,0.0692278626867442,3.3351393973408836,0.0,0.0,0.0,0.0,0.0,0.0
p42_F,0.00522187785165633,7.9660951353388905,0.42883627106896643,0.02820270127071149,0.5,0.0007481829892544725,9.822225e-06,0.1915593955108596
p42_ITSGM,0.6397406457470497,0.21971555663596823,0.0,0.0,0.0,0.0,0.0,0.0
p42_L,0.6114663261791528,0.2588159371350196,0.0,0.0,0.0,0.0,0.0,0.0
p42_V,7.749186113518927e-05,16.25076114038675,0.06545785191736243,0.005218426082858578,0.0,0.0013590064647109375,1.0984473e-06,0.014407276582454784
p43_L,3.615873228143146e-06,22.6433861458575,0.367008526997604,0.08018279639469097,0.0,0.005638996690585829,0.0,0.09056606401657616
p43_VITA,0.04446854045026096,4.087332622630978,0.32082539309349994,0.011902244312116233,0.0,0.0019158745606238725,0.0,0.06692870239324801
p43_W,4.849546299003882e-13,59.46285333177101,0.0529141972782237,0.06814267556460217,0.0,7.484765107729501e-06,0.0,0.024212871521586722
p43_Y,0.00020205527813984457,14.308752944504397,0.008662379098907104,0.036454598668857245,0.14285714285714285,0.002094555157530589,0.0,0.03801373515648756
p44_LTVF,0.4505956055344993,0.5712751612704854,0.0,0.0,0.0,0.0,0.0,0.0
p44_M,0.977555279519203,0.0007934011106634771,0.0,0.0,0.0,0.0,0.0,0.0
p44_Y,3.4857369671822086e-05,17.89124781799092,0.073014633683238,0.054781610910938076,0.0,0.026788301927714267,0.0,0.03091690930437807
p45_G,3.328154261974524e-23,125.81178156352806,0.37059994981725375,0.10302736427011237,0.0,0.021198739778135606,7.693581e-06,0.0989667494893424
p45_I,0.0007214866915402581,11.77699138344558,0.020130427743927936,0.007587177192021089,0.21428571428571427,0.00030446354720045253,2.030532e-06,0.04846196266016464
p45_L,0.6499996974672061,0.20648993156619333,0.0,0.0,0.0,0.0,0.0,0.0
p45_VTSACM,0.0024694197346697704,9.387612123009927,0.2633010364517985,0.02327512529833541,0.0,0.036302714852282425,7.7012155e-05,0.06459117775150099
p46_I,0.5631991506094698,0.33525407432208754,0.0,0.0,0.0,0.0,0.0,0.0
p46_L,0.7393200070368511,0.11101708015721679,0.0,0.0,0.0,0.0,0.0,0.0
p46_M,0.3896833328206589,0.7429899250654701,0.0,0.0,0.0,0.0,0.0,0.0
p46_T,0.5717208265564819,0.3208139931227054,0.0,0.0,0.0,0.0,0.0,0.0
p46_V,0.05188938407343471,3.822496291160479,0.7463409234420632,0.01293267924739816,0.0,0.0013774440164762793,0.0,0.15213020934118754
p47_I,0.4022878458139082,0.7043136507100773,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,0.0037899063480992296,8.57116128581514,0.1375845066320322,0.00865958239786847,0.0,0.003734832769463104,2.1339e-05,0.030000052159759046
p47_V,0.02595467466124649,5.02979160311893,0.13353546602858168,0.08740356822500758,0.07142857142857142,0.0023380511927289095,0.0,0.05894113137497792
