feature,lgbm,BayesianRidge,gbc,rf,dt,mean
54,0.034482758620689655,0.0687695671264814,0.0015096593988443003,0.01107640158676329,0.0,0.02316767734655573
55,0.0,0.06314847265086274,0.0007940827353449869,0.20060959882397036,0.0,0.052910430842035616
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.040229885057471264,0.11324613148050192,0.009824272803145625,0.0048778370952268,0.0,0.03363562528726912
58,0.04597701149425287,0.08388473112361756,0.08890859915471284,0.03581624919976647,0.0,0.05091731819446994
59,0.034482758620689655,0.2969985543428301,2.6608307895939986e-05,0.01991330838939885,0.0,0.07028424593216291
60,0.034482758620689655,0.03916118998386903,0.0,0.06895342757305109,0.0,0.02851947523552195
61,0.06551724137931034,0.12374643583032467,0.0031020445534839874,0.01654894822818663,1.993975178792912e-05,0.0417869219486187
62,0.0,0.028109475694267895,0.00048285819182836484,0.012480594757590223,0.0,0.008214585728737296
63,0.0,0.053724466107821965,0.02036518976650897,0.001103049991951772,0.0,0.01503854117325654
64,0.01293103448275862,0.08537334331136708,0.0005520086421229602,0.0024008960056490303,0.0005132440226320393,0.020354105292905947
65,0.04741379310344827,0.08189720421579832,0.0009634876477427444,0.006073588796991535,0.0,0.027269614752796177
66,0.034482758620689655,0.100954982702508,0.0010085738873227544,0.17885623312591425,0.0,0.06306050966728693
67,0.0,0.011669941770985558,0.0009951480849843296,0.0015046221250175683,0.0,0.0028339423961974914
68,0.0,0.22083591224576632,0.0026258301856660147,0.02317088920778325,0.0,0.04932652632784311
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.008620689655172414,0.09880971427521652,2.3866014185928875e-05,0.003817701576629545,0.0,0.022254394304240883
71,0.008620689655172414,0.1742367154297652,0.02844652514280295,0.03923008832169909,0.0,0.05010680370988794
72,0.02586206896551724,0.1075889607313293,0.0,0.024444806424938882,0.0,0.03157916722435709
73,0.05172413793103448,0.079713260154782,0.009634119400313484,0.021024923491086363,0.0,0.03241928819544326
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.005747126436781609,0.05658868217851473,6.660636828252792e-05,0.024743502270163132,0.0,0.0174291834507484
76,0.008620689655172414,0.11508177127987695,0.010209806916382218,0.0009120669446125839,0.0,0.026964866959208834
77,0.0,0.03620986424941794,0.006788396588836323,0.0004267534646278569,0.0,0.008685002860576423
78,0.0,0.04446400831214138,0.001351366944219037,0.0009807453670168259,0.0,0.009359224124675448
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.04310344827586207,0.09495719552844933,0.19162729672646683,0.5014914073386243,0.0,0.1662358695738805
81,0.017241379310344827,0.10322504465328182,0.000722380352968525,0.2365786156734115,0.0,0.07155348399800134
82,0.07758620689655173,0.06748803955547597,0.004852785616453254,0.01305607101959689,0.0004551091029997718,0.03268764243821552
83,0.10344827586206896,0.07771656994189403,0.002458817015581616,0.11422351373350281,0.0,0.059569435310609486
84,0.06896551724137931,0.010257979483952993,0.0005229267475821501,0.15664041572069018,0.0,0.04727736783872093
85,0.1206896551724138,0.2790883696907943,0.0032681671835463437,0.020110345050016326,0.0016967303924032388,0.08497065349783481
86,0.041379310344827586,0.08646922210524653,0.0003196189486456967,0.021785162134342267,0.0,0.02999066270661241
87,0.22068965517241382,0.6885114111992547,0.029293636960762034,0.0845816966091516,0.00963439774510236,0.2065421595373369
88,0.0,0.04851552617702474,0.003919572886185017,0.05156044799342982,0.0,0.020799109411327916
89,0.03879310344827586,0.1362050068179683,0.0007424970695626689,0.004225465947345803,0.0,0.03599321465663052
90,0.037356321839080456,0.1077173788986703,0.0002640187211934018,0.0067586150825219155,0.0,0.03041926690829322
91,0.1810344827586207,0.5219888333142539,0.27209775812096837,0.13046134563051198,0.0037364015593414754,0.2218637642767393
92,0.008620689655172414,0.056876966936985796,0.0009866301221276253,0.15634346855353298,0.0,0.044565551053563766
93,0.005747126436781609,0.13288874012160895,0.0014030175520728801,0.004417054426768072,0.0,0.0288911877074463
94,0.21982758620689655,0.3107058954731463,0.03792616027001846,0.027336252984698044,0.0,0.11915917898695187
95,0.013793103448275864,0.10493291758968828,0.07693672393072232,0.21448743562961944,0.0,0.08203003611966117
96,0.08189655172413793,0.06632344830177384,0.0034909910059376563,0.012365838379228672,0.00011611660782316735,0.03283858920378026
97,0.04741379310344827,0.1259184045861092,0.0009796317411182784,0.022434990218155645,0.0011658615258979613,0.03958253623494588
98,0.1724137931034483,0.1924129559706906,0.003138449884615406,0.02538585451936195,0.0011825026640334606,0.07890671122842995
99,0.021551724137931036,0.04517656533449592,0.00031329060231665746,0.025380862462263114,0.0,0.018484488507401347
100,0.02681992337164751,0.06217025084565137,0.00020718902562683663,0.005769739854710985,2.5424742781389895e-07,0.018993471469012903
101,0.04310344827586207,0.11787981511766694,0.0019629432503481016,0.004922665771794272,0.0,0.033573774483134276
102,0.08620689655172414,0.13055252871907225,0.0001152862453239408,0.012106222439112658,0.0,0.0457961867910466
103,0.008620689655172414,0.15824703058844777,0.0008425461853949605,0.011565193889586677,0.0,0.03585509206372036
104,0.0,0.28974851487437386,0.06849636197660866,0.053854041816115576,0.0,0.08241978373341961
105,0.08189655172413793,0.08865150873494304,0.0018398159988692393,0.008927588780075853,0.0,0.03626309304760521
106,0.1206896551724138,0.29815228094592855,0.0014218063205655598,0.005589840313369151,0.0,0.08517071655045541
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.06896551724137931,0.13904993493076465,0.01642185487990286,0.0068901203659382255,0.0,0.046265485483597005
109,0.05603448275862069,0.06981268085164796,0.0008343103040158024,0.027977059634982065,6.615120810111585e-05,0.030944936951473524
110,0.13793103448275862,0.28873042589146153,0.005991441231602758,0.17589573939039813,0.00023686063156396958,0.121757100325557
111,0.0,0.0,0.0,0.0,0.0,0.0
112,0.017241379310344827,0.05430514988876678,0.0004901867839017388,0.006024116727776761,0.0,0.015612166542158024
113,0.13793103448275862,0.08653599362077595,0.001482546408775489,0.006890509155332026,0.006070882337672797,0.04778219320106298
114,0.3448275862068966,0.5711944294350242,0.017258183690024242,0.03140005027925026,0.005177874812389037,0.1939716248847169
115,0.15517241379310345,0.17390612626452906,0.003267704878224312,0.011466547950573138,0.0005351453032570774,0.06886958763793741
116,0.01293103448275862,0.05735269985604672,0.0006643574198991536,0.004702292437324888,0.0,0.015130076839205874
117,0.16896551724137931,0.15786517758971438,0.009240298039296194,0.016486276202910613,0.0028140810449818147,0.07107427002365647
118,0.0,0.11996312451192316,0.28307147649656084,0.03923051660302639,0.0,0.08845302352230208
119,0.5517241379310345,0.3606205880190175,0.008859368437062384,0.046563935751283606,0.0007067528666177662,0.19369495660100314
120,0.07758620689655173,0.08906616185637976,0.0495606802670837,0.01770583009641035,0.0,0.04678377582328511
121,0.013793103448275864,0.12341353266460268,0.0009561851977136651,0.04144913079453848,0.00040259689887480924,0.036002909800801106
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.14080459770114942,0.24674784761632834,0.07120292988934,0.1824212829430942,0.0,0.1282353316299824
124,0.02586206896551724,0.10750714896636616,0.0006373926764793236,0.028586338679477293,0.0,0.03251858985756801
125,0.08620689655172414,0.12300093017400457,0.12752794055924396,0.33783852861836067,0.003634838033349324,0.13564182678733655
126,0.017241379310344827,0.16812389820537627,0.31632967877468504,0.33805618740538024,0.0,0.16795022873915727
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.017241379310344827,0.05253034643685908,8.998641811562971e-05,0.0057740130180336,0.0,0.015127145036670628
129,0.0,0.1905535191695727,0.0003528533861356118,0.04255291651641393,0.0,0.04669185781442445
130,0.005747126436781609,0.08598092044334109,0.0003294719180514183,0.02783192550213768,0.0,0.023977888860062364
131,0.017241379310344827,0.1149661158143318,0.1162474611244765,0.2680599953630178,0.0,0.1033029903224342
132,0.20689655172413793,0.04576577691904311,6.109771722483074e-05,0.017908051326746024,0.16398634645348875,0.08692356482812813
133,0.0,0.23781000162016058,3.224632332228238e-05,0.048052192925577795,0.0,0.05717888817381213
134,0.0,0.04169016715601762,7.576817033695108e-05,0.02376582188588062,0.0,0.01310635144244704
135,0.0,0.03627464139057271,0.0010834323091003647,0.006845907099994801,0.0,0.008840796159933575
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.007153254642577071,2.6292833251885166e-05,0.0033037558752766327,0.0,0.0020966606702211175
138,0.005747126436781609,0.14454039376231764,0.01290697876066307,0.05425219788942964,0.0,0.04348933936983839
139,0.0,0.17241619847428627,0.00012932180709220785,0.08089160936908782,0.0,0.050687425930093254
140,0.017241379310344827,0.051461210358045364,0.0004742203281306233,0.31508908132228547,0.0,0.07685317826376126
141,0.0,0.20869083986485912,0.0005763849651790158,0.004214223663740028,0.0,0.04269628969875563
142,0.0,0.3082107010173545,0.11872067896385864,0.018979555514111394,0.0,0.0891821870990649
143,0.0,0.20869083986485912,0.0005763849651790158,0.004214223663740028,0.0,0.04269628969875563
144,0.017241379310344827,0.1589473651303444,0.0034181460601436916,0.01841458846367891,0.0,0.039604295792902366
145,0.008620689655172414,0.08916754734649064,8.57061607072745e-05,0.0129805625200363,0.0,0.022170901136481326
146,0.13793103448275862,0.0310356893163782,0.00022846712986814116,0.005239768267740357,0.0,0.03488699183934907
147,0.005747126436781609,0.03388813397247917,0.006852488575963998,0.0011849211577578472,0.0,0.009534534028596523
148,0.04597701149425287,0.1435045612114518,0.003096418986459695,0.010549911693027055,0.0,0.04062558067703828
149,0.0,0.1905535191695727,0.0003528533861356118,0.04255291651641393,0.0,0.04669185781442445
150,0.08620689655172414,0.12137999550500504,0.0011042565993466427,0.008912605798929208,0.0,0.04352075089100101
151,0.020114942528735632,0.13156063379714422,0.0036804595461893417,0.0323585609462269,0.0,0.03754291936365922
152,0.013793103448275864,0.060299549304236165,0.00023767004525209327,0.011209226109907522,0.0,0.017107909781534328
153,0.03879310344827586,0.09343523310455822,0.0006302264840131549,0.015177205165468699,0.0,0.029607153640463187
154,0.0,0.0,0.0,0.0,0.0,0.0
155,0.034482758620689655,0.045169023083994814,0.04504727705827898,0.025046599920455322,0.0,0.029949131736683753
156,0.034482758620689655,0.13870268439020783,0.002141361698212009,0.007858026281039219,0.0,0.03663696619802974
157,0.0,0.1584659606943954,0.02464674247202539,0.10496273676302996,0.0,0.05761508798589014
158,0.03017241379310345,0.07767000616533747,0.0008823702614784312,0.021988680629989158,0.0,0.0261426941699817
159,0.037356321839080456,0.0856392003600844,0.0007762209895296309,0.0023868724907118704,0.0,0.025231723135881273
160,0.01293103448275862,0.09515186299768177,0.0023875558631671037,0.01411313517627089,0.0,0.024916717703975678
161,0.004310344827586207,0.13107476839348595,0.023957339708313617,0.011322660850002966,0.0,0.03413302275587775
162,0.0,0.0,0.0,0.0,0.0,0.0
163,0.12931034482758622,0.1433481059531643,0.003859989045695728,0.004947729654492055,0.00037201679079863737,0.05636763725434738
164,0.034482758620689655,0.10704563568289269,0.09821467091993806,0.26114144636929326,0.0,0.10017690231856273
165,0.10344827586206896,0.24774894067116732,0.196266566875438,0.5316310719649614,0.0,0.21581897107472714
166,0.04926108374384237,0.0952289240479577,0.019625062763163212,0.02483431909522351,0.0,0.03778987793003736
167,0.014367816091954023,0.0881005577341167,0.0019040235723029619,0.07924182215342265,0.0,0.036722843910359265
168,0.034482758620689655,0.1086242502163948,0.12888931054326877,0.427668659968336,0.0,0.13993299586973781
169,0.02586206896551724,0.1184212447699647,0.002203215310451662,0.006995371851741334,5.7229506954569954e-05,0.03070782608092591
170,0.06465517241379311,0.0914032226156631,0.0008514619915556002,0.0065445011470683725,0.0,0.03269087163361604
171,0.0,0.053724466107821965,0.02036518976650897,0.001103049991951772,0.0,0.01503854117325654
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.097701736383548,0.0005938389393515655,0.10998116401918295,0.0,0.0416553478684165
174,0.04310344827586207,0.0630258649359746,0.0005339971640289471,0.002798643845759897,0.0,0.021892390844325104
175,0.0,0.17241619847428627,0.00012932180709220785,0.08089160936908782,0.0,0.050687425930093254
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.08833726082056519,0.0002800578363130293,0.005459279480671927,0.0,0.01881531962751003
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.10344827586206896,0.1847180079345851,0.0013281961969364299,0.03939424584015401,0.003175838846441932,0.06641291293603728
180,0.011494252873563218,0.10279349315838934,0.004868016654427666,0.03265575067314993,0.0,0.03036230267190603
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.1724137931034483,0.35070363980702385,0.00437771860304252,0.01925618525230609,0.0021312052329196785,0.10977650839974809
183,0.0,0.0,0.0,0.0,0.0,0.0
184,0.034482758620689655,0.13623692051641795,0.0004381884992004035,0.004460698932032954,0.0,0.035123713313668196
185,0.0,0.11024522437748206,0.012879072650910284,0.08258345081560432,0.0,0.041141549568799334
186,0.008620689655172414,0.1154288683407832,0.00031331258310429835,0.0034168561522922103,0.0005663534328843599,0.025669216032847296
187,0.0,0.010085986711690031,0.0,0.01204314898149013,0.0,0.004425827138636032
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.008620689655172414,0.08600728301935463,0.01215422651817617,0.042097953515502405,0.0,0.029776030541641123
191,0.0,0.01853096263933186,0.0,0.0005417692937046249,0.0,0.0038145463866072968
192,0.0,0.04943791424647513,0.06926140594397875,0.535133824899157,0.0,0.1307666290179222
193,0.0,0.034141178897774814,0.01132814462062909,0.00991069469470905,0.0,0.011076003642622591
194,0.005747126436781609,0.181776790746839,0.04641948608549072,0.03565175678534887,0.0,0.05391903201089204
195,0.034482758620689655,0.06806088477443194,0.06788938188076049,0.172036834250258,0.0,0.06849397190522802
196,0.028735632183908046,0.09934161376300514,0.07085464442083907,0.17201686091216828,0.0,0.07418975025598411
197,0.014367816091954023,0.09500932299892309,0.0012925061799479408,0.05078529109929681,0.0,0.03229098727402437
198,0.004310344827586207,0.0852118904845822,0.49897019481842236,0.12846777607277146,0.0,0.14339204124067245
199,0.02413793103448276,0.13304389435838943,0.005282974956667459,0.018648103627517856,0.0,0.0362225807954115
200,0.05665024630541872,0.06976120760321762,0.0003056277393471709,0.013794269203114004,0.0008363866648881056,0.028269547503197122
201,0.01293103448275862,0.14555373327081933,9.051786491216111e-05,0.03429915789019178,0.0,0.03857488870173638
202,0.0,0.14180119885436074,0.00023222454000665214,0.03128733096643955,0.0,0.03466415087216139
203,0.08620689655172414,0.13823512568631546,0.002747484921665478,0.17370818459604942,0.0,0.08017953835115091
204,0.05172413793103448,0.29353501409451366,9.606290430893762e-05,0.0070668180737186986,0.0,0.07048440660071514
205,0.01293103448275862,0.08461146504085748,0.09566834868225414,0.2939256623691411,1.2585247676770832e-05,0.09742981916453762
206,0.05172413793103448,0.17061135276010758,0.0962031499830633,0.2679322406799837,0.0,0.1172941762708378
207,0.08620689655172414,0.07594654768234994,0.03802659002681879,0.22539545917218531,0.0,0.08511509868661564
208,0.022988505747126436,0.25308517449201723,0.010637139647696876,0.02011679080119633,0.0,0.061365522137607376
209,0.10344827586206896,0.4285025933882753,0.07627954584219278,0.05723144671909639,0.07036754690206085,0.14716588174273887
210,0.2413793103448276,0.17439216435146712,0.0013801731950515792,0.006525698322663394,0.0019800103645456943,0.08513147131571108
211,0.005747126436781609,0.08398831946512433,0.023260564522128383,0.0030610353673344733,0.0,0.023211409158273758
212,0.028735632183908046,0.11509607073406997,0.00037637067267917083,0.05258682829904105,0.013700871869877042,0.04209915475191505
213,0.008620689655172414,0.03339986636025837,0.000985203503696194,0.02895736566264728,0.0,0.01439262503635485
214,0.0603448275862069,0.16913623406310607,0.010771161915312267,0.02675126998103447,0.0,0.053400698709131944
215,0.05172413793103448,0.12964534868641236,0.0005710679878286975,0.0069810226081141544,0.0,0.037784315442677935
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.07974906762267249,1.316992205748035e-05,0.006327816664631334,0.0,0.017218010841872262
218,0.1235632183908046,0.10560372768969478,0.008031489103632836,0.011664427031217058,0.0,0.04977257244306985
219,0.0632183908045977,0.109241107102463,0.016176255371071105,0.004452570520711751,0.0,0.03861766475976871
220,0.0,0.091049956295059,0.0003378604456844733,0.0019497727332897406,0.0,0.018667517894806644
221,0.017241379310344827,0.07041439031289819,0.0001873901541225894,0.004166767599952785,0.0,0.018401985475463675
222,0.0,0.06858896698772912,0.0014522530367986318,0.03742295020823059,0.0,0.021492834046551668
223,0.017241379310344827,0.027864913089286535,6.1346686157357e-05,0.01227470640104065,0.0008599583311465652,0.011660460763595186
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.04482758620689655,0.1826698614727249,0.2766082174465642,0.06467996440510292,0.0,0.11375712590625772
226,0.034482758620689655,0.08433711012175069,0.01620412675104065,0.012829694808555923,0.0,0.02957073806040738
227,0.0,0.05723669038605351,0.04565601754082409,0.06640829096853315,0.0,0.033860199779082154
228,0.0,0.09254819390009172,0.0015089049913746767,0.08789291086911148,0.0,0.03639000195211558
229,0.017241379310344827,0.08391099785006542,0.006020292724979869,0.02965038832126304,1.0268732307662004e-05,0.027366665387792165
230,0.0,0.06825685028120611,0.00035873757696677343,0.0004878898110511368,0.0,0.013820695533844804
231,0.008620689655172414,0.3346262584037495,1.0,0.35588371609202124,0.0,0.33982613283018864
232,0.040229885057471264,0.043624487021181,0.0024232840085023698,0.014235605625543126,0.011664262844594021,0.022435504911458355
233,0.0,0.07630603466829237,0.03732466847193696,0.010626359665436371,0.0,0.02485141256113314
234,0.0,0.024870472642184546,0.0005419197658677728,0.003890614425109168,0.0,0.0058606013666322974
235,0.0,0.03627464139057271,0.0010834323091003647,0.006845907099994801,0.0,0.008840796159933575
236,0.02586206896551724,0.11382642398469472,8.923705495315895e-05,0.011839844143814929,0.0,0.030323514829796006
237,0.0,0.0045029576565092265,0.0,0.004686226202815802,0.0,0.0018378367718650055
238,0.0,0.12248274062771591,0.0008299086371396903,0.005530065381867414,0.0,0.025768542929344607
239,0.07471264367816091,0.10796143297168671,0.000422619669446022,0.0124759820649761,0.054662115484496246,0.0500469587737532
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.044999553749197334,0.010724311037804666,0.003974478545973287,0.0,0.011939668666595057
242,0.008620689655172414,0.026728639763113498,3.914618558139418e-05,0.000537179155482195,0.0,0.0071851309518699
243,0.0,0.031625377529860374,0.0022700389721670017,0.00598904624430249,0.0,0.007976892549265974
244,0.0,0.11588171325932228,0.010196652536786588,0.007165348867696119,0.0,0.026648742932761
245,0.0,0.1355132095297948,0.028255744569821516,0.08081418419382314,0.0,0.048916627658687886
246,0.005747126436781609,0.08504506627609901,0.00038928212125748747,0.00504600142308885,0.0,0.019245495251445387
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.05172413793103448,0.05017892393304931,0.0037279310059350193,0.0009602084126370537,0.0,0.021318240256531173
250,0.0,0.1905535191695727,0.0003528533861356118,0.04255291651641393,0.0,0.04669185781442445
251,0.0,0.12248274062771591,0.0008299086371396903,0.005530065381867414,0.0,0.025768542929344607
252,0.008620689655172414,0.048927993491831384,0.0015150892532403923,0.0027193421610946194,0.0,0.012356622912267762
253,0.034482758620689655,0.12232030908267501,0.0014689126344693574,0.02410532510080353,0.0,0.03647546108772751
254,0.008620689655172414,0.09502092292609171,0.0001601382383324428,0.012045690084974066,0.0,0.023169488180914126
255,0.0,0.028973866278593243,3.720017642743989e-05,0.053710137505664085,0.0,0.016544240792136955
256,0.09195402298850575,0.06779434591979334,0.0005298696916403409,0.01991279734787835,0.0,0.036038207189563555
257,0.03103448275862069,0.14025608555491842,0.0012235613838247857,0.01978098559893914,0.0,0.03845902305926061
258,0.0,0.1449438348156558,0.007023632179593398,0.02873629434159321,0.0,0.03614075226736848
259,0.0,0.1580146067894882,0.01544264935738342,0.061930006078108196,0.0,0.04707745244499596
260,0.02586206896551724,0.13328426865491266,0.02712444264989578,0.04231701042554339,0.0,0.04571755813917382
261,0.005747126436781609,0.06843325557030576,0.007637310979272261,0.02656764618440225,0.0,0.021677067834152373
262,0.1206896551724138,0.38571569226312136,0.00391769765766,0.006682646208068733,0.0,0.10340113826025277
263,0.028735632183908046,0.21538213233944078,0.00022734352721447257,0.008070826889763275,0.0,0.05048318698806532
264,0.05862068965517241,0.14128460763223682,0.01711839886704123,0.00776283649461405,0.0,0.044957306529812904
265,0.022988505747126436,0.12178281086095774,0.009781616531815385,0.003376041888870793,0.0,0.03158579500575408
266,0.05172413793103448,0.1546304342203743,0.3824695174706021,1.0,0.0,0.3177648179244022
267,0.04741379310344827,0.04426705196642735,0.00025708723079249224,0.006481963953129664,1.7698004545499219e-06,0.019684333210850464
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0
270,0.3793103448275862,0.47762021516870096,0.03400903435993979,0.01751374452556453,0.0009869320975139557,0.18188805419586107
271,0.006896551724137932,0.09617663860507808,0.004398502461194134,0.0030649765848877373,0.0,0.022107333875059577
272,0.03879310344827586,0.14575863733921254,0.0010450789094193884,0.011371390691589024,0.0,0.03939364207769936
273,0.0,0.20869083986485912,0.0005763849651790158,0.004214223663740028,0.0,0.04269628969875563
274,0.013793103448275864,0.12557181303474568,0.0002017671898534622,0.10540061277017325,0.0,0.04899345928860965
275,0.006896551724137932,0.07043124397413088,0.038136573038270734,0.03153819372602048,0.0,0.029400512492512004
276,0.034482758620689655,0.08307725136497504,0.09667681287715187,0.25326130458078416,0.0013214532406604046,0.09376391613685223
277,0.0,0.05737442363986641,0.054244188294417725,0.42497490623217793,0.0,0.1073187036332924
278,0.028735632183908046,0.07462683889342901,0.0009510202306785763,0.10385197776355576,0.0,0.04163309381431428
279,0.04310344827586207,0.09040814644766951,0.028515652394658402,0.011928659335874194,0.0,0.034791181290812837
280,0.05172413793103448,0.15608891560702803,0.1613851297690499,0.1318137492727858,0.0051124860826471455,0.10122488373250907
281,0.02586206896551724,0.17187934846518677,0.09911727991107909,0.05263161179048719,0.0,0.06989806182645406
282,0.034482758620689655,0.09271859275650439,0.05538318618652263,0.15648928811929372,0.0,0.06781476513660208
283,0.02586206896551724,0.10860933545862146,0.04798216859221101,0.1309976695926283,0.0,0.06269024852179561
284,0.005747126436781609,0.11621428375092968,0.00104408290042093,0.15341683561942124,0.0,0.05528446574151069
