feature,p_value,score,xgb,gbc,BayesianRidge,LassoLars,Lasso,mean
p18_S,0.023733605671804398,5.359098475860719,0.00012625703,0.00013038452677813797,0.07562113413090943,0.0,0.0,0.0151755551374332
p18_V,0.29954376317757614,1.0933541904845525,0.0,0.0,0.0,0.0,0.0,0.0
p19_GAP,0.4081028035575963,0.6931344126941383,0.0,0.0,0.0,0.0,0.0,0.0
p19_I,0.7157556084168994,0.13373928917163683,0.0,0.0,0.0,0.0,0.0,0.0
p19_L,0.40007566147159623,0.717348908173663,0.0,0.0,0.0,0.0,0.0,0.0
p19_T,0.00041209698387020415,13.846617033245339,0.0,1.13324111645933e-07,0.18341748703153368,0.0,0.0,0.036683520071129065
p19_V,0.7285888438344752,0.1214383649993797,0.0,0.0,0.0,0.0,0.0,0.0
p20_MA,0.3169753407907652,1.016743130908121,0.0,0.0,0.0,0.0,0.0,0.0
p20_V,0.0024535938851573996,9.922470873812655,3.9098442e-05,3.684460548929034e-05,0.1024225935027454,0.0,0.0,0.020499707310118437
p21_R,1.2674768179901673e-08,42.185266136205016,2.4804928e-08,3.830084056843849e-06,0.01947064045862707,0.0,0.11555774003825364,0.02700644707717309
p22_G,0.02352618132099455,5.375694270099388,2.0641829e-10,1.8412142340265672e-06,0.002930025424499553,0.0,0.0,0.0005863733690303729
p22_GAP,0.5108225821985493,0.43710892075274327,0.0,0.0,0.0,0.0,0.0,0.0
p22_N,0.6907487305250302,0.15967217477967202,0.0,0.0,0.0,0.0,0.0,0.0
p22_S,0.505065228226372,0.44917522249703273,0.0,0.0,0.0,0.0,0.0,0.0
p23_P,0.5108225821985493,0.4371089207527547,0.0,0.0,0.0,0.0,0.0,0.0
p24_GAP,0.5108225821985493,0.43710892075274327,0.0,0.0,0.0,0.0,0.0,0.0
p24_W,2.761170771547519e-10,55.21862069682044,0.0,0.0020667218229710885,0.07179724732133648,0.0,0.0,0.014772793828861513
p24_Y,0.06171594310655667,3.612483766464262,0.0,0.0,0.0,0.0,0.0,0.0
p25_E,1.2991346260613548e-06,28.366776547446864,4.022367e-05,0.005951992208569382,0.2582277905701277,0.0,0.009951750619656077,0.05483435141351114
p25_K,0.07174223424781564,3.3494794412091933,0.0,0.0,0.0,0.0,0.0,0.0
p25_L,0.19178654967204053,1.7392908605934192,0.0,0.0,0.0,0.0,0.0,0.0
p25_N,0.03590744054947542,4.587163629098843,0.0,0.0,0.0,0.0,0.0,0.0
p26_G,0.007684689427295382,7.561760567477188,0.0,3.8149274935503715e-05,0.024761579606422016,0.0,0.0,0.004959945776271504
p26_SIM,0.22650019399302368,1.4903854923412019,0.0,0.0,0.0,0.0,0.0,0.0
p26_V,0.26449361110267455,1.2665351905587907,0.0,0.0,0.0,0.0,0.0,0.0
p26_Y,0.0024535938851573996,9.922470873812655,3.9098442e-05,3.684460548929034e-05,0.1024225935027454,0.0,0.0,0.020499707310118437
p27_P,0.6147185982965465,0.2557810236239613,0.0,0.0,0.0,0.0,0.0,0.0
p27_T,0.5014650406834577,0.45684224762717607,0.0,0.0,0.0,0.0,0.0,0.0
p28_N,0.00041209698387020415,13.846617033245339,0.0,1.13324111645933e-07,0.18341748703153368,0.0,0.0,0.036683520071129065
p28_P,0.07174223424781564,3.3494794412091933,0.0,0.0,0.0,0.0,0.0,0.0
p28_Q,0.010733964074778179,6.894787761906078,1.7578207e-09,1.7562364301744264e-05,0.030048638887539298,0.0,0.0,0.006013240601932342
p28_YK,0.40953899436839014,0.6888762872604399,0.0,0.0,0.0,0.0,0.0,0.0
p29_E,0.5108225821985493,0.43710892075274327,0.0,0.0,0.0,0.0,0.0,0.0
p29_H,0.19747923021945687,1.6949201858478902,0.0,0.0,0.0,0.0,0.0,0.0
p29_TF,0.0702318712663454,3.386427264884319,0.0,0.0,0.0,0.0,0.0,0.0
p29_W,0.9395793347906068,0.005789369990532262,0.0,0.0,0.0,0.0,0.0,0.0
p29_Y,0.7108221025317534,0.1386476964124571,0.0,0.0,0.0,0.0,0.0,0.0
p30_H,0.0064524779461612265,7.9150436625682286,3.1500255e-10,0.004938446270203029,0.1073303226139202,0.0,0.0,0.022453753839825154
p30_KM,0.3215492123397905,0.9975611470320044,0.0,0.0,0.0,0.0,0.0,0.0
p30_L,0.5398681134795191,0.379728628368048,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.0313443581622343,4.838145213564972,0.0,0.0,0.0,0.0,0.0,0.0
p31_L,0.30030474813754343,1.0898883189531283,0.0,0.0,0.0,0.0,0.0,0.0
p31_M,0.23737950091389137,1.4217838254178707,0.0,0.0,0.0,0.0,0.0,0.0
p31_V,0.9825783496038569,0.00048046201143404373,0.0,0.0,0.0,0.0,0.0,0.0
p32_G,0.11632282592933794,2.5322083347564366,0.0,0.0,0.0,0.0,0.0,0.0
p32_H,0.7265466586552644,0.12335113708405622,0.0,0.0,0.0,0.0,0.0,0.0
p32_V,0.03752249929890961,4.506439940496231,0.0,0.0,0.0,0.0,0.0,0.0
p32_YD,0.44894193276183225,0.5802137717105814,0.0,0.0,0.0,0.0,0.0,0.0
p33_D,0.4915867631929006,0.4783716117366401,0.0,0.0,0.0,0.0,0.0,0.0
p33_E,0.4516558812520495,0.5732729899290792,0.0,0.0,0.0,0.0,0.0,0.0
p33_N,0.9089347225771385,0.013184120449325319,0.0,0.0,0.0,0.0,0.0,0.0
p33_P,0.016176084381757386,6.092277714872919,0.0,3.8149274935503715e-05,0.024761579606422016,0.0,0.0,0.004959945776271504
p33_S,0.1430063467759728,2.1973629369792276,0.0,0.0,0.0,0.0,0.0,0.0
p34_KAL,0.003537943743733164,9.152335396348537,2.7131807e-07,0.0008769435763438655,0.4634510968840642,0.0,0.0,0.09286566235569602
p34_M,6.32405294021355e-06,24.093151786338787,0.0,0.00040956060142743455,0.09182422469908774,0.0,0.0,0.018446757060103035
p34_P,0.033810092043086826,4.698007675750132,0.0,0.0,0.0,0.0,0.0,0.0
p34_R,0.0014778694398335792,11.009229170381747,0.0,4.2569781313336354e-05,0.26560260903764266,0.0,0.0,0.0531290357637912
p34_S,0.44894193276183225,0.5802137717105814,0.0,0.0,0.0,0.0,0.0,0.0
p34_V,0.0013225257372953328,11.25035329542084,2.7276212e-08,7.066991816913931e-08,0.16911581355236185,0.0,0.0,0.03382318229969831
p35_G,0.30071822655182834,1.088009963496052,0.0,0.0,0.0,0.0,0.0,0.0
p35_I,0.23737950091389137,1.4217838254178707,0.0,0.0,0.0,0.0,0.0,0.0
p35_VF,0.23364550824079838,1.4448859236000067,0.0,0.0,0.0,0.0,0.0,0.0
p35_W,0.30965302685103313,1.0482304995150138,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.8758265511517447,0.024608054723710887,0.0,0.0,0.0,0.0,0.0,0.0
p36_K,0.4281873580102872,0.6355450442869715,0.0,0.0,0.0,0.0,0.0,0.0
p36_M,0.6038994101422832,0.2717586073083928,0.0,0.0,0.0,0.0,0.0,0.0
p36_Q,0.6800299932551968,0.1716079236287509,0.0,0.0,0.0,0.0,0.0,0.0
p36_R,0.2179756670553195,1.54701907576895,0.0,0.0,0.0,0.0,0.0,0.0
p36_T,0.13893881621951418,2.243567357747232,0.0,0.0,0.0,0.0,0.0,0.0
p36_V,0.004774787241474875,8.530737811280865,7.768829e-07,8.084419447146776e-09,0.009993139557162072,0.0,0.0,0.001998784904901857
p36_Y,0.061948026620443776,3.6058815407317715,0.0,0.0,0.0,0.0,0.0,0.0
p37_H,0.5655581020898772,0.3335210365286567,0.0,0.0,0.0,0.0,0.0,0.0
p37_Y,6.152463856785566e-07,30.46240571258465,1.1438325e-05,0.04025856719127369,0.6014508411002516,0.21334572538734453,0.15546143386832484,0.20210560117437715
p38_FRLDIMG,0.6745643062173079,0.17788903920728663,0.0,0.0,0.0,0.0,0.0,0.0
p38_H,0.01446204476921749,6.309639112260229,0.0,6.47275626630974e-06,0.019814829791951625,0.0,0.0,0.003964260509643587
p38_K,0.6884587449063718,0.16218006322922532,0.0,0.0,0.0,0.0,0.0,0.0
p38_N,0.43383055757720945,0.6200958355577747,0.0,0.0,0.0,0.0,0.0,0.0
p38_S,0.1756018350333276,1.8745010658633523,0.0,0.0,0.0,0.0,0.0,0.0
p38_T,0.9609347826330217,0.002417383444960471,0.0,0.0,0.0,0.0,0.0,0.0
p38_Y,3.316428204193614e-14,92.78853288489596,0.061452918,0.0430744507440582,0.053977809347320965,0.0,0.0,0.03170103556920585
p39_C,0.9474058207737698,0.004384593876985167,0.0,0.0,0.0,0.0,0.0,0.0
p39_G,0.15065689071707938,2.114415555455635,0.0,0.0,0.0,0.0,0.0,0.0
p39_I,0.3604238874439327,0.8481729282817029,0.0,0.0,0.0,0.0,0.0,0.0
p39_L,0.045083764899843844,4.172462384284698,0.0,0.0,0.0,0.0,0.0,0.0
p39_M,0.5488079109557689,0.3631848333163843,0.0,0.0,0.0,0.0,0.0,0.0
p39_S,0.9395793347906068,0.005789369990532262,0.0,0.0,0.0,0.0,0.0,0.0
p39_V,0.1761437202898122,1.8697395038048157,0.0,0.0,0.0,0.0,0.0,0.0
p40_L,0.013273673602793645,6.4769661775865455,3.7470812e-08,8.857115841223593e-06,0.39172073263894314,0.0,0.0,0.07834592544511931
p40_M,0.11632282592933794,2.5322083347564366,0.0,0.0,0.0,0.0,0.0,0.0
p40_Q,9.533146446349373e-11,59.123298303540906,0.0,0.06726260901829187,0.13999350864542814,0.0,0.0,0.041451223532744004
p40_T,0.0030084783682129855,9.491940463481205,0.0,4.032832503674795e-05,0.013317900109271743,0.0,0.0,0.0026716456868616984
p40_V,0.6415857356095158,0.21868293139966044,0.0,0.0,0.0,0.0,0.0,0.0
p41_C,0.5668988042846919,0.3312198035084698,0.0,0.0,0.0,0.0,0.0,0.0
p41_G,0.026239046650719303,5.1700285028379325,6.984433e-06,0.0002542370164672271,0.5823459224023881,0.062439243536250404,0.024995443516263066,0.1340083661809107
p41_S,0.0369334066872607,4.535444212231759,0.0,0.0,0.0,0.0,0.0,0.0
p41_T,0.004131828347272305,8.829549619568672,6.4706256e-08,0.002038242706380236,0.1852378416623806,0.0,0.0,0.03745522981500344
p42_C,0.47260051256542446,0.5218619240978848,0.0,0.0,0.0,0.0,0.0,0.0
p42_F,0.4140400338465344,0.6756740908380228,0.0,0.0,0.0,0.0,0.0,0.0
p42_I,0.007099030214194144,7.721630772116512,0.0007425053,0.0004142556888876356,0.06832963172407927,0.0,0.0,0.013897278543496452
p42_L,0.9822159959046064,0.0005006595834423473,0.0,0.0,0.0,0.0,0.0,0.0
p42_S,0.7714911107575223,0.08504275310973451,0.0,0.0,0.0,0.0,0.0,0.0
p42_T,0.23737950091389137,1.4217838254178707,0.0,0.0,0.0,0.0,0.0,0.0
p42_V,0.004986853416674608,8.44134416943127,0.0004823685,0.0010720485498452404,0.69383522601513,0.0,0.04911884950915658,0.14890169851216647
p43_I,0.2179756670553195,1.54701907576895,0.0,0.0,0.0,0.0,0.0,0.0
p43_L,0.9395793347906068,0.005789369990532262,0.0,0.0,0.0,0.0,0.0,0.0
p43_TVA,0.061948026620443776,3.6058815407317715,0.0,0.0,0.0,0.0,0.0,0.0
p43_W,0.00041209698387020415,13.846617033245339,0.0,1.13324111645933e-07,0.18341748703153368,0.0,0.0,0.036683520071129065
p43_Y,0.006199160557859417,7.996428240178286,3.9098442e-05,3.684460548929034e-05,0.1024225935027454,0.0,0.0,0.020499707310118437
p44_LT,0.0639947312149569,3.5488000741634407,0.0,0.0,0.0,0.0,0.0,0.0
p44_M,0.712459217437415,0.13700774507722177,0.0,0.0,0.0,0.0,0.0,0.0
p44_Y,0.2179756670553195,1.54701907576895,0.0,0.0,0.0,0.0,0.0,0.0
p45_G,2.0532847627988524e-12,74.32562531144718,0.0,5.10331961601874e-06,0.2081790666379559,0.0,0.3917599369099821,0.11998882137351082
p45_I,0.002553398851660161,9.837977201002971,0.0,4.290709082325653e-06,0.11247187349488214,0.0,0.0,0.02249523284079289
p45_S,0.910881993300747,0.012623921572180221,0.0,0.0,0.0,0.0,0.0,0.0
p45_TCLA,0.8149303458636038,0.05522863286118655,0.0,0.0,0.0,0.0,0.0,0.0
p46_I,0.9620394016102171,0.0022825028988257864,0.0,0.0,0.0,0.0,0.0,0.0
p46_L,0.38688599631647624,0.7587225109229195,0.0,0.0,0.0,0.0,0.0,0.0
p46_M,0.5310001305123144,0.3966473447235601,0.0,0.0,0.0,0.0,0.0,0.0
p46_T,0.2064439639486954,1.6280588817002162,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,0.005025052865775843,8.425665229228958,0.0,0.0008807282710263623,0.03456316752204581,0.0,0.0,0.007088779158614435
p47_V,0.00976941514981717,7.081549812791129,0.0,3.8149274935503715e-05,0.024761579606422016,0.0,0.0,0.004959945776271504
p48_F,5.638064599755142e-15,101.46026124118546,0.0,0.00014462583974791403,0.1488982038950581,0.0,0.05384181278451181,0.04057692850386356
p48_G,0.3215492123397905,0.9975611470320044,0.0,0.0,0.0,0.0,0.0,0.0
p48_I,0.002891132972576894,9.575657528265188,0.00017785643,0.0004994375389896339,0.1740496992644567,0.0,0.0,0.03494539864726048
p48_M,0.5455290678239928,0.36919383575985654,0.0,0.0,0.0,0.0,0.0,0.0
p48_V,0.005676319216233576,8.176025291240142,1.10166355e-10,3.9867732240994467e-07,0.19984445853630697,0.0,0.0,0.03996897146475915
p49_F,5.035215041666886e-07,31.032862597890094,2.0440043e-08,0.0005467665139186381,0.21904891322470968,0.0,0.0,0.043919140035734175
p49_I,0.09619528294126989,2.8482317114577227,0.0,0.0,0.0,0.0,0.0,0.0
p49_L,0.16236004925371078,1.9965153995009162,0.0,0.0,0.0,0.0,0.0,0.0
p49_M,0.30811462756444036,1.0549713244172871,0.0,0.0,0.0,0.0,0.0,0.0
p49_STA,0.5962035924574167,0.2835012268344932,0.0,0.0,0.0,0.0,0.0,0.0
p49_V,0.5656936036401565,0.3332879727897146,0.0,0.0,0.0,0.0,0.0,0.0
p50_F,0.689692444275201,0.1608261480096311,0.0,0.0,0.0,0.0,0.0,0.0
p50_I,0.061948026620443776,3.6058815407317715,0.0,0.0,0.0,0.0,0.0,0.0
p50_L,0.9480465468754103,0.0042782605442010105,0.0,0.0,0.0,0.0,0.0,0.0
p50_T,0.2237204394483587,1.508563517986755,0.0,0.0,0.0,0.0,0.0,0.0
p50_V,0.12405887228946837,2.4267985482967074,0.0,0.0,0.0,0.0,0.0,0.0
p51_C,0.5760477470416557,0.31579749924452766,0.0,0.0,0.0,0.0,0.0,0.0
p51_G,0.0022095996233543235,10.14512128859829,0.00044284278,0.0016032906662118214,0.0916140002892591,0.0,0.0,0.018732026746751004
p51_S,0.01358835266226099,6.431163784503464,0.00015061804,6.822237174961217e-05,0.2243644314658804,0.0,0.0,0.04491665437582926
p52_L,0.7574918896554352,0.09613751769430365,0.0,0.0,0.0,0.0,0.0,0.0
p52_SCIM,0.9669307146322977,0.0017318647011638397,0.0,0.0,0.0,0.0,0.0,0.0
p52_T,1.4154710174559354e-06,28.129520607748894,6.8129005e-08,0.00012115511866333944,0.3162380788526948,0.0,0.0,0.06327186042007256
p52_V,0.06864632928428444,3.4261629874206605,0.0,0.0,0.0,0.0,0.0,0.0
p53_F,0.00041209698387020415,13.846617033245339,0.0,1.13324111645933e-07,0.18341748703153368,0.0,0.0,0.036683520071129065
p53_L,0.35262716415141593,0.8763097031922161,0.0,0.0,0.0,0.0,0.0,0.0
p53_P,0.07666424004839903,3.234745710548366,0.0,0.0,0.0,0.0,0.0,0.0
p53_S,0.0835434341066637,3.087298509063931,0.0,0.0,0.0,0.0,0.0,0.0
p53_V,0.9395793347906068,0.005789369990532262,0.0,0.0,0.0,0.0,0.0,0.0
p54_I,0.0341045245039055,4.68200922185338,0.0,0.0,0.0,0.0,0.0,0.0
p54_L,6.320370432393703e-19,154.1455297761279,1.0,5.393028943027346e-06,0.5567336287197168,0.0,0.8221251085410456,0.4757728260579411
p54_T,0.00041209698387020415,13.846617033245339,0.0,1.13324111645933e-07,0.18341748703153368,0.0,0.0,0.036683520071129065
p54_V,0.5690745438015927,0.3275078618741463,0.0,0.0,0.0,0.0,0.0,0.0
p56_F,0.03735719516883362,4.514529164630394,0.0,0.0,0.0,0.0,0.0,0.0
