	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S132	494.00000	Sebastolobus_altivelis	Rods	Chordata	DQ490124_S292A
S133	501.00000	Chauliodus_macouni	Rods	Chordata	EU407250.1_S292A
S134	490.00000	Lepidopus_fitchi	Rods	Chordata	EU407253.1_S292A
S135	502.00000	Lepidopus_fitchi	Rods	Chordata	EU407252.1_Y261F
S136	483.00000	Sebastolobus_altivelis	Rods	Chordata	DQ490124.1
S137	500.00000	Bos_taurus	Rods	Chordata	P02699.1
S138	489.00000	Tursiops_truncatus	Rods	Chordata	NM_001280659.1
S139	524.00000	Tursiops_truncatus	Cones	Chordata	XM_019933644.2
S140	552.00000	Tursiops_truncatus	Cones	Chordata	XM_019933644.2_S292A
S141	489.00000	Bos_taurus	Rods	Chordata	NM_001014890_A292S
S142	501.00000	Bos_taurus	Rods	Chordata	NM_001014890_A299S
S143	485.00000	Bos_taurus	Rods	Chordata	NM_001014890_D83N_A292S
S144	489.00000	Bos_taurus	Rods	Chordata	NM_001014890_D83N_A292S_A299S
S145	492.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	DQ490124.1_1_277-NM_001014890_278_348
S146	501.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	NM_001014890_1_277-DQ490124.1[S292A]_278_306-NM_001014890_307_348
S147	499.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	NM_001014890_1_306-DQ490124.1_307_348
S148	494.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	DQ490124.1[S292A]_1_306-NM_001014890_307_348
S149	491.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	DQ490124.1_1_277-NM_001014890_278_306-DQ490124.1_307_348
S150	501.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	NM_001014890_1_277-DQ490124.1[S292A]_278_348
S151	482.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	DQ490124.1_1_277-NM_001014890[A292S]_278_348
S152	494.00000	Sebastolobus_altivelis	Rods	Chordata	DQ490124.1_S292A
S153	488.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	NM_001014890_1_277-DQ490124.1_278_306-NM_001014890_307_348
S154	488.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	NM_001014890[A292S]_1_306-DQ490124.1_307_348
S155	482.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	DQ490124.1_1_306-NM_001014890_307_348
S156	482.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	DQ490124.1_1_277-NM_001014890[A292S]_278_306-DQ490124.1_307_348
S157	490.00000	Bos,Sebastolobus_taurus,altivelis	Rods	Chordata	NM_001014890_1_277-DQ490124.1_278_348
S158	467.00000	Gekko_gekko	Cones	Chordata	M92035
S159	496.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1_F49A
S160	496.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1_L52M
S161	492.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1_F49A_L52M
S162	496.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1_D83N
S163	488.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1_T97A
S164	481.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1_D83N_M86T_T97A
S165	495.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1_S164A
S166	512.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1_Q122E
S167	511.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1_F49S_Q122E_S164A
S168	467.00000	Gekko_gekko	Cones	Chordata	M92035_A164S
S169	480.00000	Gekko_gekko	Cones	Chordata	M92035_Q122E
S170	452.00000	Oryzias_latipes	Cones	Chordata	AB223053.1
S171	459.00000	Oryzias_latipes	Cones	Chordata	AB223053.1_S292A
S172	469.00000	Oryzias_latipes	Cones	Chordata	AB223053.1_Q122E_S292A
S173	496.00000	Anolis_carolinensis	Cones	Chordata	NM_001291394.1
S174	491.00000	Gekko,Anolis_gekko,carolinensis	Cones	Chordata	AH007735.2_1_33-M92035.1_34_64-AH007735.2_65_348
S175	482.00000	Gekko,Anolis_gekko,carolinensis	Cones	Chordata	AH007735.2_1_70-M92035.1_71_100-AH007735.2_101_348
S176	492.00000	Gekko,Anolis_gekko,carolinensis	Cones	Chordata	AH007735.2_1_105-M92035.1_106_139-AH007735.2_140_149-M92035.1_150_172-AH007735.2_173_348
S177	494.00000	Gekko,Anolis_gekko,carolinensis	Cones	Chordata	AH007735.2_1_199-M92035.1_200_225-AH007735.2_226_348
S178	493.00000	Gekko,Anolis_gekko,carolinensis	Cones	Chordata	AH007735.2_1_243-M92035.1_244_273-AH007735.2_274_348
S179	492.00000	Gekko,Anolis_gekko,carolinensis	Cones	Chordata	AH007735.2_1_284-M92035.1_285_309-AH007735.2_310_348
S180	471.00000	Gekko,Anolis_gekko,carolinensis	Cones	Chordata	AH007735.2_1_33-M92035.1_34_64-AH007735.2_65_70-M92035.1_71_100-AH007735.2_101_105-M92035.1_106_139-AH007735.2_140-149-M92035.1_150_172-AH007735.2_173_348
S181	489.00000	Gekko,Anolis_gekko,carolinensis	Cones	Chordata	AH007735.2_1_199-M92035.1_200_225-AH007735.2_226_243-M92035.1_244_273-AH007735.2_274_284-M92035.1_285_309-AH007735.2_310_348
S182	467.00000	Danio_rerio	Cones	Chordata	AB087805.2
S183	467.00000	Danio_rerio	Cones	Chordata	AB087806.2
S184	488.00000	Danio_rerio	Cones	Chordata	AB087807.1
S185	505.00000	Danio_rerio	Cones	Chordata	AB087808.2
S186	464.00000	Danio_rerio	Cones	Chordata	AB087805.2_K36Q
S187	464.00000	Danio_rerio	Cones	Chordata	AB087805.2_L46F
S188	463.00000	Danio_rerio	Cones	Chordata	AB087805.2_I49C
S189	465.00000	Danio_rerio	Cones	Chordata	AB087805.2_V60L
S190	467.00000	Danio_rerio	Cones	Chordata	AB087805.2_S94T
S191	465.00000	Danio_rerio	Cones	Chordata	AB087805.2_L108T
S192	468.00000	Danio_rerio	Cones	Chordata	AB087805.2_V111A
S193	466.00000	Danio_rerio	Cones	Chordata	AB087805.2_M112I
S194	470.00000	Danio_rerio	Cones	Chordata	AB087805.2_V111A_M112I
S195	471.00000	Danio_rerio	Cones	Chordata	AB087805.2_S94T_V111A_M112I
S196	472.00000	Danio_rerio	Cones	Chordata	AB087805.2_L46F_I49C_S94T_V111A_M112I
S197	536.00000	Petromyzon_marinus	Rods	Chordata	EU571209.1
S198	501.00000	Petromyzon_marinus	Cones	Chordata	AH005459.2
S199	554.00000	Petromyzon_marinus	Rods	Chordata	EU571209.1_P164S
S200	562.80000	Carassius_auratus	Cones	Chordata	L11867.1
S201	544.00000	Carassius_auratus	Cones	Chordata	L11867.1_S164P
S202	463.00000	Cottus_gobio	Cones	Chordata	AJ430489.1
S203	458.00000	Cottus_gobio	Cones	Chordata	AJ430489.1_T118A
S204	452.00000	Cottus_gobio	Cones	Chordata	AJ430489.1_T118G
S205	465.00000	Cottus_gobio	Cones	Chordata	AJ430489.1_P215G
S206	453.00000	Cottus_gobio	Cones	Chordata	AJ430489.1_T269A
S207	499.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181A
S208	500.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181N
S209	497.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181D
S210	499.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181C
S211	508.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181Q
S212	500.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181G
S213	497.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181H
S214	501.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181I
S215	502.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181L
S216	500.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181M
S217	501.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181F
S218	500.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181S
S219	502.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181T
S220	502.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181W
S221	501.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181Y
S222	498.00000	Bos_taurus	Rods	Chordata	NM_001014890_E181V
S223	499.00000	Bos_taurus	Rods	Chordata	NM_001014890_E113Q
S224	500.00000	Bos_taurus	Rods	Chordata	NM_001014890_E113Q_E181D
S225	359.00000	Carassius_auratus	Cones	Chordata	D85863.1
S226	355.00000	Danio_rerio	Cones	Chordata	AB087810.1
S227	423.00000	Xenopus_laevis	Cones	Chordata	NM_001085652.1
S228	356.00000	Ambystoma_tigrinum	Cones	Chordata	AF038948.1
S229	358.00000	Anolis_carolinensis	Cones	Chordata	AH007736.2
S230	360.00000	Gekko_gecko	Cones	Chordata	AY024356.1
S231	393.00000	Columba_livia	Cones	Chordata	AH007798.2
S232	359.00000	Taeniopygia_guttata	Cones	Chordata	AF222331.1
S233	415.00000	Gallus_gallus	Cones	Chordata	M92039.1
S234	365.00000	Melopsittacus_undulatus	Cones	Chordata	Y11787.1
S235	414.00000	Homo_sapiens	Cones	Chordata	AH003620.2
S236	359.00000	Mus_musculus	Cones	Chordata	NP_031564.1
S237	358.00000	Rattus_norvegicus	Cones	Chordata	U63972.1
S238	420.00000	Cavia_porcellus	Cones	Chordata	AY552608.1
S239	419.00000	Loxodonta_africana	Cones	Chordata	AY686753.1
S240	420.00000	Notamacropus_eugenii	Cones	Chordata	AY286017.1
S241	489.00000	Delphinus_delphis	Rods	Chordata	AF055314
S242	488.00000	Globicephala_melas	Rods	Chordata	AF055315
S243	484.00000	Mesoplodon_bidens	Rods	Chordata	AF055316
S244	501.00000	Phoca_vitulina	Rods	Chordata	AF055317
S245	498.00000	Phoca_groenlandicus	Rods	Chordata	AF055318
S246	502.00000	Trichechus_manatus	Rods	Chordata	AF055319
S247	465.00000	Cottus_gobio	Cones	Chordata	AJ430489_P215G
S248	453.00000	Cottus_gobio	Cones	Chordata	AJ430489_T269A
S249	452.00000	Cottus_gobio	Cones	Chordata	AJ430489_T118G
S250	458.00000	Cottus_gobio	Cones	Chordata	AJ430489_T118A
S251	463.00000	Cottus_gobio	Cones	Chordata	AJ430489
S252	502.00000	Bos_taurus	Rods	Chordata	NM_001014890.2_A164S
S253	510.00000	Bos_taurus	Rods	Chordata	NM_001014890.2_F261Y
S254	514.00000	Bos_taurus	Rods	Chordata	NM_001014890.2_A269T
S255	520.00000	Bos_taurus	Rods	Chordata	NM_001014890.2_F261Y_A269T
S256	512.00000	Bos_taurus	Rods	Chordata	NM_001014890.2_A164S_F261Y
S257	514.00000	Bos_taurus	Rods	Chordata	NM_001014890.2_A164S_A269T
S258	492.00000	Carassius_auratus	Rods	Chordata	L11863.1
S259	505.00000	Gambusia_holbrooki	Rods	Chordata	Y11146.1
S260	502.00000	Xenopus_laevis	Rods	Chordata	L07770.1
S261	502.00000	Lithobates_pipiens	Rods	Chordata	S49004
S262	500.00000	Lithobates_catesbeianus	Rods	Chordata	S79840
S263	506.00000	Ambystoma_tigrinum	Rods	Chordata	U36574
S264	502.00000	Columba_livia	Rods	Chordata	AH007730.2
S265	502.00000	Taeniopygia_guttata	Rods	Chordata	AF222329
S266	503.00000	Gallus_gallus	Rods	Chordata	D00702
S267	511.00000	Carassius_auratus	Cones	Chordata	L11865
S268	506.00000	Carassius_auratus	Cones	Chordata	L11866
S269	495.00000	Anolis_carolinensis	Cones	Chordata	AH007735.2
S270	467.00000	Gekko_gecko	Cones	Chordata	M92035.1
S271	503.00000	Columba_livia	Cones	Chordata	AH007731.2
S272	505.00000	Taeniopygia_guttata	Cones	Chordata	AF222330
S273	508.00000	Gallus_gallus	Cones	Chordata	M92038
S274	359.00000	Carassius_auratus	Cones	Chordata	D85863
S275	415.00000	Gallus_gallus	Cones	Chordata	M92039
S276	443.00000	Carassius_auratus	Cones	Chordata	L11864
S277	437.00000	Anolis_carolinensis	Cones	Chordata	AF133907
S278	448.00000	Columba_livia	Cones	Chordata	AH007799.2
S279	441.00000	Taeniopygia_guttata	Cones	Chordata	AF222332
S280	455.00000	Gallus_gallus	Cones	Chordata	M92037
S281	559.00000	Carassius_auratus	Cones	Chordata	L11867
S282	561.00000	Anolis_carolinensis	Cones	Chordata	U08131
S283	558.00000	Columba_livia	Cones	Chordata	AH007800.2
S284	560.00000	Taeniopygia_guttata	Cones	Chordata	AF222333.1
S285	571.00000	Gallus_gallus	Cones	Chordata	M62903.1
S286	530.00000	Homo_sapiens	Cones	Chordata	AH005296.2
S287	560.00000	Homo_sapiens	Cones	Chordata	AH005298.2
S288	553.00000	Capra_hircus	Cones	Chordata	AH006594.2
S289	509.00000	Oryctolagus_cuniculus	Cones	Chordata	AH006945.2
S290	508.00000	Mus_musculus	Cones	Chordata	AF011389.1
S291	509.00000	Rattus_norvegicus	Cones	Chordata	AH006946.2
S292	524.00000	Tursiops_truncatus	Cones	Chordata	AF055457
S293	553.00000	Felis_catus	Cones	Chordata	AF132040
S294	545.00000	Equus_caballus	Cones	Chordata	AF132043
S295	531.00000	Odocoileus_virginianus	Cones	Chordata	AF132041
S296	516.00000	Cavia_porcellus	Cones	Chordata	AF132042.1
S297	482.00000	Anolis_carolinensis	Cones	Chordata	AH007737.2
S298	481.00000	Columba_livia	Cones	Chordata	U50598.1
S299	359.00000	Taeniopygia_guttata	Cones	Chordata	AF222331
S300	359.00000	Taeniopygia_guttata	Cones	Chordata	AF222331_I85V
S301	397.00000	Taeniopygia_guttata	Cones	Chordata	AF222331_C84S
S302	397.00000	Taeniopygia_guttata	Cones	Chordata	AF222331_C84S_I85V
S303	382.00000	Taeniopygia_guttata	Cones	Chordata	AF222331_C84G
S304	363.00000	Taeniopygia_guttata	Cones	Chordata	AF222331_C84G_I85F
S305	405.00000	Gallus_gallus	Cones	Chordata	M92039_V85I
S306	369.00000	Gallus_gallus	Cones	Chordata	M92039_S84C
S307	371.00000	Gallus_gallus	Cones	Chordata	M92039_S84C_V85I
S308	389.00000	Columba_livia	Cones	Chordata	AH007798.2_V85I
S309	358.00000	Columba_livia	Cones	Chordata	AH007798.2_S84C
S310	359.00000	Columba_livia	Cones	Chordata	AH007798.2_S84C_V85I
S311	571.00000	Poecilia_reticulata	Cones	Chordata	AB748985.1
S312	562.00000	Poecilia_reticulata	Cones	Chordata	AB748984
S313	516.00000	Poecilia_reticulata	Cones	Chordata	LC127183
S314	519.00000	Poecilia_reticulata	Cones	Chordata	LC127184
S315	516.00000	Poecilia_reticulata	Cones	Chordata	LC127186
S316	476.00000	Poecilia_reticulata	Cones	Chordata	LC127187
S317	438.00000	Poecilia_reticulata	Cones	Chordata	LC127188
S318	408.00000	Poecilia_reticulata	Cones	Chordata	LC127189
S319	353.00000	Poecilia_reticulata	Cones	Chordata	LC127190
S320	503.00000	Poecilia_reticulata	Rods	Chordata	LC127191
S321	358.00000	Geotria_australis	Cones	Chordata	KT749677
S322	439.00000	Geotria_australis	Cones	Chordata	AY366492
S323	497.00000	Geotria_australis	Rods	Chordata	AY366493
S324	492.00000	Geotria_australis	Rods	Chordata	AY366494
S325	420.00000	Cavia_porcellus	Cones	Chordata	AY552608
S326	388.00000	Columba_livia	Cones	Chordata	AJ238856
S327	419.00000	Gallus_gallus	Cones	Chordata	NM_205438.1
S328	360.00000	Melopsittacus_undulatus	Cones	Chordata	NM_001311081
S329	360.00000	Anolis_carolinensis	Cones	Chordata	AH007736
S330	363.00000	Carassius_auratus	Cones	Chordata	D85863_F86S
S331	357.00000	Columba_livia	Cones	Chordata	AJ238856_S86F
S332	366.00000	Columba_livia	Cones	Chordata	AJ238856_V116L
S333	380.00000	Columba_livia	Cones	Chordata	AJ238856_V116M
S334	372.00000	Gallus_gallus	Cones	Chordata	NM_205438.1_S86F
S335	419.00000	Gallus_gallus	Cones	Chordata	NM_205438.1_V116L
S336	420.00000	Melopsittacus_undulatus	Cones	Chordata	NM_001311081_C90S
S337	361.00000	Melopsittacus_undulatus	Cones	Chordata	NM_001311081_A86S
S338	508.00000	Phreatichthys_andruzzii	Rods	Chordata	JQ413240
S339	505.00000	Phreatichthys_andruzzii	Rods	Chordata	GQ404491.1
S340	502.00000	Danio_rerio	Rods	Chordata	AF109368
S341	498.00000	Danio_rerio	Rods	Chordata	NM131212.2
S342	414.00000	Homo_sapiens	Cones	Chordata	DQ822478.1
S343	424.00000	Homo_sapiens	Cones	Chordata	DQ822478.1_S289A
S344	417.00000	Homo_sapiens	Cones	Chordata	DQ822478.1_S87G
S345	434.00000	Homo_sapiens	Cones	Chordata	DQ822478.1_Y262W
S346	561.00000	Grus_americana	Cones	Chordata	KM508487
S347	500.00000	Grus_americana	Rods	Chordata	KM508488
S348	499.00000	Grus_americana	Cones	Chordata	KM508489
S349	404.00000	Grus_americana	Cones	Chordata	KM508490
S350	450.00000	Grus_americana	Cones	Chordata	KM508491
S351	486.00000	Scopelarchus_analis	Rods	Chordata	EF517404.1
S352	479.00000	Scopelarchus_analis	Rods	Chordata	EF517405.1
