,Accession,Full_Species,prediction_value,closest_measurement,abs_diff,max_id
40,NM_000541.5,Homo sapiens,484.1,496,11.899999999999977,610
41,NM_016642.4,Homo sapiens,472.7,496,23.30000000000001,610
42,AH005299.2,Homo sapiens,511.0,496,15.0,610
43,AH005298.2,Homo sapiens,562.2,558,4.2000000000000455,612
44,AH003620.2,Homo sapiens,407.3,419,11.699999999999989,609
45,AH005747.2,Homo sapiens,481.2,496,14.800000000000011,610
46,Z68193.1,Homo sapiens,462.3,496,33.69999999999999,610
47,BC143688.1,Homo sapiens,468.8,496,27.19999999999999,610
48,BC171754.1,Homo sapiens,534.6,531,3.6000000000000227,611
49,BC140938.1,Homo sapiens,536.8,531,5.7999999999999545,611
50,BC113558.1,Homo sapiens,467.3,496,28.69999999999999,610
51,BC073872.1,Homo sapiens,478.4,496,17.600000000000023,610
52,BC062622.1,Homo sapiens,475.9,496,20.100000000000023,610
53,AF439409.1,Homo sapiens,468.4,496,27.600000000000023,610
54,AF140242.1,Homo sapiens,481.1,496,14.899999999999977,610
55,DQ314804.1,Homo sapiens,467.7,496,28.30000000000001,610
56,L32835.1,Homo sapiens,407.3,419,11.699999999999989,609
57,BK000958.1,Homo sapiens,487.8,496,8.199999999999989,610
58,AH005930.2,Galago senegalensis,537.3,545,7.7000000000000455,605
59,AY552608.1,Cavia porcellus,414.3,400,14.300000000000011,630
60,AF132042.1,Cavia porcellus,520.8,530,9.200000000000045,631
61,EF457995.1,Cavia porcellus,498.0,530,32.0,631
62,FJ497233.1,Xenopeltis unicolor,495.7,550,54.30000000000001,851
63,AY655163.1,Bombus impatiens,369.5,352,17.5,104
64,AH007800.2,Columba livia,559.2,567,7.7999999999999545,700
65,AH007799.2,Columba livia,448.0,453,5.0,697
66,AH007798.2,Columba livia,391.6,409,17.399999999999977,696
67,AH007731.2,Columba livia,504.0,506,2.0,698
68,AH007730.2,Columba livia,502.5,506,3.5,698
69,U50598.1,Columba livia,474.2,453,21.19999999999999,697
70,AB111463.1,Cephalopachus bancanus,394.9,543,148.10000000000002,625
71,AH004781.2,Anolis carolinensis,496.4,503,6.600000000000023,900
72,AH007737.2,Anolis carolinensis,466.6,462,4.600000000000023,899
73,AH007736.2,Anolis carolinensis,359.5,365,5.5,898
74,GQ280392.1,Anolis carolinensis,465.6,462,3.6000000000000227,899
75,AF133907.1,Anolis carolinensis,438.9,462,23.100000000000023,899
76,AH007911.2,Macaca fascicularis,545.9,531,14.899999999999977,585
77,S76579.1,Macaca fascicularis,499.3,531,31.69999999999999,585
78,AF158976.1,Macaca fascicularis,404.1,430,25.899999999999977,584
79,AF158975.1,Macaca fascicularis,536.5,531,5.5,585
80,AF158968.1,Macaca fascicularis,559.6,561,1.3999999999999773,586
81,MK983128.1,Manduca sexta,484.2,525,40.80000000000001,369
82,L78081.1,Manduca sexta,376.1,345,31.100000000000023,367
83,L78080.1,Manduca sexta,536.5,525,11.5,369
84,AD001674.1,Manduca sexta,434.9,440,5.100000000000023,368
85,NM_204245.2,Gallus gallus,473.9,455,18.899999999999977,707
86,NM_001318431.2,Gallus gallus,483.4,506,22.600000000000023,708
87,LC360414.1,Gallus gallus,479.1,455,24.100000000000023,707
88,AB436160.1,Gallus gallus,486.4,506,19.600000000000023,708
89,AB436159.1,Gallus gallus,486.2,506,19.80000000000001,708
90,AB368183.3,Gallus gallus,475.8,455,20.80000000000001,707
91,AB295599.1,Gallus gallus,464.8,455,9.800000000000011,707
92,U15762.1,Gallus gallus,478.7,455,23.69999999999999,707
93,M92039.1,Gallus gallus,410.9,418,7.100000000000023,706
94,M92038.1,Gallus gallus,506.2,506,0.19999999999998863,708
95,M92037.1,Gallus gallus,453.7,455,1.3000000000000114,707
96,AY339627.1,Gallus gallus,475.2,455,20.19999999999999,707
97,AY339626.1,Gallus gallus,484.1,506,21.899999999999977,708
98,AF364328.1,Gallus gallus,457.1,455,2.1000000000000227,707
99,GQ280390.1,Gallus gallus,468.6,455,13.600000000000023,707
100,EF055883.2,Gallus gallus,471.2,455,16.19999999999999,707
101,U87449.1,Gallus gallus,480.0,455,25.0,707
102,AB368182.1,Gallus gallus,486.6,506,19.399999999999977,708
103,EU124634.1,Gallus gallus,471.7,455,16.69999999999999,707
104,EU124633.1,Gallus gallus,465.4,455,10.399999999999977,707
105,EU124632.1,Gallus gallus,464.9,455,9.899999999999977,707
106,EU124631.1,Gallus gallus,469.2,455,14.199999999999989,707
107,EU124630.1,Gallus gallus,469.2,455,14.199999999999989,707
108,AB295600.1,Gallus gallus,483.7,506,22.30000000000001,708
109,AB255031.1,Gallus gallus,465.4,455,10.399999999999977,707
110,AF132041.1,Odocoileus virginianus,534.6,537,2.3999999999999773,486
111,JX867486.1,Avahi laniger,388.6,558,169.39999999999998,613
112,JX867484.1,Avahi laniger,388.6,558,169.39999999999998,613
113,JX867481.1,Avahi laniger,389.5,558,168.5,613
114,JX867479.1,Avahi laniger,390.0,558,168.0,613
115,LRGB01000024.1,Daphnia magna,460.2,434,26.19999999999999,19
116,LRGB01001019.1,Daphnia magna,475.2,434,41.19999999999999,19
117,LRGB01001363.1,Daphnia magna,491.4,525,33.60000000000002,20
118,LRGB01001877.1,Daphnia magna,470.3,434,36.30000000000001,19
119,LRGB01001899.1,Daphnia magna,483.8,525,41.19999999999999,20
120,LRGB01002860.1,Daphnia magna,462.8,434,28.80000000000001,19
121,LRGB01002864.1,Daphnia magna,490.9,525,34.10000000000002,20
122,LRGB01003024.1,Daphnia magna,454.6,434,20.600000000000023,19
123,KF539457.1,Mamestra brassicae,381.0,360,21.0,238
124,KF539445.1,Mamestra brassicae,541.0,540,1.0,240
125,KF539427.1,Mamestra brassicae,430.9,460,29.100000000000023,239
126,MH011638.1,Hypsiglena torquata,383.2,371,12.199999999999989,862
127,MH011576.1,Hypsiglena torquata,540.2,534,6.2000000000000455,863
128,MH011541.1,Hypsiglena torquata,473.3,500,26.69999999999999,861
129,MK209527.1,Glossophaga soricina,543.0,540,3.0,516
130,MK209481.1,Glossophaga soricina,498.1,540,41.89999999999998,516
131,JX867527.1,Microcebus murinus,407.1,409,1.8999999999999773,599
132,JX867523.1,Microcebus murinus,407.1,409,1.8999999999999773,599
133,JX867522.1,Microcebus murinus,408.2,409,0.8000000000000114,599
134,AH001149.2,Bos taurus,499.6,455,44.60000000000002,475
135,AY049726.2,Bos taurus,447.3,455,7.699999999999989,475
136,AF280398.1,Bos taurus,548.3,554,5.7000000000000455,476
137,MH011639.1,Lampropeltis getula,383.5,370,13.5,853
138,MH011577.1,Lampropeltis getula,539.9,538,1.8999999999999773,854
139,MH011542.1,Lampropeltis getula,476.3,493,16.69999999999999,852
140,NM_001290643.2,Mus musculus,475.5,498,22.5,645
141,NM_001290644.2,Mus musculus,473.2,498,24.80000000000001,645
142,NM_001425972.1,Mus musculus,473.2,498,24.80000000000001,645
143,AF190671.2,Mus musculus,362.1,359,3.1000000000000227,644
144,M55171.2,Mus musculus,498.7,498,0.6999999999999886,645
145,AH009854.2,Mus musculus,511.1,512,0.8999999999999773,646
146,BC139827.1,Mus musculus,457.3,498,40.69999999999999,645
147,BC132010.1,Mus musculus,475.6,498,22.399999999999977,645
148,BC104486.1,Mus musculus,486.1,498,11.899999999999977,645
149,DQ779924.1,Mus musculus,459.7,498,38.30000000000001,645
150,DQ779923.1,Mus musculus,461.8,498,36.19999999999999,645
151,AF140241.1,Mus musculus,479.0,498,19.0,645
152,AF076930.1,Mus musculus,483.5,498,14.5,645
153,AB007425.1,Papilio xuthus,562.7,600,37.299999999999955,313
154,AB007424.1,Papilio xuthus,542.1,520,22.100000000000023,312
155,AB007423.1,Papilio xuthus,542.7,520,22.700000000000045,312
156,LC328557.1,Cynops pyrrhogaster,468.5,474,5.5,463
157,AB043891.1,Cynops pyrrhogaster,546.4,474,72.39999999999998,463
158,AB043890.1,Cynops pyrrhogaster,499.3,474,25.30000000000001,463
159,AB052889.1,Cynops pyrrhogaster,366.9,474,107.10000000000002,463
160,AB040148.1,Cynops pyrrhogaster,467.2,474,6.800000000000011,463
161,DQ356245.1,Thylamys elegans,385.9,365,20.899999999999977,535
162,DQ356244.1,Thylamys elegans,542.5,565,22.5,537
163,DQ352179.1,Monodelphis domestica,544.6,555,10.399999999999977,534
164,KU645259.1,Hemidactylus frenatus,364.8,365,0.19999999999998863,876
165,KU645232.1,Hemidactylus frenatus,535.4,520,15.399999999999977,878
166,KU645205.1,Hemidactylus frenatus,480.1,466,14.100000000000023,877
167,KX132101.1,Carlito syrichta,395.8,558,162.2,624
168,KX132099.1,Carlito syrichta,395.9,558,162.10000000000002,624
169,KX132098.1,Carlito syrichta,396.0,558,162.0,624
170,KP981367.1,Periplaneta americana,531.5,505,26.5,23
171,KP941115.1,Periplaneta americana,385.3,365,20.30000000000001,22
172,KP861985.1,Periplaneta americana,522.9,505,17.899999999999977,23
173,KY368342.1,Photinus pyralis,401.4,375,26.399999999999977,43
174,KY368341.1,Photinus pyralis,527.7,570,42.299999999999955,44
175,AF414074.2,Vanessa cardui,374.1,360,14.100000000000023,283
176,AF414075.2,Vanessa cardui,430.9,470,39.10000000000002,284
177,AF385333.2,Vanessa cardui,540.8,530,10.799999999999955,285
178,DQ352182.1,Didelphis aurita,391.1,362,29.100000000000023,529
179,DQ352180.1,Didelphis aurita,543.1,555,11.899999999999977,530
180,AB725210.1,Graphium sarpedon,552.8,560,7.2000000000000455,292
181,AB725209.1,Graphium sarpedon,559.4,560,0.6000000000000227,292
182,AB725208.1,Graphium sarpedon,540.2,560,19.799999999999955,292
183,AB725207.1,Graphium sarpedon,436.9,460,23.100000000000023,291
184,AB725206.1,Graphium sarpedon,386.3,380,6.300000000000011,290
185,AI513772.1,Drosophila melanogaster,386.3,370,16.30000000000001,55
186,AH001040.2,Drosophila melanogaster,402.7,370,32.69999999999999,55
187,AH001026.2,Drosophila melanogaster,495.5,480,15.5,57
188,U67905.1,Drosophila melanogaster,438.2,440,1.8000000000000114,56
189,M17718.1,Drosophila melanogaster,366.3,370,3.6999999999999886,55
190,M12896.1,Drosophila melanogaster,505.6,520,14.399999999999977,58
191,K02315.1,Drosophila melanogaster,496.7,480,16.69999999999999,57
192,U80667.1,Drosophila melanogaster,439.3,440,0.6999999999999886,56
193,KY368276.1,Coccinella septempunctata,379.9,360,19.899999999999977,32
194,KY368275.1,Coccinella septempunctata,379.2,360,19.19999999999999,32
195,KY368274.1,Coccinella septempunctata,520.2,520,0.20000000000004547,33
196,MF035588.1,Heliconius erato,387.5,370,17.5,257
197,MF035587.1,Heliconius erato,378.8,370,8.800000000000011,257
198,MF035586.1,Heliconius erato,434.9,470,35.10000000000002,258
199,MF035585.1,Heliconius erato,539.3,570,30.700000000000045,259
200,MF035584.1,Heliconius erato,387.5,370,17.5,257
201,MF035580.1,Heliconius erato,392.5,370,22.5,257
202,MF035579.1,Heliconius erato,378.9,370,8.899999999999977,257
203,MF035578.1,Heliconius erato,435.0,470,35.0,258
204,MF035575.1,Heliconius erato,435.0,470,35.0,258
205,AY918905.2,Heliconius erato,392.5,370,22.5,257
206,AY918907.1,Heliconius erato,539.0,570,31.0,259
207,AY918906.1,Heliconius erato,435.0,470,35.0,258
208,MN820844.1,Xenopus laevis,550.3,523,27.299999999999955,414
209,MN820842.1,Xenopus laevis,411.2,425,13.800000000000011,413
210,MT113469.1,Xenopus laevis,482.6,443,39.60000000000002,412
211,BC169653.1,Xenopus laevis,468.2,443,25.19999999999999,412
212,BC080123.1,Xenopus laevis,439.0,443,4.0,412
213,AY377392.1,Xenopus laevis,474.0,443,31.0,412
214,S62229.1,Xenopus laevis,501.1,523,21.899999999999977,414
215,AY177405.1,Xenopus laevis,438.3,443,4.699999999999989,412
216,EU860403.1,Xenopus laevis,464.2,443,21.19999999999999,412
217,KY368256.1,Bicellonycha wickershamorum,390.7,400,9.300000000000011,35
218,KY368255.1,Bicellonycha wickershamorum,524.6,560,35.39999999999998,36
219,MK209576.1,Carollia perspicillata,383.8,365,18.80000000000001,512
220,MK209535.1,Carollia perspicillata,546.4,540,6.399999999999977,514
221,MK209489.1,Carollia perspicillata,500.4,500,0.39999999999997726,513
222,BK006813.1,Felis catus,405.6,450,44.39999999999998,497
223,AY382594.2,Felis catus,462.2,450,12.199999999999989,497
224,AF132040.1,Felis catus,550.7,555,4.2999999999999545,500
225,AF132043.1,Equus caballus,542.3,539,3.2999999999999545,546
226,AY726545.1,Setonix brachyurus,399.1,424,24.899999999999977,541
227,AY745192.1,Setonix brachyurus,538.0,538,0.0,544
228,AF132044.1,Sciurus carolinensis,533.2,543,9.799999999999955,658
229,DQ302163.1,Sciurus carolinensis,426.5,444,17.5,657
230,AF004169.1,Apis mellifera,364.2,344,20.19999999999999,92
231,AF004168.1,Apis mellifera,434.7,436,1.3000000000000114,93
232,U70841.1,Apis mellifera,434.8,436,1.1999999999999886,93
233,BK005515.1,Apis mellifera,518.4,544,25.600000000000023,94
234,BK005514.1,Apis mellifera,530.2,544,13.799999999999955,94
235,BK005511.1,Apis mellifera,484.9,436,48.89999999999998,93
236,AB721364.1,Colias erate,441.0,400,41.0,318
237,AB467311.1,Colias erate,541.9,560,18.100000000000023,320
238,AB467310.1,Colias erate,427.0,400,27.0,318
239,AB467309.1,Colias erate,443.8,400,43.80000000000001,318
240,AB467308.1,Colias erate,378.8,400,21.19999999999999,318
241,JX867431.1,Cheirogaleus major,406.4,409,2.6000000000000227,596
242,JX867430.1,Cheirogaleus major,406.4,409,2.6000000000000227,596
243,JX867429.1,Cheirogaleus major,406.4,409,2.6000000000000227,596
244,AY686754.1,Loxodonta africana,546.5,552,5.5,629
245,AY686753.1,Loxodonta africana,409.2,419,9.800000000000011,628
246,AB208675.1,Pieris rapae,444.4,450,5.600000000000023,335
247,AB208674.1,Pieris rapae,423.6,420,3.6000000000000227,334
248,AB208673.1,Pieris rapae,374.1,360,14.100000000000023,333
249,AB177984.1,Pieris rapae,547.2,563,15.799999999999955,336
250,MH011636.1,Arizona elegans,382.9,366,16.899999999999977,856
251,MH011574.1,Arizona elegans,538.1,538,0.10000000000002274,857
252,KU324006.1,Arizona elegans,483.8,484,0.19999999999998863,855
253,KU323997.1,Arizona elegans,382.6,366,16.600000000000023,856
254,NC_044212.2,Taeniopygia guttata,460.5,430,30.5,730
255,GQ280393.1,Taeniopygia guttata,469.9,503,33.10000000000002,731
256,AF222333.1,Taeniopygia guttata,560.6,567,6.399999999999977,733
257,AF222332.1,Taeniopygia guttata,442.1,430,12.100000000000023,730
258,AF222331.1,Taeniopygia guttata,372.8,370,2.8000000000000114,729
259,AF222330.1,Taeniopygia guttata,503.9,503,0.8999999999999773,731
260,AY091587.1,Sus scrofa,410.7,439,28.30000000000001,487
261,AY693774.1,Sus scrofa,549.6,556,6.399999999999977,488
262,JX867449.1,Cheirogaleus medius,407.9,543,135.10000000000002,598
263,JX867448.1,Cheirogaleus medius,407.1,543,135.89999999999998,598
264,JX867447.1,Cheirogaleus medius,407.1,543,135.89999999999998,598
265,JX867446.1,Cheirogaleus medius,409.0,543,134.0,598
266,JX867445.1,Cheirogaleus medius,408.0,543,135.0,598
267,JX867444.1,Cheirogaleus medius,408.1,543,134.89999999999998,598
268,JX867442.1,Cheirogaleus medius,409.5,543,133.5,598
269,MH011578.1,Masticophis flagellum,537.1,561,23.899999999999977,843
270,MH011543.1,Masticophis flagellum,475.0,458,17.0,842
