feature,BayesianRidge,lgbm,rf,mean
48,0.10210204939007507,0.22388059701492538,0.1553086832572376,0.16043044322074604
49,0.13502341806255905,0.12189054726368158,0.010656168289726176,0.08919004453865559
50,0.10246245357037057,0.048507462686567165,0.040175964110717485,0.06371529345588507
51,0.06541171059764693,0.0,0.002328768364622738,0.022580159654089892
52,0.06582292091296606,0.005970149253731343,0.039395631486848555,0.03706290055118199
53,0.05598056394479661,0.004975124378109453,0.007118315835043663,0.022691334719316576
54,0.07414598137721745,0.005970149253731343,0.052675435095314575,0.04426385524208779
55,0.0,0.0,0.0,0.0
56,0.07617802187591394,0.01990049751243781,0.011762912501354457,0.0359471439632354
57,0.08966902926082385,0.024875621890547265,0.07582704711715679,0.06345723275617597
58,0.015386854620301814,0.0,0.10673130070200487,0.04070605177410223
59,0.018816547038573172,0.0,0.017724706514986595,0.012180417851186587
60,0.09990097692251297,0.07761194029850746,0.029526498636265462,0.06901313861909529
61,0.024065594857047058,0.0,0.007850402802048776,0.010638665886365278
62,0.030613132338771075,0.0,0.14113106481347332,0.0572480657174148
63,0.07577632706479365,0.026119402985074626,0.001769224317065081,0.03455498478897778
64,0.054976765014179176,0.06343283582089553,0.017389282230695545,0.04526629435525675
65,0.10761028121309237,0.008955223880597015,0.1534792749087906,0.09001492666749333
66,0.010731587386013283,0.0,0.009582652715817272,0.006771413367276852
67,0.14486827336861588,0.0,0.01026871179024119,0.05171232838628569
68,0.0,0.0,0.0,0.0
69,0.04894960390968984,0.014925373134328358,0.003490193976023491,0.02245505700668056
70,0.14804109596359735,0.014925373134328358,0.028423380399397413,0.0637966164991077
71,0.12333458871929355,0.05223880597014925,0.0560690460367985,0.0772141469087471
72,0.06015028472832812,0.0,0.005743489006959568,0.021964591245095894
73,0.0,0.0,0.0,0.0
74,0.07520532350830401,0.0,0.025215930616700553,0.03347375137500152
75,0.07011340641897175,0.0,0.07359240685799942,0.0479019377589904
76,0.06532851151193439,0.014925373134328358,0.04872136428472516,0.04299174964366264
77,0.09687225027247348,0.022388059701492536,0.017316922438825096,0.04552574413759703
78,0.0,0.0,0.0,0.0
79,0.05397024159792172,0.05223880597014925,0.501696784672713,0.20263527741359466
80,0.06507277324702368,0.0,0.2467370750528553,0.10393661609995967
81,0.08752370927759652,0.13432835820895522,0.04164293145464398,0.0878316663137319
82,0.14745311076049114,0.13432835820895522,0.0024605221287320924,0.09474733036605948
83,0.041602830458497046,0.029850746268656716,0.3677011125574459,0.14638489642819988
84,0.0838397963631939,0.04477611940298507,0.010844205128546645,0.04648670696490854
85,0.16542635844987555,0.029850746268656716,0.013909890590351796,0.0697289984362947
86,0.6923601064876223,0.23582089552238808,0.07387756795534683,0.3340195233217857
87,0.08051283540312594,0.023880597014925373,0.046309283707026916,0.05023423870835941
88,0.10723166142652155,0.06268656716417911,0.0033406569867137754,0.05775296185913814
89,0.1993206029979812,0.10746268656716418,0.011463725267012935,0.10608233827738611
90,0.4112844075113547,0.1791044776119403,0.07614578079516694,0.22217822197282067
91,0.3401958940534264,0.1044776119402985,0.18851539446885002,0.21106296682085832
92,0.12271813798862927,0.04477611940298507,0.1588739116877043,0.10878938969310621
93,0.4142611865523257,0.2126865671641791,0.05203822651862888,0.2263286600783779
94,0.30058289024782975,0.11691542288557213,0.20930944303532817,0.20893591872291004
95,0.05672212087011681,0.12835820895522387,0.01912614640498905,0.0680688254101099
96,0.22134270114421084,0.15671641791044777,0.026706371248477995,0.13492183010104553
97,0.254697345699406,0.15422885572139305,0.014086442029396814,0.14100421448339862
98,0.10859304709645697,0.022388059701492536,0.0282229133794028,0.0530680067257841
99,0.0674987856408299,0.028192371475953566,0.009083061249821498,0.03492473945553499
100,0.11032810430321385,0.05373134328358209,0.0067434624086044346,0.05693430333180013
101,0.04266638831619767,0.05223880597014925,0.0029718681743872277,0.03262568748691138
102,0.08705940954383148,0.01990049751243781,0.01079225943590862,0.0392507221640593
103,0.3153521913708912,0.014925373134328358,0.08693226000940454,0.1390699415048747
104,0.094191369657596,0.1044776119402985,0.009745529555762753,0.06947150371788575
105,0.2599270602459555,0.05223880597014925,0.009408127662018324,0.10719133129270769
106,0.0,0.0,0.0,0.0
107,0.15993274168260813,0.033582089552238806,0.01346910128383236,0.0689946441728931
108,0.0876270501596933,0.07462686567164178,0.017587534201448363,0.05994715001092782
109,0.3555252410171731,0.14925373134328357,0.05297033320789718,0.18591643518945125
110,0.0,0.0,0.0,0.0
111,0.11434141561141092,0.011940298507462687,0.014955596144118212,0.047079103420997276
112,0.09665530203698375,0.16417910447761194,0.011661687982528065,0.09083203149904125
113,0.6018350682372853,0.1417910447761194,0.09524523891310277,0.27962378397550247
114,0.17933315519328377,0.23880597014925373,0.13634505066231617,0.18482805866828456
115,0.12560421560324053,0.03482587064676617,0.005491463815625428,0.05530718335521071
116,0.23431487103904108,0.1701492537313433,0.0155512184930464,0.1400051144211436
117,0.0837826065846981,0.0,0.02364546242811936,0.03580935633760582
118,0.6668630711114655,0.746268656716418,0.07345207646042146,0.4955279347627683
119,0.11808943912259556,0.05970149253731343,0.04276271798598162,0.07351788321529688
120,0.12147993793742688,0.06567164179104479,0.03638764547844399,0.07451307506897188
121,0.0,0.0,0.0,0.0
122,0.21651170299782707,0.15422885572139305,0.189410414688761,0.18671699113599372
123,0.11265977169883686,0.026119402985074626,0.03324918318439001,0.057342785956100505
124,0.10302879325698981,0.06467661691542288,0.3902617562310204,0.18598905546781105
125,0.11383449428265374,0.0,0.3510645542911079,0.1549663495245872
126,0.29791183859091047,0.0,0.050073923918765396,0.11599525416989197
127,0.10096864688843735,0.014925373134328358,0.0033797437666319577,0.03975792126313255
128,0.1344584787712094,0.007462686567164179,0.0659768219094216,0.0692993290825984
129,0.08893878741222433,0.004975124378109453,0.00582704742406619,0.03324698640479999
130,0.0838654562956886,0.022388059701492536,0.2219161452730937,0.1093898870900916
131,0.0763708124060355,0.0,0.021004045107699463,0.03245828583791165
132,0.09253470544720865,0.0,0.16708671429507424,0.08654047324742764
133,0.03574955263820775,0.033582089552238806,0.022599843240289994,0.030643828476912178
134,0.057562831757138166,0.0,0.00012473667835568832,0.019229189478497954
135,0.0,0.0,0.0,0.0
136,0.016304208393163384,0.007462686567164179,0.004884809734610403,0.00955056823164599
137,0.10352387236016482,0.024875621890547265,0.014466108507939352,0.04762186758621715
138,0.10567706289264014,0.014925373134328358,0.08745383625462919,0.06935209076053256
139,0.08034582730173594,0.014925373134328358,0.060970523787105345,0.05208057474105655
140,0.16113510719598542,0.0,0.06607084654246995,0.07573531791281846
141,0.1594939890944793,0.029850746268656716,0.04960825937099988,0.07965099824471196
142,0.13634733515960767,0.022388059701492536,0.012746836155282602,0.05716074367212761
143,0.08140932807781641,0.007462686567164179,0.0281745398672927,0.03901551817075776
144,0.037734069998905696,0.007462686567164179,0.002124969709866642,0.015773908758645507
145,0.00357607950836386,0.05970149253731343,0.005798923695518679,0.023025498580398655
146,0.11101073401721476,0.014925373134328358,0.029767992470541085,0.051901366540694736
147,0.2004678942984906,0.029850746268656716,0.022051080243194684,0.08412324027011399
148,0.13404735259351597,0.06716417910447761,0.0014708188893259018,0.0675607835291065
149,0.10564365784153656,0.032835820895522394,0.009559555483404026,0.049346344740154334
150,0.06480625459211428,0.021321961620469083,0.015841035633710136,0.033989750615431163
151,0.13475208289065393,0.01990049751243781,0.0033531123404481177,0.05266856424784661
152,0.06453281539121697,0.004975124378109453,0.011384492125439126,0.02696414396492185
153,0.0,0.0,0.0,0.0
154,0.08252743259998263,0.03482587064676617,0.017440695249085637,0.044931332831944816
155,0.11786381302308761,0.05970149253731343,0.004447531623394497,0.06067094572793185
156,0.1264705182762052,0.026119402985074626,0.18197523954601674,0.11152172026909886
157,0.03265926072172481,0.018656716417910446,0.04338806583262449,0.031568014324086575
158,0.05022654394010249,0.023880597014925373,0.006476300558555983,0.026861147171194616
159,0.10374581102113324,0.026119402985074626,0.006686370639318471,0.04551719488184212
160,0.14795744286778786,0.014925373134328358,0.014406509086566797,0.059096441696227665
161,0.0,0.0,0.0,0.0
162,0.17676305288632002,0.2537313432835821,0.006170206475338351,0.14555486754841349
163,0.11076136425197003,0.0029850746268656717,0.21039174637263555,0.10804606175049042
164,0.19572147139070936,0.13432835820895522,0.5140030845915161,0.2813509713970602
165,0.1119446641010173,0.05037313432835821,0.02897292108220593,0.06376357317052715
166,0.11133918843631627,0.04228855721393035,0.055709774429726404,0.06977917335999101
167,0.09181114081148582,0.0,0.35800480691672354,0.14993864924273645
168,0.12217139114451345,0.03731343283582089,0.017881806299655512,0.059122210093329956
169,0.11059123148519806,0.07835820895522388,0.010475839580507362,0.06647509334030977
170,0.030613132338771075,0.0,0.14113106481347332,0.0572480657174148
171,0.0,0.0,0.0,0.0
172,0.07250070690853722,0.0,0.0809346548226227,0.0511451205770533
173,0.12833706509508966,0.06716417910447761,0.0030407159443503634,0.06618065338130588
174,0.0253525292785556,0.1044776119402985,0.15879689828331614,0.0962090131673901
175,0.0,0.0,0.0,0.0
176,0.374766432146845,0.26119402985074625,0.027954207647055702,0.22130488988154898
177,0.0,0.0,0.0,0.0
178,0.21811362019520533,0.1044776119402985,0.0636448593978119,0.12874536384443858
179,0.1247124081318439,0.06343283582089553,0.013785232889470736,0.06731015894740337
180,0.0,0.0,0.0,0.0
181,0.33716552438281777,0.1791044776119403,0.013278587091021405,0.17651619636192648
182,0.0,0.0,0.0,0.0
183,0.10387131693509527,0.029850746268656716,0.018527763205522862,0.05074994213642495
184,0.12098748817815627,0.014925373134328358,0.02178701603448075,0.05256662578232179
185,0.09980917775160292,0.007462686567164179,0.006008780651225302,0.037760214989997466
186,0.0021730291177235123,0.014925373134328358,0.0034546897989988254,0.006851030683683566
187,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0
189,0.07348550938591428,0.03731343283582089,0.008712772719809027,0.03983723831384806
190,0.0,0.0,0.0,0.0
191,0.04097767044390428,0.0,0.2234352761583799,0.08813764886742807
192,0.04408158817594389,0.007462686567164179,0.07606208073299124,0.04253545182536644
193,0.17563890389691772,0.0,0.08234192874130719,0.08599361087940831
194,0.07585512511373062,0.03171641791044776,0.13828094172959562,0.081950828251258
195,0.09127448447955698,0.02736318407960199,0.0752035050917447,0.06461372455030122
196,0.0531171054818789,0.0,0.23303858809253888,0.09538523119147259
197,0.07394775754238332,0.008955223880597015,0.08334212242158347,0.05541503461485461
198,0.10250585515215775,0.023880597014925373,0.08220431881678876,0.06953025699462397
199,0.07326173377082668,0.06609808102345416,0.007518810180637596,0.04895954165830615
200,0.12551010106250407,0.018656716417910446,0.1407059937843659,0.0949576037549268
201,0.12722067715266508,0.0,0.022995467422229646,0.05007204819163158
202,0.1295012085762826,0.0,0.21174631325331478,0.11374917394319913
203,0.1568541417665357,0.04477611940298507,0.0075607874295036456,0.06973034953300813
204,0.047435120715287236,0.01990049751243781,0.40206357379078483,0.1564663973395033
205,0.13804320941191922,0.03731343283582089,0.2780059473809688,0.15112086320956963
206,0.06722794945117501,0.05472636815920398,0.5496806335887674,0.22387831706638214
207,0.3183855140385777,0.024875621890547265,0.039526457371380365,0.12759586443350177
208,0.4465448939803996,0.10820895522388059,0.07951821193771849,0.2114240203806662
209,0.1344970939982862,0.11194029850746269,0.015804571429220954,0.08741398797832327
210,0.06264849699852049,0.014925373134328358,0.02633768725193647,0.034637185794928436
211,0.10920106120373355,0.03482587064676617,0.037824085455490514,0.06061700576866341
212,0.06148727117739255,0.0,0.0012267525214892131,0.020904674566293923
213,0.13921156198109388,0.06567164179104479,0.02227688837733886,0.07572003071649251
214,0.11734748840850878,0.06343283582089553,0.0038744208055213154,0.06155158167830854
215,0.0,0.0,0.0,0.0
216,0.03840149084407531,0.0,0.001936394565991705,0.013445961803355673
217,0.13346292480058103,0.08955223880597014,0.004544802735055379,0.07585332211386885
218,0.04286178085096226,0.06467661691542288,0.008176105288550325,0.038571501018311825
219,0.10682825638225264,0.0,0.01183820453957018,0.03955548697394094
220,0.0935308969091169,0.022388059701492536,0.0033482072201016623,0.039755721276903695
221,0.04470004649954145,0.029850746268656716,0.02963740865725071,0.03472940047514963
222,0.06880247128783316,0.0,0.10340407003463277,0.05740218044082198
223,0.0,0.0,0.0,0.0
224,0.16891174503198733,0.0417910447761194,0.019757074549975724,0.07681995478602748
225,0.06883804808663578,0.018656716417910446,0.008097655623103522,0.031864140042549914
226,0.04099430880679322,0.0,0.03422450580544577,0.025072938204079662
227,0.10316918478059363,0.008955223880597015,0.052591888357296356,0.054905432339495665
228,0.0773694869314319,0.029850746268656716,0.047411315605115675,0.05154384960173477
229,0.07123837426100171,0.05223880597014925,0.08290644963827526,0.06879454328980873
230,0.17691447836544305,0.014925373134328358,0.5077102909470445,0.23318338081560527
231,0.12252184614925024,0.007462686567164179,0.005553131402280253,0.045179221372898225
232,0.1366837334413144,0.0,0.012485951413684443,0.049723228284999615
233,0.05520723295984774,0.0,0.06199057738480636,0.03906593678155137
234,0.057562831757138166,0.0,0.00012473667835568832,0.019229189478497954
235,0.030468968353090306,0.04477611940298507,0.027126673600555762,0.03412392045221038
236,0.034340796721774806,0.0,0.00237009082348451,0.012236962515086438
237,0.11040136320345842,0.0,0.022312272121284858,0.04423787844158109
238,0.12437598092283862,0.009950248756218905,0.014062406139961,0.0494628786063395
239,0.0,0.0,0.0,0.0
240,0.06424879203523232,0.0,0.05957284918911744,0.04127388040811659
241,0.00899157027211787,0.0,0.0010001902317344497,0.00333058683461744
242,0.04342148559961061,0.022388059701492536,0.0036548996101271824,0.02315481497041011
243,0.15774475713400757,0.022388059701492536,0.07105858578288508,0.08373046753946173
244,0.13732518356876405,0.007462686567164179,0.016454489773546688,0.053747453303158305
245,0.10374190701483242,0.0,0.004881820811462463,0.036207909275431625
246,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0
248,0.08274065036178156,0.07462686567164178,0.0019812778828458815,0.05311626463875641
249,0.1344584787712094,0.007462686567164179,0.0659768219094216,0.0692993290825984
250,0.11040136320345842,0.0,0.022312272121284858,0.04423787844158109
251,0.08508093991627572,0.014925373134328358,0.24665692295260827,0.11555441200107079
252,0.09051822338425831,0.029850746268656716,0.02718392401500166,0.04918429788930556
253,0.08655365472245836,0.05970149253731343,0.011047393622184237,0.05243418029398534
254,0.10692791303787565,0.0,0.07013556990519072,0.05902116098102212
255,0.12710616901079982,0.07960199004975124,0.008142429730243523,0.07161686293026485
256,0.14021804984852754,0.026865671641791045,0.005195613591710992,0.0574264450273432
257,0.11040136320345842,0.0,0.022312272121284858,0.04423787844158109
258,0.16209684369377944,0.0,0.1116494890605523,0.09124877758477724
259,0.12498737324597689,0.03980099502487562,0.046885076955597696,0.07055781507548341
260,0.058919086635002144,0.029850746268656716,0.15583739814751268,0.08153574368372385
261,0.37844116832375313,0.19402985074626866,0.02864424711186544,0.20037175539396238
262,0.20689122523285172,0.014925373134328358,0.05479449673458894,0.09220369836725634
263,0.0888892088164483,0.06865671641791045,0.012605544064383137,0.05671715643291395
264,0.1272806644389918,0.029850746268656716,0.006331548029323221,0.054487652912323915
265,0.09265371591659287,0.0,1.0,0.36421790530553094
266,0.08852741089012867,0.014925373134328358,0.02123039903904609,0.04156106102116771
267,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0
269,0.2986182548458023,0.208955223880597,0.032218585259033226,0.17993068799514414
270,0.13751971379487132,0.03880597014925373,0.007376363668626857,0.061234015870917306
271,0.1522825332626746,0.011194029850746268,0.007373139282105276,0.05694990079850872
272,0.16323989464977867,0.0,0.04449980756421403,0.06924656740466424
273,0.08145888934575228,0.007462686567164179,0.07403875711588633,0.05432011100960093
274,0.0679382618880485,0.0208955223880597,0.04948209422060807,0.04610529283223875
275,0.08548623235971946,0.022388059701492536,0.2597342021664049,0.12253616474253896
276,0.038336914971386624,0.0,0.14177880864326364,0.06003857453821676
277,0.05066796366277606,0.03233830845771144,0.036496586534930535,0.03983428621847268
278,0.09698875742445354,0.04477611940298507,0.00985377513476334,0.05053955065406732
279,0.08325948509616718,0.06268656716417911,0.05966697259154147,0.06853767495062925
280,0.14514335524255534,0.029850746268656716,0.0063679551004651854,0.060454018870559074
281,0.06454015284459978,0.014925373134328358,0.21025025551289034,0.09657192716393949
282,0.09294195617386186,0.014925373134328358,0.1323808456584247,0.08008272498887165
283,0.14587433958218016,0.014925373134328358,0.06558233590939055,0.07546068287529968
284,0.09148625437983858,0.004975124378109453,0.014821191154014968,0.037094189970654334
285,0.10263402525804804,0.007462686567164179,0.31949223560382173,0.14319631580967798
286,0.10159529870284643,0.0208955223880597,0.1942469821521812,0.10557926774769577
287,0.0998363544786532,0.04477611940298507,0.1099358857345168,0.08484945320538502
288,0.07706397334806049,0.009950248756218905,0.3350386464429921,0.14068428951575715
289,0.13083314272474944,0.041044776119402986,0.024640576645899623,0.06550616516335069
290,0.13780526360172282,0.04975124378109453,0.016861544899513994,0.06813935076077711
291,0.2085695403803146,0.0,0.0958823724047549,0.1014839709283565
292,1.0,1.0,0.05995603650950288,0.6866520121698344
293,0.16777144163683314,0.014925373134328358,0.02169126370608396,0.06812935949241515
294,0.094786361111131,0.0,0.0029230713887399354,0.03256981083329031
295,0.21850324373743568,0.05970149253731343,0.15492477998211643,0.1443765054189552
296,0.0,0.0,0.0,0.0
297,0.04385409427883465,0.04975124378109453,0.011987588146509432,0.03519764206881287
298,0.13447853616369887,0.04975124378109453,0.04911304225685939,0.07778094073388427
299,0.09789914707063617,0.1044776119402985,0.3607437709223452,0.1877068433110933
300,0.0988935243371664,0.029850746268656716,0.006047211467209728,0.044930494024344285
301,0.0,0.0,0.0,0.0
302,0.10567706289264014,0.014925373134328358,0.08745383625462919,0.06935209076053256
303,0.0017340926518276,0.029850746268656716,0.0037653445781258535,0.011783394499536725
304,0.049960914181249816,0.09701492537313433,0.0019302513544883658,0.04963536363629084
305,0.057562831757138166,0.0,0.00012473667835568832,0.019229189478497954
306,0.0,0.0,0.0,0.0
307,0.1041945817138578,0.04776119402985075,0.05212209675942299,0.06802595750104384
308,0.09282734798856673,0.0208955223880597,0.005886644192166165,0.03986983818959753
309,0.006080096016641187,0.022388059701492536,0.0011320780074505412,0.009866744575194755
310,0.057562831757138166,0.0,0.00012473667835568832,0.019229189478497954
311,0.06975908632247235,0.0,0.01936090311274235,0.02970666314507157
312,0.030613132338771075,0.0,0.14113106481347332,0.0572480657174148
313,0.057562831757138166,0.0,0.00012473667835568832,0.019229189478497954
314,0.10194588619380791,0.029850746268656716,0.001631673702516776,0.0444761020549938
315,0.0872522217561448,0.026119402985074626,0.017400462029753903,0.04359069559032444
316,0.06814509761570561,0.007462686567164179,0.11429245053405125,0.06330007823897367
317,0.03647484318871999,0.0,0.05342801869018028,0.029967620626300092
318,0.14211918703507295,0.04975124378109453,0.042897671866360856,0.07825603422750944
319,0.12532729030118037,0.007462686567164179,0.23694277797596688,0.12324425161477048
320,0.09933484706947489,0.007462686567164179,0.016567622760544815,0.04112171879906129
321,0.07002562961979047,0.009950248756218905,0.1111175451252878,0.06369780783376573
322,0.1275570644945776,0.014925373134328358,0.012518661556376048,0.05166703306176066
323,0.09817630555273203,0.0037313432835820895,0.03340879138924387,0.045105480075186
324,0.04912286949832672,0.0,0.0014418524560338192,0.016854907318120182
325,0.09432619379151588,0.014925373134328358,0.007448468357665639,0.03890001176116996
326,0.12916697673131503,0.022388059701492536,0.020278009022490013,0.057277681818432534
327,0.0700856424462682,0.0,0.0055951474262516745,0.025226929957506628
328,0.08114220819954729,0.029850746268656716,0.030006494749236296,0.04699981640581344
329,0.09562073220691834,0.026119402985074626,0.006927115531890408,0.04288908357462779
330,0.025877737594386066,0.01990049751243781,0.023985107461086588,0.02325444752263682
331,0.11604037599887626,0.07462686567164178,0.0031297709830208622,0.0645990042178463
332,0.0432457721217994,0.026865671641791045,0.03745570239546861,0.035855715386353015
333,0.05306356400378247,0.0255863539445629,0.0028193636201521285,0.027156427189499163
334,0.03671628828022007,0.029850746268656716,0.0017617492325878398,0.02277626126048821
335,0.10877387064358665,0.026865671641791045,0.007264372343185942,0.04763463820952121
336,0.03987630286042666,0.023880597014925373,0.00260613267834059,0.022121010851230874
337,0.06499111189455764,0.022388059701492536,0.008541017677495426,0.031973396424515195
338,0.05421391751354447,0.014925373134328358,0.12727810085063698,0.0654724638328366
339,0.08797491619098384,0.048507462686567165,0.006226714808323128,0.04756969789529137
340,0.03504406411364959,0.05223880597014925,0.0051369978644675365,0.030806622649422123
341,0.04494317605958416,0.0,0.007726607033878273,0.017556594364487477
342,0.06749330180722754,0.009950248756218905,0.008093349666376919,0.028512300076607783
343,0.07318345541091664,0.029850746268656716,0.021900584520076358,0.041644928733216575
344,0.01593431594613245,0.05970149253731343,0.0025017414185504005,0.026045849967332096
345,0.01090725546313143,0.07462686567164178,0.0025167925990042905,0.029350304577925836
346,0.12919364610895448,0.04477611940298507,0.00641714533330572,0.06012897028174843
347,0.11089119839045118,0.014925373134328358,0.0433768560098821,0.05639780917822055
348,0.1284280724878271,0.07835820895522388,0.006757624465889536,0.07118130196964684
349,0.08981073436884653,0.029850746268656716,0.004260733398030239,0.04130740467851116
350,0.0801362952838354,0.0,0.017252064346501846,0.03246278654344575
351,0.0802036943917039,0.01990049751243781,0.019097137311529414,0.03973377640522371
352,0.07646309282628018,0.0037313432835820895,0.008328622192722282,0.029507686100861515
