feature,p_value,score,BayesianRidge,gbc,lgbm,xgb,rf,mean
p4_R,5.136430919866291e-09,35.635887280047385,0.09894993173030589,0.002334897658052269,0.0,9.463403e-06,0.0010938060972303662,0.020477619777783763
p4_SAPNVQ,0.9178684508264172,0.01064659773138622,0.0,0.0,0.0,0.0,0.0,0.0
p4_T,9.145789396845867e-17,75.38449392117084,0.00020185442301399136,0.0,0.0,4.81117e-06,0.00021725507282413457,8.478413319341717e-05
p5_E,1.650513302101209e-06,23.645540446809317,0.13259504899634633,0.0,0.0,1.5245215e-06,0.0002167459897306588,0.026562663901517024
p5_GAP,0.7174130207090483,0.1311648462772638,0.0,0.0,0.0,0.0,0.0,0.0
p5_K,0.04960671609932485,3.877512770128544,0.01754652123137468,0.0,0.0,2.6123465e-07,0.0012298557990030141,0.0037553276530048105
p5_Q,0.0005569262061068313,12.103514555346747,0.09685803341768567,0.0009528525436262941,0.0,4.1018775e-06,0.0048036917685515225,0.020523735921471435
p5_R,0.0801443639704206,3.0771218492750188,0.0,0.0,0.0,0.0,0.0,0.0
p5_S,1.4383685825388846e-10,43.28658850493623,0.19290290562330317,0.00038344389071634803,0.0,2.8820314e-06,0.011516959640229894,0.040961238237123346
p6_G,2.3986696378188714e-15,67.81814674000093,0.023636212749777598,0.0001227068106325183,0.0,0.0,0.0005611179420503665,0.0048640075004920975
p6_GAP,1.9180332537727498e-57,353.9613403871539,0.19261154960277566,0.0,0.13333333333333333,2.350586e-06,0.19879785479775633,0.10494901766399325
p6_P,0.05934115087062052,3.575443252217493,0.017413206276858478,0.0,0.0,5.407918e-05,0.011885789957024702,0.00587061508291659
p6_Q,1.2544119023319948e-08,33.75108841940343,0.0200394724910622,0.0,0.0,3.2507742e-07,0.00043179954633925467,0.004094319422964843
p6_RHFEMNKS,0.014480288688731182,6.0295712354560065,0.08800316054996012,0.009911781089711635,0.0,2.3169639e-07,0.0005621321908016975,0.019695461105372705
p7_D,2.761733219935767e-15,67.49459750771864,0.06657366582221828,0.0005205398293813554,0.0,1.0130944e-05,0.0007901248833799448,0.01357889229584533
p7_E,1.623548248145115e-30,155.58826838736348,0.0516790309064734,8.936216348788174e-05,0.022222222222222223,2.234192e-05,0.002144247681138092,0.015231440978513916
p7_GAP,0.22585647703425582,1.4711680205405555,0.0,0.0,0.0,0.0,0.0,0.0
p7_GLNTVMY,0.002370585091313969,9.353681182871464,0.08047237782609268,0.0,0.0,1.4466402e-05,0.0007683992707090797,0.016251048699721958
p7_I,0.07246936331242025,3.242794516274765,0.032783003989771096,0.0,0.0,4.013107e-06,0.00024387828967010013,0.006606179077322799
p7_K,0.025981295205982205,4.9932931086169745,0.052361402392535394,6.591581039482071e-06,0.0,4.369404e-06,0.0004786301222721796,0.010570198699968602
p7_P,2.6461364257315095e-18,83.73599893656225,0.05325238530863656,7.875848407935332e-05,0.0,1.8311681e-06,0.0002605799005005433,0.0107187109722645
p7_Q,0.024610654503051554,5.088368475491199,0.08832122050228379,0.00013234420751636976,0.0,2.2715337e-06,0.00022460634974772131,0.017736088518655754
p7_S,5.4067065315481094e-05,16.647144994262508,0.054354517249285916,0.0011703694182741964,0.0,1.5500658e-05,0.002515258900697277,0.011611129245304379
p8_E,4.528047522652801e-12,50.83934735751042,0.050575062318695053,0.0003983877814219438,0.0,4.010321e-06,0.004925614600350371,0.011180615004280628
p8_FAWHMT,0.0813010941926822,3.053646695276831,0.0,0.0,0.0,0.0,0.0,0.0
p8_G,1.253426661100594e-09,38.634493285126375,0.0933547169956683,0.0,0.0,3.4539057e-06,0.005372035702158814,0.019746041320709354
p8_GAP,0.22585647703425582,1.4711680205405555,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,1.583018090155096e-09,38.13640912891008,0.03059367858763917,0.0,0.022222222222222223,1.1772125e-06,0.00035967262748474993,0.01063535012997703
p8_S,7.069520582686549e-13,54.955532334082484,0.019371178923037795,2.1581477680411284e-05,0.0,0.00021015493,0.012546990407485005,0.006429981148155517
p8_Y,0.03411278233324208,4.519093001818989,0.029130607722239327,0.0,0.0,2.1307176e-06,0.00046212318228146503,0.0059189723244193
p9_F,9.83461008487228e-18,80.62351540624756,0.1497145649340856,0.0,0.0,1.6207494e-05,0.0025429344065605844,0.030454741366909212
p9_GAP,0.22585647703425582,1.4711680205405555,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,7.821026158298855e-08,29.92133604538004,0.0019510285110798272,0.00010111603790865541,0.0,0.0,0.00014019599539847702,0.0004384681088773918
p9_LVPMTS,5.443626619890746e-05,16.633712583440953,0.04270033148779273,0.0001403309183741743,0.022222222222222223,2.2176315e-05,0.00047776065065980683,0.013112564318772732
p10_GAP,1.9854654770917898e-05,18.634322645376812,0.1037903093123349,0.0,0.0,0.0003236918,0.007212766571857068,0.022265353539400307
p10_HWATGVL,0.7068866371716837,0.14160264709316522,0.0,0.0,0.0,0.0,0.0,0.0
p10_Y,7.763843014943062e-13,54.74687763167905,0.020148432970470417,0.0,0.044444444444444446,0.0001216125,0.008445148330950603,0.014631927649567283
p11_I,0.28124795251919554,1.1641007266869532,0.0,0.0,0.0,0.0,0.0,0.0
p11_L,1.0858947048179032e-83,614.4775508303456,0.10961319307519984,0.14297508244955215,0.044444444444444446,0.3214338,0.2613815375474825,0.1759696139793032
p11_MQRA,0.008812169484466852,6.926400906743409,0.07951425199000413,0.0015995502368546198,0.0,4.1337684e-05,0.0006848515347885483,0.016367998289088838
p11_T,2.1137862760802833e-11,47.456229529534994,0.0004787029375931183,0.0,0.0,1.0210586e-07,0.0010056209952142305,0.00029688520773306793
p11_V,3.088194291032378e-13,56.804741481849675,0.0240590093166701,0.0003173492340762046,0.022222222222222223,3.3050892e-05,0.0004196185542691574,0.00941025004383619
p12_P,7.554226371529595e-09,34.82032172335899,0.03334570939583012,0.01812467428502309,0.0,0.0,0.03183758616242664,0.01666159396865597
p13_GAP,9.20481024420314e-11,44.25308740567462,0.05364699869677905,0.0001753878716663264,0.0,0.0,0.018948678671321283,0.014554213047953332
p13_I,0.006937925137110004,7.362824668211565,0.02623842242673381,0.0,0.0,0.0,0.01248720027566276,0.007745124540479315
p13_L,0.10968236331013907,2.569879335098623,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,1.697470973155232e-08,33.115004720557806,0.007406402648437352,0.0005354037298757581,0.022222222222222223,1.0211467e-05,0.0004924353471524533,0.006133335082991553
p13_V,0.22565478032621375,1.4724497076751686,0.0,0.0,0.0,0.0,0.0,0.0
p14_GAP,6.69239441584078e-20,92.56628676071186,0.06783840404880662,0.0,0.0,0.0015227101,0.027281809944507514,0.019328584814900802
p14_IQADL,0.5770788915314982,0.3114761847259123,0.0,0.0,0.0,0.0,0.0,0.0
p14_P,1.0038242790285382e-08,34.22051108100724,0.029607466982556067,1.4113961794202085e-05,0.0,5.7902736e-07,0.0004280959357578144,0.006010051181493141
p14_T,0.16767380568854962,1.91034490480124,0.0,0.0,0.0,0.0,0.0,0.0
p14_V,0.013964944517287924,6.094535393636394,0.048214479321426244,8.098922164318705e-05,0.0,0.0,0.000332007974339918,0.009725495303481869
p14_Y,6.869158839414057e-12,49.92140587231487,0.08130777392696448,0.028104799664923335,0.0,0.0,0.02389480182999124,0.026661475084375812
p15_GAP,1.3397130887999643e-06,24.0704721305146,0.04420532732585752,0.012737481076449704,0.0,0.0,0.0006197270380957192,0.011512507088080588
p15_GDEPLH,9.572044498614618e-06,20.09328457568283,0.15155511698955734,0.0,0.0,3.915399e-06,0.00011292607963570178,0.030334391693597158
p15_K,3.935794090558188e-34,178.8553912251032,0.14496817473721524,0.0030626346751416985,0.0,2.8163877e-06,0.0485042815229096,0.03930758146458886
p15_N,0.3082981929069982,1.0405241791507498,0.0,0.0,0.0,0.0,0.0,0.0
p15_Q,1.1897221687793464e-15,69.43135748214374,0.030241166083189008,1.3836253089770872e-05,0.0,1.0547757e-06,0.0035120734081317277,0.006753626104018128
p15_S,4.824060993797634e-10,40.678976887082825,0.031214883094935645,0.00028274773418347424,0.0,8.708796e-07,0.0013286452359751804,0.00656542938893948
p15_T,2.0929282662248705e-12,52.544764302465566,0.009156224875154195,9.817178186242942e-05,0.0,6.3018606e-06,0.006255528429035103,0.0031032453893291958
p15_V,0.0198596621575576,5.466718606745932,0.10696454993207728,0.0,0.0,5.8269654e-07,0.00037038617084535333,0.02146710375989322
p16_N,1.0297126739567639e-10,44.010045288744756,0.09411038933277024,0.004219002522784354,0.044444444444444446,0.0,0.0066746987356120025,0.029889707007122207
p17_G,4.729104781687989e-06,21.512109979612166,0.07843584334322522,0.04143052712440604,0.0,8.050797e-06,0.004798058078840729,0.024934495868709976
p17_I,6.091956215739807e-38,204.4287805399207,0.18549904569269116,0.07557726977494583,0.17777777777777778,6.2630956e-05,0.009536904251322831,0.08969072569047827
p17_K,3.0122491251021937e-07,27.129373194488537,0.028231597978608716,0.00020846589927158208,0.0,3.728357e-05,0.00018687843874810826,0.005732845177554874
p17_L,0.3709568422739975,0.8022085954970879,0.0,0.0,0.0,0.0,0.0,0.0
p17_QYEF,0.0017753072102180123,9.897311858749699,0.21255970740184524,0.0017910362046236333,0.0,0.0020564317,0.004273580520069893,0.04413615117005947
p17_R,0.0204931318589067,5.411130338002753,0.024098505650449048,4.686346373960918e-05,0.0,2.5811808e-06,0.0016726073166719677,0.0051641115223224855
p17_S,3.776676045499444e-12,51.23966759013265,0.08130777392696448,0.028104799664923335,0.0,0.0,0.02389480182999124,0.026661475084375812
p17_T,0.00164316677337207,10.043211384334866,0.0282438939055628,8.982738150475555e-05,0.0,0.0,0.00023395506665952238,0.005713535270745416
p17_V,0.0014019976388404225,10.343230341535426,0.18898057523480508,0.0017093945139377233,0.0,0.0,0.0003684654639489492,0.03821168704253835
p17_W,1.6574495964325513e-12,53.06172099700065,0.09411038933277024,0.004219002522784354,0.044444444444444446,0.0,0.0066746987356120025,0.029889707007122207
p18_N,2.033093651466949e-15,68.19803987990352,0.08130777392696448,0.028104799664923335,0.0,0.0,0.02389480182999124,0.026661475084375812
p18_S,3.314614402772653e-98,795.0141737282045,0.2632657322320991,1.0,0.24444444444444444,1.0697901e-06,0.051576966804002436,0.31185764265412386
p18_T,1.7556491737639226e-19,90.23433865603889,0.13478968990289247,0.0,0.022222222222222223,1.8256193e-05,0.07452026497802547,0.046310086659140284
p19_D,0.30857080934730874,1.0393506564130888,0.0,0.0,0.0,0.0,0.0,0.0
p19_G,1.491720155625758e-38,208.6334382276824,0.10706147223670373,0.015823353611071667,0.044444444444444446,4.492662e-05,0.022357680321317925,0.03794637544650989
p19_KEIVYHQ,0.00011372532701421216,15.18516120720416,0.27364426532946584,0.0007914975629819934,0.08888888888888889,4.6814883e-05,0.004528098519523211,0.07357991303673353
p19_N,0.0064205052515162175,7.504866821199231,0.001933481864832893,0.0002629208676233794,0.022222222222222223,0.00011777046,0.00037553269267525004,0.004982385621802072
p19_S,1.1394607484474912e-24,119.93154700862141,0.11651305706052012,0.0,0.022222222222222223,2.99695e-06,0.0077313582651980794,0.029293926899565736
p19_T,0.8252072907855306,0.04883794631132918,0.0,0.0,0.0,0.0,0.0,0.0
p20_GAP,0.24733485153840987,1.3421010346734477,0.0,0.0,0.0,0.0,0.0,0.0
p20_I,0.01156393226227314,6.433983983149639,0.05886519154616131,0.0,0.06666666666666667,5.422579e-06,0.00041929087110826143,0.025191314332557592
p20_K,3.63764040515491e-07,26.740865161661258,0.029607466982556067,1.4113961794202085e-05,0.0,5.7902736e-07,0.0004280959357578144,0.006010051181493141
p20_L,0.911289405923308,0.012427961326074419,0.0,0.0,0.0,0.0,0.0,0.0
p20_QGSPFNH,0.8296470901150415,0.046350153330940544,0.0,0.0,0.0,0.0,0.0,0.0
p20_T,1.2036594986648345e-14,64.12959709077295,0.08130777392696448,0.028104799664923335,0.0,0.0,0.02389480182999124,0.026661475084375812
p20_V,2.5621699759548114e-14,62.412801225690025,0.004019821880893635,2.4474079415974085e-05,0.022222222222222223,5.2193104e-06,0.004029669016503283,0.006060281301891794
p20_Y,0.02287655246845691,5.216888544673765,0.013792015019577199,5.2291161740855434e-05,0.0,0.0,0.0005586873274973359,0.002880598701763078
p21_GAP,4.1505142573848947e-16,71.86526199953045,0.06339978195177387,0.0,0.0,0.00020578926,0.08903699812067987,0.030528513865719243
p21_V,1.1270986122069144e-16,74.89670577513951,0.03130857014404346,0.0,0.0,0.0,0.013074601312655615,0.008876634291339815
p22_GAP,1.3072848456183773e-37,202.1591141128357,0.03294248778882244,0.050653442702471956,0.022222222222222223,2.1504636e-07,0.0892744933624942,0.03901857222447333
p22_R,6.234339773734282e-39,211.25515279451315,0.09867098361430872,2.9478772766240756e-06,0.0,0.0,0.005751282363352166,0.020885042770987503
p23_G,2.6372205473146518e-24,117.78669138460145,0.06947651220631172,0.00024820475534493127,0.022222222222222223,4.9680134e-06,0.003585613359807478,0.019107504111417227
p23_GAP,2.8401546949614093e-08,32.035406653175784,0.17551452612914706,0.0,0.0,0.0,0.010066988470907751,0.03711630292001096
p23_S,3.1722656962565127e-06,22.319251723928502,0.2567961482819392,0.0,0.0,7.878794e-06,0.011724194880715286,0.05370564439140078
p23_TNAVMY,0.11561805472917538,2.486174747113099,0.0,0.0,0.0,0.0,0.0,0.0
p24_I,4.617945048174089e-09,35.86120470830151,0.029607466982556067,1.4113961794202085e-05,0.0,5.7902736e-07,0.0004280959357578144,0.006010051181493141
p24_P,5.48656408454348e-08,30.659607542665164,0.01680540270716332,1.1238354421817629e-05,0.0,3.7761802e-06,0.014363575318830174,0.006236798512116064
p25_F,3.545934768863925e-08,31.570999607556974,0.010660200852093368,0.0002845958884332532,0.1111111111111111,2.2245074e-05,0.0016331381794377309,0.024742258221101723
p25_IQLASGN,0.5491783925424667,0.3593834154079542,0.0,0.0,0.0,0.0,0.0,0.0
p25_T,0.01777158058990736,5.6639206715954495,0.03937023862270377,0.0,0.0,0.0,0.00012213209126104183,0.007898474142792964
p25_V,0.8613293539087782,0.030552057864581747,0.0,0.0,0.0,0.0,0.0,0.0
p25_W,2.8934556511333394e-66,433.1257892786128,0.10961319307519984,0.14297508244955215,0.044444444444444446,0.3214338,0.2613815375474825,0.1759696139793032
p25_Y,5.831193824534571e-05,16.498014600537637,0.15965769097010396,3.598852261942231e-05,0.0,2.4388564e-07,0.001961697080877663,0.032331124091847616
p26_D,3.1222107939683106e-38,206.4226306664214,0.07382268834077625,0.0001535880491466874,0.044444444444444446,4.438692e-05,0.0023142832946436037,0.02415587821004573
p26_E,3.8175860431437194e-28,140.83814258497853,0.07823940026188028,0.0004317134334665745,0.08888888888888889,0.00031405807,0.00988953206528484,0.035552718543219834
p26_L,0.00037186129469181313,12.881139381528442,0.003621191257281399,0.0,0.0,0.0,0.020699914621972404,0.004864221175850761
p26_NGSYP,0.47768613311706976,0.5050626765545551,0.0,0.0,0.0,0.0,0.0,0.0
p27_FSRE,0.504846591182291,0.44551422635229365,0.0,0.0,0.0,0.0,0.0,0.0
p27_G,4.1922684061837755e-28,140.5886835629533,0.023919495183081646,0.05542739226789933,0.0,0.0,0.004874810239118517,0.0168443395380199
p27_T,0.08407145382124791,2.998863678397647,0.0,0.0,0.0,0.0,0.0,0.0
p27_V,0.002869892383351331,8.995973195658165,0.003621191257281399,0.0,0.0,0.0,0.020699914621972404,0.004864221175850761
p27_Y,9.442473694480277e-21,97.33656653392775,0.20342701784923767,5.867491423984444e-05,0.1111111111111111,4.347589e-07,0.004599544343562252,0.0638393565954107
p28_G,4.9480453218778464e-11,45.601255149667054,0.09411038933277024,0.004219002522784354,0.044444444444444446,0.0,0.0066746987356120025,0.029889707007122207
p28_P,8.409291127892303e-09,34.59396020342324,0.06292248596173104,5.175435149099465e-07,0.0,0.0,0.005630513606839456,0.013710703422417082
p28_T,0.8293141651884307,0.04653434283793714,0.0,0.0,0.0,0.0,0.0,0.0
p29_L,0.8613293539087782,0.030552057864581747,0.0,0.0,0.0,0.0,0.0,0.0
p29_N,1.2036594986648345e-14,64.12959709077295,0.08130777392696448,0.028104799664923335,0.0,0.0,0.02389480182999124,0.026661475084375812
p29_Q,3.0724302929119205e-19,88.88643889874325,0.07029750770872148,0.008377827585237776,0.0,0.0,0.008002798984033976,0.017335626855598647
p29_YVFEP,0.004972762867506888,7.97508737128201,0.11492523189688855,0.0,0.0,0.0,0.041023546841164105,0.031189755747610532
p30_FNAWQLS,0.06274509843131963,3.482132039685282,0.18930071366948947,7.764959485651985e-07,0.022222222222222223,2.5828722e-06,0.03783423845460456,0.04987210674288988
p30_GAP,3.316943593888155e-14,61.827661823206164,0.21488476475185078,0.0003220124213707264,0.022222222222222223,0.0,0.019828924860844487,0.05145158485125765
p30_H,0.020190090397668364,5.437496801916261,0.029446767813078895,0.0,0.0,1.4948436e-05,4.7237905809375256e-05,0.005901790830941444
p30_K,0.8358864535553324,0.04296879632406145,0.0,0.0,0.0,0.0,0.0,0.0
p30_T,0.1901236073793352,1.7223334123435377,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.0015668824696857151,10.132978160752804,0.022703284504305775,7.375364972813134e-06,0.022222222222222223,0.0,0.016929318405150186,0.0123724400993302
p31_G,0.01777158058990736,5.6639206715954495,0.03937023862270377,0.0,0.0,0.0,0.00012213209126104183,0.007898474142792964
p31_H,2.7639208500564033e-39,213.70962230137914,0.04265046120887313,0.0005224108564054844,0.0,0.0,0.002977814563386742,0.00923013732573307
p31_L,2.3759731953005032e-07,27.618771098714866,0.07799192845428679,0.0,0.044444444444444446,0.0013820202,0.004332714482301152,0.02563022151334679
p31_Y,1.3662969430257056e-16,74.44786084448074,0.03130857014404346,0.0,0.0,0.0,0.013074601312655615,0.008876634291339815
p32_L,0.45642365294318266,0.5556984985827165,0.0,0.0,0.0,0.0,0.0,0.0
p32_M,0.0001332042025890197,14.875831439015037,0.06390066612836821,0.0012154455195116,0.0,0.0,0.002239113125665058,0.013471044954708975
p32_V,0.4966593744368051,0.46288823857234856,0.0,0.0,0.0,0.0,0.0,0.0
p33_D,1.0054486945959004e-12,54.1716066899124,0.09411038933277024,0.004219002522784354,0.044444444444444446,0.0,0.0066746987356120025,0.029889707007122207
p33_F,0.01777158058990736,5.6639206715954495,0.03937023862270377,0.0,0.0,0.0,0.00012213209126104183,0.007898474142792964
p33_G,0.00026575442199854905,13.531094063284366,0.037026591522991786,2.6443332493607053e-05,0.0,0.0,0.0004655935304126162,0.0075037256771796025
p33_H,0.9082807503615727,0.013289071807172224,0.0,0.0,0.0,0.0,0.0,0.0
p33_PYSQN,0.052348871454684524,3.7864457728625665,0.1044262302227255,1.4502565267432862e-05,0.0,9.696436e-05,0.027846396861208406,0.026476818801603824
p33_V,4.888768735206374e-06,21.445107349213703,0.04120522785194668,0.0,0.022222222222222223,1.4163653e-06,0.0006563533592486486,0.012817043959745051
p34_D,0.01215821793571904,6.343616256402026,0.012753900860116407,0.0,0.022222222222222223,1.3774344e-05,0.0008594502575670158,0.007169869536709646
p34_E,1.3708886039636531e-05,19.373809501330918,0.10950548754028848,5.429672862323779e-05,0.0,2.8124994e-06,0.0007859913788814514,0.02206971762943074
p34_HY,0.16171766127556603,1.9651392928595666,0.0,0.0,0.0,0.0,0.0,0.0
p34_N,0.40056972311224026,0.7080810796240865,0.0,0.0,0.0,0.0,0.0,0.0
p34_P,1.4092045739830396e-13,58.56416063654409,0.13903150717285517,0.0,0.0,1.695496e-06,0.04090363045540137,0.03598736662486189
p34_S,0.014671778617120695,6.0060390611083525,0.1998973726416687,0.00016589744122732069,0.2,0.00013457505,0.000929809992363403,0.08022553102500032
p35_H,0.00012112835370914906,15.061704381502798,0.10228852992308138,0.02718099573350512,0.0,0.0,0.00933527678036344,0.02776096048738999
p35_K,1.208244463018536e-16,74.73451708054421,0.13201665022049924,0.00014500822324381554,0.0,0.0,0.013125227973476672,0.029057377283443948
p35_M,3.8661973351948905e-14,61.480779132140476,0.02411468592193372,0.0,0.0,2.5260229e-06,0.004362738410335273,0.005695990071024599
p35_P,1.0237860811311272e-09,39.066835154001666,0.05027670651885876,7.072861932266182e-05,0.0,2.7895076e-06,0.009232863672585384,0.011916617663665727
p35_QYLIF,0.33365005994634644,0.9368772964863319,0.0,0.0,0.0,0.0,0.0,0.0
p35_R,2.7697171137697258e-14,62.23619138854732,0.08130777392696448,0.028104799664923335,0.0,0.0,0.02389480182999124,0.026661475084375812
p35_S,0.04960671609932485,3.877512770128544,0.01754652123137468,0.0,0.0,2.6123465e-07,0.0012298557990030141,0.0037553276530048105
p35_V,8.071309901640937e-14,59.81844331895527,0.10712542468045393,0.0003538896497839167,0.0,3.8525137e-05,0.0017092143579226068,0.021845410765015144
p36_G,0.019745223027204592,5.476957010999118,0.022707422207191106,8.887556671118702e-05,0.0,0.0,0.003256170327204994,0.005210493620221458
p36_I,0.00559374967112844,7.758176751574043,0.0024320746286793558,0.00010988903592449041,0.0,0.0,0.0,0.0005083927329207693
p36_SFVMET,0.7431745153325537,0.10750046466475609,0.0,0.0,0.0,0.0,0.0,0.0
p36_W,0.05852339750297639,3.5987122127951814,0.09658699147423844,0.0,0.0,5.7511593e-06,0.005639478769974407,0.020446444280698285
p37_E,0.01777158058990736,5.6639206715954495,0.03937023862270377,0.0,0.0,0.0,0.00012213209126104183,0.007898474142792964
p37_I,0.36519171390816274,0.8217745055901848,0.0,0.0,0.0,0.0,0.0,0.0
p37_K,0.02450261288693095,5.096096209560385,0.1403504425710341,0.00020051657178494006,0.06666666666666667,2.9918894e-08,0.0006072193207451338,0.04156497500982498
p37_L,0.00024788124364562725,13.666139283956314,0.20242384543324926,0.005655042290578411,0.0,3.4361306e-05,0.07663190561027852,0.05694903092811354
p37_M,0.008852283879614673,6.918139394684446,0.029404612495047004,0.0,0.0,0.0,0.00023482999929232642,0.0059278884988678655
p37_Q,5.402047983159236e-05,16.648846465407676,0.12408766933305915,0.0,0.08888888888888889,1.5493666e-05,0.0006910023374692866,0.04273661084509732
p37_R,0.6975343832219185,0.15126072647094116,0.0,0.0,0.0,0.0,0.0,0.0
p37_TN,0.8812631775904571,0.022338529014608706,0.0,0.0,0.0,0.0,0.0,0.0
p37_V,1.1948038123055972e-08,33.85358431013437,0.08314948389981996,0.0,0.0,2.3857088e-05,0.010186863435816186,0.018672040884788917
p37_Y,9.871092257414054e-14,59.36496382084501,0.09411038933277024,0.004219002522784354,0.044444444444444446,0.0,0.0066746987356120025,0.029889707007122207
p38_H,7.44643028945066e-05,16.01636282091998,0.009978934772907374,0.00023108580663208858,0.044444444444444446,0.0,0.005762322612372006,0.012083357527271184
p38_Y,1.6881580372033138e-26,130.8337641394931,0.24365322407073817,0.006541217048508745,0.044444444444444446,1.5914033e-05,0.014558310949143437,0.06184262210910725
p39_G,3.5553641579548314e-12,51.37298632155504,0.23836820513168056,0.0003171634607728314,0.37777777777777777,0.0,0.005577837433013494,0.12440819676064893
p39_H,6.278087376436725e-05,16.352425275217698,0.15488043281736158,0.00011020760453903687,0.0,0.00039496325,0.0022391780564253857,0.031524956346043694
p39_K,0.008079471676905696,7.084501949322633,0.08473553793212434,0.00019166144408336636,0.0,0.0,0.0022443252480770334,0.017434304924856946
p39_M,0.009651638123260227,6.761086707789694,0.011764049984284151,0.0,0.0,0.0,0.00014066822510767603,0.0023809436418783655
p39_N,6.764880391529551e-05,16.205301788088896,0.22325061846668973,9.204458500862466e-05,0.0,8.951196e-05,0.0008417175386243436,0.044854778509910834
p39_R,2.8869391603985587e-06,22.51015108763914,0.006704380708258242,0.0,0.022222222222222223,0.0,0.002078312865962233,0.006200983159288539
p39_S,7.21588109327521e-08,30.088888833568888,0.10554179682899395,0.0,0.0,0.0,0.00047896050692163245,0.021204151467183116
p39_TFLID,0.002911542623763585,8.96906283054183,0.43852607399225063,0.003553167998479565,0.0,0.0003205548,0.0289747232221953,0.09427490400223232
p39_Y,3.357208258885498e-35,185.91977103134238,0.050190386318547345,0.0826093598943983,0.17777777777777778,2.8046556e-05,0.017820371954638706,0.0656851885001922
p40_C,0.42003593554805774,0.6515187508825925,0.0,0.0,0.0,0.0,0.0,0.0
p40_F,0.5802673203025699,0.30628779950307805,0.0,0.0,0.0,0.0,0.0,0.0
p40_G,0.09722231660679871,2.7630903593912355,0.0,0.0,0.0,0.0,0.0,0.0
p40_I,5.240404756230229e-05,16.708821132775263,0.04366400555002654,0.00011444914569592425,0.022222222222222223,7.934624e-06,0.005414233155143296,0.014284568939353925
p40_L,7.522757436321426e-14,59.97711864963314,0.054581376907550966,0.00042756415069291546,0.06666666666666667,0.0,0.008143411327018962,0.025963803810385898
p40_M,0.0016399105428645249,10.046955694223385,0.030251396138671983,1.8726127095980445e-05,0.08888888888888889,0.0,0.00035731187386156375,0.023903264605703682
p40_V,0.014937035357085128,5.973960981045608,0.06119397756825164,0.0,0.0,5.069536e-06,0.0025795184371371917,0.012755713108317888
p41_L,7.919104665651373e-28,138.89703140267991,0.0018632795574725146,0.004334764102473568,0.0,0.0,0.00025590745106060015,0.0012907902222013365
p41_M,0.001544545226964642,10.160106382290605,0.003621191257281399,0.0,0.0,0.0,0.020699914621972404,0.004864221175850761
p41_Q,2.042079736339633e-87,658.0578975559706,0.10961319307519984,0.14297508244955215,0.044444444444444446,0.3214338,0.2613815375474825,0.1759696139793032
p41_T,5.461145820930893e-12,50.42638548749814,0.08130777392696448,0.028104799664923335,0.0,0.0,0.02389480182999124,0.026661475084375812
