feature,rf,et,gbc,Adaboost,Lasso,mean
19,0.06611200088271978,7.681303927123467e-06,0.02216134984232638,0.0,0.0,0.017656206405794656
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.009934064554920097,7.041195266529847e-06,0.05343314583907698,0.0031475384149632067,0.0,0.013304358000845362
22,0.01004619971256917,8.321412587717093e-06,0.0044076302407670045,0.0005306773154335191,0.0,0.0029985657362714825
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.01609845813571992,0.0,0.012322732994678603,0.00330017442539134,0.0,0.0063442731111579736
25,0.04598637802403745,8.961521248310717e-06,0.02515886287369365,0.00028504106129998536,0.0,0.014287848696055877
26,0.1724660027919291,0.13944756722484228,0.15618103318900295,0.08208805569573516,0.44002942166006515,0.19804241611231493
27,0.048515986863194686,7.68130392712347e-06,0.023115033223924518,0.0,0.0,0.014327740278209267
28,0.08056939145046918,2.8804889726713007e-06,0.055004380872155346,0.0002423744842633002,0.016113750113857732,0.03038655548194365
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.014360206372240714,6.401086605936226e-06,0.011268949979079401,0.0001672670991975459,0.09844446847507844,0.024849458602440408
31,0.0,0.0,0.0,0.0,0.0,0.0
32,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
33,0.0,0.0,0.0,0.0,0.0,0.0
34,0.03186781343882419,0.0003079509739379795,0.012585181160864586,0.0006024853249887602,0.07850987577716305,0.024774661335155712
35,0.0,0.0,0.0,0.0,0.0,0.0
36,0.13084585837335722,6.82782571299864e-06,0.13304376223440129,0.0,0.19821121822589402,0.09242153333187311
37,0.05420483479553714,8.321412587717093e-06,0.004871967164569675,0.004765668212492797,0.6094544483993025,0.134661047996898
38,0.06087025302377569,2.3470650888432826e-06,0.35727160050012413,0.008800446219481561,0.3082175177880685,0.14703243291930773
39,0.02908861074619369,0.0,0.00749756399267078,0.0,0.8480890894084627,0.17693505282946545
40,0.25421427139067315,4.160706293858546e-06,0.3639774009916286,0.04567639023057731,0.054116720872973714,0.14359778883842933
41,0.009911487437214324,0.0006439057548707881,0.004866125149016064,1.361430671750626e-05,0.009740641910958673,0.0050351549117554715
42,0.03878723084416784,8.321412587717093e-06,0.0,3.8419710471374846e-05,0.0,0.007766794393445386
43,0.06611200088271978,7.681303927123467e-06,0.02216134984232638,0.0,0.0,0.017656206405794656
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.28960312598752486,0.0,0.23690915839154408,0.0,0.1870893099057129,0.14272031885695638
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.13955738484064847,0.004999601645933197,0.03401915495632011,0.0017719354659119914,0.10801292518549473,0.057672200418861695
48,0.048653392203362726,0.00014732397520950135,0.255086058131526,0.0009020309861270772,0.24707196322131567,0.1103721537035082
49,0.0057969846867054935,0.0,0.025161851793396056,0.0015816532254487251,0.0,0.006508097941110055
50,0.24412503627086787,1.2802173211872448e-06,0.20478286128063453,0.0020524733808160757,0.0,0.09019233022992793
51,0.17063924063950991,0.0,0.13227692251956039,0.02149269728654972,0.0,0.06488177208912402
52,0.0569350924657185,0.0,0.011731722316889799,0.001447127201576575,0.0,0.014022788396836978
53,0.014385266349556962,0.0001926177862741685,0.03335182559953463,0.0003156265262525003,0.3978719440938087,0.0892234560710854
54,0.2115183518661601,2.2403803120776783e-06,0.20473204630337283,0.0,0.0,0.083250527709969
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.03168967015062741,0.00037597634395841766,0.05472360902858877,0.00028376398589608106,0.0,0.017414603901814135
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.16301051112779624,0.0004279902859260048,0.018266318193439036,0.005972173582202359,0.08009211816839955,0.05355382227155264
61,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0
65,0.13123040148622553,6.82782571299864e-06,0.26339222097883874,0.0,0.0,0.07892589005815545
66,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0
69,0.048515986863194686,7.68130392712347e-06,0.023115033223924518,0.0,0.0,0.014327740278209267
70,0.06185263203647676,3.5205976332649235e-06,0.06576050529186242,0.03390019017575952,0.0,0.03230336962034639
71,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0
74,0.08330638470589465,6.82782571299864e-06,0.0321759237977578,0.0020962196476456123,0.0,0.023517071195402212
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0
79,0.40637355885480947,0.0,1.0,9.704188238943585e-06,0.003183467950260255,0.2819133461986617
80,0.7795184488252268,0.0,0.6761043420628672,0.07389466707270491,0.0,0.3059034915921598
81,0.3192157205730694,0.0180829749712428,0.03339755633637371,0.016346181279821036,0.0,0.07740848663210138
82,0.11561738330664754,0.005606084148672886,0.1798111917117266,0.0074024741800749775,0.0,0.06168742666942441
83,0.021492205096765193,0.0,0.20926853719145908,6.150531391870622e-05,0.0,0.0461644495204286
84,0.03433693034281286,0.002631427237999017,0.009514898153858892,0.001756011283207204,0.0,0.009647853403575594
85,0.07323771047136983,0.0013737534832959138,0.09137119965962624,0.014290139814469334,0.15736205517810525,0.06752697172137331
86,0.30950358916058185,0.0,0.11632728880713084,0.0015089849813094453,0.2256755584924739,0.1306030842882992
87,0.06611200088271978,7.681303927123467e-06,0.02216134984232638,0.0,0.0,0.017656206405794656
88,0.0,0.0,0.0,0.0,0.0,0.0
89,0.11483236503640469,0.0,0.0909861021050695,0.0013300066824503273,0.0,0.041429694764784905
90,0.06857353717204057,0.0020823757388031806,0.049518263369392364,0.0021237950542620414,0.0,0.02445959426689963
91,0.03228997487464228,0.0018646035759801456,0.1811240345985834,0.0002435081275505908,0.0,0.04310442423535128
92,0.14715459175663262,3.200543302968112e-06,0.026947756647843726,0.0006213174528819835,0.0,0.03494537328013226
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.02922243313706765,3.6272824100305287e-06,0.030668311499545093,0.0009142308705669311,0.0,0.012161720557917942
95,0.5701114718281781,0.0,0.336017950126084,0.008393963236786647,0.1374691283298467,0.2103985027041791
96,0.0,0.0,0.0,0.0,0.0,0.0
97,0.17063924063950991,0.0,0.13227692251956039,0.02149269728654972,0.0,0.06488177208912402
98,0.15883700321423713,3.8406519635617335e-06,0.039076582673872075,0.0,0.0,0.03958348530801455
99,0.024419755001262516,0.0005335135242942404,0.03220497959155961,0.0,0.0,0.011431649623423273
100,0.019189644131921698,0.0003105114085803539,0.006229988766234875,0.0006024853249887602,0.07850987577716305,0.020968501081777745
101,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
102,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
103,0.06296278575412616,3.840651963561734e-06,0.06947170522155612,0.0,0.0,0.02648766632552917
104,0.023831569575438683,0.0,0.006072510832379961,5.345987901913518e-06,0.0,0.005981885279144112
105,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0021353357986625536,0.0,0.002878249512758252,0.0,0.0,0.001002717062284161
108,0.04638495069330719,3.8406519635617335e-06,0.022387565080674784,8.562869387392864e-05,0.0,0.013772397023963896
109,0.043138696059226225,0.0026291868576869396,0.06679541699990639,0.0067003371904233895,0.013697251405721735,0.026592177702592933
110,0.0,0.0,0.0,0.0,0.0,0.0
111,0.22500012482004852,7.041195266529846e-06,0.018959157925933497,0.0,0.11427833841016127,0.07164893247028196
112,0.014849629958433398,0.0,0.0017911988765354266,0.0,0.0,0.0033281657669937655
113,0.08599624676908285,4.480760624155358e-06,0.19857481429129467,0.0,0.0,0.05691510836420034
114,0.032255833284725074,0.00038897698873136265,0.006812838950054099,0.0010480284292831703,0.0389457777379371,0.015890291078146164
115,0.02780975844497099,7.361249596826658e-06,0.013947055898922466,0.0,0.029532049992496732,0.014259245117197403
116,0.14364569579223851,0.0,0.06851255352503785,0.0036325973280088505,0.0,0.04315816932905704
117,0.11945240415781894,0.004983519768051342,0.04910557961427408,0.0004249477855650142,0.0,0.03479329026514187
118,0.0,0.0,0.0,0.0,0.0,0.0
119,0.12219082745602287,0.0,0.0018588584511212228,0.0,0.0,0.02480993718142882
120,0.05091293224302575,1.024173856949796e-05,0.032569049730966804,0.0,0.0,0.016698444742512412
121,0.0,0.0,0.0,0.0,0.0,0.0
122,0.46964131193717845,0.0,0.7279548019832572,0.09131436075068325,0.10823344174594743,0.27942878328341325
123,0.03621473881751366,0.0,0.010684582590923662,0.0022199748925048265,0.012925500157269058,0.01240895929164224
124,0.46964131193717845,0.0,0.7279548019832572,0.09131436075068325,0.10823344174594743,0.27942878328341325
125,0.8830961118506833,1.0,0.6624261365596202,1.0,0.2517353543546363,0.7594515205529879
126,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
129,0.05903432343956767,1.0881847230091586e-05,0.01774062551095326,0.00010311732304984761,0.0,0.015377789624160174
130,0.06655059395048837,9.601629908904337e-06,0.014821727338766105,0.0008996865973440188,0.0,0.016456321903301478
131,0.0,0.0,0.0,0.0,0.0,0.0
132,0.017090606840402412,5.7609779453426015e-06,0.015141924548788889,0.0,0.0,0.006447658473427329
133,0.18949633495016355,6.401086605936224e-06,0.11528078225059603,0.017637888304082895,0.09567701060718424,0.08361968343972653
134,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0
136,0.006959381302196246,3.2005433029681128e-06,0.0020594801512284376,0.0,0.002569060558125944,0.002318224510970719
137,0.009858647741838504,0.0,0.0028717564254080695,0.0,0.0,0.002546080833449315
138,0.0,0.0,0.0,0.0,0.0,0.0
139,0.5344972779115656,5.7609779453426015e-06,0.036168412423346334,0.0,0.0,0.11413429026257146
140,0.10224552044539889,6.401086605936226e-06,0.19579243330368643,0.0,0.0,0.05960887096713825
141,0.0,0.0,0.0,0.0,0.0,0.0
142,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
143,0.024162226812961908,9.601629908904337e-06,0.007011899166724754,0.0,0.027016201972836773,0.011639985916486467
144,0.026062760636420042,9.601629908904337e-06,0.007036599959466448,0.0,0.0,0.006621792445159079
145,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0
148,0.028967359668309482,0.0,0.006232156662450635,0.0025225076245013424,0.0,0.007544404791052291
149,0.1664461365779086,0.0012801302058144527,0.000777889831201754,0.0003145754856864273,0.0,0.03376374642012224
150,0.030841765584717754,0.0,0.046632429476965616,9.117755973554163e-05,0.0,0.015513074524283785
151,0.17679850224624857,0.0014672860471536212,0.11568706796231999,0.03108349854954088,0.7490794666185046,0.2148231642847535
152,0.12482223036739078,3.520597633264923e-06,0.1743040584938828,2.553671042250213e-07,0.0,0.05982601296520222
153,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0645947364168013,0.0016166927112119735,0.12785486937613044,0.005092989781350967,0.0,0.039831857657098936
157,0.05738290690226715,0.0,0.01479314064550676,0.0,0.08447556880605332,0.031330323270765445
158,0.0,0.0,0.0,0.0,0.0,0.0
159,0.048515986863194686,7.68130392712347e-06,0.023115033223924518,0.0,0.0,0.014327740278209267
160,0.17169039923773666,6.401086605936226e-06,0.07350644783652342,0.09656580975166695,0.3587973791198821,0.14011328740648302
161,0.0,0.0,0.0,0.0,0.0,0.0
162,0.06134588604050373,0.0,0.025517908379733757,0.0020062648668587343,0.005595259083709641,0.01889306367416117
163,0.28724529587213377,4.160706293858545e-06,0.36897866704841376,0.045657180375341624,0.054116720872973714,0.15120040497503134
164,0.15834881807319867,0.0,0.39170048658429935,0.036437408219438194,0.023698425789236425,0.12203702773323452
165,0.10903214563684478,0.00014576423114775875,0.1490914615819762,0.04496836954192551,0.011253542529766715,0.0628982567043322
166,0.2521653930941459,0.0034348245878137026,0.06419596091643576,0.005994802018723794,0.0,0.06515819612342381
167,0.17761168079447195,0.380265305931229,0.19676849425854911,0.33733819866179476,0.0,0.218396735929209
168,0.027748727019423144,0.0,0.017078730771451795,0.003229100255274184,0.14319124204132797,0.03824956001749542
169,0.019256679377496286,0.0,0.0043398241063893955,0.00398006457692371,0.0,0.005515313612161879
170,0.0,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,0.0,0.0
172,0.054799105711124,0.0,0.13707232992379734,0.026289090646091275,0.0,0.04363210525620252
173,0.013674819318434775,0.0,0.00705068396104414,0.00015295604518418104,0.5768429044791731,0.11954427276076725
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.01778480208906782,0.0002735326792066249,0.0,0.0036116669536548894
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.22045137442229665,0.0010542248753766083,0.0747818902145806,0.0018741493176469288,0.0,0.05963232776598017
179,0.06611200088271978,7.681303927123467e-06,0.02216134984232638,0.0,0.0,0.017656206405794656
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.06611200088271978,7.681303927123467e-06,0.02216134984232638,0.0,0.0,0.017656206405794656
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.10224552044539889,6.401086605936226e-06,0.19579243330368643,0.0,0.0,0.05960887096713825
184,0.05091293224302575,1.024173856949796e-05,0.032569049730966804,0.0,0.0,0.016698444742512412
185,0.0,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0
188,0.16877717728746605,0.0,0.3486081169877656,0.0,0.0,0.10347705885504635
189,0.030888312119875885,1.1201901560388395e-05,0.02500667478953684,0.0,0.0,0.011181237762194624
190,0.0,0.0,0.0,0.0,0.0,0.0
191,0.27680600173846265,6.401086605936226e-06,0.140210404681141,3.0500759594233456e-05,0.09844446847507844,0.10309955534817646
192,0.17063924063950991,0.0,0.13227692251956039,0.02149269728654972,0.0,0.06488177208912402
193,0.19642722850275884,3.840651963561734e-06,0.22189667183221493,0.0424195141406111,0.0,0.09214945102550968
194,0.16948501974665803,0.0,0.3113815710422532,0.0,0.9242893515119157,0.2810311884601654
195,0.044544347213761395,3.840651963561734e-06,0.04897467901384438,0.010185979562701933,0.06859187235921835,0.03446014376029792
196,0.07153689435056944,4.907499731217771e-06,0.01842806749483913,0.000135797647339937,0.0,0.018021133398495946
197,0.04295091144576901,0.0,0.022045109658705913,0.0,0.0,0.012999204220894987
198,0.05077975541419532,0.00014545162581369134,0.03537863536669456,0.0008892510570007964,0.0,0.017438618692740875
199,0.10493832167227699,0.00042927050324719206,0.009115979561732261,0.0001048584952288091,0.0,0.02291768604649705
200,0.049972648616813366,3.8406519635617335e-06,0.011234440345170025,0.0,0.0,0.012242185922789391
201,0.05112208809326549,4.160706293858546e-06,0.037048797951145046,2.024833837943681e-05,0.0,0.017639059017816767
202,0.23932315805284968,0.0,0.13250980024671785,0.07550824525440433,0.0,0.08946824071079437
203,0.0,0.0,0.0,0.0,0.0,0.0
204,0.2678766564099491,3.8406519635617335e-06,0.37505807591279183,0.045657180375341624,0.054116720872973714,0.14854249484460397
205,0.22373064942412593,0.0,0.20172710340540678,0.0,0.2568978812936114,0.1364711268246288
206,0.3235072246367072,0.0,0.24213024266106237,0.023565313280244707,0.0,0.11784055611560285
207,0.03221713817390658,1.2802173211872453e-05,0.023864923744349106,3.0500759594233456e-05,0.09844446847507844,0.030913966665228047
208,0.05091293224302575,1.024173856949796e-05,0.032569049730966804,0.0,0.0,0.016698444742512412
209,0.0,0.0,0.0,0.0,0.0,0.0
210,0.07618480746172024,3.8406519635617335e-06,0.01705973881421126,0.0,0.08216603163283472,0.03508288371214595
211,0.0,0.0,0.0,0.0,0.0,0.0
212,0.38597497591386243,0.0,0.17751771723632195,0.00867497864616892,0.0,0.11443353435927066
213,0.06139049978513324,0.0038397429335315755,0.05923460228632038,0.002139766306650799,0.010957098093998934,0.02751234188112699
214,0.04103951793345755,0.0,0.023876605143750642,0.00844263669164174,0.3120797933343783,0.07708771062064565
215,0.0,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.04890012311372777,0.0,0.03453693221655017,0.02468355151878365,0.0,0.02162412136981232
218,0.16877717728746605,0.0,0.3486081169877656,0.0,0.0,0.10347705885504635
219,0.0,0.0,0.0,0.0,0.0,0.0
220,0.050861502163616866,0.0,0.10798367628900873,0.0006135229663615788,0.2799881062821991,0.08788936154023726
221,0.06611200088271978,7.681303927123467e-06,0.02216134984232638,0.0,0.0,0.017656206405794656
222,0.0267476608999368,8.32141258771709e-06,0.014969401866170278,0.001574851263499996,0.0,0.008660047088438958
223,0.0,0.0,0.0,0.0,0.0,0.0
224,0.44027487104725666,6.82782571299864e-06,0.590318093060685,0.10223772290446825,0.0,0.22656750296762457
225,0.28615147550041525,8.961521248310717e-06,0.008008282969749082,0.00015559689356126695,0.009449771766201454,0.06075481773023507
226,0.16532489049392307,3.8406519635617335e-06,0.12939128891362708,0.04178019099290762,0.0,0.06730004221048427
227,0.03301412898752299,4.694130177686564e-06,0.012834796951084984,0.0003354544061160391,0.06618735286101199,0.022475285467182738
228,0.06528671825469948,5.12086928474898e-06,0.04391255548770444,0.000542585619385548,0.043492643335127625,0.030647924713240366
229,0.0,0.0,0.0,0.0,0.0,0.0
230,0.16029287635855327,6.401086605936226e-06,0.3648958306718368,3.0500759594233456e-05,0.09844446847507844,0.12473401547033373
231,0.0750005963250651,8.961521248310713e-06,0.0265128596072478,1.444540735211937e-05,0.0,0.02030737257218267
232,0.0,0.0,0.0,0.0,0.0,0.0
233,0.08334319259878378,1.216206455127883e-05,0.021727272179176627,8.688831929709718e-05,0.0,0.021033903032361755
234,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0
237,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
238,0.08458520103778205,1.1521955890685206e-05,0.006528421453607689,0.0017993731946880376,0.0,0.018584903528393693
239,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.003941722385222137,7.681303927123469e-06,0.0076751439501319225,0.0,0.0,0.0023249095278562366
242,0.0,0.0,0.0,0.0,0.0,0.0
243,0.1349391634286059,7.041195266529846e-06,0.10231988814480744,0.016061677264141403,1.0,0.25066555400656426
244,0.1349391634286059,7.041195266529846e-06,0.10231988814480744,0.016061677264141403,1.0,0.25066555400656426
245,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
250,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
251,0.07462109904533823,9.601629908904336e-06,0.07004251098060398,1.4245863320799807e-06,0.0,0.028934927248436642
252,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0
255,0.05201502318989127,7.361249596826658e-06,0.018567690889359594,0.000576242748760243,0.03404693144062916,0.021042649903647417
256,0.05363765938752906,1.1842010220982021e-05,0.017868599816791137,0.0280121981699928,0.32401532689272067,0.08470912525545093
257,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
258,0.5644527895531921,0.0,0.5143192843081311,0.08235097883274754,0.016113750113857732,0.23544736056158566
259,0.6880378729646787,0.00022418650611722015,0.6291753763469683,0.12107217987854817,0.0,0.28770192313926246
260,0.016427267585117315,0.0,0.02634761672284894,1.3541497969896073e-05,0.0,0.00855768516118723
261,0.026626598063886998,9.921684239201149e-06,0.03432962340659842,0.0024797088405851884,0.0,0.01268917039906196
262,0.0,0.0,0.0,0.0,0.0,0.0
263,0.021244295675512143,0.0,0.0025788706316022497,0.0051221288442520755,0.15521229248590246,0.03683151752745378
264,0.35953608444274127,0.0,0.4076200575717134,0.0,0.7268005004939384,0.2987913285016786
265,0.46964131193717845,0.0,0.7279548019832572,0.09131436075068325,0.10823344174594743,0.27942878328341325
266,0.012875530359086475,0.0,0.000905080242799996,0.0,0.030292919853014116,0.008814706090980118
267,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.05091293224302575,1.024173856949796e-05,0.032569049730966804,0.0,0.0,0.016698444742512412
270,0.13681322854727757,4.160706293858545e-06,0.1793053245506679,0.0,0.0,0.06322454276084785
271,0.19927829564882676,8.608009562045055e-05,0.13570806568902705,0.00015065911804127192,0.3368838505989839,0.13442139023009989
272,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
273,0.11367115627084587,4.960842119600574e-06,0.050914735357935954,0.00215616160460034,0.0014912145817244577,0.03364764573144524
274,0.06291978808006707,2.8804889726713003e-06,0.018006485185379294,2.1747682360387897e-05,0.0,0.016190180287355884
275,0.16948501974665803,0.0,0.3113815710422532,0.0,0.9242893515119157,0.2810311884601654
276,0.03959209460194503,0.0,0.03176011730222663,3.163218089627336e-05,0.0,0.014276768817013586
277,0.13810211919488025,0.0,0.09501205002208375,0.0,0.0,0.046622833843392796
278,0.0,0.0,0.0,0.0,0.0,0.0
279,0.14205934283995672,0.020687588474096404,0.0894528983545622,0.023693504844438145,0.0,0.055178666902610696
280,0.10593072248245435,0.00028221027300651423,0.030116023270553013,0.0030155481194306154,0.0,0.027868900829088893
281,0.1177985103146889,3.8406519635617335e-06,0.16677146044228983,0.0,0.46214467575595786,0.14934369743298004
282,0.10259944167499488,6.401086605936226e-06,0.17717916033093026,0.0,0.46214467575595786,0.14838593576969777
283,0.3369026402198345,0.0031584101389051447,0.09994896841030756,0.053287372540662355,0.23113870695660937,0.1448872196532638
284,0.06611200088271978,7.681303927123467e-06,0.02216134984232638,0.0,0.0,0.017656206405794656
285,0.21777672482132335,0.0,0.1643547829320972,0.0023651901167878026,0.0,0.07689933957404167
286,0.18438732095248542,0.0,0.5440035156448976,0.014510253477858094,0.12085994150234215,0.17275220631551663
287,0.014347773129087717,0.0,0.005182058432349489,2.2832334816301423e-06,0.004571688073094842,0.004820760573602735
288,0.3940941295892722,0.0,0.3189540008709566,0.0007805342260883399,0.6141250732880614,0.26559074759487566
289,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
290,0.03594793941010338,1.1521955890685206e-05,0.02503707419701684,0.002111262516193105,0.15265496844889714,0.043152553305620234
291,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
292,0.0,0.0,0.0,0.0,0.0,0.0
293,0.06611200088271978,7.681303927123467e-06,0.02216134984232638,0.0,0.0,0.017656206405794656
294,0.0,0.0,0.0,0.0,0.0,0.0
295,0.23311425386761625,0.0,0.2911528164149381,0.0023651901167878026,0.0,0.10532645207986843
296,0.0,0.0,0.0,0.0,0.0,0.0
297,0.0,0.0,0.0,0.0,0.0,0.0
298,0.03571386360333173,1.2802173211872453e-05,0.042976749619607235,0.0,0.0,0.015740683079230166
299,0.46964131193717845,0.0,0.7279548019832572,0.09131436075068325,0.10823344174594743,0.27942878328341325
300,0.035388134312335076,0.0,0.014823250349632252,0.004263146684187637,0.036928369536321407,0.018280580176495274
301,0.0,0.0,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0
304,0.2736363965974193,0.0,0.39222533200056836,0.0,0.5137957625872228,0.2359314982370421
305,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0
307,0.03192069177676402,6.401086605936226e-06,0.0645091312663324,0.010185979562701933,0.0,0.021324440738480856
308,0.15782319771948602,7.681303927123469e-06,0.02491428669715727,0.0,0.0,0.03654903314411408
309,0.0,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0
311,0.06611200088271978,7.681303927123467e-06,0.02216134984232638,0.0,0.0,0.017656206405794656
312,0.0,0.0,0.0,0.0,0.0,0.0
313,0.0,0.0,0.0,0.0,0.0,0.0
314,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0
316,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.0,0.0,0.0
318,0.08115485326161984,0.003676418514382904,0.1274293819310457,0.00020913081685461989,0.06618591767216092,0.05573114043921279
319,0.23624277986876463,3.8406519635617335e-06,0.5110806749211632,4.852094119471792e-06,0.0015917339751301276,0.1497847763022282
320,0.01715292921456254,1.1521955890685206e-05,0.007634713217071791,0.0,0.0,0.0049598328775050035
321,1.0,0.0,0.5900982832619832,0.0,0.0,0.3180196566523966
322,0.0,0.0,0.0,0.0,0.0,0.0
