	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S50	553.00000	lwsanc_pigmenty_sp.	LWS	Chordata	lwsanc_pigmenty_I320V
S51	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_T58A
S52	533.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_H294N
S53	532.00000	lwsanc_pigmentz_sp.	LWS	Chordata	lwsanc_pigmentz_V76A
S54	551.00000	Hydrophis_ornatus	LWS	Chordata	LC543597
S55	539.00000	Aotus_azaraiboliviensis	LWS	Chordata	AB081277.2
S56	532.00000	Saimiri_sciureus	LWS	Chordata	AH006283
S57	532.00000	Saimiri_sciureus	LWS	Chordata	AH006283_I232F
S58	533.00000	Saimiri_sciureus	LWS	Chordata	AH006283_S236G
S59	533.00000	Saimiri_sciureus	LWS	Chordata	AH006283_I232F_S236G
S60	545.00000	Saimiri_sciureus	LWS	Chordata	AH006282
S61	545.00000	Saimiri_sciureus	LWS	Chordata	AH006282_I232F
S62	546.00000	Saimiri_sciureus	LWS	Chordata	AH006282_S236G
S63	546.00000	Saimiri_sciureus	LWS	Chordata	AH006282_I232F_S236G
S64	558.00000	Saimiri_sciureus	LWS	Chordata	AH006281
S65	559.00000	Saimiri_sciureus	LWS	Chordata	AH006281_F232I
S66	556.00000	Saimiri_sciureus	LWS	Chordata	AH006281_G236S
S67	559.00000	Saimiri_sciureus	LWS	Chordata	AH006281_F232I_G236S
S68	555.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A
S69	536.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y
S70	550.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_Y277F
S71	543.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_T285A
S72	527.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_A308S
S73	533.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_H197Y
S74	545.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_ S180A_Y277F
S75	536.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_T285A
S76	525.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_ S180A_A308S
S77	522.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y_T285A
S78	516.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_H197Y_A308S
S79	534.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_Y277F_T285A
S80	512.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_H197Y_A308S
S81	532.00000	lwsancestor_pigmentd	LWS	Chordata	lwsanc_pigmentd_S180A_Y277F_T285A
S82	517.00000	Oreochromis_niloticus	LWS	Chordata	DQ235682.1
S83	528.00000	Oreochromis_niloticus	LWS	Chordata	DQ235683.1
S84	560.00000	Oreochromis_niloticus	LWS	Chordata	DQ235684.1
S85	561.00000	Oryzias_latipes	LWS	Chordata	AB223051.1
S86	562.00000	Oryzias_latipes	LWS	Chordata	AB223052.1
S87	550.00000	Xenopeltis_unicolor	LWS	Chordata	FJ497235.1
S88	533.00000	Sminthopsis_crassicaudata	LWS	Chordata	EU232013
S89	0.00000	Bos_taurus	LWS	Chordata	NM_001014890_E113Q,E181W
S90	555.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y,A285T
S91	554.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y,A285T,P298A,F309Y
S92	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,V236M,V274I,L275F,F277Y,F279V,A285T
S93	554.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,V274I,L275F,F277Y,F279V,A285T
S94	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,V236M,F277Y,A285T
S95	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,S233A,V236M,F277Y,A285T
S96	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,V236M,F277Y,A285T
S97	556.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,F277Y,A285T
S98	557.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,F277Y,A285T
S99	560.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,S233A,F277Y,A285T
S100	560.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,S233A,F277Y,A285T,F309Y
S101	558.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,T230I,F277Y,A285T,F309Y
S102	561.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,F277Y,A285T,F309Y
S103	563.00000	Homo_sapiens	LWS	Chordata	AH005296.2_Y116S,A180S,T230I,S233A,F277Y,A285T,F309Y
S104	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_I65T
S105	534.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S
S106	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_T230I
S107	533.00000	Homo_sapiens	LWS	Chordata	AH005296.2_S233A
S108	538.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F277Y
S109	542.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A285T
S110	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F309Y
S111	541.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,F277Y
S112	546.00000	Homo_sapiens	LWS	Chordata	AH005296.2_A180S,A285T
S113	550.00000	Homo_sapiens	LWS	Chordata	AH005296.2_F277Y,A285T
S114	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I
S115	556.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A
S116	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I230T
S117	560.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A233S
S118	553.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F
S119	547.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T285A
S120	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y309F
S121	547.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,Y277F
S122	540.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,T285A
S123	536.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F,T285A
S124	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S125	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P
S126	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A
S127	543.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F
S128	543.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F
S129	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L
S130	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V
S131	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S,M236V
S132	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T,A233S
S133	551.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A,I230T
S134	555.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M,S180A
S135	559.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y,L153M
S136	559.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V,S116Y
S137	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T65I,I111V
S138	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I111V,S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S139	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S116Y,L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S140	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_L153M,S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S141	532.00000	Homo_sapiens	LWS	Chordata	AH005298.2_S180A,I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S142	534.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I230T,A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S143	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A233S,M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S144	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_M236V,I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S145	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_I274V,F275L,Y277F,V279F,T285A,A298P,Y309F
S146	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_F275L,Y277F,V279F,T285A,A298P,Y309F
S147	538.00000	Homo_sapiens	LWS	Chordata	AH005298.2_Y277F,V279F,T285A,A298P,Y309F
S148	546.00000	Homo_sapiens	LWS	Chordata	AH005298.2_V279F,T285A,A298P,Y309F
S149	546.00000	Homo_sapiens	LWS	Chordata	AH005298.2_T285A,A298P,Y309F
S150	561.00000	Homo_sapiens	LWS	Chordata	AH005298.2_A298P,Y309F
S151	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R9A,R13A
S152	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R9A
S153	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R13A
S154	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_R50A
S155	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H46Y,H54S
S156	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K80Q,H86T
S157	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H123P
S158	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K167N
S159	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197E,K200Q
S160	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197E
S161	523.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K200Q
S162	508.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197A
S163	523.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K200A
S164	500.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H197A,K200A
S165	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K251A,K254Q
S166	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_H300G
S167	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K339C,K340G
S168	530.00000	Homo_sapiens	LWS	Chordata	AH005296.2_K352T
S169	526.00000	Homo_sapiens	LWS	Chordata	AH005298.2_H197Y
S170	508.00000	Homo_sapiens	LWS	Chordata	AH005298.2_H197Y,A308S
