	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S186	505.00000	Danio_rerio	Rh2	Chordata	AB087808.2
S187	464.00000	Danio_rerio	Rh2	Chordata	AB087805.2_K36Q
S188	464.00000	Danio_rerio	Rh2	Chordata	AB087805.2_L46F
S189	463.00000	Danio_rerio	Rh2	Chordata	AB087805.2_I49C
S190	465.00000	Danio_rerio	Rh2	Chordata	AB087805.2_V60L
S191	467.00000	Danio_rerio	Rh2	Chordata	AB087805.2_S94T
S192	465.00000	Danio_rerio	Rh2	Chordata	AB087805.2_L108T
S193	468.00000	Danio_rerio	Rh2	Chordata	AB087805.2_V111A
S194	466.00000	Danio_rerio	Rh2	Chordata	AB087805.2_M112I
S195	470.00000	Danio_rerio	Rh2	Chordata	AB087805.2_V111A_M112I
S196	471.00000	Danio_rerio	Rh2	Chordata	AB087805.2_S94T_V111A_M112I
S197	472.00000	Danio_rerio	Rh2	Chordata	AB087805.2_L46F_I49C_S94T_V111A_M112I
S198	536.00000	Petromyzon_marinus	Rh1	Chordata	EU571209.1
S199	501.00000	Petromyzon_marinus	LWS	Chordata	AH005459.2
S200	554.00000	Petromyzon_marinus	Rh1	Chordata	EU571209.1_P164S
S201	562.80000	Carassius_auratus	LWS	Chordata	L11867.1
S202	544.00000	Carassius_auratus	LWS	Chordata	L11867.1_S164P
S203	463.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1
S204	458.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1_T118A
S205	452.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1_T118G
S206	465.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1_P215G
S207	453.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1_T269A
S208	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181A
S209	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181N
S210	497.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181D
S211	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181C
S212	508.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181Q
S213	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181G
S214	497.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181H
S215	501.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181I
S216	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181L
S217	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181M
S218	501.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181F
S219	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181S
S220	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181T
S221	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181W
S222	501.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181Y
S223	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181V
S224	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q
S225	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q_E181D
S226	359.00000	Carassius_auratus	SWS1	Chordata	D85863.1
S227	355.00000	Danio_rerio	SWS1	Chordata	AB087810.1
S228	423.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1
S229	356.00000	Ambystoma_tigrinum	SWS1	Chordata	AF038948.1
S230	358.00000	Anolis_carolinensis	SWS1	Chordata	AH007736.2
S231	360.00000	Gekko_gecko	SWS1	Chordata	AY024356.1
S232	393.00000	Columba_livia	SWS1	Chordata	AH007798.2
S233	359.00000	Taeniopygia_guttata	SWS1	Chordata	AF222331.1
S234	415.00000	Gallus_gallus	SWS1	Chordata	M92039.1
S235	365.00000	Melopsittacus_undulatus	SWS1	Chordata	Y11787.1
S236	414.00000	Homo_sapiens	SWS1	Chordata	AH003620.2
S237	359.00000	Mus_musculus	SWS1	Chordata	NP_031564.1
S238	358.00000	Rattus_norvegicus	SWS1	Chordata	U63972.1
S239	420.00000	Cavia_porcellus	SWS1	Chordata	AY552608.1
S240	419.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1
S241	420.00000	Notamacropus_eugenii	SWS1	Chordata	AY286017.1
S242	489.00000	Delphinus_delphis	Rh1	Chordata	AF055314
S243	488.00000	Globicephala_melas	Rh1	Chordata	AF055315
S244	484.00000	Mesoplodon_bidens	Rh1	Chordata	AF055316
S245	501.00000	Phoca_vitulina	Rh1	Chordata	AF055317
S246	498.00000	Phoca_groenlandicus	Rh1	Chordata	AF055318
S247	502.00000	Trichechus_manatus	Rh1	Chordata	AF055319
S248	465.00000	Cottus_gobio	SWS2	Chordata	AJ430489_P215G
S249	453.00000	Cottus_gobio	SWS2	Chordata	AJ430489_T269A
S250	452.00000	Cottus_gobio	SWS2	Chordata	AJ430489_T118G
S251	458.00000	Cottus_gobio	SWS2	Chordata	AJ430489_T118A
S252	463.00000	Cottus_gobio	SWS2	Chordata	AJ430489
S253	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A164S
S254	510.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_F261Y
S255	514.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A269T
S256	520.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_F261Y_A269T
S257	512.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A164S_F261Y
S258	514.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A164S_A269T
S259	492.00000	Carassius_auratus	Rh1	Chordata	L11863.1
S260	505.00000	Gambusia_holbrooki	Rh1	Chordata	Y11146.1
S261	502.00000	Xenopus_laevis	Rh1	Chordata	L07770.1
S262	502.00000	Lithobates_pipiens	Rh1	Chordata	S49004
S263	500.00000	Lithobates_catesbeianus	Rh1	Chordata	S79840
S264	506.00000	Ambystoma_tigrinum	Rh1	Chordata	U36574
S265	502.00000	Columba_livia	Rh1	Chordata	AH007730.2
S266	502.00000	Taeniopygia_guttata	Rh1	Chordata	AF222329
S267	503.00000	Gallus_gallus	Rh1	Chordata	D00702
S268	511.00000	Carassius_auratus	Rh2	Chordata	L11865
S269	506.00000	Carassius_auratus	Rh2	Chordata	L11866
S270	495.00000	Anolis_carolinensis	Rh2	Chordata	AH007735.2
S271	467.00000	Gekko_gecko	Rh2	Chordata	M92035.1
S272	503.00000	Columba_livia	Rh2	Chordata	AH007731.2
S273	505.00000	Taeniopygia_guttata	Rh2	Chordata	AF222330
S274	508.00000	Gallus_gallus	Rh2	Chordata	M92038
S275	359.00000	Carassius_auratus	SWS1	Chordata	D85863
S276	415.00000	Gallus_gallus	SWS1	Chordata	M92039
S277	443.00000	Carassius_auratus	SWS2	Chordata	L11864
S278	437.00000	Anolis_carolinensis	SWS2	Chordata	AF133907
S279	448.00000	Columba_livia	SWS2	Chordata	AH007799.2
S280	441.00000	Taeniopygia_guttata	SWS2	Chordata	AF222332
S281	455.00000	Gallus_gallus	SWS2	Chordata	M92037
S282	559.00000	Carassius_auratus	LWS	Chordata	L11867
S283	561.00000	Anolis_carolinensis	LWS	Chordata	U08131
S284	558.00000	Columba_livia	LWS	Chordata	AH007800.2
S285	560.00000	Taeniopygia_guttata	LWS	Chordata	AF222333.1
S286	571.00000	Gallus_gallus	LWS	Chordata	M62903.1
S287	532.00000	Homo_sapiens	LWS	Chordata	AH005296.2
S288	563.00000	Homo_sapiens	LWS	Chordata	AH005298.2
S289	553.00000	Capra_hircus	LWS	Chordata	AH006594.2
S290	509.00000	Oryctolagus_cuniculus	MWS	Chordata	AH006945.2
S291	508.00000	Mus_musculus	MWS	Chordata	AF011389.1
S292	509.00000	Rattus_norvegicus	MWS	Chordata	AH006946.2
S293	524.00000	Tursiops_truncatus	LWS	Chordata	AF055457
S294	553.00000	Felis_catus	LWS	Chordata	AF132040
S295	545.00000	Equus_caballus	LWS	Chordata	AF132043
S296	531.00000	Odocoileus_virginianus	LWS	Chordata	AF132041
S297	516.00000	Cavia_porcellus	MWS	Chordata	AF132042.1
S298	532.00000	Neosciurus_carolinensis	LWS	Chordata	AF132044
S299	482.00000	Anolis_carolinensis	MWS	Chordata	AH007737.2
S300	481.00000	Columba_livia	MWS	Chordata	U50598.1
S301	359.00000	Taeniopygia_guttata	SWS	Chordata	AF222331
S302	359.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_I85V
S303	397.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_C84S
S304	397.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_C84S_I85V
S305	382.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_C84G
S306	363.00000	Taeniopygia_guttata	SWS	Chordata	AF222331_C84G_I85F
S307	405.00000	Gallus_gallus	SWS	Chordata	M92039_V85I
S308	369.00000	Gallus_gallus	SWS	Chordata	M92039_S84C
S309	371.00000	Gallus_gallus	SWS	Chordata	M92039_S84C_V85I
S310	389.00000	Columba_livia	SWS1	Chordata	AH007798.2_V85I
S311	358.00000	Columba_livia	SWS1	Chordata	AH007798.2_S84C
S312	359.00000	Columba_livia	SWS1	Chordata	AH007798.2_S84C_V85I
S313	571.00000	Poecilia_reticulata	LWS1	Chordata	AB748985.1
S314	562.00000	Poecilia_reticulata	LWS1	Chordata	AB748984
S315	516.00000	Poecilia_reticulata	LWS2	Chordata	LC127183
S316	519.00000	Poecilia_reticulata	LWS3	Chordata	LC127184
S317	516.00000	Poecilia_reticulata	RH2-1	Chordata	LC127186
S318	476.00000	Poecilia_reticulata	RH2-2	Chordata	LC127187
S319	438.00000	Poecilia_reticulata	SWS2-A	Chordata	LC127188
S320	408.00000	Poecilia_reticulata	SWS2-B	Chordata	LC127189
S321	353.00000	Poecilia_reticulata	SWS1	Chordata	LC127190
S322	503.00000	Poecilia_reticulata	RH1	Chordata	LC127191
S323	358.00000	Geotria_australis	SWS1	Chordata	KT749677
S324	439.00000	Geotria_australis	SWS2	Chordata	AY366492
S325	497.00000	Geotria_australis	RhA	Chordata	AY366493
S326	492.00000	Geotria_australis	RhB	Chordata	AY366494
S327	420.00000	Cavia_porcellus	SWS1	Chordata	AY552608
S328	388.00000	Columba_livia	SWS1	Chordata	AJ238856
S329	419.00000	Gallus_gallus	SWS1	Chordata	NM_205438.1
S330	360.00000	Melopsittacus_undulatus	SWS1	Chordata	NM_001311081
S331	360.00000	Anolis_carolinensis	SWS1	Chordata	AH007736
S332	363.00000	Carassius_auratus	SWS1	Chordata	D85863_F86S
S333	357.00000	Columba_livia	SWS1	Chordata	AJ238856_S86F
S334	366.00000	Columba_livia	SWS1	Chordata	AJ238856_V116L
S335	380.00000	Columba_livia	SWS1	Chordata	AJ238856_V116M
S336	372.00000	Gallus_gallus	SWS1	Chordata	NM_205438.1_S86F
S337	419.00000	Gallus_gallus	SWS1	Chordata	NM_205438.1_V116L
S338	420.00000	Melopsittacus_undulatus	SWS1	Chordata	NM_001311081_C90S
S339	361.00000	Melopsittacus_undulatus	SWS1	Chordata	NM_001311081_A86S
S340	508.00000	Phreatichthys_andruzzii	Rh1	Chordata	JQ413240
S341	505.00000	Phreatichthys_andruzzii	exoRh	Chordata	GQ404491.1
S342	502.00000	Danio_rerio	Rh1	Chordata	AF109368
