	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S186	505.00000	Danio_rerio	Rh2	Chordata	AB087808.2
S187	464.00000	Danio_rerio	Rh2	Chordata	AB087805.2_K36Q
S188	464.00000	Danio_rerio	Rh2	Chordata	AB087805.2_L46F
S189	463.00000	Danio_rerio	Rh2	Chordata	AB087805.2_I49C
S190	465.00000	Danio_rerio	Rh2	Chordata	AB087805.2_V60L
S191	467.00000	Danio_rerio	Rh2	Chordata	AB087805.2_S94T
S192	465.00000	Danio_rerio	Rh2	Chordata	AB087805.2_L108T
S193	468.00000	Danio_rerio	Rh2	Chordata	AB087805.2_V111A
S194	466.00000	Danio_rerio	Rh2	Chordata	AB087805.2_M112I
S195	470.00000	Danio_rerio	Rh2	Chordata	AB087805.2_V111A_M112I
S196	471.00000	Danio_rerio	Rh2	Chordata	AB087805.2_S94T_V111A_M112I
S197	472.00000	Danio_rerio	Rh2	Chordata	AB087805.2_L46F_I49C_S94T_V111A_M112I
S198	536.00000	Petromyzon_marinus	Rh1	Chordata	EU571209.1
S199	501.00000	Petromyzon_marinus	LWS	Chordata	AH005459.2
S200	554.00000	Petromyzon_marinus	Rh1	Chordata	EU571209.1_P164S
S201	562.80000	Carassius_auratus	LWS	Chordata	L11867.1
S202	544.00000	Carassius_auratus	LWS	Chordata	L11867.1_S164P
S203	463.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1
S204	458.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1_T118A
S205	452.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1_T118G
S206	465.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1_P215G
S207	453.00000	Cottus_gobio	SWS2	Chordata	AJ430489.1_T269A
S208	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181A
S209	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181N
S210	497.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181D
S211	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181C
S212	508.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181Q
S213	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181G
S214	497.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181H
S215	501.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181I
S216	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181L
S217	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181M
S218	501.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181F
S219	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181S
S220	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181T
S221	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181W
S222	501.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181Y
S223	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181V
S224	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q
S225	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q_E181D
S226	359.00000	Carassius_auratus	SWS1	Chordata	D85863.1
S227	355.00000	Danio_rerio	SWS1	Chordata	AB087810.1
S228	423.00000	Xenopus_laevis	SWS1	Chordata	NM_001085652.1
S229	356.00000	Ambystoma_tigrinum	SWS1	Chordata	AF038948.1
S230	358.00000	Anolis_carolinensis	SWS1	Chordata	AH007736.2
S231	360.00000	Gekko_gecko	SWS1	Chordata	AY024356.1
S232	393.00000	Columba_livia	SWS1	Chordata	AH007798.2
S233	359.00000	Taeniopygia_guttata	SWS1	Chordata	AF222331.1
S234	415.00000	Gallus_gallus	SWS1	Chordata	M92039.1
S235	365.00000	Melopsittacus_undulatus	SWS1	Chordata	Y11787.1
S236	414.00000	Homo_sapiens	SWS1	Chordata	AH003620.2
S237	359.00000	Mus_musculus	SWS1	Chordata	NP_031564.1
S238	358.00000	Rattus_norvegicus	SWS1	Chordata	U63972.1
S239	420.00000	Cavia_porcellus	SWS1	Chordata	AY552608.1
S240	419.00000	Loxodonta_africana	SWS1	Chordata	AY686753.1
S241	420.00000	Notamacropus_eugenii	SWS1	Chordata	AY286017.1
S242	489.00000	Delphinus_delphis	Rh1	Chordata	AF055314
S243	488.00000	Globicephala_melas	Rh1	Chordata	AF055315
S244	484.00000	Mesoplodon_bidens	Rh1	Chordata	AF055316
S245	501.00000	Phoca_vitulina	Rh1	Chordata	AF055317
S246	498.00000	Phoca_groenlandicus	Rh1	Chordata	AF055318
S247	502.00000	Trichechus_manatus	Rh1	Chordata	AF055319
S248	465.00000	Cottus_gobio	SWS2	Chordata	AJ430489_P215G
S249	453.00000	Cottus_gobio	SWS2	Chordata	AJ430489_T269A
S250	452.00000	Cottus_gobio	SWS2	Chordata	AJ430489_T118G
S251	458.00000	Cottus_gobio	SWS2	Chordata	AJ430489_T118A
S252	571.00000	Papilio_xuthus	Rh3	Arthropoda	AB007425.1
S253	540.00000	Papilio_xuthus	Rh1	Arthropoda	AB007423.1
S254	538.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_379
S255	542.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_379
S256	547.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_379
S257	561.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S258	565.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_379
S259	569.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_379
S260	542.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_379
S261	558.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1_130_152-AB007423.1_153_379
S262	560.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S263	561.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S264	566.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S265	556.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S266	550.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S267	543.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F]_84_379
S268	545.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[L112I]_84-379
S269	543.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A115C]_84_379
S270	550.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G]_84-379
S271	547.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[F120Y]_84_379
S272	548.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[I123V]_84_379
S273	546.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[M130A]_84_379
S274	550.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y,I123V]_84_379
S275	543.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L122I,A115C]_84_379
S276	552.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y]_84_379
S277	554.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L112I,A115C,A116G,F120Y]_84_379
S278	551.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A]_130_152-AB007423.1_153_379
S279	551.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[Y120F]_130_152-AB007423.1_153_379
S280	549.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A,Y120F]_130_152-AB007423.1_153_379
S281	463.00000	Cottus_gobio	SWS2	Chordata	AJ430489
S282	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A164S
S283	510.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_F261Y
S284	514.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A269T
S285	520.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_F261Y_A269T
S286	512.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A164S_F261Y
S287	514.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A164S_A269T
S288	492.00000	Carassius_auratus	Rh1	Chordata	L11863.1
S289	505.00000	Gambusia_holbrooki	Rh1	Chordata	Y11146.1
