	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S10	558.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1_130_152-AB007423.1_153_379
S11	560.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S12	561.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_379
S13	566.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_129-AB007425.1_130_152-AB007423.1_153_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S14	556.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_91-AB007425.1_92_114-AB007423.1_115_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S15	550.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_91-AB007425.1_92_114-AB007423.1_115_173-AB007425.1_174_190-AB007423.1_191_217-AB007425.1_218_241-AB007423.1_242_280-AB007425.1_281_303-AB007423.1_304_313-AB007425.1_314_339-AB007423.1_340_379
S16	543.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F]_84_379
S17	545.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[L112I]_84-379
S18	543.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A115C]_84_379
S19	550.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G]_84-379
S20	547.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[F120Y]_84_379
S21	548.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[I123V]_84_379
S22	546.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[M130A]_84_379
S23	550.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y,I123V]_84_379
S24	543.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L122I,A115C]_84_379
S25	552.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A116G,F120Y]_84_379
S26	554.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1[A109F,L112I,A115C,A116G,F120Y]_84_379
S27	551.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A]_130_152-AB007423.1_153_379
S28	551.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[Y120F]_130_152-AB007423.1_153_379
S29	549.00000	Papilio_xuthus	Rh1,Rh3	Arthropoda	AB007423.1_1_58-AB007425.1_59_83-AB007423.1_84_129-AB007425.1[G116A,Y120F]_130_152-AB007423.1_153_379
S30	435.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1
S31	500.00000	Eumaeus_atala	BRh2	Arthropoda	MN831882.1
S32	569.00000	Eumaeus_atala	LWRh	Arthropoda	MN831883.1
S33	352.00000	Eumaeus_atala	UVRh	Arthropoda	MN831884.1
S34	578.00000	Arhopala_japonica	LWRh	Arthropoda	MN831885.1
S35	450.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_I122F
S36	440.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S
S37	528.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_I122F
S38	530.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_G177S
S39	516.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_Y179F
S40	527.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_G177S
S41	526.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_Y179F
S42	528.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_I207C_F208C
S43	475.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_I122F_Y179F
S44	508.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_G177S_Y179F
S45	535.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_I122F_I207C_F208C
S46	520.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_Y179F_I207C_F208C
S47	526.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_Y179F_I207C_F208C
S48	533.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_I122F_I207C_F208C
S49	528.00000	Eumaeus_atala	BRh1	Arthropoda	MN831881.1_A118S_I122F_Y179F_I207C_F208C
S50	383.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1
S51	491.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94T
S52	492.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94A
S53	491.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94S
S54	502.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94V
S55	489.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94D
S56	461.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94E
S57	484.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94H
S58	377.00000	Platynereis_dumerilii	Inv-LWS	Annelida	AY692353.1_K94R
S59	480.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3
S60	485.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_D96N
S61	486.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_D124N
S62	486.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_D147N
S63	484.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_E194Q
S64	481.00000	Drosophila_melanogaster	Inv-Rh1	Basidiomycota	NM_079683.3_D203N
S65	450.00000	Pieris_rapae	PrB	Streptophyta	AB208675.1
S66	437.00000	Pieris_rapae	PrB	Streptophyta	AB208675.1_S117A
S67	446.00000	Pieris_rapae	PrB	Streptophyta	AB208675.1_F177Y
S68	425.00000	Pieris_rapae	PrB	Streptophyta	AB208675.1_S117A_F177Y
S69	420.00000	Pieris_rapae	PrV	Streptophyta	AB208674.1
S70	430.00000	Pieris_rapae	PrV	Streptophyta	AB208674.1_A116S
S71	525.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1
S72	521.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_M204L
S73	509.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_Y211W
S74	510.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_V216A
S75	521.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_M204L_V216A
S76	513.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_M204L_Y211W
S77	515.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_Y211W_V216A
S78	513.00000	Argopecten_irradians	Rtc	Mollusca	KX550908.1_M204L_Y211W_V216A
S79	496.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1
S80	508.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_L204M
S81	505.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_W211Y
S82	498.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_A216V
S83	505.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_L204M_A216V
S84	500.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_L204M_W211Y
S85	494.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_W211Y_A216V
S86	505.00000	Pecten_maximus	Rtc	Mollusca	XM_033877948.1_L204M_W211Y_A216V
S87	431.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2
S88	430.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_I169F
S89	429.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_K201R
S90	430.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_T273A
S91	431.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_I169F_K201R_T273A
S92	435.00000	Limenitis_a.astyanax	IV-Rh1	Arthropoda	AY918902.2_Y179F
S93	439.00000	Danaus_plexippus	IV-Rh1	Arthropoda	AY605544
S94	431.00000	Limenitis_a.archippus	IV-Rh1	Arthropoda	EU358777
S95	363.00000	Callosobruchus_maculatus	IV-UVS	Arthropoda	OP722929.1
S96	511.00000	Callosobruchus_maculatus	IV-LWS	Arthropoda	OP722946.1
S97	431.00000	Chrysochroa_rajah	inv-UVS	Arthropoda	OP722930.1
S98	356.00000	Chrysochroa_rajah	IV-UVS	Arthropoda	OP722931.1
S99	357.00000	Chrysochroa_mniszechii	IV-UVS	Arthropoda	OP722932.1
S100	442.00000	Chrysochroa_mniszechii	IV-UVS	Arthropoda	OP722933.1
S101	584.00000	Chrysochroa_rajah	IV-LWS	Arthropoda	OP722947.1
S102	509.00000	Chrysochroa_rajah	IV-LWS	Arthropoda	OP722948.1
S103	572.00000	Chrysochroa_mniszechii	IV-LWS	Arthropoda	OP722949.1
S104	507.00000	Chrysochroa_mniszechii	IV-LWS	Arthropoda	OP722950.1
S105	352.00000	Chrysochroa_rajah	IV-UVS	Arthropoda	OP722931.1_Q186A
S106	359.00000	Chrysochroa_rajah	IV-UVS	Arthropoda	OP722931.1_F261Y
S107	358.00000	Chrysochroa_rajah	IV-UVS	Arthropoda	OP722931.1_Q186A_F261Y
S108	507.00000	Chrysochroa_rajah	IV-LWS	Arthropoda	OP722948.1_C122T
S109	511.00000	Chrysochroa_rajah	IV-LWS	Arthropoda	OP722948.1_V211C
S110	519.00000	Chrysochroa_rajah	IV-LWS	Arthropoda	OP722948.1_C122T_V211C
S111	539.00000	Neogonodactylus_oerstedii	IV-LWS	Arthropoda	MT112877
S112	611.00000	Neogonodactylus_oerstedii	IV-LWS	Arthropoda	MT112883
S113	542.00000	Sympetrum_frequens	IV-LWS	Arthropoda	LC009064
S114	557.00000	Sympetrum_frequens	IV-LWS	Arthropoda	LC009061
S115	577.00000	Epargyreus_clarus	IV-LWS	Arthropoda	OK930070.1
S116	532.00000	Macroglossum_stellatarum	IV-LWS	Arthropoda	KF539444
S117	532.00000	Automeris_io	IV-LWS	Arthropoda	OK930069.1
S118	537.00000	Anisota_stigma	IV-LWS	Arthropoda	OK930068.1
S119	518.00000	Callophrys_sheridanii	IV-LWS	Arthropoda	MN831887.1
S120	430.00000	Anopheles_stephensi	IV-SWS	Arthropoda	LC710140
S121	500.00000	Anopheles_stephensi	IV	Arthropoda	AB753162
S122	347.00000	Drosophila_melanogaster	IV-RH	Arthropoda	NM_079687.3
S123	486.00000	Drosophila_melanogaster	IV	Arthropoda	NM_079683.3_Y126F
S124	344.00000	Drosophila_melanogaster	IV	Arthropoda	NM_079687.3_F133Y
S125	436.00000	Drosophilia_melanogaster	Rh-MWS	Arthropoda	U67905.1
S126	434.00000	Drosophila_melanogaster	Rh-MWS	Arthropoda	U67905.1_H38P_R42L
S127	435.00000	Drosophila_melanogaster	Rh-MWS	Arthropoda	U67905.1_A53Y
S128	377.00000	Drosophila_melanogaster	Rh-MWS	Arthropoda	U67905.1_N104K
S129	434.00000	Drosophila_melanogaster	Rh-MWS	Arthropoda	U67905.1_I110Y
S130	436.00000	Drosophila_melanogaster	Rh-MWS	Arthropoda	U67905.1_D125Q_Y127F
S131	437.00000	Drosophila_melanogaster	Rh-MWS	Arthropoda	U67905.1_F147Y
S132	434.00000	Drosophila_melanogaster	Rh-MWS	Arthropoda	U67905.1_T173I_W176Y
S133	435.00000	Drosophila_melanogaster	Rh-MWS	Arthropoda	U67905.1_R243F
S134	437.00000	Drosophila_melanogaster	Rh-MWS	Arthropoda	U67905.1_S325A
S135	420.00000	Drosophila_melanogaster	IV	Arthropoda	NM_079687.3_K110N
S136	421.00000	Drosophila_melanogaster	IV	Arthropoda	NM_079687.3_K110E
S137	488.00000	Drosophila_melanogaster	IV	Arthropoda	NM_079683.3_Y126E
S138	345.00000	Drosophila_melanogaster	IV-RH	Arthropoda	AF184224
S139	350.00000	Drosophila_melanogaster	IV-RH	Arthropoda	AY060299
S140	450.00000	Drosophila_melanogaster	IV-RH	Arthropoda	AY060299_K168E
S141	513.00000	Limulus_polyphemus	IV-RH	Arthropoda	L03782.1
S142	535.00000	Hasarius_adansoni	IV-RH	Arthropoda	AB251846.1
S143	525.00000	Hasarius_adansoni	IV-RH	Arthropoda	AB251846.1_E181Q
S144	527.00000	Hasarius_adansoni	IV-RH	Arthropoda	AB251846.1_E181D
S145	532.00000	Hasarius_adansoni	IV-RH	Arthropoda	AB251846.1_Y113F
S146	515.00000	Hasarius_adansoni	IV-RH	Arthropoda	AB251846.1_S186A
S147	524.00000	Hasarius_adansoni	IV-RH	Arthropoda	AB251846.1_S186C
S148	528.00000	Hasarius_adansoni	IV-RH	Arthropoda	AB251846.1_S186T
S149	515.00000	Hasarius_adansoni	IV-RH	Arthropoda	AB251846.1_S186N
S150	525.00000	Hasarius_adansoni	IV-RH	Arthropoda	AB251846.1_S186G
S151	480.00000	Drosophila_melanogaster	IV-RH1	Arthropoda	NP_524407.1
S152	470.00000	Drosophila_melanogaster	IV-RH1	Arthropoda	NP_524407.1_A315S
S153	476.00000	Drosophila_melanogaster	IV-RH1	Arthropoda	NP_524407.1_A315C
S154	514.00000	Drosophila_melanogaster	IV-RH6	Arthropoda	NM_079644.3
S155	531.00000	Drosophila_melanogaster	IV-RH6	Arthropoda	NM_079644.3_S313A
