	Lambda_Max	Species	Opsin_Family	Phylum	Accession
S186	464.00000	Danio_rerio	Rh2	Chordata	AB087805.2_L46F
S187	463.00000	Danio_rerio	Rh2	Chordata	AB087805.2_I49C
S188	465.00000	Danio_rerio	Rh2	Chordata	AB087805.2_V60L
S189	467.00000	Danio_rerio	Rh2	Chordata	AB087805.2_S94T
S190	465.00000	Danio_rerio	Rh2	Chordata	AB087805.2_L108T
S191	468.00000	Danio_rerio	Rh2	Chordata	AB087805.2_V111A
S192	466.00000	Danio_rerio	Rh2	Chordata	AB087805.2_M112I
S193	470.00000	Danio_rerio	Rh2	Chordata	AB087805.2_V111A_M112I
S194	471.00000	Danio_rerio	Rh2	Chordata	AB087805.2_S94T_V111A_M112I
S195	472.00000	Danio_rerio	Rh2	Chordata	AB087805.2_L46F_I49C_S94T_V111A_M112I
S196	536.00000	Petromyzon_marinus	Rh1	Chordata	EU571209.1
S197	554.00000	Petromyzon_marinus	Rh1	Chordata	EU571209.1_P164S
S198	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181A
S199	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181N
S200	497.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181D
S201	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181C
S202	508.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181Q
S203	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181G
S204	497.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181H
S205	501.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181I
S206	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181L
S207	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181M
S208	501.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181F
S209	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181S
S210	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181T
S211	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181W
S212	501.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181Y
S213	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E181V
S214	499.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q
S215	500.00000	Bos_taurus	Rh1	Chordata	NM_001014890_E113Q_E181D
S216	489.00000	Delphinus_delphis	Rh1	Chordata	AF055314
S217	488.00000	Globicephala_melas	Rh1	Chordata	AF055315
S218	484.00000	Mesoplodon_bidens	Rh1	Chordata	AF055316
S219	501.00000	Phoca_vitulina	Rh1	Chordata	AF055317
S220	498.00000	Phoca_groenlandicus	Rh1	Chordata	AF055318
S221	502.00000	Trichechus_manatus	Rh1	Chordata	AF055319
S222	502.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A164S
S223	510.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_F261Y
S224	514.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A269T
S225	520.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_F261Y_A269T
S226	512.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A164S_F261Y
S227	514.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A164S_A269T
S228	492.00000	Carassius_auratus	Rh1	Chordata	L11863.1
S229	505.00000	Gambusia_holbrooki	Rh1	Chordata	Y11146.1
S230	502.00000	Xenopus_laevis	Rh1	Chordata	L07770.1
S231	502.00000	Lithobates_pipiens	Rh1	Chordata	S49004
S232	500.00000	Lithobates_catesbeianus	Rh1	Chordata	S79840
S233	506.00000	Ambystoma_tigrinum	Rh1	Chordata	U36574
S234	502.00000	Columba_livia	Rh1	Chordata	AH007730.2
S235	502.00000	Taeniopygia_guttata	Rh1	Chordata	AF222329
S236	503.00000	Gallus_gallus	Rh1	Chordata	D00702
S237	511.00000	Carassius_auratus	Rh2	Chordata	L11865
S238	506.00000	Carassius_auratus	Rh2	Chordata	L11866
S239	495.00000	Anolis_carolinensis	Rh2	Chordata	AH007735.2
S240	467.00000	Gekko_gecko	Rh2	Chordata	M92035.1
S241	503.00000	Columba_livia	Rh2	Chordata	AH007731.2
S242	505.00000	Taeniopygia_guttata	Rh2	Chordata	AF222330
S243	508.00000	Gallus_gallus	Rh2	Chordata	M92038
S244	508.00000	Phreatichthys_andruzzii	Rh1	Chordata	JQ413240
S245	505.00000	Phreatichthys_andruzzii	exoRh	Chordata	GQ404491.1
S246	502.00000	Danio_rerio	Rh1	Chordata	AF109368
S247	498.00000	Danio_rerio	exoRh	Chordata	NM131212.2
S248	500.00000	Grus_americana	Rh1	Chordata	KM508488
S249	499.00000	Grus_americana	Rh2	Chordata	KM508489
S250	486.00000	Scopelarchus_analis	Rh1	Chordata	EF517404.1
S251	479.00000	Scopelarchus_analis	Rh1	Chordata	EF517405.1
S252	502.00000	Otolemur_crassicaudatus	Rh1	Chordata	AB112591.1
S253	452.00000	Oryzias_latipes	Rh2	Chordata	AB223053
S254	516.00000	Oryzias_latipes	Rh2	Chordata	AB223054
S255	492.00000	Oryzias_latipes	Rh2	Chordata	AB223055
S256	448.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(400681-404250)
S257	516.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(390932-392688)
S258	494.00000	Oryzias_latipes	Rh2	Chordata	CP020669.1_(376983-378663)
S259	447.00000	Oryzias_luzonensis	Rh2	Chordata	LC260048
S260	517.00000	Oryzias_luzonensis	Rh2	Chordata	LC260049
S261	486.00000	Oryzias_luzonensis	Rh2	Chordata	LC260050
S262	469.00000	Oryzias_celebensis	Rh2	Chordata	LC260051
S263	516.00000	Oryzias_celebensis	Rh2	Chordata	LC260052
S264	491.00000	Oryzias_celebensis	Rh2	Chordata	LC260053
S265	460.00000	Oryzias_melastigma	Rh2	Chordata	LC260054
S266	519.00000	Oryzias_melastigma	Rh2	Chordata	LC260055
S267	491.00000	Oryzias_melastigma	Rh2	Chordata	LC260056
S268	462.00000	Oryzias_minutillus	Rh2	Chordata	LC260057
S269	517.00000	Oryzias_minutillus	Rh2	Chordata	LC260058
S270	493.00000	Oryzias_minutillus	Rh2	Chordata	LC260059
S271	493.00000	Oryzias_latipes	Rh2	Chordata	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S272	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S273	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E
S274	0.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E
S275	512.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E
S276	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_I123V
S277	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_M205I
S278	510.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_C209V
S279	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_C213F
S280	508.00000	Oryzias_latipes	Rh2	Chordata	AB223055_Q122E_A269G
S281	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S282	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S283	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S284	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S285	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S286	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S287	516.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S288	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_N96T_Q122E_C209V_C213F_A269G
S289	0.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_Q122E_C209V_C213F_A269G
S290	513.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C213F_A269G
S291	514.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_A269G
S292	515.00000	Oryzias_latipes	Rh2	Chordata	AB223055_L95I_N96T_Q122E_C209V_C213F
S293	469.00000	Oryzias_latipes	Rh2	Chordata	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S294	454.00000	Oryzias_latipes	Rh2	Chordata	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S295	463.00000	Oryzias_celebensis	Rh2	Chordata	LC260051_Y198F_R248K
S296	462.00000	Oryzias_melastigma	Rh2	Chordata	LC260054_E33D_I130V_F203Y
S297	487.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_G90S
S298	484.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T118A
S299	477.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_E122D
S300	498.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_A295S
S301	453.00000	Bos_taurus	Rh1	Chordata	NM_001014890.2_T118A_E122D_A292S
S302	467.00000	Danio_rerio	Rh2	Chordata	NM_131253.2
S303	476.00000	Danio_rerio	Rh2	Chordata	NM_182891.2
S304	488.00000	Danio_rerio	Rh2	Chordata	NM_182892.2
S305	505.00000	Danio_rerio	Rh2	Chordata	NM_131254.1
S306	528.00000	Metriaclima_zebra	Rh2	Chordata	DQ088651
S307	519.00000	Metriaclima_zebra	Rh2	Chordata	DQ088650
S308	484.00000	Metriaclima_zebra	Rh2	Chordata	DQ088652
S309	507.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1
S310	508.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_Q64K
S311	491.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122Q_Q64K_E150A
S312	504.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E150A
S313	486.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122Q
S314	504.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122I
S315	487.00000	Gallus_gallus	Rh1	Chordata	NM_001397497.1_E122D
S316	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1
S317	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T213I
S318	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T217A
S319	508.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_V218I
S320	509.00000	Archosaur_sp.	Rh1	Chordata	AF310191.1_T213I_T217A_V218I
S321	503.00000	AncAgnatha_sp.	Rh2	Chordata	AncAgnatha
S322	488.00000	AncActino_sp.	Rh2	Chordata	AncActino
S323	491.00000	AncTeleost_sp.	Rh2	Chordata	AncTeleost
S324	491.00000	AncClupeoc_sp.	Rh2	Chordata	AncClupeoc
S325	489.00000	AncCyprin1_sp.	Rh2	Chordata	AncCyprin1
S326	505.00000	AncCyprin2_sp.	Rh2	Chordata	AncCyprin2
