feature,p_value,score,xgb,BayesianRidge,rf,gbc,lgbm,mean
p6_D,0.00010394085874812369,15.89548971657075,0.0003539083,0.09547465441741347,0.009457580905104715,0.001688985262192435,0.0,0.02139502577930382
p6_E,3.122989471600712e-10,45.439904572651095,9.459378e-05,0.08171858010207997,0.02263502500513659,3.334997632335163e-05,0.0,0.020896309772521486
p6_G,0.023050052702353663,5.271746741327692,4.8728966e-06,0.037708558739300256,0.010128817041807767,0.002173414857683304,0.06666666666666667,0.023336466040416576
p6_GAP,0.4209417822680741,0.6512321149298554,0.0,0.0,0.0,0.0,0.0,0.0
p6_P,0.05595689373459952,3.710282614981835,0.0,0.0,0.0,0.0,0.0,0.0
p6_Q,0.013228256361475942,6.285930697568153,0.00012149179,0.12829622955228195,0.0012452287096153234,0.0009580617681047809,0.0,0.02612420236331205
p6_R,1.2712620359361133e-05,20.378379952783014,5.999866e-09,0.18355927146871462,0.047112301422212594,0.009164985226681044,0.0,0.04796731282349484
p7_D,0.27599518890883795,1.1953449233171014,0.0,0.0,0.0,0.0,0.0,0.0
p7_E,9.182382804580854e-11,48.58663833811859,4.352561e-05,0.005336254220073332,0.018258432969619855,0.001365609889712462,0.0,0.005000764538190168
p7_GAP,0.8075094755869276,0.05956917971658516,0.0,0.0,0.0,0.0,0.0,0.0
p7_GNLMT,0.596664353009351,0.2812465652949439,0.0,0.0,0.0,0.0,0.0,0.0
p7_I,0.4748911740646756,0.5131352541668442,0.0,0.0,0.0,0.0,0.0,0.0
p7_K,0.49630416933514643,0.4650797860153304,0.0,0.0,0.0,0.0,0.0,0.0
p7_P,0.01248193006368125,6.3933678907116684,5.6534587e-05,0.17943694162119472,0.0012036187168246312,0.0050693339765772675,0.0,0.03715328578035971
p7_Q,0.193881110120853,1.7030013661029724,0.0,0.0,0.0,0.0,0.0,0.0
p7_S,0.019205044841199507,5.602302634160821,2.1379305e-05,0.034778058746739914,0.006014652789276903,0.0010449250451935214,0.0,0.008371803177161801
p8_E,3.9226343440348855e-08,33.536609950924216,9.06916e-05,0.16288268842988524,0.010989572331578138,6.796236673519153e-05,0.0,0.03480618294623241
p8_F,0.5023366723294658,0.45216416799609416,0.0,0.0,0.0,0.0,0.0,0.0
p8_G,0.04472656234434828,4.096844306975756,5.357313e-10,0.07871215441344462,0.0007411959845188993,0.0,0.0,0.01589067018673896
p8_GAP,0.28847476476795925,1.1347028828203607,0.0,0.0,0.0,0.0,0.0,0.0
p8_N,0.08284078647553623,3.048595020145715,0.0,0.0,0.0,0.0,0.0,0.0
p8_S,4.1068946277767107e-11,50.684602317459166,0.66317,0.45710165207211245,0.20915433934316527,0.09628468395574447,0.9333333333333333,0.47180879775069773
p8_VATWHMQ,0.011684427936742384,6.515813388263993,4.667056e-07,0.43732864686030437,0.08423460727176847,0.0019284437987029386,0.0,0.10469843292727239
p8_Y,0.4446565050450716,0.5873128866359012,0.0,0.0,0.0,0.0,0.0,0.0
p9_F,1.2420357416899445e-05,20.428927974694535,1.975988e-05,0.08462179529142837,0.002410870367977228,8.180102648492498e-05,0.0,0.017426845313210218
p9_GAP,0.28847476476795925,1.1347028828203607,0.0,0.0,0.0,0.0,0.0,0.0
p9_I,0.00013805457418513258,15.303038629969361,4.2843152e-05,0.2218879274088791,0.001989221759392384,0.0009087264401143812,0.0,0.04496574375211455
p9_L,0.7508572108376707,0.10118036388244452,0.0,0.0,0.0,0.0,0.0,0.0
p9_V,0.0003509185071012371,13.378876199346113,0.0020254012,0.08182188344395679,0.0019006668766599294,0.000995480507838838,0.0,0.017348686409636233
p10_F,1.9292559986510036e-08,35.232766809834224,0.0005974872,0.11628048092195142,0.0533764735151937,3.915373783185525e-05,0.0,0.03405871907575077
p10_GAP,0.4209417822680741,0.6512321149298554,0.0,0.0,0.0,0.0,0.0,0.0
p10_WVTRS,0.06110781391214513,3.5599861058064173,0.0,0.0,0.0,0.0,0.0,0.0
p10_Y,2.1894968601656695e-06,24.256499054527197,0.0,0.00106748597853495,0.0723630014433624,3.837699771975132e-05,0.13333333333333333,0.041360439550590086
p11_GAP,0.02004931154764595,5.524124727690228,2.4838841e-06,0.25967796308410573,0.004258219123101157,0.001035757185634524,0.0,0.05299488465539738
p11_I,0.6335291410398345,0.22823142916417136,0.0,0.0,0.0,0.0,0.0,0.0
p11_L,1.2167524259154053e-23,143.29068551495214,0.0,0.16212291944862328,0.5772760062894073,0.0,0.13333333333333333,0.1745464518142728
p11_P,0.004782066399622199,8.201321796091877,0.000551703,0.02004992564999409,0.0005013728173127917,0.0,0.0,0.004220600289172398
p11_T,2.0711323288306538e-06,24.380845982830614,0.0,0.14214964756098167,0.015822477388257112,8.95035486662822e-06,0.0,0.03159621506082108
p11_V,0.020071939442089293,5.522077065778021,0.00017847442,0.0036626472488585876,0.002450451438014638,0.0005147961298229756,0.0,0.0013612738480576361
p12_GAP,0.32901377563866874,0.9589663578444462,0.0,0.0,0.0,0.0,0.0,0.0
p12_L,0.9707301125180728,0.0013508180688041986,0.0,0.0,0.0,0.0,0.0,0.0
p12_P,0.09288951324826089,2.8596629476896096,0.0,0.0,0.0,0.0,0.0,0.0
p13_GAP,0.0001879501286838645,14.662709227106884,5.815157e-06,0.28471985159895186,0.03847996588459304,0.007056510755114387,0.6666666666666666,0.19938576201242172
p13_I,0.10067895290772065,2.728029547628175,0.0,0.0,0.0,0.0,0.0,0.0
p13_L,0.4887403293318595,0.48165412809479347,0.0,0.0,0.0,0.0,0.0,0.0
p13_M,0.004762931730613485,8.208998375601778,3.9934832e-05,0.060086353507464746,0.002297016198911586,0.007009436080350827,0.06666666666666667,0.027219881457053795
p13_Q,0.03433103031007371,4.560468624795982,6.364453e-05,0.04910913992449577,0.0004916158220727124,8.677351386443332e-05,0.0,0.009950234758672417
p13_VP,0.8522356645405811,0.03481434745049267,0.0,0.0,0.0,0.0,0.0,0.0
p14_DQPELH,0.000318957808887098,13.574169798960035,0.00042907443,0.193691268414877,0.003281544690900136,2.6335153387630137e-05,0.0,0.03948564453692958
p14_G,0.9597489680622567,0.0025555495374950513,0.0,0.0,0.0,0.0,0.0,0.0
p14_GAP,0.04293634847815224,4.167952623995494,6.3321175e-05,0.13309332851738429,0.013311637498747282,8.158278797143733e-07,0.0,0.029293820603766434
p14_K,8.73360351426262e-12,54.78768736990197,9.89899e-07,0.0750373061212482,0.00365683792768887,5.115185923691566e-05,0.0,0.015749257161441925
p14_N,0.13668577444831134,2.238648441767379,0.0,0.0,0.0,0.0,0.0,0.0
p14_S,0.0004450169567570016,12.894753069664887,0.00024923697,0.006390458895760976,0.016125432626489928,0.0005747386193267077,0.26666666666666666,0.05800130675517834
p14_T,1.9354948900431143e-07,29.785811155190896,0.0002547209,0.2943386424531173,0.01325229066891483,0.1352598156758937,0.0,0.08862109393678619
p14_V,0.4808835439727759,0.4993301956704579,0.0,0.0,0.0,0.0,0.0,0.0
p15_N,0.042936348478146806,4.167952623995721,6.3321175e-05,0.13309332851738429,0.013311637498747282,8.158278797143733e-07,0.0,0.029293820603766434
p16_EMVHQYD,0.17746892274151954,1.8357887765093703,0.0,0.0,0.0,0.0,0.0,0.0
p16_G,0.00042664442744008864,12.980496203715791,0.0,0.03733668662658777,0.0033768475098767377,1.2256273001383489e-05,0.0,0.008145158081893178
p16_GAP,0.04293634847815224,4.167952623995494,6.3321175e-05,0.13309332851738429,0.013311637498747282,8.158278797143733e-07,0.0,0.029293820603766434
p16_I,8.053532356207674e-15,74.43795246989238,0.0007545742,0.1268480169787592,0.020835320178395112,0.01382084437577673,0.0,0.032451751146055106
p16_K,0.12417935502296988,2.3903524370394065,0.0,0.0,0.0,0.0,0.0,0.0
p16_L,0.04973052476922074,3.9131093853120715,0.0,0.0,0.0,0.0,0.0,0.0
p16_R,0.2829776341575591,1.1609950106290101,0.0,0.0,0.0,0.0,0.0,0.0
p16_S,1.781080506054452e-09,41.05683414189065,0.0,0.04818216414564347,0.0997355206870658,1.5924599816082757e-05,0.0,0.029586721886505074
p16_T,0.14922246646979384,2.1015626429885006,0.0,0.0,0.0,0.0,0.0,0.0
p17_N,7.311585070949467e-10,43.28480963101504,0.0,0.04818216414564347,0.0997355206870658,1.5924599816082757e-05,0.0,0.029586721886505074
p17_S,4.189180677256471e-24,147.44829473944347,0.00032944806,0.2790393971211743,0.14793275143164553,0.04656477274469822,0.2,0.13477327387064536
p17_T,4.841438977586124e-05,17.506046458018194,1.3076631e-06,0.09776390445814626,0.004901573311710302,3.849899834702254e-06,0.0,0.02053412706655213
p18_G,0.0004127525969577595,13.047870555007608,0.0,0.024195035385581726,0.02516058106951549,6.78822021595762e-05,0.0,0.009884699731451358
p18_GAP,0.04293634847815224,4.167952623995494,6.3321175e-05,0.13309332851738429,0.013311637498747282,8.158278797143733e-07,0.0,0.029293820603766434
p18_IKTEHD,0.00035318239029185266,13.365739237026807,0.00395285,0.5315931297516165,0.016312914133358218,0.023560693334897288,0.0,0.11508391746837536
p18_N,0.0018488869555428385,10.04584921343849,8.443179e-06,0.2739244212166329,0.0020039199384558333,0.004608767912144636,0.0,0.0561091104491583
p18_S,5.605005969459311e-05,17.19557989824441,7.000263e-08,0.13384700867208665,0.002684034108594939,8.301675028439725e-06,0.0,0.027307882891667544
p18_V,0.1398587693816669,2.2026429107085495,0.0,0.0,0.0,0.0,0.0,0.0
p19_I,0.0652170311937979,3.4495442434578534,0.0,0.0,0.0,0.0,0.0,0.0
p19_L,0.3186663622650412,1.0010120099739028,0.0,0.0,0.0,0.0,0.0,0.0
p19_PGYS,0.00011815648996700478,15.627516201817379,4.9376464e-05,0.16225119031791022,0.06447161883937552,1.0413554355918363e-05,0.0,0.045356519835072585
p19_T,7.311585070949467e-10,43.28480963101504,0.0,0.04818216414564347,0.0997355206870658,1.5924599816082757e-05,0.0,0.029586721886505074
p19_V,0.026551893760186518,5.017549565458596,0.00028818884,0.4050952854914961,0.04674398840458429,0.0018392836318576397,0.8,0.2507933492727554
p20_IAMT,0.08342950349415525,3.036850704498231,0.0,0.0,0.0,0.0,0.0,0.0
p20_V,0.00046286043721875366,12.814872182227901,0.0,0.024195035385581726,0.02516058106951549,6.78822021595762e-05,0.0,0.009884699731451358
p21_R,1.619962379983094e-15,79.21713723285578,0.0,0.21946016296284038,0.23974081499208247,0.0007996419012660072,0.0,0.09200012397123777
p22_G,0.0007294287779669356,11.895658981080961,1.4489498e-05,0.19660676138364477,0.05669581873866145,0.0010500866796719804,0.0,0.050873431260080836
p22_GAP,0.43931132928286976,0.6012574235866761,0.0,0.0,0.0,0.0,0.0,0.0
p22_NTA,0.40770721779555075,0.6893179113065306,0.0,0.0,0.0,0.0,0.0,0.0
p22_S,0.19420982224044844,1.7004780827833477,0.0,0.0,0.0,0.0,0.0,0.0
p23_P,0.48769178875516517,0.4839857349570057,0.0,0.0,0.0,0.0,0.0,0.0
p24_GAP,0.4876917887551424,0.4839857349570641,0.0,0.0,0.0,0.0,0.0,0.0
p24_W,4.381863023794721e-19,105.38903321806067,0.0,0.09834851921774472,0.046009471251701684,4.931996032116826e-05,0.0,0.02888146208595352
p24_Y,0.2703049156102465,1.2241622405250585,0.0,0.0,0.0,0.0,0.0,0.0
p25_E,3.035917613226845e-14,70.56128573059769,3.2157404e-05,0.1287085997999456,0.04690803801566772,0.1309474142498766,0.4666666666666667,0.15465257522730097
p25_K,0.0394599038376213,4.315507746908307,0.0,0.05305107864852659,0.06648802475728749,0.0,0.0,0.023907820681162817
p25_L,0.04315075311076795,4.159271804907915,1.5291216e-07,0.062028267113377486,0.03749767046988395,3.055690971626565e-05,0.0,0.01991132948102848
p25_N,0.00036764219110271,13.283807284570637,0.0,0.173689887546127,0.04372258678240403,1.5888640667156768e-06,0.0,0.043482812638519545
p26_G,0.007167873822146521,7.431375952661398,1.1814539e-06,0.11399928573551933,0.0424291918907476,0.000331111701663794,0.0,0.03135215415635692
p26_SIF,0.372629294921456,0.799622631979414,0.0,0.0,0.0,0.0,0.0,0.0
p26_V,0.1954707909321011,1.6908450608422747,0.0,0.0,0.0,0.0,0.0,0.0
p26_Y,0.0031761005852593304,8.989591466834863,2.3996452e-05,0.3081255521922305,0.05709810447071213,7.09825687118617e-05,0.13333333333333333,0.09973039380339768
p27_P,0.022817444966243286,5.290043932103997,6.441667e-07,0.018101375617339523,0.007020334711973221,0.004641740821878649,0.0,0.005952819063573389
p27_T,0.7921292495151119,0.0697032955697134,0.0,0.0,0.0,0.0,0.0,0.0
p28_N,9.133556161573064e-10,42.72540171392388,0.0,0.04818216414564347,0.0997355206870658,1.5924599816082757e-05,0.0,0.029586721886505074
p28_P,0.022026324128279023,5.353770331789203,0.0,0.091076424771574,0.04584878711155822,0.0,0.0,0.027385042376626444
p28_Q,4.501644466806377e-06,22.653832154610388,0.0,0.06248201130495321,0.04707837337663355,2.626122657397577e-06,0.06666666666666667,0.035245935494182166
p29_E,0.9488181954152456,0.004134199160016179,0.0,0.0,0.0,0.0,0.0,0.0
p29_F,0.14350860525513146,2.162353778452207,0.0,0.0,0.0,0.0,0.0,0.0
p29_H,0.15741102797429743,2.0189231652727933,0.0,0.0,0.0,0.0,0.0,0.0
p29_TWVAS,0.01213959298362687,6.444903707600162,0.0,0.16224029457590605,0.014493927783331494,5.5814410002613725e-06,0.0,0.035347960760047564
p29_Y,0.6835095382258638,0.16684526920847226,0.0,0.0,0.0,0.0,0.0,0.0
p30_KFMGD,0.7989504133663243,0.06510418915912673,0.0,0.0,0.0,0.0,0.0,0.0
p30_L,0.09728992644989591,2.7838725802613045,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.000942564007476263,11.381724856043311,0.0,0.024195035385581726,0.02516058106951549,6.78822021595762e-05,0.0,0.009884699731451358
p31_L,0.2169259704717857,1.5374178823713154,0.0,0.0,0.0,0.0,0.0,0.0
p31_M,0.14650609496692396,2.130126216877072,0.0,0.0,0.0,0.0,0.0,0.0
p31_V,0.27897257637590883,1.1805642989833574,0.0,0.0,0.0,0.0,0.0,0.0
p32_D,0.015473977698927157,5.997090264192303,0.0,0.02532636316012812,0.0041893899487313105,1.0669925555995769e-07,0.0,0.005903171961622998
p32_G,0.04605925996937621,4.045847773563148,0.0023980536,0.014443430364620657,0.040367737000985005,2.9771957618968243e-06,0.0,0.0114424396422361
p32_H,0.8426020839335131,0.03956449470882832,0.0,0.0,0.0,0.0,0.0,0.0
p32_PYSFMN,0.005223229006871052,8.032606653330358,1.0084727e-06,0.22466832391600164,0.052103363674648635,0.032843081949308794,0.0,0.0619231556025391
p32_V,0.03346922084355157,4.605409345428905,0.0001899277,0.13424009108747612,0.0027997566719442507,0.00022954600912955807,0.13333333333333333,0.05415853095990612
p33_D,0.49349847003261715,0.4711779260523042,0.0,0.0,0.0,0.0,0.0,0.0
p33_E,0.6202407324598959,0.24654465817300675,0.0,0.0,0.0,0.0,0.0,0.0
p33_N,0.710915712456837,0.13788250888029518,0.0,0.0,0.0,0.0,0.0,0.0
p33_P,0.06289022154941784,3.511127868837602,0.0,0.0,0.0,0.0,0.0,0.0
p33_S,0.2729598538932355,1.2106224511675765,0.0,0.0,0.0,0.0,0.0,0.0
p34_K,1.4049752399699643e-05,20.161253342745272,0.00022308591,0.20779396545132064,0.006000603191479859,2.3848151865489486e-05,0.0,0.04280830054092628
p34_M,4.662392155157452e-06,22.576292536928527,6.103029e-06,0.048580705350637285,0.0005599281973625513,0.000867981876907598,0.0,0.010002943690808744
p34_P,0.0632153010332378,3.5023778324866512,0.0,0.0,0.0,0.0,0.0,0.0
p34_R,3.2761542786313996e-09,39.54797317048858,0.0,0.04812363371310394,0.0019456799910549786,0.0009746693045385621,0.0,0.010208796601739498
p34_SLYQAIF,0.010351155761574905,6.741311913767003,0.09317382,0.22117675446428547,0.04984802274131459,0.002994183664834341,0.0,0.07343855553411038
p34_V,0.00013024507200808843,15.424325774340232,7.6251267e-06,0.08356911620602973,0.021871069110023858,0.0001034887287698399,0.0,0.02111025983431016
p35_G,0.13538799413181993,2.253648260363345,0.0,0.0,0.0,0.0,0.0,0.0
p35_I,0.15913402778078511,2.002161303967136,0.0,0.0,0.0,0.0,0.0,0.0
p35_VFSE,0.45821419011413,0.5530883074476081,0.0,0.0,0.0,0.0,0.0,0.0
p35_W,0.4243336266653436,0.6417580669259402,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.5395881765777606,0.3780237926405038,0.0,0.0,0.0,0.0,0.0,0.0
p36_K,0.35515515418580756,0.8602275070173535,0.0,0.0,0.0,0.0,0.0,0.0
p36_L,5.538214110553742e-05,17.220963242517467,8.129816e-08,0.3001204303179338,0.09428118202676698,0.24300489912985254,0.0,0.12748131855454287
p36_M,0.5299898833640815,0.3962377902017588,0.0,0.0,0.0,0.0,0.0,0.0
p36_Q,0.31672389333902473,1.009107077990517,0.0,0.0,0.0,0.0,0.0,0.0
p36_R,0.1271728295794691,2.352524860412788,0.0,0.0,0.0,0.0,0.0,0.0
p36_TNEF,0.7569042101192613,0.0961687707318986,0.0,0.0,0.0,0.0,0.0,0.0
p36_V,4.387907865993203e-09,38.82925094811321,0.0,0.04818216414564347,0.0997355206870658,1.5924599816082757e-05,0.0,0.029586721886505074
p36_Y,0.0006300467932032238,12.190657003273602,0.0,0.15811601797498137,0.029826472831405475,0.0099857045227055,0.0,0.03958563906581847
p37_H,0.5447270057064862,0.3685141741569518,0.0,0.0,0.0,0.0,0.0,0.0
p37_Y,1.9848652950235998e-10,46.598739298186594,7.2260256e-05,0.08374665047176297,0.012569376579479305,0.00040804844842812373,0.06666666666666667,0.032692600484522334
p38_F,0.8190735043081661,0.052503168861636945,0.0,0.0,0.0,0.0,0.0,0.0
p38_G,0.013523640813805936,6.24513935759098,2.3220528e-07,0.3750693323026192,0.004334898965508892,0.0033539568193049337,0.0,0.07655168405854276
p38_H,0.015903434943812102,5.946855408260751,0.00021394934,0.10845257327444349,0.003020436100012558,1.2365058956434387e-05,0.0,0.02233986475557653
p38_K,0.3345350793424319,0.937246371768587,0.0,0.0,0.0,0.0,0.0,0.0
p38_N,0.00022338455039488733,14.305942847835475,0.003431885,0.023770016271946606,0.018776785953887355,2.7231095867246854e-05,0.0,0.00920118367185448
p38_R,0.06201608551062023,3.5349003005505435,0.0,0.0,0.0,0.0,0.0,0.0
p38_S,0.05353826607897073,3.7860591905899903,0.0,0.0,0.0,0.0,0.0,0.0
p38_TLMI,0.01055712263486279,6.704571828365029,0.0001327825,0.015021649772628496,0.018418200944976135,0.13754384577945583,0.0,0.0342232957996458
p38_Y,1.0023268639415413e-20,118.4280258502507,0.00087675714,0.3053484957061955,0.3260464507574761,0.02361416688039257,0.0,0.13117717409714652
p39_FSC,0.08003499708147202,3.105846628797115,0.0,0.0,0.0,0.0,0.0,0.0
p39_G,0.08567336706942112,2.992902808179924,0.0,0.0,0.0,0.0,0.0,0.0
p39_I,0.14830794939297545,2.111112490872078,0.0,0.0,0.0,0.0,0.0,0.0
p39_L,0.031234790217614192,4.727867650645544,1.5905443e-05,0.18572163954437296,0.02027304934795379,2.951949275579028e-05,0.0,0.04120802276570319
p39_M,0.28252114649590365,1.1632076247380367,0.0,0.0,0.0,0.0,0.0,0.0
p39_V,0.2695912525584153,1.227830408338624,0.0,0.0,0.0,0.0,0.0,0.0
p40_L,0.0019502953184960263,9.940931973655344,0.0003483205,0.027758685019455265,0.06203416942079678,0.052558661613348163,0.0,0.028539967309275265
p40_M,0.008050855092363201,7.212272181869256,0.0,0.1168651607690624,0.031882847022324676,0.00011674051096719367,0.0,0.029772949660470855
p40_Q,8.235898815126299e-19,103.2746305966189,0.0,0.16212291944862328,0.5772760062894073,0.0,0.13333333333333333,0.1745464518142728
p40_T,5.102062681764964e-09,38.459503714501636,5.6135714e-09,0.15636224245193914,0.011852081345632232,2.662508968740664e-05,0.0,0.03364819090016603
p40_V,0.44402529174669036,0.5889460444704244,0.0,0.0,0.0,0.0,0.0,0.0
p41_C,0.6466389470317799,0.2110081995133958,0.0,0.0,0.0,0.0,0.0,0.0
p41_G,0.05005024776319902,3.9020479784883655,0.0,0.0,0.0,0.0,0.0,0.0
p41_S,6.346806526740963e-06,21.896589367989996,2.9382098e-05,0.16661182253872492,0.012107988721959206,0.002018356062544076,0.0,0.03615350988417298
p41_T,1.5066404576079345e-05,20.009796036084865,1.0445357e-06,0.09146816414595658,0.005047356808531476,1.3552797318770565e-05,0.0,0.019306023657497222
p42_C,0.12984590624911677,2.3195815444316255,0.0,0.0,0.0,0.0,0.0,0.0
p42_F,0.028966409783309038,4.862021076017666,0.00043580667,0.35399910967982295,0.00850706439230678,0.01677680965403004,0.0,0.07594375807829931
p42_I,0.6607549732026534,0.19337026751632583,0.0,0.0,0.0,0.0,0.0,0.0
p42_L,0.4230746899115191,0.6452611676820543,0.0,0.0,0.0,0.0,0.0,0.0
p42_TSG,0.8409766552847502,0.04039709120943432,0.0,0.0,0.0,0.0,0.0,0.0
p42_V,0.0016066422179105973,10.322474417011412,7.830997e-05,0.11463817700159641,0.004092437484690385,0.003045686553519408,0.0,0.02437092220149089
p43_I,0.7299064016696472,0.11964028145864221,0.0,0.0,0.0,0.0,0.0,0.0
p43_L,0.0009389121733354489,11.389484858283636,0.0,0.37314285055679897,0.07582259688726443,0.05832882568652505,0.0,0.1014588546261177
p43_T,0.0476002059689209,3.988806231246227,5.388818e-10,0.05375546050107021,2.56682390110772e-05,1.4610635910331209e-05,0.0,0.010759147982974678
p43_V,0.03433103031007371,4.560468624795982,1.6054898e-07,0.35239899273763736,0.003959082603783669,0.0012644933683064366,0.0,0.0715245458517412
p43_W,7.311585070949467e-10,43.28480963101504,0.0,0.04818216414564347,0.0997355206870658,1.5924599816082757e-05,0.0,0.029586721886505074
p43_Y,0.0011047814572259457,11.064888221912286,0.0001466857,0.026484540305641846,0.021141133397764467,7.152273963637546e-06,0.0,0.00955590233678758
p44_L,0.9430182881773537,0.005125964816207112,0.0,0.0,0.0,0.0,0.0,0.0
p44_M,0.6904511840109095,0.15920721456664352,0.0,0.0,0.0,0.0,0.0,0.0
p44_Y,0.0013649036292583269,10.644894409142717,0.0,0.007681457887594837,0.06244858371398376,0.12006267850533088,0.0,0.03803854402138189
p45_G,5.3151635790958876e-18,97.13034162503877,0.0,0.18257416766892096,0.13798219699041675,0.4396192297795198,0.0,0.1520351188877715
p45_I,0.000849399579890716,11.590014733986871,9.576067e-06,0.003388909577750181,0.04200677591991107,0.007530316228792938,0.0,0.010587115558688135
p45_T,0.41563040687964325,0.6663000481718551,0.0,0.0,0.0,0.0,0.0,0.0
p45_VLASCM,0.04466794546227508,4.099124315468382,0.0009265217,0.12114986806054732,0.009056320776277401,0.00022059568136385273,0.0,0.026270661248269444
p46_I,0.6048473720310079,0.2688736373158824,0.0,0.0,0.0,0.0,0.0,0.0
p46_L,0.7314591245383277,0.1182129471842243,0.0,0.0,0.0,0.0,0.0,0.0
p46_M,0.7535171161866794,0.09895866418390908,0.0,0.0,0.0,0.0,0.0,0.0
p46_T,0.23466960497344244,1.4236825322007929,0.0,0.0,0.0,0.0,0.0,0.0
p46_V,0.04519124806565802,4.078881272072572,0.0,0.5847816245579496,0.03886194824108739,0.0024065804719416123,0.0,0.12521003065419573
p47_L,0.0026138722660583647,9.368134711650011,0.0,0.23593149376347658,0.01657641096272534,7.692735626723166e-05,0.0,0.050516966416493836
p47_V,0.005864042234694412,7.8120572034440965,1.1814539e-06,0.11399928573551933,0.0424291918907476,0.000331111701663794,0.0,0.03135215415635692
p48_F,1.8790190601127624e-28,189.5076352079881,0.25080234,0.11828948690112391,1.0,0.16867427898817025,0.2,0.34755322080252316
p48_G,0.015452390574003938,5.999653589549232,0.0,0.19999855617226128,0.01577708753920803,0.00030263663808460567,0.0,0.043215656069910784
p48_I,0.002220107989630418,9.68694257546822,1.5286e-06,0.059318084561898,0.005676257242986418,2.2565382487505594e-05,0.0,0.013003687157479075
p48_M,0.865682129280767,0.028707848426484193,0.0,0.0,0.0,0.0,0.0,0.0
