feature,BayesianRidge,gbc,lgbm,mean
37,0.272593892013923,0.2773486083180653,0.05357142857142857,0.20117130963447227
38,0.02945352808131093,0.05422574333966117,0.0,0.027893090473657362
39,0.1412398524307531,0.003998147678460508,0.0,0.048412666703071205
40,0.21974112876033697,0.001092094702399954,0.041666666666666664,0.08749996337646787
41,0.14914712498749824,0.003917542474703685,0.047619047619047616,0.06689457169374985
42,0.06932763991890305,9.869867031801374e-05,0.0,0.02314211286307369
43,0.17152203175313613,0.00038553081576662475,0.09523809523809523,0.08904855260233265
44,0.0564750057954888,0.004476303972336901,0.023809523809523808,0.028253611192449835
45,0.0,0.0,0.0,0.0
46,0.2993764450666347,0.2648267328620627,0.13095238095238096,0.23171851962702608
47,0.2813680751123876,0.060406054446271853,0.0,0.11392470985288648
48,0.6740791695648441,0.07992936128999921,0.0,0.2513361769516144
49,0.210011677475062,7.272844881537187e-05,0.011904761904761904,0.07399638927621309
50,0.21613840322502004,0.02805265329457042,0.18253968253968256,0.14224357968642434
51,0.2356763136287708,0.0006463641799201403,0.023809523809523808,0.08671073387273825
52,0.1706862800441264,0.007425956325111053,0.38888888888888884,0.1890003750860421
53,0.1050497203833937,0.007247988479849742,0.0,0.03743256962108115
54,0.06932763991890305,9.869867031801374e-05,0.0,0.02314211286307369
55,0.11801074080107465,0.0061822733730044245,0.19841269841269843,0.10753523752892584
56,0.10548153427651638,0.0037927567931507053,0.2619047619047619,0.12372635099147633
57,0.26421927233706766,0.07700411043619337,0.047619047619047616,0.12961414346410288
58,0.09415194504314406,0.021889739590177603,0.09523809523809523,0.0704265932904723
59,0.14214367210673404,0.002226703872504394,0.22857142857142856,0.12431393485022234
60,0.11020836880477948,0.005046584721163868,0.08333333333333333,0.0661960956197589
61,0.2584743833982206,0.028786410741743658,0.08928571428571429,0.12551550280855953
62,0.0,0.0,0.0,0.0
63,0.2901496938971794,0.004128968341381924,0.3238095238095238,0.2060293953493617
64,0.24065551692646855,0.014598956068492347,0.07142857142857142,0.10889434814117745
65,0.3242180360271767,0.012735291590160954,0.10714285714285714,0.1480320615867316
66,0.18413218016787025,0.015280024598743494,0.11224489795918367,0.10388570090859915
67,0.05489397656241528,0.039856796763650365,0.09523809523809523,0.06332962285472028
68,0.20082913433845695,0.032896626815295385,0.015873015873015872,0.08319959234225606
69,0.26487453075595635,0.016347937522499807,0.09523809523809523,0.12548685450551714
70,0.2036966089354382,0.00785352406000502,0.16666666666666666,0.1260722665540366
71,0.09341559764821511,0.00026951662115836094,0.0,0.031228371423124488
72,0.0,0.0,0.0,0.0
73,0.27575063719171455,0.01321213365492942,0.03571428571428571,0.10822568552030988
74,0.2249421204068551,0.023494809679014777,0.0,0.08281231002862328
75,0.0,0.0,0.0,0.0
76,0.3098190927591357,0.0014059995957496898,0.05952380952380952,0.1235829672928983
77,0.06932763991890305,9.869867031801374e-05,0.0,0.02314211286307369
78,0.2673902382957862,0.005875587558295368,0.14285714285714285,0.1387076562370748
79,0.21338407437265514,0.00806405367755153,0.18095238095238095,0.13413350300086255
80,0.06932763991890305,9.869867031801374e-05,0.0,0.02314211286307369
81,0.3528968724149387,0.04996600886762906,0.23809523809523808,0.2136527064592686
82,0.06932763991890305,9.869867031801374e-05,0.0,0.02314211286307369
83,0.12537292618142246,0.0187062974176632,0.014285714285714285,0.052788312628266644
84,0.16694786878743692,0.021862084615364097,0.0,0.06293665113426701
85,0.12169790172309959,0.002568365131225499,0.011904761904761904,0.04539034291969566
86,0.05884892044589096,0.002629486414151627,0.07142857142857142,0.04430232609620468
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.26861738487304215,0.013912401545259164,0.07738095238095238,0.1199702462664179
90,0.06932763991890305,9.869867031801374e-05,0.0,0.02314211286307369
91,0.18089675480098372,0.16743858597412412,0.0,0.11611178025836928
92,0.07046242056177682,0.007059446878015112,0.0,0.025840622479930644
93,0.17932824888023302,0.07798487259858455,0.015873015873015872,0.09106204578394449
94,0.13694044697698451,0.0018250427711158114,0.015873015873015872,0.05154616854037206
95,0.1818914263620322,0.008807658099531641,0.05555555555555556,0.08208488000570646
96,0.5885118865228455,0.005368761671595487,0.2857142857142857,0.2931983113029089
97,0.16080212570307348,0.014959502896560239,0.005952380952380952,0.060571336517338224
98,0.19370098355750293,0.029279841875336048,0.10714285714285714,0.11004122752523204
99,0.27347046102639766,0.4603530067244806,0.23015873015873015,0.3213273993032028
100,0.20981659741780295,0.11431423990696654,0.07936507936507937,0.13449863889661628
101,0.49552021281667935,0.01233651950783225,0.08333333333333333,0.19706335521928164
102,0.13909775254175222,0.0018200645662248423,0.20634920634920634,0.11575567448572781
103,0.287742956132295,0.19293434808317567,0.05555555555555556,0.17874428659034206
104,0.1838638593241877,0.014076896200671433,0.11904761904761904,0.1056627915241594
105,0.11287811659660787,5.938727086719501e-05,0.007936507936507936,0.04029133726799434
106,0.2147096260471272,0.02408718869549187,0.13333333333333333,0.12404338269198413
107,0.22103435506528982,0.022197290012832997,0.29365079365079366,0.17896081290963883
108,0.06932763991890305,9.869867031801374e-05,0.0,0.02314211286307369
109,0.16064189474679846,0.010062037037157419,0.06349206349206349,0.07806533175867313
110,0.19082344738652393,0.1876205556389823,0.13095238095238096,0.16979879465929573
111,0.06372216740191387,0.0020363847158074385,0.047619047619047616,0.03779253324558964
112,0.39839981331956753,0.0008516600384268257,0.011904761904761904,0.13705207842091877
113,0.17687346368032283,0.016120440097228517,0.05714285714285714,0.08337892030680283
114,0.1835582616610694,0.0202489769123569,0.0,0.06793574619114211
115,0.12914174353792587,0.0002998874865148012,0.017857142857142856,0.049099591293861176
116,0.0,0.0,0.0,0.0
117,0.2099159807226041,0.0322641789953926,0.0,0.0807267199059989
118,0.15364720633307363,0.2690274479561949,0.07936507936507937,0.16734657788478266
119,0.14701879624160002,0.0035535791570510357,0.047619047619047616,0.06606380767256623
120,0.2871340166503704,0.024500731917929595,0.11111111111111112,0.1409152865598037
121,0.17385115055515135,0.03825776676037147,0.023809523809523808,0.07863948037501554
122,0.09116366450371077,0.0030729442481557557,0.1285714285714286,0.07426934577443171
123,0.06502045711282398,0.00024743292455744044,0.0,0.021755963345793803
124,0.1589343314450044,0.8177150577696419,0.03571428571428571,0.33745455830964405
125,0.08144212616666012,0.0059921462090238905,0.05357142857142857,0.04700190031570419
126,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0
128,0.48328532175666816,0.03595961262255359,0.23809523809523808,0.2524467241581532
129,0.17829830285996415,0.0019626151838810844,0.09523809523809523,0.0918330044273135
130,0.36260015660943157,0.001418662279450064,0.25595238095238093,0.2066570666137542
131,0.1336638502540677,0.020224935576118958,0.0,0.05129626194339556
132,0.2176397098664816,0.004103557791034456,0.03333333333333333,0.08502553366361647
133,0.2880215339893181,0.004772179663713342,0.0,0.09759790455101049
134,0.22165298093588598,0.02093009150782419,0.06746031746031747,0.10334779663467587
135,0.20524997420757135,0.005255925203338347,0.009523809523809525,0.07334323631157307
136,0.2821555478826469,0.016562303511381743,0.20238095238095238,0.16703293459166035
137,0.16818558933582764,0.01122016807416212,0.015873015873015872,0.06509292442766855
138,0.1874506217601437,0.010751809583880476,0.031746031746031744,0.07664948769668531
139,0.15406126426986724,1.0,0.015873015873015872,0.38997809338096107
140,0.31370123362656394,0.1459750472304858,0.1761904761904762,0.21195558568250863
141,0.13225803266426153,0.061622027340120074,0.0782312925170068,0.09070378417379614
142,0.15893641708226122,0.011026696910918395,0.011904761904761904,0.06062262529931384
143,0.30213306217336316,0.06321706427443942,0.047619047619047616,0.13765639135561672
144,0.2867735723229352,0.020547537801314072,0.11904761904761904,0.1421229097239561
145,0.2813680751123876,0.060406054446271853,0.0,0.11392470985288648
146,1.0,0.039054924106663405,1.0,0.6796849747022211
147,0.19770009137843805,0.03754619077214984,0.015873015873015872,0.08370643267453459
148,0.09434615679997907,0.0003467679147630855,0.0,0.031564308238247386
149,0.1642652640747315,0.001747364744785958,0.047619047619047616,0.07121055881285503
150,0.0,0.0,0.0,0.0
151,0.06387833876645355,0.0012421970626578808,0.12698412698412698,0.0640348876044128
152,0.21556058292802296,0.027035832196633046,0.09523809523809523,0.11261150345425042
153,0.17703633780109307,0.010576779536466125,0.023809523809523808,0.07047421371569433
154,0.13644094785405067,0.001450436596032735,0.13690476190476192,0.09159871545161509
155,0.0,0.0,0.0,0.0
156,0.06932763991890305,9.869867031801374e-05,0.0,0.02314211286307369
157,0.19235042523554338,2.2088100371943785e-05,0.047619047619047616,0.07999718698498764
158,0.14622745803575976,0.048728816573595415,0.17857142857142858,0.12450923439359458
159,0.10923738245320065,0.002008120572510849,0.023809523809523808,0.04501834227841176
160,0.0,0.0,0.0,0.0
161,0.18738318990534256,0.014658742359526003,0.0,0.06734731075495619
162,0.09857508717123813,0.19914705212630576,0.12380952380952381,0.14051055436902257
163,0.06509846188943991,0.0024734878969030908,0.041666666666666664,0.03641287215100322
