feature,BayesianRidge,rf,gbc,lgbm,xgb,mean
20,0.08543619096657022,0.026527479347450714,0.013241472159428674,0.014814814814814815,2.8607348667719634e-06,0.028004563604626238
21,0.042064901506833584,0.13047009972293833,0.015533473811744268,0.0,0.0,0.037613695008303236
22,0.10146831909648332,1.0,0.00893433352875367,0.07407407407407407,0.0,0.2368953453398622
23,0.060265455719420984,0.03555068305611098,0.00017846010211963647,0.0,1.6677866369718686e-05,0.019202255348804265
24,0.0844941835631074,0.041175724967816595,0.0012761790368274308,0.0,4.515438376984093e-06,0.02539012060122568
25,0.06641507815010701,0.15652885348790083,0.0013507923036560987,0.0,4.082108659986261e-07,0.04485902643050599
26,0.09920506862532397,0.2248061317727856,0.013288601806081355,0.037037037037037035,0.00012907369819004089,0.0748931825878836
27,0.02475443950134277,0.10664815427138628,0.0020532226854043604,0.0,1.51799422383192e-05,0.026694199280074347
28,0.09124401973696966,0.007077986967207699,4.496283747724647e-06,0.0,0.0038573851343244314,0.020436777624449905
29,0.07504912402258981,0.11663130852647158,0.0329461283423439,0.0,0.0,0.04492531217828106
30,0.2543837989385001,0.13061171587294895,9.80979513935001e-10,0.0,0.0,0.07699910315848571
31,0.06584610204367687,0.04608195364891844,0.025893425863543425,0.0,0.0003916110727004707,0.027642618525767843
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.15755942278581028,0.05009583126939068,0.01087045852724607,0.07407407407407407,4.355054898041999e-06,0.05852082834228382
34,0.10747945023272683,0.11964056889447107,0.053491022971157674,0.0,0.0025084882508963346,0.056623906069850384
35,0.08342002396972123,0.03736434392778248,0.014895255064266578,0.007407407407407408,7.557858680229401e-06,0.02861891764557159
36,0.07275581073146055,0.009919125346706787,0.012481137260437364,0.0,0.0,0.019031214667720942
37,0.13135840388548184,0.016890561434759338,0.010497942277924542,0.012345679012345678,6.307520379777998e-06,0.034219778826178236
38,0.08024028767307513,0.2251549607859258,0.0001923136346980347,0.037037037037037035,5.133023023518035e-06,0.06852594643075191
39,0.12135414579865354,0.026854827902508666,0.025719421026803198,0.0,0.0002884961722884327,0.03484337818005077
40,0.03172789308382052,0.04458810211945527,0.006001117867701345,0.018518518518518517,0.0010816098656505346,0.020383448291029234
41,0.09169261128048974,0.14500059276702176,0.022916878386195997,0.0,0.0,0.051922016486741496
42,0.03229204993602198,0.017583797985505318,0.002672537209030778,0.0,7.388782978523523e-05,0.010524454592068664
43,0.2682359141352829,0.032730805827570236,0.0025915055971667596,0.2222222222222222,0.00027205274091102183,0.10521050010463062
44,0.06962467761169713,0.17058291533841002,0.08906426895867338,0.0,0.0,0.06585437238175611
45,0.13933126670483997,0.0386956695366876,0.000721389450692437,0.037037037037037035,2.5371386982442345e-06,0.043157579973591056
46,0.10084256816608823,0.12933429212354258,0.0017188214329532923,0.0,3.235266194678843e-05,0.046385606876906176
47,0.1058777913348733,0.08688557262597951,0.012239070859498944,0.09259259259259259,0.001627882826142013,0.059844582047817264
48,0.02011839839932649,0.09334024616682512,0.03439275889667688,0.0,0.0,0.029570280692565697
49,0.16227907998506472,0.1250490744619676,0.0160704267904477,0.037037037037037035,0.5001125335693359,0.16810963036877058
50,0.1859657777986542,0.07589564237100072,0.03495615881983836,0.05555555555555555,9.726343705551699e-05,0.07049407959642087
51,0.13421477504106047,0.017462500321832806,0.0023960116540507714,0.037037037037037035,0.00020071957260370255,0.03826220872531695
52,0.09383974901432071,0.05749227303809065,0.0,0.0,0.0,0.030266404410482273
53,0.146293774383186,0.09935305616257081,0.06737117586415316,0.018518518518518517,2.9337159503484145e-05,0.06631317241758639
54,0.07363469515993307,0.02925381944217627,0.04666241703406206,0.0,1.334826492893626e-06,0.029910453292532856
55,0.059710167988792064,0.10206505637647353,0.020895826344729727,0.018518518518518517,0.003635358763858676,0.0409649855984745
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.26212965252686965,0.049071174114081184,0.0056780349554729145,0.05555555555555555,6.818247493356466e-05,0.07450051992538258
58,0.08055993177474739,0.31528815948827976,0.0018284025063491926,0.0,0.00010257193207507953,0.07955581314029028
59,0.021383718480489446,0.042555920125557554,0.009304379083932533,0.14814814814814814,0.0,0.04427843316762553
60,0.0,0.0,0.0,0.0,0.0,0.0
61,0.11014706324617796,0.029461275431749867,0.046454116766751784,0.037037037037037035,0.000506098847836256,0.04472111826591058
62,0.011901369743453153,0.18355677015035807,0.003447929031956665,0.0,0.0,0.03978121378515358
63,0.00808858620555358,0.03652439428635084,0.18709285671576653,0.0,0.0,0.046341167441534194
64,0.10576643632895188,0.031114572452550122,0.00047807596503794165,0.018518518518518517,0.00019162647367920727,0.03121384594774753
65,0.05746390047860994,0.025333317390197903,0.00039825256518510464,0.0,0.0,0.01663909408679859
66,0.17979057070877524,0.17533058131859183,0.046216353786207774,0.037037037037037035,0.016229040920734406,0.09092071675426924
67,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0844941835631074,0.041175724967816595,0.0012761790368274308,0.0,4.515438376984093e-06,0.02539012060122568
69,0.0,0.0,0.0,0.0,0.0,0.0
70,0.002861760309140372,0.0,1.452000604532729e-05,0.0,9.988505667024583e-08,0.0005752760400484739
71,0.16845563997421925,0.016535119619494318,0.04024963076125665,0.0,0.0,0.04504807807099405
72,0.011901369743453153,0.18355677015035807,0.003447929031956665,0.0,0.0,0.03978121378515358
73,0.041291819322831866,0.022018324836240093,0.017168207562141696,0.0,0.01439176220446825,0.018974022785136383
74,0.0,0.0,0.0,0.0,0.0,0.0
75,0.08808917969703838,0.06033647744066898,0.024941216433025076,0.07407407407407407,0.001229332061484456,0.049734055941258196
76,0.042867505391365385,0.032272301158592066,3.959058289925663e-07,0.0,0.0,0.015028040491157288
77,0.1364618442168326,0.15376645352297236,0.009313674391102297,0.0,0.007195881102234125,0.06134757064662828
78,0.11890718927238488,0.009249822042164893,0.01354614466426084,0.037037037037037035,2.226795731985476e-05,0.0357524921946335
79,0.0,0.0,0.0,0.0,0.0,0.0
80,0.11296286349764134,0.20858154998807366,0.0027894948720753325,0.0,0.0,0.06486678167155807
81,0.2669228300856115,0.5379704086990322,0.004103699404663467,0.18518518518518517,4.41329502791632e-05,0.19884525126495428
82,0.36925663546677895,0.09591607489048758,0.012781577255292146,0.1111111111111111,0.00013984086399432272,0.11784104791753283
83,0.0036578013516190906,0.0136120501939483,0.0017736002959076393,0.0,0.0013731636572629213,0.00408332309974759
84,0.094780490626433,0.31412459470447046,9.495837201291537e-05,0.0,0.0,0.08180000874058327
85,0.09641570316734219,0.1942286506955118,0.00034641988099933944,0.0,7.703903065703344e-06,0.058199695529383796
86,0.18048372093517864,0.09349415166070858,0.005146755097232955,0.024691358024691357,0.001052717212587595,0.06097374058607983
87,0.34930069975587413,0.21719932941191294,0.02947504408886246,0.024691358024691357,0.0012164331274107099,0.12437657288175033
88,0.07165460416256521,0.19488303113140848,0.2262405247606887,0.0,0.00011960716801695526,0.09857955344453587
89,0.09064201328817667,0.008963721467463284,0.0021482918970481832,0.08641975308641976,2.2215403078007512e-05,0.03763919902843718
90,0.11951057231308501,0.07479859660919037,0.021447817916266317,0.0,0.0006825544405728579,0.04328790825582292
91,0.2561298335784938,0.3751832275704895,0.03967989095886604,0.17283950617283952,0.004914465360343456,0.16974938472820644
92,0.020945159844837614,0.242205080289464,0.0033767530730942352,0.027777777777777776,6.912118260515854e-05,0.05887477843355575
93,0.10082750825861515,0.33705286713630583,0.004053243008806171,0.024691358024691357,0.0019873343408107758,0.09372246215384586
94,1.0,0.2704218637990331,0.06311237556405247,1.0,0.0009456515545025468,0.46689597818351763
95,0.09247762093195877,0.14210372267709762,0.012724948098696414,0.018518518518518517,7.638170700374758e-07,0.05316511480866828
96,0.13811372915214631,0.1528327482794629,0.012993164962112287,0.0,0.025783272460103035,0.0659445829707649
97,0.11350709955355034,0.1328157544409762,0.0017817644839506332,0.0,0.0,0.049620923695695436
98,0.0767614264607846,0.029271982399063864,0.028905739188865444,0.012345679012345678,6.897502316860482e-06,0.029458344912675287
99,0.07234903720688862,0.11327235150803619,0.034571841909452235,0.024691358024691357,0.0,0.048976917729813677
100,0.043371614924153624,0.014126621472872553,0.011722492262578424,0.005291005291005291,1.1449368685134687e-05,0.014904636663859005
101,0.093364940672729,0.08015402354630782,0.004546591277238794,0.012345679012345678,4.963284936820855e-06,0.03808323955871163
102,0.04466899757797138,0.034948274914371025,0.000474658305635344,0.0,2.1731382275902433e-06,0.016018820787241067
103,0.10699052199488499,0.06938263153692022,0.015562789247261507,0.0,0.0,0.03838718855581334
104,0.25872319312994824,0.1324427890314819,0.0024688299993457456,0.0,0.04459504038095474,0.08764597050834613
105,0.182544025906833,0.015870783523759306,0.00036373178337924125,0.0,0.0003851721703540534,0.03983274267686512
106,0.024040189668335453,0.02197082381404443,0.0052590782077407885,0.0,2.841327159330831e-06,0.010254586603456
107,0.0,0.0,0.0,0.0,0.0,0.0
108,0.09967032988094116,0.031994536075701005,0.0013142094605508162,0.024691358024691357,0.000387935055186972,0.03161167369941426
109,0.12352006676084025,0.2829814978346554,0.021698163449399736,0.037037037037037035,4.148416792304488e-06,0.09304818269974495
110,0.18177193794521124,0.15419161574506812,0.11372449925675215,0.037037037037037035,0.005023221950978041,0.09834966238700932
111,0.0,0.0,0.0,0.0,0.0,0.0
112,0.09291316171982118,0.052008141184653287,5.44549642933894e-05,0.0,7.288529104698682e-07,0.028995297344335664
113,0.15237962829052673,0.03348620956786633,0.012098056047608274,0.0,0.0008198058931156993,0.03975673995982341
114,0.00808858620555358,0.03652439428635084,0.18709285671576653,0.0,0.0,0.046341167441534194
115,0.5083902337072086,0.12618200734228435,0.009375504177321595,0.6666666666666666,0.001966307871043682,0.262516143952905
116,0.04493751138162383,0.06569058805912205,0.005833333958550133,0.0,0.0008093573269434273,0.02345415814524789
117,0.13331937125379065,0.09037443337873916,0.007816277024272686,0.007407407407407408,7.716092659393325e-05,0.047798929998160766
118,0.13516372113202368,0.32290799253352587,0.0018765205859946252,0.018518518518518517,0.0,0.09569335055401254
119,0.14011388829560412,0.08672336274678674,0.00850656516409901,0.037037037037037035,9.19870853977045e-06,0.054478010390413334
120,0.131336528497999,0.16884078581604733,0.08135416827338438,0.037037037037037035,0.00014764083607587963,0.08374323209210874
121,0.1380086274420756,0.05102803684442902,0.06677392760624846,0.0,0.0,0.051162118378550614
122,0.0,0.0,0.0,0.0,0.0,0.0
123,0.20844329660364885,0.15366831601329595,0.004475104181850333,0.2222222222222222,4.4454496674006805e-05,0.11777067870353827
124,0.05777688226316532,0.06455469854125914,0.021482745725307312,0.037037037037037035,8.557826731703244e-06,0.0361719842787001
125,0.17820389351059898,0.25510727158186963,0.0009129832179324727,0.0,2.5723948056111112e-06,0.08684534414104134
126,0.15243860655184122,0.3109617816108213,0.01109607908592717,0.012345679012345678,0.0,0.09736842925218707
127,0.0,0.0,0.0,0.0,0.0,0.0
128,0.041291819322831866,0.022018324836240093,0.017168207562141696,0.0,0.01439176220446825,0.018974022785136383
129,0.20500339341011467,0.04155325542940084,0.030687493606266023,0.0,0.0,0.05544882848915631
130,0.048383753727673395,0.04422896566294566,0.0001884821205898601,0.0,0.0,0.018560240302241782
131,0.1302709795447909,0.16044284939871864,0.3875042247962667,0.16049382716049382,0.4504774808883667,0.25783787235772737
132,0.07711815440052368,0.02393824218294009,7.124952109943368e-06,0.07407407407407407,0.0,0.03502751912192956
133,0.08488146338810909,0.023124292833756534,0.06384369855534637,0.0,0.0,0.03436989095544239
134,0.0850822815336303,0.01595502363298016,0.0260826393446748,0.0,3.206255496479571e-05,0.025430401413250016
135,0.041291819322831866,0.022018324836240093,0.017168207562141696,0.0,0.01439176220446825,0.018974022785136383
136,0.0,0.0,0.0,0.0,0.0,0.0
137,0.08446835321289653,0.15961718218060997,0.0006105250215098739,0.0,0.0,0.048939212083003274
138,0.13127112676107452,0.062311007839325035,0.015505555550264212,0.0,4.477118764611987e-08,0.04181754698437028
139,0.0,0.0,0.0,0.0,0.0,0.0
140,0.10634292051398174,0.8033153451850564,0.04927989797189532,0.07407407407407407,1.6275264158593927e-07,0.2066024800995298
141,0.20500339341011467,0.04155325542940084,0.030687493606266023,0.0,0.0,0.05544882848915631
142,0.11710818374786014,0.03805920905417225,0.00011198344209500573,0.0,7.192526481958339e-06,0.031057313754121872
143,0.20500339341011467,0.04155325542940084,0.030687493606266023,0.0,0.0,0.05544882848915631
144,0.11203712760828764,0.06979520620223544,0.025737428314871826,0.037037037037037035,0.0,0.04892135983248639
145,0.04244138220221277,0.09315038977530955,0.00012156188916848278,0.0,1.2885652722616214e-05,0.027145243903882683
146,0.0,0.0,0.0,0.0,0.0,0.0
147,0.04753752609388896,0.018694992912187614,0.06419422260761504,0.0,0.0,0.026085348322738323
148,0.07767294635519573,0.09177441738214641,6.701939619755181e-07,0.0,0.0,0.03388960678626082
149,0.20500339341011467,0.04155325542940084,0.030687493606266023,0.0,0.0,0.05544882848915631
150,0.11880355843660192,0.04555978651425243,0.004719533619204305,0.044444444444444446,7.05210095475195e-06,0.042706875023091576
151,0.03731286770170823,0.6818430802305819,0.0024054711243034553,0.037037037037037035,3.3303290791764084e-08,0.1517196978793843
152,0.05988898059712503,0.06810930946791388,0.0009654474712642503,0.009259259259259259,4.069118222105317e-05,0.027652737595556698
153,0.06184431049009987,0.08745130775570513,0.023564442936825587,0.0,0.00036479387199506164,0.03464497101092513
154,0.0,0.0,0.0,0.0,0.0,0.0
155,0.23821186621342003,0.09501794872134536,0.004902468616165383,0.17283950617283952,1.3492314792529214e-05,0.10219705640771257
156,0.06204736372161939,0.03908612901682276,0.03194014759670545,0.0,0.011204712092876434,0.028855670485604813
157,0.02495364314653262,0.44077658615916,0.01493516751649369,0.0,3.3295020074319837e-08,0.09613308602344128
158,0.035323223586455295,0.02477077368247928,0.000765428984378642,0.09876543209876543,4.055753743159585e-05,0.03193308317790205
159,0.0973031640502854,0.020968256807915957,0.014311900626364362,0.0,1.3763010429101996e-05,0.026519416898998966
160,0.18181079071743445,0.2582018531734686,0.00015085251604554707,0.037037037037037035,4.405843810673105e-06,0.09544098785755926
161,0.24811542062926265,0.05521738895054915,0.006949201921869486,0.08641975308641976,5.2131774282315746e-05,0.07935077927247666
162,0.0,0.0,0.0,0.0,0.0,0.0
163,0.2158535148285225,0.01971257054884149,0.004200516646044711,0.018518518518518517,0.00025935671874321997,0.051708895452134085
164,0.09952271820531355,0.17378577216170243,0.028078530196251922,0.0,6.126391235738993e-05,0.06028965689512507
165,0.40926791002794455,0.7031974968115597,0.01019163181559824,0.24074074074074073,0.0010340004228055477,0.2728863559637298
166,0.09193792284604141,0.07804937634189374,0.013382662666009562,0.009259259259259259,0.0006476748385466635,0.03865537919035013
167,0.13308791062548775,0.15050148554227355,0.002681270892231043,0.024691358024691357,0.00022880570031702518,0.06223816615700014
168,0.09298625690749329,0.3109539138460795,0.039212522140291445,0.012345679012345678,0.08950813114643097,0.10900130061052819
169,0.13102754115551543,0.07219159136311631,0.010613315031364954,0.08641975308641976,1.1719014764821623e-05,0.060052783930236255
170,0.051430409172585935,0.22222539462676635,0.011790468093071414,0.0,1.7349564984669996e-07,0.057089289077614715
171,0.11596192218815592,0.008947026685879782,0.0005420516660391678,0.0,6.377308068294951e-07,0.025090327654176337
172,0.0,0.0,0.0,0.0,0.0,0.0
173,0.15715060488319232,0.08543496689986949,0.018936726092791987,0.027777777777777776,0.005905692931264639,0.059041153716979246
174,0.029631923412439507,0.012085122171072913,0.00023281462169165573,0.0,0.0,0.008389972041040816
175,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0
177,0.08920114092231007,0.04833065768928784,0.00016231820076342837,0.0,0.0,0.02753882336247227
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.1911536136075125,0.04552154987339181,0.004181597991241772,0.0,0.0002595781988929957,0.04822326793420782
180,0.08488146338810909,0.023124292833756534,0.06384369855534637,0.0,0.0,0.03436989095544239
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.22993978062095394,0.16360985883872273,0.0023145688484483484,0.0,0.0,0.079172841661625
183,0.0,0.0,0.0,0.0,0.0,0.0
184,0.15278957686749187,0.13941875600845907,0.02288816849168755,0.012345679012345678,1.687633448455017e-05,0.06549181134289375
185,0.11836721381843143,0.091605290827448,0.03219325009698461,0.0,0.0,0.04843315094857281
186,0.02316768847196232,0.040649796791748335,0.025990082649539312,0.37037037037037035,0.0,0.09203558765672407
187,0.1256018919227772,0.00703917863503244,0.03782123763247641,0.07407407407407407,8.438560325885192e-05,0.048924153573523796
188,0.0,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,0.0,0.0
190,0.10994616318083979,0.017777307739772163,0.00830213300130825,0.009259259259259259,9.355602378491312e-05,0.02907568384099287
191,0.0,0.0,0.0,0.0,0.0,0.0
192,0.056302603312085656,0.5664463590759485,0.06285158954802698,0.0,0.0,0.13712011038721222
193,0.03665268543131205,0.12333135925276872,0.09457070742255397,0.0,0.0,0.05091095042132695
194,0.10479183108507142,0.25701157533170943,0.04126945644650026,0.0,0.0,0.08061457257265622
195,0.030946932559422876,0.18124266335101355,0.03306287327278755,0.0,1.4269032362790313e-05,0.04905334764311735
196,0.10265432209812814,0.15154044347582657,0.04785654648119197,0.0,7.608276973769534e-06,0.06041178406642409
197,0.09931357044545741,0.13055857523802364,0.0552517979245602,0.0308641975308642,1.3809842130285688e-05,0.06320039019620716
198,0.12578409284625622,0.16938328711183878,0.047884413577646924,0.05555555555555555,1.9633549896980185e-08,0.07972147374496948
199,0.09831332544645624,0.04627431233004735,0.02741780778686527,0.07407407407407407,3.799464138865005e-07,0.04921597991677136
200,0.07526271462968231,0.05504586653480949,0.015494460758908016,0.007407407407407408,0.00014451133029069752,0.030670992132219584
201,0.04551267432232273,0.17891303699076105,0.21394134750029112,0.04938271604938271,0.0,0.09754995497255152
202,0.08488146338810909,0.023124292833756534,0.06384369855534637,0.0,0.0,0.03436989095544239
203,0.07872780344867603,0.7855783943400303,0.0023291793656126784,0.05555555555555555,0.0009515912388451397,0.18462850478974396
204,0.2318502372825242,0.03850378936502331,0.005853383939925376,0.0,0.002283812966197729,0.055698244710734125
205,0.07659532906841016,0.21928032273989925,0.06775186409212518,0.0,0.0,0.07272550318008693
206,0.07480436018328886,0.21348780032768308,0.0012048662267533721,0.0,0.0007161108078435063,0.058042627509113764
207,0.107547338473597,0.31598711236736493,0.024524919942454444,0.012345679012345678,0.0,0.0920810099591524
208,0.08413060512573849,0.19394758782353866,0.010282275590633157,0.0,0.0,0.05767209370798206
209,0.18911702633670774,0.19759586439917579,0.11035115529369845,0.08641975308641976,0.16059772670269012,0.1488163051637384
210,0.025100267929303414,0.047918447181669994,0.002932067313014037,0.0,0.00011406691919546574,0.015212969868636583
211,0.179238862731212,0.06935692204212184,0.02923688096999321,0.0617283950617284,4.0650863297742035e-07,0.06791229346273768
212,0.044340120644966126,0.035453828648151706,4.059542203303718e-05,0.0,0.0,0.015966908943030177
213,0.06756578416857628,0.039755298937165374,0.008584103781070848,0.0,0.007195881102234125,0.024620213597809325
214,0.30465738809638154,0.15614326907785792,0.006781094017431993,0.1111111111111111,0.0005348104750737548,0.11584553455557126
215,0.15045493666118068,0.025942435668722834,0.0059104970518923895,0.009259259259259259,0.0008780612843111157,0.03848903798507326
216,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0
218,0.1398073756275487,0.11129416075719585,0.025388365968168597,0.06481481481481481,6.565194780705497e-05,0.068274073823107
219,0.18756619361904178,0.018389234983769386,0.07837709041073206,0.1111111111111111,0.00013859677710570395,0.07911644538035201
220,0.02086553512094129,0.0007943253882941937,4.692692588432149e-05,0.0,3.237883902329486e-06,0.0043420050638044265
221,0.044340120644966126,0.035453828648151706,4.059542203303718e-05,0.0,0.0,0.015966908943030177
222,0.0659537924623767,0.015200083944025338,0.031922225770560454,0.0,0.0,0.022615220435392498
223,0.23243922349581028,0.013404296496949427,0.00046832494107981395,0.0,0.0,0.049262368986767904
224,0.0,0.0,0.0,0.0,0.0,0.0
225,0.09953463169731644,0.14011511477454544,0.017445564258826207,0.037037037037037035,0.0,0.05882646955354502
226,0.16923435639216014,0.08419950604863416,0.11455086687238589,0.0617283950617284,0.0,0.08594262487498171
227,0.07072288655418736,0.10944361277662251,0.041315716171470944,0.018518518518518517,0.0,0.048000146804159864
228,0.04064346279604961,0.15741275430220053,0.016158094731133717,0.009259259259259259,0.0,0.04469471421772862
229,0.05745955007238799,0.022501377664055584,0.00926891808935868,0.0,0.0004414758295752108,0.017934264331075492
230,0.0,0.0,0.0,0.0,0.0,0.0
231,0.056302603312085656,0.5664463590759485,0.06285158954802698,0.0,0.0,0.13712011038721222
232,0.1332686166979053,0.11254359103721838,0.007558382908611178,0.05555555555555555,2.1628497393066937e-07,0.06178527249685286
233,0.13992030691413748,0.042714533421677435,0.0626042486521341,0.0,0.0,0.04904781779758981
234,0.03408271987613893,0.3367868581502491,0.048753030396574144,0.0,0.007195881102234125,0.08536369790503925
235,0.041291819322831866,0.022018324836240093,0.017168207562141696,0.0,0.01439176220446825,0.018974022785136383
236,0.15471356637738218,0.01251688979383724,0.0004739757695449005,0.07407407407407407,0.0,0.04835570120296768
237,0.001955775382641787,0.15243745669107556,2.9483436715509037e-05,0.0,2.0736526948894607e-06,0.030884957832625553
238,0.12314760636647328,0.031785790132820464,0.02392785058420386,0.0,0.007195881102234125,0.03721142563714634
239,0.0896639724892164,0.04217656469276949,0.19077556033533216,0.0,0.0,0.0645232195034636
240,0.0,0.0,0.0,0.0,0.0,0.0
241,0.041291819322831866,0.022018324836240093,0.017168207562141696,0.0,0.01439176220446825,0.018974022785136383
242,0.021711002672534375,0.03409240906588221,0.0017456599734041916,0.0,0.0,0.011509814342364155
243,0.02727540950547335,0.029917473990304064,0.0015364720006624517,0.0,0.0,0.011745871099287975
244,0.00808858620555358,0.03652439428635084,0.18709285671576653,0.0,0.0,0.046341167441534194
245,0.03783129326803514,0.023099377174939335,0.09354642835788327,0.0,0.0,0.03089541976017155
246,0.0405598590736144,0.011645047911323382,0.00897433548476443,0.0,0.007195881102234125,0.013675024714387269
247,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0
249,0.14018621759424618,0.014218373237970818,0.001151665196620998,0.0,0.0,0.031111251205767597
250,0.20500339341011467,0.04155325542940084,0.030687493606266023,0.0,0.0,0.05544882848915631
251,0.12314760636647328,0.031785790132820464,0.02392785058420386,0.0,0.007195881102234125,0.03721142563714634
252,0.039192562139976996,0.015118067630948424,0.010182092973100831,0.0,9.682041763880989e-07,0.012898738189640527
253,0.0,0.0,0.0,0.0,0.0,0.0
254,0.09208281616853033,0.04992776273839341,0.09355583765933354,0.0,0.0,0.04711328331325145
255,0.04315538457847931,0.014269414004052442,0.0007436460314341893,0.0,9.624335994828925e-09,0.011633690847660387
256,0.10986434564175494,0.00943850398076189,0.01101074293095661,0.018518518518518517,2.738379771471955e-05,0.029771898973941335
257,0.10389466662064413,0.10124083871052003,0.021310720607504587,0.024691358024691357,4.882056236965582e-05,0.05023728090514594
258,0.002861760309140372,0.0,1.452000604532729e-05,0.0,9.988505667024583e-08,0.0005752760400484739
259,0.11268004080477831,0.20624487798384747,0.0553367523192374,0.0,2.9952968816360226e-07,0.07485239412751027
260,0.09452698306207763,0.03378876611300211,0.013925650033580737,0.04938271604938271,0.0008397139608860016,0.03849276584378584
261,0.05368117142323711,0.01671526406368018,0.035770385763374525,0.0,0.007195881102234125,0.02267254047050519
262,0.1632584510270456,0.04449793746522445,0.017283184294189638,0.0,2.4913686502259225e-05,0.04501289729459239
263,0.11319355594530206,0.042054587777479197,0.019995936345099278,0.07407407407407407,0.0,0.04986363082839092
264,0.1408841926904705,0.06256667771942762,0.003758876980049386,0.09876543209876543,9.285497071687132e-05,0.061213606891885965
265,0.024221662851932182,0.007335565808637268,0.003614766517539107,0.037037037037037035,0.0,0.01444180644302912
266,0.11118947246888036,0.4050175324807133,0.0018101952582951274,0.0,0.0,0.10360344004157777
267,0.09133364081300083,0.038303119710981826,0.023456959694717852,0.009259259259259259,1.4938954109311453e-06,0.032470894674674136
268,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0
270,0.08955359599077099,0.060377629640168656,0.0010355389981241598,0.0,1.09662923932774e-05,0.030195546184291416
271,0.11884988325653105,0.017658287279988055,0.0010274005901803412,0.05555555555555555,2.3517543013440445e-05,0.03862292884505368
272,0.16065576787206953,0.025587755780828073,0.013711669435493215,0.018518518518518517,0.00026034199981950223,0.043746810721345765
273,0.20500339341011467,0.04155325542940084,0.030687493606266023,0.0,0.0,0.05544882848915631
274,0.11279952076962811,0.09783647359293411,0.014210047285420632,0.0,0.0,0.04496920832959657
275,0.09324500323147676,0.06493205831856676,0.0004734631113240789,0.0,3.3581941352167632e-06,0.03173077657110056
276,0.0806000911492419,0.1268241483764954,0.008748594776878584,0.07407407407407407,0.03528330847620964,0.06510604337057993
277,0.05585216859631365,0.24219768239702272,0.041888990464078575,0.0,0.0,0.06798776829148298
278,0.0769547348742694,0.2502422148413409,0.0006086248230436778,0.0617283950617284,1.8543154510552995e-05,0.07791050255097859
279,0.18311102506856364,0.03514066802465564,0.0029904612398028198,0.1111111111111111,0.0002542098518460989,0.06652149505919587
280,0.13293749587819229,0.2178613030968073,0.02158282905554718,0.014814814814814815,0.03757096454501152,0.08495348147807462
281,0.1774430444508321,0.17956661946724778,0.0010188016325110272,0.012345679012345678,0.0008328481926582754,0.07424139855111897
