feature,p_value,score,lgbm,gbc,rf,BayesianRidge,xgb,mean
p15_K,6.910819047017308e-67,383.9953232132996,0.2,0.1617102244811102,0.018786301334060614,0.014393173016533032,2.3402308e-06,0.07897840781250509
p15_N,0.30171140825183135,1.0683972378427742,0.0,0.0,0.0,0.0,0.0,0.0
p15_Q,7.358599011960904e-23,104.96552043303302,0.0,2.302134056348177e-05,0.0002480863726596465,0.03429877107649628,4.2580796e-05,0.006922491917085318
p15_S,2.9726877390492376e-28,134.35964521801318,0.2222222222222222,0.0014411200833839158,0.002070322557277302,0.08287646752199669,1.8395901e-06,0.061722394395004154
p15_T,2.2533782593038155e-29,140.62003866704134,0.0,0.00027053850848799505,0.03836997893660564,0.0051219615351688315,1.0007113e-05,0.008754497218633582
p15_V,4.4987680573405e-05,16.888118789088235,0.4444444444444444,0.00015272906580500364,0.00026694099607498293,0.10640766810295967,9.98556e-06,0.11025635363379682
p17_G,2.7731296238487388e-08,31.66842551500312,0.0,0.0017149821549230827,0.0009007258735659857,0.04149320870108816,1.5912741e-05,0.008824965894159232
p17_I,4.30429699671587e-97,636.1580698931884,0.044444444444444446,0.0031352550544676188,0.07276968741664287,0.02054721408731777,2.678009e-05,0.028184676218511263
p17_K,3.474274596739985e-15,65.2412048443035,0.06666666666666667,5.910961002761032e-05,0.00018556230251833445,0.009260359045413058,1.0442595e-06,0.015234548376831924
p17_L,0.003975106147415819,8.357767955182458,0.0,0.0004025288278239018,0.0014109700482270763,0.11162922866713602,8.032485e-07,0.022688706158336812
p17_R,2.524113111420247e-05,18.017831636578535,0.022222222222222223,0.00026631754934938225,0.0009280590896782854,0.04876290252084431,3.1657025e-06,0.014436533416926328
p17_S,5.324020063023801e-34,167.04915781818247,0.0,0.017875437103372444,0.03259984884221262,0.07250504011875271,0.01300815,0.02719769526728183
p17_T,3.912963361181808e-07,26.30092992726598,0.0,5.7794425674008245e-06,0.00020567583845535308,0.012602830100785072,1.5136296e-06,0.0025631598022869593
p17_VQEMHN,2.69002893578988e-06,22.4408018378259,0.0,0.0009250511067207468,0.00032164830823196443,0.15247219217046168,0.00011953001,0.030767684318380166
p18_S,2.6249766288537487e-197,2024.6625511134368,0.15555555555555556,0.002011763937370526,0.34317028046467385,0.1380504972561391,0.0045729503,0.1286722095034587
p18_T,3.776655512120292e-46,241.02714365507128,0.0,0.0527963667580775,0.0297851089015925,0.06554545713745452,0.0,0.029625386559424906
p19_G,8.33135932982247e-52,277.84725909596915,0.0,0.07412468360465181,0.05952581324090682,0.061590831993105756,0.0,0.039048265767732876
p19_N,5.985567982939137e-06,20.852875263457083,0.022222222222222223,2.525212810077576e-05,0.0010472406786724109,0.027863038070192567,3.1956482e-05,0.01023794191632094
p19_S,6.069448104153357e-22,100.09309372350909,0.35555555555555557,0.0002701231923499316,0.008307813268063326,0.10357604952479914,1.4870579e-05,0.09354488242404049
p19_TKVLIHED,0.0003347605992146711,13.01035575424042,0.022222222222222223,0.00035079088356094963,0.0009609420158983112,0.035962259856476636,9.931299e-06,0.01190122925548084
p20_L,0.08004488904430149,3.074073007973704,0.044444444444444446,5.119485167112595e-05,0.012956627902972783,0.009521470812925918,2.038026e-06,0.013395155207596543
p20_T,1.199711764814331e-37,188.5486094645939,0.0,0.017875437103372444,0.03259984884221262,0.07250504011875271,0.01300815,0.02719769526728183
p20_V,1.1418156709004079e-29,142.2788197658334,0.17777777777777778,4.5642920362054256e-05,0.005943716135052366,0.0574943730135478,7.0096507e-06,0.04825370389949686
p20_Y,0.006350913049016836,7.499012108429042,0.022222222222222223,0.0,0.0,0.034262571364584396,0.0,0.011296958717361324
p21_V,3.768556352652084e-49,260.3668665723596,0.0,0.07412468360465181,0.05952581324090682,0.061590831993105756,0.0,0.039048265767732876
p22_R,1.3586488891771513e-205,2192.678381784566,0.3333333333333333,0.15165616396145534,1.0,0.18084662754506622,1.0,0.5331672249679709
p23_G,8.704251466206245e-34,165.80899240579478,0.022222222222222223,0.2671729142415062,0.008988493715885077,0.03963739786102027,2.0370458e-06,0.06760461301727885
p23_S,2.0583344723055933e-22,102.5858430276455,0.0,3.628566538383004e-05,0.01839980213999791,0.05651955327794743,0.0,0.014991128216665834
p25_W,5.394162428459434e-127,948.4317879582927,0.08888888888888889,0.07929025290735628,0.4105297615286927,0.1422768186674098,0.5402483,0.2522467993591019
p25_Y,4.177007409974764e-11,45.133656046415936,0.08888888888888889,7.403155137065963e-05,0.003372648642120279,0.10652039655111466,2.853002e-06,0.03977176372707651
p26_E,2.081278074096682e-106,726.0959001922463,0.022222222222222223,0.045362201800224315,0.07805311799847345,0.08295179386693828,6.1234614e-06,0.04571909186984956
p26_L,0.0014796289244591438,10.195012202134745,0.0,0.14263891933569436,0.01696579884500736,0.008893035426302391,0.0,0.03369955072140082
p27_G,4.224110617497702e-39,197.2826096956199,0.044444444444444446,4.65168783477661e-06,0.005638304805688027,0.09273304499751928,1.1004802e-06,0.028564309283132572
p27_V,0.0014796289244591438,10.195012202134745,0.0,0.14263891933569436,0.01696579884500736,0.008893035426302391,0.0,0.03369955072140082
p27_Y,4.0134520753326635e-33,161.96591338406955,0.022222222222222223,4.435465051879551e-06,0.000291661063371771,0.07195005487993116,0.0,0.018893674726115407
p28_T,0.2381064998041333,1.3944622993145253,0.0,0.0,0.0,0.0,0.0,0.0
p29_Q,1.1997117648159164e-37,188.54860946459056,0.0,0.017875437103372444,0.03259984884221262,0.07250504011875271,0.01300815,0.02719769526728183
p30_H,0.00032534543706776685,13.06491742320061,0.044444444444444446,5.828502697416997e-05,0.011950129677262378,0.011470051247020665,2.6429573e-06,0.013585110670594317
p30_TFWV,0.5553230280116122,0.34824607192437135,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.9750098552485886,0.0009820884776826242,0.0,0.0,0.0,0.0,0.0,0.0
p31_Y,5.104808114301588e-47,246.58352601188793,0.0,0.07412468360465181,0.05952581324090682,0.061590831993105756,0.0,0.039048265767732876
p32_L,0.00010944231004202604,15.1611699470966,0.1111111111111111,0.009660895371233916,0.02183219744403223,0.025193251250822345,0.0013001559,0.03381952221217091
p32_M,3.9158187933082604e-06,21.694294973467592,0.0,1.3549643850942073e-05,0.0014259640726366055,0.015201823921537651,0.0,0.0033282675276050397
p33_G,4.886472585314984e-06,21.25487943814126,0.1111111111111111,0.0006735818885929595,0.01039440384643296,0.07993435102191368,5.2584096e-07,0.04042279474180216
p33_V,1.1030721377531834e-13,57.75625651505606,0.044444444444444446,0.0001596106780398677,0.0024156924801336014,0.09091967750595109,7.550557e-06,0.0275893951330742
p34_E,1.763357521219064e-17,76.861354777579,0.022222222222222223,0.00019219129772051123,0.00030856572613266063,0.008606082303329416,1.046008e-05,0.006267904325956001
p34_HAY,0.17051830023196057,1.8827557583839671,0.0,0.0,0.0,0.0,0.0,0.0
p34_N,0.01676999625179897,5.751460711137247,0.044444444444444446,5.317093766592769e-05,0.0009163717619228197,0.029138175058714768,5.2318387e-06,0.014911478808292267
p34_P,2.0222309474049056e-38,193.1835633138185,0.044444444444444446,4.65168783477661e-06,0.005638304805688027,0.09273304499751928,1.1004802e-06,0.028564309283132572
p34_S,0.046494514771633556,3.9795262136967793,0.022222222222222223,0.00033500661161351433,0.0007326286274388826,0.08479797449436939,2.4469166e-05,0.021622460224230762
p35_M,3.378186198196707e-19,85.70398440567928,0.044444444444444446,0.0003605128155495551,0.0012925465043936574,0.011145540762476027,2.1288583e-06,0.01144903467704097
p35_P,2.2450023133110693e-34,169.23252755838388,0.0,6.206994190466972e-05,0.017811208325042634,0.0012952489869831243,0.0,0.003833705450786086
p35_QLIA,0.021680554789067413,5.29804178031223,0.0,0.0003114824595479746,0.0038023686171624123,0.06569268277846657,0.00019606584,0.014000519939237361
p35_R,3.258793664134653e-37,185.95911997503904,0.0,0.017875437103372444,0.03259984884221262,0.07250504011875271,0.01300815,0.02719769526728183
p35_S,0.04429690382721217,4.061743800748233,0.0,5.824084869970552e-05,0.00872879810225475,0.020620111396153273,1.3213015e-06,0.0058816943297237195
p35_V,9.2128973989189e-35,171.4911067690285,0.044444444444444446,0.0036791954310858624,0.00022428087034947884,0.07108059604629499,0.0,0.023885703358434957
p36_G,0.009137521808049947,6.8387360893597045,0.0,0.0003383812025632356,0.0001764229500846877,0.06352464412239926,0.0,0.012807889655009438
p36_I,3.7434252916780503e-06,21.783713526911857,0.0,1.3549643850942073e-05,0.0014259640726366055,0.015201823921537651,0.0,0.0033282675276050397
p36_SVMFET,0.9053976141011562,0.014135871688496029,0.0,0.0,0.0,0.0,0.0,0.0
p36_W,3.1019180640164267e-06,22.157335086076795,0.044444444444444446,5.084852104885697e-05,0.013502353671280658,0.06851834616655363,0.0,0.02530319856066552
p37_I,0.41455405343048624,0.6665987276816661,0.0,0.0,0.0,0.0,0.0,0.0
p37_K,4.171571387341268e-05,17.03542322935621,0.1111111111111111,2.5225066042943748e-05,0.0003083225875494278,0.07681419975228043,4.5614942e-07,0.037651862933281224
p37_LTF,0.2545114773481557,1.3007821947812732,0.0,0.0,0.0,0.0,0.0,0.0
p37_M,2.890028011466424e-05,17.752721102366667,0.0,0.0013498935303673455,0.0005280956686233282,0.04259576697506908,2.5345912e-06,0.008895258153052667
p37_Q,3.042061381525335e-09,36.204226038086006,0.022222222222222223,7.124644650705063e-05,0.00015528163920280799,0.03087715989803028,2.6733485e-06,0.0106657167108905
p37_V,5.715800796098556e-25,116.31687879178547,0.0,1.0458294592929168e-05,0.025705474210321707,0.09797149254118127,3.494637e-05,0.02474447428318943
p38_Y,1.1669207248115602e-72,427.89805812286295,0.2222222222222222,0.14151999573097684,0.09218277053604206,0.14492236393344923,2.122536e-06,0.12016989499173583
p39_H,2.55164806594999e-10,41.34515019809686,0.0,8.14031793459961e-06,0.002517175115201331,0.09509921483708592,7.868017e-06,0.0195264796574118
p39_K,6.543009419112809e-07,25.2672525400295,0.0,0.0012966837553201166,0.001207618337039467,0.04089271161945972,9.390843e-07,0.008679590559227079
p39_M,0.005777310833166586,7.67178392266751,0.022222222222222223,0.0,0.0003550507277518476,0.0021171545271277655,0.0,0.004938885495420367
p39_N,4.1355101306161404e-12,50.015752452479994,0.0,0.0012835611588438327,0.0015068739127353313,0.09246900695558082,1.2953337e-05,0.01905447907289566
p39_R,7.658376985314678e-19,83.8640090421398,0.022222222222222223,0.00013137306300901126,0.0009362136098945127,0.027131918112121463,2.1830794e-05,0.010088711560277349
p39_S,5.108235750339256e-16,69.43217207346294,0.022222222222222223,0.0002196065548728161,0.0024643244703155525,0.019825265017695482,2.576265e-05,0.008951436183159944
p39_T,1.815571501575247e-05,18.664253454229673,0.0,0.0006181849985475622,0.0016933894154662758,0.10552533639500386,1.7074735e-06,0.021567723656509476
p39_Y,7.414071950936647e-67,383.76814205377116,0.044444444444444446,0.0005838060093773325,0.0025121656186441396,0.0956358114868829,0.0,0.028635245511869762
p40_G,0.009653481719352297,6.739580061602892,0.044444444444444446,9.01663010285816e-07,3.455401002275284e-05,0.007510245849959166,0.0,0.01039802919348733
p40_I,1.2222667541479686e-06,24.014940817869565,0.044444444444444446,0.0001633376560780218,0.0005165252914756358,0.07199716694301489,1.7823826e-05,0.023427859632213794
p40_L,5.53071210350956e-33,161.16209167234666,0.13333333333333333,0.0007323164592223736,0.009336488346492849,0.12190723635070387,1.2068344e-05,0.05306428856683124
p40_M,1.3673950094965856e-07,28.4240756743334,0.08888888888888889,0.0001241758634391884,0.00013417640671949482,0.05477943490164854,1.7030859e-06,0.028785675829319197
p40_SCF,0.08255798138355043,3.023606036993714,0.0,0.000280295075414378,0.0034937823703394735,0.045706965645959254,1.8587793e-05,0.009899926176844724
p40_V,6.1835801312818235e-06,20.788437087363533,0.17777777777777778,0.0008549429125555652,0.0020463894880148083,0.08083151843537915,2.9332837e-06,0.05230271237947896
p41_M,0.0014382727303544475,10.248170351710788,0.0,0.14263891933569436,0.01696579884500736,0.008893035426302391,0.0,0.03369955072140082
p41_Q,3.835398891504825e-190,1887.5050336055085,0.08888888888888889,0.07929025290735628,0.4105297615286927,0.1422768186674098,0.5402483,0.2522467993591019
p41_T,5.7788500537043885e-33,161.05214201624682,0.0,0.017875437103372444,0.03259984884221262,0.07250504011875271,0.01300815,0.02719769526728183
p41_V,0.005682392068169869,7.702058827803278,0.0,0.00039374838597919183,0.00025674393187810276,0.030780096328952018,6.0424114e-08,0.006286129814184605
p42_C,0.0042141034969996275,8.250285154874378,0.0,0.0003278690780092477,0.0002890178914782965,0.0334889269597039,8.035994e-05,0.00683723477375873
p42_G,1.2426843025386778e-06,23.981803728401417,0.022222222222222223,0.00031878900016480923,0.001730864705911688,0.004738750566873421,2.506599e-05,0.005807138497131432
p42_S,1.5973894513328868e-14,61.927113488173525,0.022222222222222223,1.958664624295817e-05,0.006990399117729363,0.05009471154561742,1.788713e-05,0.015868961332467433
p42_T,1.2217342159471298e-18,82.81637880502804,0.044444444444444446,0.0009111776755054185,0.0007446701263351121,0.0004479540129295855,0.00022108,0.009353865252085073
p43_C,0.0053269042605638035,7.820229727982404,0.0,8.222959363162983e-05,0.0001406296294197767,0.07722406402953508,1.9483145e-06,0.01548977431342688
p43_F,2.5285740797080382e-05,18.014371838545035,0.0,0.00015440816756631415,0.0016401429268855688,0.003096284419762207,1.0508293e-06,0.0009783772686966048
p43_I,4.628303707670339e-09,35.33933198278668,0.022222222222222223,0.0034531540325078427,0.002925813143570707,0.13946149147549763,0.00018540192,0.033649616558968504
p43_L,0.008555678499149007,6.957697065629445,0.0,0.0004785542249986254,0.00042618216325137395,0.018227015828052195,8.072441e-06,0.0038279649315069984
p43_V,7.835701212219897e-11,43.81346619567991,0.06666666666666667,0.0014260279961112537,0.0017944731483366264,0.0566703765411411,6.9606476e-06,0.02531290099997603
p44_W,1.199711764814331e-37,188.5486094645939,0.0,0.017875437103372444,0.03259984884221262,0.07250504011875271,0.01300815,0.02719769526728183
p44_Y,7.217484758650231e-50,265.0576481379651,0.0,0.07412468360465181,0.05952581324090682,0.061590831993105756,0.0,0.039048265767732876
p45_M,0.006452459222402002,7.470097322978063,0.0,8.222959363162983e-05,0.0001406296294197767,0.07722406402953508,1.9483145e-06,0.01548977431342688
p46_G,2.8911709338884823e-166,1479.7789616572682,0.08888888888888889,0.07929025290735628,0.4105297615286927,0.1422768186674098,0.5402483,0.2522467993591019
p46_I,1.8602193825668955e-22,102.81960408832941,0.044444444444444446,0.0,0.0011910884515359827,0.004127778428168714,5.194412e-06,0.009953701147249208
p46_L,0.2025595526735958,1.6272700551855248,0.0,0.0,0.0,0.0,0.0,0.0
p46_VAMCT,0.0008428407325747362,11.254518604608837,0.0,0.00035256357787741564,0.000640500545823749,0.050379028720222443,7.284761e-07,0.01027456426400381
p47_I,0.30422318559872497,1.0573448065980784,0.0,0.0,0.0,0.0,0.0,0.0
p47_L,4.362907918908836e-05,16.947927584028477,0.08888888888888889,0.007636103629929764,0.0036943618037911705,0.06352646486292272,4.381789e-05,0.03275792741518661
p47_M,0.03350237595470866,4.540140526478551,0.13333333333333333,0.00031611180905939104,0.0016726461678427994,0.06522667412278005,6.923337e-07,0.04010989155334021
p47_TAVS,0.0020467929618951716,9.588267170408994,0.0,0.00022670357924683504,0.0032880070508441643,0.07923419111500395,1.6362859e-06,0.016550107606199276
p48_L,2.2422569236608865e-40,205.02451255747803,0.08888888888888889,1.8669159653735345e-05,0.09336518802725924,0.012382893581584026,0.0054943175,0.04002999143257891
p48_V,7.486484017930624e-39,195.78215990552036,0.044444444444444446,4.65168783477661e-06,0.005638304805688027,0.09273304499751928,1.1004802e-06,0.028564309283132572
p49_I,5.895193028581722e-51,272.21537322862923,0.0,0.003225296690709605,0.029421006344695164,0.05195980225879958,3.4299414e-05,0.01692808094154648
p49_V,2.9711029801330495e-33,162.72050907130406,0.0,0.09327549331951006,0.024663392236757314,0.110080206170782,0.0,0.04560381834540987
p50_C,1.5312029036009916e-06,23.56448119592546,0.06666666666666667,8.780590397951034e-05,0.0016155304718509995,0.03602467827087347,8.087851e-07,0.020879098019694706
p50_F,2.6625656769426755e-48,254.8503301454939,0.17777777777777778,0.0022981509537916465,0.007443896773631856,0.15236967922313782,3.7714785e-06,0.06797865524137425
p50_I,7.607023039516807e-09,34.317434163856326,0.08888888888888889,0.00010469603956109152,0.0012917473093821104,0.015918231684608427,8.050631e-06,0.021242322910616177
p50_L,0.0013682699048981153,10.341790230866675,0.15555555555555556,0.005637416471670437,0.010969976808257799,0.11332448191590094,5.0943177e-06,0.05709850501380844
p50_M,4.720358264870741e-05,16.79437237154893,0.044444444444444446,0.00012534499677623485,8.078315783809152e-05,0.04913664598404803,0.0001636529,0.018790174297627395
p50_V,0.013806906159703349,6.097396718402313,0.044444444444444446,0.0014076129989627937,0.00121413395099176,0.03405843030438586,2.2405145e-06,0.01622537244265789
p51_F,0.1833296792075775,1.7743921179000814,0.0,0.0,0.0,0.0,0.0,0.0
p51_GMSC,0.3531634363444963,0.8633559826536341,0.0,0.0,0.0,0.0,0.0,0.0
p51_I,3.02970858674765e-07,26.816423893378644,0.1111111111111111,0.00012204479026394223,0.0036168544826704328,0.010237740315272154,2.1358048e-05,0.025021821749441224
p51_L,3.611601302935044e-12,50.30312039697613,0.022222222222222223,0.0053669505708603795,0.0006477843495269679,0.03108643095876897,5.5480486e-06,0.011865787230005318
p51_T,5.447890550514085e-08,30.292152642745073,0.0,0.0004045902339542618,0.0005227569826337406,0.008057113897088394,3.7799953e-05,0.0018044522133620392
p51_V,9.056501009528951e-37,183.3192015902134,0.17777777777777778,0.00030634614519742763,0.002221447434155827,0.12263760946682238,9.174426e-06,0.060590471049978833
p52_S,1.1611248516511697e-37,188.63347036890082,0.0,0.017875437103372444,0.03259984884221262,0.07250504011875271,0.01300815,0.02719769526728183
p53_F,2.843871284289972e-23,107.17237281519195,0.0,0.003765007558231586,0.005950766820679687,0.04390382596800687,2.0406995e-05,0.010728001468330793
p53_L,0.00041438209437122164,12.602838978076509,0.044444444444444446,1.4038410434229375e-05,0.00033798538278192666,0.0616919712452606,6.488468e-06,0.021298985590181976
p53_T,4.233237449953637e-94,608.5640054264632,0.08888888888888889,0.012651830439572308,0.12633515194706724,0.08690784813644147,2.7703472e-05,0.06296228457686788
p53_V,6.689209071178828e-20,89.36008945218417,0.0,0.00013009627418427938,0.02051013211070295,0.06339508934655509,7.910954e-06,0.01680864573710487
p54_F,1.6724078003153909e-34,169.9784317706512,0.0,0.017875437103372444,0.03259984884221262,0.07250504011875271,0.01300815,0.02719769526728183
p54_P,6.149336539933947e-17,74.09413138626573,0.0,0.018666524350748323,0.04858382559475842,0.07425514023800188,0.0,0.028301098036701722
p54_S,0.309058184423959,1.0363989788133137,0.0,0.0,0.0,0.0,0.0,0.0
p55_L,1.8282767567943858e-156,1332.2909795888668,0.044444444444444446,0.5208325286011125,0.10348556919546592,0.04977268509857612,2.6821576e-06,0.1437075818994455
