,Accession,full_species,prediction_value,closest_measurement,abs_diff,max_id
259,AY775119.1,Mylochromis_lateristriga,499.3,496.0,3.3000000000000114,413
260,AY780522.1,Mylochromis_lateristriga,551.8,522.0,29.799999999999955,416
261,GQ452103.1,Mylochromis_lateristriga,483.6,482.0,1.6000000000000227,415
262,AY775095.1,Mylochromis_lateristriga,512.8,522.0,9.200000000000045,416
263,GQ422476.1,Mylochromis_lateristriga,524.5,522.0,2.5,416
264,AY214139.1,Oncorhynchus_tshawytscha,443.7,441.0,2.6999999999999886,806
265,AY214138.1,Oncorhynchus_tshawytscha,380.4,441.0,60.60000000000002,806
266,AY214137.1,Oncorhynchus_tshawytscha,494.6,524.0,29.399999999999977,805
267,AY214136.1,Oncorhynchus_tshawytscha,498.4,524.0,25.600000000000023,805
268,AY214135.1,Oncorhynchus_tshawytscha,553.2,536.0,17.200000000000045,807
269,EF526299.1,Neoceratodus_forsteri,449.4,479.0,29.600000000000023,78
270,EF526298.1,Neoceratodus_forsteri,384.5,366.0,18.5,1570
271,EF526297.1,Neoceratodus_forsteri,549.3,558.0,8.700000000000045,79
272,EF526296.1,Neoceratodus_forsteri,503.5,479.0,24.5,78
273,EF526295.1,Neoceratodus_forsteri,502.7,479.0,23.69999999999999,78
274,AY775101.1,Melanochromis_auratus,372.7,414.0,41.30000000000001,383
275,AY775084.1,Melanochromis_auratus,423.1,414.0,9.100000000000023,383
276,AY775115.1,Melanochromis_auratus,497.8,497.0,0.8000000000000114,382
277,AY780518.1,Melanochromis_auratus,554.5,525.0,29.5,385
278,AY775091.1,Melanochromis_auratus,514.5,525.0,10.5,385
279,GQ422483.1,Melanochromis_auratus,524.2,525.0,0.7999999999999545,385
280,GQ422515.1,Melanochromis_auratus,482.7,482.0,0.6999999999999886,384
281,GQ422487.1,Pundamilia_azurea,524.3,526.0,1.7000000000000455,434
282,AY673769.1,Pundamilia_azurea,496.8,526.0,29.19999999999999,434
283,AY673764.1,Pundamilia_azurea,453.1,455.0,1.8999999999999773,433
284,AY673757.1,Pundamilia_azurea,520.9,526.0,5.100000000000023,434
285,AY673740.1,Pundamilia_azurea,496.8,526.0,29.19999999999999,434
286,AY673710.1,Pundamilia_azurea,424.1,455.0,30.899999999999977,433
287,AY673690.1,Pundamilia_azurea,548.0,563.0,15.0,435
288,GQ422506.1,Pundamilia_azurea,485.0,455.0,30.0,433
289,AY775100.1,Aulonocara_hueseri,367.9,415.0,47.10000000000002,342
290,AY775074.1,Aulonocara_hueseri,453.0,484.0,31.0,343
291,AY775112.1,Aulonocara_hueseri,497.6,496.0,1.6000000000000227,341
292,AY780517.1,Aulonocara_hueseri,551.9,526.0,25.899999999999977,344
293,AY775090.1,Aulonocara_hueseri,519.0,526.0,7.0,344
294,GQ422480.1,Aulonocara_hueseri,523.1,526.0,2.8999999999999773,344
295,GQ422516.1,Aulonocara_hueseri,483.1,484.0,0.8999999999999773,343
296,MN519170.1,Amia_calva,475.5,457.0,18.5,14
297,MN519167.1,Amia_calva,551.9,556.0,4.100000000000023,15
298,MN519162.1,Amia_calva,373.6,457.0,83.39999999999998,14
299,MN519156.1,Amia_calva,503.7,527.0,23.30000000000001,13
300,DQ088641.1,Tramitichromis_intermedius,424.1,455.0,30.899999999999977,452
301,DQ088638.1,Tramitichromis_intermedius,453.3,455.0,1.6999999999999886,452
302,DQ088635.1,Tramitichromis_intermedius,519.9,531.0,11.100000000000023,453
303,DQ088632.1,Tramitichromis_intermedius,524.5,531.0,6.5,453
304,DQ088629.1,Tramitichromis_intermedius,552.6,568.0,15.399999999999977,454
305,DQ088647.1,Tramitichromis_intermedius,481.1,505.0,23.899999999999977,451
306,GQ422524.1,Tramitichromis_intermedius,365.8,455.0,89.19999999999999,452
307,GQ422473.1,Tramitichromis_intermedius,497.6,505.0,7.399999999999977,451
308,GQ422523.1,Tramitichromis_intermedius,482.9,505.0,22.100000000000023,451
309,AY775118.1,Cynotilapia_afra,496.8,496.0,0.8000000000000114,354
310,AY780521.1,Cynotilapia_afra,547.2,525.0,22.200000000000045,357
311,AY775094.1,Cynotilapia_afra,515.8,525.0,9.200000000000045,357
312,GQ422517.1,Cynotilapia_afra,480.6,472.0,8.600000000000023,356
313,GQ422497.1,Cynotilapia_afra,524.2,525.0,0.7999999999999545,357
314,KC594699.1,Gasterosteus_aculeatus,558.8,576.0,17.200000000000045,241
315,KC594698.1,Gasterosteus_aculeatus,557.1,576.0,18.899999999999977,241
316,KC594697.1,Gasterosteus_aculeatus,562.0,576.0,14.0,241
317,KC594694.1,Gasterosteus_aculeatus,558.8,576.0,17.200000000000045,241
318,KC594702.1,Gasterosteus_aculeatus,510.1,502.0,8.100000000000023,237
319,KC594701.1,Gasterosteus_aculeatus,513.4,524.0,10.600000000000023,240
320,KC594700.1,Gasterosteus_aculeatus,512.0,502.0,10.0,237
321,ON817135.1,Sargocentron_punctatissimum,447.5,494.0,46.5,1285
322,ON817126.1,Sargocentron_punctatissimum,487.9,494.0,6.100000000000023,1285
323,ON817125.1,Sargocentron_punctatissimum,509.8,494.0,15.800000000000011,1285
324,ON817124.1,Sargocentron_punctatissimum,510.3,494.0,16.30000000000001,1285
325,JX867449.1,Cheirogaleus_medius,407.9,543.0,135.10000000000002,1440
326,JX867448.1,Cheirogaleus_medius,407.1,543.0,135.89999999999998,1440
327,JX867447.1,Cheirogaleus_medius,407.1,543.0,135.89999999999998,1440
328,JX867446.1,Cheirogaleus_medius,409.0,543.0,134.0,1440
329,JX867445.1,Cheirogaleus_medius,408.0,543.0,135.0,1440
330,JX867444.1,Cheirogaleus_medius,408.1,543.0,134.89999999999998,1440
331,JX867442.1,Cheirogaleus_medius,409.5,543.0,133.5,1440
332,MF434482.1,Acyrthosiphon_pisum,433.9,518.0,84.10000000000002,1558
333,MF434481.1,Acyrthosiphon_pisum,433.9,518.0,84.10000000000002,1558
334,MF434480.1,Acyrthosiphon_pisum,404.6,518.0,113.39999999999998,1558
335,MF434478.1,Acyrthosiphon_pisum,421.2,518.0,96.80000000000001,1558
336,MF434476.1,Acyrthosiphon_pisum,440.8,518.0,77.19999999999999,1558
337,MF434474.1,Acyrthosiphon_pisum,524.7,518.0,6.7000000000000455,1558
338,DQ356245.1,Thylamys_elegans,385.9,365.0,20.899999999999977,1477
339,DQ356244.1,Thylamys_elegans,542.5,565.0,22.5,1478
340,AY726545.1,Setonix_brachyurus,399.1,424.0,24.899999999999977,1473
341,AY745192.1,Setonix_brachyurus,538.0,538.0,0.0,1475
342,AY214144.1,Oncorhynchus_keta,441.9,439.0,2.8999999999999773,798
343,AY214143.1,Oncorhynchus_keta,379.9,439.0,59.10000000000002,798
344,AY214142.1,Oncorhynchus_keta,495.4,524.0,28.600000000000023,797
345,AY214141.1,Oncorhynchus_keta,498.3,524.0,25.69999999999999,797
346,AY214140.1,Oncorhynchus_keta,556.4,528.0,28.399999999999977,799
347,JN990733.1,Crenicichla_frenata,494.3,480.0,14.300000000000011,350
348,JN990732.1,Crenicichla_frenata,557.8,547.0,10.799999999999955,351
349,MK209576.1,Carollia_perspicillata,383.8,365.0,18.80000000000001,1481
350,MK209535.1,Carollia_perspicillata,546.4,500.0,46.39999999999998,1482
351,MK209489.1,Carollia_perspicillata,500.4,500.0,0.39999999999997726,1482
352,AY552608.1,Cavia_porcellus,414.3,400.0,14.300000000000011,1133
353,AF132042.1,Cavia_porcellus,520.8,530.0,9.200000000000045,1132
354,EF457995.1,Cavia_porcellus,498.0,499.0,1.0,1350
355,AY631039.1,Pseudopleuronectes_americanus,550.1,547.0,3.1000000000000227,796
356,AY631038.1,Pseudopleuronectes_americanus,461.6,457.0,4.600000000000023,794
357,AY631037.1,Pseudopleuronectes_americanus,516.3,506.0,10.299999999999955,793
358,AY631036.1,Pseudopleuronectes_americanus,498.2,506.0,7.800000000000011,793
359,OK432517.1,Neogonodactylus_oerstedii,429.0,383.0,46.0,1543
360,MT112887.1,Neogonodactylus_oerstedii,455.0,383.0,72.0,1543
361,MT112886.1,Neogonodactylus_oerstedii,527.8,383.0,144.79999999999995,1543
362,MT112885.1,Neogonodactylus_oerstedii,523.5,383.0,140.5,1543
363,MT112884.1,Neogonodactylus_oerstedii,524.4,383.0,141.39999999999998,1543
