	Lambda_Max	Species	Opsin_Family	Accession
S76	501.00000	Rod_ancestor_pigmenta	Rh1	pigmenta
S77	501.00000	Rod_ancestor_pigmentb	Rh1	pigmentb
S78	501.00000	Rod_ancestor_pigmentc	Rh1	pigmentc
S79	501.00000	Rod_ancestor_pigmentd	Rh1	pigmentd
S80	482.00000	Rod_ancestor_pigmente	Rh1	pigmente
S81	502.00000	Rod_ancestor_pigmentf	Rh1	pigmentf
S82	501.00000	Rod_ancestor_pigmentg	Rh1	pigmentg
S83	502.00000	Rod_ancestor_pigmenth	Rh1	pigmenth
S84	496.00000	Rod_ancestor_pigmenti	Rh1	pigmenti
S85	485.00000	Rod_ancestor_pigmentj	Rh1	pigmentj
S86	486.00000	Rod_ancestor_pigmenti	Rh1	pigmentk
S87	486.00000	Conger_myriaster	Rh1	AB043817.1
S88	485.00000	Latimeria_chalumnae	Rh1	AH007712.2
S89	496.00000	Loxodonta_africana	Rh1	AY686752.1
S90	483.00000	Sebastolobus_altivelis	Rh1	DQ490124
S91	526.00000	Aristostomias_scintillans	Rh1	EU407248.1
S92	489.00000	Chauliodus_macouni	Rh1	EU407250.1
S93	492.00000	Stenobrachius_leucopsarus	Rh1	EU407251.1
S94	507.00000	Lepidopus_fitchi	Rh1	EU407252.1
S95	486.00000	Lepidopus_fitchi	Rh1	EU407253.1
S96	491.00000	Anolis_carolinensis	Rh1	L31503
S97	479.00000	Anguilla_japonica	Rh1	LC464070.1
S98	504.00000	Astyanax_mexicanus	Rh1	U12328.1
S99	489.00000	Rod_ancestor_pigmentc_A292S	Rh1	pigmentc_A292S
S100	502.00000	Rod_ancestor_pigmentd_A292S	Rh1	pigmentd_A292S
S101	491.00000	Rod_ancestor_pigmentg_A292S	Rh1	pigmentg_A292S
S102	498.00000	Rod_ancestor_pigmenta_D83N	Rh1	pigmenta_D83N
S103	479.00000	Rod_ancestor_pigmente_D83N	Rh1	pigmente_D83N
S104	488.00000	Rod_ancestor_pigmenta_D83N_A292S	Rh1	pigmenta_D83N_A292S
S105	486.00000	Rod_ancestor_pigmentg_D83N_A292S	Rh1	pigmentg_D83N_A292S
S106	482.00000	Rod_ancestor_pigmenth_D83N_A292S	Rh1	pigmenth_D83N_A292S
S107	482.00000	Rod_ancestor_pigmenti_D83N_A292S	Rh1	pigmenti_D83N_A292S
S108	497.00000	Rod_ancestor_pigmenta_D83N_I214T	Rh1	pigmenta_D83N_I214T
S109	526.00000	Rod_ancestor_pigmentf_D83N_M183F_M253L_F261Y_T289G_A292I_M317I	Rh1	pigmentf_D83N_M183F_M253L_F261Y_T289G_A292I_M317I
S110	501.00000	Rod_ancestor_pigmentb_E122I	Rh1	pigmentb_E122I
S111	507.00000	Rod_ancestor_pigmentb_E122I_F261Y	Rh1	pigmentb_E122I_F261Y
S112	484.00000	Rod_ancestor_pigmentf_E122M_A292S	Rh1	pigmentf_E122M_A292S
S113	504.00000	Rod_ancestor_pigmentf_E122M_F261Y	Rh1	pigmentf_E122M_F261Y
S114	490.00000	Rod_ancestor_pigmentf_E122M_F261Y_A292S	Rh1	pigmentf_E122M_F261Y_A292S
S115	489.00000	Rod_ancestor_pigmentf_E122Q	Rh1	pigmentf_E122Q
S116	478.00000	Rod_ancestor_pigmenta_E122Q_A292S	Rh1	pigmenta_E122Q_A292S
S117	511.00000	Rod_ancestor_pigmentb_F261Y	Rh1	pigmentb_F261Y
S118	503.00000	Rod_ancestor_pigmenti_F261Y	Rh1	pigmenti_F261Y
S119	488.00000	Rod_ancestor_pigmentd_N195A_A292S	Rh1	pigmentd_N195A_A292S
S120	488.00000	Rod_ancestor_pigmentd_P194R_A292S	Rh1	pigmentd_P194R_A292S
S121	501.00000	Rod_ancestor_pigmentd_P194R_N195A	Rh1	pigmentd_P194R_N195A
S122	488.00000	Rod_ancestor_pigmentd_P194R_N195A_A292S	Rh1	pigmentd_P194R_N195A_A292S
S123	494.00000	Rod_ancestor_pigmenth_Y96V_Y102F	Rh1	pigmenth_Y96V_Y102F
S124	491.00000	Sebastolobus_altivelis	Rh1	DQ490124_N83D
S125	492.00000	Chauliodus_macouni	Rh1	EU407250.1_N83D
S126	490.00000	Lepidopus_fitchi	Rh1	EU407253.1_N83D
S127	501.00000	Sebastolobus_altivelis	Rh1	DQ490124_N83D_S292A
S128	504.00000	Chauliodus_macouni	Rh1	EU407250.1_N83D_S292A
S129	495.00000	Lepidopus_fitchi	Rh1	EU407253.1_N83D_S292A
S130	499.00000	Stenobrachius_leucopsarus	Rh1	EU407251_Q122E
S131	498.00000	Conger_myriaster	Rh1	AB043817.1_S292A
S132	494.00000	Sebastolobus_altivelis	Rh1	DQ490124_S292A
S133	501.00000	Chauliodus_macouni	Rh1	EU407250.1_S292A
S134	490.00000	Lepidopus_fitchi	Rh1	EU407253.1_S292A
S135	502.00000	Lepidopus_fitchi	Rh1	EU407252.1_Y261F
S136	483.00000	Sebastolobus_altivelis	Rh1	DQ490124.1
S137	500.00000	Bos_taurus	Rh1	P02699.1
S138	489.00000	Tursiops_truncatus	Rh1	NM_001280659.1
S139	489.00000	Bos_taurus	Rh1	NM_001014890_A292S
S140	501.00000	Bos_taurus	Rh1	NM_001014890_A299S
S141	485.00000	Bos_taurus	Rh1	NM_001014890_D83N_A292S
S142	489.00000	Bos_taurus	Rh1	NM_001014890_D83N_A292S_A299S
S143	492.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_277-NM_001014890_278_348
S144	501.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_277-DQ490124.1[S292A]_278_306-NM_001014890_307_348
S145	499.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_306-DQ490124.1_307_348
S146	494.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1[S292A]_1_306-NM_001014890_307_348
S147	491.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_277-NM_001014890_278_306-DQ490124.1_307_348
S148	501.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_277-DQ490124.1[S292A]_278_348
S149	482.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_277-NM_001014890[A292S]_278_348
S150	494.00000	Sebastolobus_altivelis	Rh1	DQ490124.1_S292A
S151	488.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_277-DQ490124.1_278_306-NM_001014890_307_348
S152	488.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890[A292S]_1_306-DQ490124.1_307_348
S153	482.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_306-NM_001014890_307_348
S154	482.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	DQ490124.1_1_277-NM_001014890[A292S]_278_306-DQ490124.1_307_348
S155	490.00000	Bos,Sebastolobus_taurus,altivelis	Rh1	NM_001014890_1_277-DQ490124.1_278_348
S156	467.00000	Gekko_gekko	Rh2	M92035
S157	496.00000	Anolis_carolinensis	Rh2	NM_001291394.1_F49A
S158	496.00000	Anolis_carolinensis	Rh2	NM_001291394.1_L52M
S159	492.00000	Anolis_carolinensis	Rh2	NM_001291394.1_F49A_L52M
S160	496.00000	Anolis_carolinensis	Rh2	NM_001291394.1_D83N
S161	488.00000	Anolis_carolinensis	Rh2	NM_001291394.1_T97A
S162	481.00000	Anolis_carolinensis	Rh2	NM_001291394.1_D83N_M86T_T97A
S163	495.00000	Anolis_carolinensis	Rh2	NM_001291394.1_S164A
S164	512.00000	Anolis_carolinensis	Rh2	NM_001291394.1_Q122E
S165	511.00000	Anolis_carolinensis	Rh2	NM_001291394.1_F49S_Q122E_S164A
S166	467.00000	Gekko_gekko	Rh2	M92035_A164S
S167	480.00000	Gekko_gekko	Rh2	M92035_Q122E
S168	452.00000	Oryzias_latipes	Rh2	AB223053.1
S169	459.00000	Oryzias_latipes	Rh2	AB223053.1_S292A
S170	469.00000	Oryzias_latipes	Rh2	AB223053.1_Q122E_S292A
S171	496.00000	Anolis_carolinensis	Rh2	NM_001291394.1
S172	491.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_33-M92035.1_34_64-AH007735.2_65_348
S173	482.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_70-M92035.1_71_100-AH007735.2_101_348
S174	492.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_105-M92035.1_106_139-AH007735.2_140_149-M92035.1_150_172-AH007735.2_173_348
S175	494.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_199-M92035.1_200_225-AH007735.2_226_348
S176	493.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_243-M92035.1_244_273-AH007735.2_274_348
S177	492.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_284-M92035.1_285_309-AH007735.2_310_348
S178	471.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_33-M92035.1_34_64-AH007735.2_65_70-M92035.1_71_100-AH007735.2_101_105-M92035.1_106_139-AH007735.2_140-149-M92035.1_150_172-AH007735.2_173_348
S179	489.00000	Gekko,Anolis_gekko,carolinensis	Rh2	AH007735.2_1_199-M92035.1_200_225-AH007735.2_226_243-M92035.1_244_273-AH007735.2_274_284-M92035.1_285_309-AH007735.2_310_348
S180	467.00000	Danio_rerio	Rh2	AB087805.2
S181	467.00000	Danio_rerio	Rh2	AB087806.2
S182	488.00000	Danio_rerio	Rh2	AB087807.1
S183	505.00000	Danio_rerio	Rh2	AB087808.2
S184	464.00000	Danio_rerio	Rh2	AB087805.2_K36Q
S185	464.00000	Danio_rerio	Rh2	AB087805.2_L46F
S186	463.00000	Danio_rerio	Rh2	AB087805.2_I49C
S187	465.00000	Danio_rerio	Rh2	AB087805.2_V60L
S188	467.00000	Danio_rerio	Rh2	AB087805.2_S94T
S189	465.00000	Danio_rerio	Rh2	AB087805.2_L108T
S190	468.00000	Danio_rerio	Rh2	AB087805.2_V111A
S191	466.00000	Danio_rerio	Rh2	AB087805.2_M112I
S192	470.00000	Danio_rerio	Rh2	AB087805.2_V111A_M112I
S193	471.00000	Danio_rerio	Rh2	AB087805.2_S94T_V111A_M112I
S194	472.00000	Danio_rerio	Rh2	AB087805.2_L46F_I49C_S94T_V111A_M112I
S195	536.00000	Petromyzon_marinus	Rh1	EU571209.1
S196	554.00000	Petromyzon_marinus	Rh1	EU571209.1_P164S
S197	499.00000	Bos_taurus	Rh1	NM_001014890_E181A
S198	500.00000	Bos_taurus	Rh1	NM_001014890_E181N
S199	497.00000	Bos_taurus	Rh1	NM_001014890_E181D
S200	499.00000	Bos_taurus	Rh1	NM_001014890_E181C
S201	508.00000	Bos_taurus	Rh1	NM_001014890_E181Q
S202	500.00000	Bos_taurus	Rh1	NM_001014890_E181G
S203	497.00000	Bos_taurus	Rh1	NM_001014890_E181H
S204	501.00000	Bos_taurus	Rh1	NM_001014890_E181I
S205	502.00000	Bos_taurus	Rh1	NM_001014890_E181L
S206	500.00000	Bos_taurus	Rh1	NM_001014890_E181M
S207	501.00000	Bos_taurus	Rh1	NM_001014890_E181F
S208	500.00000	Bos_taurus	Rh1	NM_001014890_E181S
S209	502.00000	Bos_taurus	Rh1	NM_001014890_E181T
S210	502.00000	Bos_taurus	Rh1	NM_001014890_E181W
S211	501.00000	Bos_taurus	Rh1	NM_001014890_E181Y
S212	498.00000	Bos_taurus	Rh1	NM_001014890_E181V
S213	499.00000	Bos_taurus	Rh1	NM_001014890_E113Q
S214	500.00000	Bos_taurus	Rh1	NM_001014890_E113Q_E181D
S215	489.00000	Delphinus_delphis	Rh1	AF055314
S216	488.00000	Globicephala_melas	Rh1	AF055315
S217	484.00000	Mesoplodon_bidens	Rh1	AF055316
S218	501.00000	Phoca_vitulina	Rh1	AF055317
S219	498.00000	Phoca_groenlandicus	Rh1	AF055318
S220	502.00000	Trichechus_manatus	Rh1	AF055319
S221	502.00000	Bos_taurus	Rh1	NM_001014890.2_A164S
S222	510.00000	Bos_taurus	Rh1	NM_001014890.2_F261Y
S223	514.00000	Bos_taurus	Rh1	NM_001014890.2_A269T
S224	520.00000	Bos_taurus	Rh1	NM_001014890.2_F261Y_A269T
S225	512.00000	Bos_taurus	Rh1	NM_001014890.2_A164S_F261Y
S226	514.00000	Bos_taurus	Rh1	NM_001014890.2_A164S_A269T
S227	492.00000	Carassius_auratus	Rh1	L11863.1
S228	505.00000	Gambusia_holbrooki	Rh1	Y11146.1
S229	502.00000	Xenopus_laevis	Rh1	L07770.1
S230	502.00000	Lithobates_pipiens	Rh1	S49004
S231	500.00000	Lithobates_catesbeianus	Rh1	S79840
S232	506.00000	Ambystoma_tigrinum	Rh1	U36574
S233	502.00000	Columba_livia	Rh1	AH007730.2
S234	502.00000	Taeniopygia_guttata	Rh1	AF222329
S235	503.00000	Gallus_gallus	Rh1	D00702
S236	511.00000	Carassius_auratus	Rh2	L11865
S237	506.00000	Carassius_auratus	Rh2	L11866
S238	495.00000	Anolis_carolinensis	Rh2	AH007735.2
S239	467.00000	Gekko_gecko	Rh2	M92035.1
S240	503.00000	Columba_livia	Rh2	AH007731.2
S241	505.00000	Taeniopygia_guttata	Rh2	AF222330
S242	508.00000	Gallus_gallus	Rh2	M92038
S243	508.00000	Phreatichthys_andruzzii	Rh1	JQ413240
S244	505.00000	Phreatichthys_andruzzii	exoRh	GQ404491.1
S245	502.00000	Danio_rerio	Rh1	AF109368
S246	498.00000	Danio_rerio	exoRh	NM131212.2
S247	500.00000	Grus_americana	Rh1	KM508488
S248	499.00000	Grus_americana	Rh2	KM508489
S249	486.00000	Scopelarchus_analis	Rh1	EF517404.1
S250	479.00000	Scopelarchus_analis	Rh1	EF517405.1
S251	502.00000	Otolemur_crassicaudatus	Rh1	AB112591.1
S252	452.00000	Oryzias_latipes	Rh2	AB223053
S253	516.00000	Oryzias_latipes	Rh2	AB223054
S254	492.00000	Oryzias_latipes	Rh2	AB223055
S255	448.00000	Oryzias_latipes	Rh2	CP020669.1_(400681-404250)
S256	516.00000	Oryzias_latipes	Rh2	CP020669.1_(390932-392688)
S257	494.00000	Oryzias_latipes	Rh2	CP020669.1_(376983-378663)
S258	447.00000	Oryzias_luzonensis	Rh2	LC260048
S259	517.00000	Oryzias_luzonensis	Rh2	LC260049
S260	486.00000	Oryzias_luzonensis	Rh2	LC260050
S261	469.00000	Oryzias_celebensis	Rh2	LC260051
S262	516.00000	Oryzias_celebensis	Rh2	LC260052
S263	491.00000	Oryzias_celebensis	Rh2	LC260053
S264	460.00000	Oryzias_melastigma	Rh2	LC260054
S265	519.00000	Oryzias_melastigma	Rh2	LC260055
S266	491.00000	Oryzias_melastigma	Rh2	LC260056
S267	462.00000	Oryzias_minutillus	Rh2	LC260057
S268	517.00000	Oryzias_minutillus	Rh2	LC260058
S269	493.00000	Oryzias_minutillus	Rh2	LC260059
S270	493.00000	Oryzias_latipes	Rh2	AB223054_I95L_T96N_E122Q_V123I_I205M_V209C_F213C_G269A
S271	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_M205I_C209V_C213F_A269G
S272	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E
S273	512.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E
S274	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_I123V
S275	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_M205I
S276	510.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C209V
S277	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_C213F
S278	508.00000	Oryzias_latipes	Rh2	AB223055_Q122E_A269G
S279	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F_A269G
S280	515.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_M205I_C209V_C213F_A269G
S281	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_Q122E_M205I_C209V_C213F_A269G
S282	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F_A269G
S283	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_A269G
S284	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_M205I_C209V_C213F
S285	516.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_I123V_C209V_C213F_A269G
S286	514.00000	Oryzias_latipes	Rh2	AB223055_N96T_Q122E_C209V_C213F_A269G
S287	513.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C213F_A269G
S288	514.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_A269G
S289	515.00000	Oryzias_latipes	Rh2	AB223055_L95I_N96T_Q122E_C209V_C213F
S290	469.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_C94T_V100M_L108I_L119I_S202T_F203Y_F255I_L309M
S291	454.00000	Oryzias_latipes	Rh2	AB223053_Y24F_I42L_L108I_L119I_S202T_L309M
S292	463.00000	Oryzias_celebensis	Rh2	LC260051_Y198F_R248K
S293	462.00000	Oryzias_melastigma	Rh2	LC260054_E33D_I130V_F203Y
S294	487.00000	Bos_taurus	Rh1	NM_001014890.2_G90S
S295	484.00000	Bos_taurus	Rh1	NM_001014890.2_T118A
S296	477.00000	Bos_taurus	Rh1	NM_001014890.2_E122D
S297	498.00000	Bos_taurus	Rh1	NM_001014890.2_A295S
S298	453.00000	Bos_taurus	Rh1	NM_001014890.2_T118A_E122D_A292S
S299	467.00000	Danio_rerio	Rh2	NM_131253.2
S300	476.00000	Danio_rerio	Rh2	NM_182891.2
S301	488.00000	Danio_rerio	Rh2	NM_182892.2
S302	505.00000	Danio_rerio	Rh2	NM_131254.1
S303	528.00000	Metriaclima_zebra	Rh2	DQ088651
S304	519.00000	Metriaclima_zebra	Rh2	DQ088650
S305	484.00000	Metriaclima_zebra	Rh2	DQ088652
S306	507.00000	Gallus_gallus	Rh1	NM_001397497.1
S307	508.00000	Gallus_gallus	Rh1	NM_001397497.1_Q64K
S308	491.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q_Q64K_E150A
S309	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E150A
S310	486.00000	Gallus_gallus	Rh1	NM_001397497.1_E122Q
S311	504.00000	Gallus_gallus	Rh1	NM_001397497.1_E122I
S312	487.00000	Gallus_gallus	Rh1	NM_001397497.1_E122D
S313	508.00000	Archosaur_sp.	Rh1	AF310191.1
S314	508.00000	Archosaur_sp.	Rh1	AF310191.1_T213I
S315	508.00000	Archosaur_sp.	Rh1	AF310191.1_T217A
S316	508.00000	Archosaur_sp.	Rh1	AF310191.1_V218I
S317	509.00000	Archosaur_sp.	Rh1	AF310191.1_T213I_T217A_V218I
S318	503.00000	AncAgnatha_sp.	Rh2	AncAgnatha
S319	488.00000	AncActino_sp.	Rh2	AncActino
S320	491.00000	AncTeleost_sp.	Rh2	AncTeleost
S321	491.00000	AncClupeoc_sp.	Rh2	AncClupeoc
S322	489.00000	AncCyprin1_sp.	Rh2	AncCyprin1
S323	505.00000	AncCyprin2_sp.	Rh2	AncCyprin2
S324	488.00000	AncEutelo1_sp.	Rh2	AncEutelo1
S325	489.00000	AncEutelo2_sp.	Rh2	AncEutelo2
S326	474.00000	AncEutelo3_sp.	Rh2	AncEutelo3
S327	524.00000	AncEutelo4_sp.	Rh2	AncEutelo4
S328	488.00000	AncTetrapo_sp.	Rh2	AncTetrapo
S329	499.00000	AncSaurops_sp.	Rh2	AncSaurops
S330	497.00000	AncSquamat_sp.	Rh2	AncSquamat
S331	495.00000	Bos_taurus	Rh1	NM_001014890.2_D83N
S332	500.00000	Lethenteron_camtschaticum	Rh1	M63632.1
S333	478.00000	Latimeria_chalumnae	Rh2	AH007713.2
S334	495.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E
S335	493.00000	Latimeria_chalumnae	Rh1	AH007712.2_S292A
S336	511.00000	Latimeria_chalumnae	Rh1	AH007712.2_Q122E_S292A
S337	491.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E
S338	484.00000	Latimeria_chalumnae	Rh2	AH007713.2_L207M
S339	499.00000	Latimeria_chalumnae	Rh2	AH007713.2_Q122E_L207M
S340	498.00000	Loxodonta_africana	Rh1	AY686752.1_N83D
S341	501.70000	Bos_taurus	Rh1	NM_001014890.2_T160A
S342	499.00000	Bos_taurus	Rh1	NM_001014890.2_I259M
S343	500.00000	Bos_taurus	Rh1	NM_001014890_H195T
S344	499.00000	Bos_taurus	Rh1	NM_001014890_H195S
S345	482.00000	Physeter_catodon	Rh1	XM_007126220
S346	482.00000	Physeter_catodon	Rh1	XM_007126220_T195H
S347	482.00000	Physeter_catodon	Rh1	XM_007126220_T195K
S348	485.00000	Sinomicrurus_japonicusboettgeri	Rh1	LC543598
S349	482.00000	Laticauda_semifasciata	Rh1	LC543599
S350	494.00000	Emydocephalus_ijimae	Rh1	LC543603
S351	490.00000	Hydrophis_ornatus	Rh1	LC543606
