feature,p_value,score,BayesianRidge,gbc,rf,lgbm,xgb,mean
p25_E,2.2742845135872404e-14,67.07191397655917,0.1444257152337743,0.0005546134240768772,0.009753363795558885,0.20689655172413793,0.0008412196,0.07249429275919976
p25_K,5.403595119060195e-05,16.97233304155172,0.17924759115506467,5.209108641266152e-06,0.09431770075495041,0.0,0.0,0.05471410020373126
p25_L,0.0024545439128302706,9.393892838015534,0.05728870703628338,0.0013234462256285582,0.04797146002944701,0.0,0.0,0.021316722658271788
p25_N,0.0017608671418787908,10.032064373070547,0.05754095034038876,5.4796486170558474e-08,0.04904803484291663,0.0,0.011477145,0.023613237069232445
p25_SGTQ,0.9689952529658037,0.0015142646140645154,0.0,0.0,0.0,0.0,0.0,0.0
p26_G,0.0017353360138314176,10.060236087158245,0.0854595563377551,1.8545015941456535e-05,0.03224275211154423,0.0,0.0,0.023544170693048157
p26_V,0.3560730361324961,0.8553581264470349,0.0,0.0,0.0,0.0,0.0,0.0
p26_Y,0.00032758425190443623,13.330629415630744,0.029502854492614056,2.600129788542081e-05,0.013705885000709522,0.0,0.004351805,0.009517309151090673
p27_P,0.020034383926042294,5.4900135971727995,0.1391075470039164,0.0002772694960116504,0.019446216499312486,0.0,0.011013824,0.03396897131212218
p27_T,0.6739058526863217,0.17755045487953192,0.0,0.0,0.0,0.0,0.0,0.0
p28_N,5.076798766622835e-12,53.45866635204862,0.08734836197477627,7.01837302636958e-05,0.13178860586261687,0.0,0.0,0.04384143031353137
p28_P,5.575977406034725e-05,16.908018261494206,0.17924759115506467,5.209108641266152e-06,0.09431770075495041,0.0,0.0,0.05471410020373126
p28_Q,3.8542993693498933e-10,43.071969498508594,0.056079168876880796,0.0007495129339791778,0.107486043802543,0.10344827586206896,0.0,0.053552600295094385
p29_E,0.5559365591324943,0.3478722091920627,0.0,0.0,0.0,0.0,0.0,0.0
p29_FTWSA,0.04386360567963388,4.109812266274082,0.2897423498972738,0.00031812514607377406,0.0051263336797076784,0.0,0.0016282169,0.05936300513223418
p29_H,0.3698627480004758,0.807494153745484,0.0,0.0,0.0,0.0,0.0,0.0
p29_Y,0.6034447163485852,0.27062632168221756,0.0,0.0,0.0,0.0,0.0,0.0
p30_L,0.09859241593080033,2.7518643015578577,0.0,0.0,0.0,0.0,0.0,0.0
p30_MFKGAD,0.40403374133012016,0.6990300552786269,0.0,0.0,0.0,0.0,0.0,0.0
p30_Y,0.002203403059179313,9.60076104696526,0.018158915764460118,0.0029943018584694466,0.03785458667555822,0.034482758620689655,0.0,0.01869811258383549
p31_L,0.9036518057648467,0.014687445535818964,0.0,0.0,0.0,0.0,0.0,0.0
p31_M,0.04151123453670225,4.205043559573639,0.09843668117222887,0.0012911050003646819,0.010100819466091914,0.0,4.1054564e-06,0.021966542219008157
p31_V,0.16736622625966863,1.9192687291328723,0.0,0.0,0.0,0.0,0.0,0.0
p32_D,0.00073800745518939,11.724416705167606,0.18151148375104267,0.00022060703236918358,0.009064484239401432,0.0,0.0,0.038159315004562655
p32_G,0.0010874874434226175,10.966283605557662,0.0652497331829904,0.0004823284085431641,0.016961772802672727,0.0,0.0,0.01653876687884126
p32_H,0.8481985565298436,0.03672867217283383,0.0,0.0,0.0,0.0,0.0,0.0
p32_PFQYM,0.04941361173110031,3.9050612401483984,0.013377934554562924,0.008465238537001742,0.007295408762194263,0.0,0.0019571285,0.006219142075335311
p32_V,0.009677296278267376,6.814098708414928,0.025335671336665585,0.002541543839484574,0.0027109076164609247,0.0,2.0741545e-05,0.0061217728675394
p33_D,0.39621704242007205,0.7226508463222994,0.0,0.0,0.0,0.0,0.0,0.0
p33_E,0.7137295854650698,0.13493422507726674,0.0,0.0,0.0,0.0,0.0,0.0
p33_N,0.7966453354997385,0.06656883345085718,0.0,0.0,0.0,0.0,0.0,0.0
p33_P,0.04626393434168998,4.0180644617126084,0.518097054176265,0.000543445104951817,0.12986329563456772,0.06896551724137931,0.00044930313,0.1435837230574635
p33_S,0.5046454761280872,0.44664618617050295,0.0,0.0,0.0,0.0,0.0,0.0
p34_H,0.4355480121907882,0.6102527511108381,0.0,0.0,0.0,0.0,0.0,0.0
p34_K,3.1576837799477134e-07,27.86739009397478,0.17967422691293924,4.75836052854832e-05,0.0028686347456705085,0.0,3.4628556e-08,0.03651809597849025
p34_M,6.324006152556228e-09,36.599163950856585,0.03031489689546424,0.0019506090323610165,0.009537391535141937,0.0,0.00028267136,0.008417113764746369
p34_P,0.03554448768166587,4.474769294041065,0.08814102902053482,0.006876657072951595,0.0025104611183292525,0.034482758620689655,9.093805e-06,0.026403999927439543
p34_R,1.9952207542786096e-12,55.75837274484219,0.08734836197477627,7.01837302636958e-05,0.13178860586261687,0.0,0.0,0.04384143031353137
p34_S,0.16639882987671636,1.9280804085148162,0.0,0.0,0.0,0.0,0.0,0.0
p34_V,1.5963773599613645e-05,19.491523112428172,0.2611348060366935,0.0006129922423948137,0.0019663143489826213,0.0,2.3775988e-06,0.05274329804536931
p35_G,0.010910733710644655,6.593407744963065,0.03520476342590085,0.004199516136926509,0.041970810765193114,0.0,1.0675541e-05,0.016277153173720003
p35_I,0.04449810277649945,4.085051371252611,0.09536550584684833,0.012225258590196207,0.004660997270451025,0.0,0.0,0.022450352341499114
p35_VFT,0.41681889779473824,0.6618060792893086,0.0,0.0,0.0,0.0,0.0,0.0
p35_W,0.5388875602834252,0.3788121895082478,0.0,0.0,0.0,0.0,0.0,0.0
p36_I,0.3206499256389873,0.9908442076381304,0.0,0.0,0.0,0.0,0.0,0.0
p36_K,0.2638446589843798,1.2549949781399616,0.0,0.0,0.0,0.0,0.0,0.0
p36_LEF,0.04522174002750944,4.057264847204768,0.073170157376725,0.00025341223634457385,0.025451714397551742,0.0,2.506127e-07,0.019775106924661494
p36_M,0.28977389215184646,1.1261933304663567,0.0,0.0,0.0,0.0,0.0,0.0
p36_Q,0.3778827674457378,0.7807876997531289,0.0,0.0,0.0,0.0,0.0,0.0
p36_R,0.04865369569396451,3.931609609001157,0.025366959290340878,0.004016049282027108,0.011622728289721562,0.0,2.1815016e-07,0.008201191002450474
p36_T,0.01379673877388801,6.164309101158336,0.15920337194036838,2.04540298756599e-06,0.0028887088057693035,0.0,0.0,0.032418825229825046
p36_V,3.1343913165154003e-10,43.55774030402344,0.20077260854673185,0.10537067723440313,0.09972568230173055,0.0,0.0,0.0811737936165731
p36_Y,1.2034966449057025e-05,20.081144908493393,0.17924759115506467,5.209108641266152e-06,0.09431770075495041,0.0,0.0,0.05471410020373126
p37_H,0.7338726840565677,0.11588434280810758,0.0,0.0,0.0,0.0,0.0,0.0
p37_Y,6.934708658348024e-18,88.82348711491026,0.2600255159799165,0.0008596578869714691,0.08617761810602785,0.1724137931034483,2.88846e-05,0.10390109393535218
p38_F,0.8438931689982911,0.038869321537833026,0.0,0.0,0.0,0.0,0.0,0.0
p38_G,0.0002715588816717015,13.704815206365069,0.3879168503214156,0.03052363437834485,0.029515633689412443,0.0,0.0004235039,0.0896759244566598
p38_H,3.8679325065183294e-05,17.658872690175283,0.3838098972800881,0.0030726805453709398,0.013838705427483576,0.034482758620689655,0.0019590142,0.08743261121838657
p38_K,0.2678653512491379,1.2340010953158025,0.0,0.0,0.0,0.0,0.0,0.0
p38_N,0.00038613864342008626,13.003539603112388,0.14503998647996827,0.003562713197524821,0.007664510481143009,0.0,0.0,0.03125344203172722
p38_R,0.2248153546490927,1.4818384666435185,0.0,0.0,0.0,0.0,0.0,0.0
p38_S,0.035583547464787924,4.472852106396278,0.01538564405609751,0.001216135243455345,0.0012413737116802406,0.0,2.6618083e-05,0.0035739542188888912
p38_TMLID,0.002925028608021752,9.05891412073369,0.25818731591565525,0.0019468921425548672,0.020734002927097737,0.0,0.0005417469,0.05628199157854195
p38_Y,6.363120822074603e-28,160.91056577392501,0.34687345602905684,0.0014722339090087089,0.18364651397537768,0.10344827586206896,0.00039273212,0.1271666423797316
p39_C,0.5700130238326784,0.3236506167071796,0.0,0.0,0.0,0.0,0.0,0.0
p39_G,0.05877791094608874,3.6096306094836152,0.0,0.0,0.0,0.0,0.0,0.0
p39_I,0.023926497357613787,5.172714307888481,0.4414151215825455,0.0007242815366534561,0.007717931438686992,0.13793103448275862,0.00016523489,0.11759072078560698
p39_L,0.16121492136206042,1.9763249046950024,0.0,0.0,0.0,0.0,0.0,0.0
p39_M,0.3626985495930536,0.8320458228240468,0.0,0.0,0.0,0.0,0.0,0.0
p39_SFT,0.0006266008582587143,12.046136461068615,0.15352148560010023,0.0016641518037414462,0.004117527630262549,0.0,1.011743e-06,0.031860835355431244
p39_V,0.0826480479268196,3.040212417358481,0.0,0.0,0.0,0.0,0.0,0.0
p40_L,0.000540158418516022,12.338825219064892,0.07167353360604523,0.005222075111334949,0.0025863280519584004,0.0,0.00018453012,0.015933293377028267
p40_M,0.0031657067786341206,8.908331725242636,0.04665197084771573,1.9334945318332707e-09,0.012785532900223847,0.0,0.0,0.011887501136286822
p40_Q,1.3271665351003818e-29,174.58030407174323,0.03721307746990522,6.040859375568891e-07,0.14025775098968699,0.0,0.0,0.03549428650910595
p40_T,7.681309796398992e-11,46.888833842758345,0.1587991669848729,0.06582136364291716,0.012887655392492035,0.0,0.0,0.04750163720405642
p40_V,0.24393879303387297,1.36512723592011,0.0,0.0,0.0,0.0,0.0,0.0
p41_C,0.34981137791899886,0.8779457993939355,0.0,0.0,0.0,0.0,0.0,0.0
p41_G,0.0033829763314888912,8.782146334335952,0.11829479962126063,0.0028021474959019866,0.0029703428755291487,0.10344827586206896,2.0069967e-06,0.045503514570299684
p41_S,6.0237513746418446e-05,16.749946465681177,0.08099915941669779,0.0016712186148944838,0.010354776269754697,0.0,7.38004e-08,0.018605045620349488
p41_T,2.8118265321427395e-07,28.12103005456187,0.11832508247649907,4.305017655307878e-05,0.0035501635382594343,0.0,1.5858557e-06,0.024383976409396473
p42_C,0.06894919165886462,3.341093548778546,0.0,0.0,0.0,0.0,0.0,0.0
p42_F,0.002668259965971502,9.234244878791774,0.0989595777167325,0.005014172263209503,0.0315749238144282,0.0,0.00042084724,0.027193904206528903
p42_I,0.08622452471922157,2.9705393379310534,0.0,0.0,0.0,0.0,0.0,0.0
p42_L,0.09190452123740216,2.866118663556874,0.0,0.0,0.0,0.0,0.0,0.0
p42_STG,0.610752147470483,0.2598376291326945,0.0,0.0,0.0,0.0,0.0,0.0
p42_V,0.00031481291002323784,13.40986311744503,0.08453951815702328,0.00937817723929666,0.006209183987623733,0.1724137931034483,2.0777392e-05,0.05451228997586042
p43_I,0.29916817762107256,1.0831018447939005,0.0,0.0,0.0,0.0,0.0,0.0
p43_L,0.001246767311667663,10.700372098817322,0.3254829668141402,0.0026893758790653617,0.023263495299928612,0.0,0.0001152011,0.0703102078191757
p43_T,0.0011949046949679728,10.782950139343761,0.10097457307735082,0.00010671055178999762,0.0024791843788763736,0.0,0.0,0.020712093601603438
p43_VA,0.05949808007467713,3.5890306026930414,0.0,0.0,0.0,0.0,0.0,0.0
p43_W,4.4143396741607664e-13,59.51770726306929,0.08734836197477627,7.01837302636958e-05,0.13178860586261687,0.0,0.0,0.04384143031353137
p43_Y,0.00041298549717377317,12.870116547048188,0.018158915764460118,0.0029943018584694466,0.03785458667555822,0.034482758620689655,0.0,0.01869811258383549
p44_M,0.5676497557372656,0.32763591188981345,0.0,0.0,0.0,0.0,0.0,0.0
p44_TLF,0.1458113653505443,2.130872884381276,0.0,0.0,0.0,0.0,0.0,0.0
p44_Y,0.0068827543916020915,7.445644490787231,0.016821012911849974,0.019205353581633628,0.0007922961272021009,0.0,0.0,0.007363732524137141
p45_F,0.004881298094144765,8.088988359927558,0.24322833729439852,0.00016934335799490165,0.014306212259659851,0.034482758620689655,6.279141e-07,0.05843745588937237
p45_G,1.5210399502590548e-28,165.9081513020839,0.24669388529390057,0.0036070917888077966,0.22996305553846028,0.0,1.0770891e-06,0.09605302194205563
p45_I,0.00047640644778790936,12.587066617600513,0.1782550211244224,0.0008251185337205068,0.006033856338754668,0.13793103448275862,0.0002216824,0.06465334257730034
p45_L,0.8088719270039125,0.05865024316178939,0.0,0.0,0.0,0.0,0.0,0.0
p45_T,0.8045026918527385,0.06141886382078796,0.0,0.0,0.0,0.0,0.0,0.0
p45_V,0.007359900082126091,7.320894289027157,0.35665207668765425,4.631983539386435e-05,0.0033385385306001674,0.0,0.00034523022,0.07207643305452054
