feature,p_value,score,gbc,xgb,rf,mean
p11_H3,0.797699324752621,0.06580328288253014,0.0,0.0,0.0,0.0
p11_V,0.20392602285618824,1.6200933417769434,0.0,0.0,0.0,0.0
p11_P1,0.7604320566519822,0.09311793468509054,0.0,0.0,0.0,0.0
p11_P2,0.43518725940990755,0.610345818746954,0.0,0.0,0.0,0.0
p11_SASA,0.438827757732688,0.6007213185988814,0.0,0.0,0.0,0.0
p11_NCI,0.3336343238426088,0.9373360696651778,0.0,0.0,0.0,0.0
p11_MASS,0.4983854830348333,0.45933178700382526,0.0,0.0,0.0,0.0
p12_H1,0.007696716756457921,7.1858612632539565,0.0,0.0,0.0004942124604140439,0.0001647374868046813
p12_H2,3.182196076727492e-07,27.179511618627867,0.0,0.0,0.0,0.0
p12_H3,0.6962627590256677,0.15264079848104875,0.0,0.0,0.0,0.0
p12_V,0.532323939713621,0.39073090254855564,0.0,0.0,0.0,0.0
p12_P1,0.4094263867640202,0.6821068880666269,0.0,0.0,0.0,0.0
p12_P2,0.24616695790263252,1.3494567504115764,0.0,0.0,0.0,0.0
p12_SASA,0.38243600846805237,0.7647869199242017,0.0,0.0,0.0,0.0
p12_NCI,0.02892158067316543,4.811981087062002,0.0,0.0,0.0004942124604140439,0.0001647374868046813
p12_MASS,0.3840743507890333,0.7595313307645108,0.0,0.0,0.0,0.0
p13_H1,0.2775001037344193,1.1829830449024834,0.0,0.0,0.0,0.0
p13_H2,0.3729830449178524,0.7957455725033914,0.0,0.0,0.0,0.0
p13_H3,3.1821960767151804e-07,27.179511618635985,0.0,0.0,0.0,0.0
p13_V,0.6301179619954653,0.2323105661950017,0.0,0.0,0.0,0.0
p13_P1,4.3555218628369625e-05,17.14132755741306,0.0048753734220853525,0.00015375591,0.02303088875360161,0.009353339363446561
p13_P2,0.22226147902909676,1.4950379877346358,0.0,0.0,0.0,0.0
p13_SASA,0.4850560957621096,0.4885147631606991,0.0,0.0,0.0,0.0
p13_NCI,0.8100965341226494,0.05783238786270492,0.0,0.0,0.0,0.0
p13_MASS,0.11044457739550882,2.5608485143988737,0.0,0.0,0.0,0.0
p14_H1,0.10966807028863715,2.5720963188761066,0.0,0.0,0.0,0.0
p14_H2,0.018357536075919043,5.614347617183422,0.0,7.344208e-05,0.002654830771511846,0.0009094242847685879
p14_H3,0.9456200424575508,0.0046590351451772,0.0,0.0,0.0,0.0
p14_V,0.018044511716288427,5.644995618694447,0.0,0.00039619487,0.003960933998048167,0.0014523762886126375
p14_P1,0.032101736355261506,4.6300772957711915,0.0,7.344208e-05,0.002654830771511846,0.0009094242847685879
p14_P2,0.004443064702718408,8.199663146885445,0.0,0.00039619487,0.003960933998048167,0.0014523762886126375
p14_SASA,0.007798399639052253,7.161821775096856,0.0,0.00039619487,0.003960933998048167,0.0014523762886126375
p14_NCI,0.975466961196206,0.0009470703767523554,0.0,0.0,0.0,0.0
p14_MASS,0.0001031422872588224,15.431254745045326,0.0,0.0055369204,0.010216497029786003,0.005251139140269721
p15_H1,0.08006384672619306,3.081518902572141,0.0,0.0,0.0,0.0
p15_H2,0.6842417653906464,0.16566644058688218,0.0,0.0,0.0,0.0
p15_H3,0.0410893001295103,4.203415939636636,0.0,3.992224e-06,0.0018455476636791653,0.0006165132958297887
p15_V,0.14028233222553227,2.184786009064661,0.0,0.0,0.0,0.0
p15_P1,0.4787691825611303,0.5027465159386073,0.0,0.0,0.0,0.0
p15_P2,0.5984849364186504,0.27779504027675334,0.0,0.0,0.0,0.0
p15_SASA,0.8187652428581256,0.05258134147117209,0.0,0.0,0.0,0.0
p15_NCI,0.0028785556425613016,9.009936466407074,0.0001694899082694915,0.0007057457,0.008214421724847362,0.0030298857815246123
p15_MASS,0.026712052083827625,4.951148335927795,0.0,0.00054421544,0.005289449818449928,0.0019445550848478125
p16_H1,0.9180408733515144,0.010604131806308446,0.0,0.0,0.0,0.0
p16_H2,0.9180408733510668,0.01060413180643124,0.0,0.0,0.0,0.0
p16_H3,1.0,0.0,0.0,0.0,0.0,0.0
p16_V,0.9180408733503207,0.010604131806655549,0.0,0.0,0.0,0.0
p16_P1,0.9180408733544987,0.010604131805540694,0.0,0.0,0.0,0.0
p16_P2,0.9180408733500222,0.010604131806687988,0.0,0.0,0.0,0.0
p16_SASA,0.9180408733480824,0.010604131807196255,0.0,0.0,0.0,0.0
p16_NCI,0.9180408733524097,0.010604131806049716,0.0,0.0,0.0,0.0
p16_MASS,0.918040873347038,0.010604131807503313,0.0,0.0,0.0,0.0
p17_H1,0.07809843239555132,3.1223679139540605,0.0,0.0,0.0,0.0
p17_H2,1.339152986146624e-10,43.85322743506628,0.0,0.00016484533,0.0023341908382240144,0.0008330120569479162
p17_H3,1.0,0.0,0.0,0.0,0.0,0.0
p17_V,3.6673213342952204e-11,46.71919277663929,0.0,0.00016484533,0.0023341908382240144,0.0008330120569479162
p17_P1,3.740161529306585e-16,73.21222424844753,0.0,0.0,0.012037811813099342,0.004012603937699781
p17_P2,1.2267315549218063e-10,44.04648463898496,0.0,0.00016484533,0.0023341908382240144,0.0008330120569479162
p17_SASA,1.4187296661427434e-17,81.10330206416992,0.0,0.0,0.010434656286016114,0.0034782187620053715
p17_NCI,0.8915488960438014,0.018616988527788043,0.0,0.0,0.0,0.0
p17_MASS,1.5000808331401626e-10,43.603278456041295,0.0,0.00016484533,0.0023341908382240144,0.0008330120569479162
p18_H1,0.24331575076248935,1.3658970579970582,0.0,0.0,0.0,0.0
p18_H2,0.25517201106437,1.2990304939596806,0.0,0.0,0.0,0.0
p18_H3,1.0,0.0,0.0,0.0,0.0,0.0
p18_V,0.24618506834964915,1.3493530706822048,0.0,0.0,0.0,0.0
p18_P1,0.25408515973487034,1.3049993338403325,0.0,0.0,0.0,0.0
p18_P2,0.24650627245782528,1.3475157754126652,0.0,0.0,0.0,0.0
p18_SASA,0.2520244987384876,1.3164032225571551,0.0,0.0,0.0,0.0
p18_NCI,0.4106444633224141,0.6785632576232227,0.0,0.0,0.0,0.0
p18_MASS,0.2461851731976744,1.3493524704694462,0.0,0.0,0.0,0.0
p19_H1,3.1821960766997257e-07,27.179511618646064,0.0,0.0,0.0,0.0
p19_H2,1.0,0.0,0.0,0.0,0.0,0.0
p19_H3,3.1821960767482427e-07,27.1795116186143,0.0,0.0,0.0,0.0
p19_V,3.1821960766526445e-07,27.17951161867693,0.0,0.0,0.0,0.0
p19_P1,3.1821960768115484e-07,27.17951161857289,0.0,0.0,0.0,0.0
p19_P2,3.1821960766916085e-07,27.179511618651418,0.0,0.0,0.0,0.0
p19_SASA,3.182196076058114e-07,27.17951161906632,0.0,0.0,0.0,0.0
p19_NCI,3.182196076705017e-07,27.179511618642604,0.0,0.0,0.0,0.0
p19_MASS,3.1821960768007625e-07,27.17951161857993,0.0,0.0,0.0,0.0
p20_H1,0.008638092016333216,6.974815662891212,0.0,0.0080305515,0.004914535973139208,0.004315029152952169
p20_H2,0.0016815338987079453,10.023632605654274,0.0,0.0080305515,0.004914535973139208,0.004315029152952169
p20_H3,1.0,0.0,0.0,0.0,0.0,0.0
p20_V,0.37651283206081376,0.7840572322278291,0.0,0.0,0.0,0.0
p20_P1,0.0017134814372087393,9.987965816186794,0.0,0.0080305515,0.004914535973139208,0.004315029152952169
p20_P2,0.1452338639217645,2.131129917228543,0.0,0.0,0.0,0.0
p20_SASA,0.054518605746430804,3.721748462442278,0.0,0.0,0.0,0.0
p20_NCI,2.342501652477295e-06,23.052616957665787,0.0,0.0,0.011769705189839134,0.003923235063279711
p20_MASS,0.018487923477286665,5.60174113989065,0.0,0.0080305515,0.004914535973139208,0.004315029152952169
p21_H1,0.05554456167688811,3.6902870565328465,0.0,0.0,0.0,0.0
p21_H2,0.055544561676642304,3.6902870565402583,0.0,0.0,0.0,0.0
p21_H3,0.05554456167693811,3.690287056531334,0.0,0.0,0.0,0.0
p21_V,0.05554456168017742,3.6902870564329397,0.0,0.0,0.0,0.0
p21_P1,0.05554456167695041,3.6902870565309898,0.0,0.0,0.0,0.0
p21_P2,0.055544561675745424,3.6902870565675725,0.0,0.0,0.0,0.0
p21_SASA,0.05554456167700298,3.6902870565293866,0.0,0.0,0.0,0.0
p21_NCI,0.055544561676865264,3.6902870565335886,0.0,0.0,0.0,0.0
p21_MASS,0.055544561677060234,3.6902870565276276,0.0,0.0,0.0,0.0
p22_H1,1.383756590179515e-07,28.920895762970947,0.002080011408628673,0.00028194694,0.007841820342607454,0.003401259562852294
p22_H2,1.0,0.0,0.0,0.0,0.0,0.0
p22_H3,1.0,0.0,0.0,0.0,0.0,0.0
p22_V,1.3837565901520046e-07,28.920895763012673,0.002080011408628673,0.00028194694,0.007841820342607454,0.003401259562852294
p22_P1,1.3837565904585278e-07,28.920895762547943,0.002080011408628673,0.00028194694,0.007841820342607454,0.003401259562852294
p22_P2,1.3837565901463093e-07,28.920895763021292,0.002080011408628673,0.00028194694,0.007841820342607454,0.003401259562852294
p22_SASA,1.3837565901218248e-07,28.920895763058436,0.002080011408628673,0.00028194694,0.007841820342607454,0.003401259562852294
p22_NCI,1.3837565901559915e-07,28.920895763006612,0.002080011408628673,0.00028194694,0.007841820342607454,0.003401259562852294
p22_MASS,1.3837565900739052e-07,28.920895763131035,0.002080011408628673,0.00028194694,0.007841820342607454,0.003401259562852294
p23_H1,0.06628224987826313,3.393997902178717,0.0,0.0,0.0,0.0
p23_H2,0.0024905668889096716,9.281879509858866,0.0,0.0014073813,0.0015187825964500987,0.0009753879533372151
p23_H3,0.008486525162479107,7.007148426475469,0.0,0.0,0.006429324434985364,0.0021431081449951213
p23_V,0.0017239587723611644,9.976416067249186,3.576103110785468e-05,0.0,0.003868270437497531,0.001301343822868462
p23_P1,0.001905237296567529,9.787171523841305,0.0,0.0014073813,0.0015187825964500987,0.0009753879533372151
p23_P2,0.0024807743979983667,9.28929060761861,3.576103110785468e-05,0.0,0.003868270437497531,0.001301343822868462
p23_SASA,0.00209272386156776,9.609842771344034,3.576103110785468e-05,0.0,0.003868270437497531,0.001301343822868462
p23_NCI,0.000511237825580969,12.303384358453279,0.0,0.0,0.005174414235737742,0.0017248047452459142
p23_MASS,0.0028192113460584777,9.049015170026694,3.576103110785468e-05,0.0,0.003868270437497531,0.001301343822868462
p24_H1,6.185908624764922e-09,35.51658846830904,0.0,0.0,0.010233962421548523,0.0034113208071828408
p24_H2,4.482507128476621e-09,36.20871035912719,0.0,0.0,0.0044075594366528754,0.0014691864788842917
p24_H3,1.7332612092073448e-09,38.25960390273204,0.0,0.0,5.592816632314637e-05,1.8642722107715456e-05
p24_V,1.9535443565532954e-08,33.05843099616014,0.0,0.0,0.0044075594366528754,0.0014691864788842917
p24_P1,1.0436599834072561e-08,34.39601096365876,0.0,0.0,0.010233962421548523,0.0034113208071828408
p24_P2,1.3007334561148734e-07,29.05072860383344,0.0,0.0,0.005633860062892378,0.0018779533542974593
p24_SASA,2.7886851094987874e-06,22.69546915992064,0.0,0.0,0.002251894215121944,0.000750631405040648
p24_NCI,1.7229405186800758e-09,38.27253751800098,0.0,0.0,5.592816632314637e-05,1.8642722107715456e-05
p24_MASS,6.91903954390624e-07,25.565702284841365,0.0,0.0,0.002251894215121944,0.000750631405040648
p25_H1,0.055389758730524284,3.6949943198428206,0.0,0.0,0.0,0.0
p25_H2,3.1609446608080204e-07,27.19347771290946,0.0,0.00034981707,0.020929494329338303,0.007093103799761386
p25_H3,1.0,0.0,0.0,0.0,0.0,0.0
p25_V,0.009361118567721415,6.828203674304544,0.0,0.0,0.0267515604676494,0.0089171868225498
p25_P1,3.1821960766720955e-07,27.179511618664197,0.0,0.0,0.0,0.0
p25_P2,3.182196076780006e-07,27.179511618593512,0.0,0.0,0.0,0.0
p25_SASA,3.1821960758497213e-07,27.179511619202824,0.0,0.0,0.0,0.0
p25_NCI,3.1821960767224103e-07,27.179511618631253,0.0,0.0,0.0,0.0
p25_MASS,0.27670204032195334,1.186926699542722,0.0,0.0,0.0,0.0
p26_H1,0.9943605365660803,5.0029355444162125e-05,0.0,0.0,0.0,0.0
p26_H2,0.5471662343983168,0.36312662662383,0.0,0.0,0.0,0.0
p26_H3,0.8545291374240375,0.03366435925875612,0.0,0.0,0.0,0.0
p26_V,0.49892762189333917,0.4581726436523504,0.0,0.0,0.0,0.0
p26_P1,0.5880581271740604,0.29393140455891537,0.0,0.0,0.0,0.0
p26_P2,0.478443217998081,0.5034927794434393,0.0,0.0,0.0,0.0
p26_SASA,0.4018690877192578,0.7044437443974476,0.0,0.0,0.0,0.0
p26_NCI,0.6448492568823235,0.2128253590686745,0.0,0.0,0.0,0.0
p26_MASS,0.3552959105122694,0.8567266743224725,0.0,0.0,0.0,0.0
p27_H1,3.1821960767348405e-07,27.179511618623092,0.0,0.0,0.0,0.0
p27_H2,3.1821960767070065e-07,27.17951161864132,0.0,0.0,0.0,0.0
p27_H3,3.182196076680337e-07,27.17951161865879,0.0,0.0,0.0,0.0
p27_V,3.182196076984679e-07,27.179511618459465,0.0,0.0,0.0,0.0
p27_P1,3.1821960766349796e-07,27.179511618688462,0.0,0.0,0.0,0.0
p27_P2,3.1821960764128335e-07,27.17951161883399,0.0,0.0,0.0,0.0
p27_SASA,3.182196077828562e-07,27.17951161790672,0.0,0.0,0.0,0.0
p27_NCI,3.1821960767296175e-07,27.17951161862651,0.0,0.0,0.0,0.0
p27_MASS,3.182196077031275e-07,27.179511618428943,0.0,0.0,0.0,0.0
p28_H1,1.904549715476349e-08,33.112506151790846,0.0,0.0,0.0,0.0
p28_H2,9.245823380920507e-12,49.794934785168564,0.0,0.0017703536,0.14299154746150144,0.04825396703490836
p28_H3,1.0,0.0,0.0,0.0,0.0,0.0
p28_V,9.245823442446503e-12,49.79493477024791,0.0,0.0017703536,0.14299154746150144,0.04825396703490836
p28_P1,2.2304965030731385e-13,58.246041272955395,0.0,0.0017703536,0.14299154746150144,0.04825396703490836
p28_P2,9.245823380714618e-12,49.79493478521854,0.0,0.0017703536,0.14299154746150144,0.04825396703490836
p28_SASA,8.014079679021433e-07,25.26157529324164,0.0,0.0,0.0,0.0
p28_NCI,2.410284825192394e-14,63.389976135071564,0.0,0.0017703536,0.14299154746150144,0.04825396703490836
p28_MASS,9.245823380910521e-12,49.794934785170966,0.0,0.0017703536,0.14299154746150144,0.04825396703490836
p29_H1,3.989851724390353e-06,21.963471987359007,0.0,6.89992e-05,0.0009754138778111992,0.000348137692995652
p29_H2,3.989851724393344e-06,21.963471987357504,0.0,6.89992e-05,0.0009754138778111992,0.000348137692995652
p29_H3,1.0,0.0,0.0,0.0,0.0,0.0
p29_V,3.989851724393003e-06,21.963471987357664,0.0,6.89992e-05,0.0009754138778111992,0.000348137692995652
p29_P1,3.989851724404046e-06,21.96347198735204,0.0,6.89992e-05,0.0009754138778111992,0.000348137692995652
p29_P2,3.989851724393344e-06,21.963471987357487,0.0,6.89992e-05,0.0009754138778111992,0.000348137692995652
p29_SASA,3.989851724388722e-06,21.963471987359867,0.0,6.89992e-05,0.0009754138778111992,0.000348137692995652
p29_NCI,3.989851724394371e-06,21.963471987356986,0.0,6.89992e-05,0.0009754138778111992,0.000348137692995652
p29_MASS,3.989851724384442e-06,21.96347198736205,0.0,6.89992e-05,0.0009754138778111992,0.000348137692995652
p30_H1,0.007771858275641881,7.168065382346415,0.0038939040751794505,0.0030155487,0.017850901286725215,0.008253451350398516
p30_H2,0.03754639692724819,4.358641839487225,0.0022127109780503453,0.00016309164,0.007974658981717495,0.003450153865809219
p30_H3,0.0027351848575976312,9.10580790725041,0.0,0.0,0.001262287563690711,0.000420762521230237
p30_V,0.3110095825319014,1.0293697854868198,0.0,0.0,0.0,0.0
p30_P1,0.014649605451509024,6.017951944897989,0.0,0.0,0.017494994906778503,0.005831664968926168
p30_P2,0.4161979415409153,0.6626018128580969,0.0,0.0,0.0,0.0
p30_SASA,0.21360724687064814,1.5524678242120142,0.0,0.0,0.0,0.0
p30_NCI,0.0008746686909346964,11.269658184089053,0.0010749537197729635,0.004487683,0.0374058606341374,0.014322832473048658
p30_MASS,0.12545274579180238,2.359191962130873,0.0,0.0,0.0,0.0
p31_H1,3.1821960767283173e-07,27.17951161862739,0.0,0.0,0.0,0.0
p31_H2,3.182196076727622e-07,27.17951161862784,0.0,0.0,0.0,0.0
p31_H3,3.1821960767151804e-07,27.179511618635985,0.0,0.0,0.0,0.0
p31_V,3.182196076704333e-07,27.179511618643083,0.0,0.0,0.0,0.0
p31_P1,3.1821960766746334e-07,27.17951161866249,0.0,0.0,0.0,0.0
p31_P2,3.182196076856289e-07,27.17951161854351,0.0,0.0,0.0,0.0
p31_SASA,3.1821960769566366e-07,27.179511618477843,0.0,0.0,0.0,0.0
p31_NCI,3.1821960767269377e-07,27.179511618628297,0.0,0.0,0.0,0.0
p31_MASS,3.1821960766506486e-07,27.179511618678223,0.0,0.0,0.0,0.0
p32_H1,5.5270344949259855e-09,35.758417029311936,0.005379497096087954,0.0,0.023215368814614463,0.009531621970234138
p32_H2,0.015461653991177436,5.9211491887185765,0.0,0.0,0.0003547841957662384,0.00011826139858874614
p32_H3,4.7222847469915436e-06,21.619851463892484,0.0,0.0,0.02033214899786322,0.00677738299928774
p32_V,0.029444789795947376,4.780655233220961,0.0,0.0,0.006205933958655208,0.002068644652885069
p32_P1,0.5714247995410301,0.320910982061037,0.0,0.0,0.0,0.0
p32_P2,0.0030340461284728104,8.911321732094326,0.0,0.0,0.006205933958655208,0.002068644652885069
p32_SASA,0.0048402439917192615,8.040770067085758,0.0,0.0,0.006205933958655208,0.002068644652885069
p32_NCI,0.026327845502913606,4.976571694106854,0.0,0.0,0.0021579722702436163,0.0007193240900812054
p32_MASS,0.0020524740945639867,9.646507675014009,0.0,0.0,0.006205933958655208,0.002068644652885069
p33_H1,9.653396761980702e-09,34.56287337813345,0.0015831161911968872,0.007297588,0.22067758506847995,0.07651942976877234
p33_H2,1.4597872143264696e-08,33.6793135070718,0.017753919718235478,0.0,0.08245041300731676,0.03340144424185074
p33_H3,0.0250838309714796,5.061629117925072,0.0005029085080888676,8.2841805e-05,0.003253188314452717,0.001279646209221925
p33_V,0.7142474562099724,0.1342894503253743,0.0,0.0,0.0,0.0
p33_P1,7.730184492682407e-14,60.68694053341986,0.0,0.0,0.0960206265509271,0.032006875516975695
p33_P2,0.8648343719019596,0.02901878832367062,0.0,0.0,0.0,0.0
p33_SASA,0.2221370498742355,1.4958446161948276,0.0,0.0,0.0,0.0
p33_NCI,0.022354425950303194,5.264773123417017,0.00029229827118730224,0.004254252,0.009785768449005763,0.004777439634791824
p33_MASS,0.5571217535868024,0.34537722993202036,0.0,0.0,0.0,0.0
p34_H1,2.3228502193152333e-07,27.83639950485658,0.21258017502124052,0.0004236069,0.011888918291530437,0.07496423340178433
p34_H2,2.3228502193153366e-07,27.83639950485651,0.21258017502124052,0.0004236069,0.011888918291530437,0.07496423340178433
p34_H3,2.3228502193103685e-07,27.836399504860946,0.21258017502124052,0.0004236069,0.011888918291530437,0.07496423340178433
p34_V,2.32285021990111e-07,27.83639950432955,0.21258017502124052,0.0004236069,0.011888918291530437,0.07496423340178433
p34_P1,2.322850219293843e-07,27.836399504875818,0.21258017502124052,0.0004236069,0.011888918291530437,0.07496423340178433
p34_P2,2.3228502187125837e-07,27.83639950539869,0.21258017502124052,0.0004236069,0.011888918291530437,0.07496423340178433
p34_SASA,2.3228502192747592e-07,27.836399504893,0.21258017502124052,0.0004236069,0.011888918291530437,0.07496423340178433
p34_NCI,2.322850219316888e-07,27.83639950485511,0.21258017502124052,0.0004236069,0.011888918291530437,0.07496423340178433
p34_MASS,2.3228502193083054e-07,27.83639950486282,0.21258017502124052,0.0004236069,0.011888918291530437,0.07496423340178433
p35_H1,0.021338891154635543,5.34703512437301,0.0,0.018355438,0.011111877467447382,0.009822438651063
