,Accession,full_species,prediction_value,closest_measurement,abs_diff,max_id
45,MG020527.1,Neogonodactylus_oerstedii,468.7,383.0,85.69999999999999,1543
46,MG020526.1,Neogonodactylus_oerstedii,469.1,383.0,86.10000000000002,1543
47,MG020525.1,Neogonodactylus_oerstedii,470.2,383.0,87.19999999999999,1543
48,MG020524.1,Neogonodactylus_oerstedii,522.8,383.0,139.79999999999995,1543
49,MG020522.1,Neogonodactylus_oerstedii,463.4,383.0,80.39999999999998,1543
50,MG020521.1,Neogonodactylus_oerstedii,570.8,383.0,187.79999999999995,1543
51,DQ646869.1,Neogonodactylus_oerstedii,527.4,383.0,144.39999999999998,1543
52,DQ646871.1,Neogonodactylus_oerstedii,528.6,383.0,145.60000000000002,1543
53,DQ646870.1,Neogonodactylus_oerstedii,562.5,383.0,179.5,1543
54,JX867431.1,Cheirogaleus_major,406.4,409.0,2.6000000000000227,1438
55,JX867430.1,Cheirogaleus_major,406.4,409.0,2.6000000000000227,1438
56,JX867429.1,Cheirogaleus_major,406.4,409.0,2.6000000000000227,1438
57,MN519158.1,Carcharhinus_melanopterus,506.9,507.0,0.10000000000002274,1196
58,MN519147.1,Carcharhinus_melanopterus,497.8,505.0,7.199999999999989,1195
59,ON817142.1,Neoniphon_sammara,432.0,446.0,14.0,71
60,ON817114.1,Neoniphon_sammara,487.9,502.0,14.100000000000023,70
61,ON817113.1,Neoniphon_sammara,513.9,512.0,1.8999999999999773,72
62,MW219678.1,Neoniphon_sammara,512.1,512.0,0.10000000000002274,72
63,MW219677.1,Neoniphon_sammara,513.0,512.0,1.0,72
64,MW219676.1,Neoniphon_sammara,447.5,446.0,1.5,71
65,MW219675.1,Neoniphon_sammara,498.7,502.0,3.3000000000000114,70
66,AY775101.1,Melanochromis_auratus,372.7,414.0,41.30000000000001,383
67,AY775084.1,Melanochromis_auratus,423.1,414.0,9.100000000000023,383
68,AY775115.1,Melanochromis_auratus,497.8,497.0,0.8000000000000114,382
69,AY780518.1,Melanochromis_auratus,554.5,525.0,29.5,385
70,AY775091.1,Melanochromis_auratus,514.5,525.0,10.5,385
71,GQ422483.1,Melanochromis_auratus,524.2,525.0,0.7999999999999545,385
72,GQ422515.1,Melanochromis_auratus,482.7,482.0,0.6999999999999886,384
73,AY775102.1,Lethrinops_parvidens,371.1,426.0,54.89999999999998,379
74,AY775116.1,Lethrinops_parvidens,499.4,498.0,1.3999999999999773,378
75,AY780519.1,Lethrinops_parvidens,555.4,563.0,7.600000000000023,381
76,AY775092.1,Lethrinops_parvidens,512.9,514.0,1.1000000000000227,380
77,GQ422477.1,Lethrinops_parvidens,524.5,514.0,10.5,380
78,EU090914.1,Acanthopagrus_butcheri,519.6,509.0,10.600000000000023,655
79,EU090913.1,Acanthopagrus_butcheri,518.9,509.0,9.899999999999977,655
80,MN519168.1,Glaucostegus_typus,546.5,561.0,14.5,1170
81,MN519157.1,Glaucostegus_typus,485.6,477.0,8.600000000000023,1169
82,MN519146.1,Glaucostegus_typus,496.7,504.0,7.300000000000011,1167
83,ON738356.1,Plectroglyphidodon_johnstonianus,373.1,474.0,100.89999999999998,641
84,KY368276.1,Coccinella_septempunctata,379.9,360.0,19.899999999999977,1566
85,KY368275.1,Coccinella_septempunctata,379.2,360.0,19.19999999999999,1566
86,KY368274.1,Coccinella_septempunctata,520.2,520.0,0.20000000000004547,1568
87,MW219690.1,Sargocentron_spiniferum,513.0,490.0,23.0,1289
88,MW219689.1,Sargocentron_spiniferum,510.7,490.0,20.69999999999999,1289
89,MW219688.1,Sargocentron_spiniferum,512.3,490.0,22.299999999999955,1289
90,MW219691.1,Sargocentron_spiniferum,448.2,490.0,41.80000000000001,1289
91,MW219687.1,Sargocentron_spiniferum,492.1,490.0,2.1000000000000227,1289
92,AY214139.1,Oncorhynchus_tshawytscha,443.7,441.0,2.6999999999999886,806
93,AY214138.1,Oncorhynchus_tshawytscha,380.4,441.0,60.60000000000002,806
94,AY214137.1,Oncorhynchus_tshawytscha,494.6,524.0,29.399999999999977,805
95,AY214136.1,Oncorhynchus_tshawytscha,498.4,524.0,25.600000000000023,805
96,AY214135.1,Oncorhynchus_tshawytscha,553.2,536.0,17.200000000000045,807
97,AF028014.1,Ictalurus_punctatus,488.0,536.0,48.0,1078
98,FJ839436.1,Ictalurus_punctatus,473.3,536.0,62.69999999999999,1078
99,FJ839435.1,Ictalurus_punctatus,475.4,536.0,60.60000000000002,1078
100,AY775114.1,Maylandia_zebra,496.8,482.0,14.800000000000011,393
101,JF262089.1,Maylandia_zebra,515.7,531.0,15.299999999999955,394
102,JF262085.1,Maylandia_zebra,366.2,368.0,1.8000000000000114,392
103,JF262084.1,Maylandia_zebra,551.7,531.0,20.700000000000045,394
104,AF247118.1,Maylandia_zebra,422.6,368.0,54.60000000000002,392
105,AF247114.1,Maylandia_zebra,453.2,482.0,28.80000000000001,393
106,AF247122.1,Maylandia_zebra,515.6,531.0,15.399999999999977,394
107,MW219674.1,Myripristis_violacea,452.6,499.0,46.39999999999998,1291
108,MW219673.1,Myripristis_violacea,500.6,499.0,1.6000000000000227,1291
109,MW219672.1,Myripristis_violacea,497.2,499.0,1.8000000000000114,1291
110,AY771353.1,Pagothenia_borchgrevinki,490.8,489.0,1.8000000000000114,579
111,AY927653.1,Pagothenia_borchgrevinki,373.8,489.0,115.19999999999999,579
112,MN519170.1,Amia_calva,475.5,457.0,18.5,14
113,MN519167.1,Amia_calva,551.9,556.0,4.100000000000023,15
114,MN519162.1,Amia_calva,373.6,457.0,83.39999999999998,14
115,MN519156.1,Amia_calva,503.7,527.0,23.30000000000001,13
116,AY771352.1,Dissostichus_mawsoni,487.0,490.0,3.0,576
117,AY927651.1,Dissostichus_mawsoni,375.3,414.0,38.69999999999999,575
118,MN519172.1,Neotrygon_kuhlii,461.4,476.0,14.600000000000023,1148
119,MN519164.1,Neotrygon_kuhlii,538.7,552.0,13.299999999999955,1149
120,MN519153.1,Neotrygon_kuhlii,490.4,497.0,6.600000000000023,1146
121,MN519143.1,Neotrygon_kuhlii,494.0,497.0,3.0,1146
122,EF526299.1,Neoceratodus_forsteri,449.4,479.0,29.600000000000023,78
123,EF526298.1,Neoceratodus_forsteri,384.5,366.0,18.5,1570
124,EF526297.1,Neoceratodus_forsteri,549.3,558.0,8.700000000000045,79
125,EF526296.1,Neoceratodus_forsteri,503.5,479.0,24.5,78
126,EF526295.1,Neoceratodus_forsteri,502.7,479.0,23.69999999999999,78
127,MF434482.1,Acyrthosiphon_pisum,433.9,518.0,84.10000000000002,1558
128,MF434481.1,Acyrthosiphon_pisum,433.9,518.0,84.10000000000002,1558
129,MF434480.1,Acyrthosiphon_pisum,404.6,518.0,113.39999999999998,1558
130,MF434478.1,Acyrthosiphon_pisum,421.2,518.0,96.80000000000001,1558
131,MF434476.1,Acyrthosiphon_pisum,440.8,518.0,77.19999999999999,1558
132,MF434474.1,Acyrthosiphon_pisum,524.7,518.0,6.7000000000000455,1558
133,GQ422490.1,Pundamilia_pundamilia,524.3,529.0,4.7000000000000455,448
134,AY673767.1,Pundamilia_pundamilia,496.8,506.0,9.199999999999989,446
135,AY673761.1,Pundamilia_pundamilia,453.1,455.0,1.8999999999999773,447
136,AY673754.1,Pundamilia_pundamilia,520.7,529.0,8.299999999999955,448
137,AY673753.1,Pundamilia_pundamilia,520.9,529.0,8.100000000000023,448
138,AY673739.1,Pundamilia_pundamilia,496.8,506.0,9.199999999999989,446
139,AY673709.1,Pundamilia_pundamilia,424.1,455.0,30.899999999999977,447
140,AY673699.1,Pundamilia_pundamilia,520.9,529.0,8.100000000000023,448
141,AY673689.1,Pundamilia_pundamilia,548.0,563.0,15.0,449
142,GQ422513.1,Pundamilia_pundamilia,485.0,506.0,21.0,446
143,GQ422487.1,Pundamilia_azurea,524.3,526.0,1.7000000000000455,434
144,AY673769.1,Pundamilia_azurea,496.8,526.0,29.19999999999999,434
145,AY673764.1,Pundamilia_azurea,453.1,455.0,1.8999999999999773,433
146,AY673757.1,Pundamilia_azurea,520.9,526.0,5.100000000000023,434
147,AY673740.1,Pundamilia_azurea,496.8,526.0,29.19999999999999,434
148,AY673710.1,Pundamilia_azurea,424.1,455.0,30.899999999999977,433
149,AY673690.1,Pundamilia_azurea,548.0,563.0,15.0,435
150,GQ422506.1,Pundamilia_azurea,485.0,455.0,30.0,433
151,AY631039.1,Pseudopleuronectes_americanus,550.1,547.0,3.1000000000000227,796
152,AY631038.1,Pseudopleuronectes_americanus,461.6,457.0,4.600000000000023,794
153,AY631037.1,Pseudopleuronectes_americanus,516.3,506.0,10.299999999999955,793
154,AY631036.1,Pseudopleuronectes_americanus,498.2,506.0,7.800000000000011,793
155,DQ088640.1,Melanochromis_vermivorus,423.1,418.0,5.100000000000023,387
156,DQ088637.1,Melanochromis_vermivorus,453.1,485.0,31.899999999999977,390
157,DQ088634.1,Melanochromis_vermivorus,515.8,506.0,9.799999999999955,388
158,DQ088631.1,Melanochromis_vermivorus,524.2,534.0,9.799999999999955,391
159,DQ088628.1,Melanochromis_vermivorus,555.0,555.0,0.0,389
160,DQ088646.1,Melanochromis_vermivorus,482.7,485.0,2.3000000000000114,390
161,GQ422472.1,Melanochromis_vermivorus,499.5,503.0,3.5,1260
162,JN990733.1,Crenicichla_frenata,494.3,480.0,14.300000000000011,350
163,JN990732.1,Crenicichla_frenata,557.8,547.0,10.799999999999955,351
164,AY775105.1,Mylochromis_lateristriga,365.8,419.0,53.19999999999999,414
165,AY775085.1,Mylochromis_lateristriga,423.1,419.0,4.100000000000023,414
166,AY775119.1,Mylochromis_lateristriga,499.3,496.0,3.3000000000000114,413
167,AY780522.1,Mylochromis_lateristriga,551.8,522.0,29.799999999999955,416
168,GQ452103.1,Mylochromis_lateristriga,483.6,482.0,1.6000000000000227,415
169,AY775095.1,Mylochromis_lateristriga,512.8,522.0,9.200000000000045,416
170,GQ422476.1,Mylochromis_lateristriga,524.5,522.0,2.5,416
171,AY927652.1,Trematomus_loennbergii,372.8,426.0,53.19999999999999,590
172,AF247117.1,Dimidiochromis_compressiceps,424.1,447.0,22.899999999999977,359
173,AF247113.1,Dimidiochromis_compressiceps,452.3,447.0,5.300000000000011,359
174,AY775059.1,Dimidiochromis_compressiceps,499.5,498.0,1.5,358
175,AF247130.1,Dimidiochromis_compressiceps,519.7,533.0,13.299999999999955,360
176,AF247131.1,Dimidiochromis_compressiceps,552.4,567.0,14.600000000000023,361
177,ON817135.1,Sargocentron_punctatissimum,447.5,494.0,46.5,1285
178,ON817126.1,Sargocentron_punctatissimum,487.9,494.0,6.100000000000023,1285
179,ON817125.1,Sargocentron_punctatissimum,509.8,494.0,15.800000000000011,1285
180,ON817124.1,Sargocentron_punctatissimum,510.3,494.0,16.30000000000001,1285
181,DQ352182.1,Didelphis_aurita,391.1,362.0,29.100000000000023,1470
182,DQ352180.1,Didelphis_aurita,543.1,555.0,11.899999999999977,1471
183,AB731902.1,Engraulis_japonicus,497.3,502.0,4.699999999999989,111
184,AB731901.1,Engraulis_japonicus,550.5,502.0,48.5,111
185,AB731900.1,Engraulis_japonicus,495.9,492.0,3.8999999999999773,112
186,AB731899.1,Engraulis_japonicus,485.1,492.0,6.899999999999977,112
187,DQ356245.1,Thylamys_elegans,385.9,365.0,20.899999999999977,1477
188,DQ356244.1,Thylamys_elegans,542.5,565.0,22.5,1478
189,AY214149.1,Oncorhynchus_kisutch,445.4,446.0,0.6000000000000227,802
190,AY214148.1,Oncorhynchus_kisutch,381.3,380.0,1.3000000000000114,1220
191,AY214147.1,Oncorhynchus_kisutch,498.1,507.0,8.899999999999977,803
192,AY214146.1,Oncorhynchus_kisutch,498.7,507.0,8.300000000000011,803
193,AY214145.1,Oncorhynchus_kisutch,552.9,553.0,0.10000000000002274,804
194,DQ309027.1,Oncorhynchus_kisutch,495.8,507.0,11.199999999999989,803
195,JF823556.1,Poecilia_latipinna,519.6,503.0,16.600000000000023,186
196,JF823554.1,Poecilia_latipinna,532.5,551.0,18.5,189
197,JF823553.1,Poecilia_latipinna,556.9,551.0,5.899999999999977,189
198,JF823552.1,Poecilia_latipinna,531.2,551.0,19.799999999999955,189
199,EF667285.1,Daubentonia_madagascariensis,382.5,406.0,23.5,1444
200,EF667284.1,Daubentonia_madagascariensis,382.3,406.0,23.69999999999999,1444
201,ON623870.1,Lutjanus_erythropterus,556.7,540.0,16.700000000000045,535
202,MW681828.1,Lutjanus_erythropterus,471.9,496.0,24.100000000000023,532
203,MW681827.1,Lutjanus_erythropterus,512.6,527.0,14.399999999999977,534
204,MW681826.1,Lutjanus_erythropterus,515.9,527.0,11.100000000000023,534
205,MW681825.1,Lutjanus_erythropterus,486.3,496.0,9.699999999999989,532
206,MW681824.1,Lutjanus_erythropterus,473.2,496.0,22.80000000000001,532
207,MW681823.1,Lutjanus_erythropterus,464.0,446.0,18.0,533
208,MW681822.1,Lutjanus_erythropterus,457.6,446.0,11.600000000000023,533
209,MW681821.1,Lutjanus_erythropterus,453.4,446.0,7.399999999999977,533
210,MW681820.1,Lutjanus_erythropterus,420.5,446.0,25.5,533
211,MW681819.1,Lutjanus_erythropterus,555.9,540.0,15.899999999999977,535
212,MW681818.1,Lutjanus_erythropterus,486.0,496.0,10.0,532
213,MW681817.1,Lutjanus_erythropterus,483.1,496.0,12.899999999999977,532
214,MW681816.1,Lutjanus_erythropterus,497.7,496.0,1.6999999999999886,532
215,MW681815.1,Lutjanus_erythropterus,495.1,496.0,0.8999999999999773,532
216,MW681814.1,Lutjanus_erythropterus,479.4,496.0,16.600000000000023,532
217,MW681812.1,Lutjanus_erythropterus,474.7,496.0,21.30000000000001,532
218,MW681811.1,Lutjanus_erythropterus,484.9,496.0,11.100000000000023,532
219,MW681810.1,Lutjanus_erythropterus,480.3,496.0,15.699999999999989,532
220,MW681809.1,Lutjanus_erythropterus,483.1,496.0,12.899999999999977,532
221,MW681808.1,Lutjanus_erythropterus,480.2,496.0,15.800000000000011,532
222,MW681806.1,Lutjanus_erythropterus,483.8,496.0,12.199999999999989,532
223,MW681805.1,Lutjanus_erythropterus,485.0,496.0,11.0,532
224,MW681804.1,Lutjanus_erythropterus,472.1,496.0,23.899999999999977,532
225,MW681803.1,Lutjanus_erythropterus,492.9,496.0,3.1000000000000227,532
226,MW681802.1,Lutjanus_erythropterus,461.9,446.0,15.899999999999977,533
227,MW681801.1,Lutjanus_erythropterus,481.1,496.0,14.899999999999977,532
228,MW681800.1,Lutjanus_erythropterus,459.5,446.0,13.5,533
229,MW681799.1,Lutjanus_erythropterus,470.0,446.0,24.0,533
230,MW681798.1,Lutjanus_erythropterus,470.7,446.0,24.69999999999999,533
231,MW681797.1,Lutjanus_erythropterus,363.1,446.0,82.89999999999998,533
232,AF425076.1,Oncorhynchus_mykiss,494.2,498.0,3.8000000000000114,1208
233,AF425075.1,Oncorhynchus_mykiss,442.9,434.0,8.899999999999977,1223
234,AF425074.1,Oncorhynchus_mykiss,384.0,386.0,2.0,1207
235,AF425073.1,Oncorhynchus_mykiss,555.8,563.0,7.2000000000000455,1209
236,AF425072.1,Oncorhynchus_mykiss,497.9,498.0,0.10000000000002274,1208
237,EU523856.1,Haplochromis_burtoni,476.0,455.0,21.0,363
238,EU523855.1,Haplochromis_burtoni,462.3,455.0,7.300000000000011,363
239,EU523854.1,Haplochromis_burtoni,475.7,455.0,20.69999999999999,363
240,AY660540.1,Haplochromis_burtoni,552.6,562.0,9.399999999999977,365
241,AY660539.1,Haplochromis_burtoni,520.7,523.0,2.2999999999999545,364
242,AY660538.1,Haplochromis_burtoni,453.3,455.0,1.6999999999999886,363
243,DQ088641.1,Tramitichromis_intermedius,424.1,455.0,30.899999999999977,452
244,DQ088638.1,Tramitichromis_intermedius,453.3,455.0,1.6999999999999886,452
245,DQ088635.1,Tramitichromis_intermedius,519.9,531.0,11.100000000000023,453
246,DQ088632.1,Tramitichromis_intermedius,524.5,531.0,6.5,453
247,DQ088629.1,Tramitichromis_intermedius,552.6,568.0,15.399999999999977,454
248,DQ088647.1,Tramitichromis_intermedius,481.1,505.0,23.899999999999977,451
249,GQ422524.1,Tramitichromis_intermedius,365.8,455.0,89.19999999999999,452
250,GQ422473.1,Tramitichromis_intermedius,497.6,505.0,7.399999999999977,451
251,GQ422523.1,Tramitichromis_intermedius,482.9,505.0,22.100000000000023,451
252,AY775106.1,Copadichromis_borleyi,367.9,424.0,56.10000000000002,346
253,AY775065.1,Copadichromis_borleyi,423.2,424.0,0.8000000000000114,346
254,AY775121.1,Copadichromis_borleyi,499.5,494.0,5.5,345
255,AY775071.1,Copadichromis_borleyi,515.2,494.0,21.200000000000045,345
256,AY775061.1,Copadichromis_borleyi,453.1,478.0,24.899999999999977,347
257,MK209527.1,Glossophaga_soricina,543.0,365.0,178.0,1480
258,MK209481.1,Glossophaga_soricina,498.1,365.0,133.10000000000002,1480
259,JX867527.1,Microcebus_murinus,407.1,409.0,1.8999999999999773,1354
260,JX867523.1,Microcebus_murinus,407.1,409.0,1.8999999999999773,1354
261,JX867522.1,Microcebus_murinus,408.2,409.0,0.8000000000000114,1354
262,MN519178.1,Geotria_australis,465.9,499.0,33.10000000000002,738
263,KT749682.1,Geotria_australis,469.3,499.0,29.69999999999999,738
264,KT749679.1,Geotria_australis,548.5,515.0,33.5,739
265,KT749677.1,Geotria_australis,367.3,499.0,131.7,738
266,KT749674.1,Geotria_australis,443.3,499.0,55.69999999999999,738
267,KT749673.1,Geotria_australis,491.9,499.0,7.100000000000023,738
268,AY366495.1,Geotria_australis,368.2,499.0,130.8,738
269,AY366494.1,Geotria_australis,491.8,499.0,7.199999999999989,738
270,AY366493.1,Geotria_australis,496.4,499.0,2.6000000000000227,738
271,AY366492.1,Geotria_australis,443.2,499.0,55.80000000000001,738
272,AY726545.1,Setonix_brachyurus,399.1,424.0,24.899999999999977,1473
273,AY745192.1,Setonix_brachyurus,538.0,538.0,0.0,1475
274,L11863.1,Carassius_auratus,494.2,509.0,14.800000000000011,1349
275,L11867.1,Carassius_auratus,556.1,532.0,24.100000000000023,139
276,L11866.1,Carassius_auratus,503.1,509.0,5.899999999999977,1349
277,L11865.1,Carassius_auratus,509.0,509.0,0.0,1349
278,L11864.1,Carassius_auratus,443.6,452.0,8.399999999999977,138
279,GQ168789.1,Carassius_auratus,552.0,532.0,20.0,139
280,AB383149.1,Carassius_auratus,470.1,455.0,15.100000000000023,150
281,MK209576.1,Carollia_perspicillata,383.8,365.0,18.80000000000001,1481
282,MK209535.1,Carollia_perspicillata,546.4,500.0,46.39999999999998,1482
283,MK209489.1,Carollia_perspicillata,500.4,500.0,0.39999999999997726,1482
284,AY214144.1,Oncorhynchus_keta,441.9,439.0,2.8999999999999773,798
285,AY214143.1,Oncorhynchus_keta,379.9,439.0,59.10000000000002,798
286,AY214142.1,Oncorhynchus_keta,495.4,524.0,28.600000000000023,797
287,AY214141.1,Oncorhynchus_keta,498.3,524.0,25.69999999999999,797
288,AY214140.1,Oncorhynchus_keta,556.4,528.0,28.399999999999977,799
289,GCES01144684.1,Fundulus_heteroclitus,482.6,463.0,19.600000000000023,169
290,KC594699.1,Gasterosteus_aculeatus,558.8,576.0,17.200000000000045,241
291,KC594698.1,Gasterosteus_aculeatus,557.1,576.0,18.899999999999977,241
292,KC594697.1,Gasterosteus_aculeatus,562.0,576.0,14.0,241
293,KC594694.1,Gasterosteus_aculeatus,558.8,576.0,17.200000000000045,241
294,KC594702.1,Gasterosteus_aculeatus,510.1,502.0,8.100000000000023,237
295,KC594701.1,Gasterosteus_aculeatus,513.4,524.0,10.600000000000023,240
296,KC594700.1,Gasterosteus_aculeatus,512.0,502.0,10.0,237
297,MN519165.1,Chiloscyllium_punctatum,523.0,531.8,8.799999999999955,1202
298,MN519144.1,Chiloscyllium_punctatum,492.3,499.6,7.300000000000011,1201
299,AB212996.1,Danio_rerio,477.5,483.0,5.5,1233
300,AB212995.1,Danio_rerio,466.7,483.0,16.30000000000001,1233
301,AB212994.1,Danio_rerio,457.7,483.0,25.30000000000001,1233
302,AB212993.1,Danio_rerio,479.9,483.0,3.1000000000000227,1233
303,KT008401.1,Danio_rerio,546.8,566.0,19.200000000000045,1234
304,KT008400.1,Danio_rerio,555.3,566.0,10.700000000000045,1234
305,KT008399.1,Danio_rerio,359.6,361.0,1.3999999999999773,1231
306,KT008398.1,Danio_rerio,424.8,417.0,7.800000000000011,1232
307,KT008397.1,Danio_rerio,504.5,501.0,3.5,1235
308,KT008396.1,Danio_rerio,489.5,483.0,6.5,1233
309,KT008395.1,Danio_rerio,475.8,483.0,7.199999999999989,1233
310,KT008394.1,Danio_rerio,469.6,483.0,13.399999999999977,1233
311,KT008393.1,Danio_rerio,491.7,483.0,8.699999999999989,1233
312,KT008392.1,Danio_rerio,499.2,501.0,1.8000000000000114,1235
313,CR392348.10,Danio_rerio,479.8,483.0,3.1999999999999886,1233
314,JX293364.1,Danio_rerio,496.3,501.0,4.699999999999989,1235
315,JX293363.1,Danio_rerio,480.3,483.0,2.6999999999999886,1233
316,JX293362.1,Danio_rerio,472.6,483.0,10.399999999999977,1233
317,JX293361.1,Danio_rerio,471.7,483.0,11.300000000000011,1233
318,JX293360.1,Danio_rerio,481.7,483.0,1.3000000000000114,1233
319,BC163681.1,Danio_rerio,487.4,483.0,4.399999999999977,1233
320,BC162681.1,Danio_rerio,469.0,483.0,14.0,1233
321,BC164163.1,Danio_rerio,475.5,483.0,7.5,1233
322,BC128815.1,Danio_rerio,475.5,483.0,7.5,1233
323,BC116614.1,Danio_rerio,463.6,483.0,19.399999999999977,1233
324,BC076120.1,Danio_rerio,540.4,566.0,25.600000000000023,1234
325,BC067683.1,Danio_rerio,359.7,361.0,1.3000000000000114,1231
326,GQ925719.1,Danio_rerio,467.2,483.0,15.800000000000011,1233
327,GQ925718.1,Danio_rerio,476.2,483.0,6.800000000000011,1233
328,GQ925717.1,Danio_rerio,461.3,483.0,21.69999999999999,1233
329,GQ925715.1,Danio_rerio,469.0,483.0,14.0,1233
330,AY493740.1,Danio_rerio,482.4,483.0,0.6000000000000227,1233
331,L11014.1,Danio_rerio,499.0,501.0,2.0,1235
332,AY078161.1,Danio_rerio,461.8,483.0,21.19999999999999,1233
333,AF109373.1,Danio_rerio,362.8,361.0,1.8000000000000114,1231
334,AF109370.1,Danio_rerio,504.4,501.0,3.3999999999999773,1235
335,AF109369.1,Danio_rerio,468.8,483.0,14.199999999999989,1233
336,AY900004.1,Danio_rerio,466.6,483.0,16.399999999999977,1233
337,AL844847.6,Danio_rerio,458.3,483.0,24.69999999999999,1233
338,AL713850.6,Danio_rerio,471.3,483.0,11.699999999999989,1233
339,AY996588.1,Danio_rerio,465.6,483.0,17.399999999999977,1233
340,AY900005.1,Danio_rerio,471.4,483.0,11.600000000000023,1233
341,AB087810.1,Danio_rerio,359.4,361.0,1.6000000000000227,1231
342,AB087811.1,Danio_rerio,499.1,501.0,1.8999999999999773,1235
343,AB035277.1,Danio_rerio,478.2,483.0,4.800000000000011,1233
344,AH005931.2,Otolemur_garnettii,537.3,545.0,7.7000000000000455,1449
345,MW219664.1,Myripristis_berndti,453.7,493.0,39.30000000000001,1292
346,MW219663.1,Myripristis_berndti,500.6,506.0,5.399999999999977,69
347,MW219662.1,Myripristis_berndti,495.1,495.0,0.10000000000002274,67
348,MF035580.1,Heliconius_erato,392.5,390.0,2.5,1563
349,MF035579.1,Heliconius_erato,378.9,389.0,10.100000000000023,1559
350,MF035578.1,Heliconius_erato,435.0,469.0,34.0,1564
351,MF035577.1,Heliconius_erato,539.3,555.0,15.700000000000045,1562
352,MF035575.1,Heliconius_erato,435.0,469.0,34.0,1564
353,MN519154.1,Carcharhinus_amblyrhynchos,500.0,504.0,4.0,1190
354,MN519145.1,Carcharhinus_amblyrhynchos,496.7,504.0,7.300000000000011,1190
355,NM_001290643.2,Mus_musculus,475.5,498.0,22.5,1463
356,NM_001290644.2,Mus_musculus,473.2,498.0,24.80000000000001,1463
357,NM_001425972.1,Mus_musculus,473.2,498.0,24.80000000000001,1463
